Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID,Longitude,Latitude,Match Score
White Plains Hospital Center,Methadone Maintenance Treatment Prog,,Davis Avenue at East Post Road,,,White Plains,NY,10601,(914)681-2800 Intake: (914)681-0600x2800,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SI/PI/SS/SP/F52/,7527NY10601,-73.77045988746474,41.02585004690377,100.0
Saint Johns Riverside Hosp/Park Care,Pav/Chemical Dep Detox Prog,,2 Park Avenue,,,Yonkers,NY,10703,(914)964-7527 Intake: (914)964-7529,www.riversidehealth.org,,SA/DT/MM/DM/HI/SF/MD/MC/SI/PI/MI/SS/SP/F20/F53/,2365NY10703,-73.8922213804715,40.93954466541089,100.0
Saint Johns Riverside Hosp/Park Care,Pav/Chemical Dep IP Rehab Program,,2 Park Avenue,3rd Floor West Wing,,Yonkers,NY,10703,(914)964-7861 Intake: (914)964-7953 Hotline: (877)944-2273,www.riversidehealth.org,,SA/TX/MM/HI/CO/WN/MN/SF/MD/MC/PI/MI/SP/AH/F2/F11/F13/F20/F22/F28/F33/F38/F52/F53/F56/F72/,2365NY10703,-73.8922213804715,40.93954466541089,100.0
Saint Josephs Hospital,Methadone Maintenance Treatment Prog,,8 Guion Street,,,Yonkers,NY,10701,(914)378-7566 Intake: (914)378-7567,,Methadone Clients Only,SA/TX/MM/OP/WN/SF/MD/PI/SS/SP/AH/,4054NY10701,-73.89619664936147,40.93010503376371,100.0
St Johns Riverside Hospital,MMTP Behaviorial Health Services,,70 Ashburton Avenue,2nd Floor,,Yonkers,NY,10701,(914)965-6603 Hotline: (877)944CARE,www.riversidehealth.org,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/CJ/SF/MD/SP/,2247NY10701,-73.89460744051944,40.93943011059396,100.0
Western Carolina Treatment Center,,,573 Merrimon Avenue,,,Asheville,NC,28804,(828)251-1478 Hotline: (800)645-4023,,Methadone Clients Only,SA/TX/MM/OP/CO/HV/WN/SF/,7212NC28804,-82.55419904485065,35.618582929306946,100.0
Alcohol and Drug Services,,,2142 North Church Street,,,Burlington,NC,27217,(336)532-0500 Intake: (336)532-0509,www.adsyes.com,,SA/TX/MM/DM/OP/AD/DU/SF/MD/PI/SS/SP/,3785NC27217,-79.39999357769264,36.094061474359705,100.0
McLeod Addictive Disease Center,,,145 Remount Road,,,Charlotte,NC,28203,(704)332-9001,www.mcleodcenter.com,,SA/TX/DT/MM/DM/HH/RS/RL/OP/PH/AD/DU/SF/MD/SP/,3509NC28203,-80.8668631772928,35.20345951763158,100.0
Metro Treatment of North Carolina,Charlotte Treatment Center,,3315 Wilkinson Boulevard,,,Charlotte,NC,28208,(704)697-0044 Hotline: (704)513-0044,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PH/PW/SF/,2202NC28208,-80.89526400011744,35.22432251145325,100.0
Queen City Treatment Center Inc,,,6115 Hickory Grove Road,,,Charlotte,NC,28215,(704)532-4262 Hotline: (704)995-9879,,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/SF/PA/,9400NC28215,-80.72414157945859,35.223570026095864,100.0
Durham Center,Adult Services Unit,,414 East Main Street,,,Durham,NC,27701,(919)560-7100 Hotline: (919)560-7100,www.durhamcenter.org,Methadone Clients Only,MH/TX/DT/MM/DM/OP/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/,2137NC27701,-78.89599074558173,35.992273570034726,100.0
Durham Treatment Center,,,2526 Erwin Road,2nd Floor,,Durham,NC,27705,(919)286-1509 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,3386NC27705,-78.94281374812478,36.00890545126805,100.0
Advanced Treatment Systems of NC,(ATS),,3423-A Melrose Road,,,Fayetteville,NC,28304,(910)864-8739 Intake: (800)810-8423 Hotlines: (800)810-8423 (910)864-8739,www.crcotp.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/MN/SF/SP/AH/,2041NC28304,-78.93647173370056,35.03315338633606,99.99
Metro Treatment of North Carolina,Fayetteville Treatment Center,,418 Person Street,Suite 202,,Fayetteville,NC,28301,(407)351-7080 Intake: (910)483-0958,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,3831NC28301,-78.87136630661391,35.05016529702107,100.0
McLeod Addictive Disease Center,,,1115 Ozark Avenue,,,Gastonia,NC,28054,(704)865-1558 Hotline: (704)332-9001,www.mcleodcenter.com,Methadone Clients Only,SA/TX/MM/OP/HV/SF/MD/SI/PI/,6982NC28054,-81.16564031848856,35.26820048699177,99.55
Alcohol and Drug Servs of Guilford Inc,(ADS) East,,301 East Washington Street,Suite 101,,Greensboro,NC,27401,(336)333-6860,www.adsyes.com,,SA/TX/DT/MM/DM/OP/AD/CO/PW/WN/DU/SF/MD/PI/SS/SP/,1816NC27401,-79.7868382849323,36.07006013240657,100.0
Greensboro Metro Treatment Center,,,2920 Manufactures Road,,,Greensboro,NC,27406,(336)273-9611 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,7578NC27406,-79.77668435302411,36.02769855224892,98.66
Pitt County Mental Health Center,,,203 Government Circle,,,Greenville,NC,27834,(252)413-1600x1663 Intake: (252)413-1600 Hotline: (252)413-1600,www.pittcountync.gov/depts/mentalhealth,,SA/TX/DT/MM/RS/OP/PH/CO/SE/PW/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/AH/,9284NC27834,-77.36217667487688,35.63723344857173,100.0
Alcohol and Drug Servs of Guilford Inc,Adult Residential Treatment,,5209 West Wendover Avenue,,,High Point,NC,27265,(336)812-8645 Intake: (336)812-8645x240,,,SA/TX/DT/MM/DM/RS/OP/PH/PW/WN/MN/SF/MD/PI/SS/SP/,7714NC27265,-79.94826568594429,36.034662566072406,100.0
Raleigh Methadone Treatment Center,(RMTC),,5109 Oak Park Road,,,Raleigh,NC,27612,(919)781-5507 Intake: (800)440-6310,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,9138NC27612,-78.70292282602887,35.853966970860064,100.0
Southlight Inc,Wakeview Clinic,,511 Newcombe Road,Suite 100,,Raleigh,NC,27610,(919)832-7351x202 Intakes: (919)832-7351x0 (919)832- 7351x204,www.southlight.org,Methadone Clients Only,SA/TX/MM/OP/CO/PW/WN/MN/SF/MD/MC/,0360NC27610,-78.6295304865648,35.7514406447007,100.0
Rowan Treatment Associates,,,448 Jake Alexander West Street,,,Salisbury,NC,28147,(704)645-8539 Intake: (704)532-4262 Hotline: (704)995-9879,,Methadone Clients Only,SA/TX/MM/OP/PW/WN/SF/,1773NC28147,-80.50028923994043,35.65887064968994,93.19
Coastal Horizons Center Inc,Outpatient Treatment Services,,615 Shipyard Boulevard,,,Wilmington,NC,28412,(910)343-0145 Hotline: (800)672-2903,www.coastalhorizons.org,,SA/TX/DT/MM/DM/OP/AD/CO/HV/WN/MN/DU/CJ/SF/MD/SS/AH/,7579NC28412,-77.9326420174598,34.19366898676085,100.0
New Hanover Metro Treatment Center,,,20 South 16th Street,,,Wilmington,NC,28401,(910)251-6644 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,5328NC28401,-77.92894065390057,34.236698252913186,100.0
Step One Inc,,,665 West 4th Street,,,Winston Salem,NC,27101,(336)725-8389,www.stepone.org,,SA/TX/DT/MM/DM/OP/PH/AD/SE/PW/WN/DU/CJ/SF/MD/SI/PI/MI/SS/SP/AH/,1543NC27101,-80.25224587891822,36.097616113767856,100.0
Community Drug Board Inc,Community Health Center,,725 East Market Street,,,Akron,OH,44305,(330)434-4141 Intake: (330)315-2644,www.commhealthcenter.org,,GH/TX/MM/DM/RS/RL/OP/PH/AD/HV/PW/WN/SF/MD/MC/SI/PI/MI/SS/SP/AH/,3871OH44305,-81.49470762419266,41.075663278380254,100.0
Quest Recovery Services,Canton,,1341 Market Avenue North,,,Canton,OH,44714,(330)453-8252,www.questrecoveryservices.com,,SA/TX/MM/OP/AD/PW/WN/CJ/SF/MD/MC/PI/SS/PA/AH/,6632OH44714,-81.37158685427707,40.811403999482934,100.0
Central Community Health Board,Drug Services Program,,3020 Vernon Place,,,Cincinnati,OH,45219,(513)559-2056 Intake: (513)559-2000,www.cchbinc.com/drug_services.htm,,SA/TX/DT/MM/DM/OP/WN/DU/SF/MD/MC/MI/PA/AH/,0885OH45219,-84.498963358113,39.13404314272758,100.0
Cincinnati Veterans Affairs Medical,Center/Substance Dependency Program,,3200 Vine Street,8th Floor,,Cincinnati,OH,45220,(513)861-3100x4430 Intake: (513)475-6367,,,SA/TX/DT/MM/DM/HI/RS/OP/CO/SF/PI/MI/,7481OH45220,-84.50949966186162,39.13815584924918,100.0
Cleveland Treatment Center Inc,,,1127 Carnegie Avenue,,,Cleveland,OH,44115,(216)861-4246,,Methadone Clients Only,SA/TX/MM/OP/WN/SF/MD/AH/,5876OH44115,-81.68131334785436,41.49645803565928,100.0
Community Action Against Addiction,,,5209 Euclid Avenue,,,Cleveland,OH,44103,(216)881-0765x202 Intake: (216)881-0765x227,,,SA/TX/DT/MM/DM/OP/HV/PW/WN/MN/CJ/SF/MD/SS/PA/,9566OH44103,-81.65292274806046,41.504213345074476,100.0
Veterans Affairs Medical Center,Drug Dependence Treatment Program,,10701 East Boulevard,,,Cleveland,OH,44106,(440)526-3030x6535 Intakes: (440)526-3030x7876 (440)526- 3030x6548,,,GH/TX/DT/MM/HI/OP/SF/MC/PI/MI/,9572OH44106,-81.61330887461008,41.51266194368673,100.0
Women In Transition,,,700 Bryden Road,3rd Floor,,Columbus,OH,43215,(614)224-4506x126 Intake: (614)224-4506,www.compdrug.org,,SA/TX/MM/OP/CO/HV/GL/PW/WN/CJ/SF/MD/MC/SS/AH/,7089OH43215,-82.98108778101442,39.96070976832919,100.0
Project CURE,,,1800 North James H McGee Boulevard,,,Dayton,OH,45427,(937)262-3500 Intake: (937)224-4646,,,SA/TX/DT/MM/DM/HH/RS/RL/OP/PW/SF/MD/PI/,9087OH45427,-84.24375871394003,39.76799619373315,98.81
Substance Abuse Services Inc,Outpatient Services,,1832 Adams Street,,,Toledo,OH,43601,(419)243-7274 Intake: (419)243SASI,,,SA/TX/DT/MM/DM/OP/CO/WN/MN/SF/MD/PI/SP/AH/,4128OH43601,-83.54716472492885,41.659038249244496,98.21
Meridian Services Inc,,,527 North Meridian Road,,,Youngstown,OH,44509,(330)797-0070,,,SA/TX/MM/RL/OP/CO/HV/WN/DU/SF/MD/MC/SI/PI/SS/PA/AH/,8660OH44509,-80.71109497952777,41.11219563573235,100.0
Rightway Medical,,,9017 South I-35 Service Road,,,Oklahoma City,OK,73160,(405)616-3366,,Methadone Clients Only,SA/TX/MM/OP/DU/SF/PI/MI/,2302OK73160,-97.49542408506184,35.376276106283186,100.0
Veterans Affairs Medical Center,Substance Abuse Treatment Center,,921 NE 13th Street,Unit 116-C,,Oklahoma City,OK,73104,(405)270-0501x3642,,,SA/TX/DT/MM/HH/HI/OP/CO/SE/PW/WN/SF/PI/MI/PA/SP/AH/F20/F64/N18/,3653OK73104,-97.49643318238502,35.48245449340096,100.0
Tulsa Rightway Medical,,,5119 South 110 East Avenue,,,Tulsa,OK,74146,(918)610-3366,www.tulsarightwaymedical.com,Methadone Clients Only,SA/TX/MM/OP/HV/PW/SF/,0529OK74146,-95.85432580438072,36.089743797148095,100.0
Integrated Health Clinics of Eugene,,,715 Lincoln Street,,,Eugene,OR,97401,(541)344-3574,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/WN/MN/SF/MD/SI/PI/MI/AH/,3100OR97401,-123.09728256570976,44.05192198886161,100.0
Lane Cnty Alcohol/Drug Offenders Prog,,,135 East 6th Avenue,,,Eugene,OR,97401,(541)682-4464,www.lanecounty.org,Methadone Clients Only,SA/TX/MM/OP/WN/MN/SF/MD/MC/SI/PI/MI/,7095OR97401,-123.0906109898773,44.05325751940411,100.0
Jackson County,Substance Abuse Program,,338 North Front Street,,,Medford,OR,97501,(541)774-8240,,Methadone Clients Only,SA/TX/MM/DM/OP/WN/MN/SF/MD/SP/,2075OR97501,-122.87589118949873,42.32911763821225,100.0
CODA Inc,,,1027 East Burnside Street,,,Portland,OR,97214,(503)239-8400 Intake: (503)239-8400x303,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/WN/MN/SF/MD/SI/PI/SS/,4005OR97214,-122.65507900279718,45.5229475048944,100.0
General Health Inc,Delta Clinic,,2600 SE Belmont Street,,,Portland,OR,97214,(503)239-5738x11 Intake: (503)239-5738x26,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/WN/MN/SF/SI/PI/AH/,4418OR97214,-122.63883303042448,45.516422486638795,100.0
General Health Inc,Delta Clinic Tigard,,11945 SW Pacific Highway,Suite 113,,Portland,OR,97223,(503)684-8159 Intake: (503)239-5738x26,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SI/PI/AH/,3780OR97223,-122.76578944305237,45.433741298240754,100.0
Hope Clinic,,,9747 SE Powell Boulevard,,,Portland,OR,97266,(503)762-9386,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/AH/,9565OR97266,-122.56288100153341,45.49679470970149,100.0
Portland Metro Treatment Center,,,16420 SE Division Street,,,Portland,OR,97236,(503)762-3130 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,7502OR97236,-122.49447201494803,45.504532505527315,100.0
Ram Clinic,,,3610 NE 82nd Street,Suite 100,,Portland,OR,97220,(503)408-9585,www.ramclinic.org,Methadone Clients Only,TX/DT/MM/DM/OP/SF/SI/PI/SP/AH/F72/,3569OR97220,-122.57869882629187,45.549030856019364,98.06
Marion County Health Department,Alcohol and Drug Treatment Program,,3180 Center Street NE,Room 2274,,Salem,OR,97301,(503)588-5358,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/WN/MN/SF/MD/SI/PI/SP/AH/,7357OR97301,-122.99617099715219,44.93829974203291,100.0
Willamette Valley Treatment Center Inc,,,115 Lancaster Drive NE,,,Salem,OR,97301,(503)391-9762x0 Intake: (503)315-1067x0,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/MC/PI/MI/AH/,8573OR97301,-122.9833948812372,44.928558545619524,100.0
New Directions Treatment Services,,,2442 Broadhead Road,,,Allentown,PA,18109,(610)758-8011,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/DU/SF/MD/MC/SP/,3733PA18109,-75.44284999999995,40.621320000000026,85.0
White Deer Run,,,360 White Deer Run Road,,,Allenwood,PA,17810,(570)538-2567 Intakes: (800)626-9355 (800)873-2131 Hotlines: (800)255-2335 (800)626-9355,www.whitedeerrun.com,,MH-SA/TX/DT/MM/DM/HH/RS/AD/CO/HV/GL/WN/MN/CJ/SF/MD/SI/PI/MI/,8008PA17810,-76.9291749861693,41.09949001162289,100.0
Recovery Center of Crozer Chester,Medical Center,,2600 West 9th Street,,,Chester,PA,19013,(610)497-7223,www.crozer.org,,MH-SA/TX/MM/OP/CO/DU/SF/MD/MC/PI/MI/SS/AH/,6005PA19013,-75.39298358930961,39.8374959813474,100.0
Discovery House,,,301 Smith Drive,Suite 3,,Cranberry Township,PA,16066,(724)779-2010,www.discoveryhouse.com,Methadone Clients Only,SA/TX/MM/OP/SF/MD/MC/,4145PA16066,-80.10201250207692,40.697610904787496,100.0
Discovery House,,,3888 Curwensville Grampion Highway,,,Curwensville,PA,16833,(814)236-0036 Hotline: (800)578-7627,www.discoveryhouse.com,Methadone Clients Only,SA/TX/MM/OP/HV/PW/SF/,3863PA16833,-78.55265930131398,40.973554314222866,99.61
Aldie Counseling Center,,,228 North Main Street,,,Doylestown,PA,18901,(215)345-8530,www.volunteersolutions.org,,SA/TX/MM/OP/AD/CO/PW/WN/SF/MD/MC/MI/SS/AH/,1479PA18901,-75.13064747449515,40.31508598956981,100.0
Esper Treatment Center,,,25 West 18th Street,,,Erie,PA,16501,(814)459-0817,,,SA/TX/MM/OP/PH/PW/SF/MD/MC/SI/SS/AH/,9353PA16501,-80.0787298381695,42.11810817109328,100.0
Discovery House,,,99 South Cameron Street,,,Harrisburg,PA,17101,(717)233-7290 Intake: (717)233-7291 Hotline: (888)366-7929,www.discoveryhouse.com,Methadone Clients Only,SA/TX/MM/OP/PH/PW/SF/MC/PI/SP/F22/,5444PA17101,-76.87362332327614,40.26293788490276,100.0
Discovery House,,,329 County Line Road,Warminster Township,,Hatboro,PA,19040,(215)675-8882,www.discoveryhouse.com,Methadone Clients Only,SA/TX/MM/OP/SF/MD/,9011PA19040,-75.12061374966088,40.20042159603923,99.55
Discovery House NPA,,,1868 East State Street,,,Hermitage,PA,16148,(724)981-9815,www.discoveryhouse.com,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/WN/MN/SF/MC/PI/,8777PA16148,-80.4752739893623,41.23327319102038,100.0
Progressive Medical Specialists Inc,,,2453 West Pike Street,Suite C-D,,Houston,PA,15342,(724)873-5655,,Methadone Clients Only,SA/TX/MM/OP/CO/HV/WN/MN/SF/SI/AH/,1029PA15342,-80.21807378168106,40.2238715208246,100.0
RHJ Medical Center Inc,,,Rural Route 1 Box 224,,,Hunker,PA,15639,(724)696-9600,,Methadone Clients Only,SA/TX/MM/OP/SF/PI/SP/,8215PA15639,-79.60280909999993,40.19592570000003,98.0
Alliance Medical Services Inc,Johnstown,,1419 Scalp Avenue,,,Johnstown,PA,15904,(814)269-4700,,Methadone Clients Only,SA/TX/MM/OP/PW/SF/,0604PA15904,-78.85824083297419,40.27193666448449,100.0
Bowling Green Inn Brandywine,,,1375 Newark Road,,,Kennett Square,PA,19348,(610)268-3588,www.bowlinggreenbrandywine.com,,SA/TX/DT/MM/DM/RS/RL/OP/PH/CO/PW/CJ/SF/MD/PI/,6095PA19348,-75.76736985381527,39.849022729819346,100.0
Montgomery County Methadone Center,,,316 Dekalb Street,,,Norristown,PA,19401,(610)272-3710,,Methadone Clients Only,SA/TX/MM/DM/OP/CO/HV/PW/WN/MN/SF/SP/,1059PA19401,-75.3420694266913,40.11402657101158,100.0
Valley Forge,Medical Center and Hospital,,1033 West Germantown Pike,,,Norristown,PA,19403,(610)539-8500 Intake: (610)539-8500x385,,,SA/TX/DT/MM/DM/HI/RS/RL/HV/SF/MD/MC/SI/PI/SP/,9735PA19403,-75.36718897305764,40.15876600991878,100.0
Achievement Through Counseling and Trt,(ACT I),,5820 Old York Road,,,Philadelphia,PA,19141,(215)276-8400x102 Intake: (215)276-8400,,Methadone Clients Only,SA/TX/MM/OP/HV/WN/MN/SF/MD/MC/PI/SS/SP/F20/,8700PA19141,-75.1444501220922,40.0420101219984,100.0
Achievement Through Counseling and Trt,(ACT II),,1745 North 4th Street,,,Philadelphia,PA,19122,(215)236-0100,www.jevs.org,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/WN/MN/SF/MD/MC/PI/SS/SP/F20/F26/,0852PA19122,-75.14143544922254,39.97748772754633,100.0
Addiction Medicine and Health,Advocates Inc (AMHA),,1200 Walnut Street,2nd Floor,,Philadelphia,PA,19107,(215)545-8078x105 Intake: (215)545-8078,,Methadone Clients Only,SA/TX/MM/OP/SF/MD/SI/SP/,6886PA19107,-75.16071470228991,39.94887716134487,100.0
Consortium Inc,Drug Abuse Rehabilitation Program,,451 University Avenue,,,Philadelphia,PA,19104,(215)596-8000x213 Intake: (215)596-8000x1201,www.consortium-inc.org,Methadone Clients Only,SA/TX/MM/OP/CO/WN/MN/SF/MD/SI/PI/MI/SS/F20/,5155PA19104,-75.19839196041211,39.946894754531996,99.55
Family Center of Thomas Jefferson Univ,Specialized Program for Preg Women,,1201 Chestnut Street,11th Floor,,Philadelphia,PA,19107,(215)955-8577,,Methadone Clients Only,SA/TX/MM/HI/RL/OP/CO/HV/PW/WN/SF/MD/PI/MI/SS/SP/F11/F56/,7840PA19107,-75.16021614668901,39.95040731967916,100.0
Girard Medical Center,Goldman Methadone Clinic,,8th and Girard Avenue,,,Philadelphia,PA,19122,(215)787-2000x2079 Intakes: (215)787-2196 (215)787-2193,www.nphs.com/default.htm,,MH-SA/TX/MM/HI/RS/RL/OP/CO/WN/CJ/SF/MD/MC/SI/PI/SS/SP/AH/,0130PA19122,-75.14997991507406,39.97049002441136,97.97
Jef Ken Methadone Maintenance Program,,,136 West Diamond Street,,,Philadelphia,PA,19122,(215)426-8100x6019 Hotline: (888)545-2600,,,SA/TX/MM/OP/SF/MD/MC/PI/SS/SP/,9132PA19122,-75.13466420170987,39.9818101508605,100.0
John F Kennedy Drug Treatment Clinic,,,907 North Broad Street,,,Philadelphia,PA,19123,(215)235-5520,,Methadone Clients Only,SA/TX/MM/OP/CO/MN/CJ/SF/MD/MC/PI/SS/PA/SP/F20/,7225PA19123,-75.15961231438416,39.9705247674,100.0
PA Veterans Affairs Med Ctr (PVAMC),Substance Abuse Treatment Center,University and Woodland Avenues,,,,Philadelphia,PA,19104,(215)823-4300 Intake: (215)823-4100,,,MH-SA/TX/DT/MM/HI/OP/CO/SE/PA/,6549PA19104,-75.20249499999993,39.96039500000006,100.0
Thomas Jefferson University,Narcotic Addiction Rehab Program,,NE Corner of South 21st Street and,Washington Avenue,,Philadelphia,PA,19146,(215)735-5979x241 Intakes: (215)735-5979x243 (215)735- 5979x225,www.jeffersonhospital.org,Methadone Clients Only,SA/TX/MM/OP/CO/HV/SE/WN/MN/CJ/SF/MD/PI/SS/,6120PA19146,-75.17818200403984,39.93948024048197,96.28
Alliance Medical Services Inc,Pittsburgh,,729 Ensign Avenue,,,Pittsburgh,PA,15226,(412)488-6360 Intake: (412)488-6360x110,,Methadone Clients Only,SA/TX/MM/OP/PW/WN/SF/MD/,5411PA15226,-80.00409292988672,40.40601568315453,100.0
Discovery House PA,,,1391 Washington Boulevard,,,Pittsburgh,PA,15206,(412)661-9222 Intake: (888)DOORWAY Hotline: (888)DOORWAY,www.discoveryhouse.com,Methadone Clients Only,SA/TX/MM/OP/PW/WN/MN/SF/MC/SI/,0023PA15206,-79.90832542090277,40.474004234403886,100.0
Progressive Medical Specialists Inc,,,2900 Smallman Street,,,Pittsburgh,PA,15201,(412)391-6384,,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/WN/MN/SF/SP/AH/,5822PA15201,-79.97480748220102,40.45864330626025,100.0
Tadiso Inc,,,1425 Beaver Avenue,,,Pittsburgh,PA,15233,(412)322-8415x125 Intake: (412)322-8415,www.tadiso.org,Methadone Clients Only,SA/TX/MM/OP/PH/PW/SF/MD/SS/,4854PA15233,-80.02925791779045,40.45399667250639,100.0
Wester Psychiatric Institute/Clinic,Narcotic Addiction Treatment Program,,6714 Kelly Street,,,Pittsburgh,PA,15208,(412)363-7383,,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/SF/MC/PI/,7258PA15208,-79.9078850261438,40.45794643483025,100.0
New Directions Treatment Services,,,20-22 North 6th Avenue,,,Reading,PA,19611,(610)478-0646x31 Intakes: (610)478-0646 (610)478-0646x35,,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/SF/MD/SP/,9460PA19611,-75.94962085408609,40.33641730450858,99.38
Addiction Specialists,,,1023 Pittsburgh Street,,,Uniontown,PA,15401,(724)437-2776 Intake: (724)437-2776x203,,Methadone Clients Only,SA/TX/MM/OP/SF/MD/SI/PI/,9641PA15401,-79.7263227789146,39.91468335907617,100.0
Luzerne Wyoming County,MHC 1,,307 Laird Street,,,Wilkes Barre,PA,18705,(570)552-3700 Intake: (570)408-9320,,Methadone Clients Only,SA/TX/MM/OP/PW/WN/MN/SF/MD/SI/PI/MI/SS/,2544PA18705,-75.82871426928493,41.25667039715314,99.51
Centro de Treatmento Con Metadona,De Aguadilla,Anex Hospital Buen Samaritano,,,,Aguadilla,PR,605,(787)891-2352 Intake: (787)891-2360 Hotline: (800)981-0023,,Methadone Clients Only,SA/TX/MM/HI/OP/PA/SP/,6549PR00605,-67.13908839999993,18.450229300000046,100.0
Centro de Quimioterapia de Bayamon,Carretera 167 Km 24.5,Barrio Juan Sanchez,,,,Bayamon,PR,961,(787)786-4370 Intake: (787)787-4464 Hotline: (800)981-0023,,Methadone Clients Only,SA/TX/MM/OP/SP/,6549PR00961,-66.16592449999996,18.421539200000037,100.0
Centro Quimoterapia Ponce,Area Hosp Distrito Carretera 14,Barrio Machuelos,,,,Ponce,PR,731,(787)840-6630 Intake: (787)840-6735,,Methadone Clients Only,SA/TX/MM/OP/PW/SF/SP/,6549PR00731,-66.60919349999995,18.038779300000048,100.0
CeDe De San Juan,Centro Medico,Centro Medico-pav G,,Barrio Monacillo Jonts at Hospital,,San Juan,PR,921,(787)754-4100 Intakes: (787)767-7059 (787)751-0391 Hotline: (800)981-0023,,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/BC/SP/,6549PR00921,-66.07899999999995,18.400320000000026,100.0
Centro de Tratamiento Con Metadona,(ASSMCA),Carretera 796 Interior Km 7.6,,Barrio Bairoa,,San Juan,PR,928,(787)745-0410 Intake: (787)745-0685,,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/SP/,6549PR00928,-66.04798999999997,18.397685000000024,100.0
Centro de Tratamiento con Metadona,de San Juan,Calle Maga Pavellon G Barrio Monacillo,,Area de Centro Medico,,San Juan,PR,928,(787)754-4100 Intake: (787)767-9243,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/GL/SE/PW/WN/MN/PA/SP/,6549PR00928,-66.04798999999997,18.397685000000024,100.0
CODAC East Bay,,,850 Waterman Avenue,,,East Providence,RI,2914,(401)434-4999 Hotline: (401)434-4999,www.codacinc.org,,SA/TX/DT/MM/DM/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/SI/PI/SS/SP/AH/F53/,1556RI02914,-71.35011535666419,41.81273603430618,100.0
Center For Behavioral Health,Rhode Island Clinic,,985 Plainfield Street,,,Johnston,RI,2919,(401)946-0650,www.centerforbehavioralhealth.com,,SA/TX/DT/MM/DM/OP/CO/PW/WN/MN/SF/SI/PI/SP/AH/F20/F53/,5901RI02919,-71.46705807720642,41.80452767843595,100.0
CODAC Behavioral Healthcare,CODAC Newport,,93 Thames Street,,,Newport,RI,2840,(401)846-4150 Hotline: (401)846-4150,www.codacinc.org,,SA/TX/DT/MM/DM/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/SI/PI/SS/AH/,5216RI02840,-71.3153531734438,41.49098222213377,100.0
Addiction Recovery Institute,,,31 North Union Street,,,Pawtucket,RI,2860,(401)725-2520 Intake: (401)725-2520x1,www.methadone.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/SI/PI/SP/,0765RI02860,-71.38578580291279,41.87876401556597,100.0
Center for Treatment and Recovery,,,203 Concord Street,Suite 463,,Pawtucket,RI,2860,(401)727-1287,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/MD/SI/PI/SP/,4728RI02860,-71.40309719899814,41.86753540852458,100.0
CODAC Providence,,,349 Huntington Avenue,,,Providence,RI,2909,(401)942-1450 Hotline: (401)942-1450,www.codacinc.org,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/SI/PI/SS/SP/AH/F53/,5659RI02909,-71.44100100334795,41.806507567784976,100.0
