Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
HEARTLAND HOSPITAL,LIFl CENTER OF NEVADA,,1500 HEST ASHLAND STREET,,,NEVADA,MO,64772,(417)667-2666,AD/OT/RR/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/EA/TX/CI/PV/MM/,7275MO64772,-94.37579933292037,37.84508748345335,92.75
DART INC,MEDICATION UNIT,,1307 LINDBERGH PLAZA CENTER,,,SAINT LOUIS,MO,63132,(314)569-3105,DA/AM/HV/IV/CI/PV/MM/,1400MO63132,-90.4036152504402,38.68548953378828,100.0
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL DEPENDENCE TREATMENT PROG,JEFFERSON BARRACKS,,,,SAINT LOUIS,MO,63125,(314)894-6685,AD/OT/RR/AM/IV/EA/DW/TX/CI/PV/MM/,6549MO63125,-90.28100999999998,38.53102000000007,100.0
HEST END CLINIC,,,5917 MARTIN LUTHER KING DRIVE,,,SAINT LOUIS,MO,63112,(314)381-0560,DA/AM/W/A/B/HV/IV/PG/MM/,3673MO63112,-90.28317383969349,38.67414223899797,100.0
MONTANA DEACONESS MEDICAL CENTER,CHEMICAL DEPENDENCY UNIT,,1101 26TH STREET SOUTH,,,GREAT FALLS,MT,59405,(406)761-1200 EXT5570,AD/RR/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/EA/DW/TX/PV/MM/,8745MT59405,-111.26258932578459,47.49227900872572,100.0
EQUILIBRIA MEDICAL CENTER,,,544 SOUTH 24TH AVENUE,,,OMAHA,NE,68105,(402)345-2252,DA/AM/IV/TX/CI/MM/,2179NE68105,-95.94768747498644,41.254570014427685,100.0
CLARK COUNTY HEALTH DISTRICT,ADDICTION TREATMENT CLINIC/METHADONE,,625 SHADOH LANE,,,LAS VfGAS,NV,89127,(702)383-1347,DA/AM/W/A/B/H/AI/HV/PI/CU/IV/PG/MM/,8374NV89127,-115.16539379729186,36.16334888439781,86.48
NEVADA TREATMENT CENTER,METHADONE OUTPATIENT,,1721 EAST CHARLESTON BOULEVARD,,,LAS VEGAS,NV,89104,(702)382-4226,DA/AM/B/H/HV/CU/IV/PG/PV/MM/,2149NV89104,-115.12815903645391,36.15890748154328,100.0
TRUCKEE MEADOHS HOSPITAL,ALCOHOLISM AND DRUG ABUSE PROGRAM,,1240 EAST 9TH STREET,,,RENO,NV,89512,(702)323-0478TEX256,AD/DT/RR/AM/HV/CU/IV/EA/TX/PV/MM/,9197NV89512,-119.79736684812109,39.53846552853396,100.0
NEH HAMPSHIRE STATE PRISON,DEPT OF CORRECTIONS/SUBST ABUSE PREV,,281 NORTH STATE STREET,,,CONCORD,NH,3301,(603)271-1811,AD/DT/RR/W/A/B/H/HV/CU/IV/PG/EA/TX/CI/PV/MM/,8027NH03301,-71.5569742729688,43.227545676393106,100.0
ASBURY PARK DRUG TREATMENT CENTER,,,1200 MEMORIAL DRIVE,,,ASBURY PARK,NJ,7712,(201)988-8877,DA/AM/W/A/B/H/HV/CU/IV/PG/TX/MM/,1792NJ07712,-74.01145585441418,40.224917065908215,100.0
INSTITUTE FOR HUMAN DEVELOPMENT IIHDI,RESIDENTIAL,,1315 PACIFIC AVENUE,,,ATLANTIC CITY,NJ,8401,(60?)345-4035TEX279,AD/RR/AM/W/Y/A/B/H/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/MM/,3383NJ08401,-74.4262499550071,39.360986170103956,100.0
SOUTH JERSEY DRUG TREATMENT CENTER,,,CUMBERLAND DRIVE,,,BRIDGETON,NJ,8302,(609)455-5441,DA/AM/IV/MM/,7099NJ08302,-75.22397988253459,39.44461004782683,97.4
SUBSTANCE ABUSE CENTER OF,SOUTHERN JERSEY INC,,417 BROADHAY,,,CAMDEN,NJ,8103,(609)757-9190,AL/AM/W/Y/A/B/H/HV/CU/IV/PG/EA/TX/PV/MM/,0963NJ08103,-75.11936560404713,39.94021873678519,96.86
EAST ORANGE SUBSTANCE ABUSE PROGRAM,ADMINISTRATIVE UNIT,,160 HALSTED STREET,,,EAST ORANGE,NJ,7018,(201)266-5200,DA/AM/W/Y/A/B/HV/CU/IV/PG/TX/CI/PV/MM/,2928NJ07018,-74.22067864528884,40.76116467395847,100.0
VETERANS AFFAIRS MEDICAL CENTER,DRUG DEPENDENCY TREATMENT PROGRAM,,TREMONT AVENUE,,,EAST ORANGE,NJ,7019,(201)676-1000 EXT558,DA/RR/AM/HV/IV/EA/TX/CI/PV/MM/,9514NJ07019,-74.22726533259133,40.751428615651044,99.35
KIDS OF BERGEN COUNTY INC,,,80 COMMERCE lIAY,,,HACKENSACK,NJ,7601,(201)863-0505,AD/RR/Y/CU/IV/TX/CI/PV/MM/,8758NJ07601,-74.03032579181269,40.91131477659169,97.51
MONSIGNOR lIALL SOCIAL SERVICE CENTER,,,75 EAST BROADHAY,,,HACKENSACK,NJ,7601,(201)342-2565,DA/AM/W/A/HV/IV/PG/MM/,3189NJ07601,-74.0386006279245,40.87476695624737,97.32
ANCORA PSYCHIATRIC HOSPITAL,CHEMICAL ABUSE PROGRAM,,SPRING GARDEN ROAD,,,HAMMONTON,NJ,8037,(609)561-1700TEX7679,AD/AM/H/IV/TX/PV/MM/,3503NJ08037,-74.85282401902887,39.68304793357168,100.0
L AND L CLINICS INC,METHADONE MAINTENANCE AND DETOX,,57-59 NEH STREET,,,IRVINGTON,NJ,7111,(201)373-2010,DA/AM/CU/IV/TX/MM/,9624NJ07111,-74.23595809999995,40.72239220000006,85.0
CHRIST HOSPITAL,ADDICTION SERVICES/OUTPATIENT,,176 PALISADE AVENUE,,,JERSEY CITY,NJ,7306,(201)795-8375,AD/OT/AM/W/Y/A/B/H/HV/CU/PG/EA/DW/TX/PV/MM/,4526NJ07306,-74.05035543909777,40.734492284587795,100.0
SALVATION ARMY,ADULT REHABILITATION CENTER/INPATIENT,,248 ERIE STREET,,,JERSEY CITY,NJ,7302,(201)653-3071,AD/RR/B/H/CU/IV/TX/CI/PV/MM/,9633NJ07302,-74.04266303127753,40.73229806997456,99.51
SPECTRUM HEALTH CARE INC,,,430 JOHNSTON AVENUE,,,JERSEY CITY,NJ,7304,(201)860-6100,DA/AM/A/B/H/HV/IV/MM/,5528NJ07304,-74.06177118468354,40.71637379274014,100.0
SPECTRUM HEALTH CARE INC,MICA OUTPATIENT PROGRAM,,430 JOHNSTON AVENUE,,,JERSEY CITY,NJ,7304,(201)860-6100,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,5528NJ07304,-74.06177118468354,40.71637379274014,100.0
INTER COUNTY COUNCIL ON DRUG/ALC ABUSE,ADMINISTRATIVE UNIT,,645 KEARNY AVENUE,,,KEARNY,NJ,7032,(201)997-0600,AD/AM/Y/A/HV/CU/IV/PG/DW/TX/CI/PV/MM/,1320NJ07032,-74.14372606785616,40.773551671340044,100.0
CAMDEN CNTY DIV OF ALC AND SUBST ABUSE,ADMINISTRATIVE UNIT,,COLLIER DRIVE,BLACKHOOD POST OFFICE,,LAKELAND,NJ,8012,"(609)228-4200 EXT,9",AD/RR/AM/W/A/B/HV/CU/IV/TX/MM/,2440NJ08012,-75.07546222858686,39.78517308891075,97.19
SAINT BARNAAS MEDICAL CENTER,DEPT OF PSYCHIATRY DETOXIFICATION PROG,,94 OLD SHORT HILLS ROAD,,,LIVINGSTON,NJ,7039,(201)533-8688,AD/OT/W/Y/A/B/HV/PI/CU/IV/PG/EA/TX/CI/PV/MM/,3262NJ07039,-74.30263026565756,40.76346323636746,100.0
CENTER FOR ADDICTIVE ILLNESSES,ALCOHOLISM RESIDENTIAL AND OUTPATIENT,,95 MOUNT KEMBLE AVENUE,,,MORRISTOHN,NJ,7960,(201)285-4728,AD/DT/RR/AM/H/HV/CU/IV/PG/DW/TX/CI/MM/,4010NJ07960,-74.48965743858824,40.78855145293692,100.0
BURLINGTON COMP COUNSELING INC,,,75 HASHINGTON STREET,,,MOUNT HOLLY,NJ,8060,(609)267-3610,AD/AM/W/Y/A/HV/IV/PG/EA/TX/PV/MM/,3495NJ08060,-74.79193761702254,39.99241322744284,96.18
NEW BRUNSWICK COUNSELING CENTER,,,84 NEW STREET,,,NEW BRUNSWICK,NJ,8901,(201)246-4025,AD/AM/W/Y/A/B/H/AI/HV/CU/IV/PG/DW/TX/MM/,6746NJ08901,-74.44412406258873,40.492309893518865,100.0
ESSEX SUBSTANCE ABUSE TRT CTR INC,,,164 BLANCHARD STREET,,,NEWARK,NJ,7105,(201)589-4282,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,2606NJ07105,-74.12743768381303,40.739814793104244,100.0
SPECTRUM HEALTH INC/NEWARK,,,461 FRELINGHUYSEN AVENUE,,,NEWARK,NJ,7114,(201)596-2850,DA/AM/IV/CI/MM/,3081NJ07114,-74.19406551597369,40.70484419386131,100.0
FAMILY SERVICE AND CHILD GUIDANCE CTR,,,395 SOUTH CENTER STREET,,,ORANGE,NJ,7050,(201)675-3817,AD/AM/W/Y/A/B/H/HV/CU/IV/PG/EA/TX/CI/PV/MM/,7177NJ07050,-74.23451616160324,40.76129501255291,100.0
BERGEN PINES COUNTY HOSPITAL,ALCOHOLISM TREATMENT PROGRAM/RESID,,EAST RIDGEHOOD AVENUE,,,PARAMUS,NJ,7652,(201)967-4412,AD/RR/TX/CI/MM/,4487NJ07652,-74.05072048673877,40.954845168868395,97.23
BERGEN PINES COUNTY HOSPITAL,EVERGREEN TREATMENT CENTER,,EAST RIDGEHOOD AVENUE,,,PARAMUS,NJ,7652,(201)967-4194,AD/DT/RR/AM/IV/DW/TX/CI/PV/MM/,4487NJ07652,-74.05072048673877,40.954845168868395,97.23
NORTHEAST LIFE SKILLS ASSOCIATES INC,,,121 HOHE AVENUE,,,PASSAIC,NJ,7055,(201)777-2962,DA/AM/W/A/H/HV/CU/IV/TX/MM/,1466NJ07055,-74.12747999999993,40.86230500000005,85.0
PATERSON COUNSELING CENTER INC,,,321 MAIN STREET,,,PATERSON,NJ,7505,(201)523-8316,DA/AM/W/A/H/HV/IV/MM/,7973NJ07505,-74.17335718598838,40.91421457981422,100.0
STRAIGHT AND NARROH,JUVENILE UNIT,,396 STRAIGHT STREET,,,PATERSON,NJ,7501,(201)345-6000,AD/RR/W/Y/A/B/H/HV/PI/CU/IV/PG/TX/CI/PV/MM/,9751NJ07501,-74.16637749139518,40.91038601981029,100.0
RARITAN BAY MEDICAL CENTER,ADDICTION TRT SERVS IATSJ OUTPT/MM PGM,,595 NEH BRUNSHICK AVENUE,,,PERTH AMBOY,NJ,8861,(201)442-9006,DA/AM/W/Y/A/H/HV/CU/IV/PG/TX/MM/,4517NJ08861,-74.28379299413281,40.52003520975612,96.96
RARITAN BAY MEDICAL CENTER,ALCOHOLISM SERVICES/TRIPLE S,,530 NEH BRUNSHICK AVENUE,,,PERTH AMBOY,NJ,8861,(201)442-3700 EXT5185,AD/DT/IV/TX/CI/PV/MM/,8506NJ08861,-74.28143659167523,40.518904696997474,96.96
PLAINFIELD TREATMENT CENTER,,,519 NORTH AVENUE,,,PLAINFIELD,NJ,7060,(201)757-8450,DA/AM/W/A/B/HV/IV/MM/,2494NJ07060,-74.41466742262449,40.62311270707199,100.0
PRINCETON HOUSE,ADDICTION RECOVERY PROGRAM,,905 HERRONTOHN ROAD,,,PRINCETON,NJ,8540,(609)797-3300,AD/OT/RR/W/Y/B/H/HV/CU/IV/EA/TX/CI/PV/MM/,0009NJ08540,-74.65326954459003,40.387290662345364,98.13
MORRIS COUNTY AFTERCARE CENTER,OUTPATIENT/DRUG FREE AND METHADONE,,1574 SUSSEX TURNPIKE,,,RANDOLPH,NJ,7869,(201)927-6641,DA/AM/H/PI/CU/IV/PG/TX/CI/PV/MM/,4886NJ07869,-74.62393108505023,40.85888228419169,100.0
SOMERSET DRUG CLINIC,,,256 EAST MAIN STREET,,,SOMERVILLE,NJ,8876,(201)722-4406,AD/AM/W/Y/A/B/H/HV/IV/EA/DW/TX/CI/MM/,1029NJ08876,-74.6011666742159,40.56583330527215,100.0
STRATHMORE CLINIC,,,LOWER MAIN STREET,ROUTE 35,,SOUTH AMBOY,NJ,8879,(201)727-2555,DA/AM/A/HV/IV/MM/,1726NJ08879,-74.28384964021741,40.48915763652438,94.35
NEH HORIZON TREATMENT SERVICES INC,,,132 PERRY STREET,2ND FLOOR,,TRENTON,NJ,8618,(609)394-8988,AD/AM/W/Y/A/B/H/HV/CU/IV/PG/EA/TX/PV/MM/,4589NJ08618,-74.76302499639013,40.223125992446754,100.0
SUBURBAN CLINIC,l ROSELYN PLACE,,,,,VAUXHALL,NJ,7088,(201)687-7188,AL/AM/HV/PI/CU/IV/TX/CI/PV/MM/,6549NJ07088,-74.28732999999993,40.71826500000003,100.0
BERNALILLO COUNTY MH/MR CENTER,CTR FOR ALC/SUBST ABUSE AND ADDICTIONS,,2350 ALAMO DRIVE SE,,,ALBUQUERQUE,NM,87106,(505)768-0100,AD/DT/AM/W/Y/A/B/H/AI/HV/CU/IV/PG/TX/CI/PV/MM/,6437NM87106,-106.6188869749284,35.05447250560589,98.06
AYUDANTES INC,SANTA FE NORTHERN CLINIC,,1316 APACHE STREET,,,SANTA FE,NM,87504,(505)438-0035,AL/AM/W/A/H/HV/IV/TX/CI/PV/MM/,1101NM87504,-105.97968924137754,35.662509508273786,91.3
WHITNEY M YOUNG JR HEALTH CENTER INC,REHABILITATION CLINIC,,883 BROADWAY,,,ALBANY,NY,12207,(518)463-3882,AD/AM/W/Y/B/H/HV/IV/PG/EA/MM/,2838NY12207,-73.74518031894462,42.660758785279754,100.0
SUFFOLK COUNTY DEPT OF ALC/SUBST ABUSE,BABYLON CHEMOTHERAPEUTIC PROGRAM,,1121 DEER PARK AVENUE,,,BABYLON,NY,11703,(516)667-6642,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,7197NY11703,-73.32031078325593,40.734448782510334,100.0
SUFFOLK COUNTY DEPT OF ALC/SUBST ABUSE,BAYSHORE CHEMOTHERAPEUTIC PROGRAM,,5 SHORE LANE,,,BAY SHORE,NY,11706,(516)665-2238,DA/AM/A/HV/IV/MM/,2779NY11706,-73.24553104734302,40.72247678447634,100.0
SAINT FRANCIS HOSP POUGHKEEPSIE/BEACON,TURNING POINT/ACUTE CARE,,60 DELAVAN AVENUE,,,BEACON,NY,12058,(914)831-5885,AL/OT/W/Y/A/B/HV/CU/IV/PG/TX/MM/,4090NY12058,-73.95878392249331,41.50955485714047,98.21
UNITED HEALTH SERVICES INC,NEH HORIZONS DETOX UNIT,,MITCHELL AVENUE,BINGHAMTON GENERAL HOSPITAL,,BINGHAMTON,NY,13903,(607)762-2255,AD/OT/IV/TX/CI/MM/,3451NY13903,-75.9140479242162,42.08554879954853,100.0
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/BX ST/KEEP/HUB 1,,368 EAST 149TH STREET,,,BRONX,NY,10455,(212)292-6450,DA/AM/A/HV/IV/PG/MM/,4927NY10455,-73.91883223034388,40.816347226880616,98.06
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/BX ST/KEEP/HUB 2 CPD 3,,368 EAST 149 THE STREET,,,BRONX,NY,10455,(212)409-9450,DA/AM/A/HV/IV/PG/MM/,6999NY10455,-73.91002999999995,40.815950000000036,85.0
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/BX ST/KEEP/HUB 3 CPD,,368 EAST 149TH STREET,3RD FLOOR,,BRONX,NY,10455,(212)409-9450,DA/AM/A/HV/IV/PG/MM/,4927NY10455,-73.91883223034388,40.816347226880616,98.06
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/BX ST/KEEP/SOUNDVIEH 2,,1764 RANDALL AVENUE,,,BRONX,NY,10473,(212)409-9450,DA/AM/A/HV/IV/PG/MM/,8941NY10473,-73.86448364799166,40.81672034630205,100.0
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/BX ST/KEEP/TRAILER 1,,1500 HATERS PLACE,,,BRONX,NY,10461,(212)409-9450,DA/AM/A/HV/IV/PG/MM/,7775NY10461,-73.83771300960225,40.85360000881067,92.92
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/BX ST/KEEP/TRAILER 2,,1500 HATERS PLACE,TRAILER 2,,BRONX,NY,10461,(212)409-9450,DA/AM/A/HV/IV/PG/MM/,7775NY10461,-73.83771300960225,40.85360000881067,92.92
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/BX/KEEP/MELROSE C,,260 EAST 161ST STREET,9TH FLOOR,,BRONX,NY,10451,(212)292-6622,DA/AM/A/HV/IV/PG/MM/,2533NY10451,-73.91893004715394,40.82572381050589,100.0
ALBERT EINSTEIN COLLEGE OF HED/DIV OF,SUBST ABUSE/HUB l,,368 EAST 149TH STREET,FIRST FLOOR,,BRONX,NY,10455,(212)292-6450,DA/AM/A/HV/IV/PG/MM/,4927NY10455,-73.91883223034388,40.816347226880616,98.06
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/HUB 2,,368 EAST 149TH STREET,2ND FLOOR,,BRONX,NY,10455,(212)292-6450,DA/AM/A/HV/IV/PG/MM/,4927NY10455,-73.91883223034388,40.816347226880616,98.06
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/HUB 3,,368 EAST 149TH STREET,3RD FLOOR,,BRONX,NY,10455,(212)665-7500,DA/AM/A/HV/IV/PG/MM/,4927NY10455,-73.91883223034388,40.816347226880616,98.06
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/MELROSE,,260 EAST 161ST STREET,9TH FLOOR,,BRONX,NY,10451,(212)292-6622 EXT10,DA/AM/A/HV/IV/PG/MM/,2533NY10451,-73.91893004715394,40.82572381050589,100.0
ALBERT EINSTEIN COLLEGE OF HED/DIV OF,SUBST ABUSE/PHARMACY,,1500 HATERS PLACr:,BETTY PARKER BUIDING,,BRONX,NY,10461,"(212)409-9450 EXT,118",DA/AM/A/HV/IV/PG/MM/,6655NY10461,-73.83245499999998,40.84357500000005,85.0
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/SOUNDVIEH l,,1764 RANDALL AVENUE,,,BRONX,NY,10473,(212)5+2-4100,DA/AM/A/HV/IV/PG/MM/,8941NY10473,-73.86448364799166,40.81672034630205,100.0
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/TRAILER l,,1500 HATERS PLACE,,,BRONX,NY,10461,(212)409-9420,DA/AM/A/HV/IV/PG/MM/,7775NY10461,-73.83771300960225,40.85360000881067,92.92
ALBERT EINSTEIN COLLEGE OF MED/DIV OF,SUBST ABUSE/TRAILER 2,,1500 HATERS PLACE,,,BRONX,NY,10461,(212)409-9433,DA/AM/A/HV/IV/PG/MM/,7775NY10461,-73.83771300960225,40.85360000881067,92.92
BRONX MUNICIPAL HOSPITAL CENTER,1:ATC/INPATIENT DETOX,,PELHAM PARKHAY AND EASTCHESTER ROAD,4B,,BRONX,NY,10461,(212)918-4489,AL/DT/A/H/HV/EA/DW/TX/MM/,9275NY10461,-73.8437298749777,40.85730003232942,94.75
BRONX/LEBANON HOSPITAL CENTER,METHADONE MAINTENANCE TREATMENT PROG,,3100 3RD AVENUE,,,BRONX,NY,10451,(212)665-7802,DA/AM/W/A/B/H/AI/HV/CU/IV/PG/TX/CI/PV/MM/OT/,0300NY10451,-73.91205311469359,40.82161852196864,100.0
BRONX/LEBANON HOSPITAL CENTER,MMTP/KEEP,,3100 3RD AVENUE,,,BRONX,NY,10451,(212)665-7802,DA/AM/W/A/B/H/AI/HV/CU/IV/PG/TX/CI/PV/MM/OT/,0300NY10451,-73.91205311469359,40.82161852196864,100.0
GENESIS MEDICAL,PROFESSIONAL SERVICES CORP/OUTPT MM,,880 MORRIS AVENUE,,,BRONX,NY,10451,(212)665-9340,DA/AM/W/A/B/H/HV/CU/IV/PG/PV/MM/,2617NY10451,-73.91823393009518,40.825909595389795,100.0
HUNTS POINT MULTI SERVICE,SUBSTANCE ABUE TREATMENT PROG/MMTP 1,,785 WESTCHESTER AVENUE,,,BRONX,NY,10455,(212)589-5500,DA/AM/IV/CI/MM/,4716NY10455,-73.90388218402113,40.81858842206125,100.0
HUNTS POINT MULTI SERVICE,SUBSTANCE ABUSE TREATMENT PROG/MMTP 2,,785 WESTCHESTER AVENUE,,,BRONX,NY,10455,(212)589-5500,DA/AM/IV/CI/MM/,4716NY10455,-73.90388218402113,40.81858842206125,100.0
HUNTS POINT MULTI SERVICE,SUBSTANCE ABUSE TREATMENT PROG/MMTP 3,,785 WESTCHESTER AVENUE,,,BRONX,NY,10455,(212)589-5500,DA/AM/IV/CI/MM/,4716NY10455,-73.90388218402113,40.81858842206125,100.0
MONTEFIORE MEDICAL CENTER,MMTP UNIT I,,3416 BAINBRIDGE AVENUE,,,BRONX,NY,10467,(212)920-4067,DA/AM/W/A/HV/PI/IV/PG/MM/,7667NY10467,-73.87864601323614,40.880396550653316,100.0
MONTEFIORE MEDICAL CENTER,MMTP UNIT II,,2005 JEROME AVENUE,,,BRONX,NY,10453,(212)583-0600,DA/AM/W/A/HV/PI/IV/PG/MM/,9444NY10453,-73.90816097795414,40.852998313891256,100.0
MONTEFIORE MEDICAL CENTER,MMTP UNIT III,,2005 JEROME AVENUE,,,BRONX,NY,10453,(212)583-0600,DA/AM/W/A/HV/PI/IV/PG/MM/,9444NY10453,-73.90816097795414,40.852998313891256,100.0
NARCO FREEDOM INC,KEY EXT ENDED ENTRY PROGRAM,,2780 3RD AVENUE,,,BRONX,NY,10455,(212)292-4640,DA/AM/H/IV/MM/,3162NY10455,-73.91950688973043,40.8150458106841,100.0
NARCO FREEDOM INC,METIIADONE MAINTENANCE TREATMENT PROG,,477-79 HILLIS AVENUE,,,BRONX,NY,10455,(212)292-4640,DA/AM/H/IV/MM/,5812NY10455,-73.91906114011962,40.81438058093861,90.36
PROMESA INC,MTA OUTPATIENT,,1776 CLAY AVENUE,,,BRONX,NY,10457,(212)299-1100,DA/AM/A/HV/IV/MM/,2893NY10457,-73.90469816229519,40.84618655072811,100.0
PROMESA INC,MTA RESIDENTIAL,,1776 CLAY AVENUE,,,BRONX,NY,10457,(212)299-1100,DA/DT/A/HV/IV/MM/,2893NY10457,-73.90469816229519,40.84618655072811,100.0
TREMONT COMMUNITY COUNCIL,METHADONE MAINTENANCE,,1910 ARTHUR AVENUE,5TH FLOOR,,BRONX,NY,10457,(212)731-9890,DA/AM/A/HV/PI/CU/IV/PG/MM/,5816NY10457,-73.89328494383638,40.845586867465435,100.0
VAN ETTEN HOSPITAL DRUG TRT PROGRAM,METHADONE MAINTENANCE TRT PROG/OP,MORRIS PARK AND SEMINOLE AVENUES,,NATHAN VAN ETTEN HOSPITAL HARD lA,,BRONX,NY,10461,(212)829-3440,DA/AM/A/HV/IV/PG/MM/,6549NY10461,-73.83245499999998,40.84357500000005,100.0
VETERANS AFFAIRS MEDICAL CENTER,DRUG DEPENDENCE TREATMENT PROGRAM,,130 HEST KINGSBRIDGE ROAD,,,BRONX,NY,10468,"(212)584-9000 EXT,2255",DA/DT/AM/A/HV/CU/IV/TX/CI/MM/,5377NY10468,-73.90382133140434,40.86962268728257,92.75
ARTC BROOKLYN CLINIC 11,FORT GREEN,,937 FULTON STREET,,,BROOKLYN,NY,11238,(718)789-1212,DA/AM/W/Y/A/B/H/HV/CU/IV/PG/MM/,3343NY11238,-73.96577918621048,40.68326724724997,100.0
ARTC BROOKLYN CLINIC 13,BUSHHICK,,1149-55 MYRTLE AVENUE,,,BROOKLYN,NY,11206,(718)574-1400 EXT1801,DA/AM/W/B/H/IV/PG/MM/,7745NY11206,-73.93487385191715,40.697040642004964,99.39
ARTC BROOKLYN CLINIC 14,BROHNSVILLE,,564 HOPKINSON AVENUE,,,BROOKLYN,NY,11212,(718)385-4233,DA/AM/W/Y/A/B/H/HV/CU/IV/MM/,8186NY11212,-73.91302939166188,40.666989758468134,100.0
BETH ISRAEL MEDICAL CENTER MMTP,CONEY ISLAND CLINIC,,2601 OCEAN PARKHAY,,,BROOKLYN,NY,11235,(718)615-4890,DA/AM/A/HV/IV/CI/PV/MM/,6966NY11235,-73.96596761139381,40.586076230083606,96.09
BETH ISRAEL MEDICAL CENTER MMTP,CUMBERLAND CLINIC,,98 FLATBUSH AVENUE,,,BROOKLYN,NY,11217,(718)237-9600,DA/AM/A/HV/IV/CI/PV/MM/,5424NY11217,-73.97879175561427,40.6858497535278,100.0
BETH ISRAEL MEDICAL CENTER MMTP,METHODIST CLINIC,,502 8TH AVENUE,,,BROOKLYN,NY,11215,(718)788-6913,DA/AM/A/HV/IV/CI/PV/MM/,9812NY11215,-73.97729754321854,40.668151643536184,100.0
CONEY ISLAND HOSPITAL,DRUG TREATMENT PROGRAM ICDATPJ/DETOX,,2601 OCEAN PARKHAY,BUILDING 6,,BROOKLYN,NY,11235,(718)615-4828,DA/OT/IV/TX/MM/,6966NY11235,-73.96596761139381,40.586076230083606,96.09
HEALTH SCIENCE CTR BROOKLYN/KINGS CNTY,ADDICT DISEASE HOSP METH MAINT CPD 1,,600 ALBANY AVENUE,BUILDING K BOX 9 CODE 24,,BROOKLYN,NY,11203,(718)245-2625,DA/AM/W/A/B/H/W/Y/CU/IV/PG/MM/,7466NY11203,-73.93962303825643,40.658744187401005,100.0
HEALTH SCIENCE CTR BROOKLYN/KINGS CNTY,ADDICT DISEASE HOSP METH MAINT CPD 2,,600 ALBANY AVENUE,BUILDING K BOX 9 CODE 26,,BROOKLYN,NY,11203,(718)270-3139,DA/AM/W/A/B/W/W/Y/CU/IV/PG/MM/,7466NY11203,-73.93962303825643,40.658744187401005,100.0
HEALTH SCIENCE CTR BROOKLYN/KINGS CNTY,INPATIENT DETOX HARD K-41,,600 ALBANY AVENUE,BUILDING K BOX 9 CODE 24,,BROOKLYN,NY,11203,(718)245-2661,AD/DT/W/A/B/H/W/Y/PI/CU/IV/PG/TX/CI/PV/MM/,7466NY11203,-73.93962303825643,40.658744187401005,100.0
HEALTH SCIENCE CTR BROOKLYN/KINGS CNTY,INPATIENT DETOX HARD K-42,,600 ALBANY AVENUE,BUILDING K BOX 9 CODE 24,,BROOKLYN,NY,11203,(718)245-2657,AD/DT/W/A/B/W/W/Y/PI/CU/IV/PG/TX/CI/PV/MM/,7466NY11203,-73.93962303825643,40.658744187401005,100.0
HEALTH SCIENCE CTR BROOKLYN/KINGS CNTY,MTA,,600 ALBANY AVENUE,BUILDING K BOX 9 CODE 24,,BROOKLYN,NY,11203,(718)245-2667,DA/AM/W/A/B/H/W/Y/CU/IV/PG/MM/,7466NY11203,-73.93962303825643,40.658744187401005,100.0
INTERFAITH MEDICAL CENTER,ALCOHOLISM DETOXIFICATION UNIT,,1545 ATLANTIC AVENUE,,,BROOKLYN,NY,11213,(718)935-7000 EXT5580,AL/DT/W/A/B/HV/CU/IV/PG/TX/MM/,5753NY11213,-73.93747224190155,40.677905134241094,100.0
INTERFAITH MEDICAL CENTER,BROHNSVILLE CLINIC,,379 ROCKHAY AVENUE,,,BROOKLYN,NY,11212,(212)498-1950 EXT51,DA/AM/A/IV/MM/,1778NY11212,-73.92041251049976,40.64978325432941,85.67
INTERFAITH MEDICAL CENTER,BUSHWICK CLINIC,,555 PROSPECT PLACE,,,BROOKLYN,NY,11238,(718)935-7555,DA/AM/A/IV/MM/,6172NY11238,-73.95799155997018,40.67542254024907,100.0
