Name1,Address1,City,State,ZIP_Code,Geocoded_Address,Longitude,Latitude,Match Score
NEW BRUNSWICK COUNSELING PLAINFIELD SECTOR,519 NORTH AVENUE,PLAINFIELD,NJ,7060,"519 NORTH AVENUE, PLAINFIELD, NJ 07060, US",-74.41399899,40.62352058,100
PROJECT ALERT DUDLEY HOUSE,930 PUTNAM AVENUE,PLAINFIELD,NJ,7060,"930 PUTNAM AVENUE, PLAINFIELD, NJ 07060, US",-74.41141262,40.61944656,100
BERGEN PINES COUNTY HOSPITAL ALCOHOLISM TREATMENT PROGRAM,EAST RIDGEWODD AVENUE,PARAMUS,NJ,7652,"EAST RIDGEWODD AVENUE, PARAMUS, NJ 07652, US",-74.06324739,40.95889675,97.23
G H BASS INC T/A SUBURBAN CLINIC,1 ROSELYN PLACE,VAUXHALL,NJ,7088,"1 ROSELYN PLACE, VAUXHALL, NJ 07088, US",-74.28039199,40.71925218,100
BERNALILLO COUNTY MH/MR CENTER ADMINISTRATIVE UNIT,2600 MARBLE AVENUE,ALBUQUERQUE,NM,87106,"2600 MARBLE AVENUE, ALBUQUERQUE, NM 87106, US",-106.615475,35.09102251,99.55
WHITNEY M YOUNG JR HEALTH CENTER INC REHABILITATION CLINIC,454 NORTH PEARL STREET,ALBANY,NY,12207,"454 NORTH PEARL STREET, ALBANY, NY 12207, US",-73.74346379,42.6679759,99.52
WHITNEY M YOUNG JR HEALTH CENTER INC ALCOHOLISM DAY REHABILITATION PROGRAM,LARK AND ARBOR DRIVE,ALBANY,NY,12207,"LARK AND ARBOR DRIVE, ALBANY, NY 12207, US",-73.74895,42.66136002,99.52
SUFFOLK COUNTY DIVISION OF DRUG ABUSE BABYLON MMTP CLINIC,1121 DEER PARK AVENUE,BABYLON,NY,11703,"1121 DEER PARK AVENUE, BABYLON, NY 11703, US",-73.32005673,40.73443495,100
SUFFOLK COUNTY DIVISION OF DRUG ABUSE BAYSHORE MMTP CLINIC,5 SHORE LANE,BAY SHORE,NY,11706,"5 SHORE LANE, BAY SHORE, NY 11706, US",-73.24535092,40.72268214,100
CPAIG HOUSE HOSPITAL ALCOHOL AND SUBSTANCE ABUSE SERVICE,HOWLAND AVENUE,BEACON,NY,12508,"HOWLAND AVENUE, BEACON, NY 12508, US",-73.95485282,41.49638249,100
ALBERT EINSTEIN COLLEGE OF MEDICINE DIVISION OF SUBSTANCE ABUSE TRAILER I,1500 WATERS PLACE,BRONX,NY,10461,"1500 WATERS PLACE, BRONX, NY 10461, US",-73.83936383,40.8487901,100
ALBEPT EINSTEIN COLLEGE OF MEDICINE DIVISION OF SUBSTANCE ABUSE TRAILER II,1500 WATERS PLACE,BRONX,NY,10461,"1500 WATERS PLACE, BRONX, NY 10461, US",-73.83936383,40.8487901,100
BRONX CLINIC PHOENIX HOUSE,480 EAST 185TH STREET,BRONX,NY,10458,"480 EAST 185TH STREET, BRONX, NY 10458, US",-73.89193353,40.85622715,100
ALBERT EINSTEIN COLLEGE OF MEDICINE DIVISION OF SUBSTANCE ABUSE/MELROSE,260 EAST 161ST STREET 9TH FLOOR,BRONX,NY,10451,"260 EAST 161ST STREET 9TH FLOOR, BRONX, NY 10451, US",-73.91897791,40.82558203,100
BRONX/LEBANON HOSPITAL CENTER ALCOHOLISM DETOXIFICATION UNIT,1276 FULTON AVENUE,BRONX,NY,10457,"1276 FULTON AVENUE, BRONX, NY 10457, US",-73.90353434,40.83165677,99.51
GENESIS MEDICAL PROFESSIONAL SERVICES CORPORATION,880 MORRIS AVENUE,BRONX,NY,10451,"880 MORRIS AVENUE, BRONX, NY 10451, US",-73.91812321,40.82586224,100
BRONX MUNICIPAL HOSPITAL CENTER COMPREHENSIVE ALCOHOLISM TREATMENT CTR,PELHAM PARKWAY AND EAST CHESTER ROAD,BRONX,NY,10461,"PELHAM PARKWAY AND EAST CHESTER ROAD, BRONX, NY 10461, US",-73.84372996,40.85729999,100
MONTEFIORE MEDICAL CENTER MMTP UNIT I,3416 BAINBRIDGE AVENUE,BRONX,NY,10457,"3416 BAINBRIDGE AVENUE, BRONX, NY 10457, US",-73.87862817,40.88040103,98.44
DOWNSTATE (KINGS CO) MEDICAL CENTER MTA,600 ALBANY AVENUE BUILDING K BOX 9 CODE 24,BROOKLYN,NY,11203,"600 ALBANY AVENUE BUILDING K BOX 9 CODE 24, BROOKLYN, NY 11203, US",-73.93994557,40.65871871,98.78
DOWNSTATE (KINGS CO) MEDICAL CENTER ADDICT DISEASE HOSP METH MAINT OPD 1,600 ALBANY AVENUE BUILDING K BOX 9 CODE 24,BROOKLYN,NY,11203,"600 ALBANY AVENUE BUILDING K BOX 9 CODE 24, BROOKLYN, NY 11203, US",-73.93994557,40.65871871,98.78
SAINT MARYS HOSPITAL PROSPECT PLACE MMTP,1480 PROSPECT PLACE,BROOKLYN,NY,11213,"1480 PROSPECT PLACE, BROOKLYN, NY 11213, US",-73.92741128,40.67297402,100
MONTEFIORE MEDICAL CTR/RIKERS ISLAND ADOLESCENT RECEPTION DETENTION CTR,11-11 HAZEN STREET,EAST ELMHURST,NY,11370,"11-11 HAZEN STREET, EAST ELMHURST, NY 11370, US",-73.88230825,40.78986448,100
MONTEFIORE MEDICAL CTR/RIKERS ISLAND ANNA M KROSS CENTER,18-18 HAZEN STREET,EAST ELMHURST,NY,11368,"18-18 HAZEN STREET, EAST ELMHURST, NY 11368, US",-73.88542959,40.79209415,98.53
DOWNSTATE (KINGS CO) MEDICAL CENTER INPATIENT DETOX WARD K-42,600 ALBANY AVENUE BUILDING K BOX 9 CODE 24,BROOKLYN,NY,11203,"600 ALBANY AVENUE BUILDING K BOX 9 CODE 24, BROOKLYN, NY 11203, US",-73.93994557,40.65871871,98.78
NCDDAA MMTP CLINIC II,2201 HEMPSTEAD TURNPIKE NASSAU COUNTY MEDICAL CTR BUILDING 0,EAST MEADOW,NY,11554,"2201 HEMPSTEAD TURNPIKE NASSAU COUNTY MEDICAL CTR BUILDING 0, EAST MEADOW, NY 11554, US",-73.55334328,40.72641896,96.81
SALVATION ARMY EDWARD M MCNULTY SUSTENANCE HOUSE,414 LAKE STREET,ELMIRA,NY,14901,"414 LAKE STREET, ELMIRA, NY 14901, US",-76.80364249,42.09371369,100
COMM GEN HOSP OF SULLIVAN COUNTY BIOCHEM DEPENDENCY DETOX PROGRAM,BUSHVILLE ROAD,HARRIS,NY,12742,"BUSHVILLE ROAD, HARRIS, NY 12742, US",-74.7283796,41.7096804,84
NCDDAA MMTP CLINIC I,2201 HEMPSTEAD TURNPIKE NASSAU COUNTY MEDICAL CTR BUILDING Z,EAST MEADOW,NY,11554,"2201 HEMPSTEAD TURNPIKE NASSAU COUNTY MEDICAL CTR BUILDING Z, EAST MEADOW, NY 11554, US",-73.55334328,40.72641896,96.81
ALCOHOLISM COUNCIL OF TOMPKINS COUNTY ALCOHOLISM OUTPATIENT CLINIC,109 WEST STATE STREET,ITHACA,NY,14850,"109 WEST STATE STREET, ITHACA, NY 14850, US",-76.49944428,42.43939842,100
ULSTER COUNTY MENTAL HEALTH SERVICE METHADONE MAINTENANCE AND REHAB PROG,400 BROADWAY,KINGSTON,NY,12401,"400 BROADWAY, KINGSTON, NY 12401, US",-73.99614881,41.9266657,100
LONG BEACH MEMORIAL HOSPITAL METHADONE THERAPY PROGRAM,455 FAST BAY DRIVE,LONG BEACH,NY,11561,"455 FAST BAY DRIVE, LONG BEACH, NY 11561, US",-73.65130434,40.59456999,92.19
BRIDGE PLAZA TREATMENT AND REHABILITATION CLINIC,41-15 27TH STREET,LONG ISLAND CITY,NY,11101,"41-15 27TH STREET, LONG ISLAND CITY, NY 11101, US",-73.93845726,40.75158083,100
WCMHB GUIDANCE CENTER NEW ROCHELLE MMTP,403-5 NORTH AVENUE,NEW ROCHELLE,NY,10801,"403-5 NORTH AVENUE, NEW ROCHELLE, NY 10801, US",-73.78498773,40.91610048,99.7
ARTC MANHATTAN CLINIC 23 THIRD HORIZON,2195 3RD AVENUE,NEW YORK,NY,10035,"2195 3RD AVENUE, NEW YORK, NY 10035, US",-73.9381402,40.80022803,100
BEEKMAN DOWNTOWN HOSPITAL MMTP,74 TRINITY PLACE,NEW YORK,NY,10006,"74 TRINITY PLACE, NEW YORK, NY 10006, US",-74.01262846,40.70841273,100
BETH ISRAEL MEDICAL CENTER MMTP SAINT CLARES CLINIC,721 9TH AVENUE,NEW YORK,NY,10019,"721 9TH AVENUE, NEW YORK, NY 10019, US",-73.98948807,40.76305454,100
BETH ISRAEL MEDICAL CENTER CLINIC 2C,435 2ND AVENUE,NEW YORK,NY,10003,"435 2ND AVENUE, NEW YORK, NY 10003, US",-73.980272,40.7390841,99.51
BETH ISRAEL MEDICAL CENTER MMTP CLINIC 30,429 2ND AVENUE,NEW YORK,NY,10003,"429 2ND AVENUE, NEW YORK, NY 10003, US",-73.98033931,40.7389914,99.51
GREENWICH HOUSE MMTP COOPER SQUARE,50 COOPER SQUARE,NEW YORK,NY,10003,"50 COOPER SQUARE, NEW YORK, NY 10003, US",-73.99124986,40.72878459,100
GREENWICH HOUSE WEST MMTP,24 WEST 20TH STREET,NEW YORK,NY,10011,"24 WEST 20TH STREET, NEW YORK, NY 10011, US",-73.99262064,40.74015799,100
HARLEM HOSPITAL DRUG ABUSE PROGRAMS AMBULATORY DETOX UNIT,15 WEST 136TH STREET K BUILDING,NEW YORK,NY,10037,"15 WEST 136TH STREET K BUILDING, NEW YORK, NY 10037, US",-73.93810055,40.81394351,100
BETH ISPAFL HEDICAL CENTER MMTP SAINT VINCENTS CLINIC,201 WEST 13TH STREFT,NEW YORK,NY,10011,"201 WEST 13TH STREFT, NEW YORK, NY 10011, US",-74.00056945,40.73814508,98.03
JOINT DISEASES NORTH GENERAL HOSPITAL RESIDENTIAL UNIT,1919 MADISON AVENUE,NEW YORK,NY,10035,"1919 MADISON AVENUE, NEW YORK, NY 10035, US",-73.94109415,40.80485748,100
HARVEY D KARKUS MD METHADONE TREATMENT CENTER,27 EAST 92ND STREET,NEW YORK,NY,10028,"27 EAST 92ND STREET, NEW YORK, NY 10028, US",-73.95618601,40.78485323,99.52
LOWER EASTSIDE SERVICE CENTER MMTP UNIT I,46 EAST BROADWAY,NEW YORK,NY,10002,"46 EAST BROADWAY, NEW YORK, NY 10002, US",-73.99585698,40.71371254,100
LOWER EASTSIDE SERVICE CENTER SUCASA MTAR MTA OP SHOR STAY MTR,9 GOVERNEUR SLIP EAST,NEW YORK,NY,10002,"9 GOVERNEUR SLIP EAST, NEW YORK, NY 10002, US",-73.98382726,40.71124872,97.62
MEDICAL M GROUP,253-55 3RD AVENUE,NEW YORK,NY,10010,"253-55 3RD AVENUE, NEW YORK, NY 10010, US",-73.98412768,40.73719524,99.29
NEW YORK HOSPITAL MMTP CLINIC,401 EAST 71ST STREET,NEW YORK,NY,10021,"401 EAST 71ST STREET, NEW YORK, NY 10021, US",-73.95638668,40.76715095,100
NEW YORK MEDICAL COLLEGE CCHP MAP,5 EAST 102ND STREET 8TH FLOOR,NEW YORK,NY,10029,"5 EAST 102ND STREET 8TH FLOOR, NEW YORK, NY 10029, US",-73.95229673,40.79155808,100
NFW YORK HOSPITAL ADOLESCENT DEVELOPMENT PROGRAM,411 EAST 69TH STREET,NEW YORK,NY,10021,"411 EAST 69TH STREET, NEW YORK, NY 10021, US",-73.95710003,40.76580102,100
METROPOLITAN CORRECTIONAL CENTER,l50 PARK ROW,NEW YORK,NY,10007,"l50 PARK ROW, NEW YORK, NY 10007, US",-74.00782169,40.71171084,95.63
NYC HEALTH AND HOSPITAL CORP HARLEM HOSPITAL CENTER MMTP CLINIC I,264 WEST 118TH STREET,NEW YORK,NY,10026,"264 WEST 118TH STREET, NEW YORK, NY 10026, US",-73.95359324,40.80523597,100
NYC MEALTH AND HOSPITAL CORP HARLEM HOSPITAL MMTP CLINIC III,500 WEST 180TH STREET,NEW YORK,NY,10033,"500 WEST 180TH STREET, NEW YORK, NY 10033, US",-73.9317764,40.84748155,100
REALITY HOUSE INC,637 WEST 125TH STREET,NEW YORK,NY,10027,"637 WEST 125TH STREET, NEW YORK, NY 10027, US",-73.95949151,40.81712588,100
NYC HEALTH AND HOSPITAL CORP BELLEVUE HOSPITAL CENTER MMTP,EAST 29TH STREET AND FIRST AVENUE,NEW YORK,NY,10016,"EAST 29TH STREET AND FIRST AVENUE, NEW YORK, NY 10016, US",-73.9758,40.74063999,100
RICHARD KOEPPEL MD MMTP,301 WEST 37TH STREET 3RD FLOOR,NEW YORK,NY,10018,"301 WEST 37TH STREET 3RD FLOOR, NEW YORK, NY 10018, US",-73.9923385,40.75431251,100
ROOSEVELT HOSPITAL SUBSTANCE ABUSE PROGRAM,428 WEST 59TH STREET,NEW YORK,NY,10019,"428 WEST 59TH STREET, NEW YORK, NY 10019, US",-73.98698029,40.77005062,100
SAINT LUKES HOSPITAL METHADONE MAINTENANCE TREATMENT PROG,184 FIRST STREET,NEWBURGH,NY,12550,"184 FIRST STREET, NEWBURGH, NY 12550, US",-74.01371747,41.50255285,100
ROCKLAND COUNTY CMHC METHADONE MAINTENANCE TREATMENT PROG,SANATORIUM ROAD,POMONA,NY,10970,"SANATORIUM ROAD, POMONA, NY 10970, US",-74.04313996,41.15694,100
ROCKEFELLER UNIVERSITY CLINICAL RESEARCH,1230 YORK AVENUE TOWER BUILDING ROOM 804,NEW YORK,NY,10021,"1230 YORK AVENUE TOWER BUILDING ROOM 804, NEW YORK, NY 10021, US",-73.95639632,40.76291624,99.51
THRESHOLD CENTER FOR ALTERNATIVE YOUTH SERVICES INC,115 SOUTH CLINTON AVENUE,ROCHESTER,NY,14604,"115 SOUTH CLINTON AVENUE, ROCHESTER, NY 14604, US",-77.60625439,43.15698936,100
DURHAM DRUG COUNSELING AND EVALUATION SERVICES,904 RAMSEUR STREET,DURHAM,NC,27701,"904 RAMSEUR STREET, DURHAM, NC 27701, US",-78.8938682,35.98717683,100
UNIVERSITY OF ROCHESTER METHADONE MAINTENANCE TREATMENT PROG,300 CRITTENDEN BOULEVARD R-WING PSYCH DEPT ROOM G9323,ROCHESTER,NY,14642,"300 CRITTENDEN BOULEVARD R-WING PSYCH DEPT ROOM G9323, ROCHESTER, NY 14642, US",-77.62805673,43.12198587,97.05
GREENSBORO DRUG ACTION COUNCIL OUTPATIENT MEDICAL SERVICES,330 SOUTH GREENE STREET,GREENSBORO,NC,27401,"330 SOUTH GREENE STREET, GREENSBORO, NC 27401, US",-79.79180246,36.06912502,100
HIGH POINT DRUG ACTION COUNCIL INC,101 PROSPECT STREET,HIGH POINT,NC,27260,"101 PROSPECT STREET, HIGH POINT, NC 27260, US",-80.02514819,35.94126135,100
CHARTER MANDALA CENTER,3637 OLD VINEYARD ROAD,WINSTON-SALEM,NC,27104,"3637 OLD VINEYARD ROAD, WINSTON-SALEM, NC 27104, US",-80.31849384,36.07780482,100
AKRON DRUG ABUSE CLINIC,513 WEST MARKET STREET,AKRON,OH,44303,"513 WEST MARKET STREET, AKRON, OH 44303, US",-81.53413198,41.09268162,100
ALCOHOL AND DRUG ASSISTANCE INC,1455 HARRISON AVENUE NW,CANTON,OH,44708,"1455 HARRISON AVENUE NW, CANTON, OH 44708, US",-81.39795506,40.81408742,100
RAMAR CENTER,380 SOUTH PORTAGE PATH,AKRON,OH,44320,"380 SOUTH PORTAGE PATH, AKRON, OH 44320, US",-81.54272973,41.08771838,100
CENTRAL COMMUNITY HEALTH BOARD DRUG SERVICES,3020 VERNON PLACE,CINCINNATI,OH,45219,"3020 VERNON PLACE, CINCINNATI, OH 45219, US",-84.49896319,39.13404386,100
COMMUNITY ACTION AGAINST ADDICTION INC,5209 EUCLID AVENUE,CLEVELAND,OH,44103,"5209 EUCLID AVENUE, CLEVELAND, OH 44103, US",-81.65300448,41.50415623,100
KETTERING MEDICAL CENTER DEPARTMENT OF PSYCHIATRY,3535 SOUTHERN BOULEVARD,DAYTON,OH,45429,"3535 SOUTHERN BOULEVARD, DAYTON, OH 45429, US",-84.19088475,39.69644366,100
JAMES M SHULMAN PHD AND ASSOC INC PSYCHOLOGY AND COUNSELING SERVICES,2372 EAST MAIN STREET,COLOMBUS,OH,43209,"2372 EAST MAIN STREET, COLOMBUS, OH 43209, US",-82.93552677,39.95715978,98.16
PROJECT CURE INC,1800 NORTH WESTERN AVENUE,DAYTON,OH,45427,"1800 NORTH WESTERN AVENUE, DAYTON, OH 45427, US",-84.24377691,39.76803254,99.52
MAHONING COUNTY CHEMICAL DEPENDENCY PROGRAMS INC,2023 MARKET STREET,YOUNGSTOWN,OH,44507,"2023 MARKET STREET, YOUNGSTOWN, OH 44507, US",-80.65693841,41.07989547,100
JACKSON COUNTY SUBSTANCE ABUSE UNIT,1313 MAPLE GROVE DRIVE,MEDFORD,OR,97501,"1313 MAPLE GROVE DRIVE, MEDFORD, OR 97501, US",-122.8593279,42.31277613,100
DRUG TREATMENT PROGRAM OF LEHIGH VALLEY INC,ROUTE 10,ALLENTOWN,PA,18103,"ROUTE 10, ALLENTOWN, PA 18103, US",-75.46783103,40.57114847,95.43
ALCOHOL AND MENTAL HEALTH ASSOCIATES,1200 WALNUT STREET 2ND FLOOR,PHILADELPHIA,PA,19107,"1200 WALNUT STREET 2ND FLOOR, PHILADELPHIA, PA 19107, US",-75.16072971,39.94887942,100
WHITE OAKS DEDICATED TO RECOVERY,626 NORTH FORD STREET,MC MINNVILLE,OR,97128,"626 NORTH FORD STREET, MC MINNVILLE, OR 97128, US",-123.1926703,45.20403321,92.93
DEPT MH/R AND HOSPITALS/RHODE ISLAND STATEWIDE DIVISION OF SUBSTANCE ABUSE RHODE ISLAND MEDICAL CENTER,SUBSTANCE ABUSE ADMIN BUILDING,CRANSTON,RI,2920,"SUBSTANCE ABUSE ADMIN BUILDING, CRANSTON, RI 02920, US",-71.466935,41.784375,84
SAINT LUKES CENTER DRUG ABUSE PROGRAM,3290 NW 7TH STREET,MIAMI,FL,33125,"3290 NW 7TH STREET, MIAMI, FL 33125, US",-80.24982738,25.77908726,100
THEE DOOR OF CENTRAL FLORIDA INC METHADONE CLINIC,100 WEST COLUMBIA AVENE,ORLANDO,FL,32806,"100 WEST COLUMBIA AVENE, ORLANDO, FL 32806, US",-81.38063696,28.52784249,91.96
COMM ORGAN FOR DRUG ABUSE CONTROL CODAC II,349 HUNTINGTON AVENUE,PROVIDENCE,RI,2901,"349 HUNTINGTON AVENUE, PROVIDENCE, RI 02901, US",-71.44100427,41.80653795,98.61
E M JELLINEK CENTER,130 HINTON STREET,KNOXVILLE,TN,37917,"130 HINTON STREET, KNOXVILLE, TN 37917, US",-83.92882941,35.97905984,98.04
CHATTANOOGA PSYCHIATRIC CLINIC INC SUBSTANCE ABUSE UNIT,1028 EAST 3RD STREET,CHATTANOOGA,TN,37403,"1028 EAST 3RD STREET, CHATTANOOGA, TN 37403, US",-85.28889386,35.04714081,100
TEXAS A AND M UNIVERSITY IVTE DEPT ALC ABUSE PREVENTION PROG, ,COLLEGE STATION,TX,77843,", COLLEGE STATION, TX 77843, US",-96.35184818,30.61494882,100
RI DIVISION OF SUBSTANCE ABUSE SUBSTANCE ABUSE DETOXIFICATION UNIT,RI MEDICAL CENTER/HOWARD AVENUE BENJAMIN RUSH BUILDING ROOM 412,CRANSTON,RI,2920,"RI MEDICAL CENTER/HOWARD AVENUE BENJAMIN RUSH BUILDING ROOM 412, CRANSTON, RI 02920, US",-71.466935,41.784375,84
MEMPHIS MENTAL HEALTH INSTITUTE ALC/DRUG UNIT METH OUTPT CLINIC,865 POPLAR AVENUE,MEMPHIS,TN,38104,"865 POPLAR AVENUE, MEMPHIS, TN 38104, US",-90.03165321,35.14540706,99.51
BROOKHAVEN RECOVERY SERVICE FOR ALCOHOLISM,5 MEDICAL PARKWAY,DALLAS,TX,75234,"5 MEDICAL PARKWAY, DALLAS, TX 75234, US",-96.87086282,32.91488068,98.9
TCMERF DRUG TREATMENT CENTER,900 SOUTHLAND AVENUE,FORT WORTH,TX,76104,"900 SOUTHLAND AVENUE, FORT WORTH, TX 76104, US",-97.34265753,32.73538401,100
US POSTAL SERVICES PROGRAM FOR ALCOHOLIC RECOVERY PAR,251 WEST LANCASTER AVENUE,FORT WORTH,TX,76102,"251 WEST LANCASTER AVENUE, FORT WORTH, TX 76102, US",-97.32943885,32.74665519,100
GPA UNIT 1,300-A LANCASTER KIEST SHOPPING CENTER,DALLAS,TX,75216,"300-A LANCASTER KIEST SHOPPING CENTER, DALLAS, TX 75216, US",-96.80144,32.709791,96.65
GALVESTON COUNTY COMM ACTION COUNCIL ALCOHOLISN COUNSELING AND RECOVERY PROG,2627 AVENUE M,GALVESTON,TX,77550,"2627 AVENUE M, GALVESTON, TX 77550, US",-94.79526137,29.29622455,100
UNIVERSITY OF TEXAS MEDICAL BRANCH SUBST ABUSE/IMPAIRED PHYSICIANS TRT PG,DEPT OF PSYCH AND BEHAVIORAL SCIENCES,GALVESTON,TX,77550,"DEPT OF PSYCH AND BEHAVIORAL SCIENCES, GALVESTON, TX 77550, US",-95.39379,29.69418,85.18
OMNI CARE CLINIC,7000 FANNIN STREET SUITE 1600,HOUSTON,TX,77030,"7000 FANNIN STREET SUITE 1600, HOUSTON, TX 77030, US",-95.40278766,29.70317689,100
NARCOTICS WITHDRAWAL CENTER,401 AVONDALE STREET,HOUSTON,TX,77092,"401 AVONDALE STREET, HOUSTON, TX 77092, US",-95.38622552,29.74546367,98.39
THE AMERICAN INDIAN DENTER REHABILITATION PROGRAM,818 EAST DAVIS STREET,GRAND PRAIRIE,TX,75050,"818 EAST DAVIS STREET, GRAND PRAIRIE, TX 75050, US",-96.9940492,32.74769912,98.87
HILLVALE EDUCATION ASSOCIATION INC REHABILITATION CENTER,3212 EAST LEDBETTER DRIVE D AND M MANOR,DALLAS,TX,75216,"3212 EAST LEDBETTER DRIVE D AND M MANOR, DALLAS, TX 75216, US",-96.76373104,32.6985621,97.78
SALVATION ARMY SUBSTANCE ABUSE PROGRAM,2118 WASHINGTON AVENUE,HOUSTON,TX,77007,"2118 WASHINGTON AVENUE, HOUSTON, TX 77007, US",-95.38004295,29.7681166,100
SCHICK SHADEL HOSPITAL EVALUATION AND REFERRAL DIVISION,3233 WESLAYAN STREET ROOM 241,HOUSTON,TX,77027,"3233 WESLAYAN STREET ROOM 241, HOUSTON, TX 77027, US",-95.44142531,29.73533838,100
SAINT JOSEPHS HOSPITAL MENTAL HEALTH SERVICE DEPARTMENT,1919 LA BRANCH STREET,HOUSTON,TX,77002,"1919 LA BRANCH STREET, HOUSTON, TX 77002, US",-95.36615489,29.74728355,100
TRIMS OUTPATIENT METHADONE CLINIC,336 WEST 21ST STREET,HOUSTON,TX,77008,"336 WEST 21ST STREET, HOUSTON, TX 77008, US",-95.40311355,29.80487993,100
SPRING SHADOWS GLEN HOSPITAL ADULT ALCOHOL AND SUBSTANCE ABUSE UNIT,2801 GESSNER DRIVE,HOUSTON,TX,77080,"2801 GESSNER DRIVE, HOUSTON, TX 77080, US",-95.54538529,29.82410617,98.04
CHEMICAL DEPENDENCE ASSOCIATES,3010 OLD HOUSTON ROAD,HUNTSVILLE,TX,77340,"3010 OLD HOUSTON ROAD, HUNTSVILLE, TX 77340, US",-95.53748392,30.69634922,100
DRUG DEPENDENCE ASSOCIATES,3701 WEST COMMERCE STREET,SAN ANTONIO,TX,78207,"3701 WEST COMMERCE STREET, SAN ANTONIO, TX 78207, US",-98.53897229,29.42931673,100
BARRIOS ALERTOS SIEMPRE TOMAN ACCION,1020 SALINAS STREET,LAREDO,TX,78040,"1020 SALINAS STREET, LAREDO, TX 78040, US",-99.50849616,27.50785414,96.94
TOXICOLOGY ASSOCIATES,14655 NORTHWEST FREEWAY,HOUSTON,TX,77040,"14655 NORTHWEST FREEWAY, HOUSTON, TX 77040, US",-95.53934303,29.86576582,100
TRASFORMING OTHERS UNDER CHIRSTS HANDS TOUCH,901 EAST DREXEL AVENUE,SAN ANTONIO,TX,78210,"901 EAST DREXEL AVENUE, SAN ANTONIO, TX 78210, US",-98.45627702,29.40057748,100
VILLA ROSA SANTA ROSA MEDICAL CENTER,5115 MEDICAL DRIVE,SAN ANTONIO,TX,78229,"5115 MEDICAL DRIVE, SAN ANTONIO, TX 78229, US",-98.5876548,29.51061151,100
US POSTAL SERVICE PROGRAM FOR ALCOHOLIC RECOVERY PAR,10410 PERRIN BEITEL ROAD,SAN ANTONIO,TX,78217,"10410 PERRIN BEITEL ROAD, SAN ANTONIO, TX 78217, US",-98.40808602,29.53279798,100
WEBER DEPT OF ALC AND DRUG ABUSE,600 EXCHANGE ROAD,OGDEN,UT,84401,"600 EXCHANGE ROAD, OGDEN, UT 84401, US",-111.9919333,41.22529194,100
VERNON STATE HOSPITAL SOUTH ADOLESCENT DRUG ABUSE AND ADDICTION SERV,FM 433 AND SH 283,VERNON,TX,76384,"FM 433 AND SH 283, VERNON, TX 76384, US",-99.27042377,34.09296948,89.23
VICTORY OUTREACH,1030 SW 39TH STREET,SAN ANTOIO,TX,78237,"1030 SW 39TH STREET, SAN ANTOIO, TX 78237, US",-98.58099647,29.411898,98.38
WILFORD HALL US AIR FORCE MED CTR ALCOHOLISM REHABILITATION CENTER,LACKLAND AIR FORCE BASE BUILDING 3527,SAN ANTONIO,TX,78236,"LACKLAND AIR FORCE BASE BUILDING 3527, SAN ANTONIO, TX 78236, US",-98.613033,29.383062,85.25
PROJECT REALITY,225 EAST 600 SOUTH,SALT LAKE CITY,UT,84111,"225 EAST 600 SOUTH, SALT LAKE CITY, UT 84111, US",-111.8843418,40.75635919,100
PENINSULA DRUG REHABILITATION SERVICES,804 WEST MERCURY BOULEVARD,HAMPTON,VA,23669,"804 WEST MERCURY BOULEVARD, HAMPTON, VA 23669, US",-76.37287193,37.04411164,99.52
C AND M COUNSELING AND CONSULTANT SERV,2366 EASTLAKE AVENUE EAST SUITE 428,SEATTLE,WA,98102,"2366 EASTLAKE AVENUE EAST SUITE 428, SEATTLE, WA 98102, US",-122.3258725,47.64166099,100
STEPPS OUTPATIENT DRUG FREE PROGRAM,1101 COLLEGE AVENUE WEST SUITE 360,SPOKANE,WA,99201,"1101 COLLEGE AVENUE WEST SUITE 360, SPOKANE, WA 99201, US",-117.4283077,47.66313744,99.89
CENTER FOR ADDICTION SERVICES,120 23RD AVENUE EAST,SEATTLE,WA,98112,"120 23RD AVENUE EAST, SEATTLE, WA 98112, US",-122.3024922,47.6195976,100
SOCIAL DETOXIFICATION PROGRAM RECIEVING AND DETOXIFICATION CENTER,745 COURT D,TACOMA,WA,98402,"745 COURT D, TACOMA, WA 98402, US",-122.4429135,47.25629804,100
METROPOLITAN DEVELOPMENT COUNCIL THE CENTER,1702 1/2 TACOMA AVENUE SOUTH,TACOMA,WA,98402,"1702 1/2 TACOMA AVENUE SOUTH, TACOMA, WA 98402, US",-122.4431073,47.24644688,100
SUNDOWN M RANCH CORPORATION,MISSION ROAD,WHITE SWAN,WA,98952,"MISSION ROAD, WHITE SWAN, WA 98952, US",-120.7222557,46.34991999,100
JAMES M OLDHAM HOUSE,308 NORTH 4TH STREET,YAKIMA,WA,98901,"308 NORTH 4TH STREET, YAKIMA, WA 98901, US",-120.5037656,46.60769855,100
LUTHER HOSPITAL METHADONE DETOXIFICATION TRT PROGRAM,310 CHESTNUT STREET,EAU CLAIRE,WI,54701,"310 CHESTNUT STREET, EAU CLAIRE, WI 54701, US",-91.51141556,44.81156367,99.51
TACOMA PIERCE COUNTY METHADONE MAINTENANCE PROGRAM,3629 SOUTH D STREET,TACOMA,WA,98408,"3629 SOUTH D STREET, TACOMA, WA 98408, US",-122.4359963,47.22520886,99.52
