Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,loc_ID,Longitude,Latitude,Match Score
Serenity Lane,,,1050 Price Road SE,,,Albany,OR,97322,(541)928-9681,,SAF/SA/OP/OIT/ORT/SF/SI/PI/DU/WN/MN/YAD/ADLT/FEM/MALE/,7457OR97322,-123.05704104856476,44.632172772955215,100.0
Community Counseling Solutions,,,140 Arlington Mall,,,Arlington,OR,97812,(541)454-2223 Intake: (541)676-9161,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/AH/SP/CHLD/YAD/ADLT/FEM/MALE/,4021OR97812,-120.20090589999997,45.715323100000035,85.0
KOLPIA Counseling Services Inc,,,611 Siskyou Boulevard,Suite 8,,Ashland,OR,97520,(541)482-1718 Intake: (541)482-1718x54148,,MHSAF/SA/DT/BU/OP/OD/OMB/ORT/SF/MD/MC/SI/PI/MI/ATR/SS/CO/DU/VET/TRMA/CHLD/ADLT/FEM/MALE/,4657OR97520,-122.70571055948065,42.19247882822182,97.34
Astoria Pointe,,,263 West Exchange,,,Astoria,OR,97103,(877)435-7790 Intake: (503)325-3000,,SAF/SA/DT/BU/NXN/VTRL/HH/OP/RES/RL/RD/ODT/OIT/ORT/SF/PI/PA/AH/GL/YAD/ADLT/FEM/MALE/,2720OR97103,-123.84843897253664,46.18751357131982,98.84
Potentials LLC,,,100 39th Street Pier 39,Suite 202-B,,Astoria,OR,97103,(503)325-2398,,MHSAF/SA/OP/OIT/ORT/CT/SF/PI/MI/CO/DU/VET/ADM/WN/MN/YAD/ADLT/FEM/MALE/,5992OR97103,-123.79765805033855,46.1964776395804,100.0
Rosebriar at Astoria Pointe,,,636 14th Street,,,Astoria,OR,97103,(877)435-7790 Intake: (503)325-3000,,SAF/SA/BU/NXN/VTRL/HH/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/IHS/GL/YAD/ADLT/FEM/,9932OR97103,-123.82836079403206,46.18669449174157,100.0
Baker House,,,3610 Midway Drive,,,Baker City,OR,97814,(541)523-6581 Intake: (541)406-4999,,SAF/SA/DT/BU/RES/RS/RL/RD/CT/SF/MD/SI/PI/MI/AH/CO/WN/MN/DV/YAD/ADLT/FEM/MALE/,3400OR97814,-117.84555368956428,44.7928002545577,100.0
Elkhorn Adolescent Treatment Center,,,3700 Midway Drive,,,Baker City,OR,97814,(541)523-8320x115 Intake: (541)523-7400,,SAF/SA/RES/RS/RL/CT/SF/MD/SI/PI/MI/CO/AD/TRMA/CHLD/FEM/MALE/,1004OR97814,-117.84568126213057,44.79405942596219,100.0
New Directions Northwest Inc,Recovery Village,,3680 Midway Drive,,,Baker City,OR,97814,(541)523-4049x102 Intakes: (541)406-4999 (541)523-7400,,MHSAF/SA/DT/BU/RES/RL/RD/CT/SF/MD/SI/PI/MI/CO/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/,1304OR97814,-117.8456913204144,44.79348937272725,100.0
Allied Health Services Beaverton,,,4650 SW Griffith Drive,,,Beaverton,OR,97005,(503)684-8159,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/SF/MD/SI/PI/MI/SS/AH/CO/CJ/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,1460OR97005,-122.79579389039223,45.48612982755814,100.0
ChangePoint Inc,,,1700 NorthWest 167th Place,Suite 240,,Beaverton,OR,97006,(503)350-2758,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/ATR/SS/PA/AH/SP/FX/CJ/WN/MN/DV/CHLD/ADLT/FEM/MALE/F70/,0449OR97006,-122.8489969311508,45.53201341327839,100.0
Hazelden Foundation,,,1500 NW Bethany Boulevard,Suite 240,,Beaverton,OR,97006,(503)644-7300,,MHSAF/SA/DT/BU/NXN/VTRL/OTPA/OP/OD/OMB/OIT/ORT/CT/SF/PI/CO/GL/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,2149OR97006,-122.842823324186,45.5300731703313,100.0
LifeWorks NW,Millikan Site,,14255 Brigadoon Court,,,Beaverton,OR,97005,(503)645-3581 Intake: (503)645-9010,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/PI/MI/SS/AH/DU/YAD/ADLT/FEM/MALE/,6400OR97005,-122.82315644567059,45.492592065358934,99.55
Sequoia Mental Health,,,4585 SW 185th Avenue,,,Beaverton,OR,97007,(503)591-9280 Intake: (503)619-1560,,MHF/SA/OP/OIT/ORT/SF/MD/CO/DU/YAD/ADLT/FEM/MALE/,6844OR97007,-122.86722748673868,45.486478011816025,99.52
Western Psychological and Counseling Services PC,,,9700 SW Beaverton Hillsdale Highway,Annex B,,Beaverton,OR,97005,(503)626-9494,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/DU/AD/CHLD/ADLT/FEM/MALE/,8535OR97005,-122.77681432793699,45.48649464989378,100.0
BestCare Treatment Services,,,461 NE Greenwood Avenue,Suite A,,Bend,OR,97701,(541)617-7365 Intake: (541)504-2218,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/AH/SP/DU/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,7212OR97701,-121.29944019080116,44.05992247353297,100.0
Deschutes County Health Services,,,Annex,1128 NW Harriman Street,,Bend,OR,97701,(541)330-4637 Intake: (541)322-7500,,GHF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/AH/YAD/ADLT/FEM/MALE/,7282OR97701,-121.26425488910836,44.04704504136325,90.32
Rimrock Trails ATS,Bend Outpatient,,63360 Britta Street,Building 1,,Bend,OR,97701,(541)388-8459 Intake: (541)447-3631,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/AD/CHLD/ADLT/FEM/MALE/,1893OR97701,-121.308642011745,44.100136414216756,99.51
Serenity Lane,,,601 NW Harmon Boulevard,,,Bend,OR,97701,(541)383-0844,,SAF/SA/OP/OIT/ORT/SF/SI/PI/DU/WN/MN/YAD/ADLT/FEM/MALE/,6935OR97701,-121.32602968314951,44.05595733041689,99.52
Turning Points Recovery Services,,,131 NW Hawthorne Avenue,Suite 207,,Bend,OR,97701,(541)306-4446,,SAF/SA/OP/OIT/ORT/CT/SF/SI/PI/MI/SS/DU/AD/WN/MN/CHLD/ADLT/FEM/MALE/,1505OR97701,-121.30950015099228,44.05791249315152,99.52
Community Counseling Solutions,North Office,,104 South West Kinkade Road,,,Boardman,OR,97818,(541)481-2911 Intake: (541)676-9161,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/SS/PA/CO/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,9907OR97818,-119.70180996679785,45.83135745294,100.0
Curry Community Health,,,517 Railroad Street,,,Brookings,OR,97415,(541)469-3007,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/SS/AH/SP/CO/VET/CJ/AD/WN/MN/TRMA/DV/CHLD/YAD/ADLT/FEM/MALE/,2619OR97415,-124.27917131422043,42.051333278441426,100.0
Lake County Mental Health,,,87127 Christmas Valley Highway,,,Christmas Valley,OR,97641,(541)947-6021,,MHSAF/SA/OP/ORT/CT/SF/MD/PI/MI/SS/PA/CO/DU/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,1850OR97641,-120.68745003113872,43.23792745975688,100.0
Community Counseling Solutions,,,422 North Main Street,,,Condon,OR,97823,(541)384-2666 Intake: (541)676-9161,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/AH/SP/DU/CHLD/YAD/ADLT/FEM/MALE/,5978OR97823,-120.1848710329201,45.240400338191726,100.0
ACME Counseling,,,129 NW 4th Street,Suite 100,,Corvallis,OR,97330,(541)286-4010,,MHSAF/SA/DT/OP/OD/ODT/OIT/ORT/SF/MD/MC/SI/PI/MI/DU/AD/CHLD/ADLT/FEM/MALE/,4717OR97330,-123.26162268559516,44.56524055198077,100.0
ASSETS Program,Community Outreach Inc,,865 NW Reiman Avenue,,,Corvallis,OR,97330,(541)758-3000,,SAF/SA/HH/OP/OIT/ORT/SF/SI/SS/CO/DU/VET/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,1707OR97330,-123.2624508241563,44.57334872704517,100.0
Benton County A and D Program,,,530 NW 27th Street,,,Corvallis,OR,97339,(541)766-6835 Intakes: (541)766-6360 (541)766-6385,,SAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/SS/PA/YAD/ADLT/FEM/MALE/,0506OR97339,-123.28118747253029,44.57326299723855,98.39
Emergence,,,425 SW Madison Avenue,Suite 0,,Corvallis,OR,97333,(541)758-8022 Intake: (541)967-6597,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/DU/CHLD/YAD/ADLT/FEM/MALE/,3848OR97333,-123.26261803659729,44.56372464288206,100.0
Milestones Family Recovery Program,Womens Residential,,306 SW 8th Street,,,Corvallis,OR,97333,(541)753-2230,,SAF/SA/DT/HH/OP/RES/RS/RL/RD/OD/ODT/OIT/ORT/SF/MD/PI/SS/PA/SP/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/TRMA/BC/XA/DV/CHLD/ADLT/FEM/,5825OR97333,-123.26736730675562,44.563524147758045,100.0
Milestones Outpatient Program,,,518 SW 3rd Street,,,Corvallis,OR,97333,(541)757-7534,,SAF/SA/OP/OIT/ORT/SF/SI/PI/SP/CO/DU/CJ/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/,1653OR97333,-123.26320954750445,44.55995182253421,100.0
Yes House,,,404 NW 23rd Street,,,Corvallis,OR,97330,(541)753-7801,,SAF/SA/DT/OP/RES/RS/RL/RD/ODT/OIT/ORT/CT/SF/MD/PI/SS/PA/SP/CO/GL/MF/AD/PW/TRMA/XA/DV/CHLD/FEM/MALE/,4899OR97330,-123.2777237348621,44.571938363170226,100.0
Emergence,,,710 Adams Avenue,,,Cottage Grove,OR,97424,(541)767-3057 Intake: (541)687-9141,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/AH/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,2642OR97424,-123.06086720864984,43.795557271973664,100.0
Clear Paths Inc,,,171 SW Court Street,,,Dallas,OR,97338,(503)304-7002 Intake: (503)831-1423,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/AH/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,1120OR97338,-123.31803700109852,44.92045249087753,100.0
Polk County Mental Health and Addiction Services,,,182 SW Academy Street,,,Dallas,OR,97338,(503)831-5971 Intakes: (503)623-9289 (503)585-3012,,MHSAF/SA/NXN/VTRL/OP/OIT/ORT/SF/MD/SI/AH/SP/CO/DU/CJ/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/,9032OR97338,-123.31751397034037,44.92394749304483,100.0
Wallowa Valley Center for Wellness,Alcohol and Drug Program,,207 SW 1st Street,,,Enterprise,OR,97828,(541)426-4524,,MHSAF/SA/DT/OP/OD/ORT/SF/MD/MC/PI/SS/CO/CHLD/YAD/ADLT/FEM/MALE/,8915OR97828,-117.27882086172636,45.42400999247283,100.0
Center for Family Development,,,261 East 12th Avenue,,,Eugene,OR,97401,(541)342-8437,,MHSAF/SA/OP/OIT/ORT/SF/MD/PI/MI/ATR/PA/AH/SP/CO/DU/AD/WN/CHLD/YAD/ADLT/FEM/MALE/,5792OR97401,-123.08872698950056,44.04664750865041,100.0
Centro Latino Americano,,,944 West 5th Avenue,,,Eugene,OR,97402,(541)687-2667 Intakes: (541)687-2667x129 (541)687- 2667x121,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/SS/PA/SP/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/ADLT/FEM/MALE/,5280OR97402,-123.10725099551829,44.05432248211196,100.0
Emergence,,,1040 Oak Street,,,Eugene,OR,97401,(541)342-6987,,SAF/SA/BU/VTRL/OP/OIT/SF/MD/SI/PI/MI/AH/CJ/CHLD/YAD/ADLT/FEM/MALE/,5754OR97401,-123.09124742778549,44.04839899113794,100.0
Emergence,,,2149 Centennial Plaza,,,Eugene,OR,97401,(541)687-9141 Intake: (541)687-8820,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/DU/CHLD/YAD/ADLT/FEM/MALE/,7496OR97401,-123.07802866356356,44.06096539183571,100.0
Emergence,Addictions and Behav Therapies,,1461 Oak Street,,,Eugene,OR,97401,(541)687-9139 Intake: (541)687-9141,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/AH/CO/DU/VET/CJ/CHLD/YAD/ADLT/FEM/MALE/,0120OR97401,-123.09119252631952,44.043802984079264,100.0
Integrated Health Clinics of Eugene,,,715 Lincoln Street,,,Eugene,OR,97401,(541)344-3574,,SAF/SA/DT/MM/DM/OP/OD/OMB/OIT/SF/MD/SI/PI/YAD/ADLT/FEM/MALE/,3100OR97401,-123.09728256570976,44.05192198886161,100.0
Lane County Behavioral Health,Methadone Treatment Program,,151 West 7th Avenue,Room 163,,Eugene,OR,97401,(541)682-4464,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/ORT/SF/MD/SI/AH/PW/WN/MN/YAD/ADLT/FEM/MALE/,5845OR97401,-123.09533603633535,44.05215747843139,100.0
Looking Glass,Adolescent Recovery Program,,20 East 13th Avenue,,,Eugene,OR,97401,(541)484-4428,,MHSAF/SA/OP/ORT/SF/MD/PI/SS/PA/SP/AD/TRMA/XA/CHLD/ADLT/FEM/MALE/,0421OR97401,-123.0924880332744,44.04549252430229,100.0
New Day Treatment Services,,,1199 North Terry Street,SPC 320,,Eugene,OR,97402,(541)688-0896,,SAF/SA/NXN/OP/OIT/ORT/CT/SF/PI/MI/SS/CO/DU/GL/VET/MF/SE/AD/WN/MN/TRMA/XA/CHLD/YAD/ADLT/FEM/MALE/,9091OR97402,-123.18820174000568,44.07392943002003,100.0
Serenity Lane,,,616 East 16th Avenue,,,Eugene,OR,97401,(541)687-1110,,SAF/SA/DT/BU/VTRL/OP/RES/RS/RL/OIT/ORT/HID/HIT/SF/SI/PI/WN/MN/YAD/ADLT/FEM/MALE/,7279OR97401,-123.08327925535072,44.041704909895465,100.0
Serenity Lane,New Hope,,2133 Centennial Plaza,,,Eugene,OR,97401,(541)485-1577,,SAF/SA/OP/OIT/SF/SI/PI/DU/WN/MN/YAD/ADLT/FEM/MALE/,2506OR97401,-123.07891689384306,44.060831365203924,100.0
White Bird Clinic,Chrysalis Program,,350 East 11th Avenue,,,Eugene,OR,97401,(541)683-1641,,MHSAF/SA/OP/OIT/ORT/SF/MD/SI/PI/ATR/SS/PA/CO/DU/WN/YAD/ADLT/FEM/MALE/,3913OR97401,-123.08754497351477,44.04769252242874,100.0
Willamette Family Treatment Services,,,149 West 12th Street,,,Eugene,OR,97401,(541)344-0031 Intake: (541)762-4300,,MHSAF/SA/OP/OIT/ORT/SF/MD/PI/MI/ATR/AH/CO/DU/WN/MN/YAD/ADLT/FEM/MALE/,2632OR97401,-123.09483597199193,44.04664750865043,98.06
Willamette Family Treatment Services,Buckley House,,605 West 4th Street,,,Eugene,OR,97402,(541)343-6512 Intake: (541)343-6512x1,,SAF/DT/BU/HID/SF/MD/SI/PI/ATR/SS/AH/YAD/ADLT/FEM/MALE/,5147OR97402,-123.10211096103399,44.055467450085814,98.06
Willamette Family Treatment Services,Carlton Unit,,1420 Green Acres Road,,,Eugene,OR,97408,(541)338-9098x101 Intakes: (541)338-9098 (541)344-0031,,SAF/SA/RES/RS/RL/SF/MD/SI/PI/IHS/SS/AH/CO/CJ/MN/TRMA/YAD/ADLT/MALE/,1664OR97408,-123.09243799331249,44.09323421031847,100.0
Willamette Family Treatment Services,Womens Residential,,687 Cheshire Street,,,Eugene,OR,97402,(541)343-2993 Intake: (541)344-0031,,SAF/SA/OP/RES/RS/RL/OIT/ORT/CT/SF/MD/SI/PI/ATR/SS/AH/FX/CO/GL/VET/MF/CJ/SE/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/F4/F47/F81/,0217OR97402,-123.10292601729877,44.0609074728849,98.04
Pacific Alcohol and Drug Counseling Inc,,,2031 Hawthorne Street,Building F,,Forest Grove,OR,97116,(503)357-3391,,SAF/SA/OP/OIT/ORT/SF/MD/ATR/CO/GL/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,5147OR97116,-123.09922699960829,45.52047631029061,100.0
Community Counseling Solutions,,,401 4th Street,Human Services Building,,Fossil,OR,97830,(541)763-2746 Intakes: (541)763-2746x0 (541)676-9161,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/AH/SP/DU/CHLD/YAD/ADLT/FEM/MALE/,3983OR97830,-120.21570981490223,44.99795253155656,100.0
Northwest Behavioral,Healthcare Services,,18000 SE Webster Road,,,Gladstone,OR,97027,(503)722-4470 Intake: (800)527-3303,,MHSAF/SA/DT/VTRL/RES/RS/RL/RD/SF/PI/IHS/SS/AH/SP/GL/AD/TRMA/CHLD/FEM/MALE/,1900OR97027,-122.58352361739763,45.39202213538435,98.87
Western Psychological and Counseling Services PC,,,870 SE 82nd Drive,Building C,,Gladstone,OR,97027,(503)659-5515,,MHSAF/SA/OP/OIT/ORT/SF/MD/SI/PI/DU/AD/CHLD/ADLT/FEM/MALE/,0814OR97027,-122.57556106083851,45.38848949847208,98.87
ADAPT/Grants Pass,,,418 NW 6th Street,Suite 205,,Grants Pass,OR,97526,(541)474-1033,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/PA/AH/CO/DU/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/,3640OR97526,-123.32546931846329,42.4418430460812,100.0
Choices Counseling Center,,,109 NE Manzanita Avenue,,,Grants Pass,OR,97526,(541)479-8847,,SAF/SA/OP/OIT/ORT/SF/MD/PI/SS/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,8178OR97526,-123.32175177676686,42.44965254908872,100.0
Dual Solutions Continuum of Care,,,320 SW Ramsey Avenue,,,Grants Pass,OR,97527,(541)472-9997 Intake: (541)472-9983,,MHSAF/SA/OP/OIT/ORT/NP/SS/PA/AH/CO/WN/MN/YAD/ADLT/FEM/MALE/,1526OR97527,-123.33735443807085,42.42156864722316,100.0
Josephine County Community Corrections,Substance Abuse Trt Program,,510 NW 4th Street,,,Grants Pass,OR,97526,(541)474-5191,,SAF/SA/OP/OIT/ORT/SF/AH/CO/DU/CJ/WN/YAD/ADLT/FEM/MALE/,1768OR97526,-123.32757049395136,42.44336444532662,100.0
Ontrack Inc,,,806 NW 6th Street,,,Grants Pass,OR,97526,(541)955-9227,,SAF/SA/OP/RES/RS/RL/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/DU/AD/CHLD/ADLT/FEM/MALE/,9213OR97526,-123.32327082907942,42.445606017692825,100.0
Addictions Northwest,,,1141 NE Division Street,,,Gresham,OR,97030,(503)328-6973,,SAF/SA/OP/OIT/ORT/SF/PI/DU/CJ/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,5458OR97030,-122.41963461154123,45.504788405031434,100.0
LifeWorks NW,Gresham Site,,400 NE 7th Street,,,Gresham,OR,97030,(503)645-3581 Intake: (503)645-9010,,MHSAF/SA/OP/ODT/OIT/ORT/SF/MD/SI/PI/SS/AH/SP/YAD/ADLT/FEM/MALE/,3367OR97030,-122.42675998361165,45.50222718878745,100.0
Exodus Recovery Services,Substance Abuse Treatment,,230 North 3rd Street,Suite 105,,Harrisburg,OR,97446,(541)998-5660,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/ATR/SS/WN/YAD/ADLT/FEM/MALE/,0971OR97446,-123.17091255596412,44.2729389873673,100.0
Community Counseling Solutions,,,120 South Main Street,P.O. Box 469,,Heppner,OR,97836,(541)676-9161 Intake: (541)481-2911,,MHSAF/SA/OP/ORT/CT/SF/MD/PI/MI/SS/AH/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,5590OR97836,-119.5534700998092,45.35325389172558,100.0
New Horizons,,,440 SW 11th Street,,,Hermiston,OR,97838,(541)289-0190 Intake: (541)720-9303,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/SS/PA/SP/DU/CJ/SE/WN/MN/DV/YAD/ADLT/FEM/MALE/,7124OR97838,-119.31102946368573,45.83740000884859,100.0
Umatilla County Human Services,,,435 East Newport Street,Suite A,,Hermiston,OR,97838,(541)564-9390 Intake: (888)468-3844,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/ATR/SS/PA/AH/SP/CO/DU/AD/CHLD/ADLT/FEM/MALE/,9664OR97838,-119.28444672389392,45.83871866421829,98.06
CODA Inc,Hillsboro Recovery Center,,720 SE Washington Street,,,Hillsboro,OR,97123,(503)648-0753,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/ATR/SS/AH/CO/DU/CJ/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,0482OR97123,-122.97870193746813,45.521206709333285,100.0
De Paul Treatment Centers Inc,,,205 East 3rd Avenue,P.O. Box 3007,,Hillsboro,OR,97123,(503)535-1151,,SAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/ATR/SS/PA/AH/SP/CO/DU/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/,4453OR97123,-122.98622318682555,45.52093387838497,93.93
Inner Journey Healing Arts Center,,,4660 NE Belknap Court,Suite 101-X,,Hillsboro,OR,97124,(503)543-6100 Intake: (503)621-8735,,MHSAF/SA/OP/ORT/CT/SF/MD/PI/CO/DU/CJ/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,6344OR97124,-122.93437583508651,45.53062067624671,100.0
LifeWorks NW,Hillsboro Site,,971 SW Walnut Street,,,Hillsboro,OR,97123,(503)645-3581 Intake: (503)645-9010,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/SP/CHLD/YAD/ADLT/FEM/MALE/,8380OR97123,-123.00054601533364,45.51763748541367,100.0
Mid Columbia Center for Living,Hood River Alcohol and Drug Program,,1610 Woods Court,,,Hood River,OR,97031,(541)386-2620 Intakes: (541)386-2620x2133 (541)296-5452,,SAF/SA/HH/OP/OIT/ORT/SF/MD/MC/SI/PI/SS/PA/SP/CO/DU/CJ/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,4789OR97031,-121.52149926941915,45.696909295253896,100.0
Providence Gorge Counseling and Treatment Services,,,814 13th Street,,,Hood River,OR,97031,(541)387-6138,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/PI/MI/DU/YAD/ADLT/FEM/MALE/,6006OR97031,-121.52517926018936,45.70431856238483,100.0
Pacific Ridge,,,1587 Pacific Ridge Lane SE,,,Jefferson,OR,97352,(503)361-7758,,SAF/SA/DT/BU/NXN/RES/RS/RD/SF/PI/YAD/ADLT/FEM/MALE/,8297OR97352,-123.02913802816956,44.796747502310616,100.0
Community Counseling Solutions,,,528 East Main Street,Suite W,,John Day,OR,97845,(541)575-1466,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,3872OR97845,-118.94344227339302,44.41577252671851,100.0
Crossroads to Recovery,,,325 South 5th Street,,,Klamath Falls,OR,97601,(541)882-7111x3 Intake: (541)591-0497,,SAF/SA/OP/OIT/ORT/SF/PI/MI/SS/DU/CJ/YAD/ADLT/FEM/MALE/,0368OR97601,-121.780895284275,42.222665246679796,100.0
Full Circle Healing,,,905 Main Street,Suite 409,,Klamath Falls,OR,97601,(541)884-6004,,MHSAF/SA/OP/ORT/SF/MD/SI/PI/SS/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,3014OR97601,-121.7801364705806,42.2269046875774,100.0
Klamath Tribal Health and Family Servs,Youth and Family Guidance Center,,635 Main Street,,,Klamath Falls,OR,97601,(541)884-1841,,MHSAF/SA/OP/ORT/MD/MC/PI/MI/IHS/PA/DU/AD/CHLD/YAD/ADLT/FEM/MALE/,9929OR97601,-121.78193950177263,42.2253334160081,100.0
Lutheran Community Services NW,,,2545 North Eldorado Avenue,,,Klamath Falls,OR,97601,(541)883-3471,,MHSAF/SA/OP/OIT/ORT/SF/MD/SI/PI/IHS/SS/PA/SP/CO/DU/CJ/AD/PW/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/,4100OR97601,-121.78954289378107,42.248309344168895,100.0
Transformations Wellness Center,,,3647 Highway 39,,,Klamath Falls,OR,97603,(541)884-5244 Intake: (541)810-1322,,MHSAF/SA/DT/HH/OP/RES/RS/RL/RD/ODT/OIT/SF/MD/SI/PI/SS/PA/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,0592OR97603,-121.69799306508959,42.192962044939904,100.0
Center for Human Development Inc,Alcohol and Drug Services,,2301 Cove Avenue,,,La Grande,OR,97850,(541)962-8800,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/CO/CJ/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/,2491OR97850,-118.07552997864576,45.3259074433363,100.0
Grande Ronde Recovery,,,1101 I Avenue,,,La Grande,OR,97850,(541)962-0162,,SAF/SA/DT/BU/OP/OD/OMB/ODT/OIT/ORT/SF/MD/MC/PI/MI/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,0301OR97850,-118.09539995067536,45.31946745948845,100.0
Heart Steps Counseling Services Inc,,,105 Fir Street,Suite 321,,La Grande,OR,97850,(541)963-4005,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/AH/DU/AD/WN/CHLD/YAD/ADLT/FEM/MALE/,3375OR97850,-118.09311838566464,45.32669816243612,100.0
Lake County Mental Health,,,215 North G Street,,,Lakeview,OR,97630,(541)947-6021,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/SS/PA/CO/DU/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,0736OR97630,-120.34711710193537,42.19120000125432,100.0
Lakeview Center for Change LLC,,,100 North D Street,Suite 211,,Lakeview,OR,97630,(541)947-4357,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,4351OR97630,-120.34392301009208,42.190312064341406,100.0
Linn County Health Services,,,1600 South Main Street,,,Lebanon,OR,97355,(541)451-5932 Intake: (800)304-7468x3,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/SS/AH/SP/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,5570OR97355,-122.90708745965144,44.53077701597044,100.0
BestCare,Programa de Recuperacion de Madras,,236 SE D Street,,,Madras,OR,97741,(541)475-5300,,SAF/SA/VTRL/OP/RES/RS/RL/ORT/CT/SF/MD/SI/PI/IHS/SS/PA/AH/SP/CO/CJ/MN/TRMA/YAD/ADLT/MALE/,6138OR97741,-121.12479996919858,44.633557505269394,100.0
