Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys
Meridian Community Care,,,527 North Meridian Road,,,Youngstown,OH,44509,(330)797-0070 Intake: (330)797-0070x1178,,SAF/SA/DT/MM/DM/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/SF/MD/MC/PI/MI/ATR/SS/AD/ADLT/FEM/MALE/
Meridian Community Care,Co Occurring Treatment Program,,550 West Chalmers Avenue,,,Youngstown,OH,44511,(330)746-6452 Intakes: (330)797-0070 (330)797-0070x1156,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/MI/ATR/SS/CO/YAD/ADLT/FEM/MALE/
Neil Kennedy Recovery Clinic,,,2151 Rush Boulevard,,,Youngstown,OH,44507,(330)744-1181 Intakes: (330)744-1181x2032 (800)228- 8287x2032,,SAF/SA/DT/BU/VTRL/OP/RES/RS/RD/OMB/ODT/OIT/ORT/CT/SF/MD/PI/ATR/AH/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Neil Kennedy Recovery Clinic,,,5211 Mahoning Avenue,Suite 370,,Youngstown,OH,44515,(330)792-4724 Intakes: (330)792-4724x2032 (800)228- 8287x2032,,SAF/SA/BU/OP/OMB/ODT/OIT/ORT/SF/MD/SI/PI/MI/ATR/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Turning Point Counseling Services Inc,,,611 Belmont Avenue,,,Youngstown,OH,44502,(330)744-2991,,MHF/SA/OP/OIT/ORT/SF/MD/ATR/AH/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Genesis/Good Samaritan Medical Center,Genesis Recovery Center,,2951 Maple Avenue,,,Zanesville,OH,43701,(740)454-5927,,SAF/SA/OP/OIT/ORT/SF/MD/MC/PI/MI/AH/CO/DU/CJ/AD/PW/XA/DV/CHLD/ADLT/FEM/MALE/
Muskingum Behavioral Health,,,601 Underwood Street,Suite D,,Zanesville,OH,43701,(740)454-1266,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/AH/CO/CJ/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Chickasaw Nation Alcohol/Drug Program,,,3115 East Arlington Street,,,Ada,OK,74820,(580)332-6345x83555 Intakes: (580)332-6345 (580)436- 3980x83556,,SAF/SA/RES/RS/RL/CT/NP/AH/NX/CO/WN/MN/TRMA/YAD/ADLT/FEM/MALE/N6/
Mental Health Services of,South Oklahoma/Pontotoc County,,111 East 12th Street,,,Ada,OK,74820,(580)436-2690,,MHSAF/SA/OP/ORT/CT/SF/MD/PI/MI/PA/CO/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Rolling Hills Hospital,,,1000 Rolling Hills Lane,,,Ada,OK,74820,(580)436-3600,,MHSAF/SA/DT/HID/HIT/CT/SF/MD/MC/SI/PI/MI/IHS/ATR/AH/CHLD/ADLT/FEM/MALE/
Southwestern Youth Services Inc,Altus,,123 West Commerce Street,,,Altus,OK,73521,(580)482-2809,,MHSAF/SA/HH/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/CO/CJ/AD/XA/ADLT/FEM/MALE/
97 MDOS/SGOW,,,301 North 1st Street,Building 46,,Altus AFB,OK,73523,(580)481-5376,,MHSAF/SA/OP/ORT/CT/MI/VET/ADM/MF/YAD/ADLT/FEM/MALE/
Southwest Youth and Family Servs Inc,,,102 East Broadway,,,Anadarko,OK,73005,(405)247-5437 Intake: (405)222-5437,,SAF/SA/OP/ORT/SF/MD/SI/SS/PA/AH/CJ/AD/WN/MN/TRMA/DV/ADLT/FEM/MALE/
Wichita and Affiliated Tribes of OK,CD/MH Program,P.O. Box 729,1.5 miles North on Highway 281,,,Anadarko,OK,73005,(405)247-2425x150 Intake: (405)247-8650,,SAF/SA/OP/OIT/ORT/IHS/CO/GL/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Arbuckle Life Solutions Inc,,,9 10th Avenue NW,,,Ardmore,OK,73401,(580)226-1656 Intake: (877)626-1656,,SAF/SA/OP/ORT/SF/PI/SS/AH/CO/DU/CJ/SE/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Ardmore Chickasaw Health Clinic,,,2510 Chickasaw Boulevard,,,Ardmore,OK,73401,(580)226-8181,,SA/NXN/VTRL/OP/ORT/MD/MC/SI/PI/MI/IHS/PA/AH/CHLD/YAD/ADLT/FEM/MALE/
Broadway House Inc,,,221 2nd Street NW,,,Ardmore,OK,73401,(580)226-3252,,SAF/SA/HH/RES/RL/SF/CO/GL/VET/ADM/MF/CJ/SE/MN/TRMA/XA/DV/YAD/ADLT/MALE/
Mental Health Services of,Southern Oklahoma,,2530 South Commerce Street,Building B,,Ardmore,OK,73401,(580)223-5636x141 Intake: (580)223-5636,,MHF/SA/OP/ORT/SF/MD/MC/SI/PI/SS/PA/AH/SP/TRMA/ADLT/FEM/MALE/
Oklahoma Treatment Services LLC,Bartlesville Rightway Medical,,610 West Hensley Boulevard,,,Bartlesville,OK,74003,(918)337-6007,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/ORT/SF/WN/MN/YAD/ADLT/FEM/MALE/
Youth and Family Services of,Washington County Inc,,2200 SE Washington Boulevard,,,Bartlesville,OK,74006,(918)335-1111 Intake: (918)335-1111x0,,MHF/SA/OP/OIT/ORT/SF/MD/SS/AH/DU/AD/ADLT/FEM/MALE/
Meremark Inc,DBA Clarity at Seven Ponds,,1760 Blevins Road,,,Bennington,OK,74723,(580)847-2500 Intakes: (855)329-8732 (707)688-6218,,SAF/SA/RES/RL/SF/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Breakthrough Counseling,,,2035 West Houston Street,Suite A,,Broken Arrow,OK,74012,(918)286-3278,,MHSAF/SA/OP/ORT/CT/SF/PI/MI/DU/WN/MN/ADLT/FEM/MALE/
Recovery Plus Family Counseling Center,,,817 South Elm Place,Suite B,,Broken Arrow,OK,74012,(918)258-6900,,SAF/SA/OP/ORT/SF/PI/MI/YAD/ADLT/FEM/MALE/
Narconon of Oklahoma Inc,Narconon Arrowhead,,69 Arrowhead Loop,,,Canadian,OK,74425,(918)339-5800 Intake: (800)468-6933,,SAF/SA/DT/RES/RL/RD/SF/PI/YAD/ADLT/FEM/MALE/
Gateway to Prevention and Recovery,,,710 Manvel Street,,,Chandler,OK,74834,(405)240-5333 Intake: (405)273-1170,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/DU/CJ/AD/TRMA/CHLD/ADLT/FEM/MALE/
Southwest Youth and Family Servs Inc,,,198 East Almar Drive,,,Chickasha,OK,73018,(405)222-5437 Intake: (405)247-5437,,SAF/SA/OP/ORT/SF/MD/SI/SS/PA/AH/CJ/AD/WN/MN/TRMA/DV/ADLT/FEM/MALE/
Tri City Youth and Family Center Inc,,,14625 NE 23rd Street,,,Choctaw,OK,73020,(405)390-8131,,MHSAF/SA/OP/ORT/SF/MD/SI/DU/CJ/AD/ADLT/FEM/MALE/
Human Skills and Resources Inc,,,408 East Will Rogers Boulevard,,,Claremore,OK,74017,(918)283-1423,,SAF/SA/DT/BU/NXN/VTRL/OP/OD/OIT/ORT/SF/MD/PI/ATR/DU/CJ/AD/CHLD/ADLT/FEM/MALE/
Rogers County Drug Abuse Program Inc,,,1010 East Will Rogers Boulevard,,,Claremore,OK,74017,(918)342-3334,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SS/PA/AH/CO/DU/VET/CJ/AD/WN/MN/TRMA/XA/CHLD/YAD/ADLT/FEM/MALE/
George Hawkins Memorial Treatment Ctr,Cheyenne Arapaho Substance Abuse,,10320 North Airport Road,,,Clinton,OK,73601,(580)331-2370 Intake: (800)259-2150,,SAF/SA/OP/RES/RL/OIT/ORT/CT/IHS/PA/CO/GL/VET/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Cushing Valley Hope,,,100 South Jones Avenue,,,Cushing,OK,74023,(918)225-1736 Intake: (800)544-5101,,SAF/SA/DT/BU/NXN/VTRL/RES/RS/RD/SF/PI/YAD/ADLT/FEM/MALE/
Serenity Recovery Solutions Inc,,,9 North 11th Street,,,Duncan,OK,73533,(580)475-0148,,SAF/SA/OP/ORT/SF/MD/DU/WN/MN/CHLD/ADLT/FEM/MALE/
Mental Health Services of,Southern Oklahoma/Bryan County,,1001 West Main Street,,,Durant,OK,74701,(580)924-7330,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/AH/TRMA/XA/DV/ADLT/FEM/MALE/
Edmond Family Counseling Inc,Outpatient Drug/Alcohol Services,,1251 North Broadway,Suite C,,Edmond,OK,73034,(405)341-3554,,MHSAF/SA/OP/ORT/CT/SF/SS/DU/CJ/ADLT/FEM/MALE/
Gary E Miller Candian County,Childrens Justice Center,,7905 East Highway 66,,,El Reno,OK,73036,(405)262-0202 Intake: (405)264-5567,,SAF/SA/OP/RES/RL/OIT/ORT/MD/CJ/AD/CHLD/ADLT/FEM/MALE/
Diversified Family Services,,,1021 East Highway 66,,,Elk City,OK,73648,(580)225-4337,,MHSAF/SA/OP/ODT/OIT/ORT/SF/MD/CHLD/YAD/ADLT/FEM/MALE/
Associated Therapeutic Services PC,,,1625 West Owen Garriott Street,Suite F,,Enid,OK,73703,(580)242-4673,,MHSAF/SA/OP/ORT/SF/MD/SI/PI/MI/CO/GL/VET/MF/CJ/SE/MN/CHLD/YAD/ADLT/FEM/MALE/
Vans House,,,701 West Main Street,,,Enid,OK,73701,(580)233-6070 Intake: (580)747-1161,,SAF/SA/HH/OP/OIT/ORT/SF/SS/YAD/ADLT/FEM/MALE/
YWCA Enid,Reflections Halfway House,,525 South Quincy Street,,,Enid,OK,73701,(580)234-7581 Intake: (580)237-0470,,SAF/SA/HH/RES/RL/CT/MD/PA/AD/WN/BC/CHLD/YAD/ADLT/FEM/
Youth and Family Services of,North Central Oklahoma Inc,,605 West Oxford Street,,,Enid,OK,73701,(580)233-7220,,MHSAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/CO/DU/VET/CJ/AD/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Creek Nation Behavioral Health and,Substance Abuse Services,,104 Alexander Drive,,,Eufaula,OK,74432,(918)618-2168,,MHSAF/SA/OP/ORT/MD/MC/SI/PI/MI/PA/CO/GL/VET/MF/SE/AD/PW/WN/MN/TRMA/XA/DV/ADLT/FEM/MALE/
KI BOIS Community Action Foundation,DBA The Oaks RSC,,107 East McKinley Street,,,Eufaula,OK,74432,(918)689-3265,,SAF/SA/OP/ORT/CT/SF/MD/SS/AH/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Professional Counseling Solutions,,,1500 North Main Street,,,Frederick,OK,73542,(580)335-3320,,MHSAF/SA/OP/ORT/SF/MD/SI/PI/MI/ADLT/FEM/MALE/
House of Hope Inc,,,32300 South 625 Road,,,Grove,OK,74344,(918)786-2930 Intake: (918)786-4901,,SAF/SA/OP/RES/RS/RL/ORT/SF/MD/PI/MN/YAD/ADLT/MALE/
Seneca Cayuga Nation,,,23701 South 655 Road Highway 10,,,Grove,OK,74344,(918)787-6800 Intake: (918)787-6800x450,,MHSAF/SA/OP/ORT/IHS/CO/GL/VET/ADM/MF/CJ/SE/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Eagle Ridge Family Treatment Center,,,1916 East Perkins Street,,,Guthrie,OK,73044,(405)282-8232 Intake: (405)282-5283,,SAF/SA/RES/RL/NP/PA/AH/CO/GL/VET/CJ/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Four Winds Ranch Recovery Center for,Adolescent Females LLC,,501 North Santa Fe Street,,,Guthrie,OK,73044,(405)260-0212 Intake: (405)848-9393,,MHSAF/SA/DT/RES/RS/RL/RD/SF/PI/CO/AD/TRMA/XA/DV/CHLD/FEM/
Logan Community Services Inc,,,4710 South Division Street,,,Guthrie,OK,73044,(405)282-5524,,MHSAF/SA/OP/ORT/CT/SF/MD/ATR/SS/PA/AH/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Tiger Mountain Recovery Inc,,,316 West Main Street,Tiger Mountain Road,,Henryetta,OK,74437,(918)650-9292,,SAF/SA/HH/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/CO/WN/TRMA/XA/DV/YAD/ADLT/FEM/
Oklahoma Families First Inc,,,118 Main Street,,,Holdenville,OK,74848,(405)379-5256 Intake: (405)382-5438,,MHSAF/SA/OP/ORT/CT/SF/MD/PI/WN/MN/ADLT/FEM/MALE/
Kiamichi Council on Alcoholism and,Other Drug Abuse Inc,,308 East Jefferson Street,,,Hugo,OK,74743,(580)326-7862 Intake: (800)590-3301,,SAF/SA/OP/ORT/CT/SF/MD/SI/PI/SS/PA/AH/CO/DU/GL/VET/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Kiamichi Council on Alcoholism and,Other Drug Abuse Inc,,104 NE Avenue A,,,Idabel,OK,74745,(580)286-3301 Intake: (580)286-3302,,SAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/SS/PA/AH/CO/DU/GL/VET/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Central Oklahoma Family Medical Center,,,527 West 3rd Street,,,Konawa,OK,74849,(580)925-3286,,GHF/SA/OP/ODT/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/CO/ADLT/FEM/MALE/
Comanche Nation,Prevention and Recovery Center,,927 SW D Avenue,,,Lawton,OK,73501,(580)357-3449 Intake: (580)248-4782,,SAF/SA/OP/OIT/ORT/NP/PA/DU/CHLD/YAD/ADLT/FEM/MALE/
Life Management Counseling Clinic,Consulting Inc,,601 SW C Avenue,Suite 105,,Lawton,OK,73501,(580)351-1188,,MHSAF/SA/DT/OP/OD/OIT/ORT/CT/SF/MD/SI/PI/MI/CO/DU/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Multi County Counseling Inc/Lawton,,,1719 SW 11th Street,,,Lawton,OK,73501,(580)581-1818,,MHSAF/SA/OP/ORT/SF/MD/SI/PI/MI/SS/PA/CJ/ADLT/FEM/MALE/
New Pathways Halfway House,,,1401 NE Lawrie Tatum Road,,,Lawton,OK,73507,(580)248-3654,,SAF/SA/HH/OP/RES/RS/ORT/IHS/PA/YAD/ADLT/FEM/MALE/
Roadback Inc,Outpatient,,102 SW 12th Street,,,Lawton,OK,73501,(580)357-8114,,MHSAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/PA/AH/SP/FX/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/F28/
Southern Oklahoma Treatment Services,,,1307 SW Washington Avenue,,,Lawton,OK,73501,(580)513-0178 Intake: (580)355-7500,Methadone Clients Only,SAF/SA/MM/DM/OTPA/OP/OMB/SF/MD/AH/PW/WN/MN/YAD/ADLT/FEM/MALE/
New Hope CDU LLC,,,Two Wichersham Drive,,,Mangum,OK,73554,(580)782-3337,,SAF/SA/OP/RES/RL/ORT/CT/SF/SI/PI/SP/CO/CJ/MN/YAD/ADLT/MALE/
Clay Crossing Foundation Inc,,,32018 Highway 59,,,Maud,OK,74854,(405)374-1225 Intake: (866)405-3774,,SAF/SA/BU/HH/RES/RL/CT/SF/CO/VET/CJ/SE/MN/TRMA/XA/DV/YAD/ADLT/MALE/
KI BOIS Community Action Foundation,DBA The Oaks RSC,,628 East Creek Avenue,,,McAlester,OK,74501,(918)421-3500,,SAF/SA/DT/HH/OP/RES/RS/RL/RD/ORT/CT/SF/MD/SS/AH/DU/WN/MN/BC/CHLD/YAD/ADLT/FEM/MALE/
Professional Counseling and,Consulting Services PC,,400 East Wyandotte Avenue,,,McAlester,OK,74501,(918)420-5238 Intake: (918)420-5290,,MHF/SA/OP/ORT/SF/MD/SI/PI/MI/ADLT/FEM/MALE/
Southeastern Oklahoma,Social Services Inc,,512 East Chickasaw Street,,,McAlester,OK,74502,(918)302-0389,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/WN/MN/YAD/ADLT/FEM/MALE/
Kickapoo Tribe of Oklahoma,,,105365 South Highway 102,,,McLoud,OK,74851,(405)964-2618x275,,MHSAF/SA/BU/OP/OMB/ORT/MD/MC/SI/PI/MI/IHS/AH/CHLD/YAD/ADLT/FEM/MALE/
Inter Tribal Substance Abuse,Prevention and Treatment Center,,21 North Eight Tribes Trail,,,Miami,OK,74355,(918)542-5543,,MHSAF/SA/OP/ORT/SF/IHS/CO/GL/VET/CJ/SE/PW/WN/MN/TRMA/DV/YAD/ADLT/FEM/MALE/
Northeastern Oklahoma Council on,Alcoholism Inc,,130 West Steve Owens Boulevard,,,Miami,OK,74354,(918)675-4100,,SAF/SA/DT/HH/OP/RES/RS/RL/RD/ORT/SF/MD/ATR/SS/PA/AH/CO/VET/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Quapaw Counseling Services,,,58150 East 66 Road,,,Miami,OK,74354,(918)542-1786 Intake: (918)542-1926,Methadone Clients Only,SAF/SA/MM/DM/OTPA/OP/OMB/OIT/ORT/SF/MD/SI/IHS/AH/CO/CJ/PW/WN/MN/YAD/ADLT/FEM/MALE/
Quapaw Tribal Substance Abuse Services,,,58150 East 66 Road,,,Miami,OK,74354,(918)542-4232,,SAF/SA/OP/ORT/SF/IHS/ATR/DU/CHLD/YAD/ADLT/FEM/MALE/
White Horse Ranch LLC,,,1601 Wilkie Road,,,Mooreland,OK,73852,(580)994-5649 Intake: (580)994-2737,,MHSAF/SA/OP/RES/RL/ODT/OIT/ORT/CT/SF/SI/PI/SS/PA/AH/AD/TRMA/XA/CHLD/YAD/ADLT/FEM/MALE/
Cherokee Nation Three Rivers Hlth Ctr,,,1001 South 41st Street East,,,Muskogee,OK,74403,(918)781-6500 Intake: (918)781-6501,,GHF/SA/OP/OIT/ORT/MD/MC/SI/PI/MI/IHS/PA/ADLT/FEM/MALE/
Green Country Behavioral Health Servs,Integrated Services,,619 North Main Street,,,Muskogee,OK,74401,(918)682-8407,,MHSAF/SA/OP/ORT/CT/SF/MD/SI/PI/MI/PA/CO/AD/ADLT/FEM/MALE/
Jack C Montgomery VAMC,,,1011 Honor Heights Drive,,,Muskogee,OK,74401,(918)577-3000,,GHF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/HID/HIT/CT/VAMC/SF/PI/MI/CO/VET/XA/YAD/ADLT/FEM/MALE/
Monarch Inc,,,2310 West Broadway Street,,,Muskogee,OK,74401,(918)682-7210,,SAF/SA/HH/RES/RL/CT/SS/PA/AH/PW/WN/TRMA/BC/YAD/ADLT/FEM/
Muskogee County,Council of Youth Services,,4009 Eufaula Avenue,,,Muskogee,OK,74403,(918)682-2841x254 Intake: (918)682-2841x268,,SAF/SA/OP/OIT/ORT/SF/MD/SS/PA/AH/CO/DU/VET/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Childrens Recovery Center of Oklahoma,,,320 12th Avenue NE,,,Norman,OK,73071,(405)573-3819 Intake: (405)573-3842,,MHSAF/SA/RES/RS/RL/SF/MD/SI/PI/MI/AH/CO/GL/AD/TRMA/XA/DV/CHLD/FEM/MALE/
Communityworks LLC,,,805 East Robinson Street,,,Norman,OK,73071,(405)447-4499,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/MI/ATR/PA/AH/CHLD/YAD/ADLT/FEM/MALE/
Norman Addiction Information and,Counseling (NAIC),,215 West Linn Street,P.O. Box 730,,Norman,OK,73070,(405)321-0022,,SAF/SA/OP/OIT/ORT/CT/SF/MC/SI/PI/MI/SS/CO/DU/CJ/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
A Chance to Change Foundation,,,5228 Classen Circle,,,Oklahoma City,OK,73118,(405)840-9000,,SAF/SA/OP/ORT/SF/MD/MC/PI/SS/AH/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Alcohol Training and Education Inc,,,3160 North Portland Avenue,,,Oklahoma City,OK,73112,(405)943-7483 Intake: (800)522-9050,,SAF/SA/OP/ORT/SF/DU/YAD/ADLT/FEM/MALE/
Aurora Counseling Services Inc,,,6803 South Western Avenue,Suite 401,,Oklahoma City,OK,73139,(405)634-4434 Intake: (405)838-3657,,MHSAF/SA/OP/ORT/CT/SF/MD/SI/SP/CHLD/YAD/ADLT/FEM/MALE/
Avalon Correctional Services,Carver Transitional Center,,400 South May Street,,,Oklahoma City,OK,73108,(405)232-8233,,SAF/SA/HH/OP/RES/RS/RL/ODT/OIT/ORT/SF/AH/CO/VET/CJ/MN/YAD/ADLT/FEM/MALE/
Care for Change Inc,,,3621 Kelley Avenue,Suite 100,,Oklahoma City,OK,73111,(405)524-5525,,SAF/SA/OP/OIT/ORT/SF/MD/SI/SS/PA/VET/CJ/AD/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Community House,,,1501 NE 11th Street,,,Oklahoma City,OK,73117,(405)230-1138x1300 Intakes: (405)230-1128x1303 (405)230- 1132x1307,,SAF/SA/DT/BU/NXN/RES/RS/RL/RD/SF/PI/SS/PA/CO/GL/VET/CJ/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Concepts in Counseling LLC,,,3838 NW 36th Street,Suite 200,,Oklahoma City,OK,73112,(405)702-9032,,MHF/SA/OP/ORT/SF/MD/PI/AH/ADLT/FEM/MALE/
Cope Inc,,,2701 North Oklahoma Avenue,,,Oklahoma City,OK,73105,(405)528-8686 Intake: (405)524-2673,,SAF/SA/OP/ODT/OIT/ORT/SF/MD/SI/FX/CO/DU/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/DV/CHLD/YAD/ADLT/FEM/MALE/F11/F17/F92/
Cornerstone Counseling and,Consulting Inc,,4232 North Santa Fe Avenue,,,Oklahoma City,OK,73118,(405)231-3150,,MHSAF/SA/OP/ORT/SF/PI/SS/CO/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Drug Recovery Inc,DBA Catalyst Behavioral Services,,3033 North Walnut Avenue,West Building,,Oklahoma City,OK,73105,(405)232-9804 Intakes: (405)235-9709 (405)230-1154 (405),230-1138,SAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/CT/SF/SI/PI/SS/CO/DU/CJ/TRMA/YAD/ADLT/FEM/MALE/
Enrichment Center,Reach for the Light Inc,,1418 Linwood Boulevard,,,Oklahoma City,OK,73106,(405)601-0295,,MHSAF/SA/OP/OIT/ORT/SF/MD/PI/MI/SS/CO/GL/VET/MF/CJ/WN/MN/TRMA/XA/DV/ADLT/FEM/MALE/
Family Development Intervention Servs,,,7301 North Broadway Extension,Suite 101,,Oklahoma City,OK,73116,(405)767-1126,,MHSAF/SA/OP/ORT/SF/MD/ADLT/FEM/MALE/
Integris Mental Health,Decisions Day Treatment Program,,5100 North Brookline Avenue,Suite 950,,Oklahoma City,OK,73112,(405)717-9840,,MHSAF/SA/OP/ODT/OIT/SF/PI/MI/CHLD/ADLT/FEM/MALE/
MMLD Inc,DBA New Beginnings Counseling Services,,5929 North May Avenue,Suite 302 Box 37,,Oklahoma City,OK,73112,(405)842-0500,,MHSAF/SA/OP/ORT/SF/MD/SI/PI/MI/ATR/CHLD/YAD/ADLT/FEM/MALE/
Maximus Counseling Inc,,,5714 South Western Avenue,,,Oklahoma City,OK,73109,(405)601-1154 Intake: (405)822-1754,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SS/PA/SP/CO/CJ/SE/AD/MN/TRMA/ADLT/FEM/MALE/
Mid Del Youth and Family Center Inc,,,316 South Midwest Boulevard,,,Oklahoma City,OK,73110,(405)733-5437,,MHF/SA/OP/ORT/SF/MD/CJ/AD/ADLT/FEM/MALE/
Mission Treatment Centers Inc,,,1737 Linwood Boulevard,,,Oklahoma City,OK,73106,(405)239-6815,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/SF/MD/SI/MI/CO/GL/VET/CJ/SE/PW/WN/MN/YAD/ADLT/FEM/MALE/
New Alternatives Center LLC,,,510 North Hudson Street,,,Oklahoma City,OK,73102,(405)601-4669,,SA/DT/OP/OD/OIT/ORT/CT/SF/CO/CJ/MN/DV/YAD/ADLT/FEM/MALE/
New Day Recovery,Youth and Family Services Inc,,7250 NW Expressway,Suite 200,,Oklahoma City,OK,73132,(405)525-0452 Intake: (405)623-1117,,MHSAF/SA/OP/ORT/SF/MD/SI/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
North Care,Adult Services,,1140 North Hudson Street,,,Oklahoma City,OK,73103,(405)858-1700,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/PI/SS/PA/AH/SP/CO/GL/VET/ADM/MF/CJ/SE/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Oklahoma Mental Health Council Inc,DBA Red Rock Behav Hlth Servs/PACT,,4420 North Lincoln Boulevard,,,Oklahoma City,OK,73105,(405)424-7711 Intake: (405)425-0341,,MHF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/PA/YAD/ADLT/FEM/MALE/
Open Options Inc,,,1132 North Pennsylvania Avenue,,,Oklahoma City,OK,73107,(405)557-1655 Intake: (405)522-0014,,MHF/SA/OP/ORT/SF/MD/MC/PI/SS/PA/CHLD/YAD/ADLT/FEM/MALE/
Pathways Professional Counseling Inc,,,1017 NW 6th Street,Suite 180,,Oklahoma City,OK,73106,(405)605-8282,,MHF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/SP/CO/DU/CJ/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Promises Incorporated,,,1900 NE 36th Street,Suite 100-G,,Oklahoma City,OK,73111,(405)270-0005,,MHF/SA/OP/ORT/SF/MD/SS/AH/ADLT/FEM/MALE/
Referral Center for Alcohol and,Drug Services of Central Oklahoma Inc,,1215 NW 25th Street,,,Oklahoma City,OK,73106,(405)525-2525 Intakes: (405)525-2525x105 (405)525- 2525x116,,SAF/SA/DT/BU/NXN/OP/OD/ORT/HID/CT/SF/MD/PI/SS/AH/YAD/ADLT/FEM/MALE/
Rightway Medical,,,9017 South I-35 Service Road,,,Oklahoma City,OK,73160,(405)616-3366,Methadone Clients Only,SAF/SA/MM/DM/OTPA/OP/OMB/ORT/SF/SP/CO/SE/PW/WN/MN/YAD/ADLT/FEM/MALE/
Saint Anthony Hospital,Start Recovery and Treatment Program,,2129 SW 59th Street,,,Oklahoma City,OK,73119,(405)713-5710 Intakes: (405)272-6216 (405)713-5733,,SAF/SA/DT/BU/NXN/OP/RES/RS/ODT/OIT/ORT/HID/HIT/SF/MD/MC/PI/MI/AH/SP/YAD/ADLT/FEM/MALE/
Southern OK Treatment Services Inc,,,4149 Highline Boulevard,Suite 380,,Oklahoma City,OK,73108,(405)942-7650,Methadone Clients Only,SAF/SA/DT/MM/OTPA/OP/OD/OMB/ORT/CT/SF/MD/SS/CO/SE/PW/WN/MN/YAD/ADLT/FEM/MALE/
