"YFips","Year","Fips","State","CountyName","TtlJlPpr","FmlJlPpr","MlJlPpr","AapiJlPpr","BlckJlPpr","LtnxJlPpr","NtvJlPpr","WhtJlPpr","TtlJlAdmr","TtlJlPrtr"
201748165,2017,"48165","TX","Gaines County",167.18,48.89,264.59,1508.77,434.78,172.84,0,128.35,3311.84,135.34
201748167,2017,"48167","TX","Galveston County",507.49,204,851.2,105.86,1218.87,788.93,209.42,622.58,8134.89,445.31
201748169,2017,"48169","TX","Garza County",1328.05,266.09,338.43,0,2682.22,757.79,0,893.2,6808.83,935.33
201748171,2017,"48171","TX","Gillespie County",69.41,0,142.94,0,444.44,51.12,0,19.5,1082.73,27.76
201748173,2017,"48173","TX","Glasscock County",115.34,0,0,0,0,1984.89,0,645.1,5997.69,0
201748175,2017,"48175","TX","Goliad County",656.46,87.68,1223.24,0,1492.54,411.28,0,762.78,3413.57,306.35
201748177,2017,"48177","TX","Gonzales County",733.67,80.1,761.58,0,2826.86,505.28,5311.11,289.52,17229.41,512.78
201748179,2017,"48179","TX","Gray County",406.86,81.69,654.19,0,696.86,318.47,820.51,417,7178.15,356
201748181,2017,"48181","TX","Grayson County",460.43,138.43,618.54,0,1249.31,220.06,75.24,451.3,10676.06,336.51
201748183,2017,"48183","TX","Gregg County",924.34,324.72,1536.89,227.31,1624.77,324.97,239.25,877.08,11710.03,775
201748185,2017,"48185","TX","Grimes County",398.21,102.33,477.44,1234.57,702.43,202.11,0,348.26,6902.27,320.78
201748187,2017,"48187","TX","Guadalupe County",356.3,132.75,551.35,39.78,394.09,490.89,373.46,233.95,5630.34,278.18
201748189,2017,"48189","TX","Hale County",435.72,99.32,843.63,0,926.64,130.74,0,825.42,4292.99,256.85
201748191,2017,"48191","TX","Hall County",283.61,0,454.55,0,1369.86,451.13,0,319.83,11798.07,453.77
201748193,2017,"48193","TX","Hamilton County",250.89,42.52,493.62,0,1140.35,148.15,0,301.96,5435.92,271.8
201748195,2017,"48195","TX","Hansford County",89.31,0,115.07,0,0,90.2,0,182.04,1548.08,89.31
201748197,2017,"48197","TX","Hardeman County",333.89,0,411.86,0,684.93,244.76,0,364.08,2170.28,125.21
201748199,2017,"48199","TX","Hardin County",442.54,197.75,913.65,0,2245.51,234.74,0,475.13,7874.43,345.73
201748201,2017,"48201","TX","Harris County",327.11,74.32,530.68,97.28,770.99,113.83,51.45,343.44,3454.03,190.23
201748203,2017,"48203","TX","Harrison County",601.7,237.14,1089.72,461.11,1501.33,209.92,0,474.41,9386.51,572.82
201748205,2017,"48205","TX","Hartley County",394.74,337.7,370.16,1736.84,390.45,432.43,5117.65,329.16,11052.56,239.11
201748207,2017,"48207","TX","Haskell County",10311.06,1700.32,15082.33,4584.91,20868.57,18644.95,8526.32,3455.16,118977.82,9022.18
201748209,2017,"48209","TX","Hays County",229.03,81.25,318.15,40.9,561.71,185.9,166.67,189.09,4893.61,165.12
201748211,2017,"48211","TX","Hemphill County",204.64,138.23,337.23,0,0,116.31,0,213.34,15951.05,34.18
201748213,2017,"48213","TX","Henderson County",774.78,292.56,1332.28,394.16,1730.1,22.12,0,872.13,8708.15,532.15
201748215,2017,"48215","TX","Hidalgo County",205.14,35.85,333.08,82.45,75.7,190.34,0,39.3,3853.06,161.88
201748217,2017,"48217","TX","Hill County",644.71,157.85,1065.8,0,2533.25,359.79,0,539.46,13024.12,463.82
201748219,2017,"48219","TX","Hockley County",509.2,109.65,699.58,0,1437.7,672.36,0,249.82,2118.27,393.78
201748221,2017,"48221","TX","Hood County",422.58,0,841.9,260.36,887.57,152.64,4829.79,462.53,3249.71,291.64
201748223,2017,"48223","TX","Hopkins County",418.45,97.57,589.81,0,1238.94,125.79,0,448.84,2314.81,369.48
201748225,2017,"48225","TX","Houston County",643.72,112.72,668.15,0,173.57,220.26,0,1332.85,9096,531.77
201748227,2017,"48227","TX","Howard County",231.56,81.78,321,0,338.15,203.48,0,266.9,5190.24,227.57
201748229,2017,"48229","TX","Hudspeth County",3481.94,704.23,5565.64,5189.19,4301.08,1812.19,0,10821.64,35535.31,3319.23
201748231,2017,"48231","TX","Hunt County",573.32,200.05,1032.23,160.64,1864.67,578.21,0,492.05,6099.96,355.23
201748233,2017,"48233","TX","Hutchinson County",448.06,152,572.52,0,919.54,188.56,0,464.67,10872.97,365.92
201748235,2017,"48235","TX","Irion County",574.97,208.89,899.37,333.33,3611.11,1155.04,125,250,9604.1,502.7
201748237,2017,"48237","TX","Jack County",259.25,257.4,492.04,0,600.6,99.6,62062.5,457.04,5392.33,293.81
201748239,2017,"48239","TX","Jackson County",649.99,226.04,1246.51,0,1481.48,826.18,0,649.97,11171.09,440.67
201748241,2017,"48241","TX","Jasper County",435.97,37.31,387.49,0,1316.14,67.11,0,267.28,7476.46,408.14
201748243,2017,"48243","TX","Jeff Davis County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201748245,2017,"48245","TX","Jefferson County",590.8,181.07,904.43,40.21,936.61,338.1,155.04,422.81,10264.71,394.66
201748247,2017,"48247","TX","Jim Hogg County",368.14,0,819.67,0,0,468.13,0,710.84,24364.12,200.8
201748249,2017,"48249","TX","Jim Wells County",242.5,47.39,424.2,0,1000,266.01,0,157.8,5167.96,218.64
201748251,2017,"48251","TX","Johnson County",788.65,194.18,1000.98,1128.82,1002.76,1070.4,155.52,435.12,7009.8,438.34
201748253,2017,"48253","TX","Jones County",250.84,112.76,304.65,0,273.85,194.13,0,173.17,7080.91,157.67
201748255,2017,"48255","TX","Karnes County",94.28,52.26,147.49,0,48.66,138.43,0,113.64,5392.67,0
201748257,2017,"48257","TX","Kaufman County",522.23,138.82,871.51,94.42,1345.2,65.53,0,505.91,7263.69,369.81
201748259,2017,"48259","TX","Kendall County",204.29,43.5,389.19,0,260.42,411.99,0,148.6,5862.4,193.35
201748261,2017,"48261","TX","Kenedy County",455.6,196.85,712.12,0,1400,507.69,0,222.22,11324.32,397.68
201748263,2017,"48263","TX","Kent County",1328.67,159.2,456.14,0,8000,1968.09,0,425,6808.86,934.73
201748265,2017,"48265","TX","Kerr County",644.35,203.85,1078.43,0,2564.1,827.91,0,466.42,11605.11,508.7
201748267,2017,"48267","TX","Kimble County",443.01,0,818.33,0,10400,738.55,0,516.06,10471.2,563.83
201748269,2017,"48269","TX","King County",26432.58,129.41,30354.84,NA,181333.33,40410.26,24000,5125.93,228533.71,15095.51
201748271,2017,"48271","TX","Kinney County",1232.39,0,1673,0,0,1812.3,0,190.4,0,1232.39
201748273,2017,"48273","TX","Kleberg County",454.34,199.07,694.68,0,682.39,526.59,0,236.53,11325.68,397.56
201748275,2017,"48275","TX","Knox County",374.01,0,535.24,0,461.54,395.26,0,245.5,12155.21,187
201748277,2017,"48277","TX","Lamar County",501.24,122.3,723.46,0,802.38,86.24,208.77,384.72,8745.26,270.4
201748279,2017,"48279","TX","Lamb County",539.32,228.54,520.45,4115.38,1242.24,503.72,0,629.76,9130.82,489.15
201748281,2017,"48281","TX","Lampasas County",206.61,15.32,474.01,0,357.78,440.37,810,158.43,9152.13,198.96
201748283,2017,"48283","TX","La Salle County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201748285,2017,"48285","TX","Lavaca County",252.39,52.32,608.06,0,1803.05,451.67,0,94.71,0,191.47
201748287,2017,"48287","TX","Lee County",400.62,37.74,228.75,0,708.66,373.27,0,202.28,6628.43,182.1
201748289,2017,"48289","TX","Leon County",303.64,0,322,0,962.86,259.57,0,214.16,2105.26,192.31
201748291,2017,"48291","TX","Liberty County",429.29,165.98,737.37,169.41,1154.3,149.19,0,454.1,7001.49,311.06
201748293,2017,"48293","TX","Limestone County",5725.01,293.21,10097.01,7149.12,2572.46,18973.61,0,1106.83,21999.32,900.72
201748295,2017,"48295","TX","Lipscomb County",146.84,104.6,367.99,0,0,83.57,0,239.81,5090.55,97.9
201748297,2017,"48297","TX","Live Oak County",597.41,28.36,491.48,0,185.77,922.2,0,502.54,17117.82,536.49
201748299,2017,"48299","TX","Llano County",564.41,157.62,739.34,0,546.45,555.56,0,423.5,12043.7,345.93
201748301,2017,"48301","TX","Loving County",1850.57,45.45,3953.49,NA,2333.33,5208.33,0,610.17,24597.7,1436.78
201748303,2017,"48303","TX","Lubbock County",543.85,196.21,922.05,16.99,1567.07,774.86,109.17,314.71,7753.44,512.38
201748305,2017,"48305","TX","Lynn County",426.02,296.91,1959.72,0,3448.28,1435.96,0,1020.41,22152.8,1249.64
201748307,2017,"48307","TX","McCulloch County",442.94,42.84,415.45,0,909.09,244.8,0,578.43,5484.08,337.48
201748309,2017,"48309","TX","McLennan County",959.45,308.98,1611.13,144.59,2231.92,1132.22,481.95,567.12,9625.55,532.75
201748311,2017,"48311","TX","McMullen County",597.54,28.17,500,0,461.54,796.54,0,529.66,17117.04,535.93
201748313,2017,"48313","TX","Madison County",377.79,139.28,572.49,0,465.98,124.07,0,184.99,11459.75,178.4
201748315,2017,"48315","TX","Marion County",552.21,97.37,518.13,0,907.03,393.7,0,445.07,6961.18,468.54
201748317,2017,"48317","TX","Martin County",200.57,0,508.76,0,1585.71,242.87,3733.33,57.37,4469.91,114.61
201748319,2017,"48319","TX","Mason County",87.68,0,174.98,0,0,73.64,0,64.02,4559.4,0
201748321,2017,"48321","TX","Matagorda County",508.53,133.64,863.04,424.63,1551.65,421.69,0,335.33,10464.25,486.61
201748323,2017,"48323","TX","Maverick County",280.46,22.28,1227.06,106.01,877.19,193.55,249.31,100.5,10437.46,49.49
201748325,2017,"48325","TX","Medina County",239.92,46.05,410.19,0,286.86,324.37,0,160.75,3198.92,193.78
201748327,2017,"48327","TX","Menard County",428.08,0,528.17,0,0,414.08,0,307.69,8904.11,171.23
201748329,2017,"48329","TX","Midland County",435.78,160.63,706.97,40.8,1499.05,119.22,189.39,629.25,10660.42,64.77
201748331,2017,"48331","TX","Milam County",702.15,39.79,539.45,0,2175.49,462.51,0,433.56,2086.4,448.04
201748333,2017,"48333","TX","Mills County",146.41,0,377.07,0,3333.33,135.82,0,143.47,0,146.41
201748335,2017,"48335","TX","Mitchell County",290.43,97.7,375.51,0,1071.98,744.31,0,477.52,8495.19,653.48
201748337,2017,"48337","TX","Montague County",488.23,156.47,699.55,0,2020.2,220.59,0,446.84,8849.17,383.61
201748339,2017,"48339","TX","Montgomery County",256.73,84.39,446.02,155.11,854.4,136.96,60.53,271.65,5453.43,200.78
201748341,2017,"48341","TX","Moore County",287.38,126.04,539.87,304.88,184.16,302.15,0,206.85,0,191.58
201748343,2017,"48343","TX","Morris County",368.2,288.64,823.4,0,499.72,132.45,0,321.2,17018.96,177.28
201748345,2017,"48345","TX","Motley County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201748347,2017,"48347","TX","Nacogdoches County",538.23,211.59,1004.61,0,1434.59,477.12,0,373.41,0,0
201748349,2017,"48349","TX","Navarro County",705.97,152.62,1336.21,0,2439.02,351.97,0,775.8,13744.65,729.39
201748351,2017,"48351","TX","Newton County",6546.81,1112.45,10596.73,871.43,19067.36,61209.91,849.32,2753.58,204613.3,1741.29
201748353,2017,"48353","TX","Nolan County",481.31,114.16,680.72,0,1160.09,664.16,0,305.25,9312.74,346.99
201748355,2017,"48355","TX","Nueces County",441.63,149.62,745.98,175.7,827.91,496.19,0,322.65,7773.75,211.51
201748357,2017,"48357","TX","Ochiltree County",400.45,132.98,463.68,0,0,295.51,2478.26,551.07,20823.32,400.45
201748359,2017,"48359","TX","Oldham County",418.12,144.3,1212.94,0,5769.23,865.8,0,446.43,10522.65,348.43
201748361,2017,"48361","TX","Orange County",335.02,162.73,763.3,85.83,486.67,98.86,0,293.96,13667.24,190.65
201748363,2017,"48363","TX","Palo Pinto County",553.18,201.5,1336.9,0,1483.05,469.09,0,667.98,10972.34,461.93
201748365,2017,"48365","TX","Panola County",353.58,123.78,629.11,571.43,848.18,245.3,0,291.35,8118.41,270.38
201748367,2017,"48367","TX","Parker County",494.26,69.65,356.53,0,1631.21,336.2,0,510.96,6712.64,422.16
201748369,2017,"48369","TX","Parmer County",524.5,419.14,741.2,0,4507.25,443.48,0,363.45,17898.71,0
201748371,2017,"48371","TX","Pecos County",261.05,48.71,368.77,1030.93,468.92,377.74,0,218.02,13574.4,299.72
201748373,2017,"48373","TX","Polk County",3105.39,297.91,1357.39,432.14,1161.26,1509.43,621.99,717.36,25600.48,443.63
201748375,2017,"48375","TX","Potter County",732.15,272.17,1267.48,551.91,1607.76,107.22,0,1269.39,11518.86,477.38
201748377,2017,"48377","TX","Presidio County",1866.05,824.32,4566.21,0,1577.78,2333.33,0,217.39,55828.22,1942.74
201748379,2017,"48379","TX","Rains County",313.7,169.06,894.92,0,553.85,297.18,0,299.85,17795.52,285.18
201748381,2017,"48381","TX","Randall County",414.11,210.34,663.84,135.33,1539.94,542.26,286.01,359.82,12423.35,203.64
201748383,2017,"48383","TX","Reagan County",3323.39,279.33,6127.26,0,26562.5,2613.98,22222.22,3079.42,35449.51,724.33
201748385,2017,"48385","TX","Real County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201748387,2017,"48387","TX","Red River County",427.11,135.91,866.16,1060.61,700.93,176.37,955.56,397.43,17911.27,358.23
201748389,2017,"48389","TX","Reeves County",577.43,311.53,1080.62,174.5,1540.83,64.92,5000,1223.09,984.48,265.05
201748391,2017,"48391","TX","Refugio County",892.44,0,1344.46,2857.14,1587.3,1127.14,0,462.43,17097.23,892.44
201748393,2017,"48393","TX","Roberts County",203.9,139.71,328.77,0,0,289.47,0,161.43,15950.35,33.69
201748395,2017,"48395","TX","Robertson County",266.59,37.51,502.8,0,539.33,135.99,0,219.45,4455.87,76.17
201748397,2017,"48397","TX","Rockwall County",354.94,140.37,651.61,0,1238.18,227.55,0,375.46,6238.22,309.4
201748399,2017,"48399","TX","Runnels County",445.23,87.17,1196.7,1242.99,455.13,439.82,0,286.83,3858.79,264.99
201748401,2017,"48401","TX","Rusk County",250.15,32.27,333.58,0,436.55,197.27,0,211.39,5700.15,216.43
201748403,2017,"48403","TX","Sabine County",248.01,139.08,469.48,0,444.44,411.52,0,306.94,5527.02,265.72
201748405,2017,"48405","TX","San Augustine County",416.49,0,333.47,0,706.09,0,0,368.44,5414.41,333.19
201748407,2017,"48407","TX","San Jacinto County",355.6,69.86,572.1,0,614.53,127.88,0,366.96,6062.73,297.31
201748409,2017,"48409","TX","San Patricio County",520.32,162.29,878.09,0,954.73,549.94,0,497.33,12242.78,456.75
201748411,2017,"48411","TX","San Saba County",136.61,66.14,186.22,0,0,82.78,0,271.99,8524.59,27.32
201748413,2017,"48413","TX","Schleicher County",498.61,0,550.66,0,3448.28,200,0,780.23,20166.2,387.81
201748415,2017,"48415","TX","Scurry County",418.38,103.77,545.38,0,294.66,417.63,0,357.7,16202.27,115.71
201748417,2017,"48417","TX","Shackelford County",789.34,190.29,614.75,0,4068.97,1532.57,0,522.65,12826.84,542.67
201748419,2017,"48419","TX","Shelby County",355.83,91.42,615.38,0,598.59,138.36,0,244.19,5719.09,181.15
201748421,2017,"48421","TX","Sherman County",107.18,0,298.8,0,8823.53,0,0,314.8,2786.71,0
201748423,2017,"48423","TX","Smith County",496.91,188.25,802.65,39.13,997.36,281.9,8190.31,405.08,6083.2,314.83
201748425,2017,"48425","TX","Somervell County",719.3,389.38,986.84,0,2469.14,177.46,0,913.78,14961.34,485.52
201748427,2017,"48427","TX","Starr County",522.12,40.04,1172.14,0,2088.89,612.88,0,157.36,2648.8,0
201748429,2017,"48429","TX","Stephens County",483.59,271.63,715.84,0,550.8,334.45,0,622.82,9516.41,500.86
201748431,2017,"48431","TX","Sterling County",312.42,47.24,480.77,0,2588.24,18.46,14600,422.47,20568.38,159.35
201748433,2017,"48433","TX","Stonewall County",259.4,257.73,522.19,0,1861.11,718.56,0,361.66,26977.95,259.4
201748435,2017,"48435","TX","Sutton County",293.13,85.54,820.34,0,1687.5,195.57,0,99.27,10887.77,83.75
201748437,2017,"48437","TX","Swisher County",283.41,0,0,0,724.64,282.62,0,300.75,6191.41,0
201748439,2017,"48439","TX","Tarrant County",254.27,81.95,475.39,111.86,588.61,199.56,253.25,232.67,2760.08,182.95
201748441,2017,"48441","TX","Taylor County",617.25,217.33,1086.71,38.49,1836.76,686.53,491.19,516.57,11618.28,469.43
201748443,2017,"48443","TX","Terrell County",452.49,0,431.03,0,22222.22,409.84,0,561.8,11764.71,226.24
201748445,2017,"48445","TX","Terry County",1002.21,173.71,2908.49,0,1240.69,1333.95,0,593.37,52791.88,846.02
201748447,2017,"48447","TX","Throckmorton County",10311.32,1436.49,17527.71,11400,70666.67,40484.38,9500,2533.62,118977.59,9022.41
201748449,2017,"48449","TX","Titus County",587.16,137.7,504.95,504.07,2232.37,66.57,0,637.16,7440.67,429.27
201748451,2017,"48451","TX","Tom Green County",575.26,204.59,913.99,78.9,1601.62,796.11,296.18,323.71,9604.45,502.7
201748453,2017,"48453","TX","Travis County",283.58,74.78,479.81,20.41,1075.08,283.62,36.36,190.31,5348.14,213.3
201748455,2017,"48455","TX","Trinity County",83.13,0,100.28,0,408.88,0,0,106.19,6175.04,47.5
201748457,2017,"48457","TX","Tyler County",254.64,211.79,273.22,0,560.85,85.97,0,227.79,778.91,217.2
201748459,2017,"48459","TX","Upshur County",781.04,226.12,1400.41,0,3731.67,0,0,594.84,7107.43,577.97
201748461,2017,"48461","TX","Upton County",2090.75,468.6,3556.31,0,1851.85,1482.7,0,1989.53,25444.84,1290.04
201748463,2017,"48463","TX","Uvalde County",785.44,48.44,489.78,0,22535.21,116.19,0,1276.7,9498.3,511.45
201748465,2017,"48465","TX","Val Verde County",3717.17,540.43,6884.79,0,1652.89,4619.62,1287.67,380.79,53418.14,2673.05
201748467,2017,"48467","TX","Van Zandt County",467.55,122.49,876.93,0,2281.37,104.9,0,463.73,7078.39,449.8
201748469,2017,"48469","TX","Victoria County",682.37,198.18,1115.86,110.04,1819.66,691.14,0,473.4,10550.89,496.27
201748471,2017,"48471","TX","Walker County",116.51,85.42,409.1,148.26,442.35,103.1,0,207.59,7212.74,170.15
201748473,2017,"48473","TX","Waller County",287.75,45.84,474.02,0,485.2,205,0,145.83,7800.99,244.59
201748475,2017,"48475","TX","Ward County",663.56,348.23,1182.29,1704.55,2173.91,389.51,0,993.97,7440.35,310.6
201748477,2017,"48477","TX","Washington County",396.23,168.71,702.69,195.74,855.78,735.71,0,243.07,9320.75,415.09
201748479,2017,"48479","TX","Webb County",315.29,32.95,606.89,0,579.42,320.4,0,177.02,6178.28,267.18
201748481,2017,"48481","TX","Wharton County",501.6,114.84,785.69,751.88,1352.13,510.67,0,221.34,9831.38,466.88
201748483,2017,"48483","TX","Wheeler County",94.88,189.51,633.31,0,582.61,75.06,0,182.57,8222.64,63.25
201748485,2017,"48485","TX","Wichita County",552.13,237.43,816.3,320.8,1238.84,529.93,124.07,459.04,0,455.36
201748487,2017,"48487","TX","Wilbarger County",369.59,0,557.44,0,1416.67,66.45,0,248.06,0,0
201748489,2017,"48489","TX","Willacy County",433.17,85.05,450.56,0,524.93,464.49,0,92.34,2179.84,363.31
201748491,2017,"48491","TX","Williamson County",181.52,53.32,312.6,33.9,1064.64,153.87,0,110.66,3765.21,44.01
201748493,2017,"48493","TX","Wilson County",366.45,81.91,697.56,0,1237.11,616.19,0,214.95,977.2,0
201748495,2017,"48495","TX","Winkler County",1850.71,43.46,3700.91,0,2950.41,2359.3,0,1167.66,24593.8,1439.49
201748497,2017,"48497","TX","Wise County",460.18,151.36,741.22,727.27,2219.14,371.97,309.66,431.48,8877.25,354.53
201748499,2017,"48499","TX","Wood County",535.94,287.26,918.72,0,1137.66,358.42,0,605.23,5584.02,551.7
201748501,2017,"48501","TX","Yoakum County",289.58,40.11,521.03,0,1428.57,285.47,0,127.55,12046.33,173.75
201748503,2017,"48503","TX","Young County",739.23,0,641.03,0,2409.64,475.51,5403.51,748.75,13454.08,628.35
201748505,2017,"48505","TX","Zapata County",1850.09,792.36,4515.82,0,5722.22,1407.93,0,1622.78,2466.79,984.35
201748507,2017,"48507","TX","Zavala County",866.74,395.26,1249.35,0,1813.95,516.8,0,1162.79,14084.51,270.86
201749001,2017,"49001","UT","Beaver County",9914.02,221.48,19311.06,47018.87,113333.33,20674.16,38461.54,6940.06,21923.7,0
201749003,2017,"49003","UT","Box Elder County",434.46,136.07,787.12,987.92,4301.08,839.52,692.04,404.21,6841.27,88.73
201749005,2017,"49005","UT","Cache County",318.24,131.48,495.57,400.14,688.07,727.06,1411.29,243.7,3527.82,161.59
201749007,2017,"49007","UT","Carbon County",790.83,256.82,957.48,1492.54,819.67,1132.79,719.42,864.72,12588.77,274.37
201749009,2017,"49009","UT","Daggett County",13508.77,0,26578.07,66666.67,1e+05,57692.31,60000,10131.33,9122.81,0
201749011,2017,"49011","UT","Davis County",306.57,91.64,451.07,367.85,786.08,765.03,1883.56,191.5,4272.33,90.73
201749013,2017,"49013","UT","Duchesne County",1455.04,311.8,2380.95,4255.32,3174.6,2823.02,5219.21,984.02,19355.38,186.11
201749015,2017,"49015","UT","Emery County",302.42,135.04,468.23,2222.22,6451.61,560.22,1960.78,219.46,4200.27,235.22
201749017,2017,"49017","UT","Garfield County",3547.3,0,5916.4,3369.86,18518.52,4591.84,1428.57,3777.95,10540.54,101.35
201749019,2017,"49019","UT","Grand County",566.25,655.31,1438.16,1030.93,5373.13,154.8,2800,546.77,29445.07,355.93
201749021,2017,"49021","UT","Iron County",525.55,98.96,994.43,140.85,22500,145.72,492.98,200.55,7600.21,279.88
201749023,2017,"49023","UT","Juab County",568.44,212.83,1354.53,0,3604.65,1916.93,5000,369.72,17112.94,194.47
201749025,2017,"49025","UT","Kane County",3762.33,92.81,680.58,26315.79,23255.81,12658.23,23255.81,2528.45,17894.01,114.71
201749027,2017,"49027","UT","Millard County",1018.74,111.79,2034.88,2362.2,22222.22,1342.28,0,954.89,31078.51,135.83
201749029,2017,"49029","UT","Morgan County",583.98,262.84,913.81,467.74,7840.91,6764.15,2090.91,341.61,6829.49,208.72
201749031,2017,"49031","UT","Piute County",822.9,136.24,1492.19,1000,6600,1037.5,3000,761.4,8091.88,207.72
201749033,2017,"49033","UT","Rich County",72.25,0,143.88,0,0,806.45,9090.91,81.23,0,0
201749035,2017,"49035","UT","Salt Lake County",292.4,121.85,456.54,235.92,1361.49,414.12,1253.01,338.39,3741.09,291.47
201749037,2017,"49037","UT","San Juan County",987.23,108.04,1854.62,4185.71,4477.61,2360.52,451.03,1231.53,7812,203.88
201749039,2017,"49039","UT","Sanpete County",578.3,120.8,952.2,883.72,749.06,494.8,398.41,546.64,4093.75,60.87
201749041,2017,"49041","UT","Sevier County",822.5,137.12,1486.17,1056.18,5845.36,2249.21,573.17,722.46,8091.89,207.47
201749043,2017,"49043","UT","Summit County",263.15,94.86,416.18,710.48,609.76,427.77,1250,199.08,1479.32,85.35
201749045,2017,"49045","UT","Tooele County",317.62,80.41,392.14,168.35,565.01,678.95,549.43,237.5,14573.31,210.19
201749047,2017,"49047","UT","Uintah County",906.51,236.34,1527.49,2747.25,5982.91,1778.54,552.15,588.6,20491.84,260.33
201749049,2017,"49049","UT","Utah County",221.97,141.71,279.67,68.23,679.01,244.63,405.04,206.57,7229.26,126.84
201749051,2017,"49051","UT","Wasatch County",421.88,569.28,268.02,768.29,763.36,735.86,4838.71,296.03,5745.57,140.63
201749053,2017,"49053","UT","Washington County",466.75,127.1,834.62,192.86,1535.09,402.81,1685.82,427.58,0,200.04
201749055,2017,"49055","UT","Wayne County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201749057,2017,"49057","UT","Weber County",583.92,260.65,921.07,180.47,2981.63,1114.08,937.72,421.32,6829.43,208.75
201750001,2017,"50001","VT","Addison County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750003,2017,"50003","VT","Bennington County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750005,2017,"50005","VT","Caledonia County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750007,2017,"50007","VT","Chittenden County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750009,2017,"50009","VT","Essex County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750011,2017,"50011","VT","Franklin County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750013,2017,"50013","VT","Grand Isle County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750015,2017,"50015","VT","Lamoille County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750017,2017,"50017","VT","Orange County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750019,2017,"50019","VT","Orleans County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750021,2017,"50021","VT","Rutland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750023,2017,"50023","VT","Washington County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750025,2017,"50025","VT","Windham County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201750027,2017,"50027","VT","Windsor County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201751001,2017,"51001","VA","Accomack County",497.05,40.12,775.19,658.42,486.17,454.8,0,520.38,8793.24,461.18
201751003,2017,"51003","VA","Albemarle County",529.5,164.32,950.65,17.48,2239.01,344.08,1086.09,372.42,7332.5,316.98
201751005,2017,"51005","VA","Alleghany County",815.12,485.4,1378.51,2363.64,2580.57,633.09,0,849.81,9713.04,416.06
201751007,2017,"51007","VA","Amelia County",1272.39,319.9,2129.92,7319.15,4703.49,1448,1346.15,246.62,11665.34,340.94
201751009,2017,"51009","VA","Amherst County",611.86,204.54,1079.37,147.89,1424.49,228.26,251.5,437.97,6027.22,372.44
201751011,2017,"51011","VA","Appomattox County",611.84,204.09,1082.37,222.22,1470.62,369.7,952.38,423.57,6027.24,372.39
201751013,2017,"51013","VA","Arlington County",277.21,83.42,500.5,26.71,1929.54,219.57,0,173.6,3149.54,70.26
201751015,2017,"51015","VA","Augusta County",317.34,115.72,543.14,301.89,1853.43,417.04,0,257.03,4537.95,272.91
201751017,2017,"51017","VA","Bath County",814.93,503.54,1329.07,1466.67,2565.89,384.62,0,860.74,9712.97,415.93
201751019,2017,"51019","VA","Bedford County",611.85,207.29,1064.7,66.93,3901.8,275.16,689.19,372.06,6027.24,372.44
201751021,2017,"51021","VA","Bland County",773.7,390.75,1258.39,190.48,2289.22,564.1,0,828.69,8515.8,274.19
201751023,2017,"51023","VA","Botetourt County",399.05,167.21,686.07,424.73,1355.47,231.38,0,400.57,4971.3,141.34
201751025,2017,"51025","VA","Brunswick County",1213.62,367.93,2044.82,360,1484.17,972.66,884.62,1115.13,7628.83,577.72
201751027,2017,"51027","VA","Buchanan County",1510.32,616.28,2251.94,525.42,1000,348.31,1142.86,1266.3,9473.12,418.2
201751029,2017,"51029","VA","Buckingham County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201751031,2017,"51031","VA","Campbell County",611.85,206.14,1070.8,74.45,1886.37,232.29,601.63,411.07,6027.25,372.42
201751033,2017,"51033","VA","Caroline County",958.43,0,1227.75,490.2,1336.51,2173.91,0,196.19,1993.75,0
201751035,2017,"51035","VA","Carroll County",773.68,330.83,1449.11,425,11373.63,147.98,0,814.78,8515.88,274.25
201751036,2017,"51036","VA","Charles City County",3445.64,1113.98,5611.29,1043.48,4914.36,2262.63,55.56,2540.2,22607.04,1199.96
201751037,2017,"51037","VA","Charlotte County",940.7,82.42,1813.26,3791.67,1409.11,2360.76,0,798.72,14178.6,313.57
201751041,2017,"51041","VA","Chesterfield County",119.09,31.43,291.75,37.14,247.27,94.84,339.11,137.59,6613.88,143.35
