address,city,state,zip,Longitude,Latitude,Match Score,geo_method,category
1605 SOUTH MAIN STREET NA LILLINGTON NC 27546,LILLINGTON,NC,27546,-78.8185843,35.3898348,,osm,dialysis
1611 ANDREWS RD NA MURPHY NC 28906,MURPHY,NC,28906,-84.00887876,35.11003493,,osm,dialysis
1025 KINGOLD BLVD NA SNOW HILL NC 28580,SNOW HILL,NC,28580,-77.66660471,35.44164606,,osm,dialysis
3525 WHITE PLAINS ROAD STE. A BRONX NY 10467,BRONX,NY,10467,-73.86560635,40.87870255,,osm,dialysis
445 WEST COMMERCIAL STREET NA EAST ROCHESTER NY 14445,EAST ROCHESTER,NY,14445,-77.49590693,43.11601748,,osm,dialysis
1402 ATLANTIC AVE NA BROOKLYN NY 11216,BROOKLYN,NY,11216,-73.94545795,40.67794505,,osm,dialysis
2372 LINDEN BOULEVARD NA BROOKLYN NY 11208,BROOKLYN,NY,11208,-73.87542119,40.6646373,,osm,dialysis
14 EAST CORDOVA AVE NA CUBA NM 87103,CUBA,NM,87103,-106.9632021,36.01415358,,osm,dialysis
2550 S TELSHOR BLVD NA LAS CRUCES NM 88011,LAS CRUCES,NM,88011,-106.7437391,32.3145012,,osm,dialysis
9562 ROCKY RIVER ROAD NA CHARLOTTE NC 28215,CHARLOTTE,NC,28215,-80.698611,35.274933,,osm,dialysis
210 OCEAN HWY S NA HERTFORD NC 27944,HERTFORD,NC,27944,-76.4616222,36.1776143,,osm,dialysis
10501 CENTRUM PARKWAY NA PINEVILLE NC 28134,PINEVILLE,NC,28134,-80.8773,35.089287,,census,dialysis
203 WEST ROUTE 59 NA NANUET NY 10954,NANUET,NY,10954,-73.9902058,41.0907594,,osm,dialysis
205 BIRCHWOOD AVE NA CRANFORD NJ 07016,CRANFORD,NJ,7016,-74.28996723,40.66697754,,osm,dialysis
1940 WEBSTER AVENUE NA BRONX NY 10457,BRONX,NY,10457,-73.89994225,40.8486886,,osm,dialysis
116 NORTH JENSEN ROAD NA VESTAL NY 13850,VESTAL,NY,13850,-75.99568465,42.09733044,,osm,dialysis
30 CENTRAL AVENUE NA HAUPPAUGE NY 11788,HAUPPAUGE,NY,11788,-73.21972817,40.80714021,,osm,dialysis
1275 BEDFORD AVENUE NA BROOKLYN NY 11216,BROOKLYN,NY,11216,-73.95284286,40.67954505,,osm,dialysis
3020 WESTCHESTER AVE NA PURCHASE NY 10577,PURCHASE,NY,10577,-73.696884,41.01212,,census,dialysis
2 SHERMAN POTTS DR NA GHENT NY 12075,GHENT,NY,12075,-73.7091,42.280613,,census,dialysis
1490 MACOMBS ROAD NA BRONX NY 10452,BRONX,NY,10452,-73.917946,40.84287,,census,dialysis
1000 PELHAM PARKWAY SOUTH NA BRONX NY 10461,BRONX,NY,10461,-73.85975373,40.85656155,,osm,dialysis
30 SNEDEN AVE NA STATEN ISLAND NY 10312,STATEN ISLAND,NY,10312,-74.17578,40.540764,,census,dialysis
5220 N TRYON STREET NA CHARLOTTE NC 28213,CHARLOTTE,NC,28213,-80.757855,35.2893631,,osm,dialysis
201 HOOD STREET NA DURHAM NC 27701,DURHAM,NC,27701,-78.89372,35.99024,,census,dialysis
256 BROADWAY NA HUNTINGTON STATION NY 11746,HUNTINGTON STATION,NY,11746,-73.40144437,40.8566559,,osm,dialysis
21 CROSSING BOULEVARD NA CLIFTON PARK NY 12065,CLIFTON PARK,NY,12065,-73.77155,42.855106,,census,dialysis
1 CISNEY AVE NA FLORAL PARK NY 11001,FLORAL PARK,NY,11001,-73.688218,40.722716,,osm,dialysis
386 VIOLET AVENUE NA POUGHKEEPSIE NY 12601,POUGHKEEPSIE,NY,12601,-73.909462,41.738905,,osm,dialysis
200 CARLETON AVENUE NA EAST ISLIP NY 11730,EAST ISLIP,NY,11730,-73.19313273,40.74069075,,osm,dialysis
3 NORTH MAIN STREET NA FREEPORT NY 11520,FREEPORT,NY,11520,-73.58378905,40.65759405,,osm,dialysis
170 W. 233RD STREET NA BRONX NY 10463,BRONX,NY,10463,-73.9030281,40.8803129,,osm,dialysis
27 PARK AVENUE NA BINGHAMTON NY 13903,BINGHAMTON,NY,13903,-75.9152738,42.0873036,,osm,dialysis
65 PENNSYLVANIA AVENUE NA BINGHAMTON NY 13903,BINGHAMTON,NY,13903,-75.91655,42.085876,,census,dialysis
1010 UNDERHILL AVENUE NA BRONX NY 10472,BRONX,NY,10472,-73.86128,40.826454,,census,dialysis
4102 13TH AVENUE NA BROOKLYN NY 11219,BROOKLYN,NY,11219,-73.98764776,40.63945154,,osm,dialysis
1280 NEWSOME STREET NA MOUNT AIRY NC 27030,MOUNT AIRY,NC,27030,-80.60180376,36.4806673,,osm,dialysis
3515 LATROBE DRIVE NA CHARLOTTE NC 28211,CHARLOTTE,NC,28211,-80.7970407,35.19557721,,osm,dialysis
233 ANNA LEWIS DRIVE NA LEXINGTON NC 27292,LEXINGTON,NC,27292,-80.28877072,35.80210384,,osm,dialysis
2585 SOUTH ROAD NA POUGHKEEPSIE NY 12601,POUGHKEEPSIE,NY,12601,-73.92981764,41.66730164,,osm,dialysis
6520  FORT HAMILTON PARKWAY NA BROOKLYN NY 11219,BROOKLYN,NY,11219,-74.01024911,40.63046235,,osm,dialysis
25 FANNING STREET NA STATEN ISLAND NY 10314,STATEN ISLAND,NY,10314,-74.12306,40.608425,,census,dialysis
4045 JACKIE RD SE NA RIO RANCHO NM 87124,RIO RANCHO,NM,87124,-106.6543134,35.23731432,,osm,dialysis
2319 OSBORNE RD NA CARLSBAD NM 88220,CARLSBAD,NM,88220,-104.255585,32.43821,,census,dialysis
5200 SAN MATEO BLVD NE NA ALBUQUERQUE NM 87109,ALBUQUERQUE,NM,87109,-106.5865344,35.14632,,osm,dialysis
107 TRENTON ROAD NA BROWNS MILLS NJ 08015,BROWNS MILLS,NJ,8015,-74.58455796,39.97448816,,osm,dialysis
3411 WEST MILLBROOK RD NA RALEIGH NC 27613,RALEIGH,NC,27613,-78.70887818,35.8634798,,osm,dialysis
6646 REGAL OAKS DRIVE NA CHARLOTTE NC 28212,CHARLOTTE,NC,28212,-80.73061224,35.20315018,,osm,dialysis
2603 DAVIE AVENUE NA STATESVILLE NC 28625,STATESVILLE,NC,28625,-80.8445172,35.811544,,osm,dialysis
134 GREAT EAST NECK ROAD NA WEST BABYLON NY 11704,WEST BABYLON,NY,11704,-73.3463507,40.6910042,,osm,dialysis
220 STEUBEN STREET NA MONTOUR FALLS NY 14865,MONTOUR FALLS,NY,14865,-76.86069765,42.35269875,,osm,dialysis
602 IVY STREET NA ELMIRA NY 14905,ELMIRA,NY,14905,-76.826,42.10135,,census,dialysis
44 VARK STREET NA YONKERS NY 10701,YONKERS,NY,10701,-73.89842,40.92896,,census,dialysis
385 SENECA AVENUE NA RIDGEWOOD NY 11385,RIDGEWOOD,NY,11385,-73.9143906,40.7070847,,osm,dialysis
187 3RD AVE NA NEW YORK NY 10003,NEW YORK,NY,10003,-73.9850012,40.7358744,,osm,dialysis
64 ALBANY SHAKER ROAD NA ALBANY NY 12204,ALBANY,NY,12204,-73.74968722,42.67250375,,osm,dialysis
422 GRAND STREET NA JERSEY CITY NJ 07302,JERSEY CITY,NJ,7302,-74.81313281,39.63594545,,osm,dialysis
3810 COMMONS AVE NE NA ALBUQUERQUE NM 87109,ALBUQUERQUE,NM,87109,-106.60309,35.143654,,census,dialysis
3921 N. CALLE GRANDE NA HOBBS NM 88240,HOBBS,NM,88240,-103.1571077,32.74303647,,osm,dialysis
5751 MCMAHON BLVD NW NA ALBUQUERQUE NM 87114,ALBUQUERQUE,NM,87114,-106.6805748,35.20770361,,osm,dialysis
1200 S COLUMBIA RD NA GRAND FORKS ND 58201,GRAND FORKS,ND,58201,-97.073086,48.005332,,osm,dialysis
209 N 7TH ST NA BISMARCK ND 58501,BISMARCK,ND,58501,-100.7814545,46.80661288,,osm,dialysis
641 HARKLE RD NA SANTA FE NM 87505,SANTA FE,NM,87505,-105.950013,35.6596263,,osm,dialysis
801 W BROADWAY NA FARMINGTON NM 87401,FARMINGTON,NM,87401,-108.218394,36.727901,,osm,dialysis
11296 LOMAS BLVD NE NA ALBUQUERQUE NM 87112,ALBUQUERQUE,NM,87112,-106.5246766,35.08695527,,osm,dialysis
830 PARK AVENUE NA HUNTINGTON NY 11743,HUNTINGTON,NY,11743,-73.38820969,40.85589035,,osm,dialysis
762 HARRISON AVENUE SOUTH BUILDING RIVERHEAD NY 11901,RIVERHEAD,NY,11901,-72.678535,40.928116,,census,dialysis
36-17 PARSONS BLVD NA FLUSHING NY 11354,FLUSHING,NY,11354,-73.82276352,40.76411645,,osm,dialysis
1304 BUCKLEY ROAD NA SYRACUSE NY 13212,SYRACUSE,NY,13212,-76.177044,43.080338,,osm,dialysis
5201 SAN MATEO BLVD NE NA ALBUQUERQUE NM 87109,ALBUQUERQUE,NM,87109,-106.5865344,35.14632,,osm,dialysis
300 UNSER BLVD NW NA ALBUQUERQUE NM 87121,ALBUQUERQUE,NM,87121,-106.72365,35.07971,,census,dialysis
931 BRUCKNER BLVD NA BRONX NY 10459,BRONX,NY,10459,-73.89257217,40.8186935,,osm,dialysis
61-11 QUEENS BOULEVARD NA WOODSIDE NY 11377,WOODSIDE,NY,11377,-73.90300466,40.74168145,,osm,dialysis
270 MT HOPE DRIVE NA ALBANY NY 12202,ALBANY,NY,12202,-73.7733407,42.6312134,,osm,dialysis
1820 EAST TREMONT AVENUE NA BRONX NY 10460,BRONX,NY,10460,-73.86683435,40.84015535,,osm,dialysis
11 ROMAINE AVENUE NA YONKERS NY 10705,YONKERS,NY,10705,-73.89558,40.918293,,census,dialysis
220-22 HILLSIDE AVENUE NA QUEENS VILLAGE NY 11427,QUEENS VILLAGE,NY,11427,-73.7484275,40.7275841,,osm,dialysis
3875 FOOTHILLS RD NA LAS CRUCES NM 88011,LAS CRUCES,NM,88011,-106.7332213,32.3165058,,osm,dialysis
1500 INDIAN SCHOOL RD NE NA ALBUQUERQUE NM 87102,ALBUQUERQUE,NM,87102,-106.6280746,35.09852472,,osm,dialysis
3119 WEBSTER AVENUE NA BRONX NY 10467,BRONX,NY,10467,-73.8766461,40.8715039,,osm,dialysis
953 BELMONT AVENUE NA HALEDON NJ 07508,HALEDON,NJ,7508,-74.18979952,40.95508652,,osm,dialysis
29-20 NEWTOWN AVE. NA ASTORIA NY 11102,ASTORIA,NY,11102,-73.92192462,40.7685615,,osm,dialysis
2 CLARA BARTON DRIVE NA ALBANY NY 12208,ALBANY,NY,12208,-73.77528,42.646408,,census,dialysis
3057 FREEDOM DRIVE NA CHARLOTTE NC 28208,CHARLOTTE,NC,28208,-80.88879569,35.24202385,,osm,dialysis
16 REGIONAL DRIVE NA PINEHURST NC 28374,PINEHURST,NC,28374,-79.45485,35.21072,,census,dialysis
655 ASHEVILLE HIGHWAY NA SYLVA NC 28779,SYLVA,NC,28779,-83.20573,35.381287,,census,dialysis
605 TILGHMAN DRIVE NA DUNN NC 28334,DUNN,NC,28334,-78.633174,35.309725,,osm,dialysis
704 SOUTH DICKERSON STREET NA BURGAW NC 28425,BURGAW,NC,28425,-77.92535954,34.54349289,,osm,dialysis
615 PENINSULA BOULEVARD NA HEMPSTEAD NY 11550,HEMPSTEAD,NY,11550,-73.629626,40.697301,,osm,dialysis
1845 MCDONALD AVENUE NA BROOKLYN NY 11223,BROOKLYN,NY,11223,-73.97246773,40.6078276,,osm,dialysis
100 WEST KINGSBRIDGE ROAD NA BRONX NY 10468,BRONX,NY,10468,-73.9021605,40.8683809,,osm,dialysis
970 HOOPER AVENUE NA TOMS RIVER NJ 08753,TOMS RIVER,NJ,8753,-74.1785142,39.9867316,,osm,dialysis
29 COTTAGE STREET NA JERSEY CITY NJ 07306,JERSEY CITY,NJ,7306,-74.060585,40.73428,,census,dialysis
2525 S TELSHOR BLVD STE B NA LAS CRUCES NM 88011,LAS CRUCES,NM,88011,-106.7437391,32.3145012,,osm,dialysis
902 A WEST PIERCE NA CARLSBAD NM 88220,CARLSBAD,NM,88220,-104.2435831,32.4353654,,osm,dialysis
621 10TH STREET NA NIAGARA FALLS NY 14301,NIAGARA FALLS,NY,14301,-79.05004599,43.093061,,osm,dialysis
176 WASHINGTON AVE EXTENSION NA ALBANY NY 12203,ALBANY,NY,12203,-73.8517449,42.699297,,osm,dialysis
3161 EGGERT ROAD NA TONAWANDA NY 14150,TONAWANDA,NY,14150,-78.85070742,42.99744209,,osm,dialysis
1740 SOUTHEAST BLVD NA CLINTON NC 28328,CLINTON,NC,28328,-78.30368563,34.98086485,,osm,dialysis
1000 AMERICAN WAY NA APEX NC 27502,APEX,NC,27502,-78.8516077,35.717436,,osm,dialysis
5650 S OLD NC 41 HWY NA WALLACE NC 28466,WALLACE,NC,28466,-77.975538,34.739547,,osm,dialysis
575 ALTAPASS HWY NA SPRUCE PINE NC 28777,SPRUCE PINE,NC,28777,-82.06294321,35.90845153,,osm,dialysis
1780 GRAND CONCOURSE NA BRONX NY 10457,BRONX,NY,10457,-73.9090257,40.8463235,,osm,dialysis
1170 EAST 98TH STREET NA BROOKLYN NY 11236,BROOKLYN,NY,11236,-73.8986556,40.6430808,,osm,dialysis
2020 EAST GUN HILL ROAD NA BRONX NY 10469,BRONX,NY,10469,-73.8300208,40.86092746,,osm,dialysis
30 HATFIELD LANE BUILDING 2 GOSHEN NY 10924,GOSHEN,NY,10924,-74.3376,41.39332,,census,dialysis
905 LOUISIANA BLVD NE NA ALBUQUERQUE NM 87110,ALBUQUERQUE,NM,87110,-106.5687961,35.08822359,,osm,dialysis
1127 EAST GENESEE STREET NA SYRACUSE NY 13210,SYRACUSE,NY,13210,-76.1322784,43.047114,,osm,dialysis
139 FORESTBURGH RD NA MONTICELLO NY 12701,MONTICELLO,NY,12701,-74.70475,41.643852,,census,dialysis
319 LAKE AVENUE NA METUCHEN NJ 08840,METUCHEN,NJ,8840,-74.365578,40.541077,,osm,dialysis
298 APPLEGARTH RD NA MONROE TOWNSHIP NJ 08831,MONROE TOWNSHIP,NJ,8831,-74.4745722,40.3128786,,osm,dialysis
400 WEST BLACKWELL STREET 2 WEST DOVER NJ 07801,DOVER,NJ,7801,-74.57616258,40.8846161,,osm,dialysis
6620 OLD STATESVILLE ROAD NA CHARLOTTE NC 28269,CHARLOTTE,NC,28269,-80.83570545,35.31296319,,osm,dialysis
225 WASHINGTON STREET NA YADKINVILLE NC 27055,YADKINVILLE,NC,27055,-80.66932638,36.13825067,,osm,dialysis
760 SOUTH BROADWAY NA HICKSVILLE NY 11801,HICKSVILLE,NY,11801,-73.519897,40.7642413,,osm,dialysis
615 AVENUE C NA BROOKLYN NY 11218,BROOKLYN,NY,11218,-73.973145,40.640972,,census,dialysis
1594 STATE STREET NA SCHENECTADY NY 12304,SCHENECTADY,NY,12304,-73.910869,42.786413,,osm,dialysis
583 COLUMBIA TURNPIKE NA EAST GREENBUSH NY 12061,EAST GREENBUSH,NY,12061,-73.7116032,42.6008373,,osm,dialysis
50-15 BEACH CHANNEL DRIVE NA FAR ROCKAWAY NY 11691,FAR ROCKAWAY,NY,11691,-73.7584596,40.6026171,,osm,dialysis
550 ORCHARD PARK ROAD NA WEST SENECA NY 14224,WEST SENECA,NY,14224,-78.77906971,42.83206392,,osm,dialysis
3018 MILITARY ROAD NA NIAGARA FALLS NY 14304,NIAGARA FALLS,NY,14304,-78.9700994,43.0924875,,osm,dialysis
358-362 4TH AVE NA BROOKLYN NY 11215,BROOKLYN,NY,11215,-73.98617874,40.67355332,,osm,dialysis
68 HAUPPAUGE ROAD NA COMMACK NY 11725,COMMACK,NY,11725,-73.300674,40.828068,,census,dialysis
1300 ENTERPRISE RD NA SOCORRO NM 87801,SOCORRO,NM,87801,-106.9156543,34.0334275,,osm,dialysis
121 TOWNSGATE PLAZA NA CLOVIS NM 88101,CLOVIS,NM,88101,-103.20361,34.431038,,census,dialysis
CHI ST JOSEPHS HEALTH 2500 FAIRWAY ST DICKINSON ND 58601,DICKINSON,ND,58601,-102.8206373,46.8885628,,osm,dialysis
1301 15TH AVE W NA WILLISTON ND 58801,WILLISTON,ND,58801,-103.6458437,48.15609045,,osm,dialysis
407 3RD ST SE NA MINOT ND 58701,MINOT,ND,58701,-101.287197,48.23211925,,osm,dialysis
19 ROCKWELL PL DIALYSIS UNIT BROOKLYN NY 11217,BROOKLYN,NY,11217,-73.97943,40.68933,,census,dialysis
2578 MEDICAL DR NA ALAMOGORDO NM 88310,ALAMOGORDO,NM,88310,-105.93299,32.925163,,census,dialysis
1213 BONITA ST NA GRANTS NM 87020,GRANTS,NM,87020,-107.82838,35.16283,,census,dialysis
973 JAMES STREET NA SYRACUSE NY 13203,SYRACUSE,NY,13203,-76.13576494,43.05869188,,osm,dialysis
8302 PROVO DRIVE NA LIVERPOOL NY 13090,LIVERPOOL,NY,13090,-76.24114,43.168495,,census,dialysis
5101 WEST GENESEE STREET NA CAMILLUS NY 13031,CAMILLUS,NY,13031,-76.2610281,43.0413318,,osm,dialysis
4105 MEDICAL CENTER DRIVE NA FAYETTEVILLE NY 13066,FAYETTEVILLE,NY,13066,-76.01871,43.039364,,census,dialysis
3993 WEST ROAD NA CORTLAND NY 13045,CORTLAND,NY,13045,-76.20357067,42.59968267,,osm,dialysis
4421 ROOSEVELT BLVD  STE D NA MIDDLETOWN OH 45044,MIDDLETOWN,OH,45044,-84.3694431,39.4999053,,osm,dialysis
8840 TYLER BLVD NA MENTOR OH 44060,MENTOR,OH,44060,-81.32443884,41.6914382,,osm,dialysis
1210 HICKS BLVD NA FAIRFIELD OH 45014,FAIRFIELD,OH,45014,-84.53954143,39.34680988,,osm,dialysis
642 EAST BROAD STREET NA PATASKALA OH 43062,PATASKALA,OH,43062,-82.75031756,39.99940993,,osm,dialysis
1100 REDWOOD DRIVE NA ASHLAND OH 44805,ASHLAND,OH,44805,-82.33876,40.841347,,census,dialysis
1788 COLUMBUS PIKE NA DELAWARE OH 43015,DELAWARE,OH,43015,-83.07046531,40.26749673,,osm,dialysis
732 E. EMORY RD NA KNOXVILLE TN 37938,KNOXVILLE,TN,37938,-83.98807766,36.05384702,,osm,dialysis
7008 E SHELBY DR NA MEMPHIS TN 38125,MEMPHIS,TN,38125,-89.828934,35.020467,,osm,dialysis
1321 W 2ND AVE NA CORSICANA TX 75110,CORSICANA,TX,75110,-96.47842807,32.09106364,,osm,dialysis
1614 S MARKET ST NA CARTHAGE TX 75633,CARTHAGE,TX,75633,-94.3399541,32.1563882,,osm,dialysis
608 N BEDELL AVE NA DEL RIO TX 78840,DEL RIO,TX,78840,-100.8910332,29.37260371,,osm,dialysis
110 SOUTH PARK DRIVE NA BROWNWOOD TX 76801,BROWNWOOD,TX,76801,-98.99587863,31.67937024,,osm,dialysis
7201 CHEROKEE PLAZA NA WARR ACRES OK 73132,WARR ACRES,OK,73132,-97.61329,35.54525,,osm,dialysis
4436 S HARVARD AVE NA TULSA OK 74135,TULSA,OK,74135,-95.9407534,36.10041615,,osm,dialysis
7221 E RENO AVE NA MIDWEST CITY OK 73110,MIDWEST CITY,OK,73110,-97.40168656,35.46398947,,osm,dialysis
1373 E BOONE ST NA TAHLEQUAH OK 74464,TAHLEQUAH,OK,74464,-94.9502508,35.91266189,,osm,dialysis
4155 KELNOR DRIVE NA GROVE CITY OH 43123,GROVE CITY,OH,43123,-83.066734,39.877853,,census,dialysis
350 N EXPRESSWAY NA BROWNSVILLE TX 78521,BROWNSVILLE,TX,78521,-97.492122,25.929873,,osm,dialysis
9623 LONG POINT RD NA HOUSTON TX 77055,HOUSTON,TX,77055,-95.4950811,29.803043,,osm,dialysis
1020 N 14TH STREET NA BEAUMONT TX 77702,BEAUMONT,TX,77702,-94.13317982,30.09035487,,osm,dialysis
7011 REGENCY SQUARE BLVD NA HOUSTON TX 77036,HOUSTON,TX,77036,-95.505775,29.71625,,census,dialysis
4111 CAMP WISDOM RD NA DALLAS TX 75237,DALLAS,TX,75237,-96.78769538,32.66650955,,osm,dialysis
7360 ENGLE ROAD NA MIDDLEBURG HEIGHTS OH 44130,MIDDLEBURG HEIGHTS,OH,44130,-81.82519534,41.36582805,,osm,dialysis
4750 DIXIE HWY NA FAIRFIELD OH 45014,FAIRFIELD,OH,45014,-84.54113002,39.34755715,,osm,dialysis
25301 EUCLID AVENUE NA EUCLID OH 44117,EUCLID,OH,44117,-81.5071432,41.58446243,,osm,dialysis
25301 EUCLID AVENUE NA EUCLID OH 44117,EUCLID,OH,44117,-81.5071432,41.58446243,,osm,dialysis
4700 SPRINGBORO PIKE NA DAYTON OH 45439,DAYTON,OH,45439,-84.10994649,39.7412949,,osm,dialysis
2139 AUBURN AVENUE NA CINCINNATI OH 45219,CINCINNATI,OH,45219,-84.51111282,39.12083875,,osm,dialysis
1221 DELAWARE AVENUE NA MARION OH 43302,MARION,OH,43302,-83.1214,40.567474,,census,dialysis
50 S BAUMANN AVE NA EDMOND OK 73034,EDMOND,OK,73034,-97.4667935,35.6544005,,osm,dialysis
1402 BROOKVIEW DR NA ARDMORE OK 73401,ARDMORE,OK,73401,-97.15209839,34.18936645,,osm,dialysis
1320 W VANDAMENT AVE NA YUKON OK 73099,YUKON,OK,73099,-97.76376363,35.49331302,,osm,dialysis
1720 E HIGHWAY 97 NA JOURDANTON TX 78026,JOURDANTON,TX,78026,-98.53758,28.923368,,census,dialysis
1225 E CLIFF DRIVE SUITE 1-A EL PASO TX 79902,EL PASO,TX,79902,-106.4873,31.775442,,census,dialysis
380 W LITTLE YORK NA HOUSTON TX 77076,HOUSTON,TX,77076,-95.38017,29.870098,,census,dialysis
8560 MONROE NA HOUSTON TX 77061,HOUSTON,TX,77061,-95.26482,29.643438,,census,dialysis
8101 BROOKRIVER DRIVE NA DALLAS TX 75247,DALLAS,TX,75247,-96.868614,32.8244,,census,dialysis
4653 BINZ ENGLEMAN ROAD SUITE  #2 KIRBY TX 78219,KIRBY,TX,78219,-98.40161,29.45937,,census,dialysis
5721 BIGGER ROAD NA KETTERING OH 45440,KETTERING,OH,45440,-84.12695502,39.66015327,,osm,dialysis
2532 W. LASKEY ROAD NA TOLEDO OH 43613,TOLEDO,OH,43613,-83.60579959,41.70663673,,osm,dialysis
1124 S ST LOUIS AVE NA TULSA OK 74120,TULSA,OK,74120,-95.970916,36.1476483,,osm,dialysis
322 W DUSSEL DRIVE NA MAUMEE OH 43537,MAUMEE,OH,43537,-83.66893,41.584873,,census,dialysis
8621 FULTON ST NA HOUSTON TX 77022,HOUSTON,TX,77022,-95.37628891,29.8388306,,osm,dialysis
109 GRADY RD NA ETOWAH TN 37331,ETOWAH,TN,37331,-84.51725,35.345757,,census,dialysis
110 HERITAGE COURT NA GREENEVILLE TN 37743,GREENEVILLE,TN,37743,-82.851605,36.1566011,,osm,dialysis
5214 HICKORY HOLLOW PARKWAY NA ANTIOCH TN 37013,ANTIOCH,TN,37013,-86.66130053,36.0490095,,osm,dialysis
6055 PRIMACY PARKWAY SUITE 125 MEMPHIS TN 38119,MEMPHIS,TN,38119,-89.86182,35.09514,,census,dialysis
488 SOUTH MAIN STREET NA ANDOVER OH 44003,ANDOVER,OH,44003,-80.5712993,41.6036502,,osm,dialysis
1717 MEDICAL BLVD # C NA FINDLAY OH 45840,FINDLAY,OH,45840,-83.661804,41.021297,,census,dialysis
1485 COSHOCTON ROAD NA MOUNT VERNON OH 43050,MOUNT VERNON,OH,43050,-82.44590265,40.40320085,,osm,dialysis
4750 N MAIN STREET NA DAYTON OH 45405,DAYTON,OH,45405,-84.202802,39.777081,,osm,dialysis
1210 HICKS BLVD NA FAIRFIELD OH 45014,FAIRFIELD,OH,45014,-84.53954143,39.34680988,,osm,dialysis
26024 DETROIT ROAD NA WESTLAKE OH 44145,WESTLAKE,OH,44145,-81.9250266,41.466773,,osm,dialysis
6550 WINTON ROAD NA CINCINNATI OH 45224,CINCINNATI,OH,45224,-84.523364,39.196204,,osm,dialysis
3695 STUTZ DRIVE NA CANFIELD OH 44406,CANFIELD,OH,44406,-80.71327,41.022446,,census,dialysis
525 EAST MARKET STREET NA AKRON OH 44304,AKRON,OH,44304,-81.50048723,41.0806273,,osm,dialysis
2213 OLD KEMP HIGHWAY NA KAUFMAN TX 75142,KAUFMAN,TX,75142,-96.241598,32.452773,,osm,dialysis
7840 CHURCH STREET NA MILLINGTON TN 38053,MILLINGTON,TN,38053,-89.89731125,35.34038788,,osm,dialysis
1333 POPLAR AVE NA MEMPHIS TN 38104,MEMPHIS,TN,38104,-90.01601754,35.1439081,,osm,dialysis
1032 SANDY LANE NA FORT WORTH TX 76120,FORT WORTH,TX,76120,-97.19748425,32.76445055,,osm,dialysis
2710 AVENUE Q NA LUBBOCK TX 79411,LUBBOCK,TX,79411,-101.855446,33.56986104,,osm,dialysis
7515 BARLITE BLVD NA SAN ANTONIO TX 78224,SAN ANTONIO,TX,78224,-98.54703388,29.3526895,,osm,dialysis
7139 NORTH LOOP EAST NA HOUSTON TX 77028,HOUSTON,TX,77028,-95.2872273,29.8044578,,osm,dialysis
2148 W 4TH ST NA MANSFIELD OH 44906,MANSFIELD,OH,44906,-82.557617,40.766918,,osm,dialysis
1207 E COLUMBUS STREET NA KENTON OH 43326,KENTON,OH,43326,-83.597597,40.649723,,osm,dialysis
202 E BLUE STARR DR NA CLAREMORE OK 74017,CLAREMORE,OK,74017,-95.601783,36.321922,,osm,dialysis
450 D. WASHINGTON - JACKSON RD. NA EATON OH 45320,EATON,OH,45320,-84.651069,39.765758,,osm,dialysis
807 SOUTHWESTERN RUN NA YOUNGSTOWN OH 44514,YOUNGSTOWN,OH,44514,-80.63855,40.988094,,census,dialysis
36 TROY ROAD NA DELAWARE OH 43015,DELAWARE,OH,43015,-83.0901649,40.3076488,,osm,dialysis
5148 COLLEGE CORNER PIKE NA OXFORD OH 45056,OXFORD,OH,45056,-84.75521686,39.51666006,,osm,dialysis
4309 MESA DR NA DENTON TX 76207,DENTON,TX,76207,-97.17747,33.235233,,census,dialysis
423 OLD AUSTIN HIGHWAY NA BASTROP TX 78602,BASTROP,TX,78602,-97.33021184,30.10935668,,osm,dialysis
46 HARTS BRIDGE ROAD NA JACKSON TN 38301,JACKSON,TN,38301,-88.8122332,35.56963066,,osm,dialysis
1710 N 9TH ST NA BROKEN ARROW OK 74012,BROKEN ARROW,OK,74012,-95.7795612,36.0645452,,osm,dialysis
319 SW 59TH STREET NA OKLAHOMA CITY OK 73109,OKLAHOMA CITY,OK,73109,-97.51767541,35.406298,,osm,dialysis
701 TIFFIN STREET NA BUCYRUS OH 44820,BUCYRUS,OH,44820,-82.980034,40.81549,,census,dialysis
1649 S. WASHINGTON STREET NA MILLERSBURG OH 44654,MILLERSBURG,OH,44654,-81.9159402,40.5397209,,osm,dialysis
1532 MAIN STREET NA HAMILTON OH 45013,HAMILTON,OH,45013,-84.58915609,39.41987671,,osm,dialysis
701 COMMERCE DRIVE NA PERRYSBURG OH 43551,PERRYSBURG,OH,43551,-83.64056,41.543827,,census,dialysis
4805 PEARL ROAD NA CLEVELAND OH 44109,CLEVELAND,OH,44109,-81.71910514,41.42631043,,osm,dialysis
209 RAE COURT NA WILLARD OH 44890,WILLARD,OH,44890,-82.72990867,41.04361523,,osm,dialysis
815 E FIRST ST NA TYLER TX 75701,TYLER,TX,75701,-95.2951381,32.3349751,,osm,dialysis
2345 ALICE REGIONAL BLVD NA ALICE TX 78332,ALICE,TX,78332,-98.0428536,27.7627984,,osm,dialysis
9449 GROGANS MILL RD NA THE WOODLANDS TX 77380,THE WOODLANDS,TX,77380,-95.46574955,30.16711963,,osm,dialysis
7635 W. SYLVANIA AVENUE NA SYLVANIA OH 43560,SYLVANIA,OH,43560,-83.565498,41.692569,,osm,dialysis
