Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
SABINE VALLEY CENTER,DETOX/EVAL AND REFERRAL UNIT IDEARI,,2000 US HIGHHAY 80,,,HHITE OAK,TX,75693,(214)297-2191,AD/OT/RR/W/A/B/HV/PI/CU/IV/TX/,9282TX75693
HOPECREST LODGE INC,,,2001 HARRIETT STREET,,,HICHITA FALLS,TX,76309,(817)723-0701,AD/RR/TX/,0923TX76309
STTC HOSPITAL,ALCOHOL REHAB CENTER,SHEPPARD AIR FORCE BASE,,,,HICHITA FALLS,TX,76311,(817)676-6615,AL/RR/DW/TX/CI/PV/,2584TX76311
HICHITA FALLS COMMUNITY MH/MR CENTER,SUBSTANCE ABUSE OUTPATIENT TRT PROGRAM,,801 BAYLOR STREET,,,tuCHITA FALLS,TX,76301,(817)322-1585,AD/AM/IV/TX/CI/,0448TX76301
HICHITA FALLS COMUNITY MH/MR CENTER,SUBSTANCE ABUSE TRIAGE UNIT,,1501 7TH STREET,,,HICHITA FALLS,TX,76301,(817)322-5136,AD/DT/IV/TX/CI/OT/,3571TX76301
HICHITA FALLS STATE HOSPITAL,SUBSTANCE ABUSE RECOVERY PROGRAM,,LAKE ROAD,HIGHHAY 79,,HICHITA FALLS,TX,76307,(817)692-1220 EXT334,DA/RR/W/B/H/HV/CU/TX/,3864TX76307
PARKSIDE LODGE OF DALLAS/FORT HORTH,RESIDENTIAL,,200 GREENE ROAD,,,HILMER,TX,75172,(214)988-1503,AD/DT/RR/AM/Y/CU/IV/EA/TX/CI/PV/,2273TX75172
SAN JUAN MENTAL HEALTH,SUBSTANCE ABUSE SERVICES,,522 NORTH 100 EAST,,,BLANDING,UT,84511,(801)678-3211,AD/AM/W/Y/H/AI/PI/CU/PG/EA/DW/TX/CI/PV/,0589UT84511
BEAR RIVER SOCIAL SERVICES,ALCOHOL AND DRUG COUNSELING,,1050 SOUTH 500 HEST,,,BRIGHAM CITY,UT,84302,(801)723-8591,AD/AM/W/Y/H/AI/TX/CI/PV/,9861UT84302
BOX ELDER COUNTY SHERIFFS DEPARTMENT,SUBSTANCE ABUSE PREVENTION,,21 SOUTH MAIN STREET,,,BRIGHAM CITY,UT,84302,(801)734-9441,AD/PV/,7779UT84302
PAIUTE INDIAN TRIBE OF UTAH,SUBSTANCE ABUSE SERVICES,,600 NORrH 100 EAST PAIUTE DRIVE,,,CEDAR CITY,UT,84720,(801)586-1112,AD/RR/Y/A/AI/DW/TX/PV/,8893UT84720
UTAH STATE PRISON,SUBSTANCE ABUSE TREATMENT PROGRAM,UTAH STATE PRISON,,,,DRAPER,UT,84020,"(801)571-2300 EXT,155",AD/AM/IV/EA/TX/CI/PV/,7703UT84020
COMMUNITY COUNSELING CENTER,DUGHAY PROVING GROUND,,BUILDING 5124 ROOM 212,,,DUGIAY,UT,84022,(801)831-2298,AD/AM/IV/TX/CI/PV/,9761UT84022
DAVIS COUNTY COMP MENTAL HEALTH CTR,ADMINISTRATIVE UNIT,,85 SOUTH 185 EAST,,,FARMINGTON,UT,84025,(801)451-7799,AD/OT/RR/AM/W/Y/H/PI/CU/IV/PG/DW/TX/CI/PV/,3070UT84025
HASATCH COUNTY,ALCOHOL AND DRUG PREVENTION PROGRAM,,805 HEST 100 SOUTH,,,HEBER CITY,UT,84032,(801)654-3003,AD/AM/Y/DW/TX/CI/PV/,4625UT84032
HILL AIR FORCE BASE,DRUG/ALCOHOL SECTION,,8TH STREET,BUILDING 396,,HILL AIR FORCE BASE,UT,84056,(801)777-3516,AD/RR/W/B/H/AI/CU/PG/EA/DW/TX/PV/,7348UT84056
SORENSONS RANCH SCHOOL INC,,,,,,KOOSHAREM,UT,84744,(80l)638-7318,AD/RR/Y/TX/CI/PV/,9757UT84744
LOGAN REGIONAL HOSPITAL,DAYSPRING,,1400 NORTH 500 EAST,,,LOGAN,UT,84321,"(801)752-2050 EXT,5275",AD/OT/RR/AM/IV/TX/PV/,6027UT84321
CENTRAL UTAH MENTAL HEALTH CENTER,SUBSTANCE ABUSE SERVS/MOUNT PLEASANT,,255 HEST MAIN STREET,,,MOUNT PLEASANT,UT,84647,(801)462-2416,AD/RR/AM/W/Y/IV/EA/DW/TX/PV/,4664UT84647
PROFESSIONAL SERVICES CORPORATION,,,533 26TH STREET,SUITE 100,,OGDEN,UT,84401,(801)621-3624,AD/AM/W/Y/B/CU/PG/DW/TX/PV/,0300UT84401
SAINT BENEDICTS HOSPITAL/ACT,ALC AND CHEM DEPENDENCY TRT CENTER,,5475 SOUTH 500 EAST,,,OGDEN,UT,84405,(801)479-2250,AD/OT/RR/AM/W/Y/A/HV/PI/CU/IV/PG/EA/TX/CI/PV/,9497UT84405
HEBER DEPT OF ALC AND DRUG ABUSE,,,2650 LINCOLN AVENUE,,,OGDEN,UT,84401,(801)625-3650,AD/OT/RR/AM/W/Y/H/PI/CU/IV/EA/DW/TX/CI/PV/,1341UT84401
CHARTER CANYON HOSPITAL,CHEMICAL DEPENDENCY DISEASE PROGRAM,,1350 EAST 750 NORTH,,,OREM,UT,84057,(801)225-2800,AD/OT/RR/IV/EA/TX/CI/PV/,2520UT84057
UTAH COUNTY COUNCIL ON,DRUG ABUSE REHABILITATION IUCCODAR),,555 SOUTH STATE STREET,SUITE 203,,OREM,UT,84058,(801)226-2255,AD/AM/W/Y/A/H/IV/EA/DW/TX/CI/PV/,4862UT84058
VALLEY MENTAL HEALTH,SUMMIT COUNTY UNIT,,1753 SIDEHINDER DRIVE,,,PARK CITY,UT,64060,(601)649-6347,AD/AM/W/Y/CU/IV/DW/TX/CI/PV/,2062UT64060
FOUR CORNERS MENTAL HEALTH CENTER,PRICE CLINIC,,575 EAST 100 SOUTH,,,PRICE,UT,64501,(601)637-2356,AD/AM/W/Y/EA/DW/TX/CI/PV/,9525UT64501
CHARTER COUNSELING CENTER OF PROVO,OUTPATIENT CHEMICAL DEPENDENCY PROGRAM,,2475 NORTH UNIVERSITY AVENUE,COUNTRY CLUB COURT,,PROVO,UT,64604,(601)374-2620,AD/AM/IV/TX/CI/PV/,9421UT64604
PROVO CANYON SCHOOL,SUBSTANCE ABUSE SERVICES,,4501 NORTH UNIVERSITY AVENUE,,,PROVO,UT,64603,(801)227-2000,AD/RR/Y/CU/DW/TX/PV/,8468UT64603
UTAH COUNTY,DEPARTMENT OF SUBSTANCE ABUSE,,100 EAST CENTER,SUITE 3300,,PROVO,UT,64606,(801)370-6427,AD/AM/DW/TX/CI/PV/,0300UT64606
SOUTHHEST UTAH MENTAL HEALTH,ALCOHOL AND DRUG CENTER,,354 EAST 600 SOUTH,SUITE 202,,SAINT GEORGE,UT,64770,(601)628-0426,AD/DT/RR/AM/W/Y/HV/PI/IV/EA/DW/TX/PV/,2872UT64770
COMMUNITY COUNSELING CENTER,,,660 SOUTH 200 EAST,SUITE 306,,SALT LAKE CITY,UT,64111,(601)355-2646,AD/AM/W/Y/IV/EA/TX/PV/,7634UT64111
MPLOYEE RESOURCE PROGRAM,,,2001 SOUTH STATE STREET,SUITE 2300,,SALT LAKE CITY,UT,84190,(801)466-2010,AD/EA/CI/PV/,1518UT84190
FIRST STEP HOUSE,,,750 HEST 400 NORTH,,,SALT LAKE CITY,UT,64116,(801)359-8662,AD/RR/B/H/AI/PI/CU/IV/TX/CI/OT/,6110UT64116
HIGHLAND RIDGE HOSPITAL,SUBSTANCE ABUSE SERVICES,,4578 HIGHLAND DRIVE,,,SALT LAKE CITY,UT,84117,(601)272-9851,AD/DT/RR/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/EA/DW/TX/CI/PV/,9142UT84117
INDIAN ALCOHOLISM COUNSELING AND RECOVERY HOUSE PROGRAM,,,375 SOUTH 300 HEST,,,SALT LAKE CITY,UT,64101,(601)326-6515,AD/RR/W/H/AI/PI/TX/CI/PV/,7689UT64101
LDS HOSPITAL INTERMOUNTAIN HEALTH CARE,DAYSPRING PROGRAM,,C STREET AND 8TH AVENUE,,,SALT LAKE CITY,UT,84143,(801)321-5580,AD/DT/RR/AM/Y/CU/IV/TX/CI/,4435UT84143
OLYMPUS VIEH HOSPITAL,COUNTERPOINT CENTER ICPCI,,1430 EAST 4500 SOUTH,,,SALT LAKE CITY,UT,84109,(601)272-6000,AD/DT/RR/AM/W/Y/TX/CI/PV/,9162UT84109
PIONEER VALLEY HOSPITAL,CHEMICAL DEPENDENCY PROGRAM,,3460 SOUTH PIONEER PARKHAY,,,SALT LAKE CITY,UT,84120,(801)964-3540,AD/DT/RR/AM/W/Y/H/IV/EA/TX/CI/PV/MM/,7080UT84120
PROFESSIONAL SERVICES CORPORATION,SUBSTANCE ABUSE SERVICES,,4525 SOUTH 2300 EAST,SUITE 201B,,SALT LAKE CITY,UT,64117,(801)277-8025,AD/EA/CI/PV/,5143UT64117
PROJECT REALITY,,,225 EAST 600 SOUTH,,,SALT LAKE CITY,UT,84111,(801)364-8080,AD/RR/AM/W/A/HV/IV/PG/TX/PV/MM/,3598UT84111
"ROCKY HOUNT,IN CONSULTANTS",,,5278 PINEMOIT DRIVE,SUITE A-120,,SALT LAKE CITY,UT,64123,(801)265-2325,AD/AM/EA/DW/TX/PV/,9585UT64123
SAINT MARYS HOME,,,1206 HEST 200 SOUTH,,,SALT LAKE CITY,UT,64104,(601)328-1894,AD/CI/OT/,5741UT64104
SALT LAKE COUNTY,ALCOHOL COUNSELING AND EDUCATION CTR,,231 EAST 400 SOUTH,2ND FLOOR,,SALT LAKE CITY,UT,84111,(801)538-2279,AD/AM/A/H/HV/PI/DW/TX/PV/OT/,0970UT84111
THE COTTAGE PROGRAM INTERNATIONAL,,,736 SOUTH 500 EAST,,,SALT LAKE CITY,UT,84102,(801)532-6185,AD/AM/W/Y/B/H/AI/IV/EA/DW/TX/PV/,8056UT84102
THE HAVEN,,,974 EAST SOUTH TEMPLE,,,SALT LAKE CITY,UT,64102,(601)533-0070,AD/RR/IV/TX/,7391UT64102
TURNABOUT,,,4545 SOUTH 2300 EAST,,,SALT LAKE CITY,UT,84117,(801)277-3999,AD/AM/Y/TX/PV/,2423UT84117
UNIVERSITY OF UTAH,ALCOHOL AND DRUG ABUSE CLINIC,,50 NORTH MEDICAL DRIVE,ROOM 1R52,,SALT LAKE CITY,UT,84132,(601)581-6228,AD/AM/IV/EA/TX/CI/PV/OT/,4946UT84132
UTAH ALCOHOLISM FOUNDATION,COMBINED FACILITIES,,2880 SOUTH MAIN STREET,SUITE 210,,SALT LAKE CITY,UT,84115,(801)487-3276,AD/DT/RR/AM/W/B/PI/CU/IV/EA/DW/TX/PV/,9823UT84115
VALLEY MENTAL HEALTH,ALCOHOL AND DRUG TREATMENT UNIT,,404 EAST 4500 SOUTH,SUITE 22B AND SUITE 22A,,SALT LAKE CITY,UT,84107,(801)262-6416,AD/DT/AM/Y/TX/,9251UT84107
VETERANS AFFAIRS MEDICAL CENTER,SUBSTANCE ABUSE TREATMENT UNITS,,500 FOOTHILL BOULEVARD,,,SALT LAKE CITY,UT,84148,(801)584-1217,AD/DT/RR/AM/IV/DW/TX/,4482UT84148
VOLUNTEERS OF AMERICA,ALCOHOL AND DRUG DETOX IFICATION CENTER,,252 HEST BROOKLYN AVENUE,,,SALT LAKE CITY,UT,84101,(801)363-9400,AD/DT/PI/TX/,5300UT84101
HASATCH YOUTH SUPPORT SYSTEMS,,,3545 SOUTH 3200 HEST,SUITE 205,,SALT LAKE CITY,UT,84119,(801)969-8841,,7673UT84119
TOOELE ARMY DEPOT,COMMUNITY COUNSELING PROGRAM,COMMANDER SDSTE-PSO,,,,TOOELE,UT,84074,(801)833-2584,AD/AM/EA/TX/CI/PV/,9126UT84074
TOOELE MENTAL HEALTH/ALCOHOL AND DRUGS,COUNSELING CENTER,,255 SOUTH 100 EAST,,,TOOELE,UT,84074,(801)364-2660,AD/AM/TX/PV/,1384UT84074
UINTAH BASIN COUNSELING INC,,,559 NORTH 1700 HEST,,,VERNAL,UT,84078,(801)781-0743,AD/DT/RR/AM/W/Y/AI/PI/CU/EA/DW/TX/CI/PV/,3962UT84078
BENCHMARK REGIONAL HOSPITAL,SUBSTANCE ABUSE SERVICES,,592 HEST 1350 SOUTH,,,HOODS CROSS,UT,84087,(801)299-5320,AD/DT/RR/TX/PV/,8353UT84087
HASHINGTON COUNTY MENTAL HEALTH SERV,SUBSTANCE ABUSE SERVICES UNIT,,15 GABLE PLACE,,,BARRE,VT,5641,(802)479-1081,AD/AM/W/Y/A/HV/PI/CU/IV/PG/DW/TX/CI/PV/,5993VT05641
UNITED COUNSELING SERVICE OF,BENNINGTON COUNTY INC,,LEDGE HILL DRIVE,,,BENNINGTON,VT,5201,(802)442-5491,AD/AM/A/HV/PI/EA/DW/TX/CI/PV/,2910VT05201
COMMUNITY HOUSE,,,213 ELLIOT TERRACE,,,BRATTLEBORO,VT,5301,(802)257-7470,AD/RR/Y/TX/CI/PV/,5726VT05301
MARATHON OF BRATTLEBORO INC,,,101 IESTERN AVENUE,,,BRATTLEBORO,VT,5301,(802)257-1147,AD/RR/AM/W/A/HV/CU/IV/PG/DW/TX/,0736VT05301
HINDHAM YOUTH SERVICES,,,11 HALNUT STREET,,,BRATTLEBORO,VT,5301,(802)257-0361,AD/AM/TX/PV/,1473VT05301
HOMENS CRISIS CENTER,,,,,,BRATTLEBORO,VT,5302,(802)257-7364,AD/PV/,3440VT05302
CHAMPLAIN DRUG AND ALCOHOL SERVICES,,,45 CLARKE STREET,,,BURLINGTON,VT,5401,(802)862-5243,AD/AM/W/Y/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,8372VT05401
HOHARD MENTAL HEALTH SERVICES,SUBSTANCE ABUSE UNIT,,300 FLYNN AVENUE,,,BURLINGTON,VT,5401,(802)658-0404,AD/AM/W/Y/HV/CU/IV/EA/DW/TX/PV/,7830VT05401
MEDICAL CENTER HOSPITAL OF VERMONT,DAY ONE,,200 THIN OAKS TERRACE,SUITES 5 AND 6,,BURLINGTON,VT,5403,(802)865-3333,AD/AM/IV/TX/,5033VT05403
HUNTINGTON LODGE,,,DELFRATE ROAD,RR 1,,HUNTINGTON,VT,5462,(802)434-2929,AD/RR/Y/IV/TX/CI/PV/,1335VT05462
COUNSELING SERVICE OF ADDISON COUNTY,DRUG ABUSE TREATMENT UNIT,,89 MAIN STREET,,,MIDDLEBURY,VT,5753,(802)388-6751,AD/AM/W/Y/A/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,9945VT05753
HASHINGTON COUNTY,YOUTH SERVICES BUREAU INC,,38 ELM STREET,,,MONTPELIER,VT,5602,(802)229-9151,AD/AM/W/Y/HV/IV/TX/PV/,1806VT05602
LAMOILLE COUNTY MENTAL HEALTH SERVICES,SUBSTANCE ABUSE TREATMENT UNIT,HASHINGTON HIGHHAY,,,,MORRISVILLE,VT,5661,(802)888-4914,AD/AM/W/Y/A/HV/PI/CU/PG/EA/DW/TX/,0642VT05661
NORTHEAST KINGDOM COMMUNITY ACTION,ALCOHOL AND DRUG SERVICES,,30 COVENTRY STREET,,,NEHPORT,VT,5855,(802)334-5246,AD/AM/W/Y/A/HV/PI/PG/EA/DW/TX/CI/PV/,1371VT05855
ORANGE COUNTY MENTAL HEALTH SERVICE,SUBSTANCE ABUSE TREATMENT UNIT,,4 HIGHLAND AVENUE,,,RANDOLPH,VT,5060,(802)728-4466,AD/AM/W/Y/A/HV/PI/CU/IV/PG/DW/TX/CI/PV/,2522VT05060
RUTLAND MENTAL HEALTH SERVICE,EVERGREEN CENTER FOR ALC/DRUG SERVICES,,230 HEST STREET,,,RUTLAND,VT,5701,(802)775-4388,AD/AM/W/Y/A/HV/PI/CU/IV/PG/DW/TX/CI/PV/,6737VT05701
FRANKLIN/NORTH GRAND ISLE MH SERVICE,DRUG ABUSE PREVENTION UNIT,,8 FERRIS STREET,,,SAINT ALBANS,VT,5478,(802)524-6554,AD/PV/,6448VT05478
NORTHEASTERN VERMONT REGIONAL HOSPITAL,FOUNDERS HALL,,HOSPITAL DRIVE,,,SAINT JOHNSBURY,VT,5819,(802)748-8141,AD/DT/AM/W/Y/A/B/HV/PI/CU/IV/PG/TX/CI/PV/,0714VT05819
CANTERBURY COUNSELING SERVICES,,,374 NORTH RIVER ROAD,,,SPRINGFIELD,VT,5156,(802)886-2577,AD/RR/AM/W/Y/A/HV/PI/CU/IV/PG/EA/TX/CI/PV/,9848VT05156
MAPLE LEAF FARM ASSOCIATES INC,,,STEVENSVILLE ROAD,RR 1,,UNDERHILL,VT,5489,(802)899-2911,AD/DT/RR/W/Y/A/HV/CU/IV/PG/TX/,7535VT05489
RECOVERY HOUSE,,,,,,WALLINGFORD,VT,5773,(802)446-2640,AD/DT/RR/IV/TX/,5301VT05773
VT OFFICE OF ALC AND DRUG ABUSE PROGS,ADMINISTRATIVE UNIT,,103 SOUTH MAIN STREET,STATE OFFICE BUILDING,,HATERBURY,VT,5676,(802)241-2170,AD/EA/DW/PV/,7416VT05676
COUNCIL ON ALCOHOLISM,SAINT THOMAS/SAINT JOHN ICOASTJ,,7 BRED GADE,,,CHARLOTTE AMALIE,VI,802,(809)774-4358,AD/DW/PV/,5797VI00802
MENTAL HEALTH ALCOHOLISM AND DRUG DEPENDENCY SERVICES,,CHARLES HARHOOD COMPLEX,,,,CHRISTIANSTED SAINT CROIX,VI,820,(809)773-1311 EXT3901,AD/AM/IV/EA/DW/TX/CI/PV/MM/,9437VI00820
MENTAL HEALTH ALCOHOLISM AND DRUG DEPENDENCY SERVICES,,,l 3RD STREET,DECASTRO BUILDING,,SAINT THOMAS,VI,802,(809)775-3465,AD/AM/EA/DW/TX/CI/PV/,7676VI00802
HIGHLANDS COMMUNITY SERVICES,SUBSTANCE ABUSE INTENSIVE TRT PROGRAM,,ROUTE 5,,,ABINGDON,VA,24210,(703)676-2908,AD/AM/Y/DW/TX/,7524VA24210
EASTERN SHORE ALC SAFETY ACTION PROJ,,,BUSINESS ROUTE 13,,,ACCOMAC,VA,23301,(804)787-5850,AD/DW/CI/PV/,2577VA23301
ALEXANDRIA COMMUNITY SERVICES BOARD,RESIDENTIAL PROGS/ALEXANDRIA SAS,,82-88 NORTH GORDON STREET,,,ALEXANDRIA,VA,22304,(703)823-5643 EXT84,AD/RR/IV/TX/OT/,0172VA22304
ALEXANDRIA MENTAL HEALTH ASSOCIATION,ALEXANDRIA CAIR HOTLINE,,3112 MOUNT VERNON AVENUE,,,ALEXANDRIA,VA,22305,(703)548-3810,AD/PV/,2005VA22305
ALEXANDRIA REGIONAL DETOX CENTER,RESIDENTIAL PROGRAMS ALEXANDRIA SAS,,2355 C MILL ROAD,,,ALEXANDRIA,VA,22314,(703)329-2015,AD/DT/AM/PI/IV/TX/,1900VA22314
LIVING FREE,ALCOHOL AND CHEMICAL DEPENDENCE PROG,,6391 LITTLE RIVER TURNPIKE,,,ALEXANDRIA,VA,22312,(703)750-1292,AD/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/DW/TX/CI/PV/,7823VA22312
OUTPATIENT COUNSELING PROGRAM,,,2355-A MILL ROAD,ALEXANDRIA HEALTH DEPARTMENT,,ALEXANDRIA,VA,22314,(703)329-2000,AD/AM/H/HV/CU/IV/PG/TX/CI/PV/MM/,0098VA22314
SECOND GENESIS INC,KING STREET CLINIC,,1001 KING STREET,,,ALEXANDRIA,VA,22314,(703)548-0442,AD/RR/AM/TX/,4070VA22314
HOMENS RECOVERY HOME,RESIDENTIAL PROGRAMS ALEXANDRIA SAS,,2355 C MILL ROAD,,,ALEXANDRIA,VA,22304,(703)329-2015,AD/RR/H/IV/TX/OT/,9502VA22304
ARLINGTON ALCOHOL AND DRUG PROGRAM,,,1725 NORTH GEORGE MASON DRIVE,,,ARLINGTON,VA,22205,(703)358-4900,AD/AM/W/Y/A/H/HV/CU/IV/PG/DW/TX/CI/PV/,7429VA22205
ARLINGTON ALCOHOL SAFETY ACTION PROG,,,1400 NORTH COURTHOUSE ROAD,,,ARLINGTON,VA,22201,(703)358-4420,AL/DW/CI/PV/,8438VA22201
ARLINGTON HOSPITAL,ADDICTION TREATMENT PROGRAM,,1701 NORTH GEORGE MASON DRIVE,,,ARLINGTON,VA,22205,(703)558-6536,AD/OT/RR/IV/TX/,2512VA22205
ARLINGTON HOSPITAL,COUNSELING CENTER,,1916 HILSON BOULEVARD,SUITE 100,,ARLINGTON,VA,22201,(703)558-6750,AD/AM/W/B/H/HV/CU/PG/DW/TX/,7396VA22201
THE HOMENS HOME INC,,,1628 NORTH GEORGE MASON DRIVE,,,ARLINGTON,VA,22205,(703)237-2822,AD/RR/H/TX/,2218VA22205
VANGUARD SERVICES LTD,PHOENIX PROGRAM,,506 NORTH POLLARD STREET,,,ARLINGTON,VA,22203,(703)841-0660,AD/RR/W/A/B/HV/CU/TX/CI/PV/,0992VA22203
HANOVER COUNTY,COMMUNITY SERVICES BOARD,,505 SOUTH WASHINGTON HIGHWAY,,,ASHLAND,VA,23111,(804)798-4721,AD/AM/W/Y/A/B/HV/IV/TX/CI/PV/,6352VA23111
HIGHLANDS COMMUNITY SERVICES BOARD,SUBSTANCE ABUSE PREVENTION AND EDUC,,2001 EUCLID STREET,,,BRISTOL,VA,24201,(703)466-5020,AD/PV/,1559VA24201
ROCKBRIDGE ALCOHOL SAFETY ACTION PROG,,,2044 SYCAMORE AVENUE,,,BUENA VISTA,VA,24416,(703)261-6281,AD/DW/PV/,8295VA24416
CROSSROADS,,,,,,BURKEVILLE,VA,23922,(804)767-5586,AD/AM/W/Y/IV/TX/CI/PV/,9486VA23922
HUMAN RESOURCES INC,HILLOH OAKS,,ROUTE 1,,,CARTERSVILLE,VA,23027,(804)375-3443,AD/RR/TX/,3326VA23027
CUMBERLAND MENTAL HEALTH CENTER,SUBSTANCE ABUSE SERVICES,,ROUTE 19,,,CEDAR BLUFF,VA,24609,(703)964-6703,AD/AM/Y/A/HV/IV/EA/DW/TX/CI/PV/,2886VA24609
JAMES RIVER ALCOHOL SAFETY ACTION PROG,,,104 4TH STREET NE,SUITE 201,,CHARLOTTESVILLE,VA,22901,(804)977-3553,AD/DW/CI/PV/,6936VA22901
MOUNTAIN HOOD,RESIDENTIAL,,500 OLD LYNCHBURG ROAD,,,CHARLOTTESVILLE,VA,22901,(804)971-8245,AD/DT/RR/W/Y/HV/CU/IV/TX/CI/PV/,6985VA22901
REGION 10 COMMUNITY SERVICES BOARD,ALCOHOL AND DRUG ABUSE SERVICES,,413 EAST MARKET STREET,SUifE 103,,CHARLOTTESVILLE,VA,22901,(804)972-1800,AD/AM/Y/PI/IV/TX/CI/PV/,8838VA22901
UNIVERSITY OF VIRGINIA HOSPITALS,BLUE RIDGE HOSP ADDICTIONS TRT PROGRAM,,ROUTE 20 SOUTH,,,CHARLOTTESVILLE,VA,22901,(804)924-5S55,AD/DT/RR/IV/TX/CI/,1398VA22901
CHESAPEAKE SUBSTANCE ABUSE PROGRAM,,,524 ALBERMARLE DRIVE,,,CHESAPEAKE,VA,23320,(804)547-3336,AD/DT/RR/AM/W/Y/B/CU/IV/PG/EA/DW/TX/CI/PV/,4937VA23320
JOHN TYLER ALCOHOL SAFETY ACTION PROJ,,,9520 IRON BRIDGE ROAD,,,CHESTERFIELD,VA,23832,(804)748-3365,AL/DW/CI/PV/,8328VA23832
POPLAR SPRINGS OUTPATIENT PROGRAM,,,10106 KRAUSE ROAD,SUITE 200,,CHESTERFIELD,VA,23832,(804)7%-6588,AD/AM/W/IV/DW/TX/CI/,4708VA23832
NEH RIVER VALLEY,ALCOHOL SAFETY ACTION PROGRAM,,100 ARBOR STREET,SUITE 6,,CHRISTIANSBURG,VA,24073,(703)382-4911,AD/DW/CI/PV/,9526VA24073
NEH RIVER VALLEY COMM SERVICE BOARD,,,10 EAST MAIN STREET,SUITE 102,,CHRISTIANSBURG,VA,24073,(703)382-5050,AD/RR/AM/W/Y/A/HV/IV/EA/TX/CI/PV/,2776VA24073
ALLEGHANY HIGHLANDS COMM SERVS BOARD,SUBSTANCE ABUSE SERVICES,,601 MAIN STREET,,,CLIFTON FORGE,VA,24422,(703)862-5713,AD/DT/RR/AM/W/Y/PI/IV/EA/TX/CI/PV/,6787VA24422
DICKENSON COUNTY COMMUNITY SERVICES BD,SUBSTANCE ABUSE SERVICES,HIGHHAY 83,KENDRICK BUILDING,,,CLINTHOOD,VA,24228,(703)926-1680,AD/AM/A/HV/IV/DW/TX/CI/PV/,2529VA24228
BOXHOOD,,,ROUTE 29 SOUTH,,,CULPEPER,VA,22701,(703)547-2760,AD/RR/W/IV/TX/,6910VA22701
RAPIDAN COMMUNITY MH SERVICES BOARD,SUBSTANCE ABUSE SERVICES,,401 SOUTH MAIN STREET,,,CULPEPER,VA,22701,(703)825-4242,AD/AM/W/IV/EA/TX/PV/,4241VA22701
ALCOHOLIC COUNSELING CENTER INC,HOPE HARBOR,,1021 MAIN STREET,,,DANVILLE,VA,24541,(804)793-9806,AD/RR/TX/,0591VA24541
DAN RIVER ASAP,,,530 MAIN STREET,SIGNET BANK BUILDING 2ND FLOOR,,DANVILLE,VA,24541,(804)791-3939,AL/DW/CI/PV/,6539VA24541
DANVILLE/PITTSYLVANIA MH SERVS BOARD,SUBSTANCE ABUSE SERVICES DIVISION,,245 HAIRSTON STREET,,,DANVILLE,VA,24540,(804)799-0456,AD/AM/W/Y/B/CU/IV/PG/DW/TX/PV/,7337VA24540
749-B MAIN STREET,,,,,,DANVILLE,VA,24541,(804)799-3022,AD/AM/W/Y/A/B/H/AI/HV/PI/CU/PG/EA/DW/TX/CI/PV/,8318VA24541
PHOENIX PLACE,,,533 AND 533 1/2 HILSON STREET,,,DANVILLE,VA,24541,(804)799-0456,AD/RR/W/B/TX/,1452VA24541
METROPOLITAN ALCOHOLISM CENTER,,,138 GRAHAM PARK ROAD,SUITE 105,,DUMFRIES,VA,22026,(703)221-6648,AD/AM/TX/PV/,3818VA22026
BEACON RECOVERY SERVICES,,,3018 HILLIAMS DRIVE,,,FAIRFAX,VA,22031,(703)698-5220,AD/AM/IV/EA/TX/,6900VA22031
FAIRFAX HOSPITAL SYSTEM,COMP ADDICTION TRT SERVS ICATSl/OUTPT,,4315 CHAIN BRIDGE ROAD,COMMONHEALTH CARE CENTER,,FAIRFAX,VA,22030,(703)698-1530,AD/AM/W/B/CU/EA/DW/TX/CI/PV/,9905VA22030
FAIRFAX/FALLS CHURCH SUBST ABUSE SERVS,ALCOHOL AND DRUG SERVICES,,5801 NORTH KINGS HIGHHAY,,,FAIRFAX,VA,22306,(703)960-3276,AD/RR/AM/W/Y/A/B/H/HV/PI/CU/IV/EA/DW/TX/CI/PV/MM/,5089VA22306
METROPOLITAN ALCOHOLISM CENTER,,,3863 PLAZA DRIVE,,,FAIRFAX,VA,22030,(703)352-2500,AL/AM/DW/TX/CI/PV/,7991VA22030
ETHOS FOUNDATION INC,,,3 SKYLINE PLACE,SUITE 100,,FALLS CHURCH,VA,22041,(703)671-5335,AD/AM/W/Y/B/H/CU/IV/PG/EA/DW/TX/CI/PV/,2993VA22041
F AI RF AX HOSPITAL SYSTEM,COMP ADDICTION TRT SERVS (CATSI/INPT,,3300 GALLOHS ROAD,,,FALLS CHURCH,VA,22046,(703)698-1530,AD/DT/RR/W/A/B/H/HV/CU/IV/PG/EA/DW/TX/CI/PV/MM/,8106VA22046
ARISE,RESIDENTIAL TREATMENT CENTER,HIGHHAY 221,,,,FOREST,VA,24551,(804)525-5723,AD/DT/RR/H/IV/TX/CI/,1465VA24551
FORT BELVOIR COUNSELING CENTER,ALC/DRUG ABUSE PREV AND CONTROL PROG,,BUILDING 1826,,,FORT BELVOIR,VA,22060,(703)664-1466,AD/AM/W/B/H/AI/CU/EA/TX/CI/PV/OT/,4737VA22060
