Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
SAINT FRANCIS MEDICAL CENTER,CTR FOR CHEMICAL DEPENDENCY TREATMENT,,6714 KELLY STREET,,,PITTSBURGH,PA,15208,(412)363-7383,DA/AM/W/A/B/HV/CU/IV/PG/TX/PV/MM/,7258PA15208,-79.9078850261438,40.45794643483025,100.0
SAINT FRANCIS MEDICAL CENTER,CTR FOR CHEMICAL DEPENDENCY/OUTPATIENT,,45TH STREET AND PENNSYLVANIA AVENUE,,,PITTSBURGH,PA,15201,(412)622-4511,AD/AM/EA/TX/PV/,3587PA15201,-80.02179598759474,40.45485923597674,86.88
SAINT FRANCIS MEDICAL CENTER,ELDERLY OUTREACH PROJECT,,45TH STREET OFF PENNSYLVANIA AVENUE,,,PITTSBURGH,PA,15201,(412)622-8008,AD/PV/,9479PA15201,-80.02179598759474,40.45485923597674,86.88
SALVATION ARMY,HARBOR LIGHT CENTER,,865 HEST NORTH AVENUE,,,PITTSBURGH,PA,15233,(412)231-0500,AD/RR/AM/TX/,1376PA15233,-79.88023744941533,40.444148205105584,96.45
SALVATION ARMY,PUBLIC INEBRIATE PROGRAM,,54 SOUTH 9TH STREET,,,PITTSBURGH,PA,15203,(412)481-7900,AL/DT/AM/PI/TX/,5966PA15203,-79.98986389487513,40.42899928075681,100.0
THE HHALES TALE,PENN HILLS OFFICE,,12013 FRANKSTOHN ROAD,,,PITTSBURGH,PA,15235,(412)795-5999,AD/AM/W/Y/B/CU/IV/EA/TX/CI/,7742PA15235,-79.82209297820094,40.4706101075144,98.13
THE HHALES TALE/FAMILY TREATMENT CTR,,,843 CLIMAX STREET,,,PITTSBURGH,PA,15210,(412)381-8230,AD/RR/W/Y/B/CU/IV/PG/TX/CI/PV/,0591PA15210,-79.99208400956918,40.4200469471608,100.0
THE HHALES TALE/SHADYSIDE OFFICE,,,250 SHADY AVENUE,,,PITTSBURGH,PA,15206,(412)661-1800,AD/AM/W/Y/B/CU/IV/EA/TX/CI/PV/,2582PA15206,-79.92230793457594,40.45802338070145,100.0
UNIVERSITY OF PITTSBURGH,MAXIMIZING ADOLESCENT POTENTIALSIMAPSI,,5001 FORBES QUADRANGLE,,,PITTSBURGH,PA,15260,(412)648-7196,AD/PV/,2149PA15260,-79.9533970251772,40.4411996665629,96.22
VETERANS AFFAIRS MEDICAL CENTER,SUBSTANCE ABUSE TREATMENT UNIT,,HIGHLAND DRIVE,UNIT 116A3/5,,PITTSBURGH,PA,15206,(412)365-5010,AD/RR/AM/A/HV/CU/IV/EA/TX/CI/PV/MM/OT/,5910PA15206,-79.89978300295871,40.47593259108945,100.0
HOMANSPACE EAST INC,,,,,,PITTSBURGH,PA,15230,(412)765-2661,AD/OT/,6549PA15230,-79.99505999999997,40.44372000000004,100.0
MAPLE MANOR,,,120 CHESTNUT STREET,,,PORT ALLEGANY,PA,16743,(814)642-9541,AD/RR/IV/TX/,0365PA16743,-78.2813970570597,41.814542762267216,100.0
ADDICTION COUNSELING SERVICES INC,,,78 SAVAGE ROAD,RURAL DELIVERY l,,POTTSTOHN,PA,19464,(215)970-1200,AD/AM/TX/,2093PA19464,-75.61191581916619,40.21918653986377,97.13
ALTERNATIVES CORP OF POTTSTOHN,,,61 NORTH FRANKLIN STREET,,,POTTSTOHN,PA,19464,(215)327-9474,AD/OT/,2031PA19464,-75.64403954690519,40.24631016899197,98.16
CREATIVE HEALTH SYSTEMS INC,POTTSTOHN AREA DRUG REHAB PROGRAM,,101-105 KING STREET,,,POTTSTOHN,PA,19464,(215)326-9770,AD/RR/W/A/B/H/AI/HV/PI/CU/IV/PG/TX/CI/PV/,3982PA19464,-75.65233520029686,40.246996185857355,97.22
FAMILY SERVICE AGENCY,DRUG AND ALCOHOL SERVICES,,2ND AND HEST NORHEGIAN STREETS,,,POTTSVILLE,PA,17901,(717)622-2515,AD/AM/EA/TX/,2327PA17901,-76.19599994094857,40.684740031456926,92.07
GOOD SAMARITAN HOSPITAL,ALCOHOL AND DRUG PROGRAM,,700 SCHUYLKILL MANOR ROAD,GOOD SAMARITAN MEDICAL MALL SUITE 5,,POTTSVILLE,PA,17901,(717)622-5898,AD/AM/W/Y/IV/EA/DW/TX/,0634PA17901,-76.1871653391696,40.69210942331732,100.0
SCHUYLKILL COUNTY ORGANIZING PROJECT,AGRICULTURAL PARK,,CEREBRAL PALSY BUILDING,,,POTTSVILLE,PA,17901,(717)622-5600,AD/PV/,6354PA17901,-76.19811999999995,40.68781000000007,85.0
FAMILY SERVICE ASSOC OF BUCKS COUNTY,,,136 SOUTH 10TH STREET,,,QUAKERTOHN,PA,18951,(215)538-1616,AD/IV/EA/PV/,2341PA18951,-75.34795573833368,40.43910942240097,98.38
ARE HOUSE,,,1010 CENTRE AVENUE,,,READING,PA,19601,(215)320-6400,AD/RR/Y/TX/,1551PA19601,-75.93298839215801,40.35125880518519,100.0
BERKS COUNTY ADULT PROBATION DEPT,ALCOHOL SAFE DRIVING PROGRAM,,6TH AND COURT STREETS,COURTHOUSE,,READING,PA,19601,(215)378-8730,AL/DW/PV/,2426PA19601,-75.92586989324813,40.33621006195256,99.21
BERKS YOUTH COUNSELING CENTER,,,525 FRANKLIN STREET,,,READING,PA,19602,(215)373-4281,AD/AM/W/Y/A/H/IV/PG/EA/TX/,7544PA19602,-75.92684294838777,40.33368673191115,100.0
CARON COUNSELING SERVICES,,,845 PARK ROAD,,,READING,PA,19610,(215)373-5447,AD/AM/W/Y/H/CU/IV/TX/PV/,5869PA19610,-75.95898972636036,40.347418636245436,99.55
CENTER FOR MENTAL HEALTH,DRUG AND ALCOHOL CENTER,,6TH AND SPRUCE STREETS,BUILDING J,,READING,PA,19611,(215)378-6186,AD/OT/IV/TX/,0222PA19611,-75.9499799348181,40.33243003316804,99.21
COUNCIL ON CHEMICAL ABUSE,PREVENTION UNIT,,230 NORTH 5TH STREET,,,READING,PA,19601,(215)376-8669,AD/PV/,8766PA19601,-75.92779094163696,40.33942238443504,100.0
INROADS EMPLOYEE ASSISTANCE PROG INC,,,325 NORTH 5TH STREET,,,READING,PA,19601,(215)378-1191,AD/EA/OT/,5105PA19601,-75.92769924361615,40.3407212441511,100.0
SAINT JOSEPH HOSPITAL,NEUMANN CENTER ADDICTION TRT FACILITY,,12TH AND HALNUT STREETS,,,READING,PA,19603,(215)378-2414,AD/RR/W/A/B/H/AI/HV/PI/CU/IV/PG/TX/,4747PA19603,-75.91415995541688,40.338230058708355,90.39
TREATMENT ALTERNATIVES TO STREET CRIME,,,524 HASHINGTON STREET,,,READING,PA,19601,(215)375-4426,AD/CI/OT/,7568PA19601,-75.92653306942738,40.33693731778157,96.18
ELK COUNTY GENERAL HOSPITAL,SUBSTANCE ABUSE SERVICES,,,,,RIDGHAY,PA,15853,(814)776-6111,AD/OT/H/PI/IV/TX/,6549PA15853,-78.73214499999995,41.42193000000003,97.18
RICHARD J CARON FOUNDATION,CHIT CHAT HEST,,27 FREEMAN STREET,,,ROBESONIA,PA,19551,(215)678-2332,AD/RR/W/B/CU/IV/TX/CI/PV/,9413PA19551,-76.14135806269067,40.343447416249525,99.55
MERIDIAN YOUTH SERVICES INC,DROP IN AND PREVENTION PROGRAM,,134 NORTH 4TH AVENUE,,,ROYERSFORD,PA,19468,(215)948-3345,AD/CI/PV/,2473PA19468,-75.54115461909271,40.18670892817276,100.0
TEEN CHALLENGE OF HESTERN PA,,,LEFEVER HILL ROAD,,,RURAL RIDGE,PA,15075,(412)265-4100,AD/OT/RR/IV/TX/PV/,1574PA15075,-79.83021630924874,40.574827781073324,96.15
ALCOHOL AND DRUG ABUSE SERVICES,SAINT MARYS UNIT,,20 NORTH MICHAEL STREET,,,SAINT MARYS,PA,15857,(814)781-1700,AD/AM/IV/TX/CI/,2143PA15857,-78.56117763489536,41.42835586863965,100.0
COMMUNITY INTERVENTION CENTER,DRUG AND ALCOHOL DROP IN CENTER,,614 MULBERRY STREET,,,SCRANTON,PA,18510,(717)342-4298,AD/PV/,5807PA18510,-75.65923471625325,41.409114227073324,100.0
DRUG AND ALCOHOL TREATMENT SERVICE INC,OUTPATIENT SERVICES,,116 NORTH HASHINGTON AVENUE,3RD FLOOR,,SCRANTON,PA,18503,(717)961-1997,AD/AM/Y/PI/IV/EA/TX/CI/PV/,6017PA18503,-75.66429282336692,41.407349729634475,96.22
LACKAHANNA COUNTY SCA,DRUG AND ALCOHOL PREVENTION UNIT,,200 ADAMS AVENUE,,,SCRANTON,PA,18503,(717)963-6820,AD/PV/,2511PA18503,-75.6620940825259,41.407303419619424,100.0
VOLUNTARY ACTION CENTER OF NE PA,,,225 NORTH HASHINGTON AVENUE,PARK PLAZA,,SCRANTON,PA,18503,(717)347-5616,AD/PV/,1825PA18503,-75.66311860255118,41.40847567068815,96.22
ALTERNATIVES COUNSELING SERVICE,,,720 NORTH MARKET STREET,,,SELINSGROVE,PA,17870,(717)374-5155,AD/AM/W/Y/CU/PG/EA/DW/TX/PV/,8527PA17870,-76.8573360409855,40.80809339918574,100.0
GRAND VIE H HOSPITAL,SUBSTANCE ABUSE SERVICES,,700 LAWN AVENUE,,,SELLERSVILLE,PA,18960,(215)257-3611,AD/DT/W/A/HV/CU/IV/EA/TX/,4435PA18960,-75.32599971412046,40.363670853135815,100.0
PA FOUNDATION FOR MENTAL HEALTH INC,RECOVERY CENTER,,807 LAWN AVENUE,,,SELLERSVILLE,PA,18960,(215)257-9999,AD/DT/RR/IV/EA/DW/TX/CI/PV/,5271PA18960,-75.32572344659155,40.3635620979424,100.0
PA FOUNDATION FOR MENTAL HEALTH INC,RECOVERY CENTER,,807 LA HN AVENUE,,,SELLERSVILLE,PA,18960,(215)257-9999,AD/AM/IV/EA/DW/TX/CI/PV/,3752PA18960,-75.31322999999998,40.36431500000003,85.0
KILLICK INC,,,441 BROAD STREET,,,SEWICKLEY,PA,15143,(412)741-5297,AD/AM/W/Y/TX/PV/,9513PA15143,-80.18061899588473,40.540162930516615,100.0
GREEN RIDGE COUNSELING CENTER UNIT II,,,117 EAST INDEPENDENCE STREET,,,SHAMOKIN,PA,17872,(717)644-0807,AD/AM/IV/EA/DW/TX/,7051PA17872,-76.55506600465397,40.79198950007189,100.0
SHAMOKIN STATE GENERAL HOSPITAL,SUBSTANCE ABUSE SERVICES,RD 2,,,,SHAMOKIN,PA,17872,(717)644-4200,AD/AM/W/A/PI/TX/,6549PA17872,-76.55446999999998,40.78784500000006,100.0
CHANGING TIMES CENTER,,,800 CHESTER PIKE,,,SHARON HILL,PA,19079,(215)534-3400,AD/AM/DW/TX/,4992PA19079,-75.26946226845945,39.911226951475975,100.0
ARMSTRONG/INDIANA PREVENTION UNIT,RD l,,,,,SHELOCTA,PA,15774,(412)354-3131,AD/EA/PV/,6549PA15774,-79.34023809999997,40.69552550000003,100.0
RIVERSIDE CENTRAL,,,200 PENNSYLVANIA AVENUE,,,SHENANDOAH,PA,17976,(717)462-1993,AD/OT/RR/H/CU/IV/DW/TX/,2885PA17976,-76.20646960856683,40.825961563189395,100.0
CLEAR BROOK LODGE,RD 2,,,,,SHICKSHINNY,PA,18655,(717)864-3116,AD/DT/RR/W/Y/HV/CU/IV/EA/TX/,6549PA18655,-76.15071499999993,41.152495000000044,100.0
PENIEL,,,,,,SOMERSET,PA,15501,(814)443-1918,AD/RR/W/A/B/H/HV/PI/CU/IV/TX/CI/PV/,6549PA15501,-79.08073999999993,40.00891500000006,100.0
TODAY OUTPATIENT,,,928 JAYMORE ROAD,SOUTHAMPTON OFFICE PARK SUITE A-150,,SOUTHAMPTON,PA,18966,(215)322-0827,AD/AM/W/Y/B/H/CU/IV/DW/TX/,9539PA18966,-75.04798883341633,40.16436398968281,96.97
PERSEUS HOUSE INC,ANDROMEDA HOUSE II,RD 2-,,,,SPARTANSBURG,PA,16434,(814)694-3653,AD/RR/Y/TX/PV/,6549PA16434,-79.68560499999995,41.82419500000003,100.0
CREATIVE HEALTH SERVICES INC,,,l MENNONITE CHURCH ROAD,,,SPRING CITY,PA,19475,(215)948-6490,AD/AM/W/Y/DW/TX/,0319PA19475,-75.56583180197761,40.17531757015242,99.99
COUNSELING SERVICES INC,DRUG AND ALCOHOL PROGRAM,,141 HEST BEAVER AVENUE,REAR,,STATE COLLEGE,PA,16801,(814)237-7233,AD/AM/EA/DW/TX/,7155PA16801,-77.86127673362442,40.79272861629387,93.36
CARBON/MONROE/PIKE DRUG/ALC COMMISSION,MONROE COUNTY CLINIC,,14 NORTH 6TH STREET,SUITE 300,,STROUDSBURG,PA,18360,(717)421-1960,AD/AM/W/Y/A/HV/CU/IV/DW/TX/CI/PV/OT/,1334PA18360,-75.19316515792487,40.98602834612847,100.0
UP HARD DRUG AND ALCOHOL PROGRAM,,,9 NORTH 9TH STREET,,,STROUDSBURG,PA,18360,(800)468-9136,AD/AM/W/Y/EA/TX/CI/PV/,5373PA18360,-75.19826085083116,40.98504539159358,100.0
CENTRAL SUSQUEHANNA DIAGNOSTIC AND REHABILITATION SERVICES INC (CSDRSJ,,,445 CHESTNUT STREET,,,SUNBURY,PA,17801,(717)286-2278,AD/AM/W/Y/A/B/H/AI/HV/CU/PG/TX/,5480PA17801,-76.79061634316605,40.859399154251115,100.0
GREEN RIDGE COUNSELING CENTER,UNIT V,,417B MARKET STREET,,,SUNBURY,PA,17801,(717)988-1851,AD/AM/IV/EA/DW/TX/,6662PA17801,-76.7906293130392,40.860971290300604,100.0
PSYCHOLOGICAL SERVICES CLINIC,,,352 ARCH STREET,,,SUNBURY,PA,17801,(717)286-5081,AD/AM/W/Y/EA/TX/,2827PA17801,-76.79067929125888,40.86271055082922,100.0
SAINT FRANCIS MEDICAL CENTER,ALLEGHENY VALLEY CTR/CHEM DEP PROGRAM,,335 4TH AVENUE,,,TARENTUM,PA,15084,(412)224-3201,AD/RR/AM/TX/,5946PA15084,-79.75251228537063,40.60217157965629,99.55
TO HANDA COUNSELING CENTER,,,5 LOMBARD STREET,,,TOWANDA,PA,18848,(717)265-2003,AD/AM/W/Y/A/HV/PI/CU/IV/PG/EA/DW/TX/PV/,3307PA18848,-76.44386639652956,41.7706634485026,100.0
CATHOLIC SOCIAL SERVICES,,,ROUTE 29,ROBINSON BUILDING,,TUNKHANNOCK,PA,18657,(717)836-1101,AD/AM/W/Y/CU/IV/PG/DW/TX/,0188PA18657,-75.96693136788404,41.51413742762449,100.0
TYRONE HOSPITAL,CHEMICAL DEPENDENCY PROG DETOX UNIT,,CLAY AVENUE EX TENSION,,,TYRONE,PA,16686,(814)684-1255TEX233,AD/OT/IV/TX/,2381PA16686,-78.24896685094828,40.67309291850656,90.16
UNION CITY MEMORIAL HOSPITAL,SUBSTANCE ABUSE SERVICES,,130 NORTH M AIN STREET,,,UNION CITY,PA,16438,(814)438-3817,AD/CI/,6242PA16438,-79.83471294447548,41.90195015899157,86.1
FAYETTE COUNTY,DRUG AND ALCOHOL COMMISSION,,100 NEH SALEM ROAD,SUITE 106,,UNIONTOHN,PA,15401,(412)438-3576,AD/AM/W/Y/A/HV/PI/CU/IV/PG/EA/DW/TX/PV/,6371PA15401,-79.74854936096976,39.910926477713815,95.22
UNIONTOHN HOSPITAL,SUBSTANCE ABUSE SERVICES,,500 HEST BERKELEY STREET,,,UNIONTOHN,PA,15401,(412)437-4531,AL/EA/CI/,9748PA15401,-79.73784801516146,39.90233420115929,91.47
HARlIOOD HOUSE,,,9200 HEST CHESTER PIKE,,,UPPER DARBY,PA,19082,(215)853-3440,AD/RR/H/CU/IV/TX/PV/,5330PA19082,-75.29243689742519,39.968023397944826,93.07
HAVERFORD COMMUNITY HOSPITAL,SUBSTANCE ABUSE SERVICES,,2000 OLD HEST CHESTER PIKE,,,UPPER DARBY,PA,19083,(215)645-3610,AD/DT/IV/TX/PV/,3018PA19083,-75.33219147529648,39.976134929351296,87.8
HIPID OUTPATIENT DRUG ABUSE CLINIC,,,312 SOUTH 69TH STREET,,,UPPER DARBY,PA,19082,(215)734-1155,AD/AM/Y/IV/DW/TX/PV/,7072PA19082,-75.25840285013359,39.954841011182815,100.0
GREENBRIAR TREATMENT CENTER,,,800 MANOR DRIVE,,,lIASHINGTON,PA,15301,(412)225-9700,AD/DT/RR/AM/W/HV/CU/IV/EA/DW/TX/CI/PV/,2080PA15301,-80.21989081065172,40.17982202124768,100.0
THE CARE CENTER,,,62 EAST HHEELING STREET,,,lIASHINGTON,PA,15301,(412)228-2200,AD/AM/W/Y/PI/CU/IV/EA/DW/TX/,7134PA15301,-80.24355091165916,40.1695011743202,92.74
lIASHINGTON HOSPITAL,DRUG AND ALCOHOL DETOX IFICATION,,155 HILSON AVENUE,,,lIASHINGTON,PA,15301,(412)223-3007,AD/DT/EA/TX/,0029PA15301,-80.24667467933449,40.1829328807924,90.82
MARHORTH,,,LILY LAKE ROAD,,,HAVERLY,PA,18471,(717)563-1112,AD/DT/RR/IV/TX/,9497PA18471,-75.71142898470973,41.540243128240576,100.0
PENIEL AT GREENE VALLEY,,,,,,HAYNESBURG,PA,15370,(412)852-9939,AD/RR/W/A/B/H/HV/PI/CU/IV/TX/CI/PV/,6549PA15370,-80.18601499999993,39.89829000000003,97.18
THE CARE CENTER,,,63 SOUTH lIASHINGTON STREET,,,lIAYNESBURG,PA,15370,(412)627-6108,AD/AM/W/Y/PI/CU/IV/EA/DW/TX/,4234PA15370,-80.18697318146137,39.89568582905124,92.84
MENTAL HEALTH ASSOCIATION OF,NORTH CENTRAL PENNSYLVANIA,,15 MEADE STREET,SUITE L4,,HELLSBORO,PA,16901,(717)265-2525,AD/AM/TX/,9126PA16901,-77.30164002501476,41.74459430470353,98.14
RICHARD J CARON FOUNDATION,CARON HOSPITAL,,GALEN HALL ROAD,,,lIERNERSVILLE,PA,19565,(215)678-2332TEX154,AD/DT/IV/TX/,7131PA19565,-76.09798473209777,40.292681254224476,99.4
CHESTER COUNTY HOSPITAL,SUBSTANCE ABUSE SERVICES,,701 EAST MARSHALL STREET,,,HEST CHESTER,PA,19380,(215)431-5000,AD/DT/A/H/HV/TX/,2853PA19380,-75.60353332925753,39.97245356904924,98.97
FAMILY SERVICE OF CHESTER COUNTY,,,310 NORTH MATLACK STREET,,,HEST CHESTER,PA,19380,(215)696-4900,AD/AM/W/Y/A/H/HV/CU/EA/TX/,2993PA19380,-75.60432726312632,39.96383194344296,98.97
GAUDENZIA HOUSE,RESIDENTIAL,,1030 SOUTH CONCORD ROAD,,,HEST CHESTER,PA,19382,(215)399-6929,AD/RR/W/B/HV/CU/IV/TX/PV/,9737PA19382,-75.57284659499899,39.93521319233591,100.0
HELP COUNSELING CENTER/BARNARD STREET,,,510 A-5 BARNARD STREET,,,HEST CHESTER,PA,19381,(215)436-8576,AD/AM/IV/DW/TX/,7877PA19381,-75.45504246626747,39.85822947689255,93.05
HELP COUNSELING CENTER/HIGH STREET,,,624 SOUTH HIGH STREET,,,HEST CHESTER,PA,19380,(215)436-8576,AD/AM/W/Y/A/B/H/HV/CU/IV/PG/DW/TX/,6074PA19380,-75.59874692726822,39.95395977979245,97.9
KINDRED HOUSE/GAUDENZIA INC,FOR HOMEN AND CHILDREN,,1030 SOUTH CONCORD ROAD,,,lIEST CHESTER,PA,19380,(215)399-6571,AD/RR/W/B/HV/CU/IV/PG/TX/PV/,9737PA19380,-75.58229693294291,39.964454163291386,90.69
SOUTHERN CHESTER COUNTY,ADDICTION RECOVERY CENTER,,1011 HEST BALTIMORE PIKE,SUITE 101,,HEST GROVE,PA,19390,(215)869-8073,AD/AM/W/Y/A/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,9000PA19390,-75.89952463347473,39.82161376497808,94.32
SOUTHERN CHESTER COUNTY MEDICAL CENTER,MEDICAL DETOX IFICATION PROGRAM,,1015 HEST BALTIMORE PIKE,,,HEST GROVE,PA,19390,(215)869-1000,AL/DT/W/A/PI/TX/,7889PA19390,-75.89953476372139,39.821611091489224,94.32
NATIONAL COUNCIL ON ALCOHOLISM,BERKS COUNTY,,529 READING AVENUE,SUITE R,,HEST READING,PA,19611,(215)372-8917,AD/PV/,8771PA19611,-75.9488626271248,40.336852786288134,98.82
R J CARON FOUNDATION,CHIT CHAT HESTFIELD,,305 CHURCH STREET,,,HESTFIELD,PA,16950,(814)367-5901,AD/RR/CU/IV/TX/CI/PV/,5600PA16950,-77.53678857394132,41.91463953324626,98.14
BRIGHTON HOODS,OUTPATIENT PROGRAM/NORTH HILLS,,10 NORTH MEADOHS,,,HEX FORD,PA,15090,(412)931-8515,AD/AM/TX/,6105PA15090,-80.05519010129161,40.61223908356038,89.84
HAZLETON/NANTICOKE MH/HR,YOUTH FORESTRY,HICKORY RUN STATE PARK,,,,HHITE HAVEN,PA,18661,(717)443-9524,AD/AM/TX/,6549PA18661,-75.77600999999999,41.063030000000026,97.18
CATHOLIC SOCIAL SERVICES,,,33 EAST NORTHAMPTON STREET,,,HILKES-BARRE,PA,18701,(717)829-3489,AD/AM/W/Y/CU/IV/PG/DW/TX/,7584PA18701,-75.88419213699378,41.24343834409646,98.16
CLEAR BROOK MANOR,,,10 EAST NORTHAMPTON STREET,,,HILKES-BARRE,PA,18702,(717)823-1171,AD/DT/RR/W/B/HV/CU/IV/PG/TX/,6248PA18702,-75.88461361762509,41.243985318667455,97.16
FAMILY SERVICE ASSOCIATION OF,WYOMING VALLEY,,73 HEST UNION STREET,,,HILKES-BARRE,PA,18702,(717)823-5144,AD/AM/EA/TX/CI/PV/,6884PA18702,-75.78361685973067,41.340059495474364,95.03
LUZERNE/HYOMING COUNTIES,DRUG AND ALC PRIMARY PREVENTION UNIT,,111 NORTH PENNSYLVANIA BOULEVARD,,,HILKES-BARRE,PA,18702,(717)826-8790,AD/PV/,9760PA18702,-75.8731845797833,41.24697521410953,95.06
NEH BEGINNINGS AT COVE FORGE,,,ROUTE l,,,HILLIAMSBURG,PA,16693,(814)832-2121,AD/DT/RR/W/Y/CU/IV/TX/,8730PA16693,-78.20384999999997,40.46208000000007,87.85
GREEN RIDGE COUNSELING CENTER,UNIT III,,829 HEST 4TH STREET,,,HILLIAMSPORT,PA,17701,(717)322-1216,AD/AM/IV/EA/DW/TX/,7219PA17701,-77.01848215284686,41.239713384415715,90.07
HELPLINE,,,815 HEST 4TH STREET,,,HILLIAMSPORT,PA,17701,(717)323-8555,AD/PV/,1042PA17701,-77.01812290447674,41.239726166818016,90.07
"i,,EST BRANCH",IIRUG AND ALCOHOL ABUSE COMMISSION,,520 HEST 4TH STREET,2ND FLOOR,,HILLIAMSPORT,PA,17701,(717)323-8543,AD/DW/PV/,5400PA17701,-76.92055632723498,41.253561591688594,91.73
UPPER MORELAND YOUTH AND DRUG COUNCIL,ALDERSGATE YOUTH SERVICE BUREAU,,42 NORTH YORK ROAD,,,HILLOH GROVE,PA,19090,(215)657-4545,AD/DW/PV/,2364PA19090,-75.11281774151738,40.142261791109185,96.67
CLARE CENTER,RD 2,,,,,HRIGHTSVILLE,PA,17368,(717)252-3631,AD/RR/W/A/B/HV/CU/IV/PG/TX/,6549PA17368,-76.53396569999995,40.022141800000036,97.18
SELF HELP COUNSELING AND EDUCATION CENTER,,,822 EAST MARKET STREET,,,YORK,PA,17403,(717)845-6607,AD/AM/W/Y/IV/EA/DW/TX/PV/,9165PA17403,-76.71127525936404,39.96834874151659,100.0
YORK ALCOHOL AND DRUG SERVICES INC,,,211 SOUTH GEORGE STREET,,,YORK,PA,17403,(717)854-9591,AD/AM/W/Y/A/H/HV/CU/IV/TX/PV/MM/,4787PA17403,-76.7260160933835,39.959315564464475,99.52
CENTRO DE QUIMIOTERAPIA,ANEXO HOSPITAL REGIONAL DE,AGUADILLA,,,,AGUADILLA,PR,605,(809)891-2360,DA/AM/W/Y/H/CU/IV/MM/,6549PR00605,-67.13908839999993,18.450229300000046,100.0
CENTRO PREVENCION AGUADILLA,AVE SAN CARLOS ESQ BETANCES,ALTOS,,,,AGUADILLA,PR,603,(809)891-3075,AD/PV/,6549PR00603,-67.15169999999995,18.449265000000025,100.0
MODULO DE TRATAMIENTO,CARCEL DISTRITO AGUADILLA,CALLE RUIZ BELVIS,,,,AGUADILLA,PR,603,(809)891-4955,DA/AM/IV/TX/CI/,6549PR00603,-67.15169999999995,18.449265000000025,100.0
TEEN CHALLENGE DE AGUADILLA,SECTOR PLAYUELA BO BORINQUEN,,,,,AGUADILLA,PR,605,(809)891-9030,AD/RR/H/CU/IV/TX/PV/,6549PR00605,-67.13908839999993,18.450229300000046,100.0
CEDE ARECIBO,CARR 129 ANTIGUO HOSPITAL DE DISTRITO,,,,,ARECIBO,PR,613,(809)878-0862,DA/AM/TX/CI/,6549PR00613,-66.71568339999993,18.46976900000004,100.0
CENTRO DE PREVENCION,JOSE CHEO FELICIANO,AVE CONSTITUCION ANEXO COTTO,,AURGDO COMJEJO DEPORTINO,,ARECIBO,PR,613,(809)878-6335,AD/PV/,6549PR00613,-66.71568339999993,18.46976900000004,100.0
CENTRO DE PREVENCION ARECIBO,AVENIDA SAN LUIS 358,,,,,ARECIBO,PR,612,(809)878-0537,AD/PV/,6549PR00612,-66.72255929999993,18.47079360000004,100.0
HOGAR INTERMEDIO DE ARECIBO,CARRETERA DE ARECIBO A UTUADO,BO LOS CANOS,,,,ARECIBO,PR,612,(809)878-7921,,6549PR00612,-66.72255929999993,18.47079360000004,100.0
MODULO DE TRATAMIENTO CARCEL,DISTRITO DE ARECIBO,CARRETERA 2,,AVENIDA JOSE DE DIEGO 403,,ARECIBO,PR,612,(809)880-0253,DA/AM/IV/TX/CI/,6549PR00612,-66.72255929999993,18.47079360000004,100.0
BAYAMON REGIONAL METRO INSTITUTION,ALCOHOLISM TREATMENT MODULE,CENTRAL AVENUE/SANTA JUANITA,,,,BAYAMON,PR,621,(809)798-8015,AL/AM/H/TX/,6549PR00621,-66.14737999999993,18.394090000000066,90.0
CENTRO PREVENCION BAYAMON,CALLE BETANCES ESQ DEGETAU 20 TER PISO,,,,,BAYAMON,PR,619,(809)787-3077,AD/PV/,6549PR00619,-66.14737999999993,18.394090000000066,90.0
CENTRO TRATAMIENTO,MENORES BAYAMON,CALLE DR VEVE,,ESQ MARTI 51,,BAYAMON,PR,619,(809)780-8590,DA/AM/Y/TX/,6549PR00619,-66.14737999999993,18.394090000000066,90.0
HOGAR ESCUELA NUESTRA,SENORA DE FATIMA,BO CERRO GORDO CAMINO ESTEBAN CRUZ,,AVE SANTA JUANITA,,BAYAMON,PR,619,(809)787-2580,AD/PV/,6549PR00619,-66.14737999999993,18.394090000000066,90.0
MODULO TRATAMIENTO INSTITUCION,REGIONAL METROPOLITANA BAYAMON,CARRETERA 167,,,,BAYAMON,PR,619,(809)786-3067,DA/DT/AM/IV/TX/CI/,6549PR00619,-66.14737999999993,18.394090000000066,90.0
NEH LIFE FOR GIRLS,CARRETERA 830 INT KM 5 HM 7,,80 SANTA OLAYA,,,BAYAMON,PR,620,(809)797-0330,AD/RR/W/H/AI/CU/IV/TX/CI/,5975PR00620,-66.15916994687132,18.321810037978835,92.71
TEEN CHALLENGE DE PUERTO RICO INC,"CARR 2 KM 7,7",,,,,BAYAMON,PR,619,(809)792-6232,AD/DT/RR/H/CU/IV/TX/PV/,6549PR00619,-66.14737999999993,18.394090000000066,90.0
CAGUAS ALCOHOLISM TREATMENT PROGRAM,MONSENOR BERRIOS 22 ALTOS,,,,,CAGUAS,PR,625,(809)744-7080,AL/AM/W/H/DW/TX/,6549PR00625,-66.03745999999995,18.226540000000053,89.09
CAGUAS QUIMIOTERAPIA,CARR 196 KM 05 SECTOR LA 25,,80 BAIROA BOX 461,,,CAGUAS,PR,625,(809)744-6660,DA/AM/H/IV/MM/,4767PR00625,-66.04196999999994,18.259960000000035,90.16
