GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GKT001,GKT002,GKT003,GKT004,GKT005,GKT006,GKT007,GKT008,GKT009,GKT010,GKT011,GKT012,GKT013,GKT014,GKT015,GKT016,GKT017,GKT018,GKT019,GKT020,GKT021,GKT022,GKT023,GKT024,GKT025,GKT026,GKT027,GKT028,GKT029,GKT030,GKT031,GKT032,GLD001
"G4801090","2000","US","3","7","Texas","48","Culberson","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"9874227547","635398","Culberson County","A","+31307922","-104580325","06",,,56,58,61,41,12,44,44,42,277,19,75,19,82,19,15,5,56,62,81,59,28,62,52,23,215,21,100,27,101,25,0,0,889
"G4801110","2000","US","3","7","Texas","48","Dallam","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3897138301","1460688","Dallam County","A","+36192362","-102664932","06",,,25,57,77,120,70,124,112,107,559,106,255,67,125,48,6,7,16,35,57,85,160,110,101,39,629,120,253,63,125,35,10,0,2087
"G4801130","2000","US","3","7","Texas","48","Dallas","113",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"2278150680","75003602","Dallas County","A","+32803579","-096788828","06",,,21126,12020,33930,21720,24379,17995,17874,27989,132123,38609,92159,31910,125437,42409,19236,7084,17200,9258,26615,21207,22282,19282,20216,29003,163700,54765,105530,36807,120392,39940,10252,3399,677805
"G4801150","2000","US","3","7","Texas","48","Dawson","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2336328079","155200","Dawson County","A","+32743319","-101938360","06",,,313,174,284,283,318,113,294,154,2101,520,406,77,418,77,47,9,273,138,133,277,253,145,163,143,1368,351,510,111,368,90,38,0,5135
"G4801170","2000","US","3","7","Texas","48","Deaf Smith","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3878080036","2393828","Deaf Smith County","A","+34895916","-102501627","06",,,331,185,410,319,239,238,208,158,1310,364,515,121,409,104,30,17,324,125,402,236,256,288,241,160,1487,442,733,207,455,186,39,0,6856
"G4801190","2000","US","3","7","Texas","48","Delta","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"717621515","2179681","Delta County","A","+33388817","-095710045","06",,,17,9,55,80,43,53,69,65,634,112,257,52,138,57,5,14,7,18,40,82,101,132,77,40,672,134,274,93,168,116,0,4,2609
"G4801210","2000","US","3","7","Texas","48","Denton","121",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"2301298150","179596965","Denton County","A","+33134638","-097059692","06",,,1571,593,1932,1737,1893,1830,1984,2911,22914,9618,23165,8533,36864,10573,2301,2225,1305,393,1538,1699,1883,2084,1856,2986,29902,12695,23788,9225,33813,8991,1392,1026,81125
"G4801230","2000","US","3","7","Texas","48","Dewitt","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2354769327","3340199","DeWitt County","A","+29091822","-097332888","06",,,134,184,329,446,391,348,271,197,2555,483,825,296,524,140,68,22,190,199,179,543,287,271,251,268,2039,559,789,281,604,242,48,6,8453
"G4801250","2000","US","3","7","Texas","48","Dickens","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2341888243","2600116","Dickens County","A","+33591236","-100816700","06",,,55,6,42,47,32,42,39,52,408,101,143,12,67,11,6,0,26,4,29,48,29,29,21,69,339,72,117,15,64,6,9,0,1131
"G4801270","2000","US","3","7","Texas","48","Dimmit","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3447043984","9251938","Dimmit County","A","+28462555","-099754829","06",,,263,123,155,287,38,150,106,197,737,143,215,82,259,37,41,8,346,170,219,279,96,75,82,148,834,237,276,119,208,37,15,0,4752
"G4801290","2000","US","3","7","Texas","48","Donley","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2408096470","8483533","Donley County","A","+34977385","-100814595","06",,,12,8,19,44,60,32,34,61,313,109,195,81,152,59,14,5,10,8,17,43,51,43,46,77,371,209,223,112,129,43,6,0,1524
"G4801310","2000","US","3","7","Texas","48","Duval","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4643087506","7686162","Duval County","A","+27712895","-098514443","06",,,270,155,188,244,172,208,177,185,1270,282,439,112,234,108,13,9,324,109,247,301,201,178,160,124,1120,337,402,119,218,126,10,0,6066
"G4801330","2000","US","3","7","Texas","48","Eastland","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2398365878","15251973","Eastland County","A","+32349233","-098821041","06",,,112,49,218,269,218,230,281,188,1850,450,855,229,498,148,63,15,97,29,157,324,295,407,263,203,2226,461,796,421,595,183,41,0,8748
"G4801350","2000","US","3","7","Texas","48","Ector","135",,,,,"0",,,,,,,,,,,,,"5800","99","N","9999","9999","9",,,,,,,,,"2333725529","1618368","Ector County","A","+31867206","-102434820","06",,,1159,760,1861,1585,1290,1529,1381,1322,8933,2650,5329,1750,3084,737,415,135,1099,728,1919,1878,1452,1905,1697,1423,10307,3676,5422,2090,3099,894,203,44,38483
"G4801370","2000","US","3","7","Texas","48","Edwards","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5490139198","496681","Edwards County","A","+30025625","-100248440","06",,,48,47,32,24,23,11,11,25,214,37,86,16,93,19,9,5,36,24,42,42,19,12,24,47,202,60,62,28,90,23,7,0,831
"G4801390","2000","US","3","7","Texas","48","Ellis","139",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"2434362808","30437957","Ellis County","A","+32391428","-096798436","06",,,602,361,898,1153,1103,1263,1051,1034,9761,2909,5165,1708,3983,1126,378,165,512,312,814,1035,1150,1204,1313,1176,10992,3546,4996,1866,4414,1062,306,112,31168
"G4801410","2000","US","3","7","Texas","48","El Paso","141",,,,,"0",,,,,,,,,,,,,"2320","99","N","9999","9999","9",,,,,,,,,"2623932741","4064344","El Paso County","A","+31770159","-106351813","06",,,7735,4586,12777,7127,6000,4865,4078,7146,40674,12310,29345,9656,21634,7072,4054,1381,12647,7302,20268,11379,8647,5605,4766,9080,47582,14267,28790,9882,21628,6760,2020,477,220716
"G4801430","2000","US","3","7","Texas","48","Erath","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2813575524","8989076","Erath County","A","+32213540","-098233081","06",,,371,92,240,328,285,241,262,262,2495,713,1400,230,1418,470,191,231,252,96,127,323,304,456,342,443,2654,756,1462,387,1706,668,69,76,9827
"G4801450","2000","US","3","7","Texas","48","Falls","145",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1991935318","12215375","Falls County","A","+31265510","-096963672","06",,,115,73,205,291,197,199,280,311,1807,311,569,218,356,127,48,27,158,70,280,387,278,466,471,284,2286,515,745,346,388,143,43,19,7568
"G4801470","2000","US","3","7","Texas","48","Fannin","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2308852674","19963433","Fannin County","A","+33558351","-096151034","06",,,161,119,247,618,571,564,541,399,4009,785,1300,422,832,393,79,37,61,43,172,498,373,637,473,341,3514,870,1299,433,893,359,69,8,12039
"G4801490","2000","US","3","7","Texas","48","Fayette","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2460557007","25418039","Fayette County","A","+29852995","-096917342","06",,,152,86,244,520,303,216,167,232,2553,462,782,252,817,237,83,19,103,90,277,825,401,299,258,184,2888,486,876,309,844,153,61,4,7676
"G4801510","2000","US","3","7","Texas","48","Fisher","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2333995197","1504872","Fisher County","A","+32766103","-100401882","06",,,73,48,49,72,55,44,37,22,552,84,168,46,124,34,8,9,50,29,31,82,63,55,50,51,613,120,179,86,157,29,8,8,1855
"G4801530","2000","US","3","7","Texas","48","Floyd","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2569758750","821362","Floyd County","A","+34100705","-101349336","06",,,160,91,104,141,64,79,69,138,679,110,272,62,170,51,15,4,110,93,141,115,79,171,125,60,804,198,247,74,309,15,20,3,2678
"G4801550","2000","US","3","7","Texas","48","Foard","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1830285768","2621410","Foard County","A","+33985936","-099759285","06",,,6,16,15,25,9,15,23,27,180,35,83,5,39,9,7,2,4,8,28,36,16,25,46,36,212,53,84,12,45,13,2,0,873
"G4801570","2000","US","3","7","Texas","48","Fort Bend","157",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"2265308727","29542912","Fort Bend County","A","+29579191","-095694377","06",,,1974,960,2510,2063,2108,1949,1967,3125,18204,5930,14892,6128,27454,9703,2870,2015,2263,1114,2358,2182,1755,2022,1682,3571,23480,8392,17502,7149,26520,8268,1682,669,80428
"G4801590","2000","US","3","7","Texas","48","Franklin","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"739849574","23608885","Franklin County","A","+33097244","-095209857","06",,,28,27,73,84,115,132,138,131,1055,178,403,133,360,121,40,12,36,25,94,117,119,86,111,134,1231,238,540,153,338,148,19,2,3647
"G4801610","2000","US","3","7","Texas","48","Freestone","161",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2272530826","38085466","Freestone County","A","+31709067","-096190755","06",,,48,40,142,230,237,267,299,244,2328,497,872,353,436,138,40,14,54,28,120,223,194,298,211,166,2233,515,727,445,509,142,31,4,6766
"G4801630","2000","US","3","7","Texas","48","Frio","163",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2934513897","3266120","Frio County","A","+28883233","-099111941","06",,,281,131,276,313,365,428,303,125,1460,498,506,259,365,69,20,0,344,198,348,353,251,208,141,86,1326,314,378,87,273,68,33,0,5862
"G4801650","2000","US","3","7","Texas","48","Gaines","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3891069648","1270535","Gaines County","A","+32776734","-102665852","06",,,175,108,371,378,184,208,171,162,913,231,474,82,281,101,4,2,203,147,360,379,164,144,181,174,1198,288,363,109,348,70,19,14,4020
"G4801670","2000","US","3","7","Texas","48","Galveston","167",,,,,"0",,,,,,,,,,,,,"3362","42","N","2920","9999","9",,,,,,,,,"1032033925","1228838493","Galveston County","A","+29388483","-094938775","06",,,985,688,1682,1885,2067,2119,2320,3004,19563,6027,13288,4680,12002,3862,1772,1226,1364,657,1584,2058,2258,2554,2495,3067,23075,7914,13978,5509,11722,4134,1192,772,76291
"G4801690","2000","US","3","7","Texas","48","Garza","169",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2319490709","1620915","Garza County","A","+33179890","-101325381","06",,,28,30,88,48,53,80,87,50,619,172,175,18,88,34,25,0,43,40,57,69,44,109,53,57,582,100,171,44,126,39,2,0,1849
"G4801710","2000","US","3","7","Texas","48","Gillespie","171",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2748138559","1087810","Gillespie County","A","+30280825","-098926328","06",,,166,109,217,296,170,197,187,112,1981,454,1125,278,1125,379,184,82,118,74,188,398,181,223,156,251,2507,697,1307,373,1175,439,72,34,7399
"G4801730","2000","US","3","7","Texas","48","Glasscock","173",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2332919483","479504","Glasscock County","A","+31855233","-101544680","06",,,19,20,26,22,12,21,23,6,113,36,61,9,61,12,0,0,6,5,24,13,5,14,25,11,89,32,61,27,67,13,3,0,344
"G4801750","2000","US","3","7","Texas","48","Goliad","175",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2210601524","15096180","Goliad County","A","+28685146","-097398036","06",,,67,74,75,129,91,84,62,54,702,164,369,136,162,52,18,15,49,37,76,153,71,113,74,62,661,219,398,116,226,64,4,26,2091
"G4801770","2000","US","3","7","Texas","48","Gonzales","177",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2765459447","5370804","Gonzales County","A","+29456893","-097508463","06",,,319,209,384,411,195,200,272,199,1769,326,614,146,405,113,42,17,292,171,224,385,397,317,280,232,2212,427,422,127,580,91,14,5,6786
"G4801790","2000","US","3","7","Texas","48","Gray","179",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2404226608","2517095","Gray County","A","+35437533","-100856145","06",,,99,27,215,308,467,276,344,199,2557,755,1085,357,650,221,111,23,59,40,190,296,300,354,396,243,2625,855,1103,439,631,157,32,6,7596
"G4801810","2000","US","3","7","Texas","48","Grayson","181",,,,,"0",,,,,,,,,,,,,"7640","99","N","9999","9999","9",,,,,,,,,"2417785952","118311716","Grayson County","A","+33652301","-096640478","06",,,344,125,703,1247,1091,1101,1032,1135,9325,2944,5682,2636,4307,1387,624,338,381,122,468,1279,1203,1331,1451,1295,12384,3688,6047,2888,3837,1582,266,139,40053
"G4801830","2000","US","3","7","Texas","48","Gregg","183",,,,,"0",,,,,,,,,,,,,"4420","99","N","9999","9999","9",,,,,,,,,"709735324","6068837","Gregg County","A","+32491047","-094800632","06",,,599,299,664,779,921,1000,1083,1461,8597,2528,5534,2089,4677,1601,537,260,429,197,625,1050,1137,1386,1511,1493,10775,3509,6141,2540,4599,1580,327,78,41697
"G4801850","2000","US","3","7","Texas","48","Grimes","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2055421820","19583224","Grimes County","A","+30485616","-095993922","06",,,243,217,358,453,442,504,549,428,2909,750,974,365,527,154,56,16,88,90,196,408,298,356,304,322,2362,541,975,295,633,180,82,5,8005
"G4801870","2000","US","3","7","Texas","48","Guadalupe","187",,,,,"0",,,,,,,,,,,,,"7240","99","N","9999","9999","9",,,,,,,,,"1841847082","7845749","Guadalupe County","A","+29594293","-097993953","06",,,619,320,678,779,1145,769,658,754,7777,1923,4059,1830,3722,1313,293,228,652,371,747,1183,936,851,845,881,8979,2528,4255,1503,3566,1227,209,79,26318
"G4801890","2000","US","3","7","Texas","48","Hale","189",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2602041712","298615","Hale County","A","+34094550","-101790353","06",,,482,333,567,532,466,583,415,325,3122,525,1318,430,1012,323,139,37,446,248,475,557,551,522,537,294,3053,778,1427,427,1081,353,92,48,10632
"G4801910","2000","US","3","7","Texas","48","Hall","191",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2338979526","2568031","Hall County","A","+34535342","-100658156","06",,,42,30,70,83,82,32,59,36,364,71,94,48,85,13,24,0,30,51,49,96,76,85,85,61,466,91,126,40,104,25,9,0,1803
"G4801930","2000","US","3","7","Texas","48","Hamilton","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2164469099","1743061","Hamilton County","A","+31751895","-098100640","06",,,39,21,68,110,86,148,129,83,922,180,310,94,293,142,49,7,58,11,94,161,105,146,123,134,993,246,466,92,319,122,28,13,3429
"G4801950","2000","US","3","7","Texas","48","Hansford","195",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2382272862","1554159","Hansford County","A","+36272837","-101305950","06",,,34,40,125,110,46,71,50,45,436,105,211,36,224,73,12,0,40,41,113,56,62,57,101,39,583,118,188,77,272,36,16,3,1535
"G4801970","2000","US","3","7","Texas","48","Hardeman","197",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1801021454","4201347","Hardeman County","A","+34284963","-099721784","06",,,32,34,56,76,43,71,38,40,482,80,227,51,102,41,45,0,34,29,36,114,92,97,60,67,561,122,257,36,149,50,9,4,2115
"G4801990","2000","US","3","7","Texas","48","Hardin","199",,,,,"0",,,,,,,,,,,,,"0840","99","N","9999","9999","9",,,,,,,,,"2316312268","7870105","Hardin County","A","+30324505","-094329610","06",,,71,98,199,500,289,447,481,581,6018,1181,1984,776,1523,306,107,91,85,58,200,797,501,680,676,655,6362,1306,1980,823,1449,384,107,32,15341
"G4802010","2000","US","3","7","Texas","48","Harris","201",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"4477636200","126570235","Harris County","A","+29787777","-095363056","06",,,30752,15595,46816,33479,38661,26165,26573,44961,200359,58943,143801,44695,191312,62292,28525,14521,30875,15200,42916,34292,35112,27863,29701,45461,246936,79460,158543,53353,179153,56634,17613,6837,999211
"G4802030","2000","US","3","7","Texas","48","Harrison","203",,,,,"0",,,,,,,,,,,,,"4420","99","N","9999","9999","9",,,,,,,,,"2327637984","42428648","Harrison County","A","+32548681","-094353085","06",,,232,128,365,687,566,707,625,684,6347,1483,2673,1071,1920,527,177,184,241,70,283,782,621,791,852,868,6996,1879,2999,1161,2289,693,165,64,24353
"G4802050","2000","US","3","7","Texas","48","Hartley","205",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3787211615","2457266","Hartley County","A","+35871789","-102553501","06",,,9,9,138,69,125,206,52,99,870,237,330,73,302,89,27,14,2,7,15,51,20,29,69,38,532,89,257,83,246,31,12,6,820
"G4802070","2000","US","3","7","Texas","48","Haskell","207",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2338673402","18871082","Haskell County","A","+33206034","-099785931","06",,,66,39,108,82,87,88,66,63,681,103,265,39,172,97,20,5,54,40,56,97,92,131,89,87,895,175,247,41,233,87,9,0,2858
"G4802090","2000","US","3","7","Texas","48","Hays","209",,,,,"0",,,,,,,,,,,,,"0640","99","N","9999","9999","9",,,,,,,,,"1755681187","4977463","Hays County","A","+29992158","-097977450","06",,,444,273,575,635,491,602,586,577,5495,1651,5294,1358,5327,1978,597,687,547,307,445,672,474,586,455,543,6808,2273,4522,1219,5591,1988,311,324,22864
"G4802110","2000","US","3","7","Texas","48","Hemphill","211",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2356051113","6164977","Hemphill County","A","+35815645","-100271629","06",,,21,19,33,38,23,15,36,15,311,118,188,38,130,33,9,11,10,10,25,60,25,52,32,26,328,130,206,39,180,29,0,0,705
"G4802130","2000","US","3","7","Texas","48","Henderson","213",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"2264260076","193636334","Henderson County","A","+32225623","-095915330","06",,,363,253,622,1214,889,1147,996,1009,7409,1745,3778,1182,2021,713,231,116,258,177,403,1159,1104,1315,1298,1037,8711,2616,3655,1525,2033,695,141,71,32775
"G4802150","2000","US","3","7","Texas","48","Hidalgo","215",,,,,"0",,,,,,,,,,,,,"4880","99","N","9999","9999","9",,,,,,,,,"4065624249","33456472","Hidalgo County","A","+26242291","-098159799","06",,,11126,9880,15086,8980,7978,5143,5106,5997,28782,6471,14322,4221,11965,4101,2463,926,14860,12373,19708,10939,8723,4329,4306,6427,32816,8915,14360,4489,13542,4819,1150,367,190806
"G4802170","2000","US","3","7","Texas","48","Hill","217",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2492501234","60315182","Hill County","A","+31996685","-097156742","06",,,153,111,190,565,407,576,400,422,3385,737,1362,478,907,320,84,36,125,106,243,528,495,673,573,411,3674,928,1404,603,926,328,46,13,13030
"G4802190","2000","US","3","7","Texas","48","Hockley","219",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2352432879","691489","Hockley County","A","+33622461","-102365494","06",,,290,155,264,324,233,289,246,214,1607,409,910,451,519,270,51,28,255,174,290,364,344,329,291,219,1925,664,862,532,656,261,24,16,7592
"G4802210","2000","US","3","7","Texas","48","Hood","221",,,,,"0",,,,,,,,,,,,,"1922","31","N","2800","9999","9",,,,,,,,,"1091966384","39340655","Hood County","A","+32432285","-097796232","06",,,44,71,122,365,358,446,388,305,3783,1496,2486,628,2250,628,274,132,106,26,155,348,448,517,595,440,4683,1698,2536,712,1797,619,143,22,13772
"G4802230","2000","US","3","7","Texas","48","Hopkins","223",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2026400831","26799005","Hopkins County","A","+33128329","-095581639","06",,,230,159,305,446,376,442,409,409,3347,732,1203,281,1051,324,151,114,170,51,253,504,419,526,546,298,4150,889,1353,344,1069,380,47,25,12377
"G4802250","2000","US","3","7","Texas","48","Houston","225",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3187994422","15393128","Houston County","A","+31325750","-095433984","06",,,144,94,260,935,373,296,534,228,3002,546,949,264,718,381,66,13,56,34,69,285,388,509,429,242,2630,689,934,365,571,207,18,15,8163
"G4802270","2000","US","3","7","Texas","48","Howard","227",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2338339550","3510749","Howard County","A","+32238246","-101436522","06",,,299,213,800,610,401,572,383,502,4056,883,1635,643,935,240,96,40,256,181,320,500,387,403,460,334,3018,1013,1441,728,819,241,104,31,11331
"G4802290","2000","US","3","7","Texas","48","Hudspeth","229",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11838840971","2402329","Hudspeth County","A","+31491717","-105401895","06",,,66,54,160,77,41,20,34,52,192,25,86,22,54,23,15,4,87,57,179,48,30,29,50,45,201,43,96,30,69,17,4,0,1186
"G4802310","2000","US","3","7","Texas","48","Hunt","231",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"2178586457","105846457","Hunt County","A","+33110760","-096084533","06",,,323,195,574,812,783,1050,855,1027,7711,1776,3279,814,2721,1164,200,274,303,139,411,748,944,1089,1049,932,8944,2014,3631,1007,2485,1056,103,135,30918
"G4802330","2000","US","3","7","Texas","48","Hutchinson","233",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2298272229","19631084","Hutchinson County","A","+35738621","-101419867","06",,,62,67,124,276,219,219,257,250,2423,791,1011,412,754,310,62,36,46,80,83,370,345,240,236,248,2780,879,1174,501,704,260,52,11,8495
"G4802350","2000","US","3","7","Texas","48","Irion","235",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2723308823","291335","Irion County","A","+31284516","-100973920","06",,,18,15,14,22,22,12,14,21,176,56,88,18,95,12,10,6,10,15,12,13,15,17,19,19,201,57,75,26,113,17,6,3,583
"G4802370","2000","US","3","7","Texas","48","Jack","237",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2374006877","9077349","Jack County","A","+33208587","-098169992","06",,,12,22,66,160,109,147,138,151,1129,304,387,129,248,113,13,5,17,18,29,150,115,97,77,105,1002,304,294,120,280,62,4,23,2928
"G4802390","2000","US","3","7","Texas","48","Jackson","239",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2148371018","71315600","Jackson County","A","+28921661","-096571686","06",,,130,69,174,237,158,190,136,124,1515,372,575,249,411,111,31,7,111,69,139,247,191,212,207,137,1673,404,564,210,470,117,38,0,5922
"G4802410","2000","US","3","7","Texas","48","Jasper","241",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2427844000","83458684","Jasper County","A","+30774547","-094005402","06",,,119,131,260,575,327,523,489,518,4593,731,1230,396,878,250,89,50,125,147,275,588,459,606,641,542,4676,1117,1408,495,760,325,85,12,14851
"G4802430","2000","US","3","7","Texas","48","Jeff Davis","243",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5864838926","459348","Jeff Davis County","A","+30680228","-104130908","06",,,30,19,46,16,13,21,23,24,139,13,108,46,179,79,13,18,21,24,42,22,15,36,19,24,157,32,96,27,156,94,2,6,932
"G4802450","2000","US","3","7","Texas","48","Jefferson","245",,,,,"0",,,,,,,,,,,,,"0840","99","N","9999","9999","9",,,,,,,,,"2340170834","537971766","Jefferson County","A","+29984230","-094061768","06",,,1795,800,1764,2244,2628,2633,2674,2872,27193,5826,12374,3720,8843,2183,1439,484,1124,786,1728,2526,2056,2988,2797,3325,26228,7076,13036,4805,9634,2782,692,206,89121
"G4802470","2000","US","3","7","Texas","48","Jim Hogg","247",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2942511204","140391","Jim Hogg County","A","+27126600","-098702434","06",,,151,64,42,117,86,63,102,39,437,114,183,34,86,13,4,0,180,57,99,119,60,48,67,51,469,123,136,57,107,95,0,0,2216
"G4802490","2000","US","3","7","Texas","48","Jim Wells","249",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2239089456","9601293","Jim Wells County","A","+27709310","-098085329","06",,,535,314,403,686,464,502,570,540,3702,727,1340,351,625,235,113,45,603,404,547,594,589,532,503,491,3911,854,1325,471,1066,353,78,52,15495
"G4802510","2000","US","3","7","Texas","48","Johnson","251",,,,,"0",,,,,,,,,,,,,"1922","31","N","2800","9999","9",,,,,,,,,"1889198737","13037107","Johnson County","A","+32402071","-097336791","06",,,416,348,854,1106,1730,1739,1667,1381,12276,3475,6221,1991,3802,1236,420,201,390,234,627,1331,1301,1837,1428,1437,14111,4219,5975,2382,3901,977,283,121,40555
"G4802530","2000","US","3","7","Texas","48","Jones","253",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2411259657","15894244","Jones County","A","+32787722","-099912391","06",,,138,104,324,408,406,767,730,394,2630,478,753,331,429,118,79,4,139,50,115,371,244,258,297,168,2140,417,761,224,373,104,24,2,6828
"G4802550","2000","US","3","7","Texas","48","Karnes","255",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1943312521","8462078","Karnes County","A","+28881819","-097866278","06",,,257,117,213,540,551,327,398,184,2123,384,480,216,246,112,27,31,258,133,170,402,254,198,120,108,1221,281,304,137,405,145,10,0,4400
"G4802570","2000","US","3","7","Texas","48","Kaufman","257",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"2035841232","53774580","Kaufman County","A","+32615497","-096301838","06",,,397,165,556,909,824,981,988,903,6944,1786,3181,1122,1931,557,201,82,252,183,422,795,921,1041,1142,958,8225,2124,3179,1340,2042,541,122,45,22892
"G4802590","2000","US","3","7","Texas","48","Kendall","259",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1715713677","1561929","Kendall County","A","+29897983","-098730829","06",,,67,145,158,179,121,178,113,156,1518,525,1415,346,1619,556,286,89,91,94,91,303,103,201,138,171,2131,733,1484,398,1643,598,101,76,6014
