GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E33001,E33002,E33003,E33004,E33005,E33006,E33007
"G4700070","1990","TN",,,,,,,,,,,"99","Bledsoe","007",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001052404","0000001026","Bledsoe County","A","+35598757","-085207162","06",1782,1272,2142,690,145,220,127
"G4700090","1990","TN",,,,,,,,,,,"99","Blount","009",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001446700","0000020941","Blount County","A","+35686901","-083925565","06",8878,9410,19193,9617,2595,5517,2773
"G4700110","1990","TN",,,,,,,,,,,"99","Bradley","011",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000851477","0000007164","Bradley County","A","+35153889","-084859853","06",8893,7780,13433,8310,2831,3717,1869
"G4700130","1990","TN",,,,,,,,,,,"99","Campbell","013",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001243413","0000047104","Campbell County","A","+36405561","-084146314","06",7199,4651,6431,2199,600,929,554
"G4700150","1990","TN",,,,,,,,,,,"99","Cannon","015",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000688078","0000000165","Cannon County","A","+35810088","-086062841","06",1761,1349,2459,672,130,306,167
"G4700170","1990","TN",,,,,,,,,,,"99","Carroll","017",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001551552","0000002162","Carroll County","A","+35976257","-088452112","06",4514,3720,6253,2090,517,877,463
"G4700190","1990","TN",,,,,,,,,,,"99","Carter","019",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000883356","0000017018","Carter County","A","+36295910","-082128917","06",7687,6967,10345,4452,1284,2586,1136
"G4700210","1990","TN",,,,,,,,,,,"99","Cheatham","021",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0000783964","0000011589","Cheatham County","A","+36266733","-087079844","06",2364,3631,5951,2693,696,1298,502
"G4700230","1990","TN",,,,,,,,,,,"99","Chester","023",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000747314","0000000574","Chester County","A","+35425075","-088609154","06",1872,1650,2304,936,314,398,279
"G4700250","1990","TN",,,,,,,,,,,"99","Claiborne","025",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001124825","0000018828","Claiborne County","A","+36483926","-083662483","06",5533,2626,4914,1780,392,822,507
"G4700270","1990","TN",,,,,,,,,,,"99","Clay","027",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000611543","0000059946","Clay County","A","+36554418","-085543285","06",1734,775,1585,333,68,257,123
"G4700290","1990","TN",,,,,,,,,,,"99","Cocke","029",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001125151","0000022657","Cocke County","A","+35926194","-083120093","06",5900,3615,6176,1979,459,737,320
"G4700310","1990","TN",,,,,,,,,,,"99","Coffee","031",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001110874","0000014465","Coffee County","A","+35491586","-086074545","06",4741,4470,7830,4128,1146,2644,1396
"G4700330","1990","TN",,,,,,,,,,,"99","Crockett","033",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000687096","0000000536","Crockett County","A","+35810366","-089132681","06",1907,1944,3332,966,278,412,164
"G4700350","1990","TN",,,,,,,,,,,"99","Cumberland","035",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001765422","0000008648","Cumberland County","A","+35951401","-084997337","06",5444,4032,7734,3224,752,1603,799
"G4700370","1990","TN",,,,,,,,,,,"99","Davidson","037",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001300850","0000061905","Davidson County","B","+36168900","-086784641","06",28202,52871,90234,66311,16335,53282,28570
"G4700390","1990","TN",,,,,,,,,,,"99","Decatur","039",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000864845","0000028532","Decatur County","A","+35605487","-088105680","06",1917,1449,2479,798,166,235,110
"G4700410","1990","TN",,,,,,,,,,,"99","DeKalb","041",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000788883","0000063230","DeKalb County","A","+35979470","-085833312","06",2828,1920,2957,924,125,469,334
"G4700430","1990","TN",,,,,,,,,,,"99","Dickson","043",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001268888","0000003674","Dickson County","A","+36153651","-087361508","06",4115,4415,8311,2642,641,1296,741
"G4700450","1990","TN",,,,,,,,,,,"99","Dyer","045",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001322416","0000041269","Dyer County","A","+36057273","-089411842","06",5636,4442,5936,3486,918,1274,842
"G4700470","1990","TN",,,,,,,,,,,"99","Fayette","047",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001824771","0000004477","Fayette County","A","+35188741","-089413304","06",3549,3408,5000,2032,397,805,439
"G4700490","1990","TN",,,,,,,,,,,"99","Fentress","049",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001291528","0000000870","Fentress County","A","+36384006","-084927652","06",3498,1655,2724,696,156,407,213
"G4700510","1990","TN",,,,,,,,,,,"99","Franklin","051",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001432613","0000055006","Franklin County","A","+35151502","-086097176","06",4214,3994,7222,3222,875,1781,1153
"G4700530","1990","TN",,,,,,,,,,,"99","Gibson","053",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001561049","0000002372","Gibson County","A","+35999277","-088930092","06",6459,6796,10297,4192,941,1754,742
"G4700550","1990","TN",,,,,,,,,,,"99","Giles","055",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001582409","0000000645","Giles County","A","+35202363","-087035741","06",3246,3439,5855,2101,626,892,602
"G4700570","1990","TN",,,,,,,,,,,"99","Grainger","057",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000726120","0000057250","Grainger County","A","+36277124","-083510921","06",3886,2089,3433,985,203,340,192
"G4700590","1990","TN",,,,,,,,,,,"99","Greene","059",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001610576","0000006276","Greene County","A","+36173342","-082846031","06",8984,6753,12130,4709,1155,2585,1272
"G4700610","1990","TN",,,,,,,,,,,"99","Grundy","061",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000933919","0000001499","Grundy County","A","+35392309","-085720116","06",3006,1587,2387,734,143,272,179
"G4700630","1990","TN",,,,,,,,,,,"99","Hamblen","063",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000417098","0000038181","Hamblen County","A","+36217813","-083266137","06",6856,5884,10329,5070,1348,2574,1153
"G4700650","1990","TN",,,,,,,,,,,"99","Hamilton","065",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0001405064","0000086159","Hamilton County","A","+35181708","-085167580","06",21076,30421,51682,37063,10366,25906,11052
"G4700670","1990","TN",,,,,,,,,,,"99","Hancock","067",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000575766","0000003130","Hancock County","A","+36525586","-083219764","06",1823,706,1187,392,58,144,79
"G4700690","1990","TN",,,,,,,,,,,"99","Hardeman","069",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001729046","0000007404","Hardeman County","A","+35203033","-088996804","06",3192,3650,4622,1602,394,729,376
"G4700710","1990","TN",,,,,,,,,,,"99","Hardin","071",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001496779","0000047791","Hardin County","A","+35195383","-088186344","06",3578,3146,5339,1585,340,518,386
"G4700730","1990","TN",,,,,,,,,,,"99","Hawkins","073",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0001260517","0000033607","Hawkins County","A","+36435910","-082948661","06",7054,5359,10508,3245,902,1624,857
"G4700750","1990","TN",,,,,,,,,,,"99","Haywood","075",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001381107","0000002456","Haywood County","A","+35580088","-089286435","06",3001,2663,3620,1372,341,691,355
"G4700770","1990","TN",,,,,,,,,,,"99","Henderson","077",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001346958","0000015258","Henderson County","A","+35654930","-088386314","06",3592,2881,4573,1905,498,699,285
"G4700790","1990","TN",,,,,,,,,,,"99","Henry","079",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001454941","0000082209","Henry County","A","+36327336","-088298902","06",3989,3717,7038,2464,416,1020,622
"G4700810","1990","TN",,,,,,,,,,,"99","Hickman","081",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001586889","0000000133","Hickman County","A","+35800109","-087474381","06",2639,2338,3671,1492,269,523,284
"G4700830","1990","TN",,,,,,,,,,,"99","Houston","083",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000518580","0000017382","Houston County","A","+36282538","-087713578","06",1255,976,1636,453,104,215,83
"G4700850","1990","TN",,,,,,,,,,,"99","Humphreys","085",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001378513","0000063465","Humphreys County","A","+36032690","-087773093","06",1812,1992,4218,1214,237,705,251
"G4700870","1990","TN",,,,,,,,,,,"99","Jackson","087",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000800048","0000027644","Jackson County","A","+36355165","-085670208","06",2458,1010,1787,559,82,257,175
"G4700890","1990","TN",,,,,,,,,,,"99","Jefferson","089",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000709213","0000104924","Jefferson County","A","+36050118","-083447215","06",4858,3644,6655,3013,810,1454,1070
"G4700910","1990","TN",,,,,,,,,,,"99","Johnson","091",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000773101","0000011038","Johnson County","A","+36457805","-081858900","06",2951,1977,2835,876,226,292,173
"G4700930","1990","TN",,,,,,,,,,,"99","Knox","093",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001316994","0000044862","Knox County","A","+35992500","-083937408","06",23831,31671,59953,40105,10550,33697,18514
"G4700950","1990","TN",,,,,,,,,,,"99","Lake","095",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000423282","0000078686","Lake County","A","+36341338","-089492300","06",1406,965,1409,607,76,172,65
"G4700970","1990","TN",,,,,,,,,,,"99","Lauderdale","097",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001218546","0000095031","Lauderdale County","A","+35757434","-089634774","06",3745,3333,4816,1639,346,648,235
"G4700990","1990","TN",,,,,,,,,,,"99","Lawrence","099",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001598590","0000001919","Lawrence County","A","+35223766","-087393263","06",6379,4058,7211,2771,615,858,641
"G4701010","1990","TN",,,,,,,,,,,"99","Lewis","101",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000730678","0000000991","Lewis County","A","+35521788","-087494841","06",1634,1231,1962,624,159,172,124
"G4701030","1990","TN",,,,,,,,,,,"99","Lincoln","103",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001477054","0000001012","Lincoln County","A","+35140702","-086588480","06",3595,4315,6044,2312,630,1122,574
"G4701050","1990","TN",,,,,,,,,,,"99","Loudon","105",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000592116","0000047723","Loudon County","A","+35734401","-084312001","06",4028,3601,6971,3328,1105,1394,620
"G4701070","1990","TN",,,,,,,,,,,"99","McMinn","107",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001114470","0000005029","McMinn County","A","+35424689","-084618065","06",6687,5243,8137,3946,897,1880,1040
"G4701090","1990","TN",,,,,,,,,,,"99","McNairy","109",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001450609","0000002050","McNairy County","A","+35175253","-088564230","06",3404,3033,5859,1645,379,489,296
"G4701110","1990","TN",,,,,,,,,,,"99","Macon","111",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000795509","0000000149","Macon County","A","+36529292","-086005371","06",3506,1719,3481,863,145,337,228
"G4701130","1990","TN",,,,,,,,,,,"99","Madison","113",,,"6","3580",,,,"9999","3","Tennessee","47",,,,,"0001442933","0000004038","Madison County","A","+35608057","-088838707","06",6679,8844,13891,8969,2480,5274,2839
"G4701150","1990","TN",,,,,,,,,,,"99","Marion","115",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0001294581","0000036154","Marion County","A","+35127629","-085610305","06",3995,3699,4906,1783,579,622,409
"G4701170","1990","TN",,,,,,,,,,,"99","Marshall","117",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000972258","0000001931","Marshall County","A","+35467106","-086766868","06",2633,3001,4997,1964,407,748,337
"G4701190","1990","TN",,,,,,,,,,,"99","Maury","119",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001587463","0000006865","Maury County","A","+35615798","-087076364","06",5820,6522,11460,5699,1720,2755,1539
"G4701210","1990","TN",,,,,,,,,,,"99","Meigs","121",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000504717","0000056781","Meigs County","A","+35514694","-084810033","06",1405,1047,1631,593,167,236,106
"G4701230","1990","TN",,,,,,,,,,,"99","Monroe","123",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001645293","0000045677","Monroe County","A","+35447590","-084250833","06",6252,3525,5778,1921,556,998,491
"G4701250","1990","TN",,,,,,,,,,,"99","Montgomery","125",,,"6","1660",,,,"9999","3","Tennessee","47",,,,,"0001396427","0000012204","Montgomery County","A","+36495480","-087381542","06",5521,7314,19149,13384,3134,6544,3021
"G4701270","1990","TN",,,,,,,,,,,"99","Moore","127",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000334552","0000003122","Moore County","N","+35284220","-086357414","06",538,493,1149,386,163,255,108
"G4701290","1990","TN",,,,,,,,,,,"99","Morgan","129",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001352162","0000000887","Morgan County","A","+36131087","-084641665","06",2654,2151,4236,1268,368,252,157
"G4701310","1990","TN",,,,,,,,,,,"99","Obion","131",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001411418","0000027016","Obion County","A","+36361447","-089146594","06",3801,4294,7845,2741,442,1228,552
"G4701330","1990","TN",,,,,,,,,,,"99","Overton","133",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001122411","0000003798","Overton County","A","+36343800","-085285354","06",4249,2272,3318,894,133,477,327
"G4701350","1990","TN",,,,,,,,,,,"99","Perry","135",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001074655","0000020726","Perry County","A","+35635531","-087868156","06",1167,929,1489,424,115,187,121
"G4701370","1990","TN",,,,,,,,,,,"99","Pickett","137",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000421933","0000030203","Pickett County","A","+36558238","-085079045","06",1161,494,907,183,33,162,115
"G4701390","1990","TN",,,,,,,,,,,"99","Polk","139",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001126925","0000018855","Polk County","A","+35126323","-084515542","06",2670,1706,2601,1210,271,383,139
"G4701410","1990","TN",,,,,,,,,,,"99","Putnam","141",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001038501","0000003818","Putnam County","A","+36139518","-085496221","06",6860,4723,9381,4427,779,2999,2301
"G4701430","1990","TN",,,,,,,,,,,"99","Rhea","143",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000818310","0000052972","Rhea County","A","+35608595","-084918053","06",3660,3204,4990,1779,629,1004,326
"G4701450","1990","TN",,,,,,,,,,,"99","Roane","145",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000934973","0000088055","Roane County","A","+35847249","-084522972","06",5689,4963,10610,5066,1393,2478,1744
"G4701470","1990","TN",,,,,,,,,,,"99","Robertson","147",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001234170","0000000527","Robertson County","A","+36525008","-086870201","06",3681,5487,10121,3720,981,1787,772
"G4701490","1990","TN",,,,,,,,,,,"99","Rutherford","149",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001603140","0000013014","Rutherford County","A","+35843234","-086416543","06",7786,10532,21803,13745,3147,8805,4287
"G4701510","1990","TN",,,,,,,,,,,"99","Scott","151",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001378193","0000002916","Scott County","A","+36433287","-084513935","06",3411,1998,3890,865,194,444,292
"G4701530","1990","TN",,,,,,,,,,,"99","Sequatchie","153",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0000688589","0000000460","Sequatchie County","A","+35369655","-085412463","06",1603,1147,1761,604,114,270,161
"G4701550","1990","TN",,,,,,,,,,,"99","Sevier","155",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001534134","0000014085","Sevier County","A","+35782564","-083520848","06",6944,5655,11038,5372,1380,2597,1085
"G4701570","1990","TN",,,,,,,,,,,"99","Shelby","157",,,"6","4920",,,,"9999","3","Tennessee","47",,,,,"0001955117","0000074635","Shelby County","A","+35184300","-089892262","06",45674,80727,138063,113966,24110,69466,36245
"G4701590","1990","TN",,,,,,,,,,,"99","Smith","159",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000814395","0000028328","Smith County","A","+36248527","-085957049","06",2584,1705,3333,969,203,398,171
"G4701610","1990","TN",,,,,,,,,,,"99","Stewart","161",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001185442","0000091996","Stewart County","A","+36499703","-087837981","06",1596,1099,2347,840,163,330,175
"G4701630","1990","TN",,,,,,,,,,,"99","Sullivan","163",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0001069793","0000043160","Sullivan County","A","+36514955","-082299835","06",16688,15673,30267,14826,4854,10580,4629
"G4701650","1990","TN",,,,,,,,,,,"99","Sumner","165",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001371018","0000035761","Sumner County","A","+36467611","-086456380","06",8712,10507,20901,12862,3049,6716,2730
"G4701670","1990","TN",,,,,,,,,,,"99","Tipton","167",,,"6","4920",,,,"9999","3","Tennessee","47",,,,,"0001189825","0000039791","Tipton County","A","+35492198","-089757474","06",4138,4459,8356,3319,702,942,563
"G4701690","1990","TN",,,,,,,,,,,"99","Trousdale","169",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000295907","0000006227","Trousdale County","A","+36393167","-086156392","06",1264,804,1123,420,68,152,125
"G4701710","1990","TN",,,,,,,,,,,"99","Unicoi","171",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000482109","0000000908","Unicoi County","A","+36103068","-082427883","06",2612,2020,3792,1590,378,782,305
"G4701730","1990","TN",,,,,,,,,,,"99","Union","173",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000579054","0000061050","Union County","A","+36281919","-083838534","06",2889,1783,2550,798,181,273,109
"G4701750","1990","TN",,,,,,,,,,,"99","Van Buren","175",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000708299","0000002943","Van Buren County","A","+35693182","-085462045","06",994,616,1126,193,41,113,15
"G4701770","1990","TN",,,,,,,,,,,"99","Warren","177",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001120696","0000003662","Warren County","A","+35677516","-085776728","06",4636,4626,7482,2638,422,1177,571
"G4701790","1990","TN",,,,,,,,,,,"99","Washington","179",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000844918","0000009032","Washington County","A","+36293700","-082497179","06",9142,9992,17250,10106,2660,7559,3863
"G4701810","1990","TN",,,,,,,,,,,"99","Wayne","181",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001901114","0000004231","Wayne County","A","+35235790","-087786972","06",2766,1635,3393,624,121,286,162
"G4701830","1990","TN",,,,,,,,,,,"99","Weakley","183",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001502920","0000004076","Weakley County","A","+36294905","-088716884","06",4172,4311,6078,2646,445,1137,888
"G4701850","1990","TN",,,,,,,,,,,"99","White","185",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000975760","0000007261","White County","A","+35926720","-085454978","06",4021,2285,4668,1301,186,660,365
"G4701870","1990","TN",,,,,,,,,,,"99","Williamson","187",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001509267","0000002433","Williamson County","A","+35893759","-086899195","06",4223,5154,11902,10205,2483,12109,5576
"G4701890","1990","TN",,,,,,,,,,,"99","Wilson","189",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001477946","0000032712","Wilson County","A","+36157815","-086298660","06",5246,7153,14295,7933,1948,4824,1917
"G4800010","1990","TX",,,,,,,,,,,"99","Anderson","001",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002773689","0000018429","Anderson County","A","+31812084","-095647441","06",3561,6537,9655,7012,1509,1849,1117
"G4800030","1990","TX",,,,,,,,,,,"99","Andrews","003",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003886893","0000000935","Andrews County","A","+32298585","-102639393","06",1461,1721,2274,1601,332,543,260
"G4800050","1990","TX",,,,,,,,,,,"99","Angelina","005",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002076207","0000162883","Angelina County","A","+31256099","-094606858","06",6793,8172,12309,8069,2023,3718,1981
"G4800070","1990","TX",,,,,,,,,,,"99","Aransas","007",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0000652561","0000714972","Aransas County","A","+28095649","-096987988","06",1717,2256,3466,2413,503,1164,586
"G4800090","1990","TX",,,,,,,,,,,"99","Archer","009",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002356297","0000041667","Archer County","A","+33614468","-098690961","06",531,888,1896,1016,188,481,152
"G4800110","1990","TX",,,,,,,,,,,"99","Armstrong","011",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002366417","0000000459","Armstrong County","A","+34965951","-101352778","06",88,217,438,320,98,134,56
"G4800130","1990","TX",,,,,,,,,,,"99","Atascosa","013",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003191432","0000009101","Atascosa County","A","+28889887","-098527509","06",4365,2907,5553,2640,697,1020,466
"G4800150","1990","TX",,,,,,,,,,,"99","Austin","015",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001690361","0000009793","Austin County","A","+29883407","-096277412","06",2690,2186,3762,2037,555,1231,560
"G4800170","1990","TX",,,,,,,,,,,"99","Bailey","017",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002141280","0000001774","Bailey County","A","+34067427","-102829715","06",1038,922,1275,731,98,247,79
"G4800190","1990","TX",,,,,,,,,,,"99","Bandera","019",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002050685","0000015103","Bandera County","A","+29736098","-099230642","06",651,1098,2455,1716,326,878,392
"G4800210","1990","TX",,,,,,,,,,,"99","Bastrop","021",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002301089","0000019520","Bastrop County","A","+30103798","-097311543","06",3713,4045,7851,4426,1147,2343,912
"G4800230","1990","TX",,,,,,,,,,,"99","Baylor","023",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002255460","0000078328","Baylor County","A","+33626664","-099215518","06",496,645,1000,546,127,262,61
"G4800250","1990","TX",,,,,,,,,,,"99","Bee","025",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002279780","0000000441","Bee County","A","+28417263","-097740424","06",3017,2086,3296,3147,1192,1300,550
"G4800270","1990","TX",,,,,,,,,,,"99","Bell","027",,,"7","3810",,,,"9999","3","Texas","48",,,,,"0002742779","0000073042","Bell County","A","+31037453","-097475901","06",9272,13377,32798,26042,8315,12472,6134
"G4800290","1990","TX",,,,,,,,,,,"99","Bexar","029",,,"7","7240",,,,"9999","3","Texas","48",,,,,"0003229537","0000025466","Bexar County","A","+29448583","-098519868","06",104024,88780,173097,160872,39779,89347,49730
"G4800310","1990","TX",,,,,,,,,,,"99","Blanco","031",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001842259","0000005606","Blanco County","A","+30267305","-098399450","06",558,705,1300,862,108,367,162
"G4800330","1990","TX",,,,,,,,,,,"99","Borden","033",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002328052","0000018766","Borden County","A","+32739076","-101426367","06",61,92,156,109,22,69,23
"G4800350","1990","TX",,,,,,,,,,,"99","Bosque","035",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002562226","0000034811","Bosque County","A","+31901794","-097629102","06",1586,2206,3399,1817,395,799,345
"G4800370","1990","TX",,,,,,,,,,,"99","Bowie","037",,,"7","8360",,,,"9999","3","Texas","48",,,,,"0002299765","0000090364","Bowie County","A","+33445682","-094422660","06",5015,9593,16285,10987,3029,4842,2654
"G4800390","1990","TX",,,,,,,,,,,"42","Brazoria","039",,,"7","3362",,,,"1145","3","Texas","48",,,,,"0003592032","0000545601","Brazoria County","A","+29169166","-095435296","06",11142,17779,34815,28707,7596,12643,5189
"G4800410","1990","TX",,,,,,,,,,,"99","Brazos","041",,,"7","1260",,,,"9999","3","Texas","48",,,,,"0001517291","0000011705","Brazos County","A","+30661650","-096300526","06",4942,6520,11891,10809,2330,10604,9768
"G4800430","1990","TX",,,,,,,,,,,"99","Brewster","043",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0016039987","0000000458","Brewster County","A","+29807048","-103245707","06",886,537,1066,1182,148,880,604
"G4800450","1990","TX",,,,,,,,,,,"99","Briscoe","045",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002331784","0000003454","Briscoe County","A","+34525630","-101206877","06",257,233,375,269,37,124,29
"G4800470","1990","TX",,,,,,,,,,,"99","Brooks","047",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002443263","0000000848","Brooks County","A","+27041691","-098211783","06",1617,957,1016,712,114,192,121
"G4800490","1990","TX",,,,,,,,,,,"99","Brown","049",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002444929","0000033776","Brown County","A","+31771917","-098998381","06",2952,4223,6839,3783,1022,2045,931
"G4800510","1990","TX",,,,,,,,,,,"99","Burleson","051",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001723945","0000031646","Burleson County","A","+30493350","-096621407","06",1774,1909,2980,1067,247,574,264
"G4800530","1990","TX",,,,,,,,,,,"99","Burnet","053",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002577809","0000064448","Burnet County","A","+30783602","-098184677","06",1742,3098,4973,3013,663,1534,660
"G4800550","1990","TX",,,,,,,,,,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001413589","0000004331","Caldwell County","A","+29836706","-097613817","06",3297,2877,4623,2534,529,1237,463
"G4800570","1990","TX",,,,,,,,,,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001327014","0001346497","Calhoun County","A","+28436184","-096605182","06",2150,2087,3824,2113,472,812,388
"G4800590","1990","TX",,,,,,,,,,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002327622","0000006836","Callahan County","A","+32291665","-099371110","06",804,1660,2906,1430,298,476,292
"G4800610","1990","TX",,,,,,,,,,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,,"0002345421","0000960512","Cameron County","A","+26149481","-097449175","06",50301,19539,27591,20135,5405,11234,5498
"G4800630","1990","TX",,,,,,,,,,,"99","Camp","063",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0000511595","0000014729","Camp County","A","+32973045","-094978874","06",1080,1289,2146,1103,273,400,252
