ID,ADDRESS,CITY,STATE,ZIP
First Things First Inc,1216 School Street,Wilkesboro,NC,28697
A Helping Hand of Wilmington,5013 Wrightsville Avenue,Wilmington,NC,28403
Addiction Solutions Inc,4016 Wrightsville Avenue,Wilmington,NC,28403
Assisted Care Inc,3408 Wilshire Boulevard,Wilmington,NC,28403
Cape Feal Psychslogical Services,1121 Medical Center Drive,Wilmington,NC,28401
Coastal Horizons Center Inc,615 Shipyard Boulevard,Wilmington,NC,28412
Delta Behavioral Health,1606 Physicians Drive,Wilmington,NC,28401
Family Works Psychological Center PLL,2002 Eastwood Street,Wilmington,NC,28403
George J Scontsas MD,1201 Medical Center Drive,Wilmington,NC,28401
Harvest of Wilmington,773 South Kerr Avenue,Wilmington,NC,28403
New Hanover Metro Treatment Center,1611 Castle Hayne Road,Wilmington,NC,28401
New Visions Program,1390 South 16th Street,Wilmington,NC,28401
North Carolina Solutions,2425 South 17th Street,Wilmington,NC,28401
PORT Human Services,1390 South 16th Street,Wilmington,NC,28403
Stepping Stone Manor,416 Walnut Street,Wilmington,NC,28401
Wilmington Treatment Center,2520 Troy Drive,Wilmington,NC,28401
Wilmington Treatment Center,1524 Harbour Drive,Wilmington,NC,28401
DPPS Inc,3201 Nash Street NW,Wilson,NC,27896
Nia Children and Family Services,504 East Green Street,Wilson,NC,27893
Verma M Krishna,1810 Westwood Avenue,Wilson,NC,27893
Uplift Comprehensive Services,312 Sterlingworth Street,Windsor,NC,27983
Addiction Recovery Care Association,1931 Union Cross Road,Winston Salem,NC,27107
Childrens Home Inc,1001 Reynolda Road,Winston Salem,NC,27104
Daymark Recovery Services,725 North Highland Avenue,Winston Salem,NC,27101
Family Behavioral Health PLLC,3000 Bethesda Place,Winston Salem,NC,27103
Forsyth Substance Abuse Services,3821 Forrestgate Drive,Winston Salem,NC,27103
Insight Human Services,665 West 4th Street,Winston Salem,NC,27101
Ivy House Center for Self Sufficiency,3640 Westgate Center Circle,Winston Salem,NC,27103
Leroy W Glenn Jr,8005 North Point Boulevard,Winston Salem,NC,27106
PRG Assessment and Counseling Center,163 Stratford Court,Winston Salem,NC,27103
Twin City Counseling Center,523 Summit Street,Winston Salem,NC,27101
Vision Behavioral Health Services,100 South Marshall Street,Winston Salem,NC,27101
Catherine A Roberts,575 South Square Drive,Winterville,NC,28590
Village,108 West Fire Tower Road,Winterville,NC,28590
Eastern Regional Center,1002 Dogwood Drive,Zebulon,NC,27597
Fifth Generation Chem Dependency Prog,Highway 5,Belcourt,ND,58316
Coal Country Substance Abuse Program,1312 Highway 49 North,Beulah,ND,58523
ACS Crisis Residential,3230 East Thayer Avenue,Bismarck,ND,58504
ADAPT Inc,515 East Main Avenue,Bismarck,ND,58501
Audrey Kazmierczak Counseling Service,418 East Rosser Avenue,Bismarck,ND,58501
Heartview Foundation,101 East Broadway Avenue,Bismarck,ND,58501
New Freedom Center,905 East Interstate Avenue,Bismarck,ND,58503
Pathways to Freedom,418 East Rosser Avenue,Bismarck,ND,58501
Rose Basaraba Counseling Services,433 East Bismarck Expressway,Bismarck,ND,58504
Saint Alexius Medical,311 North 11th Street,Bismarck,ND,58501
West Central Human Service Center,1237 West Divide Avenue Suite 5,Bismarck,ND,58501
Whole Person Recovery Center,1138 Summit Boulevard,Bismarck,ND,58504
Center for Solutions,7448 68th Avenue NE,Cando,ND,58324
Center for Success,1820 Walnut Street East,Devils Lake,ND,58301
Lake Region Human Service Center,200 Highway 2 SW,Devils Lake,ND,58301
Badlands Human Service Center,300 13th Avenue West,Dickinson,ND,58601
Heart River Alcohol and Drug Abuse Services,7 1st Avenue West,Dickinson,ND,58601
Sacajawea Substance Abuse Counseling,112 3rd Street West,Dickinson,ND,58601
Centre Inc,123 15th Street North,Fargo,ND,58102
Claudia McGrath Counseling,419 38th Street SW,Fargo,ND,58103
Drake Counseling Services Inc,1202 23rd Street South,Fargo,ND,58103
First Step Recovery PLLP,409 7th Street South,Fargo,ND,58103
Only Human Counseling Services LLP,118 Broadway,Fargo,ND,58102
Positive Solutions Counseling,6245 16th Street South,Fargo,ND,58104
Prairie Saint Johns LLC,510 4th Street South,Fargo,ND,58103
ShareHouse,4227 9th Avenue,Fargo,ND,58103
Simon Chemical Dependency Services,3431 4th Avenue SW,Fargo,ND,58103
Southeast Human Service Center,2624 9th Avenue SW,Fargo,ND,58103
Spirit Lake Tribal Health Services,816 3rd Avenue North,Fort Totten,ND,58335
Standing Rock Sioux Tribe,1 Agency Avenue,Fort Yates,ND,58538
MAB Addiction Counseling Services,47 West 6th Street,Grafton,ND,58237
Agassiz Associates PLLC,1407 24th Avenue South,Grand Forks,ND,58201
Centre Inc,201 4th Street South,Grand Forks,ND,58208
Drake Counseling,311 South 4th Street,Grand Forks,ND,58201
Growing Together Inc,107 Conklin Avenue,Grand Forks,ND,58203
Northeast Human Service Center,151 South 4th Street,Grand Forks,ND,58201
Regional Evaluation and Counseling,1407 24th Avenue South,Grand Forks,ND,58201
University of North Dakota,200 McCannel Hall,Grand Forks,ND,58202
Addiction and Counseling Services,300 2nd Avenue NE Suite 221,Jamestown,ND,58401
North Dakota State Hospital,2605 Circle Drive,Jamestown,ND,58401
South Central Human Service Center,520 3rd Street NW,Jamestown,ND,58402
Centre Inc,100 6th Avenue SE,Mandan,ND,58554
Cornerstone Addiction Services,1705 4th Avenue NW,Minot,ND,58703
Dakota Boys and Girls Ranch,6301 19th Avenue NW,Minot,ND,58703
Goodman Addiction Services,1809 South Broadway,Minot,ND,58701
North Central Human Service Center,1015 South Broadway,Minot,ND,58701
Trinity Addiction Services,407 3rd Street SE,Minot,ND,58701
Three Affiliated Tribes Circle of Life,404 Frontage Road,New Town,ND,58763
Parshall Resource Center,104 South Main Street,Parshall,ND,58770
Lake Region Outreach Office,113 Main Avenue East,Rolla,ND,58367
Native American Resource Center,331 4th Avenue E,Trenton,ND,58853
Valleyview Recovery,306 11th Street,Walhalla,ND,58282
Akron Urban Minority Alc/Drug Abuse,665 West Market Street,Akron,OH,44303
Community Health Center,725 East Market Street,Akron,OH,44305
Community Health Center,380 South Portage Path,Akron,OH,44320
Community Health Center,680 East Market Street,Akron,OH,44305
Dept of Veterans Affairs/Akron,95 West Waterloo Road,Akron,OH,44319
Interval Brotherhood Homes Inc,3445 South Main Street,Akron,OH,44319
Mature Services Inc,365 South Portage Path,Akron,OH,44320
Oriana House,15 Frederick Street,Akron,OH,44310
Saint Thomas Hospital,444 North Main Street,Akron,OH,44310
Summit County Health District,177 South Broadway Street,Akron,OH,44308
Urban Ounce of Prevention Services,1735 South Hawkins Avenue,Akron,OH,44320
Quest Recovery Services,1207 West State Street,Alliance,OH,44601
Trillium Family Solutions,1410 West State Street,Alliance,OH,44601
Ashland County Council on,310 College Avenue,Ashland,OH,44805
Lake Area Recovery Center,2801 C Court,Ashtabula,OH,44004
Lake Area Recovery Center,2711 Donohoe Drive,Ashtabula,OH,44004
Signature Health,4200 Park Avenue,Ashtabula,OH,44004
Clermont Recovery Center Inc,1088 Wasserman Way,Batavia,OH,45103
Connections Health Wellness and Advocacy,24200 Chagrin Boulevard,Beachwood,OH,44122
Glenbeigh Center of Beachwood,3789 South Green Road,Beachwood,OH,44122
Crossroads Counseling Services Inc,Chase Bank Building,Bellaire,OH,43906
Consolidated Care Inc,118 Maple Street,Bellefontaine,OH,43311
Crossroads Counseling Services Inc,116 Main Street,Belmont,OH,43718
Crossroads Counseling Services Inc,41481 Stenger Road,Belmont,OH,43718
Northpoint Consulting and Behavioral,40060 National Road,Bethesda,OH,43719
Behavioral Connections of Wood County,1033 Devlac Grove,Bowling Green,OH,43402
Louis Stokes/Cleveland,10000 Brecksville Road,Brecksville,OH,44141
Maumee Valley Guidance Center,203 North Lynn Street,Bryan,OH,43506
Recovery Services of North West Ohio,200 Van Gundy Drive,Bryan,OH,43506
Crossroads Counseling Services Inc,239 West Warren Street,Cadiz,OH,43907
Noble Behavioral Health Choices Inc,48 Olive Street,Caldwell,OH,43724
Alcohol and Drug Services of,927 Wheeling Avenue,Cambridge,OH,43725
Travco Behavioral Health Inc,4030 Boardman Canfield Road,Canfield,OH,44406
Community Based Outpatient Clinics,733 Market Avenue South,Canton,OH,44702
Crisis Intervention/Recovery Ctr Inc,2421 13th Street NW,Canton,OH,44708
Crisis Intervention/Recovery Ctr Inc,832 McKinley Avenue NW,Canton,OH,44703
Glenbeigh,4661 Belpar Street NW,Canton,OH,44718
Quest Recovery and Prevention Services,1341 Market Avenue North,Canton,OH,44714
Quest Recovery and Prevention Services,1711 Spring Street NE,Canton,OH,44714
Trillium Family Solutions Inc,624 Market Avenue North,Canton,OH,44702
Carroll County,100 Canton Road NW,Carrollton,OH,44615
Gateway Outreach Center,800 Pro Drive,Celina,OH,45822
Catholic Charities Community Services,10771 Mayfield Road,Chardon,OH,44024
Lake Geauga Recovery Centers Inc,209 Center Street,Chardon,OH,44024
Ravenwood Mental Health Center,12557 Ravenwood Drive,Chardon,OH,44024
Scioto Paint Valley Mental Health Ctr,4449 State Route 159,Chillicothe,OH,45601
Veterans Affairs Medical Center,17273 State Route 104,Chillicothe,OH,45601
Adolescent Substance Abuse Programs,9403 Kenwood Road,Cincinnati,OH,45242
Alcoholism Council of Cincinnati Area,2660 Diehl Road,Cincinnati,OH,45223
Alcoholism Council of Cincinnati Area,2828 Vernon Place,Cincinnati,OH,45219
Alcoholism Council of Cincinnati Area,2828 Vernon Place,Cincinnati,OH,45219
Bethesda Alcohol and Drug Trt Program,619 Oak Street,Cincinnati,OH,45206
Bethesda Blue Ash Treatment Program,11305 Reed Hartman Highway,Cincinnati,OH,45242
Center for Chemical Addictions Trt,830 Ezzard Charles Drive,Cincinnati,OH,45214
Central Community Health Board,3020 Vernon Place,Cincinnati,OH,45219
Cincinnati Veterans Affairs Medical,3200 Vine Street,Cincinnati,OH,45220
Crossroads Center,311 East Martin Luther King Drive,Cincinnati,OH,45220
Family Services of the Cincinnati Area,200 McFarland Street,Cincinnati,OH,45202
First Step Home Inc,2203 Fulton Avenue,Cincinnati,OH,45206
Gateways,3131 Harvey Avenue,Cincinnati,OH,45229
IKRON Corporation,2347 Vine Street,Cincinnati,OH,45219
Individual Care Center Inc,8833 Chapel Square Lane,Cincinnati,OH,45249
New Direction Treatment Services,1612 Chase Avenue,Cincinnati,OH,45223
Opiate Addiction Recovery Services,3009 Burnet Avenue,Cincinnati,OH,45219
Prospect House,682 Hawthorne Avenue,Cincinnati,OH,45205
Shaffer House,583 Grand Avenue,Cincinnati,OH,45205
Sojourner Recovery Services,42 East Crescentville Road,Cincinnati,OH,45246
Talbert House,3009 Burnet Avenue,Cincinnati,OH,45219
Talbert House,4531 Reading Road,Cincinnati,OH,45229
Talbert House,1515 Carll Street,Cincinnati,OH,45225
Talbert House,3009 Burnet Avenue,Cincinnati,OH,45219
Talbert House,2216 Vine Street,Cincinnati,OH,45219
Talbert House,1515 Carll Street,Cincinnati,OH,45225
Pickaway Area Recovery Services,319 Logan Street,Circleville,OH,43113
Scioto Paint Valley Mental Health Ctr,145 Morris Road,Circleville,OH,43113
Addiction Recovery Services,10524 Euclid Avenue,Cleveland,OH,44106
Bellefaire Jewish Childrens Bureau,22001 Fairmount Boulevard,Cleveland,OH,44118
Bridgeway Inc,8301 Detroit Avenue,Cleveland,OH,44102
Catholic Charities Services,2012 West 25th Street,Cleveland,OH,44113
Catholic Charities Services,3135 Euclid Avenue,Cleveland,OH,44115
Catholic Charities Services,6753 State Road,Cleveland,OH,44134
Charak Center for Health and Wellness,12300 McCracken Road,Cleveland,OH,44125
Cleveland Clinic,9500 Euclid Avenue,Cleveland,OH,44195
Cleveland Department of Health,11100 Saint Clair Avenue,Cleveland,OH,44108
Cleveland Treatment Center Inc,1127 Carnegie Avenue,Cleveland,OH,44115
Community Action Against Addiction,5209 Euclid Avenue,Cleveland,OH,44103
Community Assessment and Trt Services,8411 Broadway Avenue,Cleveland,OH,44105
Covenant Adolescent Chemical,1515 West 29th Street,Cleveland,OH,44113
Department of Veterans Affairs,10701 East Boulevard,Cleveland,OH,44106
Free Medical Clinic of,12201 Euclid Avenue,Cleveland,OH,44106
Harbor Light,1710 Prospect Avenue,Cleveland,OH,44115
Harbor Light,1710 Prospect Avenue,Cleveland,OH,44115
Hitchcock Center for Women Inc,1227 Ansel Road,Cleveland,OH,44108
Kaiser Permanente Medical Center,12301 Snow Road,Cleveland,OH,44130
Kaiser Permanente Medical Center,10 Severance Circle,Cleveland,OH,44118
Key Decisions Inc,3030 Euclid Avenue,Cleveland,OH,44115
MPTS CASA ALMA/CASA MARIA,3387 Fulton Road,Cleveland,OH,44109
Matt Talbot Inn,2270 Professor Avenue,Cleveland,OH,44113
Matt Talbot for Women,7901 Detroit Avenue,Cleveland,OH,44102
McIntyre Center,6500 Pearl Road,Cleveland,OH,44130
Mental Health Services Inc,1744 Payne Avenue,Cleveland,OH,44114
Multi Systemic Thereapy Unit,3955 Euclid Avenue,Cleveland,OH,44115
New Directions Inc,30800 Chagrin Boulevard,Cleveland,OH,44124
New Visions Unlimited Inc,4265 Northfield Road,Cleveland,OH,44128
Northern Ohio Recovery Association,10613 Lomontier Avenue,Cleveland,OH,44104
Orca House Inc,1909 East 89th Street,Cleveland,OH,44106
Orca House Inc,1905 East 89th Street,Cleveland,OH,44106
Orca House Inc,1914 East 90th Street,Cleveland,OH,44106
Recovery Resources,2900 Detroit Avenue,Cleveland,OH,44113
Recovery Resources,3950 Chester Avenue,Cleveland,OH,44114
Recovery Resources,3950 Chester Avenue,Cleveland,OH,44114
Rosary Hall,2351 East 22nd Street,Cleveland,OH,44115
Southwest General Health Ctr/Oakview,18697 Bagley Road,Cleveland,OH,44130
Stella Maris,1292 Winslow Avenue,Cleveland,OH,44113
Stella Maris,1320 Washington Avenue,Cleveland,OH,44113
Womens Center of Greater Cleveland,6209 Storer Avenue,Cleveland,OH,44102
Amethyst Inc,455 East Mound Street,Columbus,OH,43215
Buckeye Ranch,697 East Broad Street,Columbus,OH,43215
COMPDRUG Corporation,547 East 11th Avenue,Columbus,OH,43211
Columbus Area Inc,1515 East Broad Street,Columbus,OH,43205
Columbus Area Inc,899 East Broad Street,Columbus,OH,43205
Columbus Health Department,240 Parsons Avenue,Columbus,OH,43215
Crossroads Recovery Services Inc,1364 South High Street,Columbus,OH,43207
Directions for Youth,1515 Indianola Avenue,Columbus,OH,43201
Fowler House,422 East Lane Avenue,Columbus,OH,43201
House of Hope for Alcoholics Inc,825 Dennison Avenue,Columbus,OH,43215
House of Hope for Alcoholics Inc,771 Harrisburg Pike,Columbus,OH,43223
Maryhaven Inc,1791 Alum Creek Drive,Columbus,OH,43207
Maryhaven Inc,100 Noe Bixby Road,Columbus,OH,43213
NCC Associates,338 Granville Street,Columbus,OH,43230
NCC Associates,6435 East Broad Street,Columbus,OH,43213
Nationwide Childrens Hospital,399 East Main Street,Columbus,OH,43215
Neighborhood House Inc,1000 Atcheson Street,Columbus,OH,43203
North Central Mental Health Services,1301 North High Street,Columbus,OH,43201
Northwest Counseling Services,1560 Fishinger Road,Columbus,OH,43221
Ohio State University Medical Center,1492 East Broad Street,Columbus,OH,43205
Project Linden,1410 Cleveland Avenue,Columbus,OH,43211
Southeast Inc,1455 South 4th Street,Columbus,OH,43207
Southeast Inc,16 West Long Street,Columbus,OH,43215
Traumatic Brain Injury Network,106 McCampbell Hall,Columbus,OH,43210
Volunteers of America,624 Harmon Avenue,Columbus,OH,43223
Woods at Parkside,349 Olde Ridenour Road,Columbus,OH,43230
Akron General Edwin Shaw Rehab Inst,405 Tallmadge Road,Cuyahoga Falls,OH,44221
DayMont Behavioral Healthcare Inc,8145 North Main Street,Dayton,OH,45415
DayMont Behavioral Healthcare Inc,904 Wilberforce Place,Dayton,OH,45417
DayMont Behavioral Healthcare Inc,1520 Germantown Street,Dayton,OH,45417
Dayton VA Medical Center,4100 West 3rd Street,Dayton,OH,45428
Eastway Corporation,1110 Webster Street,Dayton,OH,45404
Greene Hall,3095 Dayton Xenia Road,Dayton,OH,45434
Miami Valley Hospital,627 Edwin C Moses Boulevard,Dayton,OH,45417
Nova Behavioral Health Inc,732 Beckman Street,Dayton,OH,45410
Project CURE,1800 North James H McGee Boulevard,Dayton,OH,45417
Public Hlth Dayton and Montgomery Cnty,1 Elizabeth Place,Dayton,OH,45417
South Community Inc,3095 Kettering Boulevard,Dayton,OH,45439
Wright Patterson Air Force Base,88 MDOS/SGOWS Building 830,Dayton,OH,45433
Wright State Physician Inc,6 South Patterson Boulevard,Dayton,OH,45402
Maumee Valley Guidance Center,211 Biede Avenue,Defiance,OH,43512
Recovery Services of North West Ohio,511 Perry Street,Defiance,OH,43512
Recovery and Prevention Resources,118 Stover Drive,Delaware,OH,43015
Community Mental Healthcare Inc,201 Hospital Drive,Dover,OH,44622
Tuscarawas County,897 East Iron Avenue Extended,Dover,OH,44622
Dublin Counseling Center,299 Cramer Creek Court,Dublin,OH,43017
Neil Kennedy Recovery Clinic/Dublin,6543 Commerce Parkway,Dublin,OH,43017
Columbiana County Mental Health Clinic,518 Market Street,East Liverpool,OH,43920
Lorain County Alcohol and Drug Abuse Services Inc,374 Broad Street,Elyria,OH,44035
Psychiatric and Psychological Services,750 South Abbe Road,Elyria,OH,44035
Moore Counseling and Mediation Services Inc,22639 Euclid Avenue,Euclid,OH,44117
TCN Behavioral Health Services Inc,600 Dayton Yellow Springs Road,Fairborn,OH,45324
Recovery Services of North West Ohio,25212 U.S. Route 20,Fayette,OH,43521
Century Health South Campus,1918 North Main Street,Findlay,OH,45840
Family Resource Centers,1941 Carlin Street,Findlay,OH,45840
Fostoria Alcohol/Drug Center,222 South Main Street,Fostoria,OH,44830
Firelands Counseling/Recovery Services,675 Bartson Road,Fremont,OH,43420
Lutheran Social Services,512 East State Street,Fremont,OH,43420
FACTS/New Alternatives,45 Olive Street,Gallipolis,OH,45631
Talbert House,75 Banting Drive,Georgetown,OH,45121
Darke County Recovery Services,600 Walnut Street,Greenville,OH,45331
Buckeye Ranch,5665 Hoover Road,Grove City,OH,43123
Community Behavioral Health Inc,820 South Martin Luther King Jr Blvd,Hamilton,OH,45011
Sojourner Adolescent Services,819 Buckeye Street,Hamilton,OH,45011
Sojourner Recovery Services,1430 University Boulevard,Hamilton,OH,45011
Sojourner Recovery Services,449 North 3rd Street,Hamilton,OH,45011
Sojourner Recovery Services,294 North Fair Avenue,Hamilton,OH,45011
Sojourner Recovery Services,516 High Street,Hamilton,OH,45011
Transitional Living Inc,2052 Princeton Road,Hamilton,OH,45011
FRS Counseling,313 Chillicothe Avenue,Hillsboro,OH,45133
Scioto Paint Valley Mental Health Ctr,108 Erin Court,Hillsboro,OH,45133
Ironton/Lawrence Cnty Comm (ILCAO),1518 South 3rd Street,Ironton,OH,45638
Family Addiction Community Trt Servs,1 Acy Avenue,Jackson,OH,45640
Townhall II,155 North Water Street,Kent,OH,44240
Recovery Resources,14805 Detroit Avenue,Lakewood,OH,44107
Mid Ohio Psychological Services,624 East Main Street,Lancaster,OH,43130
Recovery Center,1856 Cedar Hill Road,Lancaster,OH,43130
Mental Health and Recovery Centers of,975 Kingsview Drive,Lebanon,OH,45036
ASTOP Inc,1519 North Main Street,Lima,OH,45801
Saint Ritas Medical Center,730 West Market Street,Lima,OH,45801
Columbiana County Mental Health Center,40722 State Route 154,Lisbon,OH,44432
Family Recovery Center,7300 Rose Drive,Lisbon,OH,44432
Family Recovery Center,964 North Market Street,Lisbon,OH,44432
Mental Health Alcohol and Drug Services for Madison County,210 North Main Street,London,OH,43140
Lorain County Alcohol and DA Servs Inc,2115 West Park Drive,Lorain,OH,44053
Lorain County Alcohol and DA Servs Inc,305 West 20th Street,Lorain,OH,44052
Nord Center,6140 South Broadway,Lorain,OH,44053
Counseling Center,947 Rapp Montgomery Road,Lucasville,OH,45648
Center for Individual and Family Services,741 Scholl Road,Mansfield,OH,44907
Foundation for Living,1451 Lucas Road,Mansfield,OH,44905
Mansfield Urban Minority Alc and Drug Abuse Outreach Program,400 Bowman Street,Mansfield,OH,44901
New Beginnings Recovery Services,270 Sterkel Boulevard,Mansfield,OH,44907
Sojourner Recovery Services Inc,1512 Ashland Road,Mansfield,OH,44905
L and P Services Inc,207 Colegate Drive,Marietta,OH,45750
Foundations Recovery Center,269 Rose Avenue,Marion,OH,43302
Marion Area Counseling Center,320 Executive Drive,Marion,OH,43302
Consolidated Care Inc,715 South Plum Street,Marysville,OH,43040
Mental Health and Recovery Centers of,201 Reading Road,Mason,OH,45040
Quest Recovery House/Wilson Hall,1680 Nave Road,Massillon,OH,44646
Quest Recovery and Prevention Services,100 Lincoln Way East,Massillon,OH,44646
Morgan Behavioral Health Choices,915 South Riverside Drive,Mc Connelsville,OH,43756
Charak Center for Health and Wellness,801 East Washington Street,Medina,OH,44256
Solutions Behavioral Healthcare Inc,246 Northland Drive,Medina,OH,44256
Crossroads Lake County,8445 Munson Road,Mentor,OH,44060
Lake Geauga Recovery Centers Inc,9083 Mentor Avenue,Mentor,OH,44060
Neighboring,5930 Heisley Road,Mentor,OH,44060
Community Behavioral Health Inc,829 Elliot Drive,Middletown,OH,45044
Comprehensive Counseling Services,1659 South Breiel Boulevard,Middletown,OH,45044
Northland,50 West Techne Center Drive,Milford,OH,45150
Your Human Resource Center,186 West Jackson Street,Millersburg,OH,44654
Recovery and Prevention Resources,950 Meadow Drive,Mount Gilead,OH,43338
Alcohol and Drug Freedom Center of,106 East Gambier Street,Mount Vernon,OH,43050
Henry County Hospital,589 East Riverview Avenue,Napoleon,OH,43545
Recovery Services of North West Ohio,219 East Washington Street,Napoleon,OH,43545
Perry Behavioral Health Choices Inc,203 North Main Street,New Lexington,OH,43764
Personal and Family Counseling Servs,1433 5th Street NW,New Philadelphia,OH,44663
Licking County Alcoholism Prev Program,62 East Stevens Street,Newark,OH,43055
Shepherd Hill,200 Messimer Drive,Newark,OH,43055
Spencer House,69 Granville Street,Newark,OH,43055
Glenbeigh Center of Niles,29 North Road SE,Niles,OH,44446
Meridian Community Care,28 Erie Street,Niles,OH,44446
Firelands Counseling/Recovery Services,292 Benedict Avenue,Norwalk,OH,44857
Your Human Resource Center,119 East Market Street,Orrville,OH,44667
Pathways Counseling Center Inc,835 North Locust Street,Ottawa,OH,45875
Lake Geauga Recovery Centers Inc,42 East Jackson Street,Painesville,OH,44077
Lake Geauga Recovery Centers Inc,796 Oak Street,Painesville,OH,44077
Giving Tree,335 Buckeye Boulevard,Port Clinton,OH,43452
Counseling Center,1216 4th Street,Portsmouth,OH,45662
Counseling Center,1634 11th Street,Portsmouth,OH,45662
Counseling Center/Stepping Stone House,1409 2nd Street,Portsmouth,OH,45662
Compass Recovery Center,246 South Chestnut Street,Ravenna,OH,44266
Townhall II,5366 South Prospect Street,Ravenna,OH,44266
Your Human Resource Center,51 North Main Street,Rittman,OH,44270
Glenbeigh Hospital and Outpatient Ctrs,2863 State Route 45,Rock Creek,OH,44084
Glenbeigh Center of Rocky River,20800 Center Ridge Road,Rocky River,OH,44116
Crossroads Counseling Services Inc,255 West Main Street,Saint Clairsville,OH,43950
Northpoint Consulting and Behavioral,107 Plaza Drive,Saint Clairsville,OH,43950
Family Resource Centers,720 Armstrong Street,Saint Marys,OH,45885
Firelands Counseling/Recovery Services,1925 Hayes Avenue,Sandusky,OH,44870
Cornell Abraxas Group Inc,2775 State Route 39,Shelby,OH,44875
Shelby County Counseling Center Inc,1101 North Vandemark Road,Sidney,OH,45365
Mental Health and Recovery Centers of,50 Greenwood Lane,Springboro,OH,45066
McKinley Hall Inc,1101 East High Street,Springfield,OH,45505
McKinley Hall Inc,255 East Street,Springfield,OH,45505
McKinley Hall Inc,2608 East High Street,Springfield,OH,45505
Mental Health Servs for Clark Cnty Inc,1835 Miracle Mile,Springfield,OH,45503
Mercy Memorial Hospital,30 West McCreight Avenue Suite 204,Springfield,OH,45504
Reasonable Choices,14 East Main Street,Springfield,OH,45505
Jefferson Behavioral Health System,3200 Johnson Road,Steubenville,OH,43952
Trinity Health System Behav Med Center,380 Summit Avenue,Steubenville,OH,43952
Firelands Counseling/Recovery Services,76 Ashwood Road,Tiffin,OH,44883
Compass Corporation for Recovery Servs,2465 Collingwood Boulevard,Toledo,OH,43620
Lucas County TASC,701 Jefferson Avenue,Toledo,OH,43604
Lutheran Social Services,2149 Collingwood Boulevard,Toledo,OH,43620
Philio Inc,5301 Nebraska Avenue,Toledo,OH,43615
Rescue Inc,3350 Collingwood Boulevard,Toledo,OH,43610
Substance Abuse Services Inc,1916 North 12th Street,Toledo,OH,43604
Unison Behavioral Health Group,544 East Woodruff Avenue,Toledo,OH,43624
Miami County Recovery Council,1059 North Market Street,Troy,OH,45373
Consolidated Care Inc,1522 East U.S. Highway 36,Urbana,OH,43078
Mercy Memorial Hospital,904 Scioto Street,Urbana,OH,43078
Westwood Behavioral Health Center Inc,1158 Westwood Drive,Van Wert,OH,45891
Department of Veterans Affairs,1460 Tod Avenue NW,Warren,OH,44485
Neil Kennedy Recovery Clinic,160 Clifton Drive NE,Warren,OH,44484
Saint Joseph Health Center,1296 Tod Avenue NW,Warren,OH,44485
Fayette Recovery Center,5 Fayette Center,Washington Court House,OH,43160
Scioto Paint Valley Mental Health Ctr,1300 East Paint Street,Washington Court House,OH,43160
Recovery Services of North West Ohio,560 West Linfoot Street,Wauseon,OH,43567
Pike County Recovery Council,111 North High Street,Waverly,OH,45690
Scioto Paint Valley Mental Health Ctr,102 Dawn Lane,Waverly,OH,45690
Counseling Center,829 East Walnut Street,West Union,OH,45693
Concord Counseling Services,700 Brooksedge Boulevard,Westerville,OH,43081
Signature Health,38882 Mentor Avenue,Willoughby,OH,44094
Windsor Laurelwood Center for,35900 Euclid Avenue,Willoughby,OH,44094
Mental Health and Recovery Centers of,953 South Street,Wilmington,OH,45177
Crossroads Counseling Services Inc,37984 Airport Road,Woodsfield,OH,43793
STEPS at Liberty Center Inc,104 Spink Street,Wooster,OH,44691
STEPS at Liberty Center Inc,732 Spink Street,Wooster,OH,44691
Your Human Resource Center,2587 Back Orrville Road,Wooster,OH,44691
Recovery Centers Inc,515 Martin Drive,Xenia,OH,45385
TCN Behavioral Health Services Inc,476 West Market Street,Xenia,OH,45385
TCN Behavioral Health Services Inc,287 Cincinnati Avenue,Xenia,OH,45385
Meridian Community Care,527 North Meridian Road,Youngstown,OH,44509
Meridian Community Care,550 West Chalmers Avenue,Youngstown,OH,44511
Neil Kennedy Recovery Clinic,2151 Rush Boulevard,Youngstown,OH,44507
Turning Point Counseling Services Inc,611 Belmont Avenue,Youngstown,OH,44502
Genesis/Good Samaritan Medical Center,716 Adair Avenue,Zanesville,OH,43701
Muskingum Behavioral Health,601 Underwood Street,Zanesville,OH,43701
Ada Area Chemical Dependency Ctr Inc,704 North Oak Avenue,Ada,OK,74820
Mental Health Services of,111 East 12th Street,Ada,OK,74820
Oklahoma Families First/Ada,2612 Arlington Street,Ada,OK,74820
Rolling Hills Hospital,1000 Rolling Hills Lane,Ada,OK,74820
New Hope of Mangum,820 North Park Lane,Altus,OK,73521
Southwestern Youth Services Inc,317 North Hudson Street,Altus,OK,73521
Southwest Youth and Family Servs Inc,102 East Broadway,Anadarko,OK,73005
Wichita and Affiliated Tribes of OK,,Anadarko,OK,73005
Arbuckle Life Solutions Inc,9 10th Avenue NW,Ardmore,OK,73401
Broadway House Inc,221 2nd Street NW,Ardmore,OK,73401
Mental Health Services of,2530 South Commerce Street,Ardmore,OK,73401
Southern Oklahoma Treatment Services,905 Holiday Drive,Ardmore,OK,73401
Family Crisis and Counseling Ctr Inc,615 SE Frank Phillips Boulevard,Bartlesville,OK,74003
Oklahoma Treatment Services LLC,610 West Hensley Boulevard,Bartlesville,OK,74003
