Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID
Hope of East Tennessee Inc,,,115 Lancaster Road,,,Oak Ridge,TN,37830,(865)482-4826,,SA/TX/HH/RL/MN/DU/SF/,9744TN37830
Hope of East Tennessee Inc,,,188 Raleigh Road,,,Oak Ridge,TN,37830,(865)482-4826,,SA/TX/OP/DU/SF/MD/SI/AR/SS/PA/,4439TN37830
Ridgeview Psychiatric,Hospital and Center,,240 West Tyrone Street,,,Oak Ridge,TN,37830,(865)482-1076x1100 Intake: (865)482-1076,,MH/TX/DT/HI/OP/CO/SF/MD/MC/PI/SS/AH/,0234TN37830
Carey Counseling Center Inc,Paris Site,,408 Virginia Street,,,Paris,TN,38242,(731)642-0521 Intakes: (731)641-0626 (800)611-7757 Hotline: (800)353-9918,,MH/TX/OP/AD/DU/SF/MD/MC/SI/PI/MI/AR/SS/,1437TN38242
Youth Town of TN Inc,,,3641 Youth Town Road,,,Pinson,TN,38366,(731)988-5251 Intake: (888)274-2036,,SA/TX/RS/RL/OP/AD/BC/SF/MD/SI/PI/MI/,0446TN38366
Cherokee Health Systems,,,7714 Conner Road,Suite 105,,Powell,TN,37849,(865)947-6220 Hotline: (865)947-6220,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/AH/,1162TN37849
Professional Care Services of,West Tennessee,,403 Commerce Street,,,Ripley,TN,38063,(731)635-3968 Hotline: (800)353-9918,,MH-SA/TX/OP/SF/MC/SS/,8419TN38063
Care of Savannah Inc,Jack Gean Outpatient Program,,50 East End Drive,,,Savannah,TN,38372,(731)925-4450x14 Intake: (731)925-4450,,SA/TX/OP/AR/PA/,1361TN38372
Care of Savannah Inc,Jack Gean Shelter for Men,,50 East End Drive,,,Savannah,TN,38372,(731)925-4447 Intake: (731)925-8619,,SA/TX/HH/RL/MN/AR/PA/,1361TN38372
Care of Savannah Inc,Jack Gean Shelter for Women,,64 Jack Gean Drive,,,Savannah,TN,38372,(731)925-8619,,SA/TX/HH/RL/WN/AR/PA/,8556TN38372
Quinco Mental Health Center,Alcohol and Drug Services,,1105 Pickwick Road,,,Savannah,TN,38372,(731)925-5054 Intake: (800)532-6339 Hotline: (800)467-2515,,MH/TX/HH/OP/SF/MD/MC/SI/PI/MI/AH/,4005TN38372
Quinco Mental Health Center,Alcohol and Drug Services,,641 East Poplar Street,,,Selmer,TN,38375,(731)645-5753 Intake: (800)532-6339 Hotline: (800)467-2515,,MH/TX/HH/OP/SF/MD/MC/SI/PI/MI/AH/,4699TN38375
English Mountain Recovery,,,1096 Alpine Drive,,,Sevierville,TN,37876,(877)459-8595 Intake: (865)774-9797,,SA/TX/OP/PH/WN/MN/DU/SF/PI/AR/,2315TN37876
Peninsula Outpatient Center,Sevier,,124 North Henderson Avenue,Building A,,Sevierville,TN,37862,(865)970-9800,,MH/TX/OP/SF/MD/MC/PI/MI/AR/AH/,7768TN37862
Brookhaven Retreat,,,1016 I C King Road,,,Seymour,TN,37865,(865)573-3656 Hotline: (865)573-3656x1,,MH-SA/TX/DT/BU/RS/RL/CO/WN/SF/,3602TN37865
Cherokee Health Systems,,,10731 Chapman Highway,,,Seymour,TN,37865,(865)573-0698 Hotline: (865)573-0698,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/AH/,3944TN37865
Tony Rice Center Inc,For Men,,1300 Railroad Avenue,,,Shelbyville,TN,37160,(931)685-0957 Intake: (931)680-7551,,SA/TX/HH/RL/OP/MN/SF/AH/,3677TN37160
Guidance Center,,,131 Mayfi eld Drive,,,Smyrna,TN,37167,(615)459-9251 Intake: (877)567-6051 Hotline: (800)704-2651,,MH/TX/OP/SF/MD/MC/SI/PI/MI/AH/,6600TN37167
Professional Care Services of,West Tennessee,,12615 South Main Street,,,Somerville,TN,38068,(901)465-9831 Hotline: (800)353-9918,,MH/TX/OP/SF/MD/PI/MI/SS/,0620TN38068
Cherokee Health Systems,Substance Abuse Treatment Program,,6350 West Andrew Johnson Highway,,,Talbott,TN,37877,(423)587-7337 Hotline: (423)587-7337,,MH/TX/OP/AD/SF/MD/MC/SI/PI/MI/SS/AH/,5465TN37877
Carey Counseling Center Inc,Trenton Site,,1263 45 Bypass,,,Trenton,TN,38382,(731)855-2871 Intakes: (731)641-0626 (800)611-7757 Hotline: (800)353-9918,,MH/TX/OP/DU/SF/MD/MC/SI/PI/MI/AR/SS/,5470TN38382
Centerstone Mental Health Centers,,,1803 North Jackson Street,,,Tullahoma,TN,37388,(931)461-1300 Intakes: (888)291-4357 (888)291-HELP Hotline: (800)681-7444,,MH/TX/OP/SF/MD/MC/PI/AH/,9103TN37388
Baptist Memorial Hospital,Behavioral Healthcare,,1201 Bishop Street,,,Union City,TN,38261,(731)884-8400x8266 Intakes: (731)884-8400 (800)828-4578,,MH-SA/TX/DT/HI/OP/PH/CO/CJ/SF/MD/MC/SI/PI/MI/,0930TN38261
Carey Counseling Center Inc,Union City Site,,201 West Main Street,Suite C,,Union City,TN,38281,(731)885-8810 Intakes: (731)641-0626 (800)611-7757 Hotline: (800)353-9918,,MH/TX/OP/SF/MD/MC/SI/PI/MI/AR/SS/,3884TN38281
Pathways of Tennessee Inc,,,930 Mount Zion Road,,,Union City,TN,38261,(731)885-9333 Intake: (800)587-3854 Hotline: (800)372-0693,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/AH/,3957TN38261
Centerstone,Wayne County Mental Health Center,,418 South Main Street,,,Waynesboro,TN,38485,(931)722-3644 Intake: (888)291-4357,,MH/TX/OP/CO/CJ/SF/MD/MC/SI/PI/,4717TN38485
Serenity Foundation of Texas,Outpatient Program,,226 Beech Street,,,Abilene,TX,79601,(325)673-6489x223 Intake: (325)673-6489,,SA/TX/OP/SF/MD/PI/SS/AH/,0301TX79601
Alice Counseling Center,,,63 South Wright Street,,,Alice,TX,78332,(361)664-8829 Intake: (361)664-8830,,SA/TX/OP/WN/DU/CJ/SF/PI/AR/SS/PA/SP/,8289TX78332
Community Action Health Center/Alice,,,700 North Flournoy Road,Suite 2-A,,Alice,TX,78332,(361)664-1417,,GH/TX/OP/AD/CO/PW/CJ/SF/MD/MC/SI/PI/MI/AR/SS/SP/,6501TX78332
Aliviane NO/AD Inc,Alpine Outpatient Clinic,,500 West Avenue H,Suites 113 and 115,,Alpine,TX,79831,(432)837-3215,,SA/TX/OP/SF/MD/MC/SS/PA/,5297TX79831
Amarillo Council on Alcoholism and Drug Abuse,,,803 South Rusk Street,,,Amarillo,TX,79106,(806)374-6688 Intake: (800)566-6688 Hotline: (800)566-6688,,SA/TX/OP/CJ/SF/AR/SS/AH/,0712TX79106
Amarillo VA Healthcare System,,,6010 Amarillo Boulevard West,,,Amarillo,TX,79106,(806)355-9703x7540 Intake: (806)355-9703x7027,,GH/TX/DT/OP/CO/SF/PI/MI/,9357TX79106
Northwest Texas Healthcare System,Th e Pavillion,,1501 Coulter Road,,,Amarillo,TX,79106,(806)354-1848 Intake: (800)537-2585 Hotline: (800)537-2585,,MH-SA/TX/DT/BU/HI/OP/PH/CO/SF/MD/MC/SI/PI/MI/AH/SP/F30/,0827TX79106
West Texas Counseling and Rehabilitation Program of Amarillo,,,2300 Line Avenue,,,Amarillo,TX,79106,(806)373-0922 Intake: (866)286-9827,Methadone Clients Only,SA/TX/MM/DM/OP/SF/,4945TX79106
Gulf Coast Center,Angleton Recovery Program,,101 Tigner Street,Building 1,,Angleton,TX,77515,(979)849-2311 Intake: (800)710-4322 Hotline: (979)848-0933,,SA/TX/OP/CO/PW/WN/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/SP/,2542TX77515
Pathway to Recovery,,,135 West Locust Street,,,Angleton,TX,77515,(979)549-0385 Intake: (979)864-4348,,SA/TX/RS/RL/OP/PH/MN/SF/PI/MI/,7839TX77515
Sante Center for Healing,,,914 Country Club Road,,,Argyle,TX,76226,(940)464-7222 Intake: (800)258-4250,,SA/TX/DT/HH/BU/RS/RL/OP/PH/CO/SF/PI/,5435TX76226
CDHS Inc,,,214 Billings Street,Suite 240,,Arlington,TX,76010,(817)652-1004 Intake: (866)898-2344 Hotline: (866)898-2344,Methadone and Buprenorphine Clients Only,MH-SA/TX/MM/BU/OP/PW/DU/CJ/SF/,4160TX76010
Millwood Hospital,,,1011 North Cooper Street,,,Arlington,TX,76011,(817)261-3121,,MH-SA/TX/DT/BU/HI/CO/SF/MC/PI/MI/AH/,8440TX76011
North Texas Addiction Counseling Inc,Outpatient,,124 West Pioneer Parkway,Suite 120,,Arlington,TX,76016,(817)795-8278 Intake: (817)332-7165,,SA/TX/OP/AD/DU/SF/MD/AR/PA/AH/SP/,4146TX76016
Phoenix Associates Counseling Services,,,110 West Randol Mill Road,Suite 120,,Arlington,TX,76011,(817)795-3030,,SA/TX/OP/WN/MN/DU/CJ/SF/AR/SP/,9297TX76011
Aeschbach and Associates,DBA Addictions and Psychotherapy Servs,,2824 South Congress Avenue,,,Austin,TX,78704,(512)444-5092,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/CO/PW/WN/MN/SF/PI/SP/F30/,3276TX78704
Austin Drug and Alcohol Abuse Program,,,7801 North Lamar Street,Suite D-109,,Austin,TX,78752,(512)454-8180,,SA/TX/OP/DU/SF/PI/MI/AR/SS/AH/SP/,0171TX78752
Austin Recovery Inc,Detox/Edith Royal Campus,,8402 Cross Park Drive,,,Austin,TX,78754,(512)997-0101 Intakes: (512)697-8600 (800)373-2081,,SA/DT/BU/RS/SF/AH/SP/,6344TX78754
Austin Recovery Inc,Family House,,8402 Cross Park Drive,,,Austin,TX,78754,(512)997-0101 Intakes: (512)697-8600 (800)373-2081,,SA/TX/RL/OP/CO/PW/WN/BC/SF/AR/AH/SP/,6344TX78754
Austin Recovery Inc,Outpatient Program,,4201 South Congress Avenue,Suite 202,,Austin,TX,78745,(512)916-8864,,SA/TX/OP/PW/WN/MN/SF/MD/AR/AH/,5605TX78745
Austin Recovery Inc,Womens Program/Edith Royal Campus,,8402 Cross Park Drive,,,Austin,TX,78754,(512)697-8600 Intake: (800)373-2081,,SA/TX/RS/RL/OP/CO/PW/WN/SF/MD/AR/AH/SP/,6344TX78754
Austin/Travis County MH/MR Center,(ATC)/Narcotic Treatment Program,,1631 East 2nd Street,Suite A,,Austin,TX,78702,(512)804-3380 Intakes: (512)472-4357 (512)472-HELP Hotline: (512)472-4357,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/WN/SF/PI/MI/SS/AH/SP/,5707TX78702
Austin/Travis County MHMR Center,(ATC)/Oak Springs Treatment Center,,3000 Oak Springs Drive,Building B,,Austin,TX,78702,(512)804-3526,,SA/TX/OP/PH/CO/SF/AR/SS/PA/,8747TX78702
Austin/Travis County MHMR Center,(ATC)/MH/MR/CARE/Journey OTP,,1631 East 2nd Street,Building E,,Austin,TX,78702,(512)804-3650,,MH-SA/TX/OP/CO/HV/SF/MD/MC/PI/SS/PA/AH/,8099TX78702
Changes Counseling Services,,,8711 Burnet Road,Suite A-3,,Austin,TX,78757,(512)257-0066,,SA/TX/OP/SF/SI/PI/MI/SS/AH/SP/,9492TX78757
Choosing How I Live Life,Outpatient Services,,1700 Montopolis Drive,Suite D,,Austin,TX,78741,(512)385-4799,,MH-SA/TX/OP/AD/CJ/SF/SP/,4749TX78741
Clean Investments Counseling Center,,,2406 Manor Road,,,Austin,TX,78722,(512)477-6690,,SA/TX/OP/AD/CJ/SF/AR/,1513TX78722
Cornell Companies Inc,,,1915 East Martin Luther King Street,,,Austin,TX,78702,(512)322-0925,,SA/TX/RL/CJ/,0616TX78702
Developmental Counseling Center Inc,,,4403 Manchaca Road,Suite B,,Austin,TX,78745,(512)383-1036,,SA/TX/OP/SF/AR/SS/PA/AH/SP/F28/,8829TX78745
La Haciendas Solutions,,,2100 Kramer Lane,Suite 200,,Austin,TX,78758,(512)835-1994,,SA/TX/OP/SF/PI/,1106TX78758
Maintenance and Recovery Services Inc,(MARS),,305 Ferguson Drive,,,Austin,TX,78753,(512)339-9757,Methadone and Buprenorphine Clients Only,SA/TX/MM/BU/OP/SF/,8547TX78753
Maintenance and Recovery Services Inc,(MARS)/South,,2627 Jones Road,Suite 104,,Austin,TX,78745,(512)899-2100,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/,5048TX78745
Northwest Counseling and Wellness Ctr,,,12335 Hymeadow Drive,Suite 400,,Austin,TX,78750,(512)250-9355,,MH-SA/TX/OP/SF/PI/,8134TX78750
Push Up Foundations Inc,Mens Outpatient Treatment Program,,1711 East Cesar Chavez Street,,,Austin,TX,78702,(512)469-0561 Intake: (512)480-8369,,SA/TX/OP/MN/CJ/SF/SP/,9280TX78702
Cease Addiction Now Inc,,,401 West Texas Avenue,,,Baytown,TX,77520,(281)427-4226,,SA/TX/OP/AD/SF/MD/SS/,0762TX77520
Unlimited Visions Aft ercare Inc,,,313 Highway 146 South,,,Baytown,TX,77520,(281)427-8786,,SA/TX/OP/DU/CJ/SF/AR/SS/PA/,5448TX77520
Land Manor Inc,Franklin House North Women/Children,,5670 Concord Road,,,Beaumont,TX,77708,(409)896-5911,,SA/TX/RS/RL/OP/CO/PW/WN/BC/CJ/SF/PA/AH/,5015TX77708
Memorial Hermann Behavioral Health Ctr,,,3250 Fannin Street,,,Beaumont,TX,77701,(409)212-7000,,MH/TX/DT/HI/OP/AD/CO/SF/MC/PI/MI/AH/,8191TX77701
Right Step,,,4347 Phelan Boulevard,Suite 101,,Beaumont,TX,77707,(409)892-2066 Intake: (877)627-4389 Hotline: (877)627-4389,,SA/TX/OP/AD/CO/SE/PW/WN/DU/CJ/SF/PI/,3645TX77707
South East Texas Council on A/D Abuse,Unity Treatment Center,,4673 Washington Boulevard,,,Beaumont,TX,77707,(409)840-9350,,SA/TX/RS/RL/MN/SF/AR/SS/PA/SP/,8350TX77707
South East Texas Management Network,Jeff erson County COADA Right Choice,,4675 Washington Boulevard,Suite C,,Beaumont,TX,77707,(409)840-2001 Intake: (409)840-2030,,SA/TX/OP/SF/MD/SI/SS/PA/AH/,5496TX77707
South East Texas Management Network,Land Manor Inc/Adams House Adol Prog,,4655 Collier Street,,,Beaumont,TX,77706,(409)838-4285x17 Intake: (409)833-6184,,SA/TX/RS/RL/OP/AD/HV/CJ/SF/MD/SS/PA/AH/SP/,8996TX77706
South East Texas Management Network,Land Manor Inc/Franklin South,,1635 Avenue A,,,Beaumont,TX,77701,(409)832-7564,,SA/TX/RS/RL/OP/HV/GL/SE/WN/MN/CJ/SF/PA/AH/,1626TX77701
South East Texas Management Network,Spindletop MH/MR Services,,2750 South 8th Street,,,Beaumont,TX,77701,(409)839-1022 Intake: (409)839-1044,,MH/TX/OP/CJ/SF/PI/AR/SS/PA/AH/,7467TX77701
Counseling Center,,,1909 Central Drive,Suite 203,,Bedford,TX,76021,(817)571-0885 Intake: (817)283-2306,,MH/TX/OP/CO/SF/MD/MC/PI/MI/,8160TX76021
Harris Methodist Springwood,,,1608 Hospital Parkway,,,Bedford,TX,76022,(817)355-7771 Intake: (817)355-7770,,MH-SA/TX/DT/BU/HI/RS/OP/CO/PW/WN/SF/MD/MC/PI/MI/,2761TX76022
Azleway Inc,Substance Abuse,,Route 2 P.O. Box 132,Building 1,,Big Sandy,TX,75755,(903)636-9800,,SA/TX/RS/RL/AD/CO/CJ/SF/SI/PI/AR/SS/PA/,0999TX75755
Veterans Aff airs Medical Center,Substance Abuse Treatment Program,,300 Veterans Boulevard,,,Big Spring,TX,79720,(432)263-7361x7301 Intakes: (800)472-1365x7301 (432)263-7361,,SA/TX/DT/BU/OP/PH/CO/WN/MN/MD/MC/MI/PA/,4052TX79720
Lakes Regional MH/MR Center,,,410 West Sam Rayburn Drive,,,Bonham,TX,75418,(903)583-0060,,SA/TX/OP/CJ/SF/PI/AR/SS/PA/,8338TX75418
Sam Rayburn Memorial Veterans Center,Domiciliary Substance Abuse Program,,1201 East 9th Street,,,Bonham,TX,75418,(903)583-6236 Intake: (903)583-6335,,SA/TX/BU/RL/MD/MC/PI/MI/PA/,1854TX75418
Career and Recovery Resources Inc,,,531 FM 359 South,,,Brookshire,TX,77423,(832)563-6756 Intake: (713)754-7005,,SA/TX/OP/CJ/SF/AR/PA/AH/,5439TX77423
Recovery Center of Cameron County,Brownsville,,700 East Levee Street,Suite 101,,Brownsville,TX,78520,(956)548-0028,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/PA/SP/,6657TX78520
Rio Grande Valley Council Inc,,,896 Ridgewood,Suites A and B,,Brownsville,TX,78521,(956)982-1551 Intake: (800)748-3577 Hotlines: (800)748-3577 (956)821-3046,,SA/TX/OP/SF/MD/SI/PI/MI/AR/SS/PA/AH/SP/,0856TX78521
Rio Grande Valley Outpatient,Serving Children and Adolscents in Need,,705 West Jeff erson,,,Brownsville,TX,78520,(956)544-3095,,SA/TX/HH/OP/AD/MC/SI/PI/SS/PA/SP/,8155TX78520
Center for Life Resources,Substance Abuse and COPSD Services,,408 Mulberry Street,,,Brownwood,TX,76801,(325)646-9574x292 Intakes: (325)641-0642x292 (325)641- 0642x294 Hotline: (800)458-7788,,SA/TX/HH/OP/AD/CO/WN/SF/MD/SI/PI/AR/SS/PA/,0598TX76801
Mid Texas Council on Alc/Drug Abuse,,,901 Avenue B,,,Brownwood,TX,76801,(325)646-8747,,SA/TX/OP/SF/MD/MC/SS/PA/,9397TX76801
Brazos Valley Council on Alc and SA,Adult Level II,,405 West 28th Street,P.O. Box 873,,Bryan,TX,77803,(979)823-5300 Intake: (866)448-1699,,SA/TX/HH/RL/OP/AD/CO/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AR/PA/AH/SP/,1407TX77803
Austin Recovery Inc,Mens Recovery Ranch,,13207 Wright Road,,,Buda,TX,78610,(512)243-1911 Intakes: (512)697-8600 (800)373-2081,,SA/TX/RS/CO/MN/SF/SI/AR/AH/SP/,1520TX78610
Shades of Hope LP,Treatment Center,402-A Mulberry,,,,Buff alo Gap,TX,79508,(325)572-3843 Intake: (800)588-4673,,MH-SA/TX/RS/RL/WN/SF/PI/,8343TX79508
Sundown Recovery Center,,,3120 VZCR 2318,,,Canton,TX,75103,(903)479-3933,,SA/TX/DT/HI/RS/RL/OP/PH/AD/BC/SF/SI/PI/SP/,5008TX75103
North Dallas Drug Rehabilitation Ctr,,,1606 South I-35 East,Suite 101,,Carrollton,TX,75006,(972)446-0972,Methadone Clients Only,SA/TX/MM/DM/OP/SF/SP/,8224TX75006
Center Recovery Center,,,1110 Tenaha Street,Suite 5,,Center,TX,75935,(936)598-6608,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,4787TX75935
Hill Country Community MH/MR,Villa Del Sol,,129 Waugh Way,P.O. Box 515,,Center Point,TX,78010,(830)634-3370 Intake: (210)271-9452,,SA/TX/RS/AD/SF/MD/MC/PI/MI/SP/,7887TX78010
Starlite Recovery Center,,,230 Mesa Verde Drive East,,,Center Point,TX,78010,(830)634-2212 Intake: (866)220-1626 Hotline: (866)220-1626,,SA/TX/DT/BU/HI/RS/OP/PH/AD/CO/WN/MN/SF/PI/,6148TX78010
Helping Open Peoples Eyes Inc (HOPE),Outpatient,,619 North Main Street,,,Cleburne,TX,76033,(817)558-8807,,SA/TX/OP/CJ/SF/,3425TX76033
Huguley Psychotherapy Clinic,Addiction Center,,214 North Caddo Street,,,Cleburne,TX,76031,(817)558-2988 Hotline: (817)558-2988,,MH-SA/TX/OP/AD/CO/DU/CJ/SF/MD/MC/SI/PI/MI/,1253TX76031
Pecan Valley MH/MR Region,Administrative Unit/COPSD Program,,1601 North Anglin Street,,,Cleburne,TX,76031,(254)965-7806 Hotline: (800)772-5987,,MH-SA/TX/OP/CO/CJ/SF/MD/MC/SI/PI/MI/PA/,0528TX76031
STAR Council on Substance Abuse,,,118 West Heard Street,Suites F and G,,Cleburne,TX,76033,(817)645-5517,,SA/TX/OP/AD/CO/PW/WN/SF/MD/PI/SS/AH/,7549TX76033
Absolute Recovery and Prevention Services Inc,,,141 North Brazosport Boulevard,,,Clute,TX,77531,(979)265-0705 Intake: (979)265-5414,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SS/,8775TX77531
La Hacienda College Station,,,702 University Drive East,Suite 100-D,,College Station,TX,77840,(979)846-9500 Intake: (979)846-9500x111,,SA/TX/OP/SF/PI/,1224TX77840
Conroe Treatment and Recovery Center,,,301 Conroe Drive,,,Conroe,TX,77301,(936)441-9172,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/,5363TX77301
Zebra Inc,DBA Cheyenne Center,,2121 Timberlane Street,Suite D,,Conroe,TX,77301,(936)441-4866,,SA/TX/OP/CJ/SF/AH/SP/,3128TX77301
Christus Spohn Hosp Corpus Christi Mem,Behavioral Medicine Department,,2606 Hospital Boulevard,,,Corpus Christi,TX,78405,(361)902-4006 Intake: (361)814-8633 Hotlines: (361)814-8633 (888)767-4493,,GH/TX/DT/HI/OP/PH/SF/MD/MC/SI/PI/MI/AH/SP/,8458TX78405
Coastal Bend Alcohol Drug Rehab Center,DBA Charlies Place Detox Center,,1733 South Brownlee Boulevard,,,Corpus Christi,TX,78404,(361)883-4994,,SA/DT/BU/RS/SF/AR/SS/PA/SP/,5638TX78404
Coastal Bend Alcohol and Drug Rehabilation Center,,,5501 Insterstate 37,,,Corpus Christi,TX,78408,(361)826-5350,,SA/TX/DT/RS/RL/PW/WN/MN/SF/AH/SP/,7744TX78408
Coastal Bend Alcohol/Drug Rehab Center,Beck House,,25 1/2 North Country Club Place,,,Corpus Christi,TX,78407,(361)882-9302x102 Intake: (361)882-9302,,SA/TX/RS/RL/PW/WN/MN/SF/AR/SS/AH/SP/,2116TX78407
Coastal Bend Alcohol/Drug Rehab Center,Casa de Familias,,56 North Country Club Place,,,Corpus Christi,TX,78407,(361)882-9302 Intake: (361)883-8109x126,,SA/TX/RS/RL/PW/WN/BC/MN/SF/SS/AH/SP/,4165TX78407
Coastal Bend Alcohol/Drug Rehab Center,DBA Charlies Place,,36 North Country Club Place,,,Corpus Christi,TX,78407,(361)882-9302x102 Intake: (361)882-9302x105,,SA/TX/OP/PW/WN/MN/SF/SS/AH/SP/,4704TX78407
Coastal Bend Alcohol/Drug Rehab Center,Henderson House,,38 North Country Club Place,,,Corpus Christi,TX,78408,(361)882-9302x102 Intake: (361)883-4994,,SA/TX/RS/RL/PW/WN/MN/SF/AR/AH/SP/,0700TX78408
Coastal Bend Alcohol/Drug Rehab Center,Ivy House,,41 North Country Club Place,,,Corpus Christi,TX,78407,(361)882-9302x102 Intake: (361)883-4994,,SA/TX/RL/PW/MN/SF/AR/SS/AH/SP/,9067TX78407
Coastal Bend Alcohol/Drug Rehab Center,Stence House,,35 North Country Club Place,,,Corpus Christi,TX,78407,(361)882-9302x102 Intake: (361)883-4994,,SA/TX/RS/RL/PW/WN/MN/SF/AR/AH/SP/,9256TX78407
Coastal Bend Outpatient Services Inc,,,1201 Agnes Street,,,Corpus Christi,TX,78401,(361)888-4188,,SA/TX/OP/SF/,5216TX78401
New Vision Medical Detox,Drs Regional Hospital,,3315 Alameda Street,,,Corpus Christi,TX,78411,(361)761-1915 Intake: (361)761-1400 Hotline: (361)761-1400,,SA/DT/BU/HI/SF/MD/MC/SI/PI/MI/,2263TX78411
Padre Behavioral Hospital,,,6629 Wooldridge Road,,,Corpus Christi,TX,78414,(361)986-9444 Intake: (877)742-9444 Hotline: (361)986-1816,,MH-SA/TX/DT/BU/HI/OP/PH/AD/CO/SF/MD/MC/PI/MI/SS/PA/AH/SP/,7425TX78414
South Texas Subst Abuse Recovery Servs,(STSARS),,907 Antelope Street,,,Corpus Christi,TX,78401,(361)882-9979,Methadone Clients Only,SA/TX/MM/OP/CO/CJ/SF/SS/PA/AH/SP/,0449TX78401
Toxicology Associates Inc,,,5233 IH 37,Suite C-17,,Corpus Christi,TX,78408,(713)541-3218 Intake: (361)882-2064 Hotline: (361)882-2064,Methadone Clients Only,SA/TX/DT/MM/OP/SF/SI/PI/MI/AR/SP/F28/,6805TX78408
Helping Open Peoples Eyes Inc (HOPE),,,101 North Beaton Street,Suite 200,,Corsicana,TX,75110,(903)872-8101,,SA/TX/OP/CJ/SF/,2073TX75110
Addiction Counseling Associates,,,5646 Milton Street,Suite 525,,Dallas,TX,75206,(214)827-6400,,SA/TX/OP/SF/,1815TX75206
All American Research,,,10500 Steppington Drive,Suite 270,,Dallas,TX,75230,(214)265-7474 Intake: (972)436-4565,,SA/TX/OP/DU/CJ/SF/PA/,1177TX75230
Anti-Aging and Longevity Center of,Texas PA,,8021 E R L Th ornton Freeway,Suite A,,Dallas,TX,75228,(214)328-4848 Hotline: (214)727-6390,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,9495TX75228
Crossroads Recovery,,,5552 South Hampton Road,,,Dallas,TX,75232,(214)339-3181,Methadone Clients Only,SA/TX/MM/DM/OP/CO/HV/SF/SP/,6193TX75232
Dallas Challenge Inc,,,201 South Tyler Street,,,Dallas,TX,75208,(214)942-5166,,SA/TX/OP/AD/SF/MD/SI/AR/SP/,7791TX75208
Dallas County Juvenile Department,Substance Abuse Unit,,414 South R L Th ornton Freeway,,,Dallas,TX,75203,(214)860-4301 Intake: (214)860-4308,,SA/TX/OP/PH/AD/CJ/SP/,3515TX75203
First Step Counseling Center,,,219-B Sunset Avenue,Suite 101,,Dallas,TX,75208,(214)942-8808 Intake: (214)942-8808x232,,SA/TX/OP/WN/CJ/SF/SI/SS/PA/SP/,3529TX75208
First Step Counseling Center,,,Midway Road Unit,13610 Midway Road,Suite 421,Dallas,TX,75208,(214)942-8808 Intake: (214)942-8808x232,,SA/TX/OP/WN/CJ/SF/SI/SS/PA/SP/,2438TX75208
Gateway Foundation Dallas,,,723 South Peak Street,,,Dallas,TX,75223,(214)827-2870,,SA/TX/RL/OP/HV/CJ/SF/,9833TX75223
Green Oaks at Medical City Dallas,,,7808 Clodus Fields Drive,,,Dallas,TX,75251,(972)991-9504,,MH-SA/TX/DT/BU/HI/OP/PH/AD/CO/SE/SF/MD/MC/SI/PI/MI/AH/SP/,9562TX75251
Holmes Street Foundation Inc,,,Holmes Street Adolescent Residential,2719 Holmes Street,,Dallas,TX,75215,(214)421-7580 Intake: (214)421-7580x26,,SA/TX/RS/AD/CO/SF/SI/AR/SP/,2712TX75215
Holmes Street Foundation Inc,,,Holmes Street Outpatient Program,1420 Martin Luther King Jr Boulevard,,Dallas,TX,75215,(214)421-7580,,SA/TX/OP/AD/SF/SI/AR/SP/,1538TX75215
Homeward Bound Inc,Trinity Recovery Center,,233 West 10th Street,,,Dallas,TX,75208,(214)941-3500 Intakes: (214)941-3500x254 (214)941- 3500x307,,SA/TX/DT/BU/RS/RL/OP/HV/WN/MN/SF/MD/SI/PI/AR/SS/PA/AH/SP/,9939TX75208
LifeNet Community,Behavioral Healthcare,,9708 Skillman Street,,,Dallas,TX,75243,(214)221-5433 Intake: (214)932-1953,,MH/TX/HH/OP/AD/CO/DU/SF/MD/SI/AR/,8906TX75243
Metro Treatment of Texas LP,Dallas County Treatment Center,,123 East Colorado Boulevard,,,Dallas,TX,75203,(214)946-5540,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,3126TX75203
Murray Hill Recovery,,,8222 Douglas Avenue,Suite 390,,Dallas,TX,75225,(888)230-3554 Intake: (214)234-2400,,SA/TX/DT/BU/OP/CO/WN/MN/SF/PI/,5845TX75225
Nexus Recovery Center Inc,Nexus Outreach Center,,4525 Lemmon Avenue,Suite 201,,Dallas,TX,75219,(214)321-0156x2500 Intake: (214)321-0156x3118,,SA/TX/OP/PW/WN/SF/SI/PI/AR/SS/SP/,0354TX75219
