name1,name2,street1,street2,city,state,zip,zip4,county,latitude,longitude
Psych and Psych Services,,750 South Abbe Road,,Elyria,OH,44035,,Lorain,41.3612809,-82.0776957
Spero Health,,1131 East Broad Street,Suite A,Elyria,OH,44035,,Lorain,41.3630763,-82.0738239
Silver Maple Recovery,,2101 Silver Maple Way,,Lorain,OH,44053,,Lorain,41.42801,-82.1991051
Nord Center,,6140 South Broadway,,Lorain,OH,44053,,Lorain,41.4151786,-82.1635021
Ohio Treatment Center,,2520 Wales Avenue NW,,Massillon,OH,44646,,Stark,40.8274068,-81.50199
Nova Behavioral Health Inc,Residential Services,136 Heid Avenue,,Dayton,OH,45404,,Montgomery,39.7952095,-84.1678923
Charak Center for Health and Wellness,Rakesh Ranjan MD and Associates Inc,347 Midway Boulevard,Suite 210,Elyria,OH,44035,,Lorain,41.3989983,-82.1095556
Child Guidance and Family Solutions,,524 West Park Avenue,,Barberton,OH,44203,,Summit,41.01345,-81.608949
Elyria Treatment Services,,174 Midway Boulevard,,Elyria,OH,44035,,Lorain,41.3991234,-82.1017727
Morgan Behavioral Health Choices,,915 South Riverside Drive,,McConnelsville,OH,43756,,Morgan,39.612564,-81.8246729
LCADA Way,,2115 West Park Drive,,Lorain,OH,44053,,Lorain,41.4484883,-82.2119298
BrightView,,3545 Lincoln Way East,,Massillon,OH,44646,,Stark,40.7942001,-81.4659657
LCADA Way,Adolescent Services,305 West 20th Street,,Lorain,OH,44052,,Lorain,41.4518995,-82.1695361
TCN Behavioral Health Services Inc,,3085 Woodman Drive,Suite 300,Dayton,OH,45420,,Montgomery,39.699651,-84.124449
LCADA Way,Womens Residential Services,1882 East 32nd Street,,Lorain,OH,44055,,Lorain,41.4407424,-82.1325591
Nova Behavioral Health Inc,,732 Beckman Street,,Dayton,OH,45410,,Montgomery,39.7379497,-84.1648233
MedMark Treatment Center ,BayMark Health Services,4201 North Main Street,,Dayton,OH,45405,,Montgomery,39.8037164,-84.2216596
Mahajan Therapeutics LLC,,6300 North Main Street,,Dayton,OH,45415,,Montgomery,39.8238769,-84.2408332
Northeast Ohio VA Healthcare System,Lorain CBOC,5255 North Abbe Road,,Elyria,OH,44035,,Lorain,41.42102,-82.076561
Health Recovery Services Inc,Vinton County Outpatient Clinic,320 West Main Street,,Mc Arthur,OH,45651,,Vinton,39.2719,-82.4596
Dayton Urban Minority Alcohol and ,Drug Abuse Outreach Program,1 Elizabeth Place Route 1,,Dayton,OH,45417,,Montgomery,39.748956,-84.1990766
Havens of Ohio ,DBA WoodHaven,1 Elizabeth Place,,Dayton,OH,45417,,Montgomery,39.748956,-84.1990766
Samaritan Behavioral Health,,601 S Edwin C Moses Boulevard,NW Building,Dayton,OH,45417,3424,Montgomery,39.7480627,-84.1991028
Public Hlth/Dayton/Montgomery Co,Addiction Services,1 Elizabeth Place,3rd Floor SE,Dayton,OH,45417,,Montgomery,39.747226,-84.1994027
Wright Path Recovery Center,,1 Elizabeth Place,Suite D,Dayton,OH,45417,,Montgomery,39.747226,-84.1994027
Glenbeigh Outpatient Center  ,Canton,4661 Belpar Street NW,,Canton,OH,44718,,Stark,40.853001,-81.436114
Interval Brotherhood Homes Inc,DBA IBH Addiction Recovery Center,3445 South Main Street,,Akron,OH,44319,,Summit,40.9942073,-81.5201046
Urban Ounce of Prevention,Behavioral Health Services Inc,1735 South Hawkins Avenue,,Akron,OH,44320,,Summit,41.0616655,-81.5689401
Summa Health,Addiction Medicine IOP Canton,3730 Whipple Avenue NW,Suite 5,Canton,OH,44718,,Stark,40.8412842,-81.4232439
CommQuest Services Inc,Smith House/Bright House,811 Faircrest Street SW,,Canton,OH,44706,,Stark,40.7504043,-81.3848041
Northeast Ohio Applied Health,(NOAH),308 North Cleveland Massillon Road,Lower Level,Akron,OH,44333,,Summit,41.144573,-81.639073
Cleveland Clinic Akron General,Alcohol and Drug Recovery Center,3600 West Market Street,Suite 102,Akron,OH,44333,4540,Summit,41.1352121,-81.6294524
Sunrise Treatment Center/Dayton,,1435 Cincinnati Street,Suite 150,Dayton,OH,45417,,Montgomery,39.73566,-84.2075575
OhioGuidestone,,3094 West Market Street,"Fairlawn Medical Building, Suite 105",Akron,OH,44333,,Summit,41.1286798,-81.6135326
Northeast Ohio VA Healthcare System,Akron CBOC,55 West Waterloo Road,,Akron,OH,44319,,Summit,41.0291299,-81.5287092
South Community Inc,,3095 Kettering Boulevard,,Dayton,OH,45439,,Montgomery,39.7060152,-84.2035984
Northeast Ohio VA Healthcare System,Canton CBOC,733 Market Avenue South,,Canton,OH,44702,,Stark,40.7932817,-81.3772064
Coleman Professional Services,,400 Tuscarawas Street West,Suite 200,Canton,OH,44702,,Stark,40.7986638,-81.3780056
OhioGuidestone,,401 West Tuscarawas Street,Suite 501,Canton,OH,44702,,Stark,40.799386,-81.3774257
New Season of Ohio LP,,1900 West Market Street,,Akron,OH,44313,,Summit,41.112151,-81.5768656
Health Recovery Services Inc,,224 Columbus Road,,Athens,OH,45701,,Athens,39.3568181,-82.1042396
CommQuest Services Inc,Cleveland Avenue Outpatient,625 Cleveland Avenue NW,,Canton,OH,44702,,Stark,40.8032682,-81.375211
Summit Psychological Associates Inc,,832 McKinley Avenue NW,,Canton,OH,44703,,Stark,40.8052982,-81.3759009
Summit County Health District,Counseling Services,1867 West Market Street,Suite A-1,Akron,OH,44313,6913,Summit,41.1142935,-81.5741239
Dayton VA Medical Center,,4100 West 3rd Street,,Dayton,OH,45428,,Montgomery,39.749224,-84.253287
Stark County TASC Inc,,624 Market Avenue North,,Canton,OH,44702,1017,Stark,40.8025599,-81.3728942
Phoenix Rising Behavioral,Healthcare and Recovery Inc,624 Market Avenue North,,Canton,OH,44702,,Stark,40.8026539,-81.372569
CommQuest Services Inc,Market Avenue,1341 Market Avenue North,,Canton,OH,44714,,Stark,40.8114825,-81.3717808
Community Health Center,RAMAR Residential Treatment Ctr,380 South Portage Path,,Akron,OH,44320,,Summit,41.0876172,-81.543389
Clean Slate Sober Living,Mental Health and Addiction Treatment,714 East Main Street,,Dayton,OH,45426,,Montgomery,39.7969245,-84.3003029
TASC of Southeast Ohio,,86 Columbus Road,,Athens,OH,45701,,Athens,39.3471677,-82.0961583
Greenleaf Family Center,,580 Grant Street,,Akron,OH,44311,,Summit,41.0675496,-81.5187237
CommQuest Services Inc,Deliverance House,1711 Spring Avenue NE,,Canton,OH,44714,,Stark,40.8166591,-81.3661733
Akron Urban Minority Alc/DA,Outreach Prog Inc/Add Trt Servs,665 West Market Street,,Akron,OH,44303,,Summit,41.094868,-81.538685
Hopewell Health Centers,,90 Hospital Drive,,Athens,OH,45701,,Athens,39.3288143,-82.1155727
Psych Services Inc,,26777 Lorain Road,Suite 716,North Olmsted,OH,44070,,Cuyahoga,41.4177706,-81.917657
Rigel Recovery Services,,37 North Broadway Street,,Akron,OH,44308,,Summit,41.0854267,-81.5136584
Summit Psychological Associates Inc,,37 North Broadway Street,,Akron,OH,44308,,Summit,41.0854267,-81.5136584
Project CURE Inc,,200 Daruma Parkway,,Dayton,OH,45439,7909,Montgomery,39.7093525,-84.2534785
A Renewed Mind,,885 Commerce Drive,,Perrysburg,OH,43551,5268,Wood,41.5420665,-83.6384176
Child Guidance and Family Solutions,,18 North Forge Street,,Akron,OH,44304,,Summit,41.0808126,-81.50596
Summa Health Saint Thomas Campus,Addiction Medicine IOP,444 North Main Street,3rd Floor,Akron,OH,44310,,Summit,41.0970955,-81.513524
CHC Addiction Services,Adolescent Treatment Program,702 East Market Street,,Akron,OH,44305,,Summit,41.0758261,-81.4958991
Community Health Center,Womens Recovery Program,702 East Market Street,,Akron,OH,44305,,Summit,41.0758261,-81.4958991
CHC Addiction Services,Community Drug Board Inc,725 East Market Street,,Akron,OH,44305,,Summit,41.0758663,-81.4943568
BrightView,,8120 Garnet Drive,,Dayton,OH,45458,,Montgomery,39.626131,-84.1849454
Pike County Recovery Council,Georgie Harris House 2,14532 U.S. Highway 23,,Waverly,OH,45690,,Pike,39.1563841,-82.9764965
Pike County Recovery Council,Georgie Harris House 1,14534 U.S. Highway 23,,Waverly,OH,45690,,Pike,39.1557804,-82.9759579
LCADA Way,Avon Lake Wellness Center,525 Avon Belden Road,,Avon Lake,OH,44012,,Lorain,41.4917519,-82.0184471
Health Recovery Services Inc,Rural Womens Recovery Program,P.O. Box 724,,Athens,OH,45701,,Athens,39.3159793,-82.07832861
Noble Behavioral Health Choices Inc,,18003 Woodsfield Road ,Suite 2,Caldwell,OH,43724,9709,Noble,39.739528,-81.5034285
Vertava Health,,2650 Lodge Road SW,,Sherrodsville,OH,44675,,Carroll,40.5451362,-81.2414928
McIntyre Center Inc,,6929 West 130th Street,Suite 307,Cleveland,OH,44130,,Cuyahoga,41.3765972,-81.7842922
OhioGuidestone,,16101 Snow Road,,Brook Park,OH,44142,,Cuyahoga,41.403623,-81.81095
Child Guidance and Family Soultions,,87 North Canton Road,,Akron,OH,44305,,Summit,41.0656903,-81.4393298
Pike County Recovery Council,Outpatient,111 North High Street,,Waverly,OH,45690,,Pike,39.1272867,-82.9840497
Health Recovery Services Inc,Bassett House,10050 Bassett Road,,Athens,OH,45701,,Athens,39.2808188,-82.1075657
Wellsprings Recovery Center LLC,,275 Graham Road,Suite 2,Cuyahoga Falls,OH,44223,,Summit,41.1551615,-81.4995672
Scioto Paint Valley Mental Health Ctr,Pike County Office,102 Dawn Lane,,Waverly,OH,45690,,Pike,39.1176605,-83.0064091
MetroHealth System,,12301 Snow Road,,Cleveland,OH,44130,,Cuyahoga,41.4041879,-81.7752928
BrightView,,1655 Holland Road,Suite F,Maumee,OH,43537,,Lucas,41.5884467,-83.6771437
Child Guidance and Family Solutions,,1865 Bailey Road,,Cuyahoga Falls,OH,44221,,Summit,41.131424,-81.464873
Lionrock Recovery,,1715 Indian Wood Circle ,Suite 200,Maumee,OH,43537,,Lucas,41.5882624,-83.6816786
FRS Counseling/Family Recovery Service,,104 Erin Court,,Hillsboro,OH,45133,,Highland,39.2234724,-83.6109376
Midwest Detox Center,,1757 Indian Wood Circle,,Maumee,OH,43537,,Lucas,41.5885193,-83.6865721
Scioto Paint Valley Mental Health Ctr,Highland County Clinic,108 Erin Court,,Hillsboro,OH,45133,,Highland,39.2225418,-83.6101891
Foundations Behavioral Health Services,,4761 State Route 29,,Celina,OH,45822,,Mercer,40.5459729,-84.618112
Arrowhead Behavioral Health,,1725 Timber Line Road,,Maumee,OH,43537,,Lucas,41.58969,-83.689848
Health Recovery Services Inc,Albany Outpatient Services,18 State Route 143,,Albany,OH,45710,,Athens,39.2039155,-82.2521285
A Renewed Mind,Access Center,117 Main Street,,Toledo,OH,43605,,Lucas,41.6482715,-83.5226613
Glenbeigh Outpatient Center,Rocky River,20800 Center Ridge Road,Suite 410,Rocky River,OH,44116,,Cuyahoga,41.4627305,-81.8509091
Catholic Charities,Matt Talbot For Men,6753 State Road,,Cleveland,OH,44134,,Cuyahoga,41.381424,-81.7117532
TASC of Northwest Ohio,,701 Jefferson Avenue,Suite 101,Toledo,OH,43604,,Lucas,41.6513984,-83.5394389
Charak Center for Health and Wellness,Rakesh Ranjan MD and Associates Inc,4161 Bridgewater Parkway,  ,Stow,OH,44224,,Summit,41.1801979,-81.4816295
FRS Counseling/Family Recovery Service,,313 Chillicothe Avenue,,Hillsboro,OH,45133,,Highland,39.2022595,-83.597297
Unison Health,Dual Recovery Program,544 East Woodruff Avenue,,Toledo,OH,43604,,Lucas,41.6600309,-83.5381593
Unison BHG Inc,SUD Services,1212 Cherry Street,,Toledo,OH,43604,,Lucas,41.662292,-83.53542
A Renewed Mind ,,1832 Adams Street,,Toledo,OH,43604,,Lucas,41.659239,-83.546946
Philio Inc,DBA New Concepts,111 South Byrne Road,,Toledo,OH,43615,,Lucas,41.6361276,-83.6254482
Zepf Center,,2005 Ashland Avenue,,Toledo,OH,43620,,Lucas,41.6613697,-83.5514464
Urban Minority Alcoholism and,Drug Abuse Outreach Program/Lucas Co,2447 Nebraska Avenue,,Toledo,OH,43607,,Lucas,41.6451937,-83.6035354
Lutheran Social Services,Administrative Office,2149 Collingwood Boulevard,,Toledo,OH,43620,,Lucas,41.6636458,-83.5555813
New Attitude On My Image (NAOMI) ,Residential Treatment Center,2321 Warren Street,,Toledo,OH,43620,,Lucas,41.6674423,-83.5473465
Recovery Servs of North West Ohio,,118 East Clinton Street,,Napoleon,OH,43545,,Henry,41.392672,-84.1250015
Pinnacle Treatment Center/Toledo,,115 South Reynolds Road,Suite C,Toledo,OH,43615,,Lucas,41.6371556,-83.6636836
OhioGuidestone,,15644 Madison Avenue,Suite 104,Lakewood,OH,44107,,Cuyahoga,41.4774351,-81.8071493
OldSchool LLC,,17400 Northwood Avenue,,Lakewood,OH,44107,,Cuyahoga,41.4862771,-81.8173552
Renewed Mind,,600 Freedom Drive,,Napoleon,OH,43545,,Henry,41.4140899,-84.1131852
A Renewed Mind,The Renewal Center,1895 Oakwood Avenue,,Napoleon,OH,43545,,Henry,41.4110075,-84.119883
Darke County Recovery Services,DBA Recovery and Wellness Centers,600 Walnut Street,,Greenville,OH,45331,,Darke,40.100468,-84.62922
Rescue Inc/Rescue Mental Health and,Addiction Services,3350 Collingwood Boulevard,,Toledo,OH,43610,,Lucas,41.6825174,-83.555109
Westwood Behavioral Health Ctr Inc,,1158 Westwood Drive,,Van Wert,OH,45891,,Van Wert,40.8544799,-84.594233
Recovery Resources,West Side Office,14805 Detroit Avenue,Suite 200,Lakewood,OH,44107,,Cuyahoga,41.4849463,-81.7998635
BayMark Health Services of Ohio Inc,MedMark Treatment Center,1521 Walmart Drive,Suite 901,Lebanon,OH,45036,,Warren,39.4542217,-84.1755669
Empowered for Excellence Behavioral,Health Ohio,3170 West Central Avenue,Suite B,Toledo,OH,43606,,Lucas,41.6783182,-83.6212711
Womens Recovery Center,,6209 Storer Avenue,,Cleveland,OH,44102,,Cuyahoga,41.4619531,-81.7285625
Hispanic UMADAOP/Casa Alma,,3305 West 25th Street,,Cleveland,OH,44109,,Cuyahoga,41.4454,-81.697
Glenbeigh Outpatient Center,Toledo,3425 Executive Parkway,Suite 207,Toledo,OH,43606,,Lucas,41.6834578,-83.6282751
Crossroads Counseling Services Inc,Addiction Services of Southeast Ohio,100 Hospital Drive,,Barnesville,OH,43713,,Belmont,39.993576,-81.187801
Applewood Centers Inc,Jones Campus,3518 West 25th Street,,Cleveland,OH,44109,1995,Cuyahoga,41.4585434,-81.7015489
Family and Community Services Inc,,143 Gougler Avenue,,Kent,OH,44240,,Portage,41.1552711,-81.3599303
Townhall II,,155 North Water Street,,Kent,OH,44240,2460,Portage,41.1545886,-81.3578897
MetroHealth System,,2500 MetroHealth Drive,Department of Psychiatry,Cleveland,OH,44109,1998,Cuyahoga,41.46194238,-81.69740645
MPTS Casa ALMA/Casa MARIA,,2202 Prame Avenue,,Cleveland,OH,44109,,Cuyahoga,41.4685332,-81.6981145
Community Mental Healthcare Inc,,331 West Main Street,,Carrollton,OH,44615,0,Carroll,40.5747673,-81.0904914
A Renewed Mind,Defiance,201 East 2nd Street,,Defiance,OH,43512,,Defiance,41.2840798,-84.3557042
Health Recovery Services Inc,,120 Twin Oaks Drive,,Jackson,OH,45640,,Jackson,39.0318892,-82.6369723
OhioGuidestone,,5706 Turney Road,Suite 200,Cleveland,OH,44125,,Cuyahoga,41.4076526,-81.5996458
Catholic Charities Diocese Cleveland,Covenant Youth Dual Diagnosis Services,1515 West 29th Street,,Cleveland,OH,44113,,Cuyahoga,41.4877919,-81.7098451
Cleveland Clinic,Alcohol and Drug Recovery Center,1730 West 25th Street ,Suite 2-A,Cleveland,OH,44113,,Cuyahoga,41.4873144,-81.707536
Recovery Servs of North West Ohio,,511 Perry Street,,Defiance,OH,43512,,Defiance,41.2847652,-84.3645145
Midwest Recovery Center,,7540 New West Road,,Toledo,OH,43617,,Lucas,41.6827029,-83.7244054
Stella Maris,Detox/PHP,1320 Washington Avenue,,Cleveland,OH,44113,,Cuyahoga,41.493415,-81.7071083
Stella Maris,Gallagher Building/OP,1302 Winslow Avenue,,Cleveland,OH,44113,,Cuyahoga,41.4936264,-81.7068378
Stella Maris,Mens Dormitory,1292 Winslow Avenue,,Cleveland,OH,44113,,Cuyahoga,41.493883,-81.7068731
Charak Center for Health and Wellness,Rakesh Ranjan MD and Associates Inc,12395 McCracken Road,Suite A-UP,Cleveland,OH,44125,,Cuyahoga,41.4226746,-81.5976611
Community Assessment and,Treatment Services Inc,8411 Broadway Avenue,,Cleveland,OH,44105,,Cuyahoga,41.4495109,-81.6280803
Community Assessment and ,Treatment Services Outpatient,5162 Broadway Avenue,,Cleveland,OH,44127,,Cuyahoga,41.4699204,-81.654769
Child Guidance and Family Solutions,,2305 East Aurora Road,Unit A-12,Twinsburg,OH,44087,,Summit,41.3123406,-81.4573056
Access Counseling Services LLC,,4464 South Dixie Highway,,Franklin,OH,45005,,Warren,39.509898,-84.333847
Cleveland Treatment Center Inc,,1127 Carnegie Avenue,,Cleveland,OH,44115,,Cuyahoga,41.4966064,-81.6815315
Access Counseling Services LLC,,4448 South Dixie Highway,,Franklin,OH,45005,,Warren,39.5096752,-84.3339655
BayMark Health Services of Ohio Inc,MedMark Treatment Centers Kent,2500 State Route 59,Suite 30,Kent,OH,44240,,Portage,41.1564965,-81.3033211
Harbor Light,Intensive Outpatient Program,1710 Prospect Avenue,,Cleveland,OH,44115,,Cuyahoga,41.4995598,-81.678922
Rosary Hall,Saint Vincent Charity Medical Center,2351 East 22nd Street,Rosary Hall 2W,Cleveland,OH,44115,,Cuyahoga,41.4962724,-81.6731893
Sunrise Treatment Center/Middletown,,160 North Breiel Boulevard,,Middletown,OH,45042,,Butler,39.5136206,-84.3549854
Y Haven,,6001 Woodland Avenue,Suite 703/Floors 4 through 8,Cleveland,OH,44104,,Cuyahoga,41.4884864,-81.6480019
Key Decisions/Positive Choices Inc,,3030 Euclid Avenue,Suite 312,Cleveland,OH,44115,,Cuyahoga,41.502179,-81.666754
Catholic Charites ,Adult Outpatient Treatment Program,3135 Euclid Avenue,,Cleveland,OH,44115,,Cuyahoga,41.503103,-81.6657447
Catholic Charities Diocese Cleveland,Midtown Youth Chem Dep,3135 Euclid Avenue,Suite 103,Cleveland,OH,44115,,Cuyahoga,41.503103,-81.6657447
CommQuest Services Inc,Alliance Outpatient,1207 West State Street,Suites M and F,Alliance,OH,44601,,Stark,40.9024207,-81.1233136
Community Action Against Addiction,,5209 Euclid Avenue,,Cleveland,OH,44103,,Cuyahoga,41.5043213,-81.6530412
Pax Treatment Centers,,4302 Roosevelt Avenue,,Middletown,OH,45044,,Butler,39.4991063,-84.3568544
Rigel Recovery Services,,1804 East 55th Street,,Cleveland,OH,44109,,Cuyahoga,41.5096047,-81.6527363
Access Counseling Services LLC,,2114 Central Avenue,,Middletown,OH,45044,,Butler,39.512224,-84.386981
Northern Ohio Recovery Association,,1400 East 55th Street,,Cleveland,OH,44103,,Cuyahoga,41.5207245,-81.6522843
CommQuest Services Inc,Alliance Detox and Recovery Center,200 East State Street,3rd Floor East,Alliance,OH,44601,,Stark,40.902548,-81.1026567
Townhall II,Horizon House,5536 South Prospect Street,,Ravenna,OH,44266,,Portage,41.1407565,-81.2410626
Addiction Recovery Services,Univ Hosp of Cleveland/Dept of Psych,10524 Euclid Avenue,"WO Walker Center, Suite 3200",Cleveland,OH,44106,,Cuyahoga,41.5027031,-81.6139757
New Visions Unlimited Inc,,4002 Warrensville Center Road,,Beachwood,OH,44122,,Cuyahoga,41.450521,-81.536625
Crossroads Counseling Services Inc,,239 West Warren Street,,Cadiz,OH,43907,,Harrison,40.2735409,-81.0002585
Westwood Behavioral Health Center Inc,,501 McDonald Pike,,Paulding,OH,45879,,Paulding,41.1305353,-84.5920959
A Renewed Mind,Wauseon,138 North Fulton Street,,Wauseon,OH,43567,,Fulton,41.5488479,-84.141102
Crossroads Counseling Services Inc,New Outlook Mens Residential,41481 Stenger Road,,Belmont,OH,43718,,Belmont,40.046831,-81.052136
Coleman Professional Services,,3920 Lovers Lane,,Ravenna,OH,44266,,Portage,41.1777469,-81.252615
Northeast Ohio VA Healthcare System,Cleveland,10701 East Boulevard,,Cleveland,OH,44106,,Cuyahoga,41.5132714,-81.6136973
Hitchcock Center for Women Inc,,1227 Ansel Road,,Cleveland,OH,44108,3323,Cuyahoga,41.52196647,-81.62439424
Summit Psychological Associates Inc,,6693 North Chestnut Street,Suite 235,Ravenna,OH,44266,,Portage,41.172777,-81.2453071
Northeast Ohio VA Healthcare System,Ravenna CBOC,6751 North Chestnut Street,,Ravenna,OH,44266,,Portage,41.173671,-81.2452052
Circle Health Services (formerly the,Free Clinic of Greater Cleveland),12201 Euclid Avenue,,Cleveland,OH,44106,,Cuyahoga,41.5143772,-81.5991381
Recovery Services of North West Ohio,,560 West Linfoot Street,P.O. Box 523,Wauseon,OH,43567,,Fulton,41.558607,-84.150004
Glenbeigh Outpatient Center,Beachwood,3789 South Green Road,Suite B,Beachwood,OH,44122,,Cuyahoga,41.4578309,-81.5161148
Crossroads Counseling Services Inc,Awakenings Womens Residential Trt Ctr,116 Main Street,,Belmont,OH,43718,,Belmont,40.028929,-81.041182
Darke County Recovery Services,DBA Recovery and Wellness Centers ,228 North Barron Street,,Eaton,OH,45320,,Preble,39.7464457,-84.6361607
Rigel Recovery Residential Services,,812 3rd Street,,Marietta,OH,45750,,Washington,39.4270727,-81.4636662
Signature Health Inc,,24200 Chagrin Boulevard,,Beachwood,OH,44122,,Cuyahoga,41.4640471,-81.5079409
Cleveland Department of Health,CenterPoint Treatment Program,J Glen Smith Health Center,11100 Saint Clair Avenue,Cleveland,OH,44108,,Cuyahoga,41.538907,-81.608987
Bellefaire Jewish Childrens Bureau,Substance Abuse Treatment Programs,22001 Fairmount Boulevard,,Cleveland,OH,44118,,Cuyahoga,41.4871244,-81.5254281
Spero Health,,418 Colgate Drive,,Marietta,OH,45750,,Washington,39.4262732,-81.435667
Community Medical Services,Cleveland Heights,5 Severance Circle,Suites 101 and 110,Cleveland,OH,44118,,Cuyahoga,41.5158843,-81.5479014
L and P Services Inc,,207 Colegate Drive,Suite D,Marietta,OH,45750,,Washington,39.421883,-81.434967
New Directions Inc,Female Residential/Nancy Hanna House,30800 Chagrin Boulevard,,Cleveland,OH,44124,,Cuyahoga,41.4602035,-81.4608989
New Directions Inc,,30800 Chagrin Boulevard,,Cleveland,OH,44124,,Cuyahoga,41.4602035,-81.4608989
Crossroads Counseling Services Inc,,117 North Main Street,Suite 44,Woodsfield,OH,43793,,Monroe,39.7633171,-81.115772
Health Recovery Services Inc,Meigs County Clinic,507 Mulberry Heights,,Pomeroy,OH,45769,,Meigs,39.0396522,-82.045201
Field of Hope Community Campus Inc,,11821 State Route 160,,Vinton,OH,45686,,Gallia,38.9588845,-82.3021585
Front Porch Counseling and,Family Services,991 Reading Road ,Suite 8,Mason,OH,45040,,Warren,39.3420914,-84.3370525
Lumiere Healing Center,,7593 Tylers Place Boulevard,,West Chester,OH,45069,,Butler,39.3586989,-84.3742885
TASC of Southeast Ohio,,788 North 2nd Avenue,Suite A,Middleport,OH,45760,,Meigs,39.0075783,-82.0459736
Modern Psychiatry and Wellness LLC,,6942 Tylersville Road,,West Chester,OH,45069,,Butler,39.3576868,-84.3935032
Moore Counseling and Mediation Service,Mediation Services Inc,22639 Euclid Avenue,,Euclid,OH,44117,,Cuyahoga,41.57344,-81.524346
Crossroads Counseling Services Inc,,255 West Main Street,,Saint Clairsville,OH,43950,,Belmont,40.0778462,-80.9113587
Individual Care Center Inc,,8833 Chapel Square Drive,Suite A,Cincinnati,OH,45249,,Hamilton,39.286725,-84.317705
Rigel Recovery Services,,27750 State Route 7,,Marietta,OH,45750,,Washington,39.367233,-81.393671
Village Network Brite Futures,Health Services,67925 Bayberry Drive,Suite A,Saint Clairsville,OH,43950,,Belmont,40.0803199,-80.90176
Ohio Guidestone,,26250 Euclid Avenue,Suite 415,Euclid,OH,44132,,Cuyahoga,41.5867566,-81.4957738
PHOENIX Center,,149 Mercy Boulevard,,Mount Orab,OH,45154,,Brown,39.0448069,-83.9435828
Beckett Springs Hospital,,8614 Shepherd Farm Drive,,West Chester,OH,45069,,Butler,39.3436028,-84.4562357
eXclusive Services,,11134 Luschek Drive,,Cincinnati,OH,45241,,Hamilton,39.2687372,-84.3799858
Sojourner Recovery Services,Womens Residential,294 North Fair Avenue,,Hamilton,OH,45011,,Butler,39.397852,-84.541066
BayMark Health Services of Ohio Inc,,749 C State Route 28,,Milford,OH,45150,,Clermont,39.183378,-84.2688554
Sojourner Recovery Services,Mens Residential,314 North Erie Highway,,Hamilton,OH,45011,,Richland,39.3987457,-84.5461615
Sojourner Recovery Services,Mens Residential,819 Buckeye Street,,Hamilton,OH,45011,,Butler,39.4003478,-84.5509454
Sojourner Recovery Services,Womens Residential,449 North 3rd Street,,Hamilton,OH,45011,,Butler,39.4050338,-84.5578166
A Renewed Mind,Bryan,1254 South Main Street,,Bryan,OH,43506,,Williams,41.4599245,-84.5526366
Community Medical Services,Westchester Township,42 East Crescentville Road,,Cincinnati,OH,45246,,Hamilton,39.3005725,-84.4416831
Sojourner Recovery Services,Outpatient,515 Dayton Street,,Hamilton,OH,45011,,Butler,39.4002738,-84.5558375
Sojourner Recovery Services,Herland Family Center,516 High Street,,Hamilton,OH,45011,,Butler,39.3985608,-84.5567212
Pinnacle Treatment Centers OH X LLC,,950 Lila Avenue,,Milford,OH,45150,,Clermont,39.1740775,-84.2785486
Bethesda Blue Ash Treatment Prog,,4410 Carver Woods Drive,Suite 206,Cincinnati,OH,45241,,Hamilton,39.245804,-84.386475
Ridge,,25 Whitney Drive,Suite 120,Milford,OH,45150,,Clermont,39.1558215,-84.2575935
Sunrise Treatment Center/Milford,,25 Whitney Drive,Suite 122,Milford,OH,45150,,Butler,39.1558215,-84.2575935
National Youth Advocate Program Inc,,11156 Canal Road,,Cincinnati,OH,45241,,Hamilton,39.2735125,-84.4337783
Northeast Ohio VA Healthcare System,Lake County CBOC,35000 Kaiser Court,,Willoughby,OH,44094,,Lake,41.6236188,-81.43795
Sojourner Recovery Services,Outpatient Clinic,1430 University Boulevard,,Hamilton,OH,45011,,Butler,39.380949,-84.5611078
DeCoach Rehabilitation Centre,,6570 Sosna Drive,,Fairfield,OH,45014,,Butler,39.3211144,-84.4972388
Clermont Recovery Center Inc,,1088 Wasserman Way,Suite C,Batavia,OH,45103,,Clermont,39.08083296,-84.14767103
BrightView,,1100 Hospital Drive,,Batavia,OH,45103,,Clermont,39.0801771,-84.147073
Adolescent Substance Abuse Programs,,9403 Kenwood Road,Suite C-111,Cincinnati,OH,45242,,Hamilton,39.2265876,-84.3793301
National Youth Advocate Program Inc,,118 West Jackson Street,Suite B,West Unity,OH,43570,,Williams,41.5867406,-84.4347033
Recovery Servs of North West Ohio,,200 Van Gundy Drive,,Bryan,OH,43506,,Williams,41.4755477,-84.5710639
STEPS of Recovery,,1354 Jackson Pike,,Gallipolis,OH,45631,,Gallia,38.8425207,-82.2600485
TASC of Southeast Ohio,,499 Jackson Pike,P. O. Box 88,Gallipolis,OH,45631,,Gallia,38.8433003,-82.2439842
Recovery Servs of North West Ohio,,25212 U.S. Route 20,,Fayette,OH,43521,,Fulton,41.673739,-84.3445969
Amazing Grace Center,,802 Clare Avenue,,Portsmouth,OH,45662,,Scioto,38.7547351,-82.9933706
BrightView,,5108 Sandy Lane,,Fairfield,OH,45014,,Butler,39.340048,-84.556892
Family Recovery Center,Fleming House,7300 Rose Drive,,Lisbon,OH,44432,,Columbiana,40.787573,-80.774573
Family Recovery Center,Outpatient Program,964 North Market Street,P.O. Box 464,Lisbon,OH,44432,,Columbiana,40.781714,-80.7707568
