"","name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility"
"11030","Gulf Coast Center for Nonviolence","","P.O. Box 333","","Biloxi","MS",39533,NA,"Harrison","228-436-3809","","","","http://",30.3951021,-88.8857069,"MH"
"11031","Panola Medical West","","155 Keating Road","","Batesville","MS",38606,NA,"Panola","662-561-4032","Intakes","662-561-4032 x4032","662-561-4017 x4017","http://",34.3124512,-89.9321845,"MH"
"11032","Region I Mental Health Center","Quitman County Office","400 Locust Street","","Marks","MS",38646,1309,"Quitman","662-326-4445","","","","http://",34.25734,-90.270619,"MH"
"11033","Region XIII Gulf Coast MH Ctr","Hancock County Office","819 Central Avenue","Suite B","Bay Saint Louis","MS",39520,NA,"Hancock","228-467-1881","","","","http://gcmhc.com/",30.300274,-89.3499273,"MH"
"11034","Region XIV Singing River Services","MH/MR Services","3407 Shamrock Court","","Gautier","MS",39553,5337,"Jackson","228-497-0690","","","","http://www.singingriverservices.com",30.391289,-88.642037,"MH"
"11035","Region XIV Singing River Services","Singing River Industries","2900 North Dolphin Drive","","Gautier","MS",39553,NA,"Jackson","228-497-9468","","228-497-0690","","http://www.singingriverservices.com",30.3834151,-88.6602696,"MH"
"11036","Region I Mental Health Center","","1742 Cheryl Street","","Clarksdale","MS",38614,NA,"Coahoma","662-627-7267","","","","http://www.regionone.org",34.1951939,-90.5538255,"MH"
"11037","Singing River Health System","","2809 Denny Avenue","","Pascagoula","MS",39581,NA,"Jackson","228-696-9224","","228-809-5000","","http://",30.3762704,-88.5310384,"MH"
"11038","Communicare","Panola County","100 East Frontage Road","","Sardis","MS",38666,NA,"Panola","662-487-2746","","","","http://www.communicarems.org",34.4396473,-89.8979943,"MH"
"11039","Health Connect America","","104 Highway 15 North","","New Albany","MS",38652,NA,"Union","662-486-2124","","","","http://www.healthconnectamerica.com",34.4810788,-89.0000575,"MH"
"11040","Health Connect America","","3747 Highway 51 South","","Senatobia","MS",38668,NA,"Tate","662-612-4549","","","","http://www.healthconnectamerica.com",34.6077655,-89.9690239,"MH"
"11041","Communicare","Tate County","101 Preston McKay Drive","","Senatobia","MS",38668,2351,"Tate","662-562-5216","","","662-562-5229","http://communicarems.org/",34.62021022,-89.9543649,"MH"
"11042","Baptist Memorial Hospital/Booneville","Behavioral Health","100 Hospital Street","","Booneville","MS",38829,NA,"Prentiss","662-720-5000","","662-720-5300","","http://www.baptistonline.org/",34.6575889,-88.5655916,"MH"
"11043","Region IV Mental Health Services","Timber Hills Prentiss County Office","2100 East Chambers Drive","","Booneville","MS",38829,NA,"Prentiss","662-728-3174","","","","http://www.regionivmhs.com",34.6573478,-88.5322405,"MH"
"11044","Communicare","Marshall County","695 Highway 4 East","","Holly Springs","MS",38635,NA,"Marshall","662-252-4140","","","","http://www.communicarems.org",34.7725245,-89.427705,"MH"
"11045","Region IV Mental Health Services","Tippah County Office","2441-A County Road 501","","Ripley","MS",38663,NA,"Tippah","662-837-8154","","","","http://regionivmhs.com",34.769289,-88.920035,"MH"
"11046","Region I Mental Health Center","Tunica County Office","1459 Main Street","","Tunica","MS",38676,NA,"Tunica","662-363-3222 x4103","","662-363-3222","","http://Regionone.org",34.6912713,-90.3827764,"MH"
"11047","Lifecore Health Group","Benton County","214 Industrial Road","","Ashland","MS",38603,NA,"Benton","662-426-4697","","","","http://www.lifecorehealthgroup.com",34.8467999,-89.1824854,"MH"
"11048","Region IV Mental Health Services","Desoto County Childrens Services","2705 Highway 51 South","","Hernando","MS",38632,NA,"DeSoto","662-449-1971","","662-449-1808","","http://www.regionivmhs.com",34.8207125,-89.9943123,"MH"
"11049","Health Connect America","","8062 Highway 178 West","","Byhalia","MS",38611,NA,"Marshall","662-333-8102","","","","http://www.healthconnectamerica.com",34.872414,-89.6863417,"MH"
"11050","Parkwood Behavioral Health System","","8135 Goodman Road","","Olive Branch","MS",38654,NA,"DeSoto","662-895-4900","","","","http://parkwoodbhs.com/",34.9612834,-89.8456536,"MH"
"11051","Region IV Mental Health Services","Tishomingo County","1213 Maria Lane","","Iuka","MS",38852,NA,"Tishomingo","662-423-3332","","","","http://www.regionivmhs.com",34.8060971,-88.2046676,"MH"
"11052","Freedom Healthcare","Vertava Health of Mississippi","7185 Swinnea Road","","Southaven","MS",38671,NA,"DeSoto","662-510-5436","","","","http://www.vertavahealth.com",34.965261,-89.9726161,"MH"
"11053","Region IV Mental Health Services","Alcorn County Childrens Services","2664 South Harper Road","","Corinth","MS",38834,NA,"Alcorn","662-287-4055","","","","http://www.regionivmhs.com",34.9096474,-88.5168315,"MH"
"11054","Magnolia Regional Health Center","Magnolia Behavioral Health","611 Alcorn Drive","","Corinth","MS",38834,NA,"Alcorn","662-293-1000 x5590","Intakes","662-293-5590","800-366-1245","http://www.mrhc.org",34.9355756,-88.5601317,"MH"
"11055","Region IV Mental Health Services","","601 Foote Street","","Corinth","MS",38834,NA,"Alcorn","662-286-2152","","","","http://www.regionivmhs.com",34.9355701,-88.5190418,"MH"
"11056","Fairbanks Community Mental","Health Services","1423 Peger Road","","Fairbanks","AK",99709,NA,"Fairbanks North Star","907-371-1300","","","","http://www.acmhs.com/fairbanks-community-mental-health-services",64.835595,-147.7767969,"MH"
"11057","Family Centered Services of Alaska","","3101 Lathrop Street","","Fairbanks","AK",99701,NA,"Fairbanks North Star","907-459-4700","Intakes","907-459-4700 x741","907-474-0890 x110","http://www.familycenteredservices.com",64.818752,-147.742384,"MH"
"11058","Fairbanks Memorial Hospital","Behavioral Health","1650 Cowles Street","","Fairbanks","AK",99701,NA,"Fairbanks North Star","907-452-8181","","","","http://www.foundationhealth.org",64.833887,-147.739444,"MH"
"11059","Family Centered Services of Alaska","","1825 Marika Road","","Fairbanks","AK",99709,5521,"Fairbanks North Star","907-474-0890","","","","http://www.familycenteredservices.com/",64.854257,-147.763494,"MH"
"11060","Tanana Chiefs Conference Inc","Behavioral Health","122 1st Avenue","Suite 600","Fairbanks","AK",99701,NA,"Fairbanks North Star","907-452-8251 x3800","","907-459-3800","","http://www.tananachiefs.org/health/behavioral-health",64.8444304,-147.7089008,"MH"
"11061","Fairbanks VA CBOC","","4076 Neeley Road","Room 1J-101","Fort Wainwright","AK",99703,NA,"Fairbanks North Star","907-370-1403","","","","http://www.alaska.va.gov/locations/Fairbanks.asp",64.8277721,-147.6772553,"MH"
"11062","Presbyterian Hospitality House","","209 Forty Mile Avenue","Suite 100","Fairbanks","AK",99701,3110,"Fairbanks North Star","907-456-6445","","","","http://www.phhalaska.org",64.846821,-147.703496,"MH"
"11063","North Star Palmer RTC","Summit Program","3647 North Clark Wolverine Road","","Palmer","AK",99645,NA,"Matanuska Susitna","907-761-7400","","907-761-7431","","http://www.northstarbehavioral.com",61.623299,-149.067535,"MH"
"11064","Summit of North Star Behavioral Health","","Mile 2.5 Clark Wolverine Road","","Palmer","AK",99645,NA,"Matanuska Susitna","907-761-7403","","907-761-7400","","http://northstarbehavioral.com/",61.6201923,-149.0718911,"MH"
"11065","Mat Su Health Services","","1363 West Spruce Avenue","","Wasilla","AK",99654,NA,"Matanuska Susitna","907-376-2411","","","","http://mshsak.org",61.601368,-149.4857727,"MH"
"11066","Daybreak Inc","","550 South Alaska Street","Suite 202","Palmer","AK",99645,NA,"Matanuska Susitna","907-746-6019","","","","http://www.daybreakmhsc.com/",61.6018744,-149.1153089,"MH"
"11067","Compassionate Directions","CoOccurring Disorders Institute (CoDI)","11921 East Palmer Wasilla Highway","","Palmer","AK",99645,NA,"Matanuska Susitna","907-745-2634","","","","http://www.codialaska.org/",61.6001906,-149.1511284,"MH"
"11068","Wasilla Behavioral Health Services","","301 East Danna Avenue","","Wasilla","AK",99654,NA,"Matanuska Susitna","907-357-7519","","","","http://www.familycenteredservices.com",61.586724,-149.443968,"MH"
"11069","Alaska Family Services","","5851 East Mayflower Court","","Wasilla","AK",99654,NA,"Matanuska Susitna","907-376-4000 x837","","907-357-6837","","http://",61.5863409,-149.3057509,"MH"
"11070","Denali Family Services","","291 East Swanson Street","","Wasilla","AK",99654,NA,"Matanuska Susitna","907-274-8281","","907-222-2321","","http://www.denalifs.org/",61.5833834,-149.4441449,"MH"
"11071","Orion Behavioral Health Network","","17025 Snowmobile Lane","","Eagle River","AK",99577,NA,"Anchorage","907-696-7466","","","","http://www.obhn.org",61.340553,-149.564572,"MH"
"11072","Discovery Cove Recovery and","Wellness Center","11901 Business Boulevard","","Eagle River","AK",99577,7701,"Anchorage","907-694-5550","","","","http://www.discoverycovealaska.com",61.3278519,-149.5723084,"MH"
"11073","Copper River Native Association","","Mile 111.5 Old Richardson Highway","","Copper Center","AK",99573,NA,"","907-822-5241 x254","Intakes","907-822-5241","907-822-8833","http://www.crnative.org",61.980686,-145.326135,"MH"
"11074","Council of Athabascan Tribal Govt","","101 Spruce Street","","Fort Yukon","AK",99740,NA,"Yukon Koyukuk","907-662-2593","","907-662-2460","","http://www.catg.org/",66.566486,-145.243743,"MH"
"11075","Alaska VA Healthcare System and","Regional Office","1201 North Muldoon Road","","Anchorage","AK",99504,NA,"Anchorage","907-257-4700","Intakes","907-257-6747","888-353-7574 x4700","http://www.alaska.va.gov",61.2327171,-149.744364,"MH"
"11076","Denali Family Services","","1251 Muldoon Road","Suite 116","Anchorage","AK",99504,NA,"Anchorage","907-274-8281","","907-222-2321","","http://www.denalifs.org",61.210668,-149.730548,"MH"
"11077","North Star DeBarr RTC","","1500 Debarr Circle","","Anchorage","AK",99508,2984,"Anchorage","907-865-7100","","","907-264-7320","http://www.northstarbehavioral.com/",61.2081495,-149.8317181,"MH"
"11078","North Star DeBarr Hospital","","2530 DeBarr Road","","Anchorage","AK",99508,NA,"Anchorage","907-258-7575","","800-478-7575","","http://www.northstarbehavioral.com",61.2078883,-149.8335292,"MH"
"11079","Anchorage Comm Mental Health Services","","1432 Ingra Street","","Anchorage","AK",99501,NA,"Anchorage","907-563-1000","","","","http://www.acmhs.com",61.208092,-149.8676577,"MH"
"11080","Chris Kyle Patriots Hospital","","1650 South Bragaw Street","","Anchorage","AK",99508,NA,"Anchorage","907-272-6206","","","907-433-7320","http://www.chriskylepatriotshospital.com",61.2056055,-149.8098303,"MH"
"11081","Chugachmiut Inc","","1840 Bragaw Street","Suite 110","Anchorage","AK",99508,NA,"Anchorage","907-562-4155","","","","http://www.chugachmiut.org",61.204221,-149.8099646,"MH"
"11082","TCC Upper Tanana Behavioral Health","","West C Street and Willow","Unit A","Tok","AK",99780,NA,"Southeast Fairbanks","907-883-5107","Intakes","907-883-5119","907-452-8251 x3800","http://www.tananachiefs.org/health/behavioral-health",63.3296447,-143.0038307,"MH"
"11083","Arc of Anchorage","","2211 Arca Drive","","Anchorage","AK",99508,NA,"Anchorage","907-277-6677","","907-277-6677 x113","","http://www.thearcofanchorage.org",61.2009685,-149.8167157,"MH"
"11084","Greatland Clinical Associates LLC","","1400 West Benson Boulevard","Suite 315","Anchorage","AK",99503,NA,"Anchorage","907-929-4009","","","","http://www.greatlandclinicalassociates.com",61.193134,-149.90906,"MH"
"11085","Providence Alaska Medical Center","Behavioral Health/4W","3200 Providence Drive","","Anchorage","AK",99519,4615,"Anchorage","907-212-3090","","907-212-3040 x1","","http://www.providence.org",61.1880195,-149.8210696,"MH"
"11086","Providence Crisis Recovery Center","","3760 Piper Street","Suite LL-139","Anchorage","AK",99508,NA,"Anchorage","907-212-6240","","","","http://",61.185921,-149.8263619,"MH"
"11087","Providence Medical Group ","Behavioral Health","3760 Piper Street","Suite 1108","Anchorage","AK",99508,NA,"Anchorage","907-212-4043","Intakes","907-212-6900","907-212-6935","http://alaska.providence.org/services/b/behavioral-health",61.185921,-149.8263619,"MH"
"11088","Alaska Psychiatric Institute","","3700 Piper Street","","Anchorage","AK",99508,NA,"Anchorage","907-269-7100","","","","http://www.dhss.alaska.gov/dbh/pages/api/default.aspx",61.185417,-149.829806,"MH"
"11089","Anchorage Comm Mental Health Services","","4020 Folker Street","","Anchorage","AK",99508,NA,"Anchorage","907-563-1000","","","","http://www.acmhs.com/",61.1841369,-149.8316153,"MH"
"11090","Anchorage Comm Mental Health Services","Child and Family Services","4045 Lake Otis Parkway","","Anchorage","AK",99508,NA,"Anchorage","907-563-1000","","","","http://www.acmhs.com",61.1833532,-149.8370444,"MH"
"11091","Aleutian Pribilof Islands Association","","1131 East International Airport Road","","Anchorage","AK",99518,1408,"Anchorage","907-276-2700","Intakes","844-375-2742","907-222-9764","http://www.apiai.org/services/health-care/behavioral-health/",61.1744434,-149.8611022,"MH"
"11092","Hope Community Resources","","540 West International Airport Road","Suite 100","Anchorage","AK",99518,NA,"Anchorage","907-561-5335 x4901","Intakes","800-478-4893","907-433-1732","http://www.hopealaska.org",61.17322,-149.893212,"MH"
"11093","Denali Family Services","","6401 A Street","","Anchorage","AK",99518,NA,"Anchorage","907-274-8281","","","907-222-2321","http://www.denalifs.org",61.162639,-149.880118,"MH"
"11094","Providence Adolescent","Residential Treatment Program","3210 West 62nd Avenue","","Anchorage","AK",99502,NA,"Anchorage","907-212-2040","","","","http://",61.1642649,-149.9391281,"MH"
"11095","AK Child and Family","","4600 Abbott Road","","Anchorage","AK",99507,NA,"Anchorage","907-346-2101","","","","http://www.AKChild.org",61.1367118,-149.7940483,"MH"
"11096","Providence Valdez Counseling Center","","911 Meals Avenue","","Valdez","AK",99686,NA,"Valdez Cordova","907-835-2838","","","","http://alaska.providence.org/locations/p/pvmc/counseling",61.1364781,-146.3458866,"MH"
"11097","Kenai Peninsula Community Care Center","Dimmick Retreat","320 South Spruce Street","","Kenai","AK",99611,NA,"Kenai Peninsula","907-283-7635","","","","http://www.kpccc.com",60.5559385,-151.2722895,"MH"
"11098","Kenai Peninsula Community Care Center","Hardy House","320 South Spruce Street","","Kenai","AK",99611,NA,"Kenai Peninsula","907-283-7635","","","","http://www.kpccc.com",60.5559385,-151.2722895,"MH"
"11099","Kenaitze Indian Tribe","Denaina Wellness Center","508 Upland Street","","Kenai","AK",99611,8026,"Kenai Peninsula","907-335-7500 x7566","","907-335-7500 x3","","http://www.kenaitze.org/index.php/dwc-menu",60.553266,-151.2608749,"MH"
"11100","Peninsula Community Hlth Services of","Alaska","230 East Marydale Avenue","","Soldotna","AK",99669,NA,"Kenai Peninsula","907-260-7300","","907-260-3691","","http://www.pchsak.org",60.4954647,-151.0644344,"MH"
"11101","Frontier Community Services","","43335 Kalifornsky Beach Road","Suite 36","Soldotna","AK",99669,NA,"Kenai Peninsula","907-262-6331","","907-714-6647","","http://fcsonline.org/",60.493879,-151.157391,"MH"
"11102","Sound Alternatives","Cordova Community Medical Clinic","602 Chase Avenue","","Cordova","AK",99574,NA,"Valdez Cordova","907-424-8300","","","","http://www.cdvcmc.com/",60.541128,-145.750323,"MH"
"11103","Seaview Community Services","","302 Railway Avenue","","Seward","AK",99664,NA,"Kenai Peninsula","907-224-5257 x1041","","907-224-5257","","http://www.seaviewseward.org",60.1005182,-149.4417466,"MH"
"11104","Ninilchik Traditional Council","","15765 Kingsley Road","","Ninilchik","AK",99639,NA,"Kenai Peninsula","907-567-3370","","","907-567-3970","http://ninilchiktribe-nsn.gov/",60.038943,-151.6672225,"MH"
"11105","South Peninsula Behav Health Services","The Center","3948 Ben Walters Lane","","Homer","AK",99603,NA,"Kenai Peninsula","907-235-7701","","","","http://www.spbhs.org",59.648155,-151.5180139,"MH"
"11106","Maniilaq Counseling and Recovery Ctr","","733 2nd Avenue","","Kotzebue","AK",99752,NA,"Northwest Arctic","907-442-7640","","","","http://www.maniilaq.org/social-services",66.902497,-162.5825372,"MH"
"11107","Yakutat Counseling","","364 Ridge Road","","Yakutat","AK",99689,NA,"Yakutat","907-784-3639","Intakes","907-784-3005","907-747-3636 x280","http://sitkacounseling.org",59.5519568,-139.7385686,"MH"
"11108","Kodiak Area Native Association","","3449 East Rezanof Drive","","Kodiak","AK",99615,NA,"Kodiak Island","907-486-9800 x9816","Intakes","907-486-9812","907-486-2620","http://kodiakhealthcare.org",57.8117652,-152.3550498,"MH"
"11109","Providence Kodiak Island","Counseling Center","717 East Rezanof Drive","","Kodiak","AK",99615,NA,"Kodiak Island","907-481-2400","","","","http://",57.792146,-152.395902,"MH"
"11110","Yukon Kuskokwim Health Corporation","","829 Eddie Hoffman Highway","","Bethel","AK",99559,NA,"Bethel","907-543-6100","","","907-543-6101","http://www.ykhc.org",60.7930981,-161.7519895,"MH"
"11111","Bethel Family Clinic","","631 4th Avenue and Main Street","","Bethel","AK",99559,NA,"Bethel","907-543-3773","","","","http://",60.795172,-161.761563,"MH"
"11112","McCann Treatment Center","","5016 Noel Polty Boulevard","","Bethel","AK",99559,NA,"Bethel","907-543-6800","","","","http://",60.7693611,-161.8734954,"MH"
"11113","Bristol Bay Area Health Corporation","","6000 Kanakanak Road","","Dillingham","AK",99576,NA,"Dillingham","907-842-5201","Intakes","907-842-1230","800-510-1230","http://www.BBAHC.org",59.0000942,-158.5355046,"MH"
"11114","Norton Sound Health Corporation","Behavioral Health Services","607 Division Street","","Nome","AK",99762,NA,"Nome","907-443-3344","","","","http://www.nortonsoundhealth.org",64.5003046,-165.4061628,"MH"
"11115","North Slope Borough Health Department","CYS","2000 Ahkovak Street","","Barrow","AK",99723,NA,"North Slope","907-852-0263","Intakes","907-852-0263 x4201","907-855-0630","http://north-slope.org",71.2884634,-156.7609253,"MH"
"11116","Gathering Place","","5326 Laura Madison Street","","Barrow","AK",99723,NA,"North Slope","907-852-0402","","907-852-0366","","http://www.north-slope.org",71.2996542,-156.7558524,"MH"
"11117","North Slope Borough DHSS","Integrated Behavioral Health","5200 Karluk Street","","Barrow","AK",99723,NA,"North Slope","907-852-0366","","","","http://",71.2999158,-156.759088,"MH"
"11118","Lynn Canal Counseling Services","","16 Main Street","","Haines","AK",99827,NA,"Haines","907-766-6313","","","907-766-6336","http://searhc.org",59.2349343,-135.4433774,"MH"
"11119","Juneau Youth Services Inc","Montana Creek","10685 Mendenhall Loop Road","","Juneau","AK",99801,NA,"Juneau","907-523-6250","Intakes","907-789-4776","907-789-7654","http://www.jys.org",58.3954619,-134.6103889,"MH"
"11120","JAMHI Health and Wellness Inc","Pond Housing","4541 Sawa Circle","","Juneau","AK",99801,NA,"Juneau","907-463-6870","","907-463-3303","","http://www.jamhihealthandwellness.org",58.4002312,-134.5902397,"MH"
"11121","JAMHI Health and Wellness Inc","Midtown Clinic","1944 Allen Court","","Juneau","AK",99801,NA,"Juneau","907-463-6882","","","","http://jamhihealthandwellness.org",58.355,-134.49,"MH"
"11122","JAMHI Health and Wellness Inc","","3406-A Glacier Highway","","Juneau","AK",99801,NA,"Juneau","907-463-3303","","","","http://www.jamhihealthandwellness.org",58.33186,-134.4713496,"MH"
"11123","JAMHI Health and Wellness Inc","Salmon Creek Lodge","3406 Glacier Highway","Building D","Juneau","AK",99801,NA,"Juneau","907-463-6885","","907-463-3303","","http://",58.3318609,-134.4710469,"MH"
"11124","SEARHC","Juneau Behavioral Health","1046 Salmon Creek Lane","","Juneau","AK",99801,NA,"Juneau","907-364-4445","","","","http://www.searhc.org",58.330296,-134.468608,"MH"
"11125","Bartlett Regional Hospital","Mental Health Unit","3260 Hospital Drive","","Juneau","AK",99801,NA,"Juneau","907-796-8430","","","","http://www.bartletthospital.org/",58.329052,-134.46516,"MH"
"11126","JAMHI Health and Wellness Inc","Douglas Terrace","2460 Douglas Highway","","Juneau","AK",99801,NA,"Juneau","907-321-1140","","907-463-3303","","http://www.jamhihealthandwellness.org",58.2864,-134.413,"MH"
"11127","Youth Advocates of Sitka Inc","","805 Lincoln Street","","Sitka","AK",99835,NA,"Sitka","907-747-3687","","907-747-2848","","http://www.sitkayouth.org",57.051104,-135.3245424,"MH"
"11128","Sitka Counseling and Prevention Servs","","113 Metlakatla Street","","Sitka","AK",99835,7666,"Sitka","907-747-3636","","","","http://www.sitkacounseling.org",57.0498575,-135.3193209,"MH"
"11129","Eastern Aleutian Tribes Inc","","172 Red Cove Road","","Sand Point","AK",99661,NA,"Aleutians East","907-383-3151 x604","","907-383-3151","","http://www.eatribes.org",55.3520713,-160.4773267,"MH"
"11130","King Cove CHC","","100 Slocum Drive","","King Cove","AK",99612,NA,"Aleutians East","907-497-2311","","907-497-2311 x403","","http://www.eatribes.org/",55.0473415,-162.297138,"MH"
"11131","SEARHC","Alaska Island Community Services","333 Church Street","","Wrangell","AK",99929,NA,"Wrangell","907-874-5000","","","907-874-5083","http://www.searhc.org",56.4712338,-132.3802791,"MH"
"11132","SEARHC","","7300 Klawock Hollis Highway","","Klawock","AK",99925,NA,"Prince of Wales Hyder","907-755-4800","","","","http://www.searhc.org",55.5470864,-133.0964469,"MH"
"11133","Community Connections","","1800 CK Highway","","Craig","AK",99921,NA,"Prince of Wales Hyder","907-826-3891","","","","http://www.comconnections.org/",55.4846808,-133.1251446,"MH"
"11134","Hill House","","606 Hill Road","","Ketchikan","AK",99901,NA,"Ketchikan Gateway","866-838-1861 x110","","866-838-1861 x119","","http://www.rycalaska.com",55.3595995,-131.6895125,"MH"
"11135","PeaceHealth Ketchikan Medical Center","","3100 Tongass Avenue","","Ketchikan","AK",99901,NA,"Ketchikan Gateway","907-228-8140","","","","http://www.peacehealth.org",55.3536571,-131.6866346,"MH"
"11136","Akeela Inc","Gateway Center for Human Services","3050 5th Avenue","","Ketchikan","AK",99901,NA,"Ketchikan Gateway","907-225-4135","","","","http://www.akeela.us",55.3541271,-131.6852928,"MH"
"11137","Residential Youth Care Inc","","2514 1st Avenue","","Ketchikan","AK",99901,NA,"Ketchikan Gateway","907-225-4664 x1","","","","http://www.rycalaska.com",55.3505684,-131.6760198,"MH"
"11138","Community Connections","Admin Facility","721 Stedman Street","","Ketchikan","AK",99901,NA,"Ketchikan Gateway","907-225-7825","","","","http://www.comconnections.org",55.3386379,-131.6342422,"MH"
"11139","Metlakatla Indian Community","Willamootk Counseling Services","900 Upper Milton Street","","Metlakatla","AK",99926,NA,"","907-886-6911","","","","http://",55.12934,-131.576211,"MH"
"11140","Oonalaska Wellness Center","","P.O. Box 1148","","Unalaska","AK",99685,NA,"Aleutians West","907-581-2751","","","","http://www.apiai.org",53.865599,-166.4592758,"MH"
"11141","Pinnacle Pointe Outpatient","Searcy","1554 Beebe Capps Expressway","","Searcy","AR",72143,NA,"White","501-279-9220","","","","http://www.thepointebhs.com",35.2450135,-91.7534335,"MH"
"11142","Unity Hlth Formerly White Cnty Med","Compass Unit","1200 South Main Street","","Searcy","AR",72143,NA,"White","501-278-3370","","","501-278-3373","http://www.unity-health.org/",35.2338917,-91.7320829,"MH"
"11143","Unity Health","Clearview Unit","1200 South Main Street","","Searcy","AR",72143,NA,"White","501-278-3366","Intakes","501-278-3358","501-278-3365","http://www.unity-health.org/",35.2338917,-91.7320829,"MH"
"11144","Searcy CBOC","","1120 South Main Street","","Searcy","AR",72143,NA,"White","501-207-4700","","","","http://www.littlerock.va.gov/locations/Searcy.asp",35.235101,-91.7320894,"MH"
"11145","Professional Counseling Associates","Cabot Clinic","405 North 2nd Street","","Cabot","AR",72023,NA,"Lonoke","501-843-3503","","","","http://www.pca-ar.org/",34.9763435,-92.0146511,"MH"
"11146","Pointe Outpatient","Cabot","203 Westport Drive","Suite B","Cabot","AR",72023,NA,"Lonoke","501-843-9233","","","","http://www.thepointebhs.com",34.9803475,-92.0425944,"MH"
"11147","Life Strategies Counseling","","3358 South 2nd Street","","Cabot","AR",72023,NA,"Lonoke","501-286-6053","","","","http://www.lscihelp.com",34.9453347,-92.0662928,"MH"
"11148","United Methodist Childrens Home ","Methodist Csl Clinic HeberSprings","515 West Main Street","","Heber Springs","AR",72543,NA,"Cleburne","501-365-3022","","","501-661-0720","http://www.methodistfamily.org",35.4916487,-92.0346751,"MH"
"11149","Professional Counseling Associates","Jacksonville Clinic","1109 Burman Drive","","Jacksonville","AR",72076,NA,"Pulaski","501-982-7515","","","","http://www.pca-ar.org/",34.866089,-92.12115,"MH"
"11150","Professional Counseling Associates","Lonoke Clinic","109 West 2nd Street","Second and Depot Streets","Lonoke","AR",72086,NA,"Lonoke","501-676-3151","","","","http://www.pca-ar.org",34.7850751,-91.9012864,"MH"
"11151","Pointe Outpatient ","Conway","2215 East Oak Street","Suite 100","Conway","AR",72032,4634,"Faulkner","501-336-0511","","","","http://www.thepointebhs.com",35.090219,-92.39568,"MH"
"11152","Birch Tree Communities Inc","Conway","132 Lower Ridge Road","","Conway","AR",72032,NA,"Faulkner","501-315-3344","","","501-303-3109","http://birchtree.org",35.1109975,-92.4056371,"MH"
"11153","Conway CBOC","","1520 East Dave Ward Drive","","Conway","AR",72032,NA,"Faulkner","501-548-0500","","","","http://www.littlerock.va.gov/locations/Conway.asp",35.0682299,-92.4057537,"MH"
"11154","Professional Counseling Associates","Sherwood Clinic","7800 Highway 107","","Sherwood","AR",72120,5200,"Pulaski","501-835-4174","","","","http://www.pca-ar.org/",34.825855,-92.231297,"MH"
"11155","Conway Behavioral Health LLC","","2255 Sturgis Road","","Conway","AR",72034,NA,"Faulkner","501-205-0011","","","","http://www.conwaybh.com",35.026069,-92.423939,"MH"
"11156","Professional Counseling Associates","Community Support Program","4354 Stockton Drive","","North Little Rock","AR",72117,NA,"Pulaski","501-955-7600","","","","http://www.pca-ar.org/",34.784589,-92.217573,"MH"
"11157","Methodist Behavioral Hospital","","1601 Murphy Drive","","Maumelle","AR",72113,6187,"Pulaski","501-803-3388","","","866-813-3388","http://www.methodistfamily.org",34.876795,-92.394417,"MH"
"11158","Eugene J Towbin Healthcare Center","","2200 Fort Roots Drive","","North Little Rock","AR",72114,NA,"Pulaski","501-257-1000","","501-257-3131","","http://www.littlerock.va.gov/",34.7781196,-92.297489,"MH"
"11159","BridgeWay","","21 Bridgeway Road","","Maumelle","AR",72113,NA,"Pulaski","501-771-1500","","","800-245-0011","http://www.thebridgeway.com/",34.821892,-92.354329,"MH"
"11160","Life Strategies Counseling Inc","","70 Batesville Boulevard","Suite C","Batesville","AR",72501,NA,"Independence","870-793-3199","","","866-972-1268","http://www.lscihelp.com",35.7560306,-91.6409509,"MH"
"11161","GAIN Inc","","712 West 3rd Street","Suite 100","Little Rock","AR",72201,NA,"Pulaski","501-379-4246","","","","http://www.gaininc.org",34.7474705,-92.2782835,"MH"
"11162","Treatment Homes Inc","","700 West 4th Street","","Little Rock","AR",72201,NA,"Pulaski","501-372-5039","","","","http://www.treatmenthomes.org",34.7463186,-92.2783323,"MH"
"11163","White River Medical Center","Senior Haven","1710 Harrison Street","","Batesville","AR",72501,NA,"Independence","870-262-1200 x1223","Intakes","870-262-1648","870-262-1223","http://www.whiteriverhealthsystem.com/services/senior-haven",35.7676697,-91.6343327,"MH"
"11164","White River Medical Center","The Stepping Stone","1710 Harrison Street","","Batesville","AR",72501,NA,"Independence","870-262-1200 x1640","Intakes","870-262-1648","870-262-1640","http://www.whiteriverhealthsystem.com/services/stepping-stone-white-river-medical-center",35.7676697,-91.6343327,"MH"
"11165","Pinnacle Pointe Outpatient","Batesville","2199 Harrison Street","","Batesville","AR",72501,NA,"Independence","870-793-6774","","","","http://www.thepointebhs.com",35.7695495,-91.6287144,"MH"
"11166","Little Rock Community MH Center","Pinnacle House","1020 West Daisy L Gatson Bates Drive","","Little Rock","AR",72202,NA,"Pulaski","501-371-9058","","501-686-9300","","http://",34.737202,-92.284406,"MH"
"11167","Birch Tree Communities Inc","Oxford","105 Highway 9 North","","Oxford","AR",72565,NA,"Izard","501-315-3344","","","501-303-3109","http://Birchtree.org",35.6504343,-92.32056,"MH"
"11168","NE Arkansas Community MH Center","DBA Mid South Health Systems","490 Broadmoor Drive","","Brinkley","AR",72021,NA,"Monroe","870-734-3202","","","","http://www.mshs.org",34.9049665,-91.1947429,"MH"
