"","COUNTYFP","county","STATEFP","state","fordq_rate"
"1884","039","Dodge County","27","GA",16.5833333333333
"1885","091","Dodge County","13","GA",16.5833333333333
"1886","027","Dodge County","55","GA",16.5833333333333
"1887","053","Dodge County","31","GA",16.5833333333333
"1888","093","Dooly County","13","GA",18.6666666666667
"1889","095","Dougherty County","13","GA",13.7806451612903
"1890","043","Douglas County","46","GA",15.9357142857143
"1891","067","Douglas County","29","GA",15.9357142857143
"1892","041","Douglas County","17","GA",15.9357142857143
"1893","005","Douglas County","32","GA",15.9357142857143
"1894","055","Douglas County","31","GA",15.9357142857143
"1895","045","Douglas County","20","GA",15.9357142857143
"1896","019","Douglas County","41","GA",15.9357142857143
"1897","097","Douglas County","13","GA",15.9357142857143
"1898","017","Douglas County","53","GA",15.9357142857143
"1899","031","Douglas County","55","GA",15.9357142857143
"1900","035","Douglas County","08","GA",15.9357142857143
"1901","041","Douglas County","27","GA",15.9357142857143
"1902","099","Early County","13","GA",17.48
"1903","101","Echols County","13","GA",16.15
"1904","049","Effingham County","17","GA",9.48333333333333
"1905","103","Effingham County","13","GA",9.48333333333333
"1906","105","Elbert County","13","GA",16.64
"1907","039","Elbert County","08","GA",16.64
"1908","107","Emanuel County","13","GA",13.9333333333333
"1909","109","Evans County","13","GA",13.0666666666667
"1910","147","Fannin County","48","GA",10.8
"1911","111","Fannin County","13","GA",10.8
"1912","047","Fayette County","39","GA",7.83157894736842
"1913","057","Fayette County","01","GA",7.83157894736842
"1914","149","Fayette County","48","GA",7.83157894736842
"1915","065","Fayette County","19","GA",7.83157894736842
"1916","113","Fayette County","13","GA",7.83157894736842
"1917","067","Fayette County","21","GA",7.83157894736842
"1918","019","Fayette County","54","GA",7.83157894736842
"1919","051","Fayette County","17","GA",7.83157894736842
"1920","051","Fayette County","42","GA",7.83157894736842
"1921","041","Fayette County","18","GA",7.83157894736842
"1922","047","Fayette County","47","GA",7.83157894736842
"1923","115","Floyd County","13","GA",10.475
"1924","063","Floyd County","51","GA",10.475
"1925","153","Floyd County","48","GA",10.475
"1926","043","Floyd County","18","GA",10.475
"1927","071","Floyd County","21","GA",10.475
"1928","067","Floyd County","19","GA",10.475
"1929","067","Forsyth County","37","GA",6.325
"1930","117","Forsyth County","13","GA",6.325
"1931","011","Franklin County","50","GA",13.7
"1932","069","Franklin County","37","GA",13.7
"1933","119","Franklin County","13","GA",13.7
"1934","041","Franklin County","16","GA",13.7
"1935","055","Franklin County","17","GA",13.7
"1936","047","Franklin County","18","GA",13.7
"1937","059","Franklin County","20","GA",13.7
"1938","159","Franklin County","48","GA",13.7
"1939","037","Franklin County","12","GA",13.7
"1940","071","Franklin County","29","GA",13.7
"1941","067","Franklin County","51","GA",13.7
"1942","047","Franklin County","05","GA",13.7
"1943","061","Franklin County","31","GA",13.7
"1944","055","Franklin County","42","GA",13.7
"1945","059","Franklin County","01","GA",13.7
"1946","033","Franklin County","36","GA",13.7
"1947","037","Franklin County","28","GA",13.7
"1948","049","Franklin County","39","GA",13.7
"1949","073","Franklin County","21","GA",13.7
"1950","051","Franklin County","47","GA",13.7
"1951","007","Franklin County","23","GA",13.7
"1952","069","Franklin County","19","GA",13.7
"1953","021","Franklin County","53","GA",13.7
"1954","011","Franklin County","25","GA",13.7
"1955","049","Fulton County","05","GA",13.4928143712575
"1956","051","Fulton County","39","GA",13.4928143712575
"1957","057","Fulton County","17","GA",13.4928143712575
"1958","057","Fulton County","42","GA",13.4928143712575
"1959","049","Fulton County","18","GA",13.4928143712575
"1960","121","Fulton County","13","GA",13.4928143712575
"1961","075","Fulton County","21","GA",13.4928143712575
"1962","035","Fulton County","36","GA",13.4928143712575
"1963","021","Gilmer County","54","GA",9.58
"1964","123","Gilmer County","13","GA",9.58
"1965","125","Glascock County","13","GA",17.7
"1966","127","Glynn County","13","GA",9.86666666666667
"1967","129","Gordon County","13","GA",15.0444444444444
"1968","131","Grady County","13","GA",13.3833333333333
"1969","051","Grady County","40","GA",13.3833333333333
"1970","059","Greene County","42","GA",11.92
"1971","063","Greene County","01","GA",11.92
"1972","039","Greene County","36","GA",11.92
"1973","079","Greene County","51","GA",11.92
"1974","055","Greene County","18","GA",11.92
"1975","057","Greene County","39","GA",11.92
"1976","061","Greene County","17","GA",11.92
"1977","059","Greene County","47","GA",11.92
"1978","041","Greene County","28","GA",11.92
"1979","079","Greene County","37","GA",11.92
"1980","055","Greene County","05","GA",11.92
"1981","133","Greene County","13","GA",11.92
"1982","077","Greene County","29","GA",11.92
"1983","073","Greene County","19","GA",11.92
"1984","135","Gwinnett County","13","GA",11.8380281690141
"1985","137","Habersham County","13","GA",12.1142857142857
"1986","139","Hall County","13","GA",10.2045454545455
"1987","191","Hall County","48","GA",10.2045454545455
"1988","079","Hall County","31","GA",10.2045454545455
"1989","063","Hancock County","39","GA",21.5666666666667
"1990","067","Hancock County","17","GA",21.5666666666667
"1991","081","Hancock County","19","GA",21.5666666666667
"1992","141","Hancock County","13","GA",21.5666666666667
"1993","029","Hancock County","54","GA",21.5666666666667
"1994","059","Hancock County","18","GA",21.5666666666667
"1995","091","Hancock County","21","GA",21.5666666666667
"1996","045","Hancock County","28","GA",21.5666666666667
"1997","067","Hancock County","47","GA",21.5666666666667
"1998","009","Hancock County","23","GA",21.5666666666667
"1999","143","Haralson County","13","GA",13.65
"2000","145","Harris County","13","GA",8.1
"2001","201","Harris County","48","GA",8.1
"2002","147","Hart County","13","GA",13.62
"2003","099","Hart County","21","GA",13.62
"2004","149","Heard County","13","GA",19.3
"2005","083","Henry County","29","GA",15.68
"2006","089","Henry County","51","GA",15.68
"2007","069","Henry County","39","GA",15.68
"2008","065","Henry County","18","GA",15.68
"2009","151","Henry County","13","GA",15.68
"2010","079","Henry County","47","GA",15.68
"2011","073","Henry County","17","GA",15.68
"2012","103","Henry County","21","GA",15.68
"2013","087","Henry County","19","GA",15.68
"2014","067","Henry County","01","GA",15.68
"2015","225","Houston County","48","GA",10.5631578947368
"2016","083","Houston County","47","GA",10.5631578947368
"2017","069","Houston County","01","GA",10.5631578947368
"2018","153","Houston County","13","GA",10.5631578947368
"2019","055","Houston County","27","GA",10.5631578947368
"2020","155","Irwin County","13","GA",16.2
"2021","053","Jackson County","55","GA",12.1571428571429
"2022","029","Jackson County","41","GA",12.1571428571429
"2023","063","Jackson County","27","GA",12.1571428571429
"2024","035","Jackson County","54","GA",12.1571428571429
"2025","075","Jackson County","26","GA",12.1571428571429
"2026","087","Jackson County","47","GA",12.1571428571429
"2027","097","Jackson County","19","GA",12.1571428571429
"2028","071","Jackson County","01","GA",12.1571428571429
"2029","079","Jackson County","39","GA",12.1571428571429
"2030","239","Jackson County","48","GA",12.1571428571429
"2031","071","Jackson County","46","GA",12.1571428571429
"2032","065","Jackson County","40","GA",12.1571428571429
"2033","067","Jackson County","05","GA",12.1571428571429
"2034","099","Jackson County","37","GA",12.1571428571429
"2035","095","Jackson County","29","GA",12.1571428571429
"2036","109","Jackson County","21","GA",12.1571428571429
"2037","059","Jackson County","28","GA",12.1571428571429
"2038","057","Jackson County","08","GA",12.1571428571429
"2039","071","Jackson County","18","GA",12.1571428571429
"2040","063","Jackson County","12","GA",12.1571428571429
"2041","157","Jackson County","13","GA",12.1571428571429
"2042","077","Jackson County","17","GA",12.1571428571429
"2043","085","Jackson County","20","GA",12.1571428571429
"2044","061","Jasper County","28","GA",14.75
"2045","073","Jasper County","18","GA",14.75
"2046","159","Jasper County","13","GA",14.75
"2047","097","Jasper County","29","GA",14.75
"2048","099","Jasper County","19","GA",14.75
"2049","079","Jasper County","17","GA",14.75
"2050","241","Jasper County","48","GA",14.75
"2051","053","Jasper County","45","GA",14.75
"2052","243","Jeff Davis County","48","GA",16.6666666666667
"2053","161","Jeff Davis County","13","GA",16.6666666666667
"2054","051","Jefferson County","16","GA",18.825
"2055","245","Jefferson County","48","GA",18.825
"2056","101","Jefferson County","19","GA",18.825
"2057","095","Jefferson County","31","GA",18.825
"2058","065","Jefferson County","42","GA",18.825
"2059","059","Jefferson County","08","GA",18.825
"2060","069","Jefferson County","05","GA",18.825
"2061","089","Jefferson County","47","GA",18.825
"2062","031","Jefferson County","53","GA",18.825
"2063","045","Jefferson County","36","GA",18.825
"2064","077","Jefferson County","18","GA",18.825
"2065","163","Jefferson County","13","GA",18.825
"2066","037","Jefferson County","54","GA",18.825
"2067","065","Jefferson County","12","GA",18.825
"2068","055","Jefferson County","55","GA",18.825
"2069","067","Jefferson County","40","GA",18.825
"2070","087","Jefferson County","20","GA",18.825
"2071","081","Jefferson County","39","GA",18.825
"2072","099","Jefferson County","29","GA",18.825
"2073","111","Jefferson County","21","GA",18.825
"2074","081","Jefferson County","17","GA",18.825
"2075","063","Jefferson County","28","GA",18.825
"2076","043","Jefferson County","30","GA",18.825
"2077","031","Jefferson County","41","GA",18.825
"2078","073","Jefferson County","01","GA",18.825
"2079","165","Jenkins County","13","GA",27.05
"2080","101","Johnson County","29","GA",16.9333333333333
"2081","071","Johnson County","05","GA",16.9333333333333
"2082","251","Johnson County","48","GA",16.9333333333333
"2083","091","Johnson County","20","GA",16.9333333333333
"2084","081","Johnson County","18","GA",16.9333333333333
"2085","167","Johnson County","13","GA",16.9333333333333
"2086","103","Johnson County","19","GA",16.9333333333333
"2087","097","Johnson County","31","GA",16.9333333333333
"2088","087","Johnson County","17","GA",16.9333333333333
"2089","019","Johnson County","56","GA",16.9333333333333
"2090","091","Johnson County","47","GA",16.9333333333333
"2091","115","Johnson County","21","GA",16.9333333333333
"2092","075","Jones County","46","GA",12.54
"2093","169","Jones County","13","GA",12.54
"2094","253","Jones County","48","GA",12.54
"2095","105","Jones County","19","GA",12.54
"2096","103","Jones County","37","GA",12.54
"2097","067","Jones County","28","GA",12.54
"2098","171","Lamar County","13","GA",17.1
"2099","277","Lamar County","48","GA",17.1
"2100","073","Lamar County","28","GA",17.1
"2101","075","Lamar County","01","GA",17.1
"2102","173","Lanier County","13","GA",17.85
"2103","059","Laurens County","45","GA",16.2461538461538
"2104","175","Laurens County","13","GA",16.2461538461538
"2105","081","Lee County","01","GA",9.425
"2106","129","Lee County","21","GA",9.425
"2107","103","Lee County","17","GA",9.425
"2108","071","Lee County","12","GA",9.425
"2109","105","Lee County","37","GA",9.425
"2110","287","Lee County","48","GA",9.425
"2111","077","Lee County","05","GA",9.425
"2112","111","Lee County","19","GA",9.425
"2113","061","Lee County","45","GA",9.425
"2114","081","Lee County","28","GA",9.425
"2115","105","Lee County","51","GA",9.425
"2116","177","Lee County","13","GA",9.425
"2117","051","Liberty County","30","GA",10.0222222222222
"2118","179","Liberty County","13","GA",10.0222222222222
"2119","291","Liberty County","48","GA",10.0222222222222
"2120","077","Liberty County","12","GA",10.0222222222222
"2121","023","Lincoln County","56","GA",13.85
"2122","109","Lincoln County","37","GA",13.85
"2123","181","Lincoln County","13","GA",13.85
"2124","081","Lincoln County","40","GA",13.85
"2125","085","Lincoln County","28","GA",13.85
"2126","079","Lincoln County","05","GA",13.85
"2127","073","Lincoln County","08","GA",13.85
"2128","081","Lincoln County","27","GA",13.85
"2129","053","Lincoln County","30","GA",13.85
"2130","111","Lincoln County","31","GA",13.85
"2131","041","Lincoln County","41","GA",13.85
"2132","105","Lincoln County","20","GA",13.85
"2133","027","Lincoln County","35","GA",13.85
"2134","083","Lincoln County","46","GA",13.85
"2135","137","Lincoln County","21","GA",13.85
"2136","015","Lincoln County","23","GA",13.85
"2137","113","Lincoln County","29","GA",13.85
"2138","017","Lincoln County","32","GA",13.85
"2139","103","Lincoln County","47","GA",13.85
"2140","069","Lincoln County","55","GA",13.85
"2141","043","Lincoln County","54","GA",13.85
"2142","043","Lincoln County","53","GA",13.85
"2143","063","Lincoln County","16","GA",13.85
"2144","183","Long County","13","GA",12.75
"2145","087","Lowndes County","28","GA",10.5192307692308
"2146","085","Lowndes County","01","GA",10.5192307692308
"2147","185","Lowndes County","13","GA",10.5192307692308
"2148","187","Lumpkin County","13","GA",10.2
"2149","193","Macon County","13","GA",16.475
"2150","115","Macon County","17","GA",16.475
"2151","111","Macon County","47","GA",16.475
"2152","087","Macon County","01","GA",16.475
"2153","113","Macon County","37","GA",16.475
"2154","121","Macon County","29","GA",16.475
"2155","123","Madison County","29","GA",11.2666666666667
"2156","065","Madison County","16","GA",11.2666666666667
