COUNTYFP,county,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
27001,"Aitkin County, Minnesota",15834,15574,12537,310,2.47,3037,347,11.43,1431,9.04
27043,"Faribault County, Minnesota",13896,13599,10990,310,2.82,2609,344,13.19,1078,7.76
27101,"Murray County, Minnesota",8353,8201,6687,151,2.26,1514,192,12.68,641,7.67
27067,"Kandiyohi County, Minnesota",42658,41551,35184,801,2.28,6367,1102,17.31,2508,5.88
27075,"Lake County, Minnesota",10569,10300,8050,176,2.19,2250,347,15.42,1075,10.17
27133,"Rock County, Minnesota",9413,9151,7775,138,1.77,1376,139,10.1,605,6.43
27135,"Roseau County, Minnesota",15462,15241,12812,285,2.22,2429,483,19.88,1066,6.89
27155,"Traverse County, Minnesota",3337,3242,2660,35,1.32,582,39,6.7,292,8.75
27005,"Becker County, Minnesota",33773,33295,27890,897,3.22,5405,986,18.24,2214,6.56
27053,"Hennepin County, Minnesota",1235478,1210699,919425,23414,2.55,291274,76795,26.37,101185,8.19
27015,"Brown County, Minnesota",25211,24043,19490,430,2.21,4553,733,16.1,1866,7.4
27023,"Chippewa County, Minnesota",12010,11741,9511,262,2.75,2230,382,17.13,962,8.01
27029,"Clearwater County, Minnesota",8812,8694,7212,232,3.22,1482,248,16.73,647,7.34
27049,"Goodhue County, Minnesota",46217,45240,37316,658,1.76,7924,1364,17.21,3206,6.94
27059,"Isanti County, Minnesota",38974,38392,32648,1013,3.1,5744,1369,23.83,2392,6.14
27063,"Jackson County, Minnesota",10047,9920,8042,210,2.61,1878,300,15.97,939,9.35
27099,"Mower County, Minnesota",39602,38870,32305,1009,3.12,6565,1159,17.65,2613,6.6
27115,"Pine County, Minnesota",29129,27435,22429,938,4.18,5006,1115,22.27,2065,7.09
27109,"Olmsted County, Minnesota",153065,150455,124815,3053,2.45,25640,5292,20.64,8395,5.48
27159,"Wadena County, Minnesota",13646,13219,10919,517,4.73,2300,218,9.48,908,6.65
27009,"Benton County, Minnesota",39779,38885,31391,994,3.17,7494,1698,22.66,3028,7.61
27047,"Freeborn County, Minnesota",30526,29942,24507,773,3.15,5435,954,17.55,2186,7.16
37025,"Cabarrus County, North Carolina",201448,199849,176279,4544,2.58,23570,4277,18.15,8804,4.37
37033,"Caswell County, North Carolina",22746,21700,18560,334,1.8,3140,356,11.34,1284,5.64
37059,"Davie County, North Carolina",41991,41623,36377,694,1.91,5246,750,14.3,1762,4.2
37057,"Davidson County, North Carolina",164664,162729,138664,3926,2.83,24065,4225,17.56,8948,5.43
37061,"Duplin County, North Carolina",59062,58591,49757,1379,2.77,8834,1797,20.34,3371,5.71
37063,"Durham County, North Carolina",306457,292191,224889,7045,3.13,67302,15580,23.15,22471,7.33
37091,"Hertford County, North Carolina",24153,21947,18206,440,2.42,3741,456,12.19,1449,6.0
37105,"Lee County, North Carolina",60125,59182,51519,1406,2.73,7663,1023,13.35,2885,4.8
37129,"New Hanover County, North Carolina",224231,217067,161867,4699,2.9,55200,14704,26.64,17046,7.6
37141,"Pender County, North Carolina",59020,57831,49049,1066,2.17,8782,1321,15.04,3609,6.11
37191,"Wayne County, North Carolina",124002,120948,102009,3086,3.03,18939,3185,16.82,7541,6.08
37165,"Scotland County, North Carolina",35262,32667,27792,671,2.41,4875,586,12.02,1899,5.39
37189,"Watauga County, North Carolina",54117,48261,31957,976,3.05,16304,7002,42.95,4554,8.42
37083,"Halifax County, North Carolina",51737,50307,41851,834,1.99,8456,1101,13.02,3130,6.05
37001,"Alamance County, North Carolina",160576,155928,128110,3400,2.65,27818,5068,18.22,10128,6.31
37177,"Tyrrell County, North Carolina",4119,3417,2715,64,2.36,702,109,15.53,293,7.11
38089,"Stark County, North Dakota",30876,30050,23442,540,2.3,6608,1645,24.89,2997,9.71
38103,"Wells County, North Dakota",4055,3956,3173,20,0.63,783,41,5.24,410,10.11
38013,"Burke County, North Dakota",2213,2208,1852,30,1.62,356,29,8.15,223,10.08
38061,"Mountrail County, North Dakota",10152,10038,8642,271,3.14,1396,279,19.99,728,7.17
38105,"Williams County, North Dakota",34061,33447,26427,958,3.63,7020,1572,22.39,3717,10.91
38007,"Billings County, North Dakota",946,915,800,13,1.62,115,6,5.22,83,8.77
38043,"Kidder County, North Dakota",2460,2460,2145,35,1.63,315,26,8.25,166,6.75
38019,"Cavalier County, North Dakota",3824,3724,3097,29,0.94,627,59,9.41,307,8.03
38037,"Grant County, North Dakota",2380,2327,1840,10,0.54,487,42,8.62,232,9.75
38049,"McHenry County, North Dakota",5927,5853,4861,99,2.04,992,98,9.88,472,7.96
38091,"Steele County, North Dakota",1910,1910,1529,22,1.44,381,39,10.24,218,11.41
38005,"Benson County, North Dakota",6886,6873,6084,250,4.11,789,113,14.32,391,5.68
45055,"Kershaw County, South Carolina",64361,64006,55112,1050,1.91,8894,1432,16.1,3294,5.12
45075,"Orangeburg County, South Carolina",88454,85654,70577,1439,2.04,15077,2144,14.22,5740,6.49
45083,"Spartanburg County, South Carolina",302195,294630,250800,6282,2.5,43830,7501,17.11,16855,5.58
45009,"Bamberg County, South Carolina",14600,13490,11318,517,4.57,2172,273,12.57,886,6.07
45013,"Beaufort County, South Carolina",182658,177256,148866,2954,1.98,28390,6034,21.25,9282,5.08
45017,"Calhoun County, South Carolina",14713,14534,12068,399,3.31,2466,194,7.87,1038,7.05
45033,"Dillon County, South Carolina",30871,30456,25995,544,2.09,4461,716,16.05,1573,5.1
45081,"Saluda County, South Carolina",20299,19947,17724,825,4.65,2223,368,16.55,939,4.63
45079,"Richland County, South Carolina",408263,377577,298881,7112,2.38,78696,18762,23.84,27638,6.77
45039,"Fairfield County, South Carolina",22712,22381,19052,235,1.23,3329,214,6.43,1528,6.73
45049,"Hampton County, South Carolina",19807,18431,15169,448,2.95,3262,385,11.8,1503,7.59
45045,"Greenville County, South Carolina",498402,486704,407984,8034,1.97,78720,15336,19.48,28441,5.71
45057,"Lancaster County, South Carolina",89546,87542,75825,1624,2.14,11717,1941,16.57,4140,4.62
45035,"Dorchester County, South Carolina",155474,153624,132696,3205,2.42,20928,3999,19.11,7632,4.91
45041,"Florence County, South Carolina",138561,135420,115642,3354,2.9,19778,2973,15.03,7789,5.62
45059,"Laurens County, South Carolina",66710,64350,54894,1861,3.39,9456,1440,15.23,3716,5.57
45065,"McCormick County, South Carolina",9606,8384,6835,63,0.92,1549,216,13.94,628,6.54
45077,"Pickens County, South Carolina",122746,116314,90482,2449,2.71,25832,8512,32.95,8594,7.0
45087,"Union County, South Carolina",27644,27160,23189,651,2.81,3971,321,8.08,1559,5.64
45089,"Williamsburg County, South Carolina",31794,30125,25601,432,1.69,4524,383,8.47,1809,5.69
46003,"Aurora County, South Dakota",2759,2594,2085,31,1.49,509,61,11.98,300,10.87
46051,"Grant County, South Dakota",7217,7076,5870,226,3.85,1206,131,10.86,613,8.49
46123,"Tripp County, South Dakota",5468,5311,4353,89,2.04,958,79,8.25,416,7.61
46137,"Ziebach County, South Dakota",2814,2814,2632,102,3.88,182,27,14.84,97,3.45
46115,"Spink County, South Dakota",6543,6376,5179,142,2.74,1197,215,17.96,465,7.11
46009,"Bon Homme County, South Dakota",6969,5545,4374,151,3.45,1171,139,11.87,523,7.5
46011,"Brookings County, South Dakota",34239,30544,21660,707,3.26,8884,2984,33.59,3284,9.59
46047,"Fall River County, South Dakota",6774,6465,5135,143,2.78,1330,99,7.44,683,10.08
46057,"Hamlin County, South Dakota",6000,5800,5133,60,1.17,667,96,14.39,358,5.97
46071,"Jackson County, South Dakota",3287,3139,2852,79,2.77,287,50,17.42,139,4.23
46033,"Custer County, South Dakota",8573,8151,6850,29,0.42,1301,208,15.99,520,6.07
46069,"Hyde County, South Dakota",1331,1290,1048,19,1.81,242,10,4.13,126,9.47
46049,"Faulk County, South Dakota",2322,1978,1582,19,1.2,396,31,7.83,190,8.18
46067,"Hutchinson County, South Dakota",7315,6956,5931,84,1.42,1025,79,7.71,466,6.37
46129,"Walworth County, South Dakota",5510,5156,3978,77,1.94,1178,215,18.25,462,8.38
46017,"Buffalo County, South Dakota",2053,2049,1895,141,7.44,154,15,9.74,72,3.51
46037,"Day County, South Dakota",5506,5353,4309,79,1.83,1044,98,9.39,555,10.08
46043,"Douglas County, South Dakota",2930,2824,2460,14,0.57,364,26,7.14,195,6.66
46063,"Harding County, South Dakota",1311,1233,1041,1,0.1,192,31,16.15,104,7.93
46089,"McPherson County, South Dakota",2364,2136,1722,16,0.93,414,18,4.35,164,6.94
46109,"Roberts County, South Dakota",10285,10072,8596,261,3.04,1476,218,14.77,680,6.61
46119,"Sully County, South Dakota",1331,1323,1118,14,1.25,205,6,2.93,108,8.11
46083,"Lincoln County, South Dakota",54914,54384,47839,1250,2.61,6545,1647,25.16,2206,4.02
46079,"Lake County, South Dakota",12574,11860,9889,288,2.91,1971,357,18.11,797,6.34
46081,"Lawrence County, South Dakota",25234,23876,17782,411,2.31,6094,1406,23.07,2345,9.29
01017,"Chambers County, Alabama",33826,33314,27585,720,2.61,5729,872,15.22,2065,6.1
27081,"Lincoln County, Minnesota",5707,5522,4463,73,1.64,1059,130,12.28,437,7.66
27089,"Marshall County, Minnesota",9392,9288,7754,140,1.81,1534,224,14.6,750,7.99
27163,"Washington County, Minnesota",253317,249492,217041,4702,2.17,32451,6452,19.88,11524,4.55
27065,"Kanabec County, Minnesota",16004,15777,13128,594,4.52,2649,564,21.29,1116,6.97
06115,"Yuba County, California",75493,74094,64061,2482,3.87,10033,2437,24.29,3816,5.05
06035,"Lassen County, California",31185,21123,17266,321,1.86,3857,505,13.09,1806,5.79
06097,"Sonoma County, California",501317,492826,398041,17236,4.33,94785,25861,27.28,29270,5.84
06025,"Imperial County, California",180216,170508,157550,4219,2.68,12958,2781,21.46,4873,2.7
06001,"Alameda County, California",1643700,1611412,1333435,42557,3.19,277977,88575,31.86,87615,5.33
06055,"Napa County, California",140530,136424,116320,4263,3.66,20104,4802,23.89,5814,4.14
05079,"Lincoln County, Arkansas",13695,8877,7805,187,2.4,1072,83,7.74,331,2.42
05035,"Crittenden County, Arkansas",49013,48331,40004,984,2.46,8327,1598,19.19,3107,6.34
05045,"Faulkner County, Arkansas",122416,117528,95022,2115,2.23,22506,6905,30.68,7335,5.99
05089,"Marion County, Arkansas",16438,16263,13604,313,2.3,2659,417,15.68,1071,6.52
05129,"Searcy County, Arkansas",7923,7833,6614,247,3.73,1219,126,10.34,575,7.26
05007,"Benton County, Arkansas",258980,256171,223814,4501,2.01,32357,6802,21.02,12340,4.76
05059,"Hot Spring County, Arkansas",33520,31444,27314,752,2.75,4130,627,15.18,1765,5.27
05087,"Madison County, Arkansas",16076,15996,14042,333,2.37,1954,260,13.31,922,5.74
24025,"Harford County, Maryland",251025,249254,217099,5139,2.37,32155,6155,19.14,11482,4.57
24001,"Allegany County, Maryland",71977,64049,50952,1283,2.52,13097,2368,18.08,5082,7.06
42055,"Franklin County, Pennsylvania",153751,151543,130219,3507,2.69,21324,3278,15.37,8817,5.73
42119,"Union County, Pennsylvania",45114,35736,29962,688,2.3,5774,799,13.84,2235,4.95
42127,"Wayne County, Pennsylvania",51536,47638,39826,866,2.17,7812,1547,19.8,3026,5.87
42009,"Bedford County, Pennsylvania",48611,48108,40585,1130,2.78,7523,1086,14.44,3189,6.56
42089,"Monroe County, Pennsylvania",167586,165291,143387,3346,2.33,21904,5384,24.58,8194,4.89
42061,"Huntingdon County, Pennsylvania",45421,39983,33644,766,2.28,6339,1109,17.49,2419,5.33
42125,"Washington County, Pennsylvania",207547,202207,168226,3850,2.29,33981,5260,15.48,12976,6.25
42101,"Philadelphia County, Pennsylvania",1575522,1526565,1167810,39174,3.35,358755,85366,23.8,122863,7.8
42133,"York County, Pennsylvania",444014,435152,368942,10642,2.88,66210,13663,20.64,25444,5.73
42063,"Indiana County, Pennsylvania",85755,79884,63341,1582,2.5,16543,4188,25.32,5966,6.96
42041,"Cumberland County, Pennsylvania",247433,234236,190749,4570,2.4,43487,8067,18.55,15711,6.35
42003,"Allegheny County, Pennsylvania",1225561,1190384,905548,18681,2.06,284836,51013,17.91,104386,8.52
42129,"Westmoreland County, Pennsylvania",354751,346672,287576,5643,1.96,59096,8058,13.64,22906,6.46
42053,"Forest County, Pennsylvania",7351,3253,2485,28,1.13,768,88,11.46,404,5.5
42013,"Blair County, Pennsylvania",123842,120602,98578,2723,2.76,22024,3437,15.61,8461,6.83
42073,"Lawrence County, Pennsylvania",87382,85093,70865,1859,2.62,14228,1758,12.36,5770,6.6
42015,"Bradford County, Pennsylvania",61304,60525,50808,1735,3.41,9717,1590,16.36,3833,6.25
42021,"Cambria County, Pennsylvania",134550,127382,103114,2651,2.57,24268,3282,13.52,9372,6.97
42029,"Chester County, Pennsylvania",517156,502802,430331,8450,1.96,72471,16952,23.39,25042,4.84
42011,"Berks County, Pennsylvania",416642,403159,343581,10295,3.0,59578,11757,19.73,22553,5.41
42087,"Mifflin County, Pennsylvania",46362,45686,38342,1141,2.98,7344,1295,17.63,3109,6.71
48181,"Grayson County, Texas",128560,126117,107629,3228,3.0,18488,3290,17.8,7110,5.53
48297,"Live Oak County, Texas",12123,10629,9069,225,2.48,1560,394,25.26,638,5.26
48363,"Palo Pinto County, Texas",28317,28062,23618,729,3.09,4444,1181,26.58,1381,4.88
48255,"Karnes County, Texas",15387,12325,10681,192,1.8,1644,176,10.71,743,4.83
48123,"DeWitt County, Texas",20435,18548,16128,343,2.13,2420,468,19.34,774,3.79
48059,"Callahan County, Texas",13770,13690,11487,291,2.53,2203,229,10.39,910,6.61
48067,"Cass County, Texas",30087,29680,25963,648,2.5,3717,337,9.07,1395,4.64
48183,"Gregg County, Texas",123494,118961,99804,2789,2.79,19157,3709,19.36,7371,5.97
48313,"Madison County, Texas",14128,10465,8937,160,1.79,1528,191,12.5,604,4.28
48303,"Lubbock County, Texas",301454,289419,228833,7284,3.18,60586,18525,30.58,20523,6.81
48257,"Kaufman County, Texas",118910,117460,106852,2854,2.67,10608,2175,20.5,3824,3.22
48259,"Kendall County, Texas",41982,41516,36789,670,1.82,4727,1128,23.86,1471,3.5
48153,"Floyd County, Texas",5872,5834,5144,63,1.22,690,60,8.7,316,5.38
48017,"Bailey County, Texas",7092,6895,6237,529,8.48,658,111,16.87,315,4.44
48071,"Chambers County, Texas",40292,40020,36679,701,1.91,3341,271,8.11,1795,4.45
48027,"Bell County, Texas",342236,331790,286890,6910,2.41,44900,8373,18.65,18198,5.32
48061,"Cameron County, Texas",421750,418070,387766,7367,1.9,30304,4463,14.73,11154,2.64
48117,"Deaf Smith County, Texas",18899,18590,16565,325,1.96,2025,307,15.16,905,4.79
48141,"El Paso County, Texas",837654,822619,738474,14550,1.97,84145,13421,15.95,34128,4.07
48283,"La Salle County, Texas",7409,6471,5734,194,3.38,737,84,11.4,308,4.16
48443,"Terrell County, Texas",862,862,665,0,0.0,197,10,5.08,95,11.02
48457,"Tyler County, Texas",21496,18777,16463,263,1.6,2314,205,8.86,1059,4.93
48483,"Wheeler County, Texas",5482,5416,4633,154,3.32,783,115,14.69,356,6.49
48009,"Archer County, Texas",8789,8713,7690,149,1.94,1023,126,12.32,360,4.1
48043,"Brewster County, Texas",9216,9106,6984,161,2.31,2122,442,20.83,916,9.94
48215,"Hidalgo County, Texas",849389,839762,787780,11753,1.49,51982,8960,17.24,21036,2.48
48423,"Smith County, Texas",225015,219649,189175,5100,2.7,30474,6654,21.84,10070,4.48
38045,"LaMoure County, North Dakota",4100,4027,3279,22,0.67,748,91,12.17,385,9.39
38059,"Morton County, North Dakota",30544,29893,23742,424,1.79,6151,1078,17.53,2776,9.09
38025,"Dunn County, North Dakota",4387,4260,3584,113,3.15,676,145,21.45,319,7.27
38051,"McIntosh County, North Dakota",2654,2549,1983,34,1.71,566,51,9.01,246,9.27
38063,"Nelson County, North Dakota",2920,2844,2122,29,1.37,722,60,8.31,353,12.09
38079,"Rolette County, North Dakota",14603,14442,12678,533,4.2,1764,320,18.14,666,4.56
38099,"Walsh County, North Dakota",10802,10405,8336,189,2.27,2069,252,12.18,989,9.16
38009,"Bottineau County, North Dakota",6589,6294,4943,75,1.52,1351,176,13.03,717,10.88
38003,"Barnes County, North Dakota",10836,10263,7592,60,0.79,2671,434,16.25,1138,10.5
38035,"Grand Forks County, North Dakota",70400,65942,47528,1368,2.88,18414,4507,24.48,7743,11.0
38053,"McKenzie County, North Dakota",12536,12317,9628,322,3.34,2689,1244,46.26,925,7.38
38055,"McLean County, North Dakota",9608,9435,7858,161,2.05,1577,127,8.05,755,7.86
38069,"Pierce County, North Dakota",4210,4044,3052,46,1.51,992,151,15.22,375,8.91
38075,"Renville County, North Dakota",2495,2444,2012,33,1.64,432,77,17.82,196,7.86
38011,"Bowman County, North Dakota",3195,3118,2552,27,1.06,566,59,10.42,259,8.11
38015,"Burleigh County, North Dakota",93737,90509,72012,1496,2.08,18497,3644,19.7,7052,7.52
38047,"Logan County, North Dakota",1927,1844,1462,16,1.09,382,44,11.52,201,10.43
38065,"Oliver County, North Dakota",1837,1837,1638,9,0.55,199,12,6.03,87,4.74
38093,"Stutsman County, North Dakota",21064,19400,14811,524,3.54,4589,670,14.6,2124,10.08
38071,"Ramsey County, North Dakota",11557,11067,8521,106,1.24,2546,428,16.81,1162,10.05
38031,"Foster County, North Dakota",3290,3199,2605,28,1.07,594,65,10.94,297,9.03
38039,"Griggs County, North Dakota",2266,2168,1752,44,2.51,416,4,0.96,217,9.58
38083,"Sheridan County, North Dakota",1405,1405,1102,24,2.18,303,27,8.91,144,10.25
38087,"Slope County, North Dakota",704,704,586,0,0.0,118,6,5.08,72,10.23
39159,"Union County, Ohio",55654,52455,45725,1146,2.51,6730,1569,23.31,2750,4.94
39131,"Pike County, Ohio",28214,27761,24136,834,3.46,3625,384,10.59,1620,5.74
39125,"Paulding County, Ohio",18872,18779,16059,359,2.24,2720,343,12.61,1149,6.09
39061,"Hamilton County, Ohio",812037,793601,614905,16158,2.63,178696,34609,19.37,67622,8.33
39049,"Franklin County, Ohio",1275333,1247164,966790,29926,3.1,280374,72973,26.03,99311,7.79
17127,"Massac County, Illinois",14430,14097,11720,314,2.68,2377,258,10.85,867,6.01
17017,"Cass County, Illinois",12665,12488,10518,285,2.71,1970,332,16.85,705,5.57
18069,"Huntington County, Indiana",36378,34998,29521,859,2.91,5477,882,16.1,2219,6.1
18181,"White County, Indiana",24217,23916,20528,712,3.47,3388,479,14.14,1417,5.85
18075,"Jay County, Indiana",20993,20722,17132,696,4.06,3590,832,23.18,1379,6.57
18145,"Shelby County, Indiana",44399,43676,36510,1120,3.07,7166,1362,19.01,2830,6.37
18153,"Sullivan County, Indiana",20792,18668,15824,464,2.93,2844,374,13.15,1166,5.61
18157,"Tippecanoe County, Indiana",189294,173114,124819,4191,3.36,48295,17884,37.03,15599,8.24
18057,"Hamilton County, Indiana",316095,314540,277604,3984,1.44,36936,6700,18.14,13320,4.21
18005,"Bartholomew County, Indiana",81893,80952,67668,1796,2.65,13284,2553,19.22,5330,6.51
18049,"Fulton County, Indiana",20212,19988,16538,402,2.43,3450,674,19.54,1347,6.66
18113,"Noble County, Indiana",47451,46661,40394,1399,3.46,6267,931,14.86,2773,5.84
18019,"Clark County, Indiana",115702,113946,94687,2375,2.51,19259,3568,18.53,7043,6.09
18063,"Hendricks County, Indiana",160940,158262,140027,2733,1.95,18235,3096,16.98,7021,4.36
18053,"Grant County, Indiana",66944,61624,51021,1890,3.7,10603,1783,16.82,3995,5.97
18071,"Jackson County, Indiana",43938,43206,37083,1393,3.76,6123,1197,19.55,2393,5.45
18119,"Owen County, Indiana",20878,20699,17127,658,3.84,3572,765,21.42,1620,7.76
18183,"Whitley County, Indiana",33649,33208,28648,740,2.58,4560,687,15.07,1944,5.78
18023,"Clinton County, Indiana",32301,31687,26791,972,3.63,4896,1020,20.83,1944,6.02
18161,"Union County, Indiana",7153,7088,5820,335,5.76,1268,244,19.24,566,7.91
18029,"Dearborn County, Indiana",49501,48918,42640,1172,2.75,6278,1057,16.84,2621,5.29
18093,"Lawrence County, Indiana",45619,44940,38279,931,2.43,6661,1117,16.77,2799,6.14
18123,"Perry County, Indiana",19141,17489,14516,565,3.89,2973,436,14.67,1123,5.87
18129,"Posey County, Indiana",25589,25311,21953,478,2.18,3358,464,13.82,1430,5.59
18015,"Carroll County, Indiana",19994,19875,16900,444,2.63,2975,563,18.92,1236,6.18
18045,"Fountain County, Indiana",16486,16309,13457,325,2.42,2852,535,18.76,1262,7.65
18149,"Starke County, Indiana",22941,22881,19573,556,2.84,3308,662,20.01,1232,5.37
18055,"Greene County, Indiana",32295,31997,26748,844,3.16,5249,954,18.17,2015,6.24
19011,"Benton County, Iowa",25626,25280,21855,625,2.86,3425,494,14.42,1647,6.43
06091,"Sierra County, California",2930,2898,2227,136,6.11,671,150,22.35,263,8.98
06113,"Yolo County, California",214977,206773,156572,4336,2.77,50201,22843,45.5,12663,5.89
06057,"Nevada County, California",99092,97862,78650,3050,3.88,19212,4791,24.94,6277,6.33
06045,"Mendocino County, California",87422,85192,68112,2910,4.27,17080,3773,22.09,6253,7.15
06037,"Los Angeles County, California",10098052,9920572,8416564,303168,3.6,1504008,405164,26.94,530210,5.25
06085,"Santa Clara County, California",1922200,1886256,1621740,51986,3.21,264516,85431,32.3,90742,4.72
06093,"Siskiyou County, California",43540,42997,33621,1223,3.64,9376,1790,19.09,3694,8.48
06015,"Del Norte County, California",27424,24314,19598,820,4.18,4716,956,20.27,1768,6.45
08015,"Chaffee County, Colorado",19164,17850,14423,179,1.24,3427,728,21.24,1199,6.26
08045,"Garfield County, Colorado",58538,57618,49109,926,1.89,8509,2536,29.8,3019,5.16
08059,"Jefferson County, Colorado",570427,561648,451234,11083,2.46,110414,27904,25.27,39456,6.92
08103,"Rio Blanco County, Colorado",6465,6113,5151,88,1.71,962,141,14.66,418,6.47
08021,"Conejos County, Colorado",8142,8080,6954,115,1.65,1126,52,4.62,604,7.42
08001,"Adams County, Colorado",497115,493075,426549,14985,3.51,66526,18446,27.73,25299,5.09
08037,"Eagle County, Colorado",54357,54273,41583,2033,4.89,12690,6975,54.96,3267,6.01
08081,"Moffat County, Colorado",13060,12908,10775,228,2.12,2133,401,18.8,931,7.13
08017,"Cheyenne County, Colorado",2039,1998,1734,62,3.58,264,6,2.27,98,4.81
08033,"Dolores County, Colorado",1841,1841,1479,13,0.88,362,135,37.29,150,8.15
08057,"Jackson County, Colorado",1296,1286,1039,11,1.06,247,39,15.79,104,8.02
08083,"Montezuma County, Colorado",25909,25644,20861,391,1.87,4783,1029,21.51,1878,7.25
08013,"Boulder County, Colorado",321030,309414,228774,6299,2.75,80640,28335,35.14,25852,8.05
08125,"Yuma County, Colorado",10069,9949,8432,257,3.05,1517,176,11.6,580,5.76
08107,"Routt County, Colorado",24874,24472,17912,463,2.58,6560,2902,44.24,1922,7.73
08019,"Clear Creek County, Colorado",9379,9259,7236,106,1.46,2023,252,12.46,1025,10.93
08101,"Pueblo County, Colorado",164685,160322,131771,4194,3.18,28551,5663,19.83,11009,6.68
08093,"Park County, Colorado",17392,17266,13848,194,1.4,3418,888,25.98,1729,9.94
08077,"Mesa County, Colorado",149998,146505,117231,3948,3.37,29274,6597,22.54,10600,7.07
08041,"El Paso County, Colorado",688153,669688,565268,16875,2.99,104420,24240,23.21,38592,5.61
08005,"Arapahoe County, Colorado",636671,631238,525232,15966,3.04,106006,25525,24.08,37454,5.88
10003,"New Castle County, Delaware",555133,538269,443737,11511,2.59,94532,22535,23.84,32480,5.85
10001,"Kent County, Delaware",174822,169534,144309,4492,3.11,25225,5357,21.24,9085,5.2
09005,"Litchfield County, Connecticut",183031,179958,149145,3712,2.49,30813,5670,18.4,11973,6.54
12099,"Palm Beach County, Florida",1446277,1425793,1154048,34191,2.96,271745,65110,23.96,86657,5.99
12086,"Miami-Dade County, Florida",2715516,2668307,2308981,82810,3.59,359326,84367,23.48,132883,4.89
12037,"Franklin County, Florida",11736,10081,8205,176,2.15,1876,218,11.62,795,6.77
12047,"Hamilton County, Florida",14269,10953,9376,145,1.55,1577,302,19.15,501,3.51
12119,"Sumter County, Florida",120999,111601,90114,812,0.9,21487,3142,14.62,6818,5.63
12059,"Holmes County, Florida",19430,17602,15050,514,3.42,2552,419,16.42,959,4.94
12071,"Lee County, Florida",718679,708374,585617,19933,3.4,122757,29230,23.81,41535,5.78
12021,"Collier County, Florida",363922,359738,301348,11424,3.79,58390,13107,22.45,18365,5.05
12101,"Pasco County, Florida",510593,503015,415758,12043,2.9,87257,19268,22.08,31379,6.15
12055,"Highlands County, Florida",102101,100274,83134,2595,3.12,17140,2869,16.74,6486,6.35
12027,"DeSoto County, Florida",36399,32880,28181,926,3.29,4699,903,19.22,1820,5.0
12023,"Columbia County, Florida",69105,64249,52458,1968,3.75,11791,2385,20.23,4566,6.61
12107,"Putnam County, Florida",72766,71286,57851,2224,3.84,13435,2533,18.85,4932,6.78
12125,"Union County, Florida",15239,9724,8372,192,2.29,1352,158,11.69,573,3.76
12075,"Levy County, Florida",39961,39563,32187,1395,4.33,7376,1247,16.91,3078,7.7
12127,"Volusia County, Florida",527634,518008,410774,12916,3.14,107234,24279,22.64,38047,7.21
09015,"Windham County, Connecticut",116538,111164,91993,2706,2.94,19171,4165,21.73,6706,5.75
09011,"New London County, Connecticut",268881,256542,210095,5986,2.85,46447,8351,17.98,18490,6.88
09007,"Middlesex County, Connecticut",163368,157368,127380,2786,2.19,29988,5937,19.8,10781,6.6
09013,"Tolland County, Connecticut",151269,135732,108251,1980,1.83,27481,7713,28.07,9518,6.29
09001,"Fairfield County, Connecticut",944348,926223,795187,20880,2.63,131036,27760,21.19,44187,4.68
12133,"Washington County, Florida",24566,21787,18458,430,2.33,3329,620,18.62,1427,5.81
12031,"Duval County, Florida",924229,904027,731964,24522,3.35,172063,38829,22.57,62782,6.79
12007,"Bradford County, Florida",26979,23400,19345,616,3.18,4055,983,24.24,1197,4.44
12009,"Brevard County, Florida",576808,570632,465312,13605,2.92,105320,22161,21.04,38824,6.73
12019,"Clay County, Florida",207291,205924,183429,4762,2.6,22495,4785,21.27,8610,4.15
48105,"Crockett County, Texas",3633,3559,3160,71,2.25,399,0,0.0,189,5.2
48207,"Haskell County, Texas",5809,5237,4478,75,1.67,759,97,12.78,367,6.32
48227,"Howard County, Texas",36667,31456,26586,723,2.72,4870,1222,25.09,1671,4.56
48333,"Mills County, Texas",4902,4734,4019,189,4.7,715,73,10.21,242,4.94
48337,"Montague County, Texas",19409,19061,16251,278,1.71,2810,429,15.27,1132,5.83
48365,"Panola County, Texas",23440,23004,19935,542,2.72,3069,528,17.2,1323,5.64
48403,"Sabine County, Texas",10458,10362,8887,241,2.71,1475,167,11.32,709,6.78
48421,"Sherman County, Texas",3058,3026,2694,79,2.93,332,59,17.77,106,3.47
48437,"Swisher County, Texas",7484,6815,6007,130,2.16,808,102,12.62,328,4.38
48231,"Hunt County, Texas",92152,89361,75956,1938,2.55,13405,3130,23.35,5125,5.56
48063,"Camp County, Texas",12813,12748,11147,250,2.24,1601,304,18.99,638,4.98
48195,"Hansford County, Texas",5547,5471,4979,60,1.21,492,26,5.28,305,5.5
48187,"Guadalupe County, Texas",155137,153272,137658,3123,2.27,15614,3016,19.32,6109,3.94
48077,"Clay County, Texas",10387,10321,8833,172,1.95,1488,221,14.85,698,6.72
48205,"Hartley County, Texas",5767,4215,3728,52,1.39,487,82,16.84,246,4.27
48217,"Hill County, Texas",35399,34442,30020,740,2.47,4422,744,16.82,1902,5.37
48293,"Limestone County, Texas",23515,22563,19793,304,1.54,2770,418,15.09,1216,5.17
