"","COUNTYFP","YFips","Year","State","CountyName","TtlPrPpr","FmlPrPpr","MlPrPpr","AapiPrPpr","BlckPrPpr","LtnxPrPpr","NtvPrPpr","WhtPrPpr","TtlPrAPpr","FmlPrAPpr","MlPrAPpr","AapiPrAPpr","BlckPrAPpr","LtnxPrAPpr","NtvPrAPpr","WhtPrAPpr"
"2592","48145",201648145,2016,"TX","Falls County",1398.41,547.63,2384.16,0,2458.45,751.03,0,1184.49,623.5,414.87,865.22,0,588.64,450.62,0,735.82
"2593","48147",201648147,2016,"TX","Fannin County",1562.93,442.39,2472.85,NA,3638.37,838.99,NA,1482.14,733.06,390.95,1010.86,NA,1157.66,279.66,NA,767.64
"2594","48149",201648149,2016,"TX","Fayette County",901.51,174.38,1644.29,0,4339.25,1236.43,0,466.16,671.05,308.52,1041.38,0,2169.63,934.86,0,446.73
"2595","48151",201648151,2016,"TX","Fisher County",826.81,NA,NA,NA,NA,NA,NA,NA,348.13,NA,NA,NA,NA,NA,NA,NA
"2596","48153",201648153,2016,"TX","Floyd County",1350.19,412.25,2243.41,NA,NA,1430.62,NA,1136.36,775.64,294.46,1233.88,NA,NA,762.99,NA,811.69
"2597","48155",201648155,2016,"TX","Foard County",878.48,NA,NA,NA,NA,NA,NA,NA,732.06,NA,NA,NA,NA,NA,NA,NA
"2598","48157",201648157,2016,"TX","Fort Bend County",220.36,28.73,420.09,10.81,462.08,318.02,0,123.89,100.24,22.83,180.92,10.81,207.79,133.33,0,61.65
"2599","48159",201648159,2016,"TX","Franklin County",1617.29,224.14,3010.89,0,10071.94,1365.55,0,1224.49,928.74,192.12,1665.6,0,4676.26,420.17,0,836.73
"2600","48161",201648161,2016,"TX","Freestone County",1133.56,270.61,1854.92,0,2277.13,258.8,0,1065.94,690,360.82,965.16,0,968.99,258.8,0,731.28
"2601","48163",201648163,2016,"TX","Frio County",777.36,188.88,1107.84,NA,NA,875,NA,614.87,460.38,209.86,601.06,0,0,519.23,0,391.28
"2602","48165",201648165,2016,"TX","Gaines County",678.64,146.41,1191.6,0,2631.58,915.47,0,454.42,311.38,113.88,501.72,NA,NA,409.04,NA,227.21
"2603","48167",201648167,2016,"TX","Galveston County",758.05,123.86,1402.89,NA,2430.65,647.6,NA,482.59,450.42,156.64,749.14,NA,1294.93,373.04,NA,325.12
"2604","48169",201648169,2016,"TX","Garza County",778.53,NA,NA,NA,NA,NA,NA,NA,368.78,NA,NA,NA,NA,NA,NA,NA
"2605","48171",201648171,2016,"TX","Gillespie County",513.57,108.08,941.92,NA,NA,878.33,NA,369.36,291.48,54.04,542.31,NA,NA,413.33,NA,233.28
"2606","48173",201648173,2016,"TX","Glasscock County",691.24,NA,NA,NA,NA,NA,NA,NA,460.83,NA,NA,NA,NA,NA,NA,NA
"2607","48175",201648175,2016,"TX","Goliad County",1050.56,173.09,1948.63,0,3553.3,1316.58,0,715.36,547.17,NA,NA,NA,NA,NA,NA,NA
"2608","48177",201648177,2016,"TX","Gonzales County",1954.91,434.92,3411.55,NA,4592.42,2127,NA,1285.74,1127.23,273.84,1945.04,NA,1722.16,1325.52,NA,767.61
"2609","48179",201648179,2016,"TX","Gray County",1604.65,575.36,2408.29,NA,3161.22,1216.89,NA,1632.2,875.9,447.5,1210.38,NA,1159.11,691.96,NA,927.89
"2610","48181",201648181,2016,"TX","Grayson County",1573.13,348.54,2838.58,NA,5493.04,983.61,NA,1403.89,873.27,346.11,1418.03,NA,2555.79,491.8,NA,828.55
"2611","48183",201648183,2016,"TX","Gregg County",1761.97,334.02,3222.72,NA,3796.95,627.52,NA,1413.09,868.83,318.83,1431.46,NA,1633.16,259.67,NA,798.7
"2612","48185",201648185,2016,"TX","Grimes County",951.79,128.92,1583.53,0,2120.14,794.39,0,678.62,414.31,128.92,633.41,0,642.47,350.47,0,378.09
"2613","48187",201648187,2016,"TX","Guadalupe County",690.56,111.49,1278.11,NA,982.11,1031.17,NA,416.12,342.82,99.76,589.44,NA,432.6,468.95,NA,249.67
"2614","48189",201648189,2016,"TX","Hale County",1218.9,227.7,2073.03,0,2500,1465.12,0,607.29,531.55,217.8,801.91,0,937.5,612.4,0,337.38
"2615","48191",201648191,2016,"TX","Hall County",2611.11,1104.97,4134.08,0,3472.22,2936.86,0,2282.16,944.44,NA,NA,NA,NA,NA,NA,NA
"2616","48193",201648193,2016,"TX","Hamilton County",1567.46,430.48,2668.89,0,0,1636.9,0,1609.2,635.46,387.43,875.73,0,0,744.05,0,638.57
"2617","48195",201648195,2016,"TX","Hansford County",646.49,NA,NA,NA,NA,NA,NA,NA,352.63,NA,NA,NA,NA,NA,NA,NA
"2618","48197",201648197,2016,"TX","Hardeman County",1496.88,0,2962.96,0,5479.45,1217.39,0,1270.42,914.76,NA,NA,NA,NA,NA,NA,NA
"2619","48199",201648199,2016,"TX","Hardin County",707.93,150.18,1272.52,0,2646.31,340.96,0,619.83,355.36,133.5,579.95,0,966.92,243.55,0,329.08
"2620","48201",201648201,2016,"TX","Harris County",800.35,106.42,1489.54,52.69,2158.2,564.72,178.91,461.29,383.82,102.38,663.35,34.72,1032.17,238.17,89.46,267.32
"2621","48203",201648203,2016,"TX","Harrison County",1130.89,230.43,2058.21,0,2730.56,585.48,0,718.71,641.79,239.83,1055.74,0,1261.1,273.22,0,516
"2622","48205",201648205,2016,"TX","Hartley County",333.16,NA,NA,NA,NA,NA,NA,NA,153.77,NA,NA,NA,NA,NA,NA,NA
"2623","48207",201648207,2016,"TX","Haskell County",1928.91,710.59,2835.18,0,5421.69,1797.95,0,1796.14,1019.56,904.39,1105.24,0,3012.05,770.55,0,1032.78
"2624","48209",201648209,2016,"TX","Hays County",446.15,84.98,806.75,NA,1298.27,636.83,NA,264.99,263.79,94.73,432.59,0,706.66,346.02,0,184.99
"2625","48211",201648211,2016,"TX","Hemphill County",658.44,0,1314.71,0,0,612.75,0,708.76,534.98,NA,NA,NA,NA,NA,NA,NA
"2626","48213",201648213,2016,"TX","Henderson County",1129.34,247.49,2039.62,NA,2698.05,370.91,NA,1127.96,675.95,316.47,1047.03,NA,947.19,241.9,NA,731.86
"2627","48215",201648215,2016,"TX","Hidalgo County",618.8,57.8,1208.17,NA,1053.45,641.7,NA,283,368.15,63.39,688.31,NA,702.3,380.64,NA,179.75
"2628","48217",201648217,2016,"TX","Hill County",1922.89,683.31,3157.8,0,6153.85,1201.07,0,1745.55,1264.56,645.34,1881.44,0,4080.27,845.2,0,1127.9
"2629","48219",201648219,2016,"TX","Hockley County",721.71,176.25,1261.74,0,2848.1,897.05,0,371.43,445.16,257.59,630.87,0,2056.96,555.32,0,200
"2630","48221",201648221,2016,"TX","Hood County",1803.5,689.57,2946.06,NA,5263.16,1257.72,NA,1880.66,713.5,407.75,1027.12,NA,2631.58,297.28,NA,765.26
"2631","48223",201648223,2016,"TX","Hopkins County",1928.93,408.93,3470.03,0,6162.79,1089.49,0,1718.69,1033.83,284.47,1793.6,0,3023.26,415.05,0,989.92
"2632","48225",201648225,2016,"TX","Houston County",1254.56,320.1,1982.54,NA,2403.97,534.44,NA,858.37,679.84,256.08,1009.98,NA,1214.37,356.29,NA,488.79
"2633","48227",201648227,2016,"TX","Howard County",1039.95,249.83,1550.89,0,2187.83,1171.15,0,789.45,490.54,259.82,639.74,NA,1013.87,479.53,NA,431.35
"2634","48229",201648229,2016,"TX","Hudspeth County",536.1,0,1008.74,0,0,500.45,0,819.67,321.66,0,605.25,NA,NA,272.98,NA,NA
"2635","48231",201648231,2016,"TX","Hunt County",1158.99,311.63,2015.65,NA,4571.1,722.68,NA,887.84,513.8,231.21,799.49,NA,1478.31,334.38,NA,455.48
"2636","48233",201648233,2016,"TX","Hutchinson County",753.82,136.18,1343.54,0,3051.64,505.53,0,758.21,362.13,151.31,563.42,NA,NA,347.55,NA,373.91
"2637","48235",201648235,2016,"TX","Irion County",629.59,0,1224.49,NA,NA,NA,NA,740.74,NA,NA,NA,NA,NA,NA,NA,NA
"2638","48237",201648237,2016,"TX","Jack County",603.76,NA,NA,NA,NA,NA,NA,NA,258.75,NA,NA,NA,NA,NA,NA,NA
"2639","48239",201648239,2016,"TX","Jackson County",2235.79,402.68,3979.57,0,9945.75,2632.42,0,1269.84,937.94,246.09,1596.08,0,4701.63,1059.39,0,504.2
"2640","48241",201648241,2016,"TX","Jasper County",1153.86,354.54,1948.96,0,2369.41,548.32,0,946.75,739.78,326.55,1150.81,0,1373.18,274.16,0,647.77
"2641","48243",201648243,2016,"TX","Jeff Davis County",358.94,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"2642","48245",201648245,2016,"TX","Jefferson County",1354.05,251.51,2336.89,162.21,2605.49,497.83,NA,863.63,641.64,234,1005.03,94.62,1132.9,268.06,NA,477.08
"2643","48247",201648247,2016,"TX","Jim Hogg County",432.18,0,827.5,NA,NA,394.41,NA,NA,299.2,NA,NA,NA,NA,NA,NA,NA
"2644","48249",201648249,2016,"TX","Jim Wells County",479.3,85.54,881.3,NA,NA,527.24,NA,240.81,239.65,54.44,428.74,0,0,268.5,0,131.35
"2645","48251",201648251,2016,"TX","Johnson County",1223.12,345.37,2088.74,NA,3467.25,995.12,NA,1208.85,727.62,349.18,1100.82,NA,1816.18,543.21,NA,746.87
"2646","48253",201648253,2016,"TX","Jones County",763.2,246.31,1001.55,0,581.92,829.07,0,793.03,318,223.91,361.38,0,313.34,317,0,325.01
"2647","48255",201648255,2016,"TX","Karnes County",679.69,104.28,1006.36,0,412.54,1015.23,0,250.63,349.29,104.28,488.38,NA,NA,525.12,NA,111.39
"2648","48257",201648257,2016,"TX","Kaufman County",691.52,131.43,1259.34,NA,1923.52,381.33,NA,595.98,430.74,159.78,705.44,NA,950.17,245.6,NA,409.61
"2649","48259",201648259,2016,"TX","Kendall County",328.48,82.98,580.32,NA,NA,553.42,NA,242.89,217.72,67.89,371.4,NA,NA,368.95,NA,168.96
"2650","48261",201648261,2016,"TX","Kenedy County",3488.37,0,6818.18,0,0,4639.18,0,0,2713.18,0,5303.03,0,0,3608.25,0,0
"2651","48263",201648263,2016,"TX","Kent County",1187.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2652","48265",201648265,2016,"TX","Kerr County",1889.81,528.86,3335.44,NA,7773.85,2311.23,NA,1565.49,967.04,423.08,1544.84,NA,3003.53,1009.76,NA,909.33
"2653","48267",201648267,2016,"TX","Kimble County",1676.65,NA,NA,NA,NA,NA,NA,NA,718.56,NA,NA,NA,NA,NA,NA,NA
"2654","48269",201648269,2016,"TX","King County",0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0
"2655","48271",201648271,2016,"TX","Kinney County",497.29,NA,NA,NA,NA,NA,NA,NA,406.87,NA,NA,NA,NA,NA,NA,NA
"2656","48273",201648273,2016,"TX","Kleberg County",896.84,209.46,1520.64,NA,2061.86,982.58,NA,465.01,474.52,179.53,742.22,0,916.38,504.39,0,348.76
"2657","48275",201648275,2016,"TX","Knox County",1002.73,0,1916.38,0,3731.34,794.7,0,862.07,410.21,0,783.97,NA,NA,NA,NA,470.22
"2658","48277",201648277,2016,"TX","Lamar County",2408.73,713.09,4184.33,0,5518.81,1278.1,1232.03,1982.18,1090.99,552.49,1654.89,NA,2075.26,440.72,NA,995.44
"2659","48279",201648279,2016,"TX","Lamb County",998.38,252.14,1729.68,0,2719.03,1078.58,0,716.15,574.07,176.5,963.68,0,1510.57,594.32,0,455.73
"2660","48281",201648281,2016,"TX","Lampasas County",992.32,185.44,1804.6,NA,2429.91,1718.21,NA,733.81,705.48,324.52,1088.99,NA,1682.24,840.02,NA,627.46
"2661","48283",201648283,2016,"TX","La Salle County",810.86,NA,NA,NA,NA,NA,NA,NA,320.57,NA,NA,NA,NA,NA,NA,NA
"2662","48285",201648285,2016,"TX","Lavaca County",792.54,87.7,1487.63,0,3765.69,919.96,0,518.01,348.37,87.7,605.43,0,1394.7,321.99,0,270.78
"2663","48287",201648287,2016,"TX","Lee County",1316.99,75.69,2478.31,0,5246.67,1355.42,0,594.55,621.91,132.45,1079.84,0,1722.79,715.36,0,391.53
"2664","48289",201648289,2016,"TX","Leon County",1019.07,162.57,1863.73,0,3698.81,665.34,0,839.33,544.85,162.57,921.84,NA,3038.31,NA,NA,386.36
"2665","48291",201648291,2016,"TX","Liberty County",1400.98,317.47,2501.97,NA,3692.94,443.97,NA,1373.85,770.26,310.09,1237.86,NA,1692.6,230.21,NA,815.19
"2666","48293",201648293,2016,"TX","Limestone County",1762.35,435.48,2924.72,0,3831.01,993.08,0,1417.77,928.62,391.93,1398.78,0,1682.78,300.93,0,945.18
"2667","48295",201648295,2016,"TX","Lipscomb County",325.43,0,609.23,NA,NA,NA,NA,299.85,NA,NA,NA,NA,NA,NA,NA,NA
"2668","48297",201648297,2016,"TX","Live Oak County",1284.91,122.77,2151.52,NA,NA,2071.87,NA,818.83,852.24,245.55,1304.65,NA,NA,1294.92,NA,588.54
"2669","48299",201648299,2016,"TX","Llano County",1213.37,359.52,2135.51,0,0,1274.36,0,1246.55,606.68,287.61,951.27,0,0,674.66,0,617.76
"2670","48301",201648301,2016,"TX","Loving County",0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0
"2671","48303",201648303,2016,"TX","Lubbock County",941.45,143.39,1739.82,NA,3664.99,1251.44,NA,438.61,378.53,111.2,645.97,NA,1152.43,544.04,NA,194.05
"2672","48305",201648305,2016,"TX","Lynn County",948.55,NA,NA,NA,NA,NA,NA,NA,201.21,NA,NA,NA,NA,NA,NA,NA
"2673","48307",201648307,2016,"TX","McCulloch County",1507.33,331.13,2678.2,0,6730.77,1307.6,0,1461.04,825.93,289.74,1359.7,0,5769.23,249.07,0,974.03
"2674","48309",201648309,2016,"TX","McLennan County",1686.52,386.8,3021.9,NA,4441.4,1553.52,NA,1094.91,833.39,330.85,1349.73,NA,1903.46,734.48,NA,632.59
"2675","48311",201648311,2016,"TX","McMullen County",1800,NA,NA,NA,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA
"2676","48313",201648313,2016,"TX","Madison County",875.9,251.75,1254.02,0,1901.14,379.27,0,694.16,295.48,223.78,338.93,NA,332.7,NA,NA,387.91
"2677","48315",201648315,2016,"TX","Marion County",1842.02,552.85,3185.36,NA,2603.04,NA,NA,1704.01,730.17,227.64,1253.81,0,867.68,0,0,746.97
"2678","48317",201648317,2016,"TX","Martin County",311.09,NA,NA,NA,NA,NA,NA,NA,169.68,NA,NA,NA,NA,NA,NA,NA
"2679","48319",201648319,2016,"TX","Mason County",487.37,NA,NA,NA,NA,NA,NA,NA,265.84,NA,NA,NA,NA,NA,NA,NA
"2680","48321",201648321,2016,"TX","Matagorda County",1324.87,209.57,2414.68,NA,4347.83,792.14,NA,1163.82,651.65,209.57,1083.62,0,1610.31,421.14,0,680.54
"2681","48323",201648323,2016,"TX","Maverick County",275.46,22.28,523.13,NA,NA,274.94,NA,NA,212.1,22.28,397.8,NA,NA,205.48,NA,NA
"2682","48325",201648325,2016,"TX","Medina County",431.82,40.15,775.83,NA,NA,654.8,NA,197.43,225.3,40.15,387.92,NA,NA,315.49,NA,131.62
"2683","48327",201648327,2016,"TX","Menard County",2424.24,NA,NA,NA,NA,NA,NA,NA,1385.28,856.16,1926.44,NA,NA,NA,NA,1863.35
"2684","48329",201648329,2016,"TX","Midland County",1119.08,191.71,2009,NA,4264.36,1134.95,NA,733.73,656.21,191.71,1101.94,NA,2242.09,652.76,NA,479.21
"2685","48331",201648331,2016,"TX","Milam County",1544.06,159.64,2966.91,0,5483.41,1513.27,0,999.89,930.48,319.28,1558.65,0,2813.85,793.85,0,728.18
"2686","48333",201648333,2016,"TX","Mills County",1876.38,791.37,3012.05,NA,NA,2581.76,NA,1628.35,772.63,287.77,1280.12,0,0,688.47,0,814.18
"2687","48335",201648335,2016,"TX","Mitchell County",1187.2,432.07,1609.01,0,1680.67,1081.98,0,1178.26,550.58,432.07,616.79,NA,NA,540.99,NA,646.14
"2688","48337",201648337,2016,"TX","Montague County",1267.14,360.02,2197.22,NA,NA,517.75,NA,1393.52,746.4,257.16,1248.02,NA,NA,369.82,NA,807.84
"2689","48339",201648339,2016,"TX","Montgomery County",664.64,121.56,1211.13,75.55,2471.29,573.15,NA,593.48,385.32,123.75,648.55,33.58,1241.09,319.32,NA,363.63
"2690","48341",201648341,2016,"TX","Moore County",1039.98,204.4,1778.27,NA,788.95,942.14,NA,1416.37,523.68,204.4,805.78,NA,NA,530.79,NA,607.01
"2691","48343",201648343,2016,"TX","Morris County",1154.98,283.87,2100.25,NA,2217.29,NA,NA,893.97,778.94,387.1,1204.14,NA,1441.24,NA,NA,644.49
"2692","48345",201648345,2016,"TX","Motley County",1244.17,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0
"2693","48347",201648347,2016,"TX","Nacogdoches County",1311.93,315.07,2405.88,NA,3164.18,676.71,NA,956.51,670.85,275.69,1104.49,0,1576.12,306.44,0,515.91
"2694","48349",201648349,2016,"TX","Navarro County",1755.68,393.62,3140.47,NA,4891.7,835.31,NA,1473.98,975.38,366.94,1593.98,0,2360.67,473.76,0,917.54
"2695","48351",201648351,2016,"TX","Newton County",799.2,143.13,1370.15,NA,1233.3,NA,NA,684.51,321.9,166.98,456.72,NA,359.71,NA,NA,304.23
"2696","48353",201648353,2016,"TX","Nolan County",1699.59,360.85,2982.49,0,8665.11,1459.43,0,1317.86,1048.45,360.85,1707.37,0,4215.46,992.41,0,845.79
"2697","48355",201648355,2016,"TX","Nueces County",1162.13,195.82,2130.94,87.98,3160.76,1281.63,NA,748.66,550.77,186.57,915.91,70.39,1427.79,583.23,NA,411.9
"2698","48357",201648357,2016,"TX","Ochiltree County",590.98,162.23,985.66,0,0,382.58,0,866.25,357.7,NA,NA,NA,NA,NA,NA,NA
"2699","48359",201648359,2016,"TX","Oldham County",1011.56,0,1944.44,NA,14583.33,NA,NA,368.32,867.05,NA,NA,NA,NA,NA,NA,NA
"2700","48361",201648361,2016,"TX","Orange County",1522.42,325.44,2723.26,NA,4833.51,984.04,NA,1248.06,733.43,336.54,1131.6,NA,1868.96,452.13,NA,648.72
"2701","48363",201648363,2016,"TX","Palo Pinto County",1870.83,451.93,3344.68,0,6858.41,1378.34,0,1869.52,650.47,305.05,1009.27,0,1327.43,421.94,0,702.02
"2702","48365",201648365,2016,"TX","Panola County",770.44,NA,NA,NA,NA,NA,NA,NA,272.72,NA,NA,NA,NA,NA,NA,NA
"2703","48367",201648367,2016,"TX","Parker County",1052.21,344.42,1764.61,NA,4048.89,1128.42,NA,1004.14,650.29,303.76,999.06,NA,2139.04,519.27,NA,652.9
"2704","48369",201648369,2016,"TX","Parmer County",682.37,137.98,1167.08,0,0,746.83,0,601.2,454.91,NA,NA,NA,NA,NA,NA,NA
"2705","48371",201648371,2016,"TX","Pecos County",932.27,167.14,1438.96,NA,NA,1004.02,NA,916.78,418.57,143.27,600.89,NA,NA,458.98,NA,352.61
"2706","48373",201648373,2016,"TX","Polk County",1876.61,510.17,2977.8,NA,3389.39,946.93,NA,1888.14,907.41,495.59,1239.28,NA,1103.52,473.47,NA,1003.52
"2707","48375",201648375,2016,"TX","Potter County",2377.66,566.21,3970.18,565.87,5980.89,2037.51,NA,2035.71,1115.89,451.33,1700.13,203.71,2347.53,844.74,0,1177.07
"2708","48377",201648377,2016,"TX","Presidio County",302.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709","48379",201648379,2016,"TX","Rains County",987.18,145.77,1846.89,NA,3684.21,NA,NA,979.05,353.62,145.77,565.98,NA,NA,NA,NA,343.52
"2710","48381",201648381,2016,"TX","Randall County",881.34,195.61,1579.58,NA,2730.38,1116.14,NA,751.21,475.1,184.24,771.26,0,1160.41,573.87,0,429.49
"2711","48383",201648383,2016,"TX","Reagan County",375.78,0,702.58,NA,NA,241.25,NA,NA,417.54,0,780.64,NA,NA,241.25,NA,607.9
"2712","48385",201648385,2016,"TX","Real County",726.9,NA,NA,NA,NA,NA,NA,NA,259.61,NA,NA,NA,NA,NA,NA,NA
"2713","48387",201648387,2016,"TX","Red River County",1871.73,381.06,3396.44,NA,3149,725.95,NA,1681.78,784.48,299.4,1280.62,NA,1075.27,NA,NA,793.65
"2714","48389",201648389,2016,"TX","Reeves County",869.23,199.09,1208.11,NA,NA,956.25,NA,788.18,401.18,199.09,503.38,NA,NA,406.08,NA,492.61
"2715","48391",201648391,2016,"TX","Refugio County",1616.25,327.56,2871.47,NA,4296.88,1769.13,NA,1024.47,877.4,280.77,1458.52,0,1562.5,973.02,0,682.98
"2716","48393",201648393,2016,"TX","Roberts County",711.74,0,1369.86,0,0,0,0,851.06,NA,NA,NA,NA,NA,NA,NA,NA
"2717","48395",201648395,2016,"TX","Robertson County",1144.41,153.34,2159.4,0,2861.1,1077.79,0,562.18,514.01,134.18,903.02,0,1292.11,374.88,0,289.61
"2718","48397",201648397,2016,"TX","Rockwall County",647.59,125.7,1177.01,NA,2372.88,550.53,NA,540.77,454.45,174.04,738.9,NA,1428.57,345.25,NA,412.34
"2719","48399",201648399,2016,"TX","Runnels County",1530.61,294.89,2701.86,0,3496.5,2483.07,0,950.87,845.03,294.89,1366.46,0,2797.2,1218.96,0,581.09
"2720","48401",201648401,2016,"TX","Rusk County",625.53,129.01,1033.5,NA,1158.3,209.46,NA,578.41,340.4,122.56,519.4,NA,509.65,87.28,NA,353.47
"2721","48403",201648403,2016,"TX","Sabine County",1114.06,210.38,2033.54,NA,1746.72,NA,NA,1065.14,866.49,455.82,1284.34,NA,1310.04,NA,NA,839.82
"2722","48405",201648405,2016,"TX","San Augustine County",992.97,329.08,1664.59,NA,1970.87,NA,NA,672.58,351.68,NA,NA,NA,NA,NA,NA,NA
"2723","48407",201648407,2016,"TX","San Jacinto County",951.42,141.28,1767.92,NA,1728.95,621.12,NA,900.33,573.22,211.91,937.35,0,948.13,443.66,0,552.84
"2724","48409",201648409,2016,"TX","San Patricio County",1032.31,171.17,1871.15,0,4255.32,1175.13,0,716.95,612.35,147.39,1065.26,0,1595.74,707.52,0,451.86
"2725","48411",201648411,2016,"TX","San Saba County",1112.35,267.92,1711.84,NA,NA,932.99,NA,1196.5,444.94,NA,NA,NA,NA,NA,NA,NA
"2726","48413",201648413,2016,"TX","Schleicher County",1030.93,NA,NA,NA,NA,NA,NA,NA,705.37,547.65,860.22,NA,NA,606.06,NA,613.5
"2727","48415",201648415,2016,"TX","Scurry County",1509.03,482.38,2278.08,NA,4029.85,2009.94,NA,865.14,709.6,272.65,1036.92,0,1492.54,700.09,0,644.61
"2728","48417",201648417,2016,"TX","Shackelford County",533.98,NA,NA,NA,NA,NA,NA,NA,339.81,NA,NA,NA,NA,NA,NA,NA
"2729","48419",201648419,2016,"TX","Shelby County",800.05,191.3,1403.64,0,1626.59,173.91,0,773.91,241.29,51.01,429.94,NA,459.69,NA,NA,227.01
"2730","48421",201648421,2016,"TX","Sherman County",472.19,0,892.86,NA,NA,918.48,NA,NA,209.86,0,396.83,NA,NA,NA,NA,NA
"2731","48423",201648423,2016,"TX","Smith County",1813.52,437.41,3279.75,NA,4439.05,1042.76,NA,1299.78,744.69,295.22,1223.59,NA,1541.91,348.8,NA,649.31
"2732","48425",201648425,2016,"TX","Somervell County",749.68,250.9,1269.13,0,0,443.26,0,858.57,639.97,286.74,1007.84,NA,NA,NA,NA,787.03
"2733","48427",201648427,2016,"TX","Starr County",485.86,65.12,924.62,NA,NA,496.14,NA,NA,227.59,50.09,412.68,NA,NA,230.82,NA,NA
"2734","48429",201648429,2016,"TX","Stephens County",1688.27,530.3,2636.48,0,3825.14,1485.48,0,1705.24,750.34,303.03,1116.63,0,2185.79,540.18,0,779.54
"2735","48431",201648431,2016,"TX","Sterling County",1102.94,NA,NA,NA,NA,NA,NA,NA,857.84,NA,NA,NA,NA,NA,NA,NA
"2736","48433",201648433,2016,"TX","Stonewall County",1159.79,NA,NA,NA,NA,NA,NA,NA,644.33,0,1315.79,NA,NA,NA,NA,688.47
"2737","48435",201648435,2016,"TX","Sutton County",1173.14,NA,NA,NA,NA,NA,NA,NA,444.98,NA,NA,NA,NA,NA,NA,NA
"2738","48437",201648437,2016,"TX","Swisher County",1160.75,NA,NA,NA,NA,NA,NA,NA,284.71,NA,NA,NA,NA,NA,NA,NA
"2739","48439",201648439,2016,"TX","Tarrant County",754.16,124.32,1406.3,60.61,1888.09,617.41,NA,532.08,387.11,133.01,650.19,36.84,829.34,316.81,NA,321.49
"2740","48441",201648441,2016,"TX","Taylor County",1560.81,423.54,2712.95,NA,4295,2026.06,NA,1129.84,860.47,405.61,1321.29,NA,2076.86,1017.79,NA,695.95
"2741","48443",201648443,2016,"TX","Terrell County",836.82,0,1532.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","48445",201648445,2016,"TX","Terry County",1769.36,286.04,2928.68,0,4783.6,2117.12,0,860.36,1104.28,257.44,1766.15,0,2961.28,1351.35,0,496.36
"2743","48447",201648447,2016,"TX","Throckmorton County",1033.3,0,2093.02,NA,NA,NA,NA,968.19,688.86,NA,NA,NA,NA,NA,NA,NA
"2744","48449",201648449,2016,"TX","Titus County",807.05,236.41,1383.77,0,2796.14,408.53,0,792.25,564.44,256.11,876.06,0,1576,249.66,0,671.21
"2745","48451",201648451,2016,"TX","Tom Green County",1402.07,301.36,2475.95,NA,3589.44,1867.53,NA,927.41,719.31,285.5,1142.55,NA,1008.6,968.23,NA,535.13
"2746","48453",201648453,2016,"TX","Travis County",488.29,55.57,903.89,22.95,2002.61,624.13,147.87,223.52,260.7,58.16,455.22,12.24,980.68,328.01,NA,137
"2747","48455",201648455,2016,"TX","Trinity County",1667.46,316.96,3166.62,0,5054.15,690.45,0,1391.83,690.81,316.96,1105.81,NA,1203.37,NA,NA,711.04
"2748","48457",201648457,2016,"TX","Tyler County",700.92,87.9,1152.4,0,1234.57,470.96,0,646.24,298.26,NA,NA,NA,NA,NA,NA,NA
"2749","48459",201648459,2016,"TX","Upshur County",1288.88,305.28,2274.33,NA,3821.66,473.48,NA,1118.76,622.89,242.66,1003.84,0,1319.38,284.09,0,592.85
"2750","48461",201648461,2016,"TX","Upton County",960.7,368.32,1495.02,NA,NA,737.1,NA,1112.23,698.69,368.32,996.68,NA,NA,491.4,NA,910.01
"2751","48463",201648463,2016,"TX","Uvalde County",713.68,85.13,1346.22,NA,NA,800.07,NA,487.8,378.19,72.97,685.35,0,0,425.04,0,268.29
"2752","48465",201648465,2016,"TX","Val Verde County",519.27,76.07,925.52,NA,1084.6,510.06,NA,527.38,324.13,69.16,557.84,NA,NA,334.6,NA,304.26
"2753","48467",201648467,2016,"TX","Van Zandt County",869.28,271.1,1488.44,0,3797.47,518.28,0,822.37,644.47,300.57,1000.43,0,1752.68,354.61,0,652.23
"2754","48469",201648469,2016,"TX","Victoria County",1433.08,318.26,2565.43,0,4414.17,1812.73,0,686.04,726.78,311.48,1148.6,0,1689.37,840.58,0,505.11
"2755","48471",201648471,2016,"TX","Walker County",457.79,100.24,684.72,0,812.41,414.06,0,324.05,248.36,100.24,342.36,0,369.28,191.88,0,219.41
"2756","48473",201648473,2016,"TX","Waller County",478.15,29.15,932.7,0,751.81,427.9,0,331.62,181.87,34.99,330.58,0,286.87,213.95,0,91.72
"2757","48475",201648475,2016,"TX","Ward County",1282.41,346.32,2156.92,NA,3636.36,1038.69,NA,1346.69,766.66,173.16,1321.11,NA,1515.15,727.08,NA,725.14
"2758","48477",201648477,2016,"TX","Washington County",1121.07,205.07,2048.91,0,3553.55,820.15,0,515.23,689.53,167.79,1218.02,0,2102.1,292.91,0,395.76
