"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP","povP","UnempP","totUnits","occP","vacantP"
"2673","Llano County, Texas","48299",2000,17044,93.11,0.3,5.13,15.91,18.02,23.99,30.66,18.53,16.45,45.07,10.32,2.92,11829,66.61,33.39
"2674","Loving County, Texas","48301",2000,67,89.55,0,10.45,19.4,35.82,23.88,16.42,7.46,13.73,56.72,0,0,70,44.29,55.71
"2675","Lubbock County, Texas","48303",2000,242628,62.53,7.49,27.45,25.66,20.51,12.7,11.02,7.97,21.61,31.59,17.83,5.83,100595,91.97,8.03
"2676","Lynn County, Texas","48305",2000,6550,51.56,2.53,44.63,31.21,21.51,14.82,13.98,5.92,38.12,33.42,22.64,6.09,2671,88.13,11.87
"2677","McCulloch County, Texas","48307",2000,8205,70.59,1.5,27.04,26.64,19.71,17.44,19.52,10.87,29.55,42.88,22.48,6.89,4184,78.32,21.68
"2678","McLennan County, Texas","48309",2000,213517,64.64,15.02,17.91,26.62,20.3,13.2,12.86,9.8,23.37,34.15,17.61,7.62,84795,93,7
"2679","McMullen County, Texas","48311",2000,851,65.33,1.18,33.14,23.38,24.09,21.15,17.86,11.75,25.29,45.01,20.68,1.7,587,60.48,39.52
"2680","Madison County, Texas","48313",2000,12940,60.29,22.53,15.78,21.12,19.42,14.29,13.96,9.76,27.16,32.43,15.79,5.83,4797,81.59,18.41
"2681","Marion County, Texas","48315",2000,10941,71.46,23.75,2.4,22.35,21.26,21.05,19.2,14.88,32.53,57.65,22.36,8.21,6384,72.21,27.79
"2682","Martin County, Texas","48317",2000,4746,56.81,1.56,40.56,33.92,19.79,13.65,13.32,6.72,34.22,23.83,18.73,4.91,1898,85.56,14.44
"2683","Mason County, Texas","48319",2000,3738,77.9,0.13,20.95,22.36,18.43,22.1,23.52,10.75,21.92,40.02,13.2,1.62,2372,67.75,32.25
"2684","Matagorda County, Texas","48321",2000,37957,52.43,12.59,31.35,29.99,22.64,14.69,12.41,8.99,29.69,34.27,18.5,8.4,18611,74.69,25.31
"2685","Maverick County, Texas","48323",2000,47297,3.4,0.11,95.01,36.91,18.94,11.83,9.5,3.17,57.87,34.96,34.85,17.59,14889,87.91,12.09
"2686","Medina County, Texas","48325",2000,39304,50.68,2.04,45.47,28.95,21.77,14.88,12.41,10.99,27.8,33.5,15.43,5.24,14826,86.87,13.13
"2687","Menard County, Texas","48327",2000,2360,66.4,0.42,31.69,24.24,20.34,19.83,21.95,12.46,30.6,45.55,25.79,3.48,1607,61.61,38.39
"2688","Midland County, Texas","48329",2000,116009,62.08,6.84,29.03,30.2,23.97,13.3,11.61,8.3,20.81,27.26,12.9,5.44,48060,88.94,11.06
"2689","Milam County, Texas","48331",2000,24238,69.16,10.84,18.63,27.46,20.39,16.42,17.22,11.28,29.12,34.04,15.92,4.72,10866,84.66,15.34
"2690","Mills County, Texas","48333",2000,5151,84.78,1.18,13.03,25.55,18.66,19.45,23.1,10.93,23.26,41.89,18.35,2.62,2691,74.36,25.64
"2691","Mitchell County, Texas","48335",2000,9698,55.07,12.67,31.03,19.81,23.79,15.44,15.14,10.37,28.28,26.87,17.67,3.8,4168,68.07,31.93
"2692","Montague County, Texas","48337",2000,19117,92.68,0.15,5.41,24,20.12,18.71,19.79,12.03,27.04,38.84,13.97,5.6,9862,78.79,21.21
"2693","Montgomery County, Texas","48339",2000,293768,81.41,3.43,12.65,29.52,25.1,15.34,8.7,9.28,18.4,28.44,9.39,4.54,112770,91.6,8.4
"2694","Moore County, Texas","48341",2000,20121,49.89,0.44,47.5,33.56,20.74,11.87,10.56,6.15,37.86,24.43,13.49,4.35,7478,90.59,9.41
"2695","Morris County, Texas","48343",2000,13048,70.64,24.04,3.66,25.21,21.7,16.93,18.29,11.47,26.34,42.83,18.28,6.52,6017,86.67,13.33
"2696","Motley County, Texas","48345",2000,1426,82.19,3.51,12.13,23.98,20.06,18.23,23.7,11.71,26.55,43.62,19.44,2.18,839,72.23,27.77
"2697","Nacogdoches County, Texas","48347",2000,59203,70.3,16.58,11.25,24,18.62,13.03,12.11,8.11,26.35,33.07,23.32,10.71,25051,87.84,12.16
"2698","Navarro County, Texas","48349",2000,45124,65.59,16.67,15.76,27.24,20.62,15.23,14.38,9.41,28.32,42.37,18.15,7.78,18449,89.39,10.61
"2699","Newton County, Texas","48351",2000,15072,74.02,20.57,3.79,26.17,21.42,17.1,14.16,9.56,31.27,45.73,19.09,10.51,7331,76.16,23.84
"2700","Nolan County, Texas","48353",2000,15802,66.32,4.51,28.04,27.09,20.9,15.68,16.36,9.37,30.14,39.5,21.68,6.39,7112,86.75,13.25
"2701","Nueces County, Texas","48355",2000,313645,37.68,4.05,55.78,28.41,22.64,13.95,11.16,10.15,25.63,35.68,18.19,7.64,123041,89.7,10.3
"2702","Ochiltree County, Texas","48357",2000,9006,66.31,0.09,31.79,30.56,22.64,13.99,11.66,6.47,30.77,27.27,12.96,4.62,3769,86.52,13.48
"2703","Oldham County, Texas","48359",2000,2185,84.76,1.88,11.03,35.01,20.82,16.06,11.26,8.97,19.52,30.11,19.77,6.95,815,90.18,9.82
"2704","Orange County, Texas","48361",2000,84966,85.86,8.33,3.62,27.29,23.08,15.84,12.68,10.1,20.95,38.09,13.75,7.89,34781,90.97,9.03
"2705","Palo Pinto County, Texas","48363",2000,27026,82.01,2.28,13.57,25.98,20.94,17.22,16.39,11.8,28.76,40.91,15.88,5.1,14102,75.12,24.88
"2706","Panola County, Texas","48365",2000,22756,77.47,17.63,3.51,25.23,22.29,16.86,15.81,9.8,24.14,40.95,14.13,6.37,10524,83.82,16.18
"2707","Parker County, Texas","48367",2000,88495,89.25,1.76,7.02,27.52,25.5,16.37,10.53,11.26,19.54,29.28,8.29,4.2,34084,91.34,8.66
"2708","Parmer County, Texas","48369",2000,10016,48.68,0.93,49.19,32.9,20.05,13.6,12.72,5.56,39.26,28.07,16.97,5.31,3732,89.01,10.99
"2709","Pecos County, Texas","48371",2000,16809,33.36,4.16,61.05,27.66,21.1,13.61,10.83,7.3,37.51,37.62,20.43,5.65,6338,81.3,18.7
"2710","Polk County, Texas","48373",2000,41133,74.69,13.02,9.39,22.94,20.36,17.84,17.96,12.66,29.96,43.04,17.37,6.69,21177,71.39,28.61
"2711","Potter County, Texas","48375",2000,113546,57.66,9.73,28.11,28.01,21.71,12.69,11.72,8.76,28.93,35.79,19.2,7.05,44598,91.39,8.61
"2712","Presidio County, Texas","48377",2000,7304,14.77,0.14,84.36,32.71,18.28,14.85,13.92,6.3,55.31,42.84,36.36,12.98,3299,76.69,23.31
"2713","Rains County, Texas","48379",2000,9139,89.54,2.88,5.53,23.76,21.18,21.04,16.1,12.8,27.02,47.43,14.85,6.13,4523,79.97,20.03
"2714","Randall County, Texas","48381",2000,104312,85.73,1.45,10.27,26.09,23.24,14.79,11.9,10.11,10.48,24.69,8.07,4.23,43261,95.33,4.67
"2715","Reagan County, Texas","48383",2000,3326,46.45,2.83,49.49,34.19,23.66,12.3,10.28,5.65,36.98,21.59,11.83,3.3,1452,76.24,23.76
"2716","Real County, Texas","48385",2000,3047,75.68,0.16,22.58,23.43,18.94,22.55,20.81,13.19,27.02,47.75,21.23,3.64,2007,62.03,37.97
"2717","Red River County, Texas","48387",2000,14314,75.93,17.73,4.67,23.85,20.21,17.42,19.66,10.3,34.3,47.95,17.35,5.89,6916,84.25,15.75
"2718","Reeves County, Texas","48389",2000,13137,23.83,1.81,73.38,29.86,19.86,14.41,12.61,5.28,53.37,35.84,28.89,12.4,5043,81.12,18.88
"2719","Refugio County, Texas","48391",2000,7828,47.3,6.66,44.58,26.11,21.31,17.42,16.62,10.25,31.87,38.62,17.78,4.93,3669,81.36,18.64
"2720","Roberts County, Texas","48393",2000,887,95.83,0.34,3.16,25.03,26.04,21.42,14.43,9.7,9.95,24.46,7.16,1.29,449,80.62,19.38
"2721","Robertson County, Texas","48395",2000,16000,59.88,23.94,14.74,28.22,19.88,16.43,16.97,10.21,31.87,43.96,20.64,6.19,7874,78.47,21.53
"2722","Rockwall County, Texas","48397",2000,43080,83.14,3.19,11.07,30.07,26.62,15.34,8.56,8.61,13.28,20.82,4.68,1.82,15351,94.65,5.35
"2723","Runnels County, Texas","48399",2000,11495,67.79,1.34,29.33,26.94,19.89,16.35,19.54,10.13,31.09,40.81,19.17,5.71,5400,82,18
"2724","Rusk County, Texas","48401",2000,47372,71.22,19.08,8.44,24.89,23,16.14,15.65,10.41,25.91,39.21,14.64,5.47,19867,87.4,12.6
"2725","Sabine County, Texas","48403",2000,10469,87.07,9.92,1.81,21.12,17.51,21.88,24.93,14.52,27.54,48.05,15.93,9.17,7659,58.56,41.44
"2726","San Augustine County, Texas","48405",2000,8946,67.81,27.77,3.58,23.74,19,18.71,21.38,11.29,30.09,48.05,21.18,6.96,5356,66.75,33.25
"2727","San Jacinto County, Texas","48407",2000,22246,80.79,12.57,4.87,25.17,21.51,19.63,15.94,13.18,27.41,46.29,18.82,7.46,11520,75.1,24.9
"2728","San Patricio County, Texas","48409",2000,67138,45.8,2.63,49.42,31.1,21.53,13.76,10.49,9.44,28.57,33.92,18.02,7.23,24864,88.86,11.14
"2729","San Saba County, Texas","48411",2000,6186,74.72,2.59,21.55,27.9,18.56,16.05,20.3,9.76,30,35.92,16.61,3.69,2951,77.57,22.43
"2730","Schleicher County, Texas","48413",2000,2935,54.34,1.09,43.54,27.94,22.08,16.76,16.42,6.47,39.62,42.52,21.52,1.77,1371,81.33,18.67
"2731","Scurry County, Texas","48415",2000,16361,65.23,6.01,27.77,25.16,22.6,14.63,15.44,8.69,27.68,29.31,15.98,6.03,7112,80.93,19.07
"2732","Shackelford County, Texas","48417",2000,3302,91.28,0.27,7.6,26.68,22.41,17.17,18.23,8.48,20.8,32.34,13.58,1.85,1613,80.6,19.4
"2733","Shelby County, Texas","48419",2000,25224,69.63,19.35,9.87,26.59,20.14,15.8,16.58,8.23,31.06,43.2,19.4,5.2,11955,80.26,19.74
"2734","Sherman County, Texas","48421",2000,3186,71.03,0.47,27.43,31.39,20.62,14.88,13.62,6.87,26.93,19.52,16.15,4.52,1275,88.16,11.84
"2735","Smith County, Texas","48423",2000,174706,67.88,18.96,11.17,26.61,21.41,15.19,14.08,9.89,19.79,35.52,13.78,6.53,71701,91.62,8.38
"2736","Somervell County, Texas","48425",2000,6809,84.64,0.19,13.44,28.42,24.28,15.13,13.32,9.81,22.03,22.62,8.56,4.71,2750,88.65,11.35
"2737","Starr County, Texas","48427",2000,53597,2.02,0.01,97.54,37.39,17.74,11.25,8.21,2.08,65.3,46.14,50.89,20.88,17589,81.93,18.07
"2738","Stephens County, Texas","48429",2000,9674,81.26,2.86,14.66,24.41,20.99,16.65,17.67,11.45,27.68,40.35,15.62,3.73,4893,74.82,25.18
"2739","Sterling County, Texas","48431",2000,1393,68.56,0.07,31.01,28.72,26.13,14.14,14.64,6.82,29.59,30.58,16.83,2.01,633,81.04,18.96
"2740","Stonewall County, Texas","48433",2000,1693,83.4,2.84,11.75,22.8,19.85,17.72,23.98,10.57,28.98,39.4,19.32,2.98,936,76.18,23.82
"2741","Sutton County, Texas","48435",2000,4077,47.44,0.17,51.66,28.77,24.01,15.45,12.46,7.31,35.64,35,17.96,3.49,1998,75.83,24.17
"2742","Swisher County, Texas","48437",2000,8378,57.88,5.81,35.22,27.91,19.04,14.37,15.95,8.69,30.31,37.55,17.36,5.8,3315,88.24,11.76
"2743","Tarrant County, Texas","48439",2000,1446219,61.9,12.63,19.73,28.11,24.14,13.16,8.34,8.83,18.68,27.44,10.59,4.55,565830,94.35,5.65
"2744","Taylor County, Texas","48441",2000,126555,72.69,6.51,17.64,26.6,21.01,12.99,12.42,10.65,18.77,33.46,14.55,8.24,52056,90.81,9.19
"2745","Terrell County, Texas","48443",2000,1081,48.94,0,48.57,26.55,21.65,20.54,17.58,11.19,29.08,40.52,25.21,5.28,991,44.7,55.3
"2746","Terry County, Texas","48445",2000,12761,49.77,4.84,44.09,28.35,20.92,14.45,14.58,7.33,37.45,30.58,23.25,5.71,5087,84.1,15.9
"2747","Throckmorton County, Texas","48447",2000,1850,89.46,0.05,9.35,25.19,20.59,19.51,20.54,10.86,22.64,36.43,13.47,4.4,1066,71.76,28.24
"2748","Titus County, Texas","48449",2000,28118,59.68,10.56,28.31,30.29,19.68,13.5,12.52,8.26,34.52,35.32,18.49,5.85,10675,89.48,10.52
"2749","Tom Green County, Texas","48451",2000,104010,62.98,3.96,30.71,26.08,21.11,13.95,13.43,10.78,23.75,34.11,15.2,7.4,43916,89.95,10.05
"2750","Travis County, Texas","48453",2000,812280,56.36,9.02,28.2,23.75,23.59,11.31,6.75,7.58,15.32,23.56,12.53,4.09,335881,95.5,4.5
"2751","Trinity County, Texas","48455",2000,13779,81.93,11.87,4.85,22.89,18.66,19.62,22,14.7,26.87,49.86,17.63,6.75,8141,70.3,29.7
"2752","Tyler County, Texas","48457",2000,20871,82.84,11.94,3.56,23.18,20.5,17.49,17.83,12.94,28.14,45.26,15.79,6.39,10419,74.62,25.38
"2753","Upshur County, Texas","48459",2000,35291,84.24,10.08,3.95,26.98,22.73,16.87,14.3,11.07,23.66,40.42,14.9,5.22,14930,89.02,10.98
"2754","Upton County, Texas","48461",2000,3404,54.47,1.53,42.57,29.32,22.88,16.66,14.16,8.55,32.93,39.57,19.92,5.5,1609,78.06,21.94
"2755","Uvalde County, Texas","48463",2000,25926,32.67,0.25,65.91,31.36,18.88,14.1,13.63,7.45,40.44,37.38,24.28,6.65,10166,84.19,15.81
"2756","Val Verde County, Texas","48465",2000,44856,21.7,1.36,75.46,32.06,18.84,14,10.95,8.24,41.34,33.12,26.13,11.29,16288,86.88,13.12
"2757","Van Zandt County, Texas","48467",2000,48140,88.53,2.89,6.65,25.55,21.11,18.13,17.05,11.4,27.96,41.36,13.3,5.93,20896,87.07,12.93
"2758","Victoria County, Texas","48469",2000,84088,52.91,6.11,39.2,29.14,22.44,14.46,11.96,9.13,23.76,31.52,12.94,4.66,32945,91.28,8.72
"2759","Walker County, Texas","48471",2000,61758,60.06,23.76,14.11,18,22.24,12.57,8.95,8.93,26.94,24.21,18.38,8.78,21099,86.75,13.25
"2760","Waller County, Texas","48473",2000,32663,49.87,29.07,19.42,25.67,20.86,13.75,9.37,8.04,26.14,31.44,16,13.77,11955,88.31,11.69
"2761","Ward County, Texas","48475",2000,10909,52.2,4.36,41.98,30.58,21.51,15.55,14.28,8.97,29.92,35.04,17.93,8.39,4832,82.04,17.96
"2762","Washington County, Texas","48477",2000,30373,70.84,18.45,8.71,24.71,21.28,15,16.86,9.25,27.94,31.31,12.9,4.34,13241,85.51,14.49
"2763","Webb County, Texas","48479",2000,193117,4.92,0.15,94.28,36.18,18.58,10.35,7.59,3.53,47.01,32.54,31.17,9.34,55206,91.91,8.09
"2764","Wharton County, Texas","48481",2000,41188,53.01,14.71,31.29,28.74,21.87,14.61,13.89,7.78,30.25,34.47,16.54,5.99,16606,89.12,10.88
"2765","Wheeler County, Texas","48483",2000,5284,83.01,2.59,12.57,24.89,20.63,18,20.87,9.97,27.96,46.27,12.99,1.84,2687,80.09,19.91
"2766","Wichita County, Texas","48485",2000,131664,73.29,10.06,12.23,25.15,21.84,13.05,12.7,11.6,20.11,31.45,13.19,5.87,53304,90.88,9.12
"2767","Wilbarger County, Texas","48487",2000,14676,68.7,8.71,20.54,27.9,20.26,15.12,16.18,8.5,27.81,36.51,13.06,3.76,6371,86.91,13.09
"2768","Willacy County, Texas","48489",2000,20082,11.7,2,85.69,31.63,19.44,12.51,11.59,5.32,51.25,35.35,33.21,13.81,6727,83.01,16.99
"2769","Williamson County, Texas","48491",2000,249967,73.55,4.98,17.2,29.96,25.89,11.96,7.36,9.46,11.16,20.04,4.79,2.79,90325,96.06,3.94
"2770","Wilson County, Texas","48493",2000,32408,60.87,1.11,36.52,29.17,24.18,15.75,11.47,10.84,26.24,32.62,11.32,4.88,12110,91.15,8.85
"2771","Winkler County, Texas","48495",2000,7173,53.32,1.77,44,29.83,21.83,14.11,14.33,8.25,39.68,38.55,18.68,8.21,3214,80.4,19.6
"2772","Wise County, Texas","48497",2000,48793,86.06,1.2,10.76,28.29,24.31,15.88,10.61,10.55,23.94,29.66,9.85,4.24,19242,89.27,10.73
"2773","Wood County, Texas","48499",2000,36752,86.66,6.1,5.72,21.84,19.7,19.93,20.87,14.11,23.71,38.54,14.3,8.4,17939,81.29,18.71
"2774","Yoakum County, Texas","48501",2000,7322,51.8,1.26,45.93,32.1,22.97,14.38,11.54,6.91,40.63,32.83,19.56,9.23,2974,83.02,16.98
"2775","Young County, Texas","48503",2000,17943,86.49,1.21,10.62,25,21.89,16.41,19.68,9.75,27.89,40.98,15.69,5.17,8504,84.28,15.72
"2776","Zapata County, Texas","48505",2000,12182,14.54,0.18,84.78,33.04,17.25,13.18,14.3,6.43,46.88,40.58,35.81,11.09,6167,63.58,36.42
"2777","Zavala County, Texas","48507",2000,11600,7.97,0.37,91.22,34.1,18.04,12.77,11.27,3.13,56.6,44.93,41.77,16.72,4075,84.12,15.88
"2778","Beaver County, Utah","49001",2000,6005,91.44,0.27,5.55,33.49,19.08,12.66,13.91,8.63,16.82,26.58,8.31,2.2,2660,74.51,25.49
"2779","Box Elder County, Utah","49003",2000,42745,90.58,0.15,6.53,36.09,19.89,11.68,10.39,7.25,12.22,23.85,7.12,5.25,14209,92.5,7.5
"2780","Cache County, Utah","49005",2000,91391,89.71,0.35,6.33,31.29,15.97,8.66,7.15,5.16,9.59,16.83,13.47,5.06,29035,94.86,5.14
"2781","Carbon County, Utah","49007",2000,20422,86.53,0.25,10.27,28.76,21.55,13.74,13.25,10.49,18.92,36.74,13.42,8.92,8741,84.81,15.19
"2782","Daggett County, Utah","49009",2000,921,92.62,0.43,5.1,23.24,22.58,19.11,13.46,12.6,16.3,29.75,5.46,7.75,1084,31.37,68.63
"2783","Davis County, Utah","49011",2000,238994,89.81,1.05,5.42,35.13,20.33,11.03,7.34,8.17,7.75,18.9,5.07,4.4,74114,96.07,3.93
"2784","Duchesne County, Utah","49013",2000,14371,88.82,0.13,3.53,36.78,19.64,13.76,9.39,7.44,19.01,30.48,16.81,7.76,6988,65.24,34.76
"2785","Emery County, Utah","49015",2000,10860,92.54,0.17,5.23,35.39,21.01,14.03,10.07,7.77,15.77,28.01,11.5,6.39,4093,84.73,15.27
"2786","Garfield County, Utah","49017",2000,4735,93.77,0.17,2.87,32.63,19.66,15.21,14.09,10.22,14.17,22.32,8.13,8.12,2767,56.96,43.04
"2787","Grand County, Utah","49019",2000,8485,89.19,0.21,5.55,26.89,24.05,16.05,12.5,10.23,17.48,32.15,14.8,8.81,4062,84.54,15.46
"2788","Iron County, Utah","49021",2000,33779,91.27,0.32,4.09,31.22,16.44,10.7,8.56,6.86,11.4,20.91,19.23,5.28,13618,78.04,21.96
"2789","Juab County, Utah","49023",2000,8238,95.22,0.11,2.63,38.57,17.69,11.39,9.82,7.81,17.06,29,10.43,3.55,2810,87.4,12.6
"2790","Kane County, Utah","49025",2000,6046,94.67,0.03,2.32,29.39,20.28,17.86,16.71,12.69,13.59,29.39,7.9,5.33,3767,59.38,40.62
"2791","Millard County, Utah","49027",2000,12405,90.03,0.1,7.18,37.29,19.95,13.08,12.33,7.41,13.25,26.45,13.12,5.85,4522,84.92,15.08
"2792","Morgan County, Utah","49029",2000,7129,97.31,0.03,1.44,37.07,21.35,13.68,8.7,8.43,7.44,17.59,5.19,3.85,2158,94.81,5.19
"2793","Piute County, Utah","49031",2000,1435,93.31,0.14,4.46,30.73,18.12,18.89,17.07,10.59,14.33,38.33,16.24,6.4,745,68.32,31.68
"2794","Rich County, Utah","49033",2000,1961,97.3,0,1.84,34.63,19.84,15.35,14.13,7.14,8.48,21.42,10.19,4.17,2408,26.79,73.21
"2795","Salt Lake County, Utah","49035",2000,898387,80.94,0.95,11.89,30.45,20.91,11.58,8.09,7.1,13.17,24.99,8,4.56,310988,94.9,5.1
"2796","San Juan County, Utah","49037",2000,14413,39.62,0.12,3.75,39.32,18.51,11.67,8.42,5.13,30.37,34.49,31.41,15.06,5449,75.04,24.96
"2797","Sanpete County, Utah","49039",2000,22763,90.45,0.27,6.63,33.19,17.24,11.92,10.82,7.84,15.35,25.31,15.89,6.84,7879,83.09,16.91
"2798","Sevier County, Utah","49041",2000,18842,94.22,0.26,2.55,34.5,18.89,13.74,12.88,8.97,14.16,27.27,10.77,6.3,7016,86.67,13.33
"2799","Summit County, Utah","49043",2000,29736,89.48,0.18,8.09,29.81,28.42,14.07,4.86,7.05,7.47,12.56,5.43,2.81,17489,59.08,40.92
"2800","Tooele County, Utah","49045",2000,40735,84.69,1.18,10.34,34.99,19.6,10.95,7.3,9.04,14.38,22.45,6.66,5.57,13812,91.78,8.22
"2801","Uintah County, Utah","49047",2000,25224,85.88,0.1,3.54,34.62,20.99,12.73,9.94,8.42,20.2,29.97,14.49,7.74,9040,90.56,9.44
"2802","Utah County, Utah","49049",2000,368536,89.22,0.27,7,34.05,14.99,8.35,6.38,4.65,9.13,17.68,12,4.77,104315,95.8,4.2
"2803","Wasatch County, Utah","49051",2000,15215,93.25,0.21,5.09,34.21,21.67,12.03,8.44,7.2,10.72,21.01,5.18,4.27,6564,72.26,27.74
"2804","Washington County, Utah","49053",2000,90354,91.08,0.19,5.23,31.2,16.09,12.83,16.98,10.41,12.43,25.97,11.19,5.48,36478,82.07,17.93
"2805","Wayne County, Utah","49055",2000,2509,96.01,0.16,1.99,32.36,18.77,15.94,14.43,9.25,11.45,26.35,15.43,3.31,1329,66.97,33.03
"2806","Weber County, Utah","49057",2000,196533,82.75,1.3,12.65,31,20.12,12.06,10.32,9.48,14.95,25.85,9.3,6.01,70454,93.25,6.75
"2807","Addison County, Vermont","50001",2000,35974,96.21,0.51,1.1,24.88,24.27,15.98,11.3,9.35,13.61,24.88,8.62,4.52,15312,85.34,14.66
"2808","Bennington County, Vermont","50003",2000,36994,97.09,0.4,0.93,23.67,23.57,17.84,16.67,12.83,15.1,30.56,10.05,4.61,19403,76.51,23.49
"2809","Caledonia County, Vermont","50005",2000,29702,97,0.28,0.68,25.28,23.82,16.74,14.38,11.47,17.35,32.12,12.31,6.21,14504,80.41,19.59
"2810","Chittenden County, Vermont","50007",2000,146571,94.44,0.88,1.07,23.55,25.29,14.18,9.4,8.34,9.38,21.14,8.8,4,58864,95.9,4.1
"2811","Essex County, Vermont","50009",2000,6459,96.27,0.17,0.5,25.59,23.39,18.05,15.19,12.93,25.05,35.1,13.74,6.23,4762,54.64,45.36
"2812","Franklin County, Vermont","50011",2000,45417,95.63,0.3,0.59,28.09,25.44,14.8,11.02,9.78,17.43,31.12,8.96,3.7,19191,87.36,12.64
"2813","Grand Isle County, Vermont","50013",2000,6901,97.06,0.13,0.42,24.81,27.13,19.27,12.32,11.07,15.76,28.14,7.65,3.4,4663,59.21,40.79
"2814","Lamoille County, Vermont","50015",2000,23233,96.76,0.31,0.77,24.3,24.65,16.54,11.35,9.4,13.04,25.12,9.58,4.65,11009,83.76,16.24
"2815","Orange County, Vermont","50017",2000,28226,97.54,0.23,0.58,25.61,25.62,17.28,12.8,10.78,15.94,32.93,9.13,4.39,13386,81.7,18.3
"2816","Orleans County, Vermont","50019",2000,26277,96.65,0.33,0.72,25.15,23.52,17.69,15.04,11.07,21.76,34.83,14.07,6.66,14673,71.19,28.81
"2817","Rutland County, Vermont","50021",2000,63400,97.65,0.31,0.7,23.25,24.58,17.51,14.95,11.13,15.71,32.14,10.94,4.72,32311,79.47,20.53
"2818","Washington County, Vermont","50023",2000,58039,96.1,0.45,1.26,23.49,25.41,17.25,12.86,10.61,11.59,29.48,7.96,3.22,27644,85.58,14.42
"2819","Windham County, Vermont","50025",2000,44216,96.01,0.47,1.11,23.55,25.87,18.22,13.96,11.06,12.74,31.33,9.37,3.95,27039,67.96,32.04
"2820","Windsor County, Vermont","50027",2000,57418,97.12,0.31,0.82,23.34,25.36,18.79,15.8,11.83,11.89,27.66,7.67,3.16,31621,76.41,23.59
"2821","Accomack County, Virginia","51001",2000,38305,61.86,31.43,5.38,24.33,22.13,17.44,16.68,11.18,32.07,35.18,18,7.59,19550,78.26,21.74
"2822","Albemarle County, Virginia","51003",2000,79236,83.57,9.57,2.56,24.84,25.16,16.17,12.52,9.29,12.55,21.05,6.74,3.12,33720,94.53,5.47
"2823","Alleghany County, Virginia","51005",2000,17215,92.77,5.47,0.49,22.4,22.07,20.03,17.66,12.63,23.11,39.22,10.11,5.78,7881,88.69,11.31
"2824","Amelia County, Virginia","51007",2000,11400,70.24,27.92,0.8,25.34,24.46,18.2,13.28,10.74,31.75,40.93,8.41,2.88,4609,91.99,8.01
"2825","Amherst County, Virginia","51009",2000,31894,77.27,19.65,0.96,23.47,23.03,17.75,13.79,10.37,29.42,36.18,10.69,5.02,12958,92.15,7.85
"2826","Appomattox County, Virginia","51011",2000,13705,75.72,22.85,0.47,24.68,22.4,18.93,14.78,10.75,29.29,41.48,11.39,2.87,5828,91.32,8.68
"2827","Arlington County, Virginia","51013",2000,189453,60.43,9.1,18.62,16.49,24.31,14.26,9.38,8.22,12.19,24.21,7.76,2.8,90426,95.49,4.51
"2828","Augusta County, Virginia","51015",2000,65615,94.44,3.59,0.94,23.72,25.63,18.52,12.85,10.99,21.83,29.9,5.8,2.48,26738,92.82,7.18
"2829","Bath County, Virginia","51017",2000,5048,92.02,6.28,0.36,21.04,23.47,21.32,16.72,9.73,26.05,43.32,7.79,4.24,2896,70.89,29.11
"2830","Bedford County, Virginia","51019",2000,60371,91.7,6.21,0.74,24.02,26.13,19.13,12.82,11.83,19.88,31.06,7.11,2.93,26841,88.81,11.19
"2831","Bland County, Virginia","51021",2000,6871,94.53,4.15,0.47,19.41,24.39,19.59,14.45,13.45,29.08,50.23,12.36,4.5,3161,81.24,18.76
"2832","Botetourt County, Virginia","51023",2000,30496,94.55,3.5,0.59,23.41,26.62,20.05,13.16,11.92,18.58,29.87,5.19,2.75,12571,93.07,6.93
"2833","Brunswick County, Virginia","51025",2000,18419,41.42,56.55,1.25,20.45,23.73,16.72,14.54,10.44,36.85,40.5,16.54,7.22,7541,83.24,16.76
"2834","Buchanan County, Virginia","51027",2000,26978,96.4,2.62,0.47,21.4,25.8,19.3,11.46,5.96,47.14,74.01,23.17,8.34,11887,88.03,11.97
"2835","Buckingham County, Virginia","51029",2000,15623,58.79,38.87,0.81,22.4,25.01,17.21,13.56,9.8,37.23,36.69,19.96,5.48,6290,84.64,15.36
"2836","Campbell County, Virginia","51031",2000,51078,82.81,14.61,0.83,23.96,23.46,18.16,13.47,11.13,26.57,34.63,10.59,3.05,22088,93.44,6.56
"2837","Caroline County, Virginia","51033",2000,22121,61.98,34.18,1.33,24.75,23.9,17.83,12.92,10.96,28.65,34.84,9.35,4.37,8889,90.24,9.76
"2838","Carroll County, Virginia","51035",2000,29245,97.23,0.44,1.64,21.08,22.63,18.9,17,9.82,35.69,47.09,12.46,6.13,14680,83.01,16.99
"2839","Charles City County, Virginia","51036",2000,6926,35.43,54.79,0.65,22.13,26.35,20.01,12.62,10.5,34.32,41.65,10.64,3.7,2895,92.23,7.77
"2840","Charlotte County, Virginia","51037",2000,12472,64.57,32.77,1.65,24.32,21.86,17.82,17.5,9.21,36.77,45.44,18.13,5.58,5734,86.34,13.66
"2841","Chesterfield County, Virginia","51041",2000,259903,75.44,17.62,2.93,28.25,26.97,16.07,8.08,10.43,11.87,22.23,4.54,3.16,97707,95.97,4.03
"2842","Clarke County, Virginia","51043",2000,12652,90.28,6.7,1.46,23.38,26.14,19.33,14.59,12.21,17.95,26.96,6.57,2.09,5388,91.72,8.28
