name1,name2,street1,street2,city,state,zip,zip4,category,countyGEOID,countyName,source,Longitude,Latitude,
Serenity Lane,NA,1 Serenity Lane,NA,Eugene,OR,97408,NA,naltrexone/vivitrol,41039,Lane,SAMHSA,44.1424011,-123.0584051,44.1424011
Allied Health Services,NA,324 NW Davis Street,NA,Portland,OR,97209,3925,naltrexone/vivitrol,41051,Multnomah,SAMHSA,45.5243008,-122.6741198,45.5243008
Central City Concern Recovery Center,NA,726 West Burnside Street,NA,Portland,OR,97209,NA,naltrexone/vivitrol,41051,Multnomah,SAMHSA,45.5228375,-122.6779495,45.5228375
OHSU Avel Gordly Ctr for Healing,NA,621 SW Alder Street,Suite 520,Portland,OR,97205,NA,naltrexone/vivitrol,41051,Multnomah,SAMHSA,45.5200809,-122.6788847,45.5200809
Emergence,NA,1040 Oak Street,NA,Eugene,OR,97401,NA,naltrexone/vivitrol,41039,Lane,SAMHSA,44.04831343,-123.0912104,44.04831343
Lifeline Connections,Main Campus,1601 East 4th Plain Boulevard,Building 17,Vancouver,WA,98661,NA,naltrexone/vivitrol,53011,Clark,SAMHSA,45.6365699,-122.6572505,45.6365699
VA Portland Healthcare System,Substance Abuse Treatment Program,1601 East 4th Plain Boulevard,NA,Vancouver,WA,98661,NA,naltrexone/vivitrol,53011,Clark,SAMHSA,45.6365699,-122.6572505,45.6365699
Choice Wellness Centers LLC,NA,1009 Officers Row,NA,Vancouver,WA,98661,NA,naltrexone/vivitrol,53011,Clark,SAMHSA,45.628523,-122.661348,45.628523
Open Door Recovery Center,Hills House,8 Old Mill Road,NA,Ellsworth,ME,4605,NA,naltrexone/vivitrol,23009,Hancock,SAMHSA,44.563377,-68.440349,44.563377
Madrona Recovery,NA,7000 SW Varns Street,NA,Portland,OR,97223,NA,naltrexone/vivitrol,41067,Washington,SAMHSA,45.423278,-122.7488104,45.423278
CODA Inc,Tigard Recovery Center,11970 SW Greenburg Road,NA,Portland,OR,97223,NA,naltrexone/vivitrol,41067,Washington,SAMHSA,45.4336618,-122.7675618,45.4336618
Recovery Works NW LLC,NA,12540 SW Main Street,Suite 202,Portland,OR,97223,6198,naltrexone/vivitrol,41067,Washington,SAMHSA,45.4295327,-122.7727398,45.4295327
Ideal Option PLLC,NA,9735 SW Shady Lane,Suite 103,Portland,OR,97223,NA,naltrexone/vivitrol,41067,Washington,SAMHSA,45.442479,-122.776646,45.442479
Hazelden Betty Ford Foundation,Beaverton,6600 SW 105th Avenue,Suite 120,Beaverton,OR,97008,8832,naltrexone/vivitrol,41067,Washington,SAMHSA,45.4728997,-122.7850137,45.4728997
ADAPT,OTP Program,548 SE Jackson Street,Suite 100,Roseburg,OR,97470,NA,naltrexone/vivitrol,41019,Douglas,SAMHSA,43.2092449,-123.3441281,43.2092449
Center of Excellence in,Co Occurring Medicine,12655 SW Center Street,Suite 150,Beaverton,OR,97005,NA,naltrexone/vivitrol,41067,Washington,SAMHSA,45.4939867,-122.8066295,45.4939867
VA Roseburg Healthcare System,NA,913 NW Garden Valley Boulevard,NA,Roseburg,OR,97471,NA,naltrexone/vivitrol,41019,Douglas,SAMHSA,43.2270692,-123.3650574,43.2270692
Pacific Ridge,NA,1587 Pacific Ridge Lane SE,NA,Jefferson,OR,97352,9654,naltrexone/vivitrol,41047,Marion,SAMHSA,44.797121,-123.029135,44.797121
Recovery Village Ridgefield,NA,888 South Hillhurst Road,NA,Ridgefield,WA,98642,NA,naltrexone/vivitrol,53011,Clark,SAMHSA,45.8088551,-122.7349565,45.8088551
Amazing Treatment,NA,525 Ferry Street SE,Suite 203,Salem,OR,97301,NA,naltrexone/vivitrol,41047,Marion,SAMHSA,44.9386563,-123.0371493,44.9386563
Odyssey Complete Comm Behav Hlth,NA,465 Commercial Street NE,Suite 150,Salem,OR,97301,NA,naltrexone/vivitrol,41047,Marion,SAMHSA,44.9446258,-123.0390028,44.9446258
Hazelden Betty Ford Foundation,NA,1901 Esther Street,NA,Newberg,OR,97132,NA,naltrexone/vivitrol,41071,Yamhill,SAMHSA,45.3138865,-122.9598344,45.3138865
Ideal Option PLLC,Auburn,1811 Howard Road,Suite 101,Auburn,WA,98002,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.2924252,-122.2126607,47.2924252
Northwest Integrated Health,Puyallup Clinic,3800 3rd Street SE,NA,Puyallup,WA,98374,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.1555324,-122.2907585,47.1555324
Valley Cities,Auburn Clinic,2704 I Street NE,NA,Auburn,WA,98002,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.3309765,-122.2188084,47.3309765
We Care Daily Clinics,NA,3320 Auburn Way North,NA,Auburn,WA,98002,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.3365748,-122.2200828,47.3365748
Multicare Health System,NA,325 East Pioneer Avenue,NA,Puyallup,WA,98372,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.1907927,-122.2900124,47.1907927
Sound,NA,4238 Auburn Way North,NA,Auburn,WA,98002,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.3453613,-122.2216404,47.3453613
Evergreen Health Recovery Center,NA,17880 147th Street SE,NA,Monroe,WA,98272,NA,naltrexone/vivitrol,53061,Snohomish,SAMHSA,47.8633668,-121.991761,47.8633668
Valley Cities,Kent Clinic,325 West Gowe Street,NA,Kent,WA,98032,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.3810785,-122.2358073,47.3810785
Associated Behavioral Healthcare Inc,Kent,841 Central Avenue North,Suite C-215,Kent,WA,98032,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.389759,-122.2316773,47.389759
CODA Inc,Hillsboro Recovery Center,720 SE Washington Street,NA,Hillsboro,OR,97123,NA,naltrexone/vivitrol,41067,Washington,SAMHSA,45.5210416,-122.9786789,45.5210416
De Paul Treatment Centers Inc,NA,203 SE 3rd Avenue,NA,Hillsboro,OR,97123,NA,naltrexone/vivitrol,41067,Washington,SAMHSA,45.5212448,-122.9861847,45.5212448
Valley Cities,Renton Clinic,221 Wells Avenue South,NA,Renton,WA,98057,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.4803863,-122.2057765,47.4803863
Prosperity Wellness Center,NA,5001 112th Street East,NA,Tacoma,WA,98446,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.1547799,-122.3616535,47.1547799
Therapeutic Health Services,Eastside Branch,1412 140th Place NE,NA,Bellevue,WA,98007,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.597386,-122.151518,47.597386
Benton County Heath Department,Substance Use Disorder Program,530 NW 27th Street,NA,Corvallis,OR,97339,NA,naltrexone/vivitrol,41003,Benton,SAMHSA,44.5732838,-123.2814888,44.5732838
Sound,NA,14216 NE 21st Street,NA,Bellevue,WA,98007,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6290639,-122.1500614,47.6290639
Valley Cities,Federal Way,1336 South 336th Street,NA,Federal Way,WA,98003,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.3010486,-122.3159487,47.3010486
Evergreen at Northpoint,PHP/IOP,13037 NE Bel Red Road,Suite 102-A,Bellevue,WA,98005,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6213967,-122.1658105,47.6213967
Cowlitz Tribal Health Seattle,Substance Use Disorder Program,15455 65th Avenue South,NA,Seattle,WA,98188,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.4633992,-122.2527846,47.4633992
Sound,Tukwila,6100 Southcenter Boulevard,NA,Seattle,WA,98188,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.4632637,-122.256744,47.4632637
Hotel California by the Sea,Bellevue,1601 114th Avenue SE,Suite 180,Bellevue,WA,98004,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.5972489,-122.1917014,47.5972489
Valley Cities,Midway Clinic,26401 Pacific Highway South,NA,Seattle,WA,98198,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.365147,-122.306226,47.365147
Amazing Treatment,NA,110 North Monmouth Street,NA,Monmouth,OR,97361,NA,naltrexone/vivitrol,41053,Polk,SAMHSA,44.8487626,-123.2376053,44.8487626
Hotel California by the Sea,Bellevue,7810 130th Avenue SE,NA,Kirkland,WA,98033,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6739048,-122.1662427,47.6739048
Associated Behavioral Healthcare Inc,Bellevue,1800 112th Avenue NE,Suite 150-W,Bellevue,WA,98004,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6272354,-122.189886,47.6272354
Pioneer Human Services,Co-Occurring Residential Program,11900 Beacon Avenue South,NA,Seattle,WA,98178,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.4965023,-122.2598907,47.4965023
Prosperity Wellness Center,OP Services,12201 Pacific Avenue South,NA,Tacoma,WA,98444,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.1456668,-122.4335169,47.1456668
Valley Cities,Rainier Beach Clinic,8444 Rainier Avenue South,NA,Seattle,WA,98118,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.5266748,-122.2696197,47.5266748
Ideal Option PLLC,Tukwila,2801 South 128th Street,NA,Seattle,WA,98168,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.4884132,-122.296457,47.4884132
Residence XII for Women,NA,12029 113th Avenue NE,NA,Kirkland,WA,98034,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.70805173,-122.1904723,47.70805173
Lakeside Milam Recovery Centers,Kirkland Inpatient,10322 NE 132nd Street,NA,Kirkland,WA,98034,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.719453,-122.202813,47.719453
Tacoma Detoxification Center,NA,721 South Fawcett Avenue,Room 100,Tacoma,WA,98402,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.2493,-122.44,47.2493
Pierce County Alliance,NA,510 Tacoma Avenue South,NA,Tacoma,WA,98402,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.2585371,-122.4459287,47.2585371
VA Puget Sound Healthcare System,Seattle Division,1660 South Columbian Way,Mail Stop S-116-ATC,Seattle,WA,98108,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.5631321,-122.3082573,47.5631321
Navos,Co Occurring Disorders Program,1210 SW 136th Street,NA,Seattle,WA,98166,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.4817875,-122.3498483,47.4817875
Multicare Behavioral Health,NA,2201 South 19th Street,Suite 104,Tacoma,WA,98405,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.2430965,-122.4661263,47.2430965
Schick Shadel Hospital,Substance Abuse Program,12101 Ambaum Boulevard SW,NA,Seattle,WA,98146,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.4942732,-122.3507648,47.4942732
Valley Cities,Recovery Place Seattle,1701 18th Avenue South,NA,Seattle,WA,98118,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.5881006,-122.3101472,47.5881006
Seattle Indian Health Board,NA,611 12th Avenue South,NA,Seattle,WA,98144,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.5972829,-122.3179333,47.5972829
Sound,Capitol Hill,1600 East Olive Street,NA,Seattle,WA,98122,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6167509,-122.3104599,47.6167509
Sound,Capitol Hill North,122 16th Avenue East,NA,Seattle,WA,98122,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6189251,-122.3110379,47.6189251
Harborview Medical Ctr Addictions Prog,NA,401 Broadway Avenue,NA,Seattle,WA,98104,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6054787,-122.3213825,47.6054787
Therapeutic Health Services,Seneca Branch,1300 Spring Street,NA,Seattle,WA,98101,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6112925,-122.3235811,47.6112925
Therapeutic Health Services,Summit Branch,1116 Summit Avenue,NA,Seattle,WA,98101,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6115993,-122.3238161,47.6115993
Catholic Community Services,CReW Program,1902 2nd Avenue,Suite 208,Seattle,WA,98101,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6113716,-122.3404463,47.6113716
Valley Cities,Pike Place Clinic,1537 Western Avenue,NA,Seattle,WA,98101,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.608984,-122.342247,47.608984
VA Puget Sound Healthcare System,American Lake Division,9600 Veterans Drive SW,NA,Tacoma,WA,98493,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.1420307,-122.5642905,47.1420307
Valley Cities,Lake City Clinic,12736 33rd Avenue NE,NA,Seattle,WA,98125,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.7223248,-122.2918447,47.7223248
Edgewood Behavioral Health,NA,1200 Westlake Avenue North,Suite 508,Seattle,WA,98109,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.6300119,-122.3395899,47.6300119
Northwest Integrated Health,Tacoma,5929 Westgate Boulevard,Suite A,Tacoma,WA,98406,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.2675132,-122.5176013,47.2675132
Associated Behavioral Healthcare Inc,West Seattle Branch,4700 42nd Avenue SW,Suite 470,Seattle,WA,98116,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.5608622,-122.3847478,47.5608622
Associated Behavioral Healthcare Inc,North Seattle Facility,2111 North Northgate Way,Suite 212,Seattle,WA,98133,9018,naltrexone/vivitrol,53033,King,SAMHSA,47.7084091,-122.3333163,47.7084091
Valley Cities,Meridian Center for Health,10521 Meridian Avenue North,NA,Seattle,WA,98133,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.7059831,-122.3346171,47.7059831
Therapeutic Health Services,Snohomish/Everett,9930 Evergreen Way,Building Z-150,Everett,WA,98204,NA,naltrexone/vivitrol,53061,Snohomish,SAMHSA,47.9078052,-122.2433936,47.9078052
Catholic Community Services,Recovery Center/Everett,2610 Wetmore Avenue,NA,Everett,WA,98201,NA,naltrexone/vivitrol,53061,Snohomish,SAMHSA,47.982681,-122.2076194,47.982681
Drug and Alcohol Treatment Services,Providence Regional Med Ctr/Everett,916 Pacific Avenue,NA,Everett,WA,98201,NA,naltrexone/vivitrol,53061,Snohomish,SAMHSA,47.9755181,-122.2167114,47.9755181
Valley Cities,Aurora Clinic,13555 Aurora Avenue North,NA,Seattle,WA,98133,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.7285127,-122.3454918,47.7285127
Catholic Community Services,Recovery Center,1227 2nd Street,NA,Marysville,WA,98270,NA,naltrexone/vivitrol,53061,Snohomish,SAMHSA,48.0501898,-122.1807565,48.0501898
Swedish Medical Center/Ballard,Addiction Recovery Services,5300 Tallman Avenue NW,NA,Seattle,WA,98107,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.667576,-122.379747,47.667576
Ideal Option PLLC,Mountlake Terrace,22000 64th Avenue West,Suite 2-F,Mountlake Terrace,WA,98043,NA,naltrexone/vivitrol,53061,Snohomish,SAMHSA,47.7991269,-122.3198001,47.7991269
Therapeutic Health Services,Shoreline Branch,16715 Aurora Avenue North,Suite 102,Seattle,WA,98133,NA,naltrexone/vivitrol,53033,King,SAMHSA,47.751009,-122.345986,47.751009
Stillaguamish Tribe,Behavioral Health Programs,5700 172nd Street NE,Suite B,Arlington,WA,98223,NA,naltrexone/vivitrol,53061,Snohomish,SAMHSA,48.1520208,-122.1548385,48.1520208
Gig Harbor Counseling,Branch of Olalla Recovery Centers,5122 Olympic Drive NW,Suite A-105,Gig Harbor,WA,98335,NA,naltrexone/vivitrol,53053,Pierce,SAMHSA,47.304966,-122.58403,47.304966
Olalla Recovery Centers,NA,12850 Lala Cove Lane SE,NA,Olalla,WA,98359,NA,naltrexone/vivitrol,53035,Kitsap,SAMHSA,47.4326246,-122.5445851,47.4326246
American Behavioral Health Systems,Chehalis,500 SE Washington Avenue,NA,Chehalis,WA,98532,NA,naltrexone/vivitrol,53041,Lewis,SAMHSA,46.6592389,-122.9581744,46.6592389
Cascade Mental Healthcare,Chehalis,135 West Main Street,NA,Chehalis,WA,98532,NA,naltrexone/vivitrol,53041,Lewis,SAMHSA,46.6615584,-122.966064,46.6615584
United Indian Health Services,NA,1600 Weeot Way,NA,Arcata,CA,95521,NA,naltrexone/vivitrol,6023,Humboldt,SAMHSA,40.8972409,-124.0860229,40.8972409
Northwest Resources II Inc,NA,200 Lilly Road NE,Suite C,Olympia,WA,98506,NA,naltrexone/vivitrol,53067,Thurston,SAMHSA,47.0489449,-122.8440981,47.0489449
Alcohol/Drug Care Services Inc,Waterfront Recovery Services,2413 2nd Street,NA,Eureka,CA,95501,NA,naltrexone/vivitrol,6023,Humboldt,SAMHSA,40.8065908,-124.1456629,40.8065908
Suquamish Tribe Wellness Center,NA,18490 Suquamish Way,Suite 107,Suquamish,WA,98392,NA,naltrexone/vivitrol,53035,Kitsap,SAMHSA,47.7283365,-122.5586759,47.7283365
Humboldt Recovery Center Inc,NA,905 L Street,1116 and 1120 9th Street,Eureka,CA,95502,NA,naltrexone/vivitrol,6023,Humboldt,SAMHSA,40.799459,-124.1583701,40.799459
Aroostook Mental Health Center,Outpatient Substance Abuse Services,104 East Main Street,NA,Fort Kent,ME,4743,NA,naltrexone/vivitrol,23003,Aroostook,SAMHSA,47.2593541,-68.5900703,47.2593541
Pioneer Center North,Branch of Pioneer Human Services,1960 Thompson Drive,NA,Sedro Woolley,WA,98284,NA,naltrexone/vivitrol,53057,Skagit,SAMHSA,48.5269716,-122.2107754,48.5269716
Ideal Option PLLC,Burlington,1162 South Burlington Boulevard,NA,Burlington,WA,98233,NA,naltrexone/vivitrol,53057,Skagit,SAMHSA,48.4634733,-122.335272,48.4634733
Catholic Community Services,Recovery Center,614 Peterson Road,NA,Burlington,WA,98233,NA,naltrexone/vivitrol,53057,Skagit,SAMHSA,48.471407,-122.3431159,48.471407
Aroostook Mental Health Center,Outpatient Substance Abuse Services,88 Fox Street,Suite 101,Madawaska,ME,4756,NA,naltrexone/vivitrol,23003,Aroostook,SAMHSA,47.35259161,-68.34765397,47.35259161
Aroostook Mental Health Center,Outpatient Substance Abuse Services,11 Mill Street,NA,Houlton,ME,4730,NA,naltrexone/vivitrol,23003,Aroostook,SAMHSA,46.126553,-67.843578,46.126553
Aroostook Mental Health Center,Outpatient Substance Abuse Services,1 Edgemont Drive,NA,Presque Isle,ME,4769,NA,naltrexone/vivitrol,23003,Aroostook,SAMHSA,46.691469,-68.029965,46.691469
Didgwalic Program CD Services,NA,8212 March Point Road,NA,Anacortes,WA,98221,NA,naltrexone/vivitrol,53057,Skagit,SAMHSA,48.4620931,-122.5665143,48.4620931
Didgwalic Wellness Center,NA,8212 South March Point Road,NA,Anacortes,WA,98221,NA,naltrexone/vivitrol,53057,Skagit,SAMHSA,48.4620931,-122.5665143,48.4620931
Catholic Community Services,Recovery Center/Bellingham,515 Lakeway Drive,NA,Bellingham,WA,98225,NA,naltrexone/vivitrol,53073,Whatcom,SAMHSA,48.7452181,-122.4683765,48.7452181
Aroostook Mental Health Center,Outpatient Substance Abuse Services,43 Hatch Drive,Suite 210,Caribou,ME,4736,NA,naltrexone/vivitrol,23003,Aroostook,SAMHSA,46.8593487,-68.0124864,46.8593487
Lake Whatcom Residential and Trt Ctr,NA,3600 Meridian Street,NA,Bellingham,WA,98225,NA,naltrexone/vivitrol,53073,Whatcom,SAMHSA,48.7790886,-122.4857041,48.7790886
Lummi Counseling Services,NA,2616 Kwina Road,NA,Bellingham,WA,98226,9291,naltrexone/vivitrol,53073,Whatcom,SAMHSA,48.7938779,-122.6261148,48.7938779
Awakenings by the Sea,NA,1325 North Holladay Drive,NA,Seaside,OR,97138,NA,naltrexone/vivitrol,41007,Clatsop,SAMHSA,46.002766,-123.919448,46.002766
Willapa Counseling Center,Raymond,300 Ocean Avenue,NA,Raymond,WA,98577,NA,naltrexone/vivitrol,53049,Pacific,SAMHSA,46.6812857,-123.735879,46.6812857
Lifeline Connections,South Bend,1006 Robert Bush Drive West,NA,South Bend,WA,98586,NA,naltrexone/vivitrol,53049,Pacific,SAMHSA,46.6654278,-123.8107396,46.6654278
Regional Medical Center,NA,43 South Lubec Road,NA,Lubec,ME,4652,NA,naltrexone/vivitrol,23029,Washington,SAMHSA,44.82417852,-66.99284496,44.82417852
Eastport Healthcare Inc,NA,30 Boynton Street,P.O. Box H,Eastport,ME,4631,NA,naltrexone/vivitrol,23029,Washington,SAMHSA,44.9049014,-66.9877798,44.9049014
Lifeline Connections,Aberdeen,311 South I Street,NA,Aberdeen,WA,98520,NA,naltrexone/vivitrol,53027,Grays Harbor,SAMHSA,46.9734517,-123.8155084,46.9734517
Discover Recovery,NA,800 Washington Avenue North,NA,Long Beach,WA,98631,NA,naltrexone/vivitrol,53049,Pacific,SAMHSA,46.3566001,-124.0515476,46.3566001
HarborCrest Behavioral Health,Grays Harbor Community Hospital,1006 North H Street,2nd Floor,Aberdeen,WA,98520,NA,naltrexone/vivitrol,53027,Grays Harbor,SAMHSA,46.9813303,-123.8204535,46.9813303
Willapa Counseling Center,Long Beach,2204 Pacific Avenue North,NA,Long Beach,WA,98631,NA,naltrexone/vivitrol,53049,Pacific,SAMHSA,46.3667638,-124.0536812,46.3667638
Free by the Sea,Sunset View Freedom Center,25517 Park Avenue,NA,Ocean Park,WA,98640,NA,naltrexone/vivitrol,53049,Pacific,SAMHSA,46.4878932,-124.0538507,46.4878932
Shoalwater Bay Indian Tribe,Counseling/CD Program,2373 Old Tokeland Road,Building E,Tokeland,WA,98590,NA,naltrexone/vivitrol,53049,Pacific,SAMHSA,46.7209903,-124.0149259,46.7209903
Specialty Services II,NA,825 East 5th Street,NA,Port Angeles,WA,98362,NA,naltrexone/vivitrol,53009,Clallam,SAMHSA,48.1101099,-123.422759,48.1101099
Peninsula Behavioral Health,NA,118 East 8th Street,NA,Port Angeles,WA,98362,NA,naltrexone/vivitrol,53009,Clallam,SAMHSA,48.1122743,-123.4381435,48.1122743
Ketchikan Indian Community,Tribal Clinic Behavioral Health Dept,201 Deermount Street,NA,Ketchikan,AK,99901,NA,naltrexone/vivitrol,2130,Ketchikan Gateway,SAMHSA,55.3398819,-131.636823,55.3398819
KAR House,Residential Substance Abuse Program,126 Washington Street,Suite 100,Ketchikan,AK,99901,NA,naltrexone/vivitrol,2130,Ketchikan Gateway,SAMHSA,55.3499094,-131.671861,55.3499094
Akeela Inc,Gateway Center for Human Services,3050 5th Avenue,NA,Ketchikan,AK,99901,NA,naltrexone/vivitrol,2130,Ketchikan Gateway,SAMHSA,55.3539858,-131.6850816,55.3539858
SEARHC,NA,7300 Klawock Hollis Highway,NA,Klawock,AK,99925,NA,naltrexone/vivitrol,2198,Prince of Wales-Hyder,SAMHSA,55.5526383,-133.0868903,55.5526383
Puerto Rico Addiction Medical Servs,(PRAMS,Carretera 21 S 3 Suite 1- 2 Piso,Urbanizacion Las Lomas,San Juan,PR,921,NA,naltrexone/vivitrol,NA,NA,SAMHSA,18.3934227,-66.0909634,18.3934227
VA Caribbean Healthcare System,NA,10 Calle Casia,NA,San Juan,PR,921,3201,naltrexone/vivitrol,NA,NA,SAMHSA,18.3906316,-66.0790224,18.3906316
Centro Detox y Trt Metadona SJ,Pabellon G,Calle Maga Final Centro Medico,Terrenos Hospital Psiquiatria,San Juan,PR,921,NA,naltrexone/vivitrol,NA,NA,SAMHSA,18.3905042,-66.0765549,18.3905042
Rainforest Recovery Center,Bartlett Regional Hospital,3250 Hospital Drive,NA,Juneau,AK,99801,NA,naltrexone/vivitrol,2110,Juneau,SAMHSA,58.3282947,-134.4638151,58.3282947
JAMHI Health and Wellness Inc,Midtown Clinic,1944 Allen Court,NA,Juneau,AK,99801,NA,naltrexone/vivitrol,2110,Juneau,SAMHSA,58.355,-134.49,58.355
Ideal Option PLLC,Juneau,8585 Old Dairy Road,Suite 200,Juneau,AK,99801,NA,naltrexone/vivitrol,2110,Juneau,SAMHSA,58.3636697,-134.5751445,58.3636697
Seaview Community Services,Integrated Behavioral Health Program,302 Railway Avenue,NA,Seward,AK,99664,NA,naltrexone/vivitrol,2122,Kenai Peninsula,SAMHSA,60.1005494,-149.441679,60.1005494
Ideal Option PLLC,Wasilla AK,5431 East Mayflower Lane,Unit 4,Wasilla,AK,99654,NA,naltrexone/vivitrol,2170,Matanuska-Susitna,SAMHSA,61.5857899,-149.313443,61.5857899
Community Medical Services,Wasilla,2521 East Mountain Village Drive,Suite F,Wasilla,AK,99654,NA,naltrexone/vivitrol,2170,Matanuska-Susitna,SAMHSA,61.5734207,-149.3878624,61.5734207
Volunteers of America Alaska,ARCH,8012 Stewart Mountain Drive,NA,Eagle River,AK,99577,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.2896499,-149.5244856,61.2896499
Ideal Option PLLC,NA,1221 Noble Street,Suite 101,Fairbanks,AK,99701,NA,naltrexone/vivitrol,2090,Fairbanks North Star,SAMHSA,64.8375168,-147.7130099,64.8375168
Interior AIDS Association,Interior Medication Assisted Treatment,710 3rd Avenue,NA,Fairbanks,AK,99701,NA,naltrexone/vivitrol,2090,Fairbanks North Star,SAMHSA,64.8430979,-147.7252387,64.8430979
Southcentral Foundation,Dena A Coy,4130 San Ernesto Avenue,NA,Anchorage,AK,99508,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.212492,-149.802567,61.212492
Chris Kyle Patriots Hospital,NA,1650 South Bragaw Street,NA,Anchorage,AK,99508,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.2056056,-149.8098304,61.2056056
Providence Alaska Medical Center,Providence Breakthrough,3760 Piper Street,Suite 1108,Anchorage,AK,99508,5234,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.185921,-149.8263619,61.185921
Cornerstone Recovery,Christian Health Associates,1825 Academy Drive,NA,Anchorage,AK,99507,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.1378218,-149.8480606,61.1378218
Ideal Option PLLC,NA,2421 East Tudor Road,Suite 108,Anchorage,AK,99508,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.1813498,-149.835451,61.1813498
Integrated Wellness and Recovery,NA,3820 Lake Otis Parkway,Suite 112,Anchorage,AK,99508,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.1855744,-149.8390119,61.1855744
Wisdom Traditions Counseling Services,DBA Alaska Wisdom Recovery,401 West International Airport Road,Suite 27,Anchorage,AK,99518,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.1746144,-149.8911883,61.1746144
Alaska VA Healthcare System,NA,3001 C Street,NA,Anchorage,AK,99503,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.1933858,-149.8853391,61.1933858
Akeela Inc,Stepping Stones/Womens Resid Fac,- - -,NA,Anchorage,AK,99503,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.1877,-149.889,61.1877
Salvation Army Clitheroe Center,Womens Residential,1700 A Street,NA,Anchorage,AK,99501,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.2050924,-149.8837978,61.2050924
Volunteers of America Alaska,Assist,2600 Cordova Street,Suite 101,Anchorage,AK,99503,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.191144,-149.8902415,61.191144
Salvation Army Clitheroe Center,Mens Residential,8000 West End Road,NA,Anchorage,AK,99515,NA,naltrexone/vivitrol,2020,Anchorage,SAMHSA,61.1756719,-150.0215222,61.1756719
Peninsula Community Health Servs of AK,NA,230 East Marydale Avenue,NA,Soldotna,AK,99669,NA,naltrexone/vivitrol,2122,Kenai Peninsula,SAMHSA,60.4954647,-151.0644344,60.4954647
Ideal Option PLLC,Kenai AK,416 Frontage Road,Suite 400,Kenai,AK,99611,NA,naltrexone/vivitrol,2122,Kenai Peninsula,SAMHSA,60.5560641,-151.2427657,60.5560641
