Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
CENTRAL STATE GRIFFIN MEMORIAL HOSP,SUBSTANCE ABUSE PROGRAM,P.O. BOX 151,,,NORMAN,OK,73069.0,(405)321-4880EXT.211,Drug,1790OK73069
DRUG RECOVERY INC,,1501 NE 11TH STREET,,,OKLAHOMA CITY,OK,73117.0,(405)424-4347,Drug,0720OK73117
HOPE COMMUNITY SERVICES,,4500 SOUTH MAY AVENUE,,,OKLAHOMA CITY,OK,73119.0,(405)682-4516,Drug,0445OK73119
KATE BARl�ARD COMMUNITY TREATMENT,CENTER SUBSTANCE ABUSE PROGRAM,3200 NW 39TH STREET,,,OKLAHOMA CITY,OK,73112.0,(403)942-8987EXT.32,Alcoholism/Drug,5504OK73112
NATIVE AtlERICAN CENTER,YOUTH SERVICES,1335 WEST SHERIDAN,,,OKLAHOMA CITY,OK,73109.0,(405)235-5563,Drug,4167OK73109
OKLAHOMA CITY CMHC,,4921 NORTH LINCOLN BOULEVARD,,,OKLAHOMA CITY,OK,73105.0,(405)524-8687,Alcoholism/Drug,4490OK73105
RED ROCK COMP MENTAL HEALTH CENTER,,214 EAST t1ADISON,,,OKLAHOMA CITY,OK,73105.0,(405)524-7711,Alcoholism/Drug,2491OK73105
MH SERVICES OF SOUTHERN OKLAHOMA,PAULS VALLEY CLINIC,208 WEST GRANT,,,PAULS VALLEY,OK,73075.0,(405)238-7311,Alcoholism/Drug,0370OK73075
BI-STATE MENTAL HEALTH FOUNDATION,DRUG ABUSE UNIT,1500 NORTH SIXTH STREET,P.O. BOX 951,,PONCA CITY,OK,74601.0,(405)762-7561,Alcoholism/Drug,4134OK74601
THE SOCIAL DEVELOPMENT CENTER,,309 EAST HARTFORD,,,PONCA CITY,OK,74601.0,(405)762-6617,Alcoholism/Drug,1037OK74601
MH SERVICES OF SOUTHERN OKLAHOMA,SEMINOLE CLINIC,215 EAST EVANS,,,SEMINOLE,OK,74868.0,(405)382-6604,Alcoholism/Drug,7505OK74868
PAYNE COUNTY VOLUNTEER PROGRAM FOR,MISDEMENANTS INC,,PAYNE COUNTY COURTHOUSE,ROOM 208,STILLWATER,OK,74074.0,(405)372-0198,Alcoholism/Drug,9335OK74074
MH SERVICES OF SOUTHERN OKLAHOMA,SULPHUR CLINIC,,THIRD AND WEST VINITA,,SULPHUR,OK,73086.0,(405)622-6171,Alcohol1sm/Drug,8771OK73086
CHEROKEE NATION SUBSTANCE,ABUSE PROGRAM,P.O. BOX 948,,,TAHLEQUAH,OK,74464.0,(918)456-0671,Alcoholism/Drug,1399OK74464
TAHLEQUAA CMHC,,P.O. BOX 894,,,TAHLEQUAH,OK,74464.0,(918)456-6061,Drug,3605OK74464
MENTAL HEALTH SERVICES OF SO OKLA,,401 WEST EIGHTH STREET,,,TISHOMIN50,OK,73460.0,(405)371-2311,Alcoholism/Drug,2271OK73460
U S P H S INDIAN HEALTH CENTER,,901 EAST SIXTH,,,TISHOMINGO,OK,73460.0,(405)371-2392,Alcoholism/Drug,1379OK73460
BRIGHT SKY,,2525 EAST 21ST STREET,,,TULSA,OK,74114.0,(918)742-0028,Drug,3271OK74114
WOMENS TASK FORCE ON ALCOHOLISM,AND SUBSTANCE ABUSE,2524 EAST 41ST STREET,PROBATION DEPARTMENT,,TULSA,OK,74105.0,(918)749-0828,Alcoholism/Drug,1604OK74105
NORTHEAST OKLAHOMA HUMAN,DEVELOPMENT SERVICES,310 SOUTH SCRAPER,,,VINITA,OK,74301.0,(918)256-6476,Alcoholism/Drug,1702OK74301
SOUTHWEST GUIDANCE CENTER,,7012 SOUTH KLEINER,P.O. BOX 374,,WHEATLAND,OK,73097.0,(405)745-3419,Alcoholism/Drug,6223OK73097
CHISHOLM TRAIL MENTAL HEALTH CENTER,,401 WEST VANDAMENT AVENUE,,,YUKON,OK,73099.0,(405)354-1152,Alcoholism/Drug,1238OK73099
LINN COUNTY MENTAL HEALTH DIVISION,ALCOHOL AND DRUG TREATMENT PROGRAM,,FOURTH AND LYONS,,ALBANY,OR,97321.0,(503)967-3820,Alcoholism/Drug,3781OR97321
CLATSOP COUNTY MENTAL HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,701 WEST MARINE DRIVE,,,ASTORIA,OR,97103.0,(503)325-5722,Drug,5469OR97103
BAKER COUNTY COUNCIL ON ALCOHOL AND DRUG PROBLEMS INC,,1620 VALLEY STREET,P.O. BOX 331,,BAKER,OR,97814.0,(503)523-2793,Alcoholism/Drug,0276OR97814
DESCHUTES COUNTY FAMILY COUNSELING,CLINIC - ALCOHOL AND DRUG TREATMENT,61396 SOUTH HIGHWAY 97,,,BEND,OR,97701.0,(503)382-4000EXT.351,Alcoholism/Drug,8763OR97701
WALLOWA MEMORIAL HOSPITAL,WALLOWA COUNTY MENTAL HEALTH CLINIC,,C/0 WALLOWA MEMORIAL HOSPITAL,401 EAST FIRST,ENTERPRISE,OR,97828.0,(503)426-4524,Alcoholism/Drug,8684OR97828
LANE COUNTY MENTAL HEALTH DIVISION,ALCOHOL AND DRUG OUTPATIENT UNIT,1901 GARDEN AVENUE,,,EUGENE,OR,97403.0,(503)687-4463,Alcoholism/Drug,0809OR97403
JOSEPHINE COUNTY,COUNCIL ON DRUG ABUSE,215 SOUTHEAST SIXTH STREET,ROOM 206,,GRANTS PASS,OR,97526.0,(503)479-6182EXT.270,Drug,2958OR97526
MCRROW COUNTY,MENTAL HEALTH SERVICES,128 WEST WILLOW,P.O. BOX 554,,HEPPNER,OR,97836.0,(503)676-9161,Alcoholism/Drug,5004OR97836
WASHINGTON COUNTY MENTAL HEALTH DEPT,DRUG TREATMENT PROGRAM,1679 ENTERPRISE CIRCLE SE,,,HILLSBORO,OR,97123.0,(503)648-8636,Drug,5764OR97123
KLAMATH CCUNTY MENTAL HEALTH PROGRAM,DRUG TREATMENT UNIT,3314 VANDENBERG ROAD,,,KLAMATH FALLS,OR,97601.0,(503)882-7291,Alcoholism/Drug,0487OR97601
STEPPING STONES,DRUG FREE RESIDENTIAL PROGRAM,5160 SUMNERS LANE,,,KLAMATH FALLS,OR,97601.0,(503)882-7211,Drug,7057OR97601
SPRING STREET HOUSE,,1104 SPRING STREET,P.O. BOX 1006,,LA GRANDE,OR,97850.0,(503)963-8095,Alcoholism/Drug,3009OR97850
CLACKAMAS COUNTY MENTAL HEALTH,DRUG TREATMENT PROGRAM,P.O. BOX 12,,,MARYLHURST,OR,97036.0,(503)655-8401,Drug,1974OR97036
JACKSON COUNTY MENTAL HEALTH,SUBSTANCE ABUSE UNIT,1526 WEST MAIN STREET,SUITE F,,MEDFORD,OR,97501.0,(503)776-7359,Drug,9160OR97501
LINCOLN COUNTY MENTAL HEALTH CLINIC,ALCOHOLISM TREATMENT PROGRAM,225 WEST OLIVE,,,NEWPORT,OR,97365.0,(503)265-8511,Alcoholism/Drug,6845OR97365
COOS COUNTY MENTAL HEALTH PROGRAM,DRUG TREATMENT UNIT,1975 MCPHERSON STREET,,,NORTH BEND,OR,97459.0,(503)756-5112EXT.228,Alcoholism/Drug,9698OR97459
MALHEUR COUNTY MENTAL HEALTH AND COUNSELING CENTER DRUG PROGRAM,,1108 SW FOURTH STREET,,,ONTARIO,OR,97914.0,(503)889-9167,Drug,2014OR97914
UMATILLA COUNTY MENTAL HEALTH PROGRAM,SUBSTANCE ABUSE TREATMENT UNIT,1411 SE COURT STREET,,,PENDLETON,OR,97801.0,(503)276-3784,Alcoholism/Drug,7942OR97801
ALPHA HOUSE,,1325 SW GIBBS,,,PORTLAND,OR,97201.0,(503)241-0266EXT.0267,Drug,5047OR97201
CODA DRUG TREATMENT SERVICES,,7305 NORTHEAST GLISAN,,,PORTLAND,OR,97213.0,(503)257-0533,Drug,6060OR97213
FREEDOM HOUSE INC,,1531 NE 21ST STREET,,,PORTLAND,OR,97232.0,(503)288-2331,Drug,6252OR97232
OREGON METHADONE TREATMENT PROGRAM,,306 NE 20TH,,,PORTLAND,OR,97232.0,(503)239-8400,Drug,3777OR97232
THOMAS E DORSEY PHO PSYCHOLOGIST,AO-AFTERCARE UNIT,2738 NORTHEAST BROADWAY,,,PORTLAND,OR,97232.0,(503)249-0041,Drug,9087OR97232
DOUGLAS COUNTY COUNCIL ON ALCOHOLISM,ALCOHOL AND DRUG TREATMENT PROGRAM,346 SE ROSE,P.O. BOX 1121,,ROSEBURG,OR,97470.0,(503)672-2691,Alcoholism/Drug,4419OR97470
COLUMBIA COUNTY FAMILY COUNSELING CTR,ALCOHOLISM TREATMENT PROGRAM,161 ST HELENS STREET,,,SAINT HELENS,OR,97051.0,(503)397-5211,Alcoholism/Drug,4933OR97051
MARION COUNTY MENTAL HEALTH PROGRAM,DRUG TREATMENT UNIT,3060 CENTER STREET NE,SUITE 418,,SALEM,OR,97301.0,(503)588-5358,Drug,5327OR97301
STEHEKIN SUBSTANCE ABUSE PROGRAM,,2600 CENTER STREET NE,,,SALEH,OR,97310.0,(503)378-2348,Alcoholism/Drug,6267OR97310
HID COLUMBIA CENTER FOR LIVING,,400 EAST FIFTH STREET,COURTHOUSE ANNEX A ROOM 106,,THE DALLES,OR,97058.0,(503)296-5452,Alcoholism/Drug,4492OR97058
TILLAMOOK COUNTY,COMM COUNSELING SERVICES DRUG PROGRAM,2405 FIFTH STREET,,,TILLAMOOK,OR,97141.0,(503)842-8201,Drug,7792OR97141
WARM SPRINGS OUTPATIENT DRUG PROGRAM,,,,,WARM SPRINGS,OR,97761.0,(503) 553-1161 EXT. 205,Drug,3780OR97761
WARM SPRINGS RESIDENTIAL,DRUG PROGRAM,,,,WARM SPRINGS,OR,97761.0,(503) 553-1161 EXT. 206,Drug,7741OR97761
EASTERN MONTGOMERY COUNTY,COMMUNITY CLINIC,1150 OLD YORK ROAD,,,ABINGTON,PA,19001.0,(215)885-0180,Alcoholism/Drug,8069PA19001
GATEWAY REHABILITATION CENTER,,MOFFETT RUN ROAD,RD 2,,ALIQUIPPA,PA,15001.0,(412)378-4461,Alcoholism/Drug,0447PA15001
CONFRONT INC,,1130 WALNUT STREET,,,ALLENTOWN,PA,18102.0,(215)433-0148,Drug,4973PA18102
LEHIGH VALLEY DRUG ABUSE SERVICES,KEENAN HOUSE,114 NORTH 9TH STREET,P.O. BOX 685,,ALLENTOWN,PA,18105.0,(215)439-8470,Drug,4525PA18105
BRADFORD COUNTY ATHENS CLINIC,,419 SOUTH MAIN STREET,,,ATHENS,PA,18810.0,(717)888-6657,Alcoholism/Drug,3679PA18810
DRUG AND ALCOHOL SERVICES OF,BEAVER VALLEY INC,697 STATE STREET,VANPORT,,BEAVER,PA,15009.0,(412)728-8220,Alcoholism/Drug,3338PA15009
BEDFORD DRUG & ALCOHOL CENTER,RD 5,,BOX 349,,BEDFORD,PA,15522.0,(814)623-1133,Alcoholism/Drug,7250PA15522
THE COUNSELING SERVICE INC,,441 NORTH SPRING STREET,,,BELLEFONTE,PA,16823.0,(814)355-5541,Alcoholism/Drug,7267PA16823
DRUG TREATMENT PROGRAM,LEHIGH VALLEY,1469 ROSELAWN DRIVE,,,BETHLEHEM,PA,18017.0,(215)866-0886,Drug,3195PA18017
ENDEAVOR INC,,1500 CENTER STREET,,,BETHLEHEM,PA,18018.0,(215)691-6360,Drug,8077PA18018
FAMILY COUNSELING & MENTAL HLTH CLINIC,,603 WEST MAIN STREET,,,BLOOMSBURG,PA,17815.0,(717)784-5773,Alcoholism/Drug,8233PA17815
ENDLESS MOUNTAINS TREATMENT CENTER,FOR ALCOHOL/DRUG ADDICTION,520 RUAH STREET,,,BLOOMSBURG,PA,16912.0,(717)638-2948,Alcoholism/Drug,5523PA16912
ALTERNATIVES,OUTPATIENT UNIT,723 BRADDOCK AVENUE,,,BRADDOCK,PA,15104.0,(412)351-4110,Alcoholism/Drug,7008PA15104
CEMP COUNSELING CENTER,FOR PROBLEMS OF LIVING,137 NORTH BENNETT STREET,,,BRADFORD,PA,16701.0,(814)362-4620,Alcoholism/Drug,8169PA16701
CHARTIERS DRUG PROGRAM AND GROWTH CNTR,,437 RAILROAD ST,,,BRIDGEVILLE,PA,15017.0,(412)221-3302,Drug,7117PA15017
PREV REHAB FOR YOUTH DEV,RIVERSIDE NORTH,315 MILL STREET,,,BRISTOL,PA,19007.0,(215)785-6545,Alcoholism/Drug,6598PA19007
SUBURBAN COUNSELING CENTER,,801 OLD LANCASTER ROAD,,,BRYN MAWR,PA,19010.0,(215)525-8170,Alcoholism/Drug,8020PA19010
BUTLER ALCOHOLISM RECOVERY CENTER,BUTLER A CENTER,165 OLD PLANK ROAD,P.O. BOX 2127,,BUTLER,PA,16001.0,(412)287-8205,Alcoholism/Drug,4312PA16001
BUTLER ALCOHOLISM RECOVERY CENTER,THE TURNING POINT,220 SOUTH JACKSON STREET,,,BUTLER,PA,16001.0,(412)287-8205,Alcoholism/Drug,9401PA16001
IRENE STACY CMHC,DRUG ABUSE PROGRAM,112 HILLVUE DRIVE,,,BUTLER,PA,16001.0,(412)287-0791EXT.40,Alcoholism/Drug,1581PA16001
THE HORIZON CENTER,,123 SOUTH MCKEAN STREET,,,BUTLER,PA,16001.0,(412)287-3708,Alcoholism/Drug,2197PA16001
HELEN H STEVENS CMHC,ALCOHOL AND DRUG ABUSE PROGRAM,801 BELVEDERE STREET,,,CARLISLE,PA,17013.0,(717)243-6033,Alcoholism/Drug,2940PA17013
FRANKLIN/FULTON COUNTY,DRUG AND ALCOHOL PROGRAM,550 CLEVELAND AVENUE,,,CHAMBERSBURG,PA,17201.0,(717)263-1256EXT.07,Alcoholism/Drug,3084PA17201
WOMEN IN NEED INC,,23 SOUTH MAIN STREET,,,CHAMBERSBURG,PA,17201.0,(717)264-3056,Alcoholism/Drug,2126PA17201
CROZIER CHESTER MED CTR-CMHC,METHADONE PROGRAM,733 WEST NINTH STREET,,,CHESTER,PA,19013.0,(215)447-2680,Drug,1028PA19013
CROZIER CHESTER MED CTR-CMHC,OUTPATIENT DRUG SERVICE,115 EAST 15TH STREET,,,CHESTER,PA,19013.0,(215)447-6011EXT.684,Drug,3538PA19013
CLARION COUNTY MENTAL HEALTH,14-A GRANT SlREET,,,,CLARION,PA,16214.0,(814)226-6252,Alcoholism/Drug,9347PA16214
CHESTER COUIHY POLY-DRUG ABUSE TRT,PROGRAM (PROJECT TOGETHER INCi,809 EAST LINCOLN HIGHWAY,P.O. BOX 527,,COATESVILLE,PA,19320.0,(215)384-5477,Drug,1378PA19320
FUTURES REHABILITATION CENTER INC,RD 3 MAPLE VIEW HEALTH CENTER,P.O. BOX 447,,,COUDERSPORT,PA,16915.0,(814)274-9081,Alcoholism/Drug,0674PA16915
MAPLE MANOR,,101 MAPLE STREET,P.O. BOX 427,,COUDERSPORT,PA,16915.0,(814)274-9265,Alcoholism/Drug,8887PA16915
MONTOUR COMMUNITY COUNSELING SERVICE,,307 MILL STREET,,,DANVILLE,PA,17821.0,(717)275-4962,Alcoholism/Drug,4876PA17821
ALDIE COUNSELING CENTER,,228 NORTH MAIN STREET,,,DOYLESTOWN,PA,,(215)345-8530,Alcoholism/Drug,8990PA00000
BI-COUNTY ADDICTIONS CENTER,STEPPING STONES LODGE,220 SOUTH BRADY STREET,,,DUBOIS,PA,15801.0,(814)371-1522,Alcoholism/Drug,7788PA15801
CLEARFIELD JEFFERSON CMHC,,102 HOSPITAL AVENUE,,,DUBOIS,PA,15801.0,(814)371-1100,Alcoholism/Drug,3135PA15801
SULLIVAN COUNTY DUSHORE CLINIC,,204 CENTER STREET,P.O. BOX 272,,DUSHORE,PA,18614.0,(717)928-8189,Alcoholism/Drug,8839PA18614
EAGLEVILLE HOSP AND REHAB CENTER,INPATIENT AND CANDIDATE PROGRAMS,100 EAGLEVILLE ROAD,,,EAGLEVILLE,PA,19408.0,(215)539-6000,Alcoholism/Drug,4616PA19408
ALTERNATIVES,THE HOUSE,1514 ELECTRIC AVENUE,,,EAST PITTSBURGH,PA,15112.0,(412)824-9300,Alcoholism/Drug,6713PA15112
ABRAXAS FOUNDATION INC,ABRAXAS II,348350 WEST 8TH STREET,,,ERIE,PA,16502.0,(814)459-0618,Alcoholism/Drug,0980PA16502
ADAMS COUNTY COUNCIL ON,DRUG AND ALCOHOL ABUSE,10 SOUTH WASHINGTON STREET,,,GETTYSBURG,PA,17325.0,(717)334-8154,Alcoholism/Drug,0181PA17325
WESTMORELAND HOSPITAL,CMHC DRUG AND ALCOHOL PROGRAM,532 WEST PITTSBURGH STREET,,,GREENSBURG,PA,15601.0,(412)832-4449,Alcoholism/Drug,3520PA15601
ADDICTIVE DISEASE CLINIC,,1727 NORTH SIXTH,,,HARRISBURG,PA,17102.0,,Alcoholism/Drug,9079PA17102
ALCOHOLISM SERVICES INC,CENTRAL RECEIVING UNIT,2835 NORTH FRONT STREET,,,HARRISBURG,PA,17110.0,(717)232-6638,Alcoholism/Drug,2737PA17110
NEW VALUES FOR YOUTH,,1824 NORTH SECOND STREET,,,HARRISBURG,PA,17102.0,(717)234-6702,Alcoholism/Drug,6117PA17102
LOWER MERION COWlSELING SERVICES,,551 WEST LANCASTER AVENUE,,,HAVERFORD,PA,19041.0,(215)527-2840,Alcoholism/Drug,4140PA19041
CHANGING TIMES CENTER,,101 WEST CHESTER PIKE,,,HAVERTOWN,PA,19083.0,(215)853-2660,Alcoholism/Drug,8716PA19083
ALCOHOLISM AND DRUG SERVICES OF,LOWER LUZERNE COUNTY INC,31ST & NORTH CHURCH STREETS,,,HAZLETON,PA,18201.0,(717)455-1504,Alcoholism/Drug,6717PA18201
HELP INSTRUCT PREVENT IN DRUGS (HIPIDI,RIDLEY CLINIC,310 AMOSLAND ROAD,,,HOLMES,PA,19043.0,(215)583-4110,Drug,4133PA19043
SOUTH HILLS HEALTH SYSTEM,REGIONAL O&A CHEMICAL ABUSE PROG,"230 EAST 8TH, AVENUE",,,HOMESTEAD,PA,15120.0,(412)462-8550,Alcoholism/Drug,4479PA15120
TREATMENT AND REHABILITATION CENTER,OF NORTHEASTERN PENNSYLVANIA,1008 MAIN STREET,P.O. BOX 97,,HONESDALE,PA,18431.0,(717)253-4981,Alcoholism/Drug,7967PA18431
WOMEN IN CRISIS,RD 1 BOX 314A,,,,HUMMELSTOWN,PA,17036.0,(717)534-1101,Alcoholism/Drug,3711PA17036
JUNIATA VALLEY T�I-COUNTY D&A OFFICE,,405 PENN STREET,,,HUNTINGDON,PA,16652.0,(814)643-3733,Alcoholism/Drug,6225PA16652
THE OPEN DOOR OF INDIANA PENNSYLVANIA,,1008 PHILADELPHIA STREET,,,INDIANA,PA,15701.0,(412)465-2605,Alcoholism/Drug,1670PA15701
CONEMAUGH VALLEY MEMORIAL HOSPITAL,COMMUNITY MENTAL HEALTH CENTER,1650 MENOHER BOULEVARD,,,JOHNSTO�N,PA,15905.0,(814)255-6871EXT.54,Alcoholism/Drug,2675PA15905
GOODWILL INDUSTRIES,OF CONEMAUGH VALLEY INC,944 ASH STREET,,,JOHNSTOWN,PA,15907.0,(814)536-3536,Alcoholism/Drug,6683PA15907
JOHNSTOWN ALCOHOLIC CENTER INC,,234 PINE STREET,,,JOHNSTOWN,PA,15905.0,(814)535-6776,Alcoholism/Drug,6681PA15905
COUNTERPOINT OF CHESTER COUNTY INC,,317 EAST STATE STREET,P.O. BOX 644,,KENNETT SQUARE,PA,19348.0,(215)444-0555,Alcoholism/Drug,0183PA19348
WYOMING VALLEY ALCOHOL AND DRUG SERVICES INC,,601 WYOMING AVE,,,KINGSTON,PA,18704.0,(717)287-9651,Alcoholism/Drug,4720PA18704
ARt1STRONG COUNTY COUNCIL ON ALCOHOL &,OTHER DRUGS INC - ARC MANOR,301 ARTHUR STREET,,,KITTANNING,PA,16201.0,(412)548-7607,Alcoholism/Drug,9505PA16201
LANCASTER GUIDANCE CENTER-EAST,,229 EAST ORANGE,,,LANCASTER,PA,17602.0,(717)299-6386,Alcoholism/Drug,8728PA17602
LANCASTER GUIDANCE CENTER-WEST,,630 JANET AVENUE,,,LANCASTER,PA,17602.0,(717)393-0421,Alcoholism/Drug,4829PA17602
MANOS RESIDENTIAL THERAPEUTIC COMM,MANOS HOUSE,230 SOUTH QUEEN STREET,,,LANCASTER,PA,17603.0,(717)393-0573,Drug,4878PA17603
SAINT JOSEPH,OUTPATIENT SUBSTANCE ABUSE SERVICES,250 COLLEGE AVENUE,PROFESSIONAL BUILDING,,LANCASTER,PA,17604.0,(717)291-8193,Alcoholism/Drug,2106PA17604
LEBANON COUNTY CENTRAL INTAKE UNIT,,590 FIFTH AVENUE,CEDAR HAVEN COMPLEX,,LEBANON,PA,17042.0,(717)274-3415,Alcoholism/Drug,6270PA17042
NEW PERSPECTIVE,ADDICT TREATMENT CENTER,3030 WEST CHESTNUT STREET,,,LEBANON,PA,17042.0,(717)272-4644,Alcoholism/Drug,2982PA17042
CARBON/MONROE/PIKE,DRUG/ALCOHOL PROGRAM,201 NORTH FIRST STREET,,,LEHIGHTON,PA,18235.0,(215)377-5177,Alcoholism/Drug,1487PA18235
CMSU DRUG AND ALCOHOL PROGRAM,UNION/SNYDER COMM COUNSELING SERVICE,27 NORTH FIFTH STREET,RD #2 BOX 11,,LEWISBURG,PA,17837.0,(717)523-3216,Alcoholism/Drug,8016PA17837
U.S. PENITENTIARY,,,,,LEWISBURG,PA,17837.0,(717)523-'1251,LEWISTOWN,0616PA17837
JUNIATA VALLEY TRI-COUNTY,DRUG AND ALCOHOL ABUSE COMMISSION,22 NORTH BROWN STREET,P.O. BOX 207,,LEWISTOWN,PA,17044.0,(717)242-1446,Alcoholism/Drug,4541PA17044
DRUG AND ALCOHOL COUNSELING CENTER,OF CLINTON COUNTY,222 EAST WATER STREET,,,LOCK HAVEN,PA,17745.0,(717)748-9501,Alcoholism/Drug,8196PA17745
MALVERN INSTITUTE,,KING ROAD,P.O. BOX 297,,MALVERN,PA,19355.0,(215)647-0330,Alcoholism/Drug,4079PA19355
ABRAXAS FOUNDATION INC ABRAXAS I,BLUE JAY VILLAGE,P.O. BOX 59,,,MARIENVILLE,PA,16239.0,(814)927-6615,Alcoholism/Drug,2544PA16239
FRANKLIN FULTON COUNTY,DRUG AND ALCOHOL PROGRAM,116 WEST MARKET STREET,,,MC CONNELLSBURG,PA,17233.0,(717)485-5315,Alcoholism/Drug,1543PA17233
THE CENTER FOR SUBSTANCE ABUSE,,120 FIFTH AVENUE,,,MC KEESPORT,PA,15132.0,(412)673-7151,Alcoholism/Drug,0352PA15132
ADAMS COUNTY COUNCIL D&A ABUSE INC,,9 NORTH FIFTH STREET,,,MC SHERRYSTOWN,PA,17344.0,(717)632-6555,Alcoholism/Drug,8247PA17344
CRAWFORD COUNTY DRUG & ALCOHOL,EXECUTIVE COMMISSION COUNSELING CENTER,204 SPRING STREET,,,MEADVILLE,PA,16335.0,(814)724-4100,Alcoholism/Drug,1215PA16335
JUNIATA VALLEY TRI-COUNTY,DRUG AND ALCOHOL ABUSE COMMISSION,9 NCRTH THIRD STREET,,,MIFFLINTOWN,PA,17059.0,(717)436-8723,Alcoholism/Drug,4346PA17059
CARBON/MONROE/PIKE,MILFORD CLINIC,INDEPENDENCE DRIVE,BOX 772,,MILFORD,PA,18337.0,(717)296-7255,Alcoholism/Drug,4473PA18337
ALLEGHENY EAST SUBSTANCE ABUSE,PROGRAM MONROEVILLE CENTER,2550 MOSSIDE BOULEVARD,SUITE 400,,MONROEVILLE,PA,15146.0,(412)371-6606,Drug,0187PA15146
TREATMENT AND REHAB CENTER OF,NORTHEASTERN PENNSYLVANIA,28 1/2 MAPLE STREET,P.O. BOX 366,,MONTROSE,PA,18801.0,(717)278-3338,Alcoholism/Drug,9630PA18801
TODAY INC,WOODBOURNE AND ELLIS ROADS,P.O. BOX 98,,,NEWTOWN,PA,18940.0,,Alcoholism/Drug,1947PA18940
MID-MONTGOMERY COMMUNITY CLINIC,,21 EAST MARSHALL STREET,,,NORRISTOWN,PA,19408.0,,Alcoholism/Drug,9262PA19408
MONTGOMCRY COUNTY METHADONE CENTER,,113 EAST MAIN STREET,,,NORRISTOWN,PA,19401.0,(215)272-3710,Drug,4146PA19401
MONTGOMERY COUNTY NH/MR,EMERGENCY SERVICE,STANDBRIDGE & STERIGERE STREETS,BUILDING 16,,NORRISTOWN,PA,19401.0,(215)277-6225,Alcoholism/Drug,1681PA19401
VENANGO CLARION MENTAL HEALTH CENTER,,815 GRANDVIEW ROAD,P.O. BOX 231,,OIL CITY,PA,16301.0,(814)676-5614,Alcoholism/Drug,8165PA16301
PAOLI MEMORIAL HOSPITAL,CENTER FOR ADDICTIVE DISEASES,5 INDUSTRIAL BLVD,,,PAOLI,PA,19301.0,(215)648-1130,Alcoholism/Drug,0751PA19301
ACHIEVEMENT THROUGH COUNSELING,AND TREATMENT DAY TREATMENT PROGRAM,,WAYNE AND WINDRIM AVENUES,SECOND FLOOR,PHILADELPHIA,PA,19144.0,(215)329-8313,Drug,4333PA19144
ADDICTIVE DISEASE TREATMENT PROGRAM,DETOXIFICATION AFTERCARE,8201 STATE ROAD,,,PHILADELPHIA,PA,19136.0,(215)561-5100EXT.25513,Drug,9778PA19136
ALTERNATIVES DRUG TREATMENT CENTER,,1745 NORTH 4TH STREET,BUILDING 21 STETSON COMPLEX,,PHILADELPHIA,PA,19122.0,(215)235-0100,Drug,3450PA19122
CORA SERVICES,,733 SUSQUEHANNA ROAD,,,PHILADELPHIA,PA,19111.0,(215)342-7660EXT.127,Drug,2573PA19111
DIAGNOSTIC AND REHABILITATION CENTER,ANNEX,103105 ARCH STREET,,,PHILADELPHIA,PA,19106.0,(215)625-8137,Drug,2616PA19106
GENESIS II,,1214 NORTH BROAD STREET,,,PHILADELPHIA,PA,19121.0,(215)763-2650,Drug,2366PA19121
HELP INC,,638 SOUTH ST,,,PHILADELPHIA,PA,19147.0,(215)546-7766,Drug,4253PA19147
HOUSE OF CORRECTION,ADDICTIVE DISEASE TREATMENT PROGRAM,8001 STATE ROAD,,,PHILADELPHIA,PA,19136.0,(215)561-5100,Drug,8482PA19136
IMPACT SERVICES CORP,,124 EAST INDIANA AVENUE,,,PHILADELPHIA,PA,19134.0,(215)739-1600,Drug,9756PA19134
J F KENNEDY NH/MR,LUDLOW ACCEPTANCE CENTER,1529 NORTH SEVENTH STREET,,,PHILADELPHIA,PA,19122.0,(215)684-2400,Alcoholism/Drug,4896PA19122
JAMES C GUIFFRE MEDICAL CENTER,GOLDMAN CLINIC,8TH AND GIRARD AVENUE,,,PHILADELPHIA,PA,19122.0,(215)787-2070,Drug,6745PA19122
JEFFERSON OUTREACH DRUG &,ALCOHOL PROGRAM - CURTIS CLINIC,1015 WALNUT STREET,THIRD FLOOR,,PHILADELPHIA,PA,19107.0,(215)928-8856,Alcoholism/Drug,2096PA19107
JEFFERSON OUTREACH DRUG & ALCOHOL PROG,CENTRAL DISTRICT,927 WALNUT STREET,,,PHILADELPHIA,PA,19107.0,(215)928-8856,Alcoholism/Drug,7523PA19107
JEFFERSON OUTREACH DRUG & ALCOHOL PROG,NORTHERN DISTRICT,130 SOUTH 9TH STREET,20TH FLOOR,,PHILADELPHIA,PA,19107.0,(215)928-8856,Alcoholism/Drug,7036PA19107
JEFFERSON OUTREACH DRUG & ALCOHOL PROG,SOUTHERN DISTRICT,1715 MCKEAN STREET,,,PHILADELPHIA,PA,19145.0,(215)755-0500,Alcoholism/Drug,4296PA19145
JOHN F KENNEDY COMM MH/MR CTR,WALK IN CLINIC,112 BROAD STREET,ROOM 736,,PHILADELPHIA,PA,19102.0,(215)568-0860EXT.351,Alcoholism/Drug,7378PA19102
JOHN F KENNEDY COMMUNITY MH/MR,DRUG TREATMENT CENTER OF PHILADELPHIA,830 NORTH BROAD STREET,,,PHILADELPHIA,PA,19130.0,(215)235-5520,Drug,2266PA19130
