Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
SELF-HELP MOVEMENT INC,,14000 ROOSEVELT BOULEVARD,BUILDING 33,,PHILADELPHIA,PA,19154.0,(215)671-4910,Drug,4593PA19154,-74.9911778164927,40.11158285590858,95.83
THE BRIDGE,THERAPEUTIC CENTER AT FOX CHASE,8400 PINE ROAD,,,PHILADELPHIA,PA,19111.0,,Drug,3046PA19111,-75.07357285399537,40.0879134173713,100.0
THE INSTITUTE OF PENNSYLVANIA HOSPITAL,,111 49TH STREET,,,PHILADELPHIA,PA,19139.0,(215)471-2021,Alcoholism/Drug,4578PA19139,-75.21928910083189,39.95744241256865,99.55
HELP COUNSELING CENTER,,742 SOUTH MAIN STREET,,,PHOENIXVILLE,PA,19460.0,(215)933-7346,Alcoholism/Drug,9631PA19460,-75.51316141005198,40.124429265981604,100.0
ABRAXAS FOUNDATION INC ABRAXAS III,,936 WEST NORTH AVENUE,,,PITTSBURGH,PA,15233.0,(412)323-9221,Alcoholism/Drug,5156PA15233,-80.01847124659386,40.45331660679231,100.0
ALLEGHENY EAST SUBSTANCE ABUSE,WILKINSBURG CENTER,712 SOUTH AVENUE,,,PITTSBURGH,PA,15221.0,(412)243-3400,Drug,0699PA15221,-79.88504241215304,40.44185548575675,100.0
ALPHA HOUSE,,435 SHADY AVENUE,,,PITTSBURGH,PA,15206.0,(412)363-4220,Drug,8590PA15206,-79.9218338541322,40.454757497857706,100.0
AMICUS HOUSE,,412 NORTH NEVILLE STREET,,,PITTSBURGH,PA,15213.0,(412)621-3653,Alcoholism/Drug,7625PA15213,-79.94903195647018,40.450966824056074,100.0
HOMEWOOD-BRUSHTON YMCA SPECTRUM,,566 BRUSHTON AVENUE,,,PITTSBURGH,PA,15208.0,(412)243-1532,Drug,1884PA15208,-79.88946814084856,40.451953332150275,100.0
HOUSE OF THE CROSSROADS,,2012 CENTER AVENUE,,,PITTSBURGH,PA,15219.0,(412)281-5080,Drug,6690PA15219,-79.97986646368159,40.44390582500204,100.0
KARMA HOUSE,,3305 FIFTH AVENUE,,,PITTSBURGH,PA,15213.0,(412)621-8555,Alcoholism/Drug,9661PA15213,-79.96381619317323,40.437994821909186,100.0
NORTHERN COMM MH/MR SOFT DRUG CNTR,,RIVER AVENUE AND ALCOR STREET,,,PITTSBURGH,PA,15212.0,(412)323-4574,Drug,6395PA15212,-79.9886041092884,40.455334261839205,88.33
PBA INC,THE SECOND STEP PROGRAM,,COLUMBUS AND PREBLE AVENUES,,PITTSBURGH,PA,15233.0,(412)322-8415,Drug,6549PA15233,-80.02553499999993,40.45417000000003,100.0
SAINT FRANCIS HOSPITAL,OUTPATIENT DRUG PROGRAM,45TH STREET AND PENNSYLVANIA AVENUE,,,PITTSBURGH,PA,15201.0,(412)622-4565,Drug,3587PA15201,-80.02179598759474,40.45485923597674,86.88
SAINT FPANCIS HOSPITAL COMMUNITY MH/MR,OUTPATIENT DRUG PROGRAM,45TH STREET OFF PENNSYLVANIA AVENUE,,,PITTSBURGH,PA,15201.0,(412)622-4565,Drug,9479PA15201,-80.02179598759474,40.45485923597674,86.88
SOUTH HILLS HEALTH SYSTEM,MANDALA PROJECT/POLYDRUG PROGRAM,70 SOUTH 22ND STREET,,,PITTSBURGH,PA,15203.0,(412)381-3232,Drug,8047PA15203,-79.97456004841936,40.42899039593944,100.0
SOUTHWEST COMMUNITY MH/MR CENTER,SOUTHWEST COMMUNITIES CHEM ABUSE CTR,1933 EAST CARSON STREET,,,PITTSBURGH,PA,15203.0,(412)344-6400EXT.170,Drug,4786PA15203,-79.97777006587842,40.42863441651159,100.0
POTTSTOWN AREA MENTAL HEALTH CLINIC,POTTSTOWN AREA DRUG REHAB PROGRAM,101105 KING STREET,,,POTTSTOWN,PA,19464.0,(215)326-9770,Alcoholism/Drug,8768PA19464,-75.6451980543828,40.24609989616507,93.44
POTTSVILLE HOSPITAL AND WARNE CLINIC,,420 SOUTH JACKSON STREET,,,POTTSVILLE,PA,17901.0,(717)622-6120EXT.241,Alcoholism/Drug,2077PA17901,-76.18901085862385,40.684023588282976,100.0
BERKS YOUTH COUNSELING CENTER,,525 FRANKLIN STREET,,,READING,PA,19602.0,(215)373-4281,Drug,7544PA19602,-75.92684294838777,40.33368673191115,100.0
RIDGWAY AREA PSYCH CENTER,,110 LINCOLN STREET,,,RIDGWAY,PA,15853.0,(814)776-2145,Alcoholism/Drug,0668PA15853,-78.7290510622454,41.41706334958642,100.0
DRUG AND ALCOHOL ABUSE CENTER,,107 NORTH MICHAELS STREET,,,SAINT MARYS,PA,15857.0,(814)781-1700,Alcoholism/Drug,1608PA15857,-78.56197751991542,41.42887588191253,97.37
CLEARBROOK LODGE,RD 2,P.O. BOX 146A,,,SHICKSHINNY,PA,18655.0,(717)864-3116,Alcoholism/Drug,7760PA18655,-76.15071499999993,41.152495000000044,98.0
BEDFORD/SOMERSET DRUG AND ALCOHOL ABUSE PROGRAM,,,RURAL DELIVERY 7,P.O. BOX 2S9,SOMERSET,PA,15501.0,(814)445-6865,Alcoholism/Drug,6549PA15501,-79.08073999999993,40.00891500000006,100.0
TODAY INC OUTPATIENT,TODAY AT COUNTY LINE,COUNTY LINE ROAD,P.O. BOX 949,,SOUTHAMPTON,PA,18966.0,(215)322-0827,Alcoholism/Drug,9713PA18966,-75.06206794352876,40.16583735440675,100.0
CARBON-MONROE-PIKE,MONROE COUNTY CLINIC,,RD 2,BOX 236,STROUDSBURG,PA,18360.0,(717)421-1960,Alcoholism/Drug,6549PA18360,-75.19619499999997,40.98988500000007,100.0
CENTRAL SUSQUEHANNA DIAGNOSTIC & REHAB,CENTER C CSDR l,445 CHESTNUT STREET,,,SUNBURY,PA,17801.0,(717)286-2278,Alcoholism/Drug,5480PA17801,-76.79061634316605,40.859399154251115,100.0
BRADFORD COUNTY TOWANDA CLINIC,,500 WILLIAM STREET,,,TOWANDA,PA,18848.0,(717)265-9551,Alcoholism/Drug,5260PA18848,-76.44520314244792,41.7825460116298,100.0
QUO VADIS INC,,TOMAHAWK ROAD,RD l BOX 1S7,,TOWANDA,PA,18848.0,(717)265-8137,Alcoholism/Drug,9326PA18848,-76.48356801294237,41.7973768160713,100.0
HIPID OUTPATIENT DRUG ABUSE CLINIC,,303 SOUTH 69TH STREET,,,UPPER DARBY,PA,19082.0,(215)734-1155,Drug,4993PA19082,-75.25831710326403,39.954879023113676,100.0
WARREN COUNTY JAIL,OFFICE OF COUNSELING SERVICES,407 MARKET STREET,COURT HOUSE ANNEX,,WARREN,PA,16365.0,(814)723-7553,Alcoholism/Drug,5828PA16365,-79.14642482956245,41.848900845203936,100.0
WARREN/FOREST MH SERVICES,,333 HICKORY STREET,,,WARREN,PA,16365.0,(814)723-1832,Alcoholism/Drug,1634PA16365,-79.14987473709043,41.84677066833096,100.0
CITIZENS ADDICTION REHAB AND EDUC,WASHINGTON UNIT,118 NORTH MAIN STREET,,,WASHINGTON,PA,15301.0,(412)228-2200,Alcoholism/Drug,9550PA15301,-80.24588856314597,40.17272924381411,100.0
FRANKLIN FULTON COUNTY,DRUG AND ALCOHOL PROGRAM,40 WEST NORTH STREET,,,WAYNESBORO,PA,17268.0,(717)762-1518,Alcoholism/Drug,1719PA17268,-77.57751478553195,39.75785016104824,100.0
CITIZENS ADDICTION REHAB AND EDUC,WAYNESBURG UNIT,97 SOUTH WASHINGTON,,,WAYNESBURG,PA,15370.0,(412)627-6108,Alcoholism/Drug,9136PA15370,-80.1869657729692,39.89541126410265,98.84
TIOGA COUNTY WELLSBORO CLINIC,,16 WATER STREET,,,WELLSBORO,PA,16901.0,(717)724-1202,Alcoholism/Drug,3125PA16901,-77.30175452181217,41.748959306510564,100.0
CASA NUEVA VIDACCNVl,,ONE NORTH MATLACK STREET,,,WEST CHESTER,PA,19380.0,(215)696-1315,Alcoholism/Drug,0596PA19380,-75.60161781292484,39.961143406089924,100.0
WEST CHESTER ADDICTION CENTER,DIVISION OF RESPONSIBLE LIVING LTD,200 WEST GAY STREET,,,WEST CHESTER,PA,19380.0,(215)436-8576,Alcoholism/Drug,0986PA19380,-75.60776718101864,39.95929683278775,100.0
CATHOLIC SOCIAL SERVICES,COURT ADVOCATE PROGRAM,15 SOUTH FRANKLIN STREET,FRANKLIN COMMENCE BLDG 3RD FLOOR,,WILKES-BARRE,PA,18701.0,(717)829-3489,Alcoholism/Drug,0093PA18701,-75.8835236802155,41.24675309343582,100.0
DRUG AND ALCOHOL,PRIMARY CARE UNIT,240 JOHNSON STREET,,,WILKES-BARRE,PA,18702.0,(717)824-5778,Alcoholism/Drug,4349PA18702,-75.8496500126014,41.17196284397609,100.0
DRUG AND ALCOHOL COUNSELING CENTER,OF LYCOMING COUNTY,904 CAMPBELL STREET,WILLIAMSPORT HOSPITAL OFFICE BUILDING,,WILLIAMSPORT,PA,17701.0,(717)323-3734,Alcoholism/Drug,6435PA17701,-77.0178109300405,41.248260243445756,100.0
RIDAP SOUTtl SHORE DRUG COUNSELING SERV,WASHINGTON COUNTY COMMUNITY MH CENTER,OLD POST ROAD BOX 363,,,CHARLESTOWN,RI,2813.0,(401)364-6400,Alcoholism/Drug,0318RI02813,-71.63427575067983,41.38237842486127,98.0
CODAC III OF NEWPORT,,911 PONTIAC AVENUE,,,CRANSTON,RI,2920.0,(401)461-5056,Drug,4004RI02920,-71.44332228761328,41.759866216108215,100.0
COMMUNITY ORGANIZATION FOR DRUG,ABUSE CONTROL ICODACI,,CRANSTON GENERAL HOSPITAL,1763 BROAD STREET,CRANSTON,RI,2905.0,(401)461-5400,Drug,6549RI02905,-71.3990602443561,41.775644082706954,100.0
RIDAP A C I DRUG PROGRAM,,PONTIAC AVENUE,P.O. BOX 8273,,CRANSTON,RI,2920.0,(401)464-2096,Alcoholism/Drug,8586RI02920,-71.45410977157017,41.74669017001008,100.0
DEPT MH/R & HOSPITALS,EAST BAY HUMAN RESOURCE CORP,328 TAUNTON AVENUE,,,EAST PROVIDENCE,RI,2914.0,(401)438-7676,Drug,4712RI02914,-71.36665578529549,41.82039805772737,100.0
RIDAP FRIENDS OF CARITAS HOUSE INC,,166 PAWTUCKET AVENUE,,,PAWTUCKET,RI,2860.0,(401)722-4644,Drug,9043RI02860,-71.38820037776048,41.86970070557183,100.0
THE FAMILY CENTER,,35 SUM�ER STREET,,,PAWTUCKET,RI,2860.0,(401)728-3260,Drug,8186RI02860,-71.38584858336756,41.87922020064632,96.46
COMM ORGAN FOR DURG ABUSE CONTROL,ICODACI,349 HUNTINGTON AVENUE,,,PROVIDENCE,RI,2901.0,(401)942-1450,Drug,5659RI02901,-71.44100100334795,41.806507567784976,98.86
MARATHON HOUSE,CENTRAL OFFICE,170 WESTMINISTER STREET,UIIION TRUST BLDG 12TH FLOOR,,PROVIDENCE,RI,2903.0,(401)331-4250,Drug,4618RI02903,-71.4114268829168,41.82374486784625,98.51
RIDAP COMMUNITY ORGANIZATION FOR,DRUG ABUSE CONTROL ICODAC II),347349 HUNTINGTON AVENUE,,,PROVIDENCE,RI,2909.0,(401)461-5056,Drug,8515RI02909,-71.43941336519336,41.80396259183147,94.47
RIDAP JUNCTION HUMAN,SERVICE PROGRAM CORP,1910 WESTMINISTER STREET,,,PROVIDENCE,RI,2909.0,(401)272-5960,Alcoholism/Drug,8216RI02909,-71.44202577483004,41.81662410582254,98.51
RIDAP WARWICK DRUG ABUSE PROGRAM,,3296 POST ROAD,,,WARWICK,RI,2886.0,(401)738-1240,Drug,6775RI02886,-71.4590841212585,41.698817378701065,100.0
RIDAP PARENTS AGAINST DRUGS (PAD),,6 WASHINGTON STREET,,,WEST WARWICK,RI,2893.0,(401)828-6373,Drug,8219RI02893,-71.52465518336079,41.703865089386014,100.0
RIDAP WOONSOCKET ROAD COUNSELING INC,,29 ASCENSION STREET,,,WOONSOCKET,RI,2895.0,(401)769-3100,Alcoholism/Drug,5489RI02895,-71.51522661164182,42.00237202551328,100.0
ABBEVILLE COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,200 ELLIS AVENUE,THIRD FLOOR OLD ABBEVILLE HOSPITAL,,ABBEVILLE,SC,29620.0,(803)459-5943,Alcoholism/Drug,1963SC29620,-82.3840625036434,34.17863805507253,100.0
AIKEN COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,214 NEWBERRY STREET SW,,,AIKEN,SC,29801.0,(803)648-5409,Alcoholism/Drug,6864SC29801,-81.72167221164406,33.55847771910878,100.0
ALLENDALE COUNTY COMMISSION ON ALCOHOL,AND DRUG AeUSE,603 PEARL STREET,BOX 59-.,,ALLENDALE,SC,29810.0,(803)584-4238,Alcoholism/Drug,9113SC29810,-81.31426267952592,33.00764724226224,100.0
ANDERSON OCONEE PICKENS,MENTAL HEALTH CENTER,200 MCGEE ROAD,,,ANDERSON,SC,29621.0,(803)224-3513EXT.236,Alcoholism/Drug,8811SC29621,-82.68486989787064,34.53068486160171,98.15
ANDERSON/OCONEE ALCOHOL AND DRUG ABUSE COMMISSION,,307 SOUTH MAIN STREET,,,ANDERSON,SC,29621.0,(803)225-1468,Alcoholism/Drug,9263SC29621,-82.64988944989152,34.501870351145925,99.52
BEAUFORT COUNTY COMMISSION ON ALCOHOL,AND DRUG ABUSE,1215 PRINCE STREET,P.O. BOX 311,,BEAUFORT,SC,29902.0,(803)524-4444EXT.131,Alcoholism/Drug,0634SC29902,-80.67617680908934,32.435295317524755,100.0
COASTAL EMPIRE MENTAL HEALTH CENTER,,125 SOUTH RIBAUT ROAD,,,BEAUFORT,SC,29902.0,(803)524-3378EXT.35,Alcoholism/Drug,9002SC29902,-80.68582721373987,32.43785098563326,98.87
MARLBORO COUNTY COMMISSION ON ALCOHOL,AND DRUG ABUSE,100 WEST MAIN STREET,,,BENNETTSVILLE,SC,29512.0,(803)479-8328,Alcoholism/Drug,3706SC29512,-79.68451920882076,34.61654396476991,100.0
TRI-COUNTY MENTAL HEALTH CENTER,,P.O. BOX 918,WHirnER BLDG,,BENNETTSVILLE,SC,29512.0,(803)774-4582,Alcoholism/Drug,3233SC29512,-79.68804999999998,34.609440000000056,98.0
THE LEE COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,LEE COUNTY COURTHOUSE ROOM 209,P.O. BOX 302,,BISHOPVILLE,SC,29010.0,(803)484-5341EXT.251,Alcoholism/Drug,8778SC29010,-80.24698996999271,34.21929998831463,90.45
KERSHAW COUNTY COMM ON,ALCOHOL AND DRUG ABUSE,1104 CHURCH,P.O. BOX 416,,CAMDEN,SC,29020.0,(803)432-6281,Alcoholism/Drug,5189SC29020,-80.60917707188482,34.24685379688016,98.82
CHARLESTON AIR FORCE BASE,SOCIAL ACTIONS,437 MAW,,,CHARLESTON,SC,29404.0,(803)554-2573,Alcoholism/Drug,3396SC29404,-80.05876999999998,32.89585000000005,89.57
CHARLESTON COUNTY SUBSTANCE ABUSE,COMMUNITY ADULT PROGRAM,25 COURTENAY DRIVE,,,CHARLESTON,SC,29401.0,(803)723-7212,Drug,4955SC29401,-79.9515965673847,32.78421051929901,99.51
COUNSELING AND ASSISTANCE CENTER,,CODE 20 NAVAL STATION,BUILDING Mll50,,CHARLESTON,SC,29408.0,(803)743-5108,Alcoholism/Drug,7249SC29408,1.3012845941116622,52.40487435764443,75.64
CHESTER COUNTY COt1MISSION,ON ALCOHOL AND DRUG ABUSE,120 SALUDA STREET,P.O. BOX 636,,CHESTER,SC,29706.0,(803)377-8111,Alcoholism/Drug,6474SC29706,-81.21010982487823,34.70818871851463,100.0
BOSOM NEIGHBORHOOD TREATMENT CENTER,,2129 SANTEE AVENUE,,,COLUMBIA,SC,29205.0,(803)256-3100,Drug,8133SC29205,-81.01475272374918,33.99980772007252,100.0
LEXINGTON/RICHLAND,DRUG RESIDENTIAL TREATMENT FACILITY,2020 WASHINGTON STREET,,,COLUMBIA,SC,29204.0,(803)256-3100EXT.5,Drug,5168SC29204,-81.021522276325,34.00852944492088,100.0
LEXINGTON/RICHLAND ALC AND DRUG ABUSE,COUNCIL METHADONE MAINTENANCE PROGRAM,2129 SANTEE AVENUE,,,COLUMBIA,SC,29205.0,(803)254-8922,Drug,8133SC29205,-81.01475272374918,33.99980772007252,100.0
HORRY COUNTY COMMISSION ON ALCOHOL,AND DRUG ABUSE,203 LAUREL STREET,PIVER BLDG BOX 136,,CONWAY,SC,29526.0,(803)248-6291,Alcoholism/Drug,8829SC29526,-79.04658152677428,33.83387218873661,100.0
WACCAMAW CENTER FOR MENTAL HEALTH,,706 LAUREL STREET,,,CONWAY,SC,29526.0,(803)248-4926,Alcoholism/Drug,7027SC29526,-79.0512580420129,33.840822337121175,100.0
DILLON COUNTY COMMISSION ON,ALCOHOL ANJ DRUG ABUSE,105 NORTH RAILROAD AVENUE,BOX 1326,,DILLON,SC,29536.0,(803)774-6591,Alcoholism/Drug,5496SC29536,-79.37256869281299,34.41752875988389,100.0
FLORENCE COUNTY COMMISSION ON,ALCOHOL & DRUG ABUSE-OF TRT SERV,604 GREGG STREET,P.O. BOX 4881,,FLORENCE,SC,29501.0,(803)665-9349,Alcoholism/Drug,2023SC29501,-79.77751659219037,34.19445399390271,98.04
ALCOHOL AND DRUG ABUSE,PREVENTION PROGRAM,BUILDING 4310,,,FORT JACKSON,SC,29207.0,(803)751-4324,Alcoholism/Drug,2991SC29207,-80.94047999999998,34.012170000000026,77.0
CHEROKEE COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,212 EAST FLOYD BAKER BLVD,BOX 216,,GAFFNEY,SC,29340.0,(803)489-0247,Alcoholism/Drug,4680SC29340,-81.64709431195966,35.07196507652843,100.0
GEORGETOl4N COUNTY ALCOHOL AND DRUG ABUSE COMMISSION,,617 PRINCE STREET,,,GEORGETOWN,SC,29440.0,(803)546-6081,Alcoholism/Drug,3104SC29440,-79.28030489350553,33.366039992161305,100.0
GREENVILLE COUNTY COt1MISSION ON,ALCOHOL AND DRUG ABUSE,124 EDINBURGH COURT,,,GREENVILLE,SC,29607.0,(803)242-1781,Alcoholism/Drug,2701SC29607,-82.36718579305666,34.84097005093525,100.0
HAMPTON COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,COURTHOUSE ANNEX ROOM 202,P.O. BOX 885,,HAMPTON,SC,29924.0,(603)943-2800,Alcoholism/Drug,2240SC29924,-81.11260359999993,32.86679990000005,85.0
WILLIAMSBURG COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,217 EAST BROOKS STREET,P.O. BOX 506,,KINGSTREE,SC,29556.0,(803)354-7123,Alcoholism/Drug,0737SC29556,-79.82854686004195,33.668460646327446,100.0
LANCASTER COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,215 1/2 SOUTH MAIN,P.O. BOX 1110,,LANCASTER,SC,29720.0,(803)285-6911,Alcoholism/Drug,1033SC29720,-80.76970861690498,34.71850440041682,98.84
LAURENS COMMISSION ON,ALCOHOL AND DRUG ABUSE,216 WEST LAURENS STREET,P.O. BOX 843,,LAURENS,SC,29360.0,(803)984-0574,Alcoholism/Drug,1004SC29360,-82.01684460845837,34.499693776058194,100.0
CLARENDON COUNTY COMt1ISSION ON,ALCOHOL ANO DRUG ABUSE,CHURCH STREET,P.O. BOX 361,,MANNING,SC,29102.0,(803)435-2121,Alcoholism/Drug,7389SC29102,-80.20893411479942,33.70035527700553,99.4
MARION COUNTY,ALCOHOL ANO DRUG ABUSE PROGRAM,COURT STREET,P.O. BOX 1011,,MARION,SC,29571.0,(803)423-5610,Alcoholism/Drug,9134SC29571,-79.39984587326276,34.17836946456406,99.4
BERKELEY COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,109 WEST MAIN STREET,,,MONCKS CORNER,SC,29461.0,(803)899-7711,Alcoholism/Drug,2244SC29461,-80.01494958997479,33.19691447689969,100.0
OFFICE OF SOCIAL ACTIONS,MYRTLE BEACH AIR FORCE BASE,,MYRTLE BEACH AIR FORCE BASE,,MRYTLE BEACH,SC,29577.0,(803)238-7734,Alcoholism/Drug,6549SC29577,-78.88850999999994,33.690135000000055,97.79
NE14BERRY COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,P.O. BOX 738,,,NEWBERRY,SC,29108.0,(803)276-7368,Alcoholism/Drug,0288SC29108,-81.62173939999997,34.27286120000008,98.0
MASON HOUSE,RESIDENTIAL,508 DURANT AVENUE,BOX 2635,,NORTH CHARLESTON,SC,29406.0,(803)744-8973,Drug,0988SC29406,-79.98096369135745,32.8851447974827,96.53
TRI-COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,897 RUSSELL STREET,P. 0. BOX 1365,,ORANGEBURG,SC,29115.0,(803)536-4900,Alcoholism/Drug,5443SC29115,-80.78739543079328,33.521437588260824,100.0
PICKENS tOUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,HIGHWAY 8,P.O. BOX 108-A-l,,PICKENS,SC,29671.0,(803)878-4107,Alcoholism/Drug,9452SC29671,-82.66927808416304,34.946871792922266,100.0
JASPER COUNTY COMMISSION ON,ALCOHOL AUD DRUG ABUSE,P.O. BOX 1362,,,RIDGELAND,SC,29936.0,(803)726-5996,Alcoholism/Drug,5475SC29936,-80.98255999999998,32.48077500000005,98.0
YORK COUNTY COUNCIL ON,ALCOHOL AND DRUG ABUSE !YCCADAl,103 SEDGEWOOD DRIVE,P.O. BOX 4437,,ROCK HILL,SC,29730.0,(803)327-3118,Alcoholism/Drug,9136SC29730,-81.04089269463027,34.94912648338349,99.51
SALUDA COUNTY ALCOHOL AND DRUG ABUSE CCMMISSION,,409 WEST BUTLER STREET,BOX 157,,SALUDA,SC,29138.0,(803)445-2968,Alcoholism/Drug,1866SC29138,-81.77646598386302,34.0032400218564,98.06
SPARTANBURG ALCOHOL AND DRUG ABUSE COMMISSION,,811 EAST MAIN STREET,,,SPARTANBURG,SC,29302.0,(803)582-7588,Alcoholism/Drug,4433SC29302,-81.90998943611507,34.95803690746327,100.0
DORCHESTER COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,535 NORTH CEDAR STREET,,,SUMMERVILLE,SC,29483.0,(803)871-4790,Alcoholism/Drug,1742SC29483,-80.17251461392559,33.026514087723626,100.0
SANTEE/WATEREE,MENTAL HEALTH CENTER,215 NORTH MAGNOLIA STREET,,,SUMTER,SC,29150.0,(803)775-9364,Alcoholism/Drug,3388SC29150,-80.3371937853922,33.923528294043386,100.0
SHAW AIR BASE,TRW-SOCIAL ACTIONS,410 DRUG/ALCOHOL ABUSE,,,SUMTER,SC,29152.0,(803)668-8110EXT.3011,Alcoholism/Drug,4742SC29152,-80.48298539999995,33.98911040000007,85.0
SUMTER COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,P.O. BOX 39,,,SUMTER,SC,29150.0,(803)775-6815,Alcoholism/Drug,3097SC29150,-80.34322999999995,33.905700000000024,98.0
UNION COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,P.O. BOX 844,,,UNION,SC,29379.0,(803)427-1241,Alcoholism/Drug,1367SC29379,-81.62689519999998,34.714926400000024,98.0
NORTHEASTERN MENTAL HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,703 THIRD AVENUE SE,,,ABERDEEN,SD,57410.0,(605)225-1010,Alcoholism/Drug,4606SD57410,-98.47737016085414,45.46216751703171,98.39
SOCIAL ACTIONS OFFICE,44 SMW/SL,BUILDING Tl101,,,ELLSWORTH AFB,SD,57706.0,(605) 399-2366,Alcoholism/Drug,5078SD57706,-103.07773019999996,44.14893840000008,85.0
SOUTHERN HILLS ALCOHOL AND DRUG CENTER,,1040 NORTH RIVER STREET,CITY AUDITORIUM,,HOT SPRINGS,SD,57747.0,(605)745-6300,Alcoholism/Drug,7616SD57747,-103.48019621288681,43.43994658475592,100.0
NORTHERN HILLS ALCOHOL AND DRUG,INFORMATION REFERRAL CENTER,950 MAIN STREET,,,STURGIS,SD,57785.0,(605) 347-3003,Alcoholism/Drug,0486SD57785,-103.50786012760729,44.41434249021774,100.0
HUMAN SERVICES AGENCY,ALCOHOL & DRUG REFERRAL & TRT CENTER,420 FOURTH STREET NE,BOX 1030,,WATERTOWN,SD,57201.0,(605) 886-7602,Alcoholism/Drug,9071SD57201,-97.10680125146477,44.9064500187088,100.0
SOUTH DAKOTA HUNAN SERVICES CENTER,DRUG TREATMENT PROGRAM,BOX 76,,,YANKTON,SD,57078.0,(605) 665-3671 EXT. 531,Drug,2291SD57078,-97.39698999999996,42.87444000000005,98.0
NORTHWEST AREA MENTAL HEALTH CENTER,ALCOHOL AND DRUG PROGRAM,14 FOURTH STREET WEST,P.O. BOX 447,,LEMMON,SD,57638.0,(605)374-3f162,Alcoholism/Drug,2027SD57638,-102.15961475738457,45.9409076297875,100.0
MITCHELL AREA ALCOHOL/DRUG CENTER,INFORt1ATION AND REFERRAL,124 WEST FIRST,,,MITCHELL,SD,57301.0,(605)996-4191,Alcoholism/Drug,7660SD57301,-98.02667061706384,43.709457499771155,98.84
CAPITAL AREA COUNSELING SERVICE INC,DRUG AND ALCOHOL UNIT,206 WEST MISSOURI,P.O. BOX 148,,PIERRE,SD,57501.0,(605)224-5811,Alcoholism/Drug,3611SD57501,-100.35808499919158,44.365365353583094,98.84
RIVER PARK CENTER,,801 EAST DAKOTA,P.O. BOX 1216,,PIERRE,SD,57501.0,(605)224-7331,Alcoholism/Drug,7167SD57501,-100.34259183884943,44.36022830267204,98.84
SIOUX EMPIRE DRUG EDUCATION COMM INC,PROJECT AWARENESS,110 EAST TENTH STREET,SUITE 101,,SIOUX FALLS,SD,57103.0,,Alcoholism/Drug,7079SD57103,-96.72607895501018,43.54607908421256,99.52
QUINCO MENTAL HEALTH CENTER,ALCOHOL AND DRUG SERVICES,HIGHWAY 64 WEST,,,BOLIVAR,TN,38008.0,(901)658-6113,Alcoholism/Drug,8426TN38008,-89.05386475075237,35.288388396707795,100.0
BRISTOL MENTAL HEALTH CENTER,CHEMICAL DEPENDENCY PROGRAM,26 MIDWAY STREET,,,BRISTOL,TN,37620.0,(615)968-1561EXT.6707,Alcoholism/Drug,7509TN37620,-82.21495517145706,36.59553995649717,100.0
CHATTANOOGA PSYCHIATRIC CLINIC,METHADONE CLINIC,1041 BLACKFORD STREET,,,CHATTANOOGA,TN,37403.0,(615)266-2288,Drug,1726TN37403,-85.28757659727668,35.04884361140979,100.0
CHATTANOOGA PSYCHIATRIC CLINIC INC,,1028 EAST THIRD STREET,,,CHATTANOOGA,TN,37403.0,(615)266-6751,Alcoholism/Drug,4284TN37403,-85.28899159528736,35.04717744190575,100.0
COUNCIL FOR ALCOHOL AND DRUG ABUSE SERVICES,,207 SPEARS AVENUE,,,CHATTANOOGA,TN,37405.0,(615)756-7644,Alcoholism/Drug,0300TN37405,-85.31038782806627,35.06497410827549,100.0
JOSEPH W JOHNSON MENTAL HEALTH CENTER,ALCOHOL ANO DRUG PROGRAM,MOCCASIN BENO ROAD,,,CHATTANOOGA,TN,37405.0,(615)756-2740,Alcoholism/Drug,0280TN37405,-85.33358558688298,35.043293962155715,89.66
MOCCASIN BENO MENTAL HEALTH INSTITUTE,ALCOHOL ANO DRUG UNIT,MOCCASIN BENO ROAD,,,CHATTANOOGA,TN,37405.0,(615)265-2271,Alcoholism/Drug,0280TN37405,-85.33358558688298,35.043293962155715,89.66
VALLEY PSYCHIATRIC HOSPITAL,SUBSTANCE ABUSE TREATMENT UNIT,P.O. BOX 21373,,,CHATTANOOGA,TN,37421.0,(615)894-4220,Alcoholism/Drug,5439TN37421,-85.15757499999995,35.043130000000076,98.0
