Name1,Name2,Address1,Address2,City,State,ZIP_Code,Contact,Keys
REALITY HOUSE INC,CENTER INC,CARPENTER STREET,C/0 GLOUCESTER COUNTY HEALTH DEPT,WOODBURY,NJ,08096,(609)848-0035,Drug
SERVICES TO OVERCOME DRUG ABUSE AMONG,TEENAGERS OF NJ INC (SODAT INC>,1f4 NORTH BROAD STREET,,WOODBURY,NJ,08096,,1609)
JOEL HAMILTON,AFTERCARE UNIT,411 TENTH STREET,,ALAMOGORDO,NH,88310,,(SOS)
OTERO COUNTY MENTAL HEALTH ASSOCIATION,DRUG ABUSE COUNSELING CENTER,1408 EIGHTH STREET,,ALAMOGORDO,NH,88310,,CSOSl
ALBUQUERQUE AFTERCARE SERVICES,,111 SEVENTH STREET NW,,ALBUQUERQUE,NH,87102,(505)243-1731,Drug
BCHH/HRC,DRUG COUNSELING SERVICES,,101S TIJERAS NW,ALBUQUERQUE,NH,87102,(505)843-6S42,Drug
BCt1H/t1RC DRUG ABUSE TREATMENT PROGRAM,DRUG FREE CLINIC,120 MADEIRA DRIVE NE,,ALBUQUERQUE,NH,87108,(505)262-1801,Drug
BCHH/HRC DRUG ABUSE TREATMENT PROGRAM,METHADONE MAINTENANCE CLINIC,120 MADEIRA DRIVE NE,,ALBUQUERQUE,NM,87108,(505)262-1801,Drug
DARE NEW LIFE CENTER,,4500 SECOND STREET SW,BOX 25387,ALBUQUERQUE,NM,87125,(505)877-9282,Alcoholism/Drllg
NEW MEXICO HEALTH COALITION,INHALANT ABUSE TREATMENT PROGRAM,404 MARBLE AVENUE NW,,ALBUQUERQUE,HM,87102,(505)842-0861,Drug
FEDERAL CORRECTICNAL INSTITUTION,LA TUNA DRUG ABUSE PROGRAM,P.O. BOX 1000,,ANTHONY(TEXASl,NH,88021,(915)886-3422,Drug
ARTESIA COUNSELING AND RESOURCE CENTER,,305 SOUTH 13TH STREET,,ARTESIA,NM,88210,(505)746-9042,Alcoholism/Drug
SIX SANDOVAL INDIAN PUEBLOS,SUBSTANCE ABUSE PROGRAM,HIGHWAY 85,,BERNALILLO,NH,87004,(505)867-5961,Alcoholism/Drug
VENCEDOR INC,,516 JUAREZ,,CARLSBAD,NM,88220,(505)885-S287,Drug
MENTAL HEALTH RESOURCES,CLOVIS SOFT DRUG CENTER,816 WEST 12TH STREET,,CLOVIS,NM,88101,,(S05l
AREA HUMAN RESOURCES COUNCIL,DEMING COUNSELING CENTER,109 EAST PINE STREET,,DEMING,NM,88030,(505)546-2174,Alcoholism/Drug
SELF HELP CENTER INC,,219 NORTH ORCHARD AVENUE,,FARMINGTON,NM,87401,,(5051
FORD CANYON YOUTH CENTER,,820 HENRIETTA DRIVE,P.O. BOX 936,GALLUP,NM,87301,(505)722-9445,Drug
WESTERN VALENCIA COUNTY,HUMAN RESOURCES DRUG ABUSE PROG,1500 NORTH THIRD STREET,,GRANTS,NH,87020,(505)287-2552,Drug
GUIDANCE CENTER OF LEA COUNTY,,920 WEST BROADWAY,P.O. BOX 2308,HOBBS,NM,88240,(505)393-3168,Alcoholism/Drug
AFTERCARE UNIT,,1480 NORTH MAIN,P.O. BOX 804,LAS CRUCES,NH,88001,(505)526-S821,Drug
SOUTHWEST COMMUNITY MENTAL HEALTH,LAS CRUCES SUBSTANCE ABUSE CLINIC,1480 NORTH HAIN STREET,,LAS CRUCES,NH,88001,,CS05l
LA SALIDA INC,,NORTH HIGHWAY 85,P.O. BOX 2673,LAS VEGAS,NH,87701,(505)425-7572,Drug
AREA HUMAN RESOURCES COUNCIL,LORDSBURG COUNSELING CENTER,312 WEST FOURTH STREET,,LORDSBURG,NH,88045,(505)388-4412,Alcoholism/Drug
MESCALERO DRUG PROGRAM,TRADITIONAL COUNSELING PROGRAM,P.O. BOX 315,,HESCALERO,NM,88340,(505)671-4494,Drug
MENTAL HEALTH RESOURCES,PORTALES SOFT DRUG CENTER,300 EAST FIRST STREET,,PORTALES,NH,88130,(505)359-1221,Drug
COMMUNITY COUNSELING,AND RESOURCE CENTER,124 EAST FOURTH STREET,P.O. BOX 749,ROSWELL,NM,88201,(505)623-1480,Alcoholism/Drug
DELANCEY STREET/NEW MEXICO INC SOUTHWEST COMMUNITY MENTAL HEALTH,SWAN LAKE RANCH TRUTH OR CONSEQUENCES,"SAN JUAN PUEBLO, NM 87566 112 BROADWAY STREET",,(505) 852-4291 TRUTH OR CONSEQUENCES,NM,87901,,Drug
AYUDAR COMMUNITY DRUG PROGRAM,,1418 LUISA STREET,SUITE #6,SANTA FE,NM,87503,(505)827-2457,Drug
LOS VEGAS DRUG TREATMENT PROGRAM,,2138 CULLE DE SEBASTIAN,,SANTA FE,NM,87501,(505)827-2458,Drug
P S I SANTA FE CLINIC,,331 GARFIELD,P.O. BOX 2346,SANTA FE,NM,87501,(505)988-8827,Drug
SANTO DOMINGO,DRUG ALCOHOL ABUSE PROG,,GENERAL DELIVERY,SANTO DOMINGO,NM,87052,(505)465-2720,Alcoholism/Drug
AREA HUMAN RESOURCES COUNCIL,SILVER CITY COUNSELING CENTER,100 EAST MARKET,P.O. BOX 677,SILVER CITY,NM,88061,(505)388-4412,Alcoholism/Drug
SOUTHWEST COMMUNITY MENTAL HEALTH,SOCORRO,200 MANZARES STREET,P.O. BOX 216,SOCORRO,NM,87801,(505)835-2444,Alcoholism/Drug
ALBANY COUNTY YOUTHFUL,DRUG ABUSE CLINIC,175 GREEN STREET,,ALBANY,NY,12202,(518)445-7888,Drug
EDWARD F KENNELL CENTER,ALBANY COUNTY YDA SITE 2,70 NORTH SWAN STREET,SAINT JOSEPHS SCHOOL,ALBANY,NY,12210,(518)462-4320,Drug
HOPE HOUSE INC,,261 NORTH PEARL STREET,,ALBANY,NY,12207,(518)465-2441,Drug
HOSPITALITY HOUSE,HALFWAY HOUSE INC,6 MADISON PLACE,HOLY NAME CAMPUS,ALBANY,NY,12202,(518)434-6468,Drug
PROJECT EQUINOX INC,,214 LARK STREET,,ALBANY,NY,12210,(518)434-6135,Drug
SAINT ANNES INSTITUTE PROGRAM,,25 WEST LAWARENCE STREET,,ALBANY,NY,12206,(518)489-7411,Drug
WHITNEY M YOUNG JR,REHABILITATION CLINIC,454 NORTH PEARL STREET,,ALBANY,NY,12204,(518)463-3882,Drug
ALBA-NECK HALFWAY HOUSE,ADMINISTRATIVE UNIT,276 ALBANY AVENUE,,AMITYVILLE,NY,11701,(516)842-6622,Drug
ALBA-NECK HALFWAY HOUSE,CLINIC I,13 JOHNSON STREET,,AMITYVILLE,NY,11701,(516)842-6622,Drug
TOWN OF BABYLON,DIVISION OF DRUG & ALCOHOL SERVICES,400 BROADWAY,,AMITYVILLE,NY,11701,(516)691-5777,Drug
QUEENS COUNTY DRUG LINE PROGRAM,,30-64 37TH STREET,,ASTORIA,NY,11103,(212)278-5650,Drug
CONFIDENTIAL HELP FOR ALCOHOL,AND DRUGS C CHAD ),30 YORK STREET,,AUBURN,NY,13021,(315)253-9786,Drug
BALDWIN COUNCIL AGAINST DRUG ABUSE,(BCADA>,1914 G�AND AVENUE,P.O. BOX 55,BALDWIN,NY,11510,(516)546-1771,Drug
BAYSHORE MMTP CLINIC,,5 SHORE LANE,,BAYSHORE,NY,11706,(516)666-2600EXT.606,Drug
ALTERNATIVES AND DIRECTION FOR YOUTH,BEACON MENTAL HEALTH CENTER,88 SARGENT AVENUE,,BEACON,NY,12508,(914)831-3150,Drug
RENAISSANCE BEDFORD,,524-26 NORTH BEDFORD ROAD,,BEDFORD HILLS,NY,10507,(914)666-3923,Drug
TACONIC/BEDFORD HILLS,SUBSTANCE ABUSE TREATMENT PROJECT,250 HARRIS ROAD,,BEDFORD HILLS,NY,10507,(914)241-3159,Drug
RAPPORT OF THE MERRICKS & BELLMORE INC,,2718 GRAND AVENUE,,BELLMORE,NY,11710,(516)826-4504,Drug
BELLPORT CENTER,BEAVER DAN ANO SOUTH COUNTY ROADS,,SOUTH COUNTY PRESBYTERIAN CHURCH,BELLPORT,NY,11713,(516)286-1911,Drug
BETHPAGE ADOLESCENT DEVELOPMENT ASSN,CBADAl,936 STEWART AVENUE,,BETHPAGE,NY,11714,(516)433-5344,Drug
ALBERT EINSTEIN COLLEGE OF MEDICINE,SUBSTANCE ABUSE SERV MELROSE CLINIC,260 EAST 161ST STREET,TENTH FLOOR,BRONX,NY,10451,(212)292-6622EXT.10,Drug
ALBERT EINSTEIN COLLEGE OF MEDICINE,SUBSTANCE ABUSE SERV SOUNDVIEW CLINIC,1764 RANDALL AVENUE,,BRONX,NY,10473,(212)542-4100,Drug
ALBERT EINSTEIN COLLEGE OF MEDICINE,SUBSTANCE ABUSE SERVICE HUB 1 CLINIC,368 EAST 149TH STREET,GROUND FLOOR,BROtlX,NY,10455,(212)292-6450,Drug
ALBERT EINSTEIN COLLEGE OF MEDICINE,SUBSTANCE ABUSE SERVICE HUB 2 CLINIC,368 EAST 149TH STREET,SECOND FLOOR,BRONX,NY,10455,(212)292-3757,Drug
ALBERT EINSTEIN COLLEGE OF MEDICINE,SUBSTAtlCE ABUSE SERVICE HUB 3 CLINIC,368 EAST 149TH STREET,THIRD FLOOR,BRONX,NY,10455,(212)665-7500,Drug
ALBERT EINSTEIN COLLEGE OF MEDICINE,SUBSTANCE ABUSE SERVICE TRAILER I,1500 WATERS PLACE,,BRONX,NY,10461,(212)430-3088,Drug
ALBERT EINSTEIN'COLLEGE OF MEDICINE,SUBSTANCE ABUSE SERVICE TRAILER II,1500 WATERS PLACE,,BRONX,NY,10461,(212)430-3089,Drug
ARGUS COMMUNITY INC,,170 BROWN PLACE,,BRONX,NY,10454,(212)993-5300,Drug
DAYTOP VILLAGE INC,BRONX OUTREACH,377 EAST 188TH STREET,,BRONX,NY,10458,(212)364-2833,Drug
HSA NYC MMTP,BRONX LEBANON HOSP CLINIC,501 EAST 158TH STREET,,BRONX,NY,10451,(212)665-780.:,Drug
HSA NYC HHTP,HUNTS POIMT MULTI-SERVICE CTR CLINIC,777 WESTCHESTER AVENUE,,BRONX,NY,10455,(212)589-5500,Drug
HSA NYC MMTP,,JEROME AVENUE CLINIC,2005 JEROME AVENUE,BRONX,NY,10453,(212)583-0600,Drug
HSA NYC MMTP,MORRISANIA CLINIC,1267 GIRARD AVENUE,,BRONX,NY,10452,(212)992-9400,Drug
INWARD HOUSE CORP,,45 WEST 177TH STREET,,BRONX,NY,10453,(212)294-5600,Drug
MISERIC�RDIA MEDICAL CENTER,METHADONE MAINTENANCE PROGRAM,1910 ARTHUR AVENUE,5TH FLOOR,BRONX,NY,10457,(212)583-6244,Drug
NARCO,FREEDOM INC,2780 THIRD AVENUE,,BRONX,NY,10455,(212)292-4640,Drug
PHASE IV MTA - DETOX TO DRUG FREE,P R O M E S A,1776 CLAY AVENUE,,BRONX,NY,10457,(212)299-1100,Drug
PHOENIX HOUSE,BRONX CLINIC,480 EAST 185TH STREET,,BRONX,NY,10458,(212)595-5810,Drug
PHOENIX HOUSE,PHELAN PLACE,1851 PHELAN PLACE,,BRONX,NY,10453,(212)595-5810,Drug
PROJECT RETURN,ARTEMIS SEVEN (WOMENS PROGi,1600 MACOMBS ROAD,,BRONX,NY,10452,(212)299-7661,Drug
PROJECT RETURN,OLYMPUS HOUSE,1600 MACOt1BS ROAD,,BRONX,NY,10452,(212)850-6700,Drug
PROMESA,YOUTH COt1PONENT,1805 ANTHONY AVENUE,,BRONX,NY,10457,(212)299-1100EXT.38,Drug
RESURRECTION REHAB CENTER INC,RESIDENTIAL PROGRAM,1214-18 HOE AVENUE,,BRONX,NY,10459,(212)328-3333,Drug
RIVERDALE MENTAL HEALTH ASSOCIATION,CLINIC 1,2734 INDEPENDENCE AVENUE,,BRONX,NY,10463,(212)796-5300,Drug
SOUTH BRONX MEDICAL GROUP,,880 MORRIS AVENUE,,BRONX,NY,10451,(212)665-9340,Drug
TREMONT COMMUNITY COUNCIL,VOCATIONAL INSTRUCTION PROJECT,1962 BATHGATE AVENUE,,BRONX,NY,10457,(212)583-5150,Drug
ADDICTION RESEARCH AND TREATMENT CORP,WOMENS SERVICE UNIT,937 FULTON STREET,,BROOKLYN,NY,11238,(212)834-5366,Drug
ALPHA SCHOOL,,2400 LINDEN BOULEVARD,,BROOKLYN,NY,11207,(212)257-5800,Drug
ANCHOR HOUSE,,976 PARK PLACE,,BROOKLYN,NY,11213,(212)756-8673,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG CUMBERLAND CLINIC,98 FLATBUSH AVENUE,,BROOKLYN,NY,11217,(212)237-9600,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG METHODIST CLINIC,502 EIGHTH AVENUE,,BROOKLYN,NY,11215,(212)788-6913,Drug
BROOKLYN CLINIC 1,FORT GREEN,937 FULTON STREET,,BROOKLYN,NY,11238,(212)636-6736,Drug
BROOKLYN CLINIC 3,BUSHWICK,1149-55 MYRTLE AVENUE,,BROOKLYN,NY,11206,(212)636-6767,Drug
BROOKLYN CLINIC 4,BROWNSVILLE,564 HOPKINSON AVENUE,,BROOKLYN,NY,11212,(212)636-6742,Drug
CANARSIE AWARE YOUTH CENTER,,1205 ROCKAWAY AVENUE,,BROOKLYN,NY,11236,(212)257-3195,Drug
COMMUNITY REHAB ASSISTANCE CORP,CCRACl,354 GOLD STREET,,BROOKLYN,NY,11201,(212)852-0952,Drug
COUNSELING SERVICE E D N Y INC,,175 REMSEN STREET,,BROOKLYN,NY,11201,(212)858-6665,Drug
DAYTOP VILLAGE INC,BROOKLYN OUTREACH,401 STATE STREET,,BROOKLYN,NY,11217,(212)625-1388,Drug
DISTRICT III YOUTH AND ADULT INC,,271 MELROSE STREET,,BROOKLYN,NY,11206,(212)821-7710,Drug
DYNAMIC YOUTH COMMUNITY,OUTPATIENT AND DAYCARE UNIT,1830 CONEY ISLAND AVENUE,,BROOKLYN,NY,11230,(212)376-7923,Drug
HSA NYC MMTP,SAINT JOHNS HOSP BROWNSVILLE CLINIC,379 ROCKWAY AVENUE,,BROOKLYN,NY,11212,(212)498-1950,Drug
HSA NYC MMTP,SAINT MARYS ALABAMA CLINIC,480 ALABAMA AVENUE,,BROOKLYN,NY,11212,(212)485-3400,Drug
HSA NYC MHTP,SAINT MARYS BROWNSVILLE CLINIC,229 POWELL STREET,,BROOKLYN,NY,11212,(212)485-6000,Drug
HSA NYC MMTP,SAINT MARYS CLASSON CLIIIIC,635 CLASSON AVENUE,,BROOKLYN,NY,11238,(212)622-4665,Drug
HSA NYC HMTP RED HOOK,LONG ISLAND COLLEGE HOSP CLINIC 2,___ _ 132-34 VAN DYKE STREET __ _ ______,,BROOKLYN,NY,11231,(212)780-2993,Drug
LONG ISLAND COLLEGE HOSPITAL,CLINIC 1,217 COURT STREET,,BROOKLYN,NY,11201,(212)780-2801,Drug
NEW YORK CITY HEALTH & HOSPITALS CORP,VOCATIONAL REHAB CLINIC,643 SHEFFIELD AVENUE,,BROOKLYN,NY,11207,(212)385-7700,Drug
NYC MHTP,SAINT MARYS PROSPECT CLINIC,1480 PROSPECT PLACE,,BROOKLYN,NY,11236,(212)774-8820,Drug
PHOENIX HOUSE,PROSPECT PLACE,174 PROSPECT PLACE,,BROOKLYll,NY,11217,(212)595-5810,Drug
SOUTH BROOKLYN,,685 THIRD AVENUE,,BROOKLYN,NY,11232,(212)788-2594,Drug
BUFFALO ADDICTS REHAB CENTER INC,,17-19 EAST UTICA STREET,,BUFFALO,NY,14209,(716)883-4060,Drug
BUFFALO GENERAL HOSPITAL CMHC,ALCOHOL AND DRUG ABUSE SERVICES,80 GOODRICH STREET,,BUFFALO,NY,14203,(716)845-2102,Alcoholism/Drug
CAO/DART DRUG ABUSE,RESEARCH AND TREATMENT PROG,80 GOODRICH STREET,,BUFFALO,NY,14204,(716)853-0350,Drug
CITY OF BUFFALO OHR,ELLICOTT/MASTEN COMM COUNSELING CENTER,560 - 562 WILLIAM STREET,,BUFFALO,NY,14204,(716)855-4069,Drug
CITY OF BUFFALO OHR,ELMWOOD COUNSELING- CENTER,61 ELMWOOD AVENUE,,BUFFALO,NY,14201,(716)882-5272,Drug
CITY OF BUFFALO OHR,FILLMORE/LEROY COMM COUNSELING CENTER,2255 FILLMORE AVENUE,,BUFFALO,NY,14214,(716)837-2710,Drug
CITY OF BUFFALO OHR,RIVERSIDE COUNSELING CENTER,514 ONTARIO STREET,,BUFFALO,NY,14207,(716)877-0772,Drug
DIVISION OF SUBSTANCE ABUSE SERVICES,SPECIALIZED TREATMENT SERVICES,125 MAIN STREET,GEN DONOVAN STATE OFFICE BUILDING,BUFFALO,NY,14203,(716)842-3803,Drug
MENTAL HEALTH SERVICES•CORP II,MAIN HERTEL COUNSELING SERVICE,2929 MAIN STREET,,BUFFALO,NY,14214,(716)838-6146,Drug
MENTAL HEALTH SERVICES CORP V,SOUTH BUFFALO COUNSELING CENTER,329 SOUTHSIDE PARKWAY,,BUFFALO,NY,14220,(716)662-6622,Drug
MENTAL HEALTH SERVICES CORP VI,LOWER WEST SIDE DRUG ABUSE PROGRAM,485 NIAGARA STREET,,BUFFALO,NY,14201,(716)856-2000,Drug
GREENE COUNTY,NARCOTIC ADDICTION CONTROL,ROUTE 3 BOX 905,COUNTY BUILDING,CAIRO,NY,12413,(518)622-9440,Drug
ONTARIO COUNTY YOUTH COUNSELING SERV,,0 C Y C S,120 NORTH MAIN STREET,COUNTY OFFIC,BUILDING,1,,"CANANDAIGUA,"
MID-ERIE MENTAL HEALTH SERVICES INC,CHEEKTOWAGA COUNSELING CENTER,1520 WALDEN AVENUE,,CHEEKTOWAGA,NY,14225,(716)895-6700,Drug
SCHOHARIE COUNTY,SUBSTANCE ABUSE PROGRAM,41 WEST MAIN STREET,,COBLESKILL,NY,12043,(518)234-7658,Drug
COLD SPRING HARBOR,YOUTH DEVELOPMENT ASSOCIATION,P.O. BOX 241,,COLD SPRINGS HARBOR,NY,11724,(516)367-4884,Drug
COMMACK YOUTH DEVELOPMENT ASSOCIATION,,64 HAUPPAUGE ROAD,,COMMACK,NY,11725,(516)499-3990,Drug
YMCA OF LONG ISLAND ItlC,(YMCA) OUTREACH SERVICES,356 MIDDLE COUNTRY ROAD,,CORAM,NY,11727,(516)698-6626,Drug
FAMILY SERVICE SOCIETY OF CORNING,YOUTH SERVICES PROGRAM,11 EAST PULTENEY STREET,,CORNING,NY,14830,(607)962-3148EXT.3149,Drug
ELMCOR YOUTH AND ADULT ACTIVITIES INC,,107-10 NORTHERN BOULEVARD,,CORONA,NY,11368,(212)779-6183,Drug
HSA NYC MMTP,ELMHURST HOSPITAL CLINIC 2,34-33 JUNCTION BOULEVARD,,CORONA,NY,11373,(212)830-2593,Drug
HALF HOLLOW HILLS,YOUTH DEVELOPHENT CORP,525 HALF HOLLOW ROAD,,DIX HILLS,NY,11747,(516)549-9417,Drug
MENTAL HEALTH SERVICES CORP V,SOUTHTOl�NS COMMUNITY SERVICES,701 MAIN STREET,,EAST AURORA,NY,14052,(716)662-6622,Drug
MOtITEFIORE HOSPITAL AND MEDICAL CENTER,RIKERS ISLANO HEALTH SERVICES NYCARDC,11-11 HAZEN STREET,,EAST ELMHURST,NY,11370,(212)726-8410,Drug
MONTEFIORE HOSPITAL AND MEDICAL CENTER,RIKERS ISLAND HEALTH SERVICES NYCCIFM,10-10 HAZEN STREET,,EAST ELMHURST,NY,11368,(212)726-8092,Drug
MONTEFIORE HOSPITAL AND MEDICAL CENTER,RIKERS ISLAND HEALTH SERVICES NYCCIFW,15-15 HAZEN STREET,,EAST ELMHURST,NY,11370,(212)274-4242,Drug
TOOLS PROJECT INC,,674 COLUMBIA TURNPIKE,,EAST GREENBUSH,NY,12061,(518)477-8990,Drug
SOUTHHAMPTON DRUG ABUSE COUNCIL,EAST HAMPTON COUNSELING CENTER,43 MAIN STREET,,EAST HAMPTON,NY,11937,(516)324-0650,Drug
NCDDAA ANTAGONIST TREATMENT PROGRAM,JAIL WORK RELEASE,CARMAN AVENUE,,EAST MEADOW,NY,11554,(516)292-4309,Drug
NORTHPORT/EAST NORTHPORT,YOUTH DEVELOPMENT ASSOCIATION,7 DIANE COURT,,EAST NORTHPORT,NY,11731,(516)261-7901,Drug
ELLENVILLE RESIDENTIAL FACILITY,RD 1,,BOX 22,ELLENVILLE,NY,12428,(914)647-6575,Drug
SAMARITAN HALFWAY SOCIETY,CLINIC II,BRIGGS HIGHWAY,,ELLENVILLE,NY,12428,(914)647-3355,Drug
CREDO FOUNDATION INC,RD 1,,,EVAl�S MILLS,NY,13637,(315)629-4441,Drug
DYNAMIC YOUTH CENTER,RESIDENTIAL UNIT,ROUTE 42,P.O. BOX A,FALLSBURG,NY,12733,(914)434-3370,Drug
PRICE INC,COUNSELING CENTER,399 CONKLIN STREET,,FARMINGDALE,NY,11735,(516)293-3480,Drug
AURORA CONCEPT INC,,160-40 78TH ROAD,,FLUSHING,NY,11366,(212)591-9304,Drug
AURORA CONCEPT INC,FEMALE RESIDENCE,160-31 UNION TURNPIKE,,FLUSHING,NY,11366,(212)591-9304,Drug
COMMUNITY COUNCIL OF WEST NASSAU INC,,922 HEMPSTEAD TURNPIKE,,FRANKLIN SQUARE,NY,11010,(516)328-1717,Drug
EOC NASSAU COUNTY,FREEPORT OPERATION ALTERNATIVE,75 NORTH MAIN STREET,,FREEPORT,NY,11520,(516)379-4143,Drug
FREEPORT CITIZENS COMM ON DRUG ABUSE,OPERATION PRIDE,16 WEST SUNRISE HIGHWAY,,FREEPORT,NY,11520,(516)546-2822,Drug
FREEPORT FAMILY COMMUNITY CENTER,,17 BUFFALO AVENUE,,FREEPORT,NY,11520,(516)378-8666,Drug
NEW HOPE MANOR INC,RESIDENTIAL UNIT,,GRAYMOOR RR 1,GARRISON,NY,10524,(914)424-3050,Drug
TEEN CHALLENGE,WALTER HOUitlG HOME,PHILLIPSE BROOK AVERY ROAD,P.O. BOX 194,GARRISON,NY,10524,(914)424-3674,Drug
EOC NASSAU COUNTY,GLEN COVE PYRAMID,135 GLEN COVE AVENUE,,GLEN COVE,NY,11542,(516)671-9818,Drug
GLEN FALLS HOSPITAL CMHC,HUMAN RESOURCE CENTER,46 ELM STREET,,GLENS FALLS,NY,12801,(518)793-5189,Drug
ORANGE COUNTY IN JAIL PROGRAM,ALCOHOL AND DRUG ABUSE SERVICES,HARRIMAN DRIVE,DRAWER 471,GOSHEN,NY,10924,(914)294-6185,Alcoholism/Drug
GREAT NECK COMMUNITY ORGANIZATION FOR,PARENTS AND YOUTH ICOPAYl,21 NORTH STATION PLAZA,,GREAT NECK,NY,11021,(516)466-2S09,Drug
HARBORFIELDS/ELWOOD,YOUTH DEVELOPMENT ASSOCIATION,,S2 BROADWAY,GREENLA�IN,NY,11740,,1S16)
SOUTHAMPTON DRUG ABUSE COUNCIL,NORTH FORK GREEN PORT UNIT,455 MAIN STREET,,GREENPORT,NY,11944,(516)477-1080,Drug
MEtlTAL HEALTH SERVICES CORP VI,HAMBURG COUNSELING SERVICE,91 UNION STREET,,HAMBURG,NY,14075,(716)648-0650,Drug
DELAWARE COUNTY,DRUG ABUSE SERVICES,ROUTE 10,,HAMDEN,NY,13782,(607)865-4213,Drug
SUFFOLK COUNTY,DAS SCREENING AND DETOX CENTER,1330 MOTOR PARKWAY,,HAUPPAUGE,NY,11787,(516)582-4641,Drug
HAVERSTRAW COUNSELING CENTER,CREACH OUT>,216 CONGER AVENUE,,HAVERSTRAW,NY,10927,(914)429-5731,Drug
ALLIANCE COUNSELING CENTER,IACCl,435 FULTON AVE,"HEMPSTEAD, NY 115S0",,1S161,485-0300,,Drug
EOC NASSAU COUNTY,HEMPSTEAD YOUTH FOR ACTION SERVICES,226 SOUTH FRANKLIN STREET,,HEMPSTEAD,NY,11550,,1S16)
FAMILY SERVICES ASSOC OF NASSAU COUNTY,COMMUNITY ORGANIZATION SERV-DRUG PROG,131 JACKSON STREET,"HEMPSTEAD, NY 11S50",,(516),538-1310,,Drug
HISPANIC COUllSELING CENTER,FAMILY SERVICES ASSOCIATION,80 NORTH FRANKLIN STREET,,HEMPSTEAD,NY,11550,(516)538-2613,Drug
JEWISH COMMUNITY SERVICES OF,LONG ISLAND HEMPSTEAD CLINIC,SO CLINTON STREET,,HEMPSTEAD,NY,11550,(516)485-5710,Drug
EAST PLAINS MENTAL HEALTH SERVICES,COMMUNITY PROGRAM,76 NORTH BROADWAY,,HICKSVILLE,NY,11801,(516)822-4060,Drug
HICKSVILLE AGAINST DRUGS H A D,I HELP-AID-DIRECTION>,268 NORTH BROADWAY,,HICKSVILLE,NY,11801,(516)935-6858,Drug
HUDSON CORRECTIONAL FACILITY,SUBSTANCE ABUSE TREATMENT PROJECT,,BOX 576,HUDSON,NY,12S34,(518)828-4311EXT.220,Drug
HUNTINGTON STARSHINE PROGRAM,,423 PARK AVENUE,,HUNTINGTON,NY,11743,(516)271-3591,Drug
HUNTINGTON VILLAGE,YOUTH DEVELOPMENT ASSOCIATION,423 PARK AVENUE,,HUNTINGTON,NY,11743,(516)271-8350,Drug
HUNTINGTON STATION,YOUTH DEVELOPl!ENT ASSOCIATION,4 RAILROAD AVENUE,,HUNTINGTON STATION,NY,11746,(516)673-0614,Drug
HUNTINGTON STATION MMTP CLINIC,,689 EAST JERICHO TURNPIKE,,HUNTINGTON STATION,NY,11746,(516)271-0278,Drug
SOUTH HUNTINGTON,YOUTH DEVELOPMENT ASSOCIATION,WESTON STREET,WESTHILLS ELM SCHOOL,HUNTINGTON STATION,NY,11746,(516)427-3311,Drug
TOWN OF ISLIP ACCESS,DRUG COUNSELING SERVICES,401 MAIN STREET,,ISLIP,NY,11751,(516)224-5330,Drug
ITHACA ALPHA HOUSE CENTER,OUTREACH CENTER,103 STATE STREET,THE COMMONS,ITHACA,NY,14850,(607)273-5500,Drug
HSA NYC MMTP,MARY IMMACULATE HOSP CLINIC 2,147-18 ARCHER AVENUE,,JAMAICA,NY,11435,(212)526-3700,Drug
QUEENS VILLAGE CONN FOR MENTAL HEALTH,IJ-CAPl DAYCARE CLINIC,162-02 SOUTH ROAD,,JAMAICA,NY,11433,(212)380-4126,Drug
QUEENS VILLAGE COMM FOR MENTAL HEALTH,-J CAP- RESIDENTIAL,156-02 LIBERTY AVENUE,,JAMAICA,NY,11433,(212)380-4126,Drug
SAMARITAN HALFWAY SOCIETY,CLINIC III,88-83 VAN WYCK EXPRESSWAY,,JAMAICA,NY,11435,(212)520-5218,Drug
BROOME COUNTY DRUG AWARENESS CENTER,,22 PARK PLACE,,JOHNSON CITY,NY,13790,(607)798-7182,Drug
SOUTHERN TIER DRUG ABUSE,TREATMENT CENTER,143 CORLISS AVENUE,,JOHNSON CITY,NY,13790,(607)729-4983,Drug
MENTAL HEALTH SERVICES CORP I,KENMORE CENTER,1605 KENMORE AVENUE,,KENMORE,NY,14217,(716)875-2131,Drug
BROADWAY CENTRAL OUTREACH CENTER,,58 PEARL STREET,,KINGSTON,NY,12401,(914)339-3388,Drug
ULSTER COUNTY MENTAL HEALTH SERVICE,METHADONE MAINTENANCE AND REHAB PROG,398 BROADWAY,P.O. BOX 867,KINGSTON,NY,12401,(914)339-3434,Drug
SMITH HAVEN MINISTRIES,,178 SMITHAVEN MALL,,LAKE GROVE,NY,11755,(516)724-8246,Drug
COMMITTEE ON DRUG ABUSE,ICODAl,270 LAWRENCE AVENUE,,LAWRENCE,NY,11559,(516)239-6244EXT.237,Drug
YOUTH DIRECTION COUNCIL OF LEVITTOWN,CLINIC I,,"CENTER LANE, VILLAGE GREEN",LEVITTOWN,NY,11756,(516)796-6633,Drug
INWARD HOUSE CORPORATION,,UPPER FERNDALE ROAD,,LIBERTY,NY,12754,(914)292-6000,Drug
