Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Family Center of Thomas Jefferson Univ,Specialized Program for Preg Women,,1201 Chestnut Street,11th Floor,,Philadelphia,PA,19107,(215)955-8577,,Methadone Clients Only,MH-SA/TX/MM/OP/HV/PW/WN/SF/MD/PI/SS/SP/F17/F28/F70/
Family in Recovery Program,,,26 South 40th Street,,,Philadelphia,PA,19104,(215)596-8300 Intakes: (215)596-8300x1300 (215)596- 8300x1302,,,MH-SA/TX/OP/AD/CO/PW/WN/SF/MD/MC/PI/MI/SS/PA/
GPHA/AL Assist,Behavioral Healthcare Center,,1401 South 4th Street,,,Philadelphia,PA,19147,(215)339-1070,,,MH-SA/TX/OP/CO/HV/WN/MN/CJ/SF/MD/MC/PI/SS/PA/AH/
Gaudenzia DRC Inc,,,229 Arch Street,,,Philadelphia,PA,19106,(215)625-8060 Intake: (215)625-8061,,,MH-SA/TX/HH/RS/RL/OP/PH/CO/HV/WN/MN/CJ/SF/MD/MC/SI/PI/MI/SP/
Gaudenzia Inc,,,Broad Street,3025 North Broad Street,,Philadelphia,PA,19132,(215)223-9460 Hotline: (800)355-0654,,,MH/TX/RL/CO/WN/MN/CJ/SF/MD/AH/
Gaudenzia Inc,New Image Women and Children,,1300 East Tulpehocken Street,,,Philadelphia,PA,19138,(215)924-6322 Hotline: (800)355-0654,,,SA/TX/RL/CO/PW/WN/BC/CJ/SF/MD/PI/AH/SP/F19/F28/
Gaudenzia Inc,Outreach I,,1306 Spring Garden Street,1st Floor,,Philadelphia,PA,19123,(215)238-2150 Hotline: (800)355-0654,,,SA/TX/OP/AD/CO/WN/CJ/SF/MD/PI/AH/
Gaudenzia Inc,People With Hope,,1306 Spring Garden Street,8th Floor,,Philadelphia,PA,19123,(215)413-8268x282 Intake: (215)413-8268 Hotline: (800)355-0654,,,SA/TX/RS/RL/CO/HV/GL/WN/MN/CJ/SF/MD/PI/AH/
Gaudenzia Inc,Re Entry House,,5401 Wayne Avenue,,,Philadelphia,PA,19144,(215)438-5082,,,SA/TX/HH/RL/CO/HV/GL/SE/MN/CJ/MD/MC/SI/PI/MI/PA/SP/
Gaudenzia Inc/Focus House For,Men With Co-Occurring Disorders,,702 North 63rd Street,,,Philadelphia,PA,19151,(215)477-0063 Hotline: (800)355-0654,,,MH-SA/TX/RL/CO/MN/CJ/SF/MD/AH/SP/
Genesis II Inc,DBA Caton Village,,1239 Spring Garden Street,,,Philadelphia,PA,19123,(215)978-8010,,,SA/TX/RL/WN/BC/SF/MD/SI/PA/
Girard Medical Center,Goldman Methadone Clinic,,8th and Girard Avenue,,,Philadelphia,PA,19122,(215)787-2000x2409 Intakes: (215)787-2000x2196 (215)787- 2000x2250,,Methadone Clients Only,SA/TX/MM/OP/WN/CJ/SF/MD/MC/SI/PI/SS/SP/
Horizon House,Outpatient Substance Abuse Program,,120 South 30th Street,5th Floor,,Philadelphia,PA,19104,(215)386-5128x524 Intake: (215)386-5128x511,,,SA/TX/OP/CO/WN/SF/MD/MC/PI/
Horizon House,Susquehanna Park Residential Community,,2137 North 33rd Street,,,Philadelphia,PA,19121,(215)765-8051x11 Intake: (215)765-8051x25,,,SA/TX/RS/RL/SF/MD/SS/
Hospitality House,Outpatient Services,,166 West Lehigh Avenue,,,Philadelphia,PA,19133,(215)427-3099,,,SA/TX/OP/SF/MD/SS/PA/SP/
Intercommunity Action Inc (INTERAC),Alcohol and Drug Education Family,Counseling Program (ADEFCP),6122 Ridge Avenue,,,Philadelphia,PA,19128,(215)487-1330,,,SA/TX/OP/CO/DU/SF/MC/SS/AH/
Interim House Inc,,,333 West Upsal Street,,,Philadelphia,PA,19119,(215)849-4606,,,SA/TX/RL/OP/CO/PW/WN/CJ/SF/MD/PA/
Interim House Inc,West,,4108 Parkside Avenue,,,Philadelphia,PA,19104,(215)871-0300,,,SA/TX/RL/PW/WN/MD/PA/
Jef Ken Methadone Maintenance Program,,,136 West Diamond Street,,,Philadelphia,PA,19122,(215)426-8100x6019 Intakes: (215)426-8100 (215)291-6019,,,SA/TX/DT/MM/DM/HI/OP/SF/MD/SI/PI/SP/
Jefferson Intensive Outpatient,,,1021 South 21st Street,2nd Floor,,Philadelphia,PA,19146,(215)790-9942,,,SA/TX/OP/SF/MD/SS/PA/
John F Kennedy Drug Treatment Clinic,,,907 North Broad Street,,,Philadelphia,PA,19123,(215)235-5520,,Methadone Clients Only,SA/TX/MM/OP/CO/WN/MN/SF/MD/MC/PI/SS/PA/SP/
John F Kennedy MH/MR Center,Walk In Clinic,,112 North Broad Street,,,Philadelphia,PA,19102,(215)568-0860,,,SA/TX/OP/AD/WN/MN/CJ/SF/MD/MC/PI/SS/PA/
Kensington Hospital,Addiction Services,,136 West Diamond Street,,,Philadelphia,PA,19122,(215)426-8100,,,SA/TX/DT/DM/HI/RS/OP/CO/GL/SF/MD/MC/PI/SS/SP/
Mercy Hospital of Philadelphia,Department of Psychiatry,,501 South 54th Street,,,Philadelphia,PA,19143,(215)748-9188,,,MH-SA/TX/DT/HI/OP/CO/SF/MD/MC/SI/PI/MI/SS/PA/
Mercy Hospital of Philadelphia,Outpatient Addiction Treatment,,501 South 54th Street,,,Philadelphia,PA,19143,(215)748-9000,,,MH-SA/TX/DT/HI/OP/CO/SF/MD/MC/SI/PI/MI/PA/
My Sisters Place,Thomas Jefferson University,,5601 Kingsessing Avenue,,,Philadelphia,PA,19143,(215)727-1640,,,SA/TX/RL/CO/PW/WN/BC/CJ/SF/MD/SI/SP/
New Journeys In Recovery,,,2927 North 5th Street,Suite 103,,Philadelphia,PA,19133,(215)634-6400,,,SA/TX/OP/MN/DU/SF/MD/MC/SI/PI/SS/SP/
Northeast Community Center for MH/MR,Outpatient Addiction Recovery Program,,Roosevelt Boulevard and Adams Avenue,Orleans Building,,Philadelphia,PA,19124,(215)831-2800x2891 Intakes: (215)831-2958 (215)831-2960,,,MH-SA/TX/OP/CO/SF/MD/PA/
Northeast Treatment Centers,,,Bridge Street Counseling Center,2205 Bridge Street,,Philadelphia,PA,19137,(215)289-3350,,,SA/TX/MM/RS/RL/OP/CO/CJ/SF/MD/
Northeast Treatment Centers,Net Steps,,2205 Bridge Street,,,Philadelphia,PA,19137,(215)743-6150 Intakes: (215)743-6150x204 (215)743-4112,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/CO/WN/CJ/SF/MD/SI/SP/
Northeast Treatment Centers,Spring Garden Counseling Center,,495-497 North 5th Street,,,Philadelphia,PA,19123,(215)451-7100,,,MH-SA/TX/OP/AD/CO/WN/MN/CJ/SF/MD/SI/MI/PA/AH/SP/
Northwestern Human Services,,,11082 Knights Road,,,Philadelphia,PA,19154,(215)632-9040x126,,,SA/TX/OP/AD/DU/SF/MD/MC/SI/PI/SS/PA/AH/
Overington House Inc,,,1528-30 Overington Street,,,Philadelphia,PA,19124,(215)535-7680,,,MH-SA/TX/RL/OP/CO/WN/BC/SF/MC/PI/
Parkside Recovery,,,5000 Parkside Avenue,,,Philadelphia,PA,19131,(215)879-6116 Intakes: (215)879-6116x222 (215)879- 6116x281,,,SA/TX/MM/BU/OP/CO/WN/MN/CJ/MD/SI/PI/SP/
People Acting To Help Inc (PATH),,,8220 Castor Avenue,,,Philadelphia,PA,19152,(215)728-4600,,,MH-SA/TX/OP/PH/AD/CO/DU/SF/MD/MC/SI/PI/SS/PA/AH/
Presbyterian Addictions Assessment Ctr,,,3910 Powelton Avenue,1st Floor,,Philadelphia,PA,19104,(215)662-8747,,,SA/TX/DT/RS/OP/DU/SF/MD/MC/AH/SP/F4/F28/
Re Enter Inc,,,3331 Powelton Avenue,,,Philadelphia,PA,19104,(215)222-2770,,,SA/TX/RS/RL/MN/SI/
Rehab After Work,,,1420 Walnut Street,Suite 500,,Philadelphia,PA,19102,(215)546-2200,,,SA/TX/OP/DU/SF/SI/PI/SS/
Riverside Care Inc,,,1007 West Lehigh Avenue,Suite A,,Philadelphia,PA,19133,(215)226-1666 Intake: (215)226-1600,,,SA/TX/OP/PH/HV/MN/DU/CJ/SF/MD/MC/PI/SS/PA/SP/
Riverside Care Inc,,,5501 Chestnut Street,,,Philadelphia,PA,19139,(215)747-6480,,,SA/TX/OP/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/
Riverside Care Inc,At Universal,,1217 Sansom Street,,,Philadelphia,PA,19107,(215)925-2780,,,SA/TX/OP/DU/SF/MD/PI/MI/SS/PA/
Saint Joseph Hospital,Detox and Rehabilitation Services,,16th Street and Girard Avenue,,,Philadelphia,PA,19130,(215)787-2000,,,SA/TX/DT/DM/HI/RS/SF/MD/MC/SI/PI/PA/AH/
Self Help Movement Inc,,,2600 Southampton Road,,,Philadelphia,PA,19116,(215)677-7778 Intakes: (215)677-7778x29/32 (215)677- 7779x44,,,SA/TX/HH/RS/RL/MN/SF/MD/
Self Inc,,,121 North Broad Street,4th Floor,,Philadelphia,PA,19107,(215)496-9550,,,SA/TX/OP/WN/MN/DU/SF/MD/
Shalom Inc,,,1080 North Delaware Avenue,Suite 602,,Philadelphia,PA,19125,(215)425-7727 Intake: (215)425-7727x311,,,MH-SA/TX/OP/AD/CO/PW/WN/MN/DU/SF/MC/PI/MI/SP/
Sobriety Through Outpatient Inc,,,2534-36 North Broad Street,2nd Floor,,Philadelphia,PA,19132,(215)227-7867 Intake: (215)227STOP,,,SA/TX/OP/CO/HV/GL/WN/MN/DU/CJ/SF/MD/PI/SS/AH/SP/
Southwest NU Stop,,,5616 Woodland Avenue,,,Philadelphia,PA,19143,(215)729-2014 Intake: (215)787-9600 Hotline: (215)998-3326,,,SA/TX/OP/HV/WN/DU/CJ/SF/MD/SI/PI/SS/PA/
Teen Challenge,Philadelphia Mens Home,,156 West Schoolhouse Lane,,,Philadelphia,PA,19144,(215)849-2054 Intake: (215)848-9495,,,SA/TX/RL/MN/SF/
Teen Challenge,Philadelphia Womens Home,,329 East Wister Street,,,Philadelphia,PA,19144,(215)843-2887 Intake: (215)844-2763 Hotlines: (215)843-2887 (215)844-2763,,,SA/TX/RL/HV/WN/SF/
Therapeutic Center at Fox Chase,AKA The Bridge,,8400 Pine Road,,,Philadelphia,PA,19111,(215)342-5000x203 Intakes: (215)342-5000x218 (215)342- 5000x216,,,MH-SA/TX/RL/OP/AD/CO/HV/DU/CJ/SF/MD/SI/PI/SS/SP/
Thomas Jefferson University,Narcotic Addiction Rehab Program,,NE Corner of South 21st Street and,Washington Avenue,,Philadelphia,PA,19146,(215)735-5979x241,,Methadone Clients Only,SA/TX/DT/MM/OP/HV/SE/WN/CJ/SF/MD/MC/SI/SS/SP/F67/
Wedge Medical Center,,,1609 Poplar Street,,,Philadelphia,PA,19130,(215)232-2200 Intake: (215)223-1100 Hotline: (800)301-4514,,,SA/TX/OP/CO/WN/MN/CJ/SF/MD/MC/AH/
Wedge Medical Center,,,2009 South Broad Street,,,Philadelphia,PA,19148,(215)271-2200 Hotline: (800)301-4514,,,SA/TX/OP/CO/WN/MN/CJ/SF/MD/MC/AH/
Wedge Medical Center,,,3609 North Broad Street,,,Philadelphia,PA,19140,(215)223-1100 Hotline: (800)301-4514,,,SA/TX/OP/CO/WN/MN/SF/MD/MC/AH/
Quest Services Inc,,,1169 Philipsburg-Bigler Highway,,,Philipsburg,PA,16866,(814)342-1515 Intake: (814)342-6740,,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/SS/
Quest Services Inc,,,15th and Pine Street,,,Philipsburg,PA,16866,(814)342-1515 Intake: (814)342-6740,,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/SS/
Community Service Foundation Inc,Buxmont Academy/Upper Providence,,615 Port Providence Road,,,Phoenixville,PA,19460,(215)348-8881,,,SA/TX/OP/PH/AD/
NHS Help Counseling Division,,,21 Gay Street,,,Phoenixville,PA,19460,(610)933-0400,,,SA/TX/HH/OP/PH/AD/CO/WN/MN/DU/CJ/SF/MD/SI/PI/SS/SP/
Addison Behavioral Care Inc,,,5937 Broad Street Mall,Suites 226 and 227,,Pittsburgh,PA,15206,(412)661-6636 Intake: (412)621-6301,,,SA/TX/OP/CJ/MD/PA/
Alliance Medical Services Inc,Ensign II,,739 Ensign Avenue,,,Pittsburgh,PA,15206,(412)488-6360,,Methadone Clients Only,SA/TX/MM/OP/CO/PW/WN/SF/MD/MC/PI/
Alliance Medical Services Inc,Pittsburgh,,729 Ensign Avenue,,,Pittsburgh,PA,15226,(412)488-6360,,Methadone Clients Only,SA/TX/MM/OP/CO/WN/SF/MD/
Alpha House,,,435 Shady Avenue,,,Pittsburgh,PA,15206,(412)363-4220,,,SA/TX/RL/OP/SF/MD/PI/F4/
Discovery House PA,,,1391 Washington Boulevard,,,Pittsburgh,PA,15206,(412)661-9222 Hotline: (412)661-9222,,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/MN/SF/MC/PI/
Family Links,Family Treatment Center,,843 Climax Way,,,Pittsburgh,PA,15210,(412)381-8230,,,SA/TX/RL/WN/BC/SF/MD/MC/AH/
Gateway Squirrel Hill,,,5818 Forbes Avenue,,,Pittsburgh,PA,15217,(412)697-0928 Intake: (412)766-8700x1048,,,SA/TX/OP/PH/AD/CJ/SF/MD/PI/AH/
Gateway/Allegheny Valley,,,1360 Old Freeport Road,,,Pittsburgh,PA,15238,(412)963-7077 Intake: (412)766-8700x1048,,,SA/TX/OP/PH/AD/CO/HV/CJ/SF/MD/PI/AH/
Gateway/Greentree,,,2121 Noblestown Road,,,Pittsburgh,PA,15205,(412)928-5940 Intake: (412)766-8700x1048,,,SA/TX/OP/PH/AD/CO/HV/SF/MD/PI/AH/
Greenbriar Treatment Center,Robinson Township,,4955 Steubenville Pike,Twin Towers Suite 365,,Pittsburgh,PA,15205,(412)788-6292,,,SA/TX/OP/PH/CO/WN/SF/MD/SI/PI/
Greenbriar Treatment Center,South Hills,,4275 Clairton Boulevard,,,Pittsburgh,PA,15236,(412)885-7180,,,SA/TX/OP/PH/CO/WN/SF/MD/SI/PI/
Homewood/Brushton YMCA,Counseling Services,,7140 Bennett Street,,,Pittsburgh,PA,15208,(412)243-2900 Intakes: (412)243-2900x18 (412)243- 2900x14,,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/PA/SP/
House of the Crossroads,,,2012 Centre Avenue,,,Pittsburgh,PA,15219,(412)281-5080,,,SA/TX/RS/RL/SF/MD/PI/SS/PA/AH/SP/
House of the Crossroads,,,2201 Wylie Avenue,,,Pittsburgh,PA,15219,(412)281-5265,,,SA/TX/OP/CO/HV/SF/MD/PI/SS/PA/AH/SP/
Mercy Behavioral Health,,,330 South 9th Street,,,Pittsburgh,PA,15203,(412)488-4040 Intake: (888)424-2287 Hotline: (888)424-2287,,,MH-SA/TX/OP/PH/AD/CO/SE/WN/MN/SF/MD/MC/SI/PI/PA/AH/
Mercy Hospital North Shore,,,1400 Locust Street,,,Pittsburgh,PA,15219,(412)232-7256 Intake: (412)232-8800 Hotline: (888)424-2287,,,MH-SA/TX/DT/HI/CO/HV/WN/MN/SF/MD/MC/PI/AH/
Operation Nehemiah,,,216 North Highland Avenue,,,Pittsburgh,PA,15206,(412)362-8054x12 Intake: (412)362-8054 Hotline: (412)310-3239,,,SA/TX/OP/PH/MD/MC/SS/
Pennsylvania Organization for,Women in Early Recovery (POWER),,7445 Church Street,,,Pittsburgh,PA,15218,(412)271-0500x112 Intake: (412)271-0500x113,,,TX/HH/RL/WN/SF/MD/
Progressive Medical Specialists Inc,,,2900 Smallman Street,,,Pittsburgh,PA,15201,(412)391-6384 Intake: (412)391METH,,Methadone Clients Only,SA/TX/MM/OP/WN/SF/SP/
Salvation Army,Harbor Light Center,,865 West North Avenue,,,Pittsburgh,PA,15233,(412)231-0500,,,SA/TX/HH/RL/OP/MN/SF/
Sojourner House,,,5460 Penn Avenue,,,Pittsburgh,PA,15206,(412)441-7783x11 Intakes: (412)441-7783x14 (412)441- 7783x12,,,SA/TX/RL/CO/PW/WN/BC/SF/MD/
Summit Medical Services,,,59 31st Street,,,Pittsburgh,PA,15201,(412)255-8717x204 Intake: (412)255-8717x200,,Methadone Clients Only,SA/TX/MM/OP/SF/SP/
Tadiso Inc,,,1425 Beaver Avenue,,,Pittsburgh,PA,15233,(412)322-8415x125 Intake: (412)322-8415x116,,Methadone Clients Only,SA/TX/MM/OP/PH/SE/SF/MD/SS/
Turtle Creek Valley MH/MR Inc,Alternatives,,70 South 22nd Street,,,Pittsburgh,PA,15203,(412)381-2100,,,SA/TX/OP/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/AH/
VA Pittsburgh Healthcare System,Center for Trt of Addictive Disorders,,7180 Highland Drive,,,Pittsburgh,PA,15206,(412)365-5010 Intakes: (412)365-5011 (800)647- 6220x83501,,,SA/TX/DT/MM/BU/HI/RS/OP/PH/CO/SE/DU/CJ/SF/PI/MI/
WPIC Perinatal Addiction Center,,,5916 Penn Avenue,Suite 202,,Pittsburgh,PA,15206,(412)441-3325,,,SA/TX/OP/PW/SF/MD/MC/PI/AH/
Wesley Spectrum Services,,,6117 Broad Street,,,Pittsburgh,PA,15206,(412)342-2300,,,MH/TX/OP/AD/PW/WN/SF/MD/PI/SS/PA/
Wester Psychiatric Institute/Clinic,Narcotic Addiction Treatment Program,,6714 Kelly Street,,,Pittsburgh,PA,15208,(412)363-7383,,Methadone Clients Only,SA/TX/MM/OP/SF/MD/MC/PI/AH/
Wyoming Valley,Alcohol and Drug Services Inc,,49 South Main Street,,,Pittston,PA,18640,(655)390-0570 Intake: (570)655-3900 Hotline: (570)829-1341,,,SA/TX/OP/SF/MD/PI/SS/PA/
Alcohol and Drug Abuse Services Inc,,,118 Chestnut Street,,,Port Allegany,PA,16743,(814)642-9522 Hotline: (814)642-9522,,,SA/TX/RS/OP/SF/MD/MC/SI/PI/MI/SS/
Alcohol and Drug Abuse Services Inc,,,120 Chestnut Street,,,Port Allegany,PA,16743,(814)642-9541 Hotline: (814)642-9522,,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/PA/
Alternative Counseling Associates,,,438-440 High Street,,,Pottstown,PA,19464,(610)970-9060 Hotline: (610)279-6100,,,SA/TX/HH/RS/RL/CO/SF/PI/SP/
Creative Health Services Inc,Drug and Alcohol Outpatient,,361 High Street,Room 205,,Pottstown,PA,19464,(610)327-1503,,,SA/TX/OP/CO/DU/SF/MD/MC/
White Deer Run of Pottsville,,,101 North Centre Street,4th Floor,,Pottsville,PA,17901,(570)624-7041,,,SA/TX/OP/AD/WN/SF/MD/MC/PI/MI/
Gateway Institute and Clinic Inc,Drug and Alcohol Outpatient Program,,103 North Gilpen Street,,,Punxsutawney,PA,15767,(814)938-8817x221,,,MH-SA/TX/OP/CO/DU/CJ/SF/MD/MC/SI/PI/SS/PA/AH/
Healthy Responses in a,Dysfunctional Society,,1885 Mountain View Drive,,,Quakertown,PA,18951,(610)847-2958,,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/CJ/SF/PI/SS/
Naaman Center,,,248 Maple Avenue,Suite A,,Quarryville,PA,17566,(717)806-7401,,,SA/TX/OP/SF/MD/PI/
Berks Counseling Center Inc,,,501 Washington Street,Suite 601,,Reading,PA,19601,(610)373-4281,,,MH-SA/TX/HH/OP/PH/AD/CO/PW/WN/MN/CJ/SF/MD/MC/SI/PI/MI/SS/SP/
Caron Counseling Services,,,845 North Park Road,,,Reading,PA,19610,(800)678-2332,,,SA/TX/OP/AD/SF/SI/PI/
Center for Mental Health,,,6th and Spruce Street,Building K,,Reading,PA,19611,(610)988-8070,,,MH/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/AH/
Center for Mental Health,The Drug and Alcohol Center,,6th and Spruce Street,Building J,,Reading,PA,19611,(610)988-8186 Hotline: (610)988-4673,,,SA/TX/DT/RS/SF/MD/PI/AH/SP/
Jeter Counseling Services,,,517 Reading Avenue,,,Reading,PA,19611,(610)376-6065,,DWI/DUI Clients Only,SA/TX/OP/DU/CJ/SF/PI/SP/
New Directions Treatment Services,,,20-22 North 6th Avenue,,,Reading,PA,19611,(610)478-0646x31,,,SA/TX/DT/MM/DM/BU/OP/HV/PW/MD/MC/AH/SP/
Reading Hospital and Medical Center,Dual Diagnosis Program,,838 Penn Street,,,Reading,PA,19602,(610)988-4870 Intake: (610)988-8070,,,MH-SA/TX/OP/CO/CJ/SF/MD/MC/SI/PI/MI/AH/
White Deer Run of Reading,,,400 Washington Street,,,Reading,PA,19601,(610)375-7542,,,SA/TX/OP/SF/MD/MC/PI/MI/
Teen Challenge Training Center Inc,,,33 Teen Challenge Road,,,Rehrersburg,PA,19550,(717)933-4181x231 Intakes: (717)933-4181x341 (717)933- 4181x342,,,SA/TX/RL/SF/PA/
Nelson Behavioral Center,,,102 Center Street,,,Ridgway,PA,15853,(814)772-5546,,,SA/TX/OP/AD/CO/GL/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/
Teen Challenge of Western Pennsylvania,,,220 Challenge Lane,,,Rural Ridge,PA,15075,(724)265-4100 Intakes: (724)265-4100x10 (724)265- 5068x10,,,SA/TX/RL/MN/SF/
Center for Counseling Services,Good Samaritan Healthplex,,502 South 2nd Street,Suite A,,Saint Clair,PA,17970,(570)622-5898,,,SA/TX/OP/AD/DU/CJ/SF/MD/MC/SI/PI/MI/
Alcohol and Drug Abuse Services Inc,Saint Marys Unit,,106 North Michael Street,,,Saint Marys,PA,15857,(814)781-1700 Hotlines: (814)781-1700 (814)642-9522,,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/PA/
Twin Lakes Center for,Drug and Alcohol Rehabilitation,,805 Lower Main Street,,,Saxton,PA,16678,(814)635-2499 Intake: (814)623-1133 Hotline: (800)452-0218,,,SA/TX/OP/SF/MD/SI/PI/
Bethesda Day Treatment Center,,,Business Route 209,,,Sciota,PA,18354,(570)992-7153 Intake: (570)649-6855,,,SA/TX/OP/AD/CO/CJ/SF/MD/MC/
A Better Today Inc,,,1339 North Main Avenue,,,Scranton,PA,18508,(570)344-1444,,,SA/TX/OP/PH/CJ/SF/MD/SI/PI/MI/SP/
Bethesda Day Treatment Center,,,2400 Stafford Avenue,Suite 400,,Scranton,PA,18505,(570)344-5960,,,MH-SA/TX/OP/SF/MD/
Drug and Alcohol Treatment Service Inc,Outpatient Services,,116 North Washington Avenue,3rd Floor,,Scranton,PA,18503,(570)961-1997,,,SA/TX/OP/AD/CO/WN/DU/CJ/SF/MD/PI/MI/SS/AH/SP/
Community Service Foundation Inc,,,253 North Main Street,,,Sellersville,PA,18960,(215)348-8881,,,SA/TX/OP/PH/AD/
Penn Foundation Inc,Recovery Center,,807 Lawn Avenue,,,Sellersville,PA,18960,(215)257-9999x274 Intakes: (215)257-9999x395 (215)257- 9999x294 (800)245PENN,,,SA/TX/DT/RS/OP/PH/CO/SF/MD/PI/SS/PA/AH/
Northwestern Human Services of,Delaware County,,800 Chester Pike,,,Sharon Hill,PA,19079,(610)534-3636,,,MH-SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/MD/MC/SI/MI/AH/SP/
Clearbrook Lodge Inc,,,890 Bethel Hill Road,,,Shickshinny,PA,18655,(570)823-1171,,,SA/TX/RS/RL/AD/SF/PI/
Roxbury,,,601 Roxbury Road,,,Shippensburg,PA,17257,(717)532-4217 Intakes: (800)648-4673 (800)648HOPE,,,SA/TX/DT/RS/OP/SF/MD/PI/
Adams Hanover Counseling Services Inc,,,73 East Forrest Avenue,Suite 312,,Shrewsbury,PA,17361,(717)235-0199 Intakes: (717)632-4900 (866)325-0339 Hotlines: (717)632-4900 (866)325-0339,,,MH-SA/TX/OP/DU/SF/MD/PI/SS/
Twin Lakes Center for,Drug and Alcohol Rehabilitation,,224 Twin Lake Road,,,Somerset,PA,15501,(814)443-3639 Hotline: (800)452-0218,,,SA/TX/DT/RS/OP/PH/AD/WN/MN/DU/SF/MD/SI/PI/
Counseling Alternatives Group,,,444 East College Avenue,Suite 460,,State College,PA,16801,(814)231-0940,,,MH-SA/TX/OP/MN/DU/CJ/SF/MD/PI/SS/F42/
Carbon/Monroe/Pike Drug and Alcohol,Commission Inc/Monroe County Clinic,Penn Square Office Park,724 Phillips Street Suite A,,,Stroudsburg,PA,18360,(570)421-1960 Intakes: (866)824-3578 (570)420-8297,,,SA/TX/OP/AD/CO/HV/DU/SF/MD/PI/SS/AH/SP/
Gaudenzia Inc,Sunbury,,39 North 4th Street,,,Sunbury,PA,17801,(570)988-1901 Hotline: (888)237-8984,,,SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/MD/PI/AH/
Psychological Services Clinic,,,352 Arch Street,,,Sunbury,PA,17801,(570)286-5081,,,MH-SA/TX/OP/PH/CO/SF/MD/PI/
Lighthouse Counseling Associates,,,812 South Main Street,,,Taylor,PA,18517,(570)562-1166,,,MH-SA/TX/OP/AD/CO/SE/WN/MN/CJ/SF/MD/SI/PI/MI/
Deerfield Centers for Addictions Trt,,,613 Elm Street,,,Tionesta,PA,16353,(888)893-3228,,,SA/TX/OP/WN/SF/MD/MC/SI/PI/MI/
Deerfield Centers for Addictions Trt,Deerfield Behavioral Health Inc,,228 East Central Avenue,,,Titusville,PA,16354,(814)827-3467,,,SA/TX/OP/SF/MD/PI/
Southwest Behavioral Care Inc,Torrance State Hospital,,208 Grove Road 1st Floor,,,Torrance,PA,15779,(724)459-0112,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/MD/SI/AH/
Mental Health Associates and New Leaf,Recovery Services of North Central PA,,21 Main Street,,,Towanda,PA,18848,(570)265-2525,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/
Turtle Creek Valley MH/MR Inc,Alternatives,,519 Penn Avenue,,,Turtle Creek,PA,15145,(412)824-9300x692,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Addiction Specialists,,,1023 Pittsburgh Street,Suites 101-105,,Uniontown,PA,15401,(724)437-2776,,,SA/TX/MM/RS/RL/OP/PH/AD/HV/GL/PW/WN/MN/SF/MD/SI/PI/
Fayette County,Drug and Alcohol Commission Inc,,100 New Salem Road,Suite 106,,Uniontown,PA,15401,(724)438-3576 Intake: (724)628-4028,,,SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AH/
Fayette County,Drug and Alcohol Commission Inc,,100 New Salem Road,Suite 106,,Uniontown,PA,15401,(724)438-3576x124 Intakes: (724)438-3576x120 (800)856-3576,,,SA/TX/OP/AD/CO/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/AH/
Harwood House,,,9200 West Chester Pike,,,Upper Darby,PA,19082,(610)853-3440,,,SA/TX/HH/RL/SF/MD/PI/
Deerfield Behavioral Health of Warren,Deerfield Centers for Addictions Trt,,513 West 3rd Street,,,Warren,PA,16356,(814)723-8120,,,SA/TX/OP/SF/MD/PI/
Abstinent Living at the Turning Point,,,199 North Main Street,,,Washington,PA,15301,(724)228-2203 Intake: (724)222-8402,,,SA/TX/HH/RL/HV/WN/SF/MD/
Care Center,,,62 East Wheeling Street,,,Washington,PA,15301,(724)228-2200,,,SA/TX/OP/PH/AD/CO/WN/MN/DU/CJ/SF/MD/SI/PI/
Catholic Charities,Diocese PGH Outpatient,,331 South Main Street,,,Washington,PA,15301,(724)228-7722 Hotline: (724)228-7722,,,MH-SA/TX/OP/AD/PW/WN/SF/MD/MC/SI/PI/SS/AH/
Greenbriar Treatment Center,,,800 Manor Drive,,,Washington,PA,15301,(724)225-9700,,,SA/TX/DT/RS/OP/PH/CO/WN/MN/SF/MD/SI/PI/
