Year,Page,Center_name,Street_address,City,State,Postal_code,Phone,Keys,
2007,326,Franklin Medical Center Beacon Programs,48 Sanderson Street,Green˙eld,MA,1301,(413) 773-2512Intake: (413) 773-4444,SA TX HH RL OP PH DU CJ SF MD MC SI PI MI SS PA,
2007,326,Team Coordinating Agency Inc Community Outreach Ctr/Outpt SA Servs,66-76 Winter Street,Haverhill,MA,1830,(978) 373-1181x10,MH-SA TX OP PH AD CO HV WN MN DU CJ SF MD SS PA AH SP,
2007,326,Behavioral Health Network Mount Tom Mental Health Center,40 Bobala Road,Holyoke,MA,1040,(413) 536-5473x130Intake: (413) 536-5473,MH TX OP CO SF MD MC SI PI MI,
2007,326,Gandara Residential Services For Woman,507 Appleton Street,Holyoke,MA,1040,(413) 540-9881,SA TX RL WN SF AH SP,
2007,326,Holyoke Hospital Inc Partial Hosp and Intensive Outpt Prog,575 Beech Street,Holyoke,MA,1040,(413) 534-2626Intake: (413) 534-2627,MH-SA TX OP PH CO SF MD MC SI PI MI AH,
2007,326,Providence Behavioral Health Hospital Detoxi˙cation,1233 Main Street,Holyoke,MA,1040,(413) 536-5111Intake: (800) 274-7724 Hotline: (413) 539-2971,MH-SA TX DT MM DM HI OP PH AD SE PW WN MN DU CJ SF MD MC PI MI SS PA AH SP F67,
2007,326,Providence Behavioral Health Hospital Substance Abuse and Pathways Program,1223 Main Street,Holyoke,MA,1040,(413) 788-7366Intakes: (413) 539-2973 (800) 274-7724,SA TX OP CO DU CJ SF MD MC SI PI SS PA AH SP,
2007,326,Sisters of Providence Hopsital Methadone Maintenance Program,1233 Main Street,Holyoke,MA,1040,(413) 493-2741Intake: (413) 536-2973 Methadone Clients Only,SA TX DT MM OP PW WN SF MD MC PA AH SP,
2007,327,Hilltown Community Health Centers Inc,73 Russell Road,Huntington,MA,1050,(413) 667-3009x214Intake: (413) 667-3009,MH-SA TX OP SF MD MC SI PI MI PA SP,
2007,327,Arbour Substance Abuse Trt Program Detox,49 Robinwood Avenue,Jamaica Plain,MA,2130,(617) 522-4400x204Intake: (617) 390-1320,MH-SA TX DT HH HI OP PH CO HV WN MN SF MD MC PI,
2007,327,Brookside Community Health Center,3297 Washington Street,Jamaica Plain,MA,2130,(617) 983-6047,GH TX DT OP CO HV GL PW WN MN CJ SF MD MC SI PI PA SP F67,
2007,327,Childrens Hosp Martha Eliot Hlth Ctr Substance Abuse Services,75 Bickford Street,Jamaica Plain,MA,2130,(617) 971-2206Intake: (617) 971-2100,MH-SA TX OP SF MD MC PI,
2007,327,Faulkner Hospital Addiction Recovery Program,1153 Centre Street,Jamaica Plain,MA,2130,(617) 983-7711Intakes: (617) 983-7712 (617) 983-4550,SA TX DT HI OP PH CO SF MD MC PI,
2007,327,Roxbury Comp Comm Health Center Inc Methadone Services,170 Morton Street,Jamaica Plain,MA,2130,(617) 541-3670Intake: (617) 541-3670x221 Methadone Clients Only,SA TX MM OP SF MD MC SI PI SP F28 F66,
2007,327,Sullivan House,65 Glen Road,Jamaica Plain,MA,2130,(617) 524-4416,SA TX HH RL HV MN SF,
2007,327,Boston Healthcare System Substance Abuse Treatment Program,150 South Huntington Avenue,Jamaica Plain,MA,2130,(617) 232-9500,MH-SA TX MM HH RL OP SF PI MI,
2007,327,Victory Programs Inc Living and Recovery Community,170 Morton Street 11 North,Jamaica Plain,MA,2130,(617) 522-2936,SA TX RL OP HV MD PI PA,
2007,327,Habit Management,599 Canal Street,Lawrence,MA,1841,(978) 687-6300Methadone Clients Only,SA TX DT MM DM OP CO WN MN SF MD PI SP F88,
2007,327,Health and Education Services Inc,30 General Street,Lawrence,MA,1841,(978) 683-3128,MH TX OP SF MD MC SI PI MI SP,
2007,327,Psychological Center,11 Union Street,Lawrence,MA,1840,(978) 685-1337,MH-SA TX OP AD CO WN MN DU SF MD MC PI MI SS SP,
2007,327,Psychological Center Pegasus Youth Residence,482 Lowell Street,Lawrence,MA,1841,(978) 687-4257Intakes: (617) 661-3991x116 (617) 661- 3991x139,SA TX RL AD CO HV GL PW CJ SF PI SS PA,
2007,327,Psychological Center Womens View,582-584 Haverhill Street,Lawrence,MA,1843,(978) 687-1658,SA TX HH RL CO HV WN PA,
2007,327,Community Healthlink Inc Orchard Street Program,17 Orchard Street,Leominster,MA,1453,(978) 537-3109Intake: (617) 661-3991,SA TX RL OP AD BC MD PI PA SP,
2007,327,Center for Family Development,45 Merrimack Street Suite 200,Lowell,MA,1852,(978) 459-2306,MH TX OP SF MD MC SI PI MI,
2007,327,Habit Management,650 Su olk Street,Lowell,MA,1854,(978) 452-5155Methadone Clients Only,SA TX DT MM DM OP AD CO PW WN MN SF MD MC SI PI SS PA SP,
2007,327,7Lowell Community Health Center Inc Behavioral Health Services Outpatient,15 Warren Street,Lowell,MA,1852,(978) 937-9448,MH-SA TX OP DU SF MD PI MI SS PA AH SP F17 F44 F47 F67,
2007,327,Lowell House Inc Outpatient Substance Abuse Services,555 Merrimack Street,Lowell,MA,1854,(978) 459-8656,SA TX OP PH AD CO HV SE WN MN DU CJ SF MD SI PI MI SS PA AH SP F28 F44 F66 F67,
2007,328,Lowell House Inc Residential Services,102 Appleton Street,Lowell,MA,1852,(978) 459-3371,SA TX HH RL WN MN SF MD MC SI PI MI PA,
2007,328,CAB Health and Recovery Services Inc Ryan Rehabilitation Center,100 Green Street,Lynn,MA,1902,(781) 598-1270,SA TX RL WN MN SF SS PA AH SP F66,
2007,328,B Health and Recovery Services Inc TSS,110 Green Street,Lynn,MA,1902,(781) 598-1270x208,SA TX RS WN MN SF PA AH,
2007,328,6Habit Management,11 Circle Avenue,Lynn,MA,1905,(781) 595-2413x106Intake: (781) 585-2413x107 Methadone Clients Only,SA TX DT MM DM OP PW WN SF MD PI SP,
2007,328,Eastern Middlesex Alcoholism Services Residential Rehab/Recovery House,12 Cedar Street,Malden,MA,2148,(781) 321-2600Intake: (781) 321-2601,SA TX HH RL SF,
2007,328,Clinics/DBA Arbour Counseling Serv Recovery Network,6 Pleasant Street 6st Floor,Malden,MA,2148,(781) 322-1503,MH-SA TX OP AD CO WN DU SF MD MC SI PI MI AH SP F30,
2007,328,Advocates Community Counseling,340 Maple Street,Marlborough,MA,1752,(508) 485-9300,MH-SA TX OP CO MN DU CJ SF MD MC SI PI MI,
2007,328,Entre Familia Boston Public Health Commission,209 River Street E Building,Mattapan,MA,2126,(617) 534-7968Intake: (888) 534-3334,SA TX RL CO GL PW WN BC SP,
2007,328,Transitions Boston Public Health Commission,201 River Street,Mattapan,MA,2126,(617) 534-9150Intake: (617) 534-9158,SA TX RS OP PH CO HV WN MN MD MC PI PA SP,
2007,328,Spectrum Health Systems Inc Spectrum Outpatient Services,200 East Main Street,Milford,MA,1757,(508) 634-1877Intake: (508) 854-3320x1161,SA TX MM DM OP WN DU CJ SF MD MC SI PI SS,
2007,328,Wayside Youth/Family Support Network Wayside Community Counseling Center,10 Asylum Street,Milford,MA,1757,(508) 478-6888Intake: (800) 492-9743,MH-SA TX OP AD SE DU SF MD MC SI PI SS PA SP F67,
2007,328,Family and Childrens Services of Nantucket County Inc,20 Vesper Lane,Nantucket,MA,2554,(508) 228-2689,MH-SA TX OP AD SE WN MN DU SF MD MC SI PI MI SS PA,
2007,328,Community Substance Abuse Centers High Point Treatment Center,10 Kilburn Street,New Bedford,MA,2740,(508) 979-1122Methadone Clients Only,SA TX DT MM DM OP CO PW WN MN SF MD SP F19 F67,
2007,328,Harmony House,234 Earle Street,New Bedford,MA,2746,(508) 992-8948Intake: (508) 992-7788 Hotlines: (508) 992-7788 (508) 993-1692,SA TX HH RL HV MN CJ SF SI,
2007,328,High Point Treatment Center Inc,888 Purchase Street,New Bedford,MA,2740,(508) 992-1500x27Intake: (508) 992-2700x10,MH-SA TX OP AD CO SE DU CJ SF MD MC SI PI MI PA SP F67,
2007,329,High Point Treatment Center Inc Section,35 100 North Front Street,New Bedford,MA,2740,(774) 628-1000,SA TX DT RS RL CO HV GL SE PW WN CJ SF MD MC PI PA AH SP F19,
2007,329,7Seven Hills Behavioral Health Inc. Methadone Services,26-30 32R Gi ord Street,New Bedford,MA,2741,(508) 999-3126x222Intake: (508) 999-3126x203,SA TX DT MM DM OP CO PW WN MN SF MD MC PI SS SP F67,
2007,329,Steppingstone Inc Womens Program,979 Pleasant Street,New Bedford,MA,2740,(508) 984-1880,SA TX HH RL WN SF SS,
2007,329,John Ashford Link House Inc Link House,37 Washington Street,Newburyport,MA,1950,(978) 462-7341,SA TX HH RL MN PA AH,
2007,329,Catholic Charities Bureau Arch Boston Genesis,11 295 Adams Street (Rear),Newton,MA,2458,(617) 332-9905Intake: (617) 661-3991,SA TX RL AD CO PW WN BC MD PA,
2007,329,Riverside Outpatient Center at Newton,64 Eldredge Street,Newton,MA,2458,(617) 969-4925,MH TX OP CO SF MD MC SI PI MI,
2007,329,North Adams Regional Hospital Greylock Pavilion Hospital Avenue,,North Adams,MA,1247,(413) 664-5368,MH-SA TX DT HI CO SE PW WN MN SF MD MC PI MI,
2007,329,Community Healthcare Inc Community Substance Abuse Centers,297 Pleasant Street,Northampton,MA,1060,(413) 584-2404,SA TX DT MM DM OP SF MD SP,
2007,329,Grace House Center for Human Development,143 West Street,Northampton,MA,1060,(413) 586-8212Intake: (617) 661-3991,SA TX RL OP CO WN BC PA SP,
2007,329,Hairston House,25 Graves Avenue,Northampton,MA,1060,(413) 585-8390,SA TX HH RL CO MN SF MD MC SI SS PA AH SP,
2007,329,North Cottage Program Inc Halfway House,69 East Main Street,Norton,MA,2766,(508) 285-2701x10Intake: (508) 285-2701x29 Hotline: (800) 327-5050,SA TX HH RL GL CJ SF PI SS PA AH,
2007,329,Marthas Vineyard Community Services Island Counseling Center/Outpatient,111 Edgartown Road,Oak Blu s,MA,2557,(508) 693-7900x225,MH-SA TX OP MN DU CJ SF MD MC SI PI MI SS PA,
2007,329,Franklin Medical Center Orange Recovery House,35 Congress Street,Orange,MA,1364,(978) 544-6507,SA TX RL SF SS PA,
2007,329,Citizens for Adequate Housing Inc Inn Transition,42 Washington Street,Peabody,MA,1960,(978) 531-9951x15Intakes: (978) 531-9951 (617) 661-3991,SA TX HH RL BC MD MC,
2007,329,Berkshire Medical Center/Hillcrest Campus ˝omas W McGee Unit,165 Tor Court,Pitts˙eld,MA,1201,(413) 442-1400x9137Intakes: (413) 442-1400 (800) 222-1664 Hotlines: (413) 442-1400 (413) 499-0412,SA TX DT HI CO WN SF MD MC SI PI PA AH,
2007,329,Brien Center Keenan House,202 Bradford Street,Pitts˙eld,MA,1201,(413) 499-2756,SA TX HH RL SF,
2007,329,Brien Center for Mental Health and Substance Abuse Services,333 East Street,Pitts˙eld,MA,1201,(413) 499-1000,MH-SA TX DT OP PH CO WN MN DU SF MD MC PI SS AH,
2007,329,Anchor House,60 1/2 Cherry Street,Plymouth,MA,2362,(508) 746-6654x101Intake: (508) 746-6654x100,SA TX HH RL CO MN SF SS PA,
2007,330,High Point Treatment Center Inc Detoxi˙cation Program,1233 State Road,Plymouth,MA,2360,(508) 224-7701x2405,SA TX DT MM DM RS CO SF MD SI PI MI PA AH,
2007,330,High Point Treatment Center Inc Dual Diagnosis Program,1233 State Road,Plymouth,MA,2360,(508) 224-7701x155Intake: (508) 224-7701,MH-SA TX DT DM HI RS OP PH CO SF MD MC PI,
2007,330,High Point Treatment Center Inc Outpatient Program,2 School Street,Plymouth,MA,2360,(508) 830-1234,SA TX OP AD WN DU SF MD MC PI MI SS,
2007,330,Bay Cove Human Services Andrew House Detoxi˙cation Center Long Island Health Campus Morris Building,2nd Floor,˛uincy,MA,2169,(617) 479-9320,SA DT DM RS CO HV SF MD MC SI PA SP,
2007,330,Bay Cove Human Services Bridge to Recovery Detoxi˙cation Long Island Health Campus Administration Building,,˛uincy,MA,2169,(617) 471-9600x2438,SA DT DM HI WN MN SF MD MC PI PA AH SP,
2007,330,Bay State Community Services Inc,13 Temple Street,˛uincy,MA,2169,(617) 471-8400x121Intake: (800) 675-8108 Hotline: (800) 675-8108,SA TX OP PH AD CO HV GL SE PW WN MN DU CJ SF MD MC SI PI MI PA AH SP F17,
2007,330,South Shore Mental Health ˛uitting Time,859 Willard Street,˛uincy,MA,2169,(617) 847-1923,MH TX OP SF MD MC SI PI MI,
2007,330,South Shore Recovery Home,10 Dysart Street,˛uincy,MA,2169,(617) 773-7023,SA TX HH RL MN SF SS PA AH,
2007,330,CAB Health and Recovery Services Inc Outpatient Services,27 Congress Street,Salem,MA,1970,(978) 745-8890,MH-SA TX OP PH AD CO WN MN DU CJ SF MD MC SI PI AH F31 F67,
2007,330,Cambridge Health Alliance Outpatient Addiction Services,26 Central Street,Somerville,MA,2143,(617) 591-6051,MH-SA TX OP CO WN SF MD MC SI PI MI,
2007,330,Caspar Inc Mens Recovery Home,3 Summit Avenue,Somerville,MA,2143,(617) 623-5277,SA TX HH RL MN SF,
2007,330,Caspar Inc Outpatient Clinic,162 Highland Avenue,Somerville,MA,2143,(617) 623-2080,MH-SA TX OP AD CO CJ SF MD MC SI PI SS PA,
2007,330,Caspar Inc New Day/For Pregnant and Postpartum Women,242 Highland Avenue,Somerville,MA,2143,(617) 628-8188Intake: (617) 661-6020x14,SA TX RL CO HV GL SE PW WN CJ SF PI SS PA,
2007,330,260 Beacon Street,,Somerville,MA,2143,(617) 661-0405,SA TX OP AD SE SF MD MC PI SS SP,
2007,330,North Charles Institute For the Addictions,260 Beacon Street,Somerville,MA,2143,(617) 661-5700Methadone Clients Only,SA TX MM OP PW WN MN SF MD,
2007,330,Somerville Mental Health Association Inc,5 Hall Avenue,Somerville,MA,2144,(617) 623-3278,MH-SA TX OP PH AD CO WN MN CJ SF MD MC PI SP,
2007,330,Bay Cove Human Services New Hope Transition Support Program,61 Red˙eld Road,South Weymouth,MA,2190,(617) 878-2550x2558,SA TX RS RL CO HV WN MN PA AH SP,
2007,330,Spectrum Health Systems Inc Project Turnabout,861 Main Street,South Weymouth,MA,2190,(781) 331-3709Intake: (781) 749-6320,SA TX RL HV CJ PA,
2007,331,Habit Management,20 Forsyth Avenue,South Yarmouth,MA,2664,(508) 398-5155,SA TX DT MM DM OP CO PW SF MD PI SS,
2007,331,Harrington Memorial Hospital Recovery Services George B Wells Ctr,29 Pine Street,Southbridge,MA,1550,(425) 258-3255x4220Intake: (508) 765-9167,MH-SA TX OP AD CO GL SE MN DU CJ SF MD MC SI PI MI SS PA AH SP,
2007,331,Baystate Medical Center ADS Carlson Recovery Center,471 Chestnut Street,Spring˙eld,MA,1199,(413) 794-3971Intake: (413) 794-5555,SA TX DT RS OP CO SF MD MC SI PI MI PA AH SP,
2007,331,Baystate Medical Center Sloan Clinic,140 High Street,Spring˙eld,MA,1199,(413) 794-8409,SA TX OP PH DU CJ SF MD MC SI PI MI SS PA AH,
2007,331,Gandara Center Inc Addiction Recovery Program,33 Arch Street,Spring˙eld,MA,1107,(413) 781-2234x104,SA TX RL SP,
2007,331,Gandara Center Inc Mental Health and Substance Abuse,2155 Main Street,Spring˙eld,MA,1104,(413) 736-0395Intake: (413) 736-0395x13,MH-SA TX OP AD HV DU SF MD MC PI SS PA SP,
2007,331,Habit Management,2257 Main Street,Spring˙eld,MA,1107,(413) 733-3488Methadone Clients Only,SA TX DT MM DM OP PW WN MN SF MC PI SS AH SP F28 F47,
2007,331,Northern Educational Services Inc Ethos III Outpatient Services,736 State Street,Spring˙eld,MA,1109,(413) 787-2101x124,SA TX OP PH AD HV SE WN MN DU SF MD MC SI PI SS PA SP,
2007,331,Phoenix Houses of New England Spring˙eld Center,5 Madison Avenue,Spring˙eld,MA,1105,(413) 733-2178Intakes: (413) 733-2178x6033 (413) 733- 2178x6032,SA TX RL WN MN SF PA,
2007,331,Sisters of Providence Hospital Methadone Maintenance Program,227 Mill Street,Spring˙eld,MA,1108,(413) 747-9070x16Intakes: (413) 536-2973 (800) 536-2973 Methadone Clients Only,SA TX DT MM OP PW WN SF MD MC PA AH SP,
2007,331,Community Care Services ˝e Road Back,70 Main Street Suite 2,Taunton,MA,2780,(508) 222-5817,SA TX RS RL AD CO SF MD SI PI MI,
2007,331,Community Counseling of Bristol County Behavioral Health Adult Counseling,1 Washington Street,Taunton,MA,2780,(508) 828-9116Intake: (508) 977-8083,MH TX OP SE DU CJ SF MD MC PI MI SP F67,
2007,331,B Health and Recovery Services Inc Opiate Addiction Treatment Program,365 East Street,Tewksbury,MA,1876,(978) 851-8776Methadone Clients Only,SA TX MM OP WN SF MD MC SI PI,
2007,331,House Healing and Recovering Together,365 East Street,Tewksbury,MA,1876,(978) 851-0969x202Intake: (617) 661-3991,SA TX RL OP AD CO HV PW WN BC PA,
2007,331,Lowell Community Health Center Inc Behavioral Health Services Inpatient Tewksbury Hospital,365 East Street Dietary Rehab Bldg,Tewksbury,MA,1876,(978) 858-0533,MH-SA DT MM DM RS CO HV WN MN SF MD SI PI MI SS PA AH SP F19 F28 F44 F67,
2007,332,Middlesex Human Service Agency Inc Middlesex DUIL/Tewksbury Hospital,365 East Street Building Hall III,Tewksbury,MA,1876,(978) 863-0048x16DWI/DUI Clients Only,SA TX RS AD WN DU SF AH,
2007,332,Riverside Community Care Riverside Outpatient Center at Upton,206 Milford Street,Upton,MA,1568,(508) 529-7000,MH TX OP CO SF MD MC SI PI MI,
2007,332,Riverside Outpatient Center at Wake˙eld,338 Main Street Suite 304,Wake˙eld,MA,1880,(781) 246-2010,MH-SA TX OP DU SF MD MC SI PI SS PA,
2007,332,Hurley House Recovery Home,12 Lowell Street,Waltham,MA,2454,(781) 891-4323Intake: (781) 899-2540,SA TX HH RL MN SF AH,
2007,332,Gosnold Inc Emerson House,554 West Falmouth Highway,West Falmouth,MA,2574,(508) 540-1554Intake: (800) 444-1554,SA TX HH RL AD PW WN SF PI,
2007,332,Spectrum Health Systems Inc Primary Care,154 Oak Street,Westborough,MA,1581,(508) 898-1570x2298Intakes: (508) 898-1570x2100 (508) 898- 1570x2153,SA TX DT DM HH HI RS RL CO PW WN BC MN CJ SF MD MC SI PI PA AH SP,
2007,332,Spectrum Health Systems Inc Residential Recovery Program,155 Oak Street Box 1208,Westborough,MA,1581,(508) 898-1570Intake: (508) 898-1570x2149,SA TX MM RL WN SF PA AH SP,
2007,332,Carson Center for Adults and Families,77 Mill Street,West˙eld,MA,1085,(413) 568-6141,MH TX OP SF MD MC SI PI MI SS AH SP F70,
2007,332,Community Healthcare Inc Community Substance Abuse Centers,125 North Elm Street,West˙eld,MA,1085,(413) 568-6600Methadone Clients Only,SA TX DT MM DM OP SF MD,
2007,332,Westwood Lodge Hospital,45 Clapboardtree Street,Westwood,MA,2090,(781) 762-7764Intake: (800) 222-2237,MH-SA TX OP PH SF MD MC PI,
2007,332,B Health and Recovery Services Inc Bay Colony,800 West Cummings Park,Woburn,MA,1801,(781) 935-3025,SA TX OP DU SF MD MC SI PI MI PA AH,
2007,332,Adcare Hospital of Worcester Inc,107 Lincoln Street,Worcester,MA,1605,(508)-799-9000Intake: (800) 345-3552 Hotline: (800) 252-6465,SA TX DT DM HI RS OP PH CO SE WN MN SF MD MC PI MI,
2007,332,Catholic Charities Crozier House,10 Hammond Street,Worcester,MA,1610,(508) 860-2216Intake: (508) 860-2209,SA TX HH RL PA,
2007,333,Community Healthlink Inc Highland Grace House,280 Highland Street,Worcester,MA,1602,(508) 860-1172,SA TX RL AD CO SS PA SP,
2007,333,Community Healthlink Inc Worcester Youth and Family Services,275 Belmont Street,Worcester,MA,1604,(508) 791-3261,MH TX OP AD GL SF MD MC SI PI MI SS SP,
2007,333,Henry Lee Willis Community Center Channing House,21 Catharine Street,Worcester,MA,1605,(508) 755-8088,SA TX RL CO MN SF MD SS PA SP,
2007,333,Henry Lee Willis Community Center Linda Fay Gri˚n House,15 Northampton Street,Worcester,MA,1605,(508) 755-8990,SA TX RL CO HV GL SE WN CJ SF PA SP,
2007,333,Henry Lee Willis Community Center Outpatient Substance Abuse Services,44 Front Street Suite 490,Worcester,MA,1608,(508) 799-2934,SA TX OP CO WN MN DU CJ SF MD SS PA SP,
2007,333,Jeremiahs Hospice Inc,1059 Main Street P.O. Box 30035,Worcester,MA,1603,(508) 755-6403x11Intake: (508) 755-6403,SA TX HH RL MN SF,
2007,333,Spectrum Health Systems Inc Outpatient Services,585 Lincoln Street,Worcester,MA,1605,(508) 854-3320Intakes: (800) 464-9555x1161 (508) 831- 0045x1161,MH-SA TX DT MM DM OP PW WN SF MD MC SI PI AH SP F92,
2007,333,Spectrum Health Systems Inc Outpatient Services/Drug Free,105 Merrick Street,Worcester,MA,1609,(508) 797-6100Intakes: (800) 464-9555x1161 (508) 831- 0045x1161,MH-SA TX MM BU OP PW WN DU SF MD MC SI PI,
2007,333,Willis Center/Footsteps Supportive Housing Program,7-9 Woodland Street,Worcester,MA,1609,"(508) 756-8320HHYouth Opportunities Upheld Inc Structured Outpatient Services 81 Plantation Street Worcester, MA 01604 (508) 770-0511x109Intake: (508) 770-0511x120",SA TX OP AD SF MD SI PI SS,
2007,335,Catholic Charities of Lenawee County,199 North Broad Street,Adrian,MI,49221,(517) 263-2191,MH-SA TX OP AD CO WN MN DU CJ SF MD MC PI MI SS,
2007,335,Family Service and Childrens Aid,142 East Maumee Street Suite 2,Adrian,MI,49221,(517) 263-2625,MH-SA TX OP AD SF MD PI SS,
2007,335,McCullough Vargas and Associates,142 East Maumee Street Suite 1,Adrian,MI,49221,(517) 264-2244,SA TX OP WN DU CJ SF MD PI AH SP,
2007,335,Substance Abuse Prevention Group of Greater Battle Creek Inc,101 North Albion Street,Albion,MI,49224,(517) 629-9210Intake: (269) 964-3830,SA TX OP AD CO WN MN DU SF MD MC SI PI MI SS PA AH SP F42,
2007,335,Downriver Community Services Inc Substance Abuse Services,555 Saint Clair River Drive,Algonac,MI,48001,(810) 794-4982x142,GH TX OP DU CJ SF MD MC PI SS,
2007,335,Ottagan Addictions Rehab Inc (OAR),108 Chestnut Street,Allegan,MI,49010,(269) 686-9810,SA TX OP AD DU SF MD PI MI SS PA,
2007,335,Alpena Regional Medical Center Behavioral Health Services,1501 West Chisholm Street Alpena Hospital,Alpena,MI,49707,(989) 356-7242,MH TX OP SF MD MC SI PI MI SS AH,
2007,335,Catholic Human Services Inc,154 South Ripley Boulevard,Alpena,MI,49707,(989) 356-6385Hotline: (800) 420-7506,SA TX OP AD CO PW WN DU SF MD MC SI PI MI AH,
2007,335,Sunrise Centre,630 Walnut Street,Alpena,MI,49707,(989) 356-6649Intake: (989) 356-6649x19,SA TX DT RS RL WN MN CJ SF MD SI AH,
2007,335,Ann Arbor Consultation Services Inc,5331 Plymouth Road,Ann Arbor,MI,48105,(734) 996-9111x235Intake: (734) 996-9111 Hotlines: (734) 996-9111 (734) 337-2116,MH TX OP SF PI MI SS SP F17,
2007,335,House A Program of Helpsource Chemical Dependency Program,3879 Packard Street,Ann Arbor,MI,48108,(734) 973-1900,SA TX OP DU SF MD PI,
2007,335,Community Support and Treatment Servs,110 North 4th Street,Ann Arbor,MI,48104,(734) 222-3750Intakes: (800) 440-7548 (734) 544-3050,MH TX OP CO WN SF MD MC PI SS PA AH,
2007,335,Community Support and Treatment Servs,2140 Ellsworth Street,Ann Arbor,MI,48108,(734) 477-7450Intakes: (800) 440-7548 (734) 544-3050,MH TX OP CO SF MD MC PI SS PA AH,
2007,335,Community Support and Treatment Servs,3981 Varsity Drive,Ann Arbor,MI,48108,(734) 222-3500Intakes: (800) 440-7548 (734) 544-3050,MH TX OP CO SF MD MC PI SS PA AH,
2007,335,Dawn Inc Outpatient Services,735 Victors Way,Ann Arbor,MI,48108,(734) 821-0216Hotline: (734) 669-8265,SA TX OP SF MD SI MI SS AH,
2007,335,Jackson Counseling Agency,1900 West Stadium Boulevard Suites 5 and 6,Ann Arbor,MI,48103,(734) 913-9225,MH-SA TX OP AD CO SE WN MN DU CJ SF MD MC SI PI MI SS,
2007,335,Substance Abuse Clinic,2215 Fuller Road,Ann Arbor,MI,48105,(734) 214-6998,MH-SA TX DT HI OP PH CO WN DU CJ SF MD MC PI MI SS PA AH,
2007,336,Catholic Human Services Inc,12519 State Street,Atlanta,MI,49709,(989) 785-3030,SA TX OP CO SF MD MC SI PI MI SS PA AH,
2007,336,Havenwyck Hospital Substance Abuse Services,1525 University Drive,Auburn Hills,MI,48326,(248) 373-9200Intake: (800) 401,ASAP MH TX HI PH CO SF MD MC SI PI MI,
2007,336,Huron Counseling Services Huron Behavioral Health Services,1108 South Van Dyke Road,Bad Axe,MI,48413,(989) 269-9293Hotline: (800) 356-5568,MH-SA TX OP CO DU SF MD MC SI PI MI SS,
2007,336,Family Healthcare Counseling Center,1101 Washington Avenue,Baldwin,MI,49304,(231) 745-2000,SA TX OP DU CJ SF MD MC SI PI MI AH,
2007,336,Outpatient Counseling Services,427 North Superior Avenue,Baraga,MI,49908,(906) 353-8121,SA TX OP AD CJ SF MD SI PI MI AH,
2007,336,Department of Veteran A airs Medical Center,5500 Armstrong Road,Battle Creek,MI,49015,(269) 966-5600x5142Intakes: (269) 966-5600x5643 (888) 214- 1247x5643,SA TX DT HH HI RS OP PH CO MN PI MI PA,
2007,336,Oakridge Counseling Center,497 East Columbia Avenue Suite 16,Battle Creek,MI,49015,(269) 963-7135,MH TX OP CJ SF MD MC PI MI,
2007,336,Psychological Consultants of MI PC DBA Chemical Dependency Resources,151 North Avenue,Battle Creek,MI,49017,(269) 968-2811x34Intake: (269) 968-2811x40,SA TX OP AD CO PW WN CJ SF MD MC SI PI MI SS PA AH SP SP,
2007,336,GB Services Inc,67 West Michigan Avenue Suite 411,Battle Creek,MI,49017,(269) 964-3830x876Intake: (269) 964-3830 Hotline: (269) 964-3830,SA TX OP AD CO WN MN DU SF MD MC SI PI MI SS PA SP F42,
2007,336,DOT Caring Centers Inc,114 Tuscola Road,Bay City,MI,48708,(989) 790-3366Intakes: (989) 892-4303 (800) 822-7464 Hotline: (800) 822-7464,SA TX OP WN SF MD MC SI PI MI AH,
2007,336,Educational ˝erapy,601 North Van Buren Street,Bay City,MI,48708,(989) 895-8356,SA TX OP DU MC,
2007,336,List Psychological Services PLC,3741 East Wilder Road Suite A,Bay City,MI,48706,(989) 469-1000Intake: (989) 460-1000,MH-SA TX OP AD CO WN SF MD MC PI MI AH,
2007,336,Community Care Services (CCS),25 Owen Street,Belleville,MI,48111,(734) 697-7880Intake: (313) 389-7525,MH-SA TX OP CO CJ SF MD MC SI PI MI SS,
2007,336,Berrien County Health Department Substance Abuse Treatment Services,756 Pipestone Street,Benton Harbor,MI,49022,(269) 926-7135Intake: (269) 926-7121,SA TX OP AD CO PW WN MN DU SF MD PA AH,
2007,336,Community Healing Center,777 Riverview Drive Building A Suite 180,Benton Harbor,MI,49022,(269) 926-0121,SA TX OP SF MD PI MI SP,
2007,336,Harbortown Treatment Center PLLC,1022 East Main Street,Benton Harbor,MI,49022,(269) 926-0015Intake: (269) 926-0015x10 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP HV PW WN MN DU SF MD MC AH,
2007,336,Benzie Counseling Center,6051 Frankfort Highway Suite 200,Benzonia,MI,49616,(231) 398-2013Intake: (877) 398-2013,MH TX OP CO SE SF MD MC SI AH,
2007,337,Respite Counseling Center,3622 West 11 Mile Road,Berkley,MI,48072,(248) 544-9671,SA TX OP SF SS,
2007,337,Smith Counseling Centers,2790 Coolidge Highway,Berkley,MI,48072,(248) 398-7061,MH-SA TX OP DU SF PI SS,
2007,337,Catholic Social Services,117 South Warren Street,Big Rapids,MI,49307,(231) 796-1583,MH-SA TX OP CO SF MD MC PI MI SS,
2007,337,Joyce Marty K Frazho Independent Contractor,111 South Old Woodward Avenue Suite 256,Birmingham,MI,48009,(248) 647-6755DWI/DUI Clients Only,MH-SA TX OP DU SF MC PI MI SS,
