Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID,Longitude,Latitude,Match Score
Hogar Crea Carolina,Carretera 887 Kilometro 14,Banio Martin Gonzalez,,,,Carolina,PR,987,(787)752-3857,TX/PV/OS/DT/RD/RR/HV/PW/SS/TC,987,,6549PR00987,-65.92649499999999,18.369535000000038,100.0
Hogar El Buen Samaritano Inc,Unit2,Carr 857 Km 9.5,,Banio Carruzo Sector Filipinas,,Carolina,PR,988,(787)750-4419,TX/PV/OS/IO/AD/DD/HV/SS/CM,988,,6549PR00988,-65.97432999999995,18.394270000000066,100.0
Hogar Crea Cayey,A vcnida Antonio R. Barzelo,al !ado del Cuartel de la Policia,,,,Cayey,PR,737,(787)738-5357,TX/PV/OS/DT/RD/RR/AD/SS/TC,737,,6549PR00737,-66.16680999999993,18.11428000000007,100.0
First Hospital Panamerica,Carretera 787 Kilometro 15,,,,,Cidra,PR,739,(787)739-5555 Hotline: (800)981-1218,TX/PV/OS/DT/ID/IR/AD/DD/PH,739,,6549PR00739,-66.15907499999997,18.17501500000003,100.0
Hogar Crea Comerio Adolcscentes,Barrio Palomas Abajo Sector El 26,Carretcra 156 Kilometro 33 Hm 8,,,,Comerio,PR,782,(787)875-7996,TX/PV/OS/RR/AD/SS/TC,782,,6549PR00782,-66.22914499999996,18.21533500000004,100.0
Hogar Crea Corozal,Hcctometro 02,Barrio Dos Bocas Carretera I 59 Km 124,,,,Corozal,PR,783,(787)859-1237,TX/PV/OS/RR/SS/TC,783,,6549PR00783,-66.32010309999998,18.34173880000003,100.0
Hogar Crea Dorado,Calle A Bloque C-48,Costa de Oro,,,,Dorado,PR,646,(787)796-2821,TX/PV/OS/RR/SS/TC,646,,6549PR00646,-66.27610899999996,18.46764800000005,100.0
Puerto Rico Addiction Medical Services,,,6 Street South,7-2 Villas de Parana,,El Senorial/Rio Piedras,PR,960,(787)782-4405,TX/PV/OS/DT/OD/IO/ID/AD/SS/GH/SG,960,,5179PR00960,-66.04612036889704,18.350739673874678,82.64
Hogar Crea Arturo Nieves,Calle 3,Banio Jerusalem,,,,Fajardo,PR,738,(787)863-2766,TX/PV/OS/RR/SS/TC,738,,6549PR00738,-65.65702499999998,18.34418500000004,100.0
Hogar Crea Guanica,Carretera Ochoa Km 19 Bda Esperanza,Finca 5 Hermanos,,,,Guanica,PR,653,(787)821-2690,TX/PV/RR/SS/TC,653,,6549PR00653,-66.90767999999997,17.970740000000035,100.0
Hogar Crea Guayama,Banio Linea Capo 13,Carretera 15,,,,Guayama,PR,785,(787)864-0230,TX/PV/OS/RR/SS/TC,785,,6549PR00785,-66.11251499999997,17.980815000000067,100.0
Hogar Nuevo Camino,Sector Villodas,Carrctera 713 Kilometro 0.3,,,,Guayama,PR,784,(787)864-9163 Hotline: (787)864-9163,TX/PV/OS/DT/RD/RR/DD/SS/TC/FG,784,,6549PR00784,-66.11259499999993,17.982760000000038,100.0
Centro Rcnancer Inc,Carretcra 834 Km 42 Barrio Sonadora,Sector Las Parcclas,,,,Guaynabo,PR,970,(787)789-3322,TX/PV/OS/DT/OD/OR/IO/RD/AD/DD/SS/CM,970,,6549PR00970,-66.11551959999997,18.35810900000007,100.0
Hogar Crea Guaynabo Adolcscentes,Calle Vanda Numero I,Urbanizacion Tonimar,,,,Guaynabo,PR,966,(787)781-7545,TX/PV/OS/RR/AD/SS/TC,966,,6549PR00966,-66.11831999999998,18.400210000000072,100.0
Hogar Crea Guaynabo Adultos,Calle Union 3 Sector Montalvo,Camino Alejandrino Kilometro 05,,,,Guaynabo,PR,965,(787)790-5818,TX/PV/OS/RR/SS/TC,965,,6549PR00965,-66.11784499999999,18.43241000000006,100.0
Hogar Crea Sabana,Calle Maritima 410,Barrio Sabana,,,,Guaynabo,PR,965,(787)781-6590,TX/PV/OS/RR/SS/TC,965,,6549PR00965,-66.11784499999999,18.43241000000006,100.0
Hogar de Ayuda El Refugio Inc,A venida Ponce de Leon,Esquina Santa Rosa De Lima 17 A,,,,Guaynabo,PR,965,(787)792-1117,TX/PV/OS/DT/RD/RR/HV/SS/TC,965,,6549PR00965,-66.11784499999999,18.43241000000006,100.0
Hogar El Buen Samaritano Inc,Carretera 941 Km 5 Hm 0,Barrio Jaguas,,,,Gurabo,PR,778,(787)737-6005,TX/PV/DT/OD/RD/RR/DD/HV/SS/TC,778,,6549PR00778,-65.97672149999994,18.253254200000068,100.0
Hogar lntermedio De Dama En Gurabo,Calle Santiago Final Carretera 943 Km2,,,,,Gurabo,PR,778,(787)737-2996,TX/PV/OS/RR/AD/SS,778,,6549PR00778,-65.97672149999994,18.253254200000068,100.0
Hogar Nueva Vida,Carretera 181 Ramal 944,Bo Celada,,,,Gurabo,PR,778,(787)737-2050,TX/PV/OS/OR/IO/DD/SS,778,,6549PR00778,-65.97672149999994,18.253254200000068,100.0
Hogar Nueva Vida Oseli,"Barrio Calabasas, Carretera 182",,,,,Gurabo,PR,778,(787)893-4060,TX/PV/RR/DD/HV/SS/TC,778,,6549PR00778,-65.97672149999994,18.253254200000068,100.0
Hogar Crea Jovenes Y Adultos,Quisqueya Proyecto Especial,Calle Quisqueya 207,,,,Hato Rey,PR,917,(787)764-5192,TX/RR/SS/TC,917,,6549PR00917,-66.05116099999998,18.42386380000005,99.9
Hogar Crea Humacao,Carretera 908 Kilometro 2 Hm 7,Banio Tejas,,,,Humacao,PR,791,(787)852-0144,TX/PV/OS/RR/HV/SS/TC,791,,6549PR00791,-65.82523999999995,18.152315400000077,100.0
Proyecto Hombre,Calle Antonio Lopez 116,,,,,Humacao,PR,792,(787)852-0250,TX/OS/RR/SS,792,,6549PR00792,-65.82263999999998,18.150230000000025,100.0
Hogar Crea Isabela Adolescentes,Carretera 472 Kilometro 32,Barrio BeJucos,,,,Jsabela,PR,662,(787)872-5274,TX/PV/OS/RR/AD/SS/TC,662,,6549PR00662,-67.02310499999999,18.499480000000066,100.0
Hogar Crea Juana Diaz Adultos,Carretera 14 Kilomctro 169,Sector Tijera,,,,Juana Diaz,PR,795,(787)837-0569,TX/PV/OS/RR/SS,795,,6549PR00795,-66.50353999999999,18.050275000000056,100.0
Proyecto Especial para Adolecentes,De Juana Diaz,Barrio Caoitanejo Kilometro 115-2,,Carrtcra I,,Juana Diaz,PR,795,(787)837-8679,TX/PV/OS/RR/AD/SS,795,,6549PR00795,-66.50353999999999,18.050275000000056,100.0
Hogar Crea Juncos,Carretera 185 Kilometro 20,Hectometro O Barrio Las Pinas,,,,Juncos,PR,777,(787)734-1767,TX/PV/OS/DT/RD/RR/AD/HV/SS/TC,777,,6549PR00777,-65.92588999999998,18.22740000000005,100.0
Hogar Nucvo Pacto,Carretera 31 Km 19,,,,,Juncos,PR,777,(787)734-5880,TX/PV/OS/DT/RD/RR/HV/CO,777,,6549PR00777,-65.92588999999998,18.22740000000005,100.0
Hogar Crea Las Marias,Carretera 119 Kilometro 261,Barrio Maravilla Norte,,,,Las Marias,PR,670,(787)827-3313,TX/PV/OS/RR/SS/TC,670,,6549PR00670,-66.99141439999994,18.249918500000035,100.0
Hogar Crea Loiza,Calle San Patricio Final 16,,,,,Loiza,PR,772,(787)876-2726,TX/PV/OS/RR/SS/TC,772,,6549PR00772,-65.88087029999997,18.42924460000006,100.0
Hogar Crea Luquillo,Calle 14 Barrio Hato Viejo Fortuna,,,,,Luquillo,PR,773,(787)889-3300,TX/PV/OS/RR/SS/TC,773,,6549PR00773,-65.72204999999997,18.372385000000065,100.0
Centro Tratamiento Ambulatorio,Centro Tratamiento Adultos,Obrero 15-A Esquina Quinones,Box 583,,,Manati,PR,00674-0583,(787)854-1165,TX/OR/SS,674,583.0,5267PR00674,-66.48591499999998,18.427555000000037,98.0
Hogar Crea Manati Adultos,Carretera 2 Kilometro 48,Barrio Cotto Norte,,,,Manati,PR,674,(787)854-1635,TX/PV/OS/RR/SS/TC,674,,6549PR00674,-66.48591499999998,18.427555000000037,100.0
Hogar Crea Manati Damas,Carretera 616 Kilometro 2,Barrio Tierras Nuevas Sector Cantitos,,,,Manati,PR,674,(787)854-7196,TX/PV/OS/DT/RD/RR/SS/TC,674,,6549PR00674,-66.48591499999998,18.427555000000037,100.0
Centro SITA,Tratamiento A Sustancias (Drogas),A venida Hostos 11,,Mayaguez Medical Center,,Mayaguez,PR,680,(787)833-0663,TX/OS/OR/IO/DD/SS/OH/CM,680,,6549PR00680,-67.13682999999997,18.198755000000066,100.0
Centro SITA,Tratamiento A Sustancias Alcohol,A venida Hostos 11,,,,Mayaguez,PR,680,(787)833-0663,TX/OS/OR/IO/DD/SS/OH/CM,680,,6549PR00680,-67.13682999999997,18.198755000000066,100.0
Centro Tratamiento,A Menores Mayaguez,A venida Eugenio Maria de Hostos,,Carreterra 2 - Hospital Betances,,Mayaguez,PR,681,(787)833-3880,TX/PV/OS/OR/IO/AD/DD/HV/PW/CM,681,,6549PR00681,-67.14000999999996,18.20148000000006,100.0
Hogar Crea,Modulo Crea/Centro Detencion Oeste,Carretera 105 Kilometro 18,,Hectometro 0.9,,Mayaguez,PR,680,(787)265-6600,TX/PV/OS/DT/IO/RD/RR/AD/SS/TC/CM,680,,6549PR00680,-67.13682999999997,18.198755000000066,100.0
Hogar Crea,Carretera 105 Kilometro 18 Hm 09,Campamento El Limon,,,,Mayaguez,PR,680,,TX/PV/OR/CJ,680,,6549PR00680,-67.13682999999997,18.198755000000066,100.0
Hogar Crea / Posada Fe Y Esperanza,Calle Comercio 242,,,,,Mayaguez,PR,680,(787)833-3100,TX/PV/OS/RR/HV/SS/TC,680,,6549PR00680,-67.13682999999997,18.198755000000066,100.0
Mision Rescale Inc,Drug Abuse Treatment,,Road 104 Kilometro 1.7,Banio Algarrobo,,Mayaguez,PR,680,(787)834-1310,PV/DT/RD/RR/SS/TC,680,,5438PR00680,-67.15871682858311,18.229296982557663,96.74
Hogar Crea Morovis Adolescentes,Carretera 159 Kilometro 16,Banio Montellano Sector La Fabrica,,,,Morovis,PR,687,(787)862-3356,TX/PV/OS/RR/SS/TC,687,,6549PR00687,-66.40454999999997,18.322690000000023,100.0
Hogar Crea N aguabo,Carretera 3 Kilometro 63 H4,Banio Daguao,,,,Naguabo,PR,718,(787)874-4376,TX/PV/OS/RR/SS,718,,6549PR00718,-65.73577999999998,18.20856500000008,100.0
Hogar Crea Naranjito,Carretera 164 Kilometro 05,Barrio Nuevo,,,,Naranjito,PR,719,(787)869-6575,TX/PV/OS/RR/SS/TC,719,,6549PR00719,-66.24444999999997,18.300970000000067,100.0
Hogar Crea Orocovis,Banio Sabana Sector La Pista,,,,,Orocovis,PR,720,(787)867-0290,TX/PV/OS/RR/SS/TC,720,,6549PR00720,-66.39187829999997,18.227155800000048,100.0
Centro Ponce Tratamiento,Residencial Para Yarones,Centro Medico Ponce,,Carretcra 14 Banio Machuelo,,Ponce,PR,731,(787)840-6835,TX/OS/RR/DD/SS/TC,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Centro de Tratamiento Ambulatorios,Menores Ponce,Carretera 14 Banio Machuelo,,Centro Medico,,Ponce,PR,731,(787)840-5121,TX/OS/OR/AD/SS,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Centro de Tratarniento Para,Adultos de Ponce,Carretera 14,,Facilidades de Centro Medico,,Ponce,PR,732,(787)840-8039,TX/OS/OR/DD/SS/PH,732,,6549PR00732,-66.63169659999993,17.998171600000035,100.0
Desintoxicacion Para Menores,Cede Ponce,Carretera 14 Centro Medico,,Banio Machuelo,,Ponce,PR,731,(787)840-6935,PV/OS/DT/RD/SS,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Desintoxication Para Adultos,CEDE / Ponce,Centro Medico Carretera 14,,Banio Machuelo,,Ponce,PR,731,(787)840-6935,ML/PV/OS/DT/OD/RD/SS,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Hogar Crea,Distrito de Ponce,Calle Central 13,,Banio Machuelo,,Ponce,PR,731,(787)843-9013,TX/PV/OS/DT/RD/RR/AD/HV/SS/TC,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Hogar Crea Ponce Adolescente,Calle I Numero 4,Urbanizacion Villa Flores,,,,Ponce,PR,733,(787)844-6310,TX/PV/OS/RR/AD/SS/TC,733,,6549PR00733,-66.61393999999996,18.015435000000025,100.0
Hogar Crea Ponce Mercedita,Carretera I Kilometro 119 Hm .9,Banio Buyones,,,,Ponce,PR,731,(787)841-4193,TX/PV/OS/RR/SS/TC,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Hogar Crea Ponce Playa,Posada Fe Y Esperanza,A venida Los Meros 45,,Playa Ponce,,Ponce,PR,733,(787)844-2715,TX/PV/OS/DT/RD/RR/HV/SS/TC,733,,6549PR00733,-66.61393999999996,18.015435000000025,100.0
Institucion Regional del Sur,Jovenes Adultos Tratamiento Sicosocial,Bo El Tuquc Sector Las Cucharas,,,,Ponce,PR,731,(787)864-2140,TX/PV/OS/RR/AD/DD/SS,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Mision de Refugio Inc.,Kilometro 4 Hectometro 2,Banio Maraquez,,,,Ponce,PR,731,(787)844-4648,TX/PV/OS/OR/IO/DD/SS/FG,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Ponce Alcoholism Treatment Program,Ponce Medical Center,,,,,Ponce,PR,731,(787)844-4130,TX/OR/IO/SS/FG,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Programa Ayuda y Consejeria,Empleado PACE ASSMCA,Centro Medico Carreterra 14,,Banio Machuelo,,Ponce,PR,731,(787)259-2274,TX/OS/OR/SS,731,,6549PR00731,-66.60919349999995,18.038779300000048,100.0
Hogar Crea Quebradillas Adultos,Carretera 478 Kilometro .5,Banio San Antonio,,,,Quebradillas,PR,678,(787)895-6209,TX/PV/OS/RR/SS/TC,678,,6549PR00678,-66.93655589999997,18.46951340000004,100.0
Hogar Crea Quebradillas Ninos,Carretera 113 Kilometro 141 Interior,Banio San Antonio,,,,Quebradillas,PR,678,(787)895-6307,TX/PV/OS/RR/AD/SS/TC,678,,6549PR00678,-66.93655589999997,18.46951340000004,100.0
Hogar Crea Rio Grande Damas,Carretera 956 Kilometro 04,Banio Guzman,,,,Rio Grande,PR,745,(787)887-2512,TX/PV/OS/DT/RD/RR/SS/TC,745,,6549PR00745,-65.79501349999998,18.38156630000003,100.0
Emergency Alcoholism Detox Unit,Casa De Salud Medical Center,,,,,Rio Piedras,PR,935,(787)763-5305,TX/OS/DT/OD/ID/IR/SS,935,,6549PR00935,-66.07415619999995,18.397107900000037,100.0
Puerto Rico Addiction Medical Services,Carretera 2 I,,,,,Rio Piedras,PR,928,(787)782-4405,TX/PV/OS/DT/OD/AD/DD/PW/SS/SG,928,,6549PR00928,-66.04798999999997,18.397685000000024,100.0
Hogar Crea Sabana Grande,Carretera 368 Kilometro 38,Barrio Machuchal,,,,Sabana Grande,PR,637,(787)873-7006,TX/PV/OS/RR/AD/SS/TC,637,,6549PR00637,-66.95982499999997,18.08083500000004,100.0
Mission Rescate Drug Abuse,Treatment and Rehabilitation,Carretera 328 Kilometro57 Intersection,,Barrio Rayo Guara,,Sabana Grande,PR,637,(787)873-0126,TX/PV/OS/DT/RD/RR/DD/SS/FG,637,,6549PR00637,-66.95982499999997,18.08083500000004,100.0
Hogar Crea San German,Carretera 318 Kilometro 08,Barrio Maresua,,,,San German,PR,683,(787)892-6640,TX/PV/OS/RR/SS/TC,683,,6549PR00683,-67.03996499999994,18.08119000000005,100.0
Pabellon J Terrenos Centro Medico,Barrio Monacillos,,,,,San Juan,PR,00925-2129,(787)754-3569,TX/PV/OS/OR/IO/HV/GH,925,2129.0,6549PR00925,-66.05097999999998,18.400130000000047,99.9
ASSMCA Centro Tratmiento Drogas y,Alcohol,Pabellon G Centro Medico,,,,San Juan,PR,918,(787)465-0690,TX/OS/OR/IO/DD/HV/SS/OH/CM,918,,6549PR00918,-66.06291499999998,18.415855000000025,100.0
Bayamon Quimioterapia,,,414 Avenida Barbosa,,,San Juan,PR,928,(787)763-7575,TX/PV/OS/IO/DD/SS/GH,928,,3381PR00928,-66.04354854954576,18.417965303369773,98.97
Casa La Providencia,Calle Norzagaray 200,,,,,San Juan,PR,902,(787)725-5358,TX/OS/RR/SS/TC/FG,902,,6549PR00902,-66.11277999999999,18.46400000000005,100.0
Cede San Juan,Pabellon B Calle Maga,Barrio Monacillos,,,,San Juan,PR,925,(787)751-4014 Hotline: (787)763-7575,ML/DT/OD/RD/SS/TC,925,,6549PR00925,-66.05097999999998,18.400130000000047,99.9
Centro Quimioterapia San Juan,Barrio Monacillos/Facilidades Centro,,,,,San Juan,PR,928,(787)753-0665 Hotlines: (787)758-7211 (787)763-7575,TX/OS/OR/IO/HV/SS,928,,6549PR00928,-66.04798999999997,18.397685000000024,100.0
Centro de Rehabilitacion Dr Fumero,Fernadez Juncos Station,,,,,San Juan,PR,910,(787)722-4145,TX/OS/DT/OD/OR/SS/SG/PI,910,,6549PR00910,-66.06965499999995,18.444375000000036,100.0
Hogar Crea,Districto De San Juan I,A venida Ponce De Leon 1955,,Parada 26 l /2,,San Juan,PR,915,(787)728-4400,TX/PV/OS/DT/RD/RR/AD/HV/PW/SS/TC,915,,6549PR00915,-66.05059999999997,18.438310000000055,100.0
Hogar Crea Centro Madres Con Ninos,Hogar Crea San Jose,Calle Urdiales Esquina Burgos,,Embalse San Jose,,San Juan,PR,928,(787)751-5714,TX/PV/OS/RR/PW/SS/TC,928,,6549PR00928,-66.04798999999997,18.397685000000024,100.0
Hogar Crea Ciudad Modelo Damas,Calle Hoare No. 716,Parada 15,,,,San Juan,PR,907,(787)723-5820,TX/PV/OS/RR/SS/TC,907,,6549PR00907,-66.07568499999996,18.450840000000028,100.0
Hogar Crea Country Club,Calle Lola Rodriguez de Tio 794,2da Extencion Country Club RP,,,,San Juan,PR,928,(787)769-3193,TX/PV/OS/RR/SS/TC,928,,6549PR00928,-66.04798999999997,18.397685000000024,100.0
Hogar Crea Las Americas,Calle Teniente Cesar Gonzalez,,1105 Villa Nevarez,,,San Juan,PR,927,(787)756-5211,TX/PV/OS/DT/RD/RR/HV/SS/TC,927,,3602PR00927,-66.06751999999993,18.39512000000008,90.0
Hogar Crea Parcelas Falu,Proyecto Especial,Calle 36 Final,,Parcelas Falu,,San Juan,PR,928,(787)751-2969,TX/PV/OS/RR/AD/SS/TC,928,,6549PR00928,-66.04798999999997,18.397685000000024,100.0
Hogar Crea Park Gardens,Calle Tortosa Final P-15,Villa Andalucia,,,,San Juan,PR,926,(787)761-8840,TX/PV/OS/RR/SS/TC,926,,6549PR00926,-66.06210049999999,18.376030100000037,100.0
Hogar Crea Puerta de Tierra,Pasco Covadonga Numero 110,Puerta de Tierra,,,,San Juan,PR,907,(787)724-2760,TX/PV/OS/RR/SS/TC,907,,6549PR00907,-66.07568499999996,18.450840000000028,100.0
Hogar Crea Sabana Liana,Calle Lealtad Esquina Libertad 1012,Urbanizacion Victoria,,,,San Juan,PR,924,(787)764-8555,TX/PV/OS/RR/SS/TC,924,,6549PR00924,-66.00363999999996,18.404640000000033,100.0
Hogar Crea San Jose,Calle Urdiales Esquina Burgos,Embalse San Jose,,,,San Juan,PR,928,(787)751-5790,TX/PV/OS/DT/RD/RR/SS/TC,928,,6549PR00928,-66.04798999999997,18.397685000000024,100.0
Hogar Crea Taft,Calle Leon Acuna 1702,,,,,San Juan,PR,911,(787)722-4530,TX/PV/OS/RR/SS/TC,911,,6549PR00911,-66.05538499999993,18.451025000000072,100.0
Hogar Crea Tortugo,Carretera 873 Kilometro 195,Barrio Tortugo,,,,San Juan,PR,926,(787)789-8159,TX/PV/OS/RR/SS/TC,926,,6549PR00926,-66.06210049999999,18.376030100000037,100.0
Hogar Crea Venezuela,Calle Guadacanal Final,Barrio Venezuela,,,,San Juan,PR,926,(787)751-5640,TX/PV/OS/DT/RD/RR/AD/HV/SS/TC,926,,6549PR00926,-66.06210049999999,18.376030100000037,100.0
Hogar Crea Villa Palmeras,Calle Tapia 453,,,,,San Juan,PR,915,(787)726-6806,TX/PV/OS/RR/AD/SS/TC,915,,6549PR00915,-66.05059999999997,18.438310000000055,100.0
Remanso De Paz Inc,Carretera 842 Km 4.2 Camino,Pablo Diaz Barrio Caimito Alto,,,,San Juan,PR,926,(787)731-6516 Hotline: (787)645-1960,TX/PV/OS/DT/OD/OR/IO/RD/RR/SS/TC/CO,926,,6549PR00926,-66.06210049999999,18.376030100000037,100.0
Residencial Mujeres Adultas San Juan,Pabcllon B Calle Maga Centro Medico,,,,,San Juan,PR,935,(787)763-7575 Hotline: (787)763-7575,TX/OS/RR/SS/TC,935,,6549PR00935,-66.07415619999995,18.397107900000037,100.0
Rio Piedras Psychiatric Hospital,Rio Piedras Alcoholism Program,,Building G,Centro Medico,,San Juan,PR,925,(787)765-0690,TX/OR/IO/DD/SS/OH,925,,9978PR00925,-66.05097999999998,18.400130000000047,85.0
Veterans Affairs Medical Center,Substance Abuse Treatment Program,One Veterans Plaza,,,,San Juan,PR,927,(787)766-6534,TX/OS/DT/OD/OR/HV/GH/FG,927,,6549PR00927,-66.06337389999999,18.40119020000003,100.0
Hogar Crea San Lorenzo,Carretera 181 Kilometro 30.6,Barrio Quebrada,,,,San Lorenzo,PR,754,(787)736-1414,TX/PV/OS/RR/AD/SS/TC,754,,6549PR00754,-65.96454499999999,18.189755000000048,100.0
Hogar Crea San Sebastian,Carretera 448 Kilometro 18,Barrio Guajataca,,,,San Sebastian,PR,685,(787)896-7820,TX/PV/OS/RR/SS/TC,685,,6549PR00685,-66.99182929999995,18.333809300000038,100.0
Hogar Crea Santa Isabel,Cartetera 1 Kilometro107,Barrio Jaucal,,,,Santa Isabel,PR,757,(787)845-3793,TX/PV/OS/RR/SS/TC,757,,6549PR00757,-66.40461639999995,17.968844900000025,100.0
Hogar Crea Inc Posada De La Esperanza,Centro De Madrcs Con Ninos,Carretera 848 Km 09 Esq Calle Urano,,Urbanizacion Wondervillc,,St Just,PR,978,(787)761-2125,TX/PV/OS/RR/HV/PW/SS/TC,978,,6549PR00978,-66.00581999999997,18.37750000000005,100.0
Hogar Crea Toa Alta,Barrio Galateo Centro,Carretera 804 Kilometro 17,,,,Toa Alta,PR,953,(787)870-5037,TX/PV/OS/RR/SS/TC,953,,6549PR00953,-66.20253499999995,18.37114500000007,100.0
Hogar Posada La Victoria Inc,Carretera Principal 165 Km 4 Hect 9,Parcelas 52 Barrio Galateo,,,,Toa Alta,PR,953,(787)870-3474 Hotline: (787)870-2379,TX/PV/OS/DT/RD/RR/PW/SS/TC,953,,6549PR00953,-66.20253499999995,18.37114500000007,100.0
Hogar Crea Damas,El Conquistador,Carretera 175 Kilometro 90,,Barrio Carraizo,,Trujillo Alto,PR,976,(787)283-1775,TX/PV/OS/RR/SS/TC,976,,6549PR00976,-66.02407399999998,18.37014190000008,100.0
Hogar Crea Damas Central,Carretera 848 Kilometro 10,A venida Saint Just,,,,Trujillo Alto,PR,976,(787)755-3215,TX/PV/OS/DT/RD/RR/SS/TC,976,,6549PR00976,-66.02407399999998,18.37014190000008,100.0
Hogar Crea La Quinta,Carlos Quevedo Estrada,Carrctera 848 Kilometro 13,,Barrio Saint Just,,Trujillo Alto,PR,976,(787)760-0890,TX/PV/OS/DT/RD/RR/AD/HV/PW/SS/TC,976,,6549PR00976,-66.02407399999998,18.37014190000008,100.0
Hogar Crea Ninas Adolesccntes,Hogar Crea Central Damas,Carretera 848 Kilometro 07,,Saint Just,,Trujillo Alto,PR,976,(787)761-5124,TX/PV/OS/RR/AD/SS/TC,976,,6549PR00976,-66.02407399999998,18.37014190000008,100.0
Hogar Crea Trujillo Pueblo,Carretcra 175 Kilometro 133,,,,,Trujillo Alto,PR,976,(787)760-3155,TX/PV/OS/RR/SS/TC,976,,6549PR00976,-66.02407399999998,18.37014190000008,100.0
Hogar Crea Modulo Vega Alta,Kilomctro8,Barrio Sabana Hoyo,,,,Vega Alta,PR,692,(787)878-3676,TX/PV/OS/OR/DD/HV/PW/CM/CJ,692,,6549PR00692,-66.31229809999996,18.412367200000066,100.0
Hogar Crea Vega Alta,Carrctera 159 Kilometro .05,,,,,Vega Alta,PR,692,(787)883-2125,TX/PV/OS/RR/SS/TC,692,,6549PR00692,-66.31229809999996,18.412367200000066,100.0
Hogar Crea Vega Baja,Carr 686 Km 37 Barrio Cabo Caribe,,,,,Vega Baja,PR,693,(787)858-6292,TX/PV/OS/RR/SS/TC,693,,6549PR00693,-66.38628999999997,18.444800000000047,100.0
Hogar El Camino,Barrio Puguado Afuera,Carr 155 Km 61.5 lzquierda,,Carr 673 Sector El Palmar,,Vega Baja,PR,693,(787)855-5562,TX/OS/DT/RD/RR/SS/TC,693,,6549PR00693,-66.38628999999997,18.444800000000047,100.0
Silo Mision Cristiana Inc,Carretera 2 Kilometro 426,Barrio Algarrobo,,,,Vega Baja,PR,693,(787)725-7600,TX/PV/DT/RD/RR/SS/TC/CO/FG/PI,693,,6549PR00693,-66.38628999999997,18.444800000000047,100.0
Hogar Crea Y abucoa,Kilomctro 15 Barrio Aguacate,Carretera 906,,,,Yabucoa,PR,767,(787)893-2016,TX/PV/OS/RR/SS/TC,767,,6549PR00767,-65.87614499999995,18.046230000000037,100.0
Hogar Crea Y auco,Banio Jacanas Carretera 127,Kilometro 1 Hectometro 5,,,,Yauco,PR,698,(787)856-8172,TX/PV/OS/RR/SS/TC,698,,6549PR00698,-66.85162999999993,18.034035000000074,100.0
Ministry of Health,,,,,,Palau,PW,96940-0504,(680)488-2813,TX/PV/OS/DT/OD/OR/IO/ID/DD/GH,96940,504.0,6549PW96940,-94.71961997999996,17.49467988600003,76.67
South Shore Mental Health Centers Inc,Addictions Program,,4705-A Old Post Road,,,Charlestown,RI,2813,(401)364-7705,TX/PV/OS/OR/DD/SS/CM,2813,,6114RI02813,-71.65580210818729,41.38440485642505,99.99
Addiction Services,Comprehensive Community Action Program,,311 Doric Avenue,,,Cranston,RI,2910,(401)781-3990,TX/PV/OS/OR/DD/HV/SS/MD/PI,2910,,3316RI02910,-71.42701328332872,41.7763028348686,100.0
Eastman House Inc,,,1545 Pontiac Avenue,,,Cranston,RI,2920,(40l)463-8829,TX/PV/OS/RR/DD/PW/SS/MD,2920,,1817RI02920,-71.46088195567074,41.74080564255879,100.0
SST AR of Rhode Island Inc,Birth,,80 East Street,,,Cranston,RI,2920,(40l)463-600I,TX/PV/OS/RR/HV/PW/SS/TC/FG,2920,,8534RI02920,-71.46403665256868,41.738108849030866,100.0
East Bay Mental Health Center,Substance Abuse Services,,610 Wampanoag Trail,,,East Providence,RI,2914,(401)246-1195,TX/PV/OS/OR/AD/DD/SS/CM/MD/PI,2914,,4361RI02914,-71.33666684447631,41.791103557586325,99.49
Marathon House,Exeter,,251 Main Street,,,Exeter,RI,2822,(401)295-0960,TX/OS/RR/SS/TC,2822,,0515RI02822,-71.54381191895531,41.55103457698189,100.0
Center for Behavioral Health RI Inc,,,985 Plainfield Street,,,Johnston,RI,2919,(40I)946-0650x122,TX/ML/OS/DT/OD/OR/IO/SS/MD,2919,,5901RI02919,-71.46705807720642,41.80452767843595,100.0
Tri Town Community Action Agency,,,1126 Hartford Avenue,,,Johnston,RI,02919-7130,(401)351-2750,TX/PV/OS/OR/SS/PI,2919,7130.0,7127RI02919,-71.48610997548613,41.822330128318725,100.0
Child and Family Services of,Newport County,,19 Valley Road,,,Middletown,RI,2842,(401)849-2300,TX/PV/OS/OR/DD/CO/MD/FG/PI,2842,,6055RI02842,-71.2946979009058,41.521540210359404,100.0
