Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID
Davis County Mental Health,Addictions Treatment Unit,,904-A South State Street,,,Clearfield,UT,84015,(801)776-1726,TX/PV/OS/RR/DD/PW/SS/TC/CM,84015,,8771UT84015
Davis County Mental Health,Alcohol and Drug Center,,860 South State Street,,,Clearfield,UT,84015,(801)776-4188,TX/PV/OS/DT/IO/RD/RR/DD/HV/SS/TC,84015,,1083UT84015
Davis County Mental Health,Womens Recovery Center,,904-B South State Street,,,Clearfield,UT,84015,,TX/OS/OR/IO/RR/DD/PW/SS,84015,,6016UT84015
Central Utah Counseling Center,51 North Center Street,,,,,Delta,UT,84624,(435)462-2416,TX/PV/OS/OR/AD/DD/PW/CM/MD/PI,84624,,0388UT84624
Utah State Prison,Substance Abuse Treatment Program,,14425 Bitterbrush Lane,,,Draper,UT,84020,(801)576-7271,TX/PV/OS/OR/RR/CJ/FG,84020,,4056UT84020
Northeastern Counseling Center,,,27 South 100 West,,,Duchesne,UT,84021,(435)738-6325 Hotlines: (435)738-5512 (435)823-6823,TX/PV/OS/OR/AD/DD/PW/SS/CM,84021,,2032UT84021
Alcohol and Drug Abuse Prevention and Control Program,,Dugway Proving Ground,Building 5124 Room 210,,,Dugway,UT,84022,,TX/PV/OS/OR/AD/CM,84022,,1252UT84022
Four Comers Mental Health Center,305 Center Street,,,,,East Carbon,UT,84520,(435)637-2358,TX/OS/OR/SS/CM/CH,84520,,8566UT84520
Central Utah Counseling Center,,,390 West 100 North,,,Ephraim,UT,84627,(435)283-4065,TX/PV/OS/OR/IO/AD/DD/PW/CM/MD/PI,84627,,5270UT84627
Southwest Center,,,100 East 100 North,,,Escalante,UT,84726,(435)826-4317,TX/PV/OS/OR/PW/SS/CM,84726,,2897UT84726
Davis Mental Health and Substance Abuse Center,,,291 South 200 West,,,Farmington,UT,84025,Hotlines:,TX/PV/OS/OR/IO/RR/AD/DD/PW/CM/MD/PI,84025,,1654UT84025
Central Utah Counseling Center,65 West Center,,,,,Fillmore,UT,84631,(435)462-2416,TX/PV/OS/OR/PW/CM/MD/PI,84631,,0388UT84631
UTE Indian Tribe Adult Alcohol Program,,,550 South 6777 East,,,Fort Duchesne,UT,84026,(435)722-3234,TX/PV/OS/OR/RR/AD/SS/OH/FG,84026,,3590UT84026
Four Corners Mental Health Center,,,110 Medical Drive,,,Green River,UT,84525,(435)564-3434,TX/PV/OS/OR/AD/DD/PW/CM,84525,,8592UT84525
Wasatch County Prevention Program,,,32 West 200 South,,,Heber City,UT,84032,(435)654-3003,TX/PV/OS/OR/IO/AD/HV/PW/SS,84032,,2624UT84032
Hill Air Force Base,Substance Abuse Program,,6058 Aspen Avenue,,,Hill AFB,UT,84056-5000,(801)777-6015,TX/PV/OS/IO/SS,84056,5000.0,1691UT84056
75 Medical Group/SGOHS,Substance Abuse Program,,6068 Aspen Avenue,Bldg 1295 Room 8,,Hill Air Force Base,UT,84056-5401,(801)777-6015,TX/PV/OS/IO/SS/FG,84056,5401.0,7469UT84056
Southwest Center,,,25 South Main Street,,,Hurricane,UT,84737,(435)635-4458,TX/PV/OS/OR/PW/SS/CM,84737,,5898UT84737
Southwest Center,,,310 South I 00 East,Suite I I,,Kanab,UT,84741,(435)644-8857,TX/PV/OS/OR/PW/SS/CM,84741,,3803UT84741
Southwest Center,,,310 South 100 East,Suite 11,,Kanab,UT,84741,(435)644-8857,TX/PV/OS/OR/PW/SS/CM,84741,,2498UT84741
Sorensons Ranch School Inc,,,410 North 100 East,,,Koosharem,UT,84744-0219,(435)638-7318,TX/PV/OS/RR/AD/DD/SS/OH/TC/HH/CM/SC/PI,84744,219.0,2963UT84744
Bear River Health Department,New Choices Substance Abuse Trt Prog,,95 South 100 West,Suite 300,,Logan,UT,84321,(435)752-1799 Hotline: (435)881-0358,TX/PV/OS/OR/IO/AD/DD/SS/MD/PI,84321,,7100UT84321
Bear River Health Department,,,95 West 100 South,,,Logan,UT,84321,(435)752-1799 Hotline: (435)757-7006,TX/PV/OS/OR/AD/DD/HV/PW/SS/MD/FG,84321,,2095UT84321
Logan Regional Hospital,,,1400 North 500 East,,,Logan,UT,84341,,TX/PV/OS/DT/OD/OR/IO/ID/SS/GH/PH/OH/CM/MC/FG/PI,84341,,6027UT84341
Family Counseling Center,,,46 East 7200 South,,,Midvale,UT,84047,,TX/OS/OR/DD/MD/PI,84047,,2022UT84047
Four Corners Mental Health Center,MOAB Clinic,198 East Center,,,,Moab,UT,84532,(435)259-6131,TX/PV/OS/OR/IO/AD/DD/CM,84532,,8540UT84532
Central Utah Counseling Center,,,125 South State Street,,,Mount Pleasant,UT,84647,(435)462-2421,TX/OR/RR/DD/SS,84647,,1421UT84647
Matr,,,,,,Mount Pleasant,UT,84647,(435)462-2781,TX/PV/OS/DT/OD/OR/IO/RD/RR/DD/SS/SG/MD/PI,84647,,2549UT84647
Central Utah Counseling Center,,,656 North Main Street,,,Nephi,UT,84648,(435)462-2416,TX/PV/OS/OR/IO/RR/DD/PW/CM/MD/PI,84648,,0940UT84648
Life Line Inc,I 130 West Center Street,,,,,North Salt Lake,UT,84054,,TX/PV/OS/IO/RR/AD/DD/SS/TC/PI,84054,,1268UT84054
Blue Skies Recovery Center Inc,,,727 24th Street,,,Ogden,UT,84102,,TX/PV/OS/OR/IO/AD/DD/SS/CM/SG/CJ,84102,,6759UT84102
Columbia Ogden Regional Medical Center,,,5475 South 500 East,,,Ogden,UT,84405,Hotline:,TX/OS/DT/OR/IO/ID/IR/DD/GH/MC/MD/FG/PI,84405,,0028UT84405
McKay/Dee Hospital,Dayspring Chemical Dependency Unit,,5030 Harrison Boulevard,,,Ogden,UT,84403,Hotline: (801)398-5600,TX/PV/OS/DT/OR/IO/ID/AD/DD/SS/PH/CM/MC/PI,84403,,3426UT84403
New Horizons Education,Treatment and Consulting,,205 26th Street,Suite 14,,Ogden,UT,84401,,TX/OS/OR/IO/DD/CM/PI,84401,,2837UT84401
Professional Services Corporation,,,533 26th Street,Suite 102,,Ogden,UT,84401,(801)621-3624,TX/PV/OS/OR/DD/SG/PI,84401,,0300UT84401
Rocky Mountain Consultants,,,727 24th Street,,,Ogden,UT,84401,(801)394-1212,TX/PV/OS/OR/IO/SS/PI,84401,,6824UT84401
Weber Human Services,,,2650 Lincoln Avenue,,,Ogden,UT,84401,Hotline:,TX/PV/OS/OD/OR/IO/RD/RR/AD/DD/PW/SS/CM/MD/FG/PI,84401,,3990UT84401
Southwest Center,,,425 East State Street,Suite 11,,Orderville,UT,84758,(435)648-2534,TX/PV/OS/OR/PW/SS/CM,84758,,7713UT84758
Addiction and Psychological Services,,,224 North Orem Boulevard,,,Orem,UT,84057,,TX/OS/OR/IO/AD/DD/HV/PW/SS,84057,,1643UT84057
Assessment and Psychotherapy Assoc Inc,,,1411 North State Street,Suite 7,,Orem,UT,84058,,TX/OS/OR/IO/SS/CM,84058,,4583UT84058
Utah County Council on,Drug Abuse Rehabilitation (UCCODAR),,251 East 1200 South,,,Orem,UT,84058,,TX/PV/OS/OR/IO/AD/PW/SS/MC/MD/FG/PI,84058,,5108UT84058
Southwest Center,,,609 North Main Street,,,Panguitch,UT,84759,(435)676-8176,TX/PV/OS/OR/PW/SS/CM,84759,,0896UT84759
The Aspen Therapy Center,,,700 Bitner Road,,,Park City,UT,84098,(435)647-0555,TX/OS/OR/IO/SS/MD/PI,84098,,0988UT84098
Valley Mental Health,Summit County Unit,,1753 Sidewinder Drive,Suite 200,,Park City,UT,84060-7322,(435)649-8347,TX/PV/OS/OD/OR/IO/AD/DD/PW/SS/MC/MD/PI,84060,7322.0,6789UT84060
Columbia Mountain View Hospital,Pavillion,,I 000 East Highway 6,,,Payson,UT,84651,(801)465-7041,PV/OS/DT/ID/AD/DD/GH/SC/MD/PI,84651,,7696UT84651
Four Comers Mental Health Center,Price Clinic,,575 East 100 South,,,Price,UT,84501,(435)637-2358,TX/PV/OS/OR/IO/DD/SS/CM,84501,,2649UT84501
Four Comers Mental Health Center,,,276 South Carbon Avenue,,,Price,UT,84501,(435)637-7200,TX/PV/OS/IO/AD/SS/CM/CO/SC/CJ,84501,,4744UT84501
Affiliated Family Treatment Center,,,1675 North Freedom Boulevard,,,Provo,UT,84604,(801)377-1596,TX/OS/OR/DD/SG/PI,84604,,4843UT84604
Project Reality,Utah County Site,150 East Center Street,Suite 1100,,,Provo,UT,84606,(801)370-8537,TX/ML/OS/DT/OD/OR/DD/HV/SS/MD/PI,84606,,7973UT84606
Provo Canyon School,Substance Abuse Services,,4501 North University Avenue,,,Provo,UT,84607,(801)227-2000,TX/PV/OS/RR/AD/DD/SS/TC,84607,,8468UT84607
The Heritage Center,,,5600 North Heritage School Drive,,,Provo,UT,84604,,TX/PV/OR/RR/AD/DD/SS/GH,84604,,7819UT84604
Utah County Human Services,,,1726 South Buckley Lane,,,Provo,UT,84606,,TX/ML/PV/OS/DT/OD/OR/IO/RD/RR/AD/DD/SS/HH/CJ/MD,84606,,0057UT84606
Central Utah Counseling,Substance Abuse Center,,255 South Main Street,,,Richfield,UT,84701,(435)896-8236,TX/PV/OS/OR/AD/DD/PW/CM/MD/PI,84701,,0206UT84701
Sevier County Alcohol and Drug Program,,,835 East 300 North,,,Richfield,UT,84701,(435)896-2600,TX/PV/OS/DT/OR/IO/RD/AD/SS/CJ,84701,,1888UT84701
Northeastern Counseling Center,,,510 West 200 North,59/12,,Roosevelt,UT,84066,(435)789-6300 Hotlines: (435)722-2855 (435)823-6823,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM,84066,,7581UT84066
Brightway at Saint George,,,115 West 1470 South,,,Saint George,UT,84770,Hotline: (800)345-4828,TX/OS/DT/ID/IR/OH/PI,84770,,1508UT84770
Kolob Therapeutic Services Inc,,,437 South Bluff Street,Suite 202,,Saint George,UT,84770,(435)674-4464,TX/OS/OR/SS/SG/CJ/MC/PI,84770,,8507UT84770
Southwest Center,Youth Services,,628 South 300 East,,,Saint George,UT,84770,(435)628-3803,TX/PV/OS/OR/PW/SS/CM,84770,,9412UT84770
Southwest Center,,,354 East 600 South,Suite 202,,Saint George,UT,84770,(435)628-0426 Hotlines: (435)634-5600 (435)586-8226,TX/PV/OS/DT/OR/IO/RD/RR/AD/DD/PW/SS/CM/MC/MD/PI,84770,,6152UT84770
Southwest Center Reach,Alcohol and Drug Outpatient,,321 North Mall Drive,Suite IOI,,Saint George,UT,84770,(435)652-0673,TX/PV/OS/OR/PW/SS/CM,84770,,4753UT84770
Asian Association of Utah,,,1588 South Major Street,Suite 50 East,,Salt Lake City,UT,84115,(801)467-6060,TX/PV/OS/OR/AD/DD/CO,84115,,7471UT84115
Assessment and Psychotherapy Assoc Inc,,,2114 East Fort Union Boulevard,,,Salt Lake City,UT,84121,(801)942-7877,TX/OS/OR/IO/AD/DD/OH/HH/SG/FG/PI,84121,,4923UT84121
Catholic Community Services,,,2570 West 1700 South,,,Salt Lake City,UT,84104,,TX/OS/OR/IO/PW/SS/CO/MD/PI,84104,,3494UT84104
Center for Behavioral Health,,,1073 East 3300 South,,,Salt Lake City,UT,84106,,TX/ML/OS/DT/OD/OR/SS,84106,,1918UT84106
Cornerstone Counseling Center,,,660 South 200 East,Suite 308,,Salt Lake City,UT,84111,(801)355-2846,TX/PV/OS/OD/OR/IO/AD/DD/HV/PW/SS/MD/PI,84111,,4393UT84111
Drug Free Community,,,3646 South Redwood Road,Suite 1-A,,Salt Lake City,UT,84119,(801)973-2500,TX/PV/OS/OR/SS/MC/MD/FG,84119,,3708UT84119
England and Associates,,,5821 S outh Beaumont Drive,,,Salt Lake City,UT,84121,(801)272-3421,TX/OS/OR/IO/SS/SG,84121,,0703UT84121
Family Counseling Center,,,807 East South Temple Street,Suite 350,,Salt Lake City,UT,84102,,TX/OS/OR/DD/SS,84102,,7382UT84102
First Step House,,,411 Grant Street,,,Salt Lake City,UT,84116,(801)359-8862,TX/OS/OD/OR/RD/RR/DD/HV/SS/TC/FG,84116,,4600UT84116
Gateway to Recovery,,,320 West 200 South,Suite 230-8,,Salt Lake City,UT,84101,(801)595-8260,TX/PV/OS/OR/SS/MD,84101,,5370UT84101
Highland Ridge Hospital,,,4578 Highland Drive,,,Salt Lake City,UT,84117,(801)272-9851 Hotlines: (800)821-4357 (800)574-4357,TX/PV/OS/DT/IO/ID/IR/DD/PW/SS/PI,84117,,9142UT84117
LOS Hospital lntermountain Health Care,Dayspring Program,,C Street and 8th Avenue,,,Salt Lake City,UT,84143,(801)321-5580,TX/ML/PV/OS/DT/OD/OR/IO/ID/IR/DD/GH/MC/PI,84143,,8656UT84143
Neo Genesis,,,744 South 500 East Street,Suite IOI,,Salt Lake City,UT,84102,(801)521-5550 Hotline:,TX/OS/OR/IO/RD/SS/SG/CJ,84102,,6551UT84102
Northwest Passage Inc,,,432 North 300 West,,,Salt Lake City,UT,84103,(801)364-3138,TX/OS/RR/HH,84103,,0692UT84103
Odyssey House Inc,Adolescent Facility,,607 East 200 South,,,Salt Lake City,UT,84102,(801)363-0203,TX/OS/RR/AD/DD/SS/TC/MD/PI,84102,,6439UT84102
Odyssey House Inc,Adult Treatment Program,,68 South 600 East,,,Salt Lake City,UT,84102,(801)322-1001,TX/PV/OS/RR/DD/HV/PW/SS/TC/MD/FG/PI,84102,,9152UT84102
Odyssey House Inc,Intensive Outpatient Program,,623 South 200 East,,,Salt Lake City,UT,84102,(801)322-3222,TX/PV/OS/IO/DD/HV/PW/SS/CM/CJ,84102,,2492UT84102
Odyssey House Inc,Women and Childrens Program,,42 South 500 East,,,Salt Lake City,UT,84102,(801)322-3222,TX/PV/RR/DD/PW/SS/TC/MD,84102,,8862UT84102
Parents Helping Parents,OBA Turnabout,,2738 South 2000 East,,,Salt Lake City,UT,84109,(801)484-9911 Hotline:,TX/PV/OS/DT/OD/OR/AD/DD/CM/PI,84109,,8903UT84109
Positive Adjustments Corporation,,,2480 South Main Street,Suite 108,,Salt Lake City,UT,84115,(80l)466-4484 Hotline: (80l)466-4484,TX/OS/OR/IO/DD/SS/PI,84115,,8956UT84115
Professional Services Corporation,,,4667 South Holladay Boulevard,Suite 2,,Salt Lake City,UT,84117,(801)277-8025 Hotline: (80l)277-8025,TX/OS/OR/IO/AD/DD/SS/SG,84117,,5152UT84117
Project Reality,Residential Unit,,1416 South State Street,,,Salt Lake City,UT,84115,(801)467-1517,TX/OS/RR/DD/SS,84115,,5931UT84115
Project Reality,,,150 East 700 South,,,Salt Lake City,UT,84111,(801)364-8080,TX/ML/PV/OS/DT/OD/OR/DD/HV/PW/SS/MD,84111,,4613UT84111
Rocky Mountain Consultants,,,5278 Pinemount Drive,Suite A-120,,Salt Lake City,UT,84107,(801)265-2325,TX/PV/OS/IO/AD/DD/SS/PI,84107,,8580UT84107
Saint Marys Home for Men,Catholic Community Services,,1206 West 200 South,,,Salt Lake City,UT,84104,(80l)328-1894,TX/OS/OR/IO/RR/DD/SS/TC/FG,84104,,7955UT84104
Salt Lake County Div of Subst Abuse,Valley Mental Health,,5965 South 900 East,Suite 240,,Salt Lake City,UT,84121,(80l)263-7225 Hotline: (801)263-7225,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/CM/MD/PI,84121,,1861UT84121
Salt Lake County Division of,Youth Services,,177 West Price Avenue,,,Salt Lake City,UT,84115,(801)264-2254,PV/DT/RD/AD/FG,84115,,2302UT84115
Salvation Anny,Adult Rehabilitation Program,,252 South 500 East,,,Salt Lake City,UT,84102,(801)322-1253,TX/OS/OR/RR/DD/HV/SS/TC/CO/CJ,84102,,7591UT84102
Sequoia Counseling Center,,,20738 South 2000 East,Suite B,,Salt Lake City,UT,84109,,TX/PV/OS/OR/IO/AD/DD/SS/SG/CJ/MC,84109,,5054UT84109
fG PI,The Haven,The Helping Hand Association,974 East South Temple,,,Salt Lake City,UT,84102,(801)533-0070,TX/PV/OS/RR/SS/TC,84102,,9673UT84102
The Utah Child and Youth Guidance Ctr,,,1414 East 4500 South,Suite 4,,Salt Lake City,UT,84117,(801)424-1311,TX/OR/IO/AD/DD/SS,84117,,5811UT84117
University of Utah,Alcohol and Drug Abuse Clinic,,50 North Medical Drive,Room I-R52,,Salt Lake City,UT,84132,(80l)581-6228,TX/OS/OR/DD/GH/SC/PI,84132,,4946UT84132
University of Utah,Neuropsychiatric Institute,,501 Chipeta Way,,,Salt Lake City,UT,84108,(801)583-2500,TX/PV/OS/DT/OD/OR/IO/ID/AD/DD/SS/PH/CM,84108,,3378UT84108
Utah Alcoholism Foundation,House of Hope,,1006 East 100 South,Suite 210,,Salt Lake City,UT,84102,,TX/PV/OS/RR/DD/HV/PW/SS/OH/TC/MD/FG/PI,84102,,4978UT84102
Utah Alcoholism Foundation,Progress Home,,21 I Street,,,Salt Lake City,UT,84103,(801)575-6256,TX/PV/OS/OR/RR/DD/HV/SS/TC,84103,,5220UT84103
Utah Alcoholism Foundation,Statewide Facilities,,2880 South Main Street,Suite 210,,Salt Lake City,UT,84115,(801)487-3276,TX/OS/DT/OR/IO/RD/RR/SS/PI,84115,,9823UT84115
Valley Mental Health,East Valley Unit,,1141 East 3900 South,Suite A-160,,Salt Lake City,UT,84124,,TX/OS/OR/AD/DD/CM/MC/MD/PI,84124,,7208UT84124
Valley Mental Health,Forensic Unit,,530 East 500 South,Suite 10,,Salt Lake City,UT,84102,(801)538-2057 Hotline: (80l)483-5444,TX/OS/OR/IO/DD/PW/CM/MC/MD,84102,,4677UT84102
Valley Mental Health Alcohol and Drug,Treatment Unit,,5965 South 900 East,Suite 240,,Salt Lake City,UT,84121,,TX/PV/OS/OR/IO/DD/PW/SS/MC/MD/PI,84121,,1538UT84121
Veterans Affairs Medical Center,Substance Abuse Treatment Units,,500 East Foothill Boulevard,Suite 116-A,,Salt Lake City,UT,84148,(80l)584-1255,TX/OS/DT/OD/IO/ID/DD/HV/PW/SS/GH/PH/FG,84148,,0235UT84148
Volunteers of America Utah,Alcohol Detox Program,,252 West Brooklyn Avenue,,,Salt Lake City,UT,84101,(801)363-9400,TX/DT/RD/RR/SS,84101,,7639UT84101
Wasatch Canyons,lntennountain Healthcare,,5770 South 1500 West,,,Salt Lake City,UT,84123,Hotline: (800)876-1989,TX/PV/OS/DT/OD/OR/IO/ID/RD/RR/AD/DD/OH/MD/PI,84123,,5871UT84123
Youth Support Systems,,,3392 West 3500 South,,,Salt Lake City,UT,84119,(801)969-3307,TX/OS/OR/IO/AD/SS/MD,84119,,4994UT84119
Positive Adjustments Corporation,,,870 East 9400 South,Suite 103-C,,Sandy,UT,84094,(801)466-4484 Hotline: (801)466-4484,TX/OR/IO/DD/SS,84094,,3676UT84094
Desert Hills Therapeutic Services Inc,,,1240 East I 00 South,Suite I8-B,,St George,UT,84790,(435)673-0050,TX/OS/OR/AD/DD/HV/PW/SG,84790,,9438UT84790
Valley Mental Health,Counseling Center,,305 North Main Street,,,Tooele,UT,84074,(435)833-7370 Hotline: (843)882-5600,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM/MD/FG/PI,84074,,9173UT84074
New Choices,SAT Program,,125 South 100 West,,,Tremonton,UT,84337,(435)257-3318 Hotline: (435)730-4263,TX/PV/OS/OR/AD/DD/PW/SS,84337,,6863UT84337
Mountain Valley Counseling,,,365 West 50 North,Suite W-1,,Vernal,UT,84078,(435)789-2220,TX/OS/OR/IO/SG/MD/PI,84078,,9750UT84078
Uintah Basin Tri-County,Northeastern Counseling Center,,559 North 1700 West,,,Vernal,UT,84078,(435)789-6300 Hotlines: (435)789-6300 (435)828-8241,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM/MD/FG,84078,,3886UT84078
Counseling Services of Southern UT LLC,,,293 East Telegraph Road,Suite 35,,Washington,UT,84780,(435)673-2822,TX/PV/OS/OR/IO/DD/SS/PI,84780,,4125UT84780
Benchmark Behavioral Health Systems,Psychiatric and Chemical Dep Trt Prog,,592 West 1350 South,,,Woods Cross,UT,84087,(801)299-5300,TX/PV/OS/IR/AD/DD/PH/SC/CJ,84087,,4877UT84087
Healthcare and Rehab Services of,Southeast Vermont,I Hospital Court,Suite 410,,,Bellows Falls,YT,5101,(802)463-3947 Hotline: (800)622-4235,TX/PV/OS/OR/IO/AD/DD/SS/CM,5101,,3401YT05101
United Counseling Service of,Bennington County Inc,,Ledge Hill Drive,,,Bennington,YT,5201,(802)442-5491 Hotline: (802)442-5491,TX/PV/OS/OR/AD/DD/HV/PW/CM/MD/PI,5201,,2910YT05201
Brattleboro Retreat,Adult Alcohol and Subst Abuse Program,,75 Linden Street,,,Brattleboro,VT,5301,,TX/OS/DT/OR/IO/ID/IR/AD/DD/SS/PH/SC,5301,,0814VT05301
Brattleboro Retreat Inc,Starting Now,,75 Linden Street,,,Brattleboro,VT,5301,(802)258-3705,TX/OS/OR/IO/DD/PH/MD/FG/PI,5301,,9588VT05301
Marathon Behavioral Treatment Services,,,IOI Western Avenue,,,Brattleboro,YT,5301,(802)257-1147 Hotline: (802)257-1147,TX/PV/OS/OD/OR/IO/AD/DD/SS/HH/MD/PI,5301,,4321YT05301
Youth Services Incorporated,,,11 Walnut Street,,,Brattleboro,VT,5301,(802)257-0361,TX/PV/OS/OR/AD/CO/MD/PI,5301,,8679VT05301
Champlain Drug and Alcohol Services,,,45 Clarke Street,,,Burlington,VT,5401,(802)862-5243 Hotlines: (802)859-1230 (802)863-2400,TX/PV/OS/OR/DD/SS,5401,,8372VT05401
Howard Center for Human Services,Pinc Street Counseling Center,,855 Pinc Street,,,Burlington,VT,5401,(802)658-0404 Hotlines: (802)859-1230 (802)863-2400,TX/PV/OS/OR/DD/CM,5401,,1117VT05401
Spectrum Youth and Family Services,,,31 Elmwood Avenue,,,Burlington,VT,5401,(802)864-7423 Hotline: (802)862-5396,TX/PV/OS/OR/IO/AD/CO,5401,,4751VT05401
Marathon Inc,Mountain View Treatment Center,,609 Delfrate Road,,,Huntington,VT,5462,(802)434-2929,TX/PV/OS/RR/AD/DD/HV/PW/SS/MD/PI,5462,,6971VT05462
Counseling Service of Addison County,Substance Abuse Treatment Program,,89 Main Street,,,Middlebury,YT,5753,(802)388-6751 Hotline: (802)388-7641,TX/PV/OS/DT/OD/OR/IO/AD/DD/CM/MD/PI,5753,,9945YT05753
Dawnland Center,,,119 Barre Street,,,Montpelier,VT,5601,Hotline: (888)211-1840,TX/PV/OS/OR/AD/DD/HV/CH/MD/PI,5601,,4211VT05601
Washington County Youth Service Bureau,,,38 Elm Street,,,Montpelier,VT,5601,(802)229-9151 Hotline: (802)229-915l,TX/PV/OS/OR/IO/AD/PW/CO/MD/FG/PI,5601,,4720VT05601
Lamoille County Mental Health Services,Substance Abuse Treatment Unit,,520 Washington County Highway,,,Morrisville,VT,5661,(802)888-4914 Hotline: (802)888-4231,TX/PV/OS/DT/OD/OR/AD/CM/MD/FG/PI,5661,,8793VT05661
Northeast Kingdom Mental Health,Tri-County Substance Abuse Services,,343 Main Street,,,Newport,VT,5855,(802)334-5246,TX/PV/OS/OR/AD/DD/SS/CM,5855,,6360VT05855
Clara Martin Center,Substance Abuse Treatment Unit,,11 Main Street,,,Randolph,VT,5060,(802)728-4466,TX/PV/OS/OR/IO/AD/DD/HV/PW/CM/MC/MD/FG/PI,5060,,9528VT05060
Rutland Mental Health Services,Evergreen Center for Ale/Drug Services,,7 Court Square,,,Rutland,YT,5701,(802)775-4388,TX/PV/OS/OR/IO/AD/DD/CM/MD/PI,5701,,7594YT05701
Northwestern Counseling and Support Services lnc/Outpt Trt Unit,,,8 Ferris Street,,,Saint Albans,YT,5478,(802)524-6554 Hotline: (802)524-6554,TX/PV/OS/OR/IO/AD/DD/CM/MD/FG/PI,5478,,4376YT05478
Fletcher Allen,Day One,,200 Twin Oaks Terrace,Suite 6,,South Burlington,VT,5403,(802)865-3333,TX/OS/OD/OR/IO/DD/SS/OH,5403,,4365VT05403
Maple Leaf Farm Associates Inc,,,10 Maple Leaf Road,,,Underhill,VT,5489,(802)899-2911,TX/OS/DT/RD/RR/DD/SS/MD/PI,5489,,2764VT05489
Recovery House Inc,Serenity House,,12 Church Street,,,Wallingford,VT,5773,(802)446-2640,TX/OS/DT/RD/RR/SS/MD/PI,5773,,8771VT05773
Veterans Affairs Med/Reg Office Ctr,Substance Abuse Treatment Services,,215 North Main Street,,,White River Junction,VT,5009,(802)296-6368 Hotline: (802)295-9363,TX/PV/OS/DT/OD/OR/IO/RD/RR/DD/GH,5009,,1815VT05009
Highlands Community Services,Substance Abuse Intensive Trt Program,,432 East Main Street,Suite A,,Abingdon,VA,24210,(540)676-2908,TX/PV/OS/OR/IO/AD/DD/PW/SS/PI,24210,,8976VA24210
Alexandria Community Services Board,Substance Abuse Services,,2355-A Mill Road,,,Alexandria,VA,22314,,TX/ML/PV/OS/DT/OR/IO/RD/RR/AD/DD/HV/PW/SS/MD/FG,22314,,5979VA22314
Franconia Road Treatment Center,,,6015 Bush Hill Drive,,,Alexandria,VA,22310,(703)719-0772,TX/RR/DD/SS/OH/TC,22310,,4397VA22310
Living Free,Alcohol and Chemical Dependence Prog,,6391 Little River Turnpike,,,Alexandria,VA,22312,(703)750-1292,TX/PV/OS/DT/OD/OR/IO/AD/DD/SS/CM/SG/FG/PI,22312,,7823VA22312
Second Genesis Inc,,,1001 King Street,,,Alexandria,VA,22314,(703)548-0442,TX/RR/SS/TC,22314,,4070VA22314
Fairfax Methadone Treatment Center,7008-G Little River Turnpike,,,,,Annandale,VA,22003,(703)573-4017,TX/ML/PV/OS/DT/OD/OR/SS/MC,22003,,7539VA22003
Arlington County Alcohol and Drug Prog,,,1725 North George Mason Drive,,,Arlington,VA,22205,(703)228-4900,TX/OS/OR/DD/PW/SS/CM/FG,22205,,7389VA22205
Columbia Arlington Hospital,,,1701 North George Mason Drive,,,Arlington,VA,22205,(703)558-6536,TX/OS/DT/OD/OR/IO/ID/IR/GH,22205,,0445VA22205
Northern Virginia Community Hospital,,,601 South Carlin Springs Road,,,Arlington,VA,22204-1096,(703)578-2317,TX/OS/DT/OR/ID,22204,1096.0,2628VA22204
The Womens Home Inc,,,1628 North George Mason Drive,,,Arlington,VA,22205,(703)237-2822,TX/OS/RR/SS/TC,22205,,3734VA22205
Vanguard Services Unlimited,Phoenix Program,,506 North Pollard Street,,,Arlington,VA,22203,(703)841-0660,TX/OS/RR/DD/HV/SS/TC/FG,22203,,5705VA22203
Hanover County,Community Services Board,,12300 Washington Highway,,,Ashland,VA,23005,(804)752-4222 Hotline: (804)752-4200,TX/PV/OS/OR/AD/DD/CM/PI,23005,,6961VA23005
New River Valley Community Services,Montgomery Clinic,,700 University City Boulevard,,,Blacksburg,VA,24060-2706,(540)961-8300 Hotlines: (540)961-8400 (888)717-3333,TX/PV/OS/OR/IO/RR/AD/DD/CM,24060,2706.0,5724VA24060
Human Resources Inc,Willow Oaks,,2123 Cartersville Road,,,Cartersville,VA,23027,(804)375-3443 Hotline: (804)375-3443,TX/OS/RR/DD/HV/PW/SS/TC,23027,,6206VA23027
Cumberland Mental Health Center,Substance Abuse Services,,Route 19,,,Cedar Bluff,VA,24609,(703)964-6703,TX/PV/OS/OR/RD/RR/AD/DD/PW/SS/MD/FG/PI,24609,,2886VA24609
University of Virginia Hospitals,North Ridge Hosp Addictions Trt Prog,,2955 Ivy Road,Suite 210,,Charlottesville,VA,22903,(804)243-4646,TX/OS/OR,22903,,9227VA22903
Chesapeake Substance Abuse Program,,,524 Albermarle Drive,,,Chesapeake,VA,23320,(757)547-3336,TX/PV/OS/DT/OD/OR/IO/AD/DD/HV/PW/SS/CM/FG/PI,23320,,4937VA23320
