Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Duke University Medical Center,Duke Addictions Program,,2213 Elba Street,,,Durham,NC,27705,(919)684-3850,www.mc.duke.edu,,SA/TX/DT/OP/AD/HV/PW/SF/PI/
Durham Center,Adult Services Unit,,414 East Main Street,,,Durham,NC,27701,(919)560-7100 Hotline: (919)560-7100,www.durhamcenter.org,Methadone Clients Only,MH/TX/DT/MM/DM/OP/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/
Durham Treatment Center,,,2526 Erwin Road,2nd Floor,,Durham,NC,27705,(919)286-1509 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/
Freedom House,Second Chance Program,,1204 East Club Boulevard,,,Durham,NC,27701,(919)560-7456 Intake: (919)560-0500,,,SA/TX/HH/RS/RL/HV/GL/SE/MN/CJ/
New Leaf,,,3519 Guess Road,,,Durham,NC,27705,(919)620-9555 Intake: (919)682-3777,,,HH/
Partnership For Drug Free NC,,,1530 Gregson Street,2nd and 3rd Floors,,Durham,NC,27701,(336)725-8389,,,SA/TX/OP/AD/DU/SF/MD/SI/PI/AH/
Substance Abuse Outpatient Program,Durham VA Medical Center,,508 Fulton Street,,,Durham,NC,27705,(919)286-0411x7483 Intake: (919)286-0411 Hotlines: (919)286-0411 (888)878-6890,,,SA/TX/OP/CO/DU/SF/PI/PA/
Employee Counseling Associates Inc,,,407 South Van Buren Road,Suite A,,Eden,NC,27288,(336)627-4532,,,SA/TX/OP/DU/SF/SP/
Albemarle Mental Health Center,Substance Abuse Services,,305 East Main Street,,,Elizabeth City,NC,27909,(252)335-0803 Intakes: (252)338-8352x70222 (252)338- 8352x70231 Hotline: (888)627-4747,www.albemarlemhc.org,,MH-SA/TX/OP/CO/SE/DU/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Family Alt -MH/DD/SAS,,,109B West Mills Street,,,Elizabethtown,NC,28337,(910)739-6624,,,MH-SA/TX/OP/AD/DU/SF/MD/MC/SI/PI/MI/
Southeastern Regional MH/DD/SA Servs,Bladen Center/Substance Abuse Servs,,300 Mercer Mill Road,,,Elizabethtown,NC,28337,(910)862-8833,,,MH-SA/TX/OP/AD/WN/SF/MD/MC/SI/PI/MI/SS/
Linking Services,,,314 South Main Street,,,Fairmont,NC,28340,(910)628-4262,,DWI/DUI Clients Only,MH-SA/TX/DT/OP/PH/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AH/
South Robeson Medical Center,,,1212 South Walnut Street,,,Fairmont,NC,28340,(910)628-6711 Intakes: (910)844-3066 (910)844-1945,www.robesonhealthcare.com,,SA/TX/OP/CO/HV/GL/PW/SF/MD/MC/SI/PI/SS/PA/
Advanced Treatment Systems of NC,(ATS),,3423-A Melrose Road,,,Fayetteville,NC,28304,(910)864-8739 Intake: (800)810-8423 Hotlines: (800)810-8423 (910)864-8739,www.crcotp.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/MN/SF/SP/AH/
Cardinal Clinic,,,1540 Purdue Drive,Suite 200,,Fayetteville,NC,28303,(910)867-8889,www.cardinalclinic.com,,MH/TX/OP/SF/MD/MC/SI/PI/MI/
Cumberland County Mental Health Center,Family Recovery Services,,109 Bradford Avenue,4th Floor,,Fayetteville,NC,28302,(910)323-0601x4440 Intakes: (910)433-2712 (910)323-0601x4402 Hotline: (910)485-4134,www.ccmentalhealth.org,,SA/TX/OP/AD/CO/HV/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/SS/PA/SP/AH/
Family Alt-MH/DD/SAS Counsel,,,2557 Ravenhill Road,,,Fayetteville,NC,28303,(910)739-6624,,,MH-SA/TX/OP/CO/CJ/SF/MD/MC/SI/PI/MI/
LIFE Concepts,,,2520 Murchison Road,Suite 5-A,,Fayetteville,NC,28301,(910)222-8901 Intake: (800)762-9048,,,SA/TX/OP/AD/DU/CJ/SF/SP/
Metro Treatment of North Carolina,Fayetteville Treatment Center,,418 Person Street,Suite 202,,Fayetteville,NC,28301,(407)351-7080 Intake: (910)483-0958,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/
Raintree Clinic,,,804 Stamper Road,Suite 101,,Fayetteville,NC,28303,(910)323-2875,www.raintreeclinic.com,,MH-SA/TX/OP/DU/CJ/SF/PI/MI/SP/
Roxie Avenue Center,Substance Abuse Services,,1724 Roxie Avenue,,,Fayetteville,NC,28304,(910)484-1212,www.ccmentalhealth.org,,MH-SA/DT/RS/CO/SF/MD/MC/SI/PI/MI/SS/PA/
Universal Mental Health Services Inc,Forest City,,136 Commercial Drive,,,Forest City,NC,28043,(828)245-8886,,,MH-SA/TX/OP/AD/WN/DU/CJ/SF/MD/MC/SI/PI/
Smoky Mountain Counseling Center,,,100 Thomas Heights Road,,,Franklin,NC,28734,(828)524-4435 Intake: (800)849-6127 Hotline: (800)849-6127,,,MH-SA/TX/DT/OP/AD/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/
Flynn Fellowship Home of,Gastonia Inc,,311 South Marietta Street,,,Gastonia,NC,28052,(704)865-9395,,,HH/
Insights in Recovery,,,359 West Main Avenue,,,Gastonia,NC,28052,(704)868-8644,,,SA/TX/OP/DU/SF/
McLeod Addictive Disease Center,,,1115 Ozark Avenue,,,Gastonia,NC,28054,(704)865-1558 Hotline: (704)332-9001,www.mcleodcenter.com,Methadone Clients Only,SA/TX/MM/OP/HV/SF/MD/SI/PI/
Recovery Center/Gaston/Lincoln,MH/DD/SAS,,2505 Court Drive,,,Gastonia,NC,28054,(704)854-4830 Intake: (800)898-5898 Hotline: (704)867-4357,www.pathmhddsa.org,,SA/TX/OP/AD/CO/DU/CJ/SF/MD/MC/SI/PI/MI/SS/AH/
Turning Point Behavioral Health Group,,,1564 Union Road,Suite B,,Gastonia,NC,28054,(704)854-9854 Hotline: (704)854-9854,www.therapistunlimited.com,,MH-SA/TX/OP/AD/CO/HV/GL/WN/MN/DU/SF/PI/MI/
B and G Associates,,,206 West Ash Street,,,Goldsboro,NC,27530,(919)705-0306,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/SP/
Department of Corrections,DART Cherry Facility,,West Ash Street,,,Goldsboro,NC,27533,(919)731-7930 Intakes: (919)731-7930x203 (919)731- 7930x204 Hotline: (888)788-4660,www.doc.state.nc.us/substance/dwi.htm,,SA/TX/RS/RL/HV/DU/CJ/SP/
Eastpointe,,,301 North Herman Street,County Office Building,,Goldsboro,NC,27530,(919)731-1133 Hotline: (919)735-4357,www.wayne-mhc.org,,MH-SA/TX/OP/AD/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/AH/
Flynn Christian Home Inc,,,409 North George Street,,,Goldsboro,NC,27530,(919)736-1718,,,SA/TX/HH/RL/MN/SF/
Wayne County Detox,,,401 North Randolph Street,,,Goldsboro,NC,27533,(919)734-1579,,,MH-SA/TX/DT/RS/OP/PH/CO/DU/SF/MD/SI/PI/MI/SP/
Wayneside Fellowship Home,,,1206 East Walnut Street,,,Goldsboro,NC,27530,(919)735-9742,,,SA/TX/RL/SF/
ASAP Residential Treatment Youth Focus,,,1424 Trosper Road,,,Greensboro,NC,27405,(336)333-6853,www.youthfocus.org,,SA/TX/HH/RS/RL/PH/AD/SF/MD/SI/PI/MI/SS/PA/AH/
Al-Con Counseling Associates,,,612 Pasteur Drive,Suite 402,,Greensboro,NC,27403,(336)299-4655,,,SA/TX/OP/CO/GL/SE/PW/MN/DU/CJ/SF/SS/SP/
Alcohol and Drug Servs of Guilford Inc,(ADS) East,,301 East Washington Street,Suite 101,,Greensboro,NC,27401,(336)333-6860,www.adsyes.com,,SA/TX/DT/MM/DM/OP/AD/CO/PW/WN/DU/SF/MD/PI/SS/SP/
CDM Assessment and Counseling,,,338 North Elm Street,Suite 326,,Greensboro,NC,27401,(336)574-3772,,,SA/TX/OP/AD/CO/DU/CJ/SF/MD/PI/SS/SP/
Fellowship Hall Inc,,,5140 Dunstan Road,,,Greensboro,NC,27405,(800)659-3381 Hotline: (800)659-3381,www.fellowshiphall.com,,SA/TX/DT/HH/HI/OP/PH/SF/PI/
Greensboro Metro Treatment Center,,,2920 Manufactures Road,,,Greensboro,NC,27406,(336)273-9611 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/
Mental Health Center,The Guilford Center,,201 North Eugene Street,,,Greensboro,NC,27401,(336)641-3630 Intake: (800)853-5163 Hotline: (336)641-4993,www.guilfordcenter.com,,MH-SA/TX/DT/OP/AD/CO/WN/CJ/SF/MD/MC/SI/PI/AH/
Recovery Resources,,,1329 Beaman Place,Suite 1,,Greensboro,NC,27408,(336)230-1548,,,SA/TX/OP/DU/SF/
Ringer Center,,,213 East Bessemer Avenue,,,Greensboro,NC,27401,(336)379-7146 Hotline: (336)379-7144,www.ringercenter.com,,MH-SA/TX/DT/OP/AD/DU/SF/MD/MC/SI/PI/MI/
Southeastern Counseling Center,,,1207 West Bessemer Avenue,Suite 227,,Greensboro,NC,27408,(336)691-0773,www.southeasterncounseling.com,,MH/TX/OP/SF/MD/SI/PI/MI/SS/SP/
TRC Counseling,,,1301 Carolina Street,Suite 100,,Greensboro,NC,27401,(336)988-5760,,,SA/TX/OP/DU/SF/
Psychological Associates,,,620 South Elm Street,Suite 371,,Greensboro,NC,27406,(336)370-0655 Intake: (800)779-0130 Hotline: (800)779-0130,,,MH-SA/TX/OP/AD/SF/MD/SI/PI/MI/SS/N16/
Youth Focus,,,5016 West Friendly Avenue,,,Greensboro,NC,27455,(336)274-5909,,,MH-SA/TX/HH/RL/AD/SF/MD/SI/PI/MI/SS/PA/SP/
Pitt County Mental Health Center,,,203 Government Circle,,,Greenville,NC,27834,(252)413-1600x1663 Intake: (252)413-1600 Hotline: (252)413-1600,www.pittcountync.gov/depts/mentalhealth,,SA/TX/DT/MM/RS/OP/PH/CO/SE/PW/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Providing Opp for Recovering Teens,(PORT)/Human Servs/Hatteras House,,1108 East 14th Street,,,Greenville,NC,27858,(252)551-3223,,,SA/TX/RL/AD/CO/GL/PW/CJ/SF/MD/SI/PI/SS/PA/SP/
Side by Side Counseling Inc,Program,,315 South Evans Street,Suite B,,Greenville,NC,27858,(252)752-1333,,,MH-SA/TX/OP/CO/WN/MN/DU/SF/PI/SS/
Walter B Jones,Alcohol and Drug Abuse Treatment Ctr,,2577 West 5th Street,,,Greenville,NC,27834,(252)830-3426,www.dhhs.state.nc.us/mhddsas/jones.htm,,MH-SA/TX/DT/HI/PW/WN/BC/SF/MD/MC/PI/MI/AH/
Smoky Mountain Counseling Center,,,254 Church Street,,,Hayesville,NC,28904,(828)389-8057 Intake: (800)849-6127 Hotline: (800)849-6127,www.smokymountaincenter.org,,MH-SA/TX/OP/CO/DU/CJ/SF/MD/MC/SI/PI/MI/
Genesis Substance Abuse Services,,,804 South Garnett Street,,,Henderson,NC,27536,(252)430-8774,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/
Partnership For Drug Free NC,,,630 South Garnett Street,,,Henderson,NC,27536,(336)725-8389,,,SA/TX/OP/AD/DU/SF/MD/SI/PI/AH/
Crossroads Phoenix,,,224-K South Grove Street,,,Hendersonville,NC,28792,(828)693-7377 Intake: (828)254-2700,www.arp-phoenix.com,,SA/TX/OP/DU/SF/SI/PI/
Horizon Recovery Center,,,132-B 3rd Avenue East,,,Hendersonville,NC,28792,(828)692-8221 Intake: (828)254-2820,,,SA/TX/OP/DU/SF/MD/SP/
Pardee Hospital,,,800 North Justice Street,,,Hendersonville,NC,28791,(828)696-1000 Intake: (828)696-4250 Hotline: (800)697-0305,www.pardeehospital.org,,GH/TX/DT/HI/SF/MD/MC/SI/PI/MI/AH/
Counseling and Substance Abuse of,Hickory,,1055 13th Street SE,,,Hickory,NC,28602,(719)449-1020 Intake: (828)695-5900,www.catawbacountync.gov,,MH-SA/TX/OP/AD/CO/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/SP/AH/F28/
Phoenix Hickory,,,1146 Lenoir Rhyne Boulevard SE,,,Hickory,NC,28602,(828)326-9141,www.arp-phoenix.com,,SA/TX/OP/AD/WN/DU/CJ/SF/SI/PI/
Steps to Success,,,415 7th Avenue SW,,,Hickory,NC,28601,(828)345-1555 Intake: (828)291-2115 Hotline: (828)291-2115,,DWI/DUI Clients Only,SA/TX/OP/AD/CO/DU/CJ/SF/MD/
Alcohol and Drug Servs of Guilford Inc,(ADS) West,,119 Chestnut Drive,,,High Point,NC,27262,(336)882-2125 Intake: (336)882-2125x0,,,SA/TX/OP/AD/PW/WN/DU/SF/MD/PI/SS/
Alcohol and Drug Servs of Guilford Inc,Adult Residential Treatment,,5209 West Wendover Avenue,,,High Point,NC,27265,(336)812-8645 Intake: (336)812-8645x240,,,SA/TX/DT/MM/DM/RS/OP/PH/PW/WN/MN/SF/MD/PI/SS/SP/
Caring Services Inc,,,102 Chestnut Street,,,High Point,NC,27262,(336)886-5594,,,SA/TX/HH/OP/CO/DU/SF/MD/AH/
Incentives Inc,,,801-B North Main Street,,,High Point,NC,27262,(336)841-1104,,,SA/TX/OP/PH/WN/MN/DU/SF/
Partnership For Drug Free NC,,,102 Chestnut Street,,,High Point,NC,27262,(336)725-8389,,,SA/TX/OP/AD/SF/MD/SI/PI/AH/
Chemical Dependency Training,Evaluation and Guidance Inc (CDTEG),,230 New Bridge Street,,,Jacksonville,NC,28540,(910)347-4477 Intake: (800)852-0795 Hotline: (800)852-0795,,,SA/TX/OP/PH/DU/SF/PI/SS/PA/SP/
Onslow County Behavioral,Healthcare Services,,215 Memorial Drive,,,Jacksonville,NC,28546,(910)353-5118 Intake: (888)735-0327 Hotlines: (910)353-5118 (888)735-0327,www.co.onslow.nc.us/bhcs,,MH-SA/TX/DT/OP/AD/CO/PW/WN/DU/SF/MD/MC/SI/PI/MI/SS/SP/AH/
U.S. Marine Corps,Substance Abuse Counseling Center,Marine Corps Air Station New River,,,,Jacksonville,NC,28540,(910)449-6110 Intakes: (910)449-5242 (910)449-5249,www.newriver.usmc.mil,,SA/TX/OP/PH/DU/
Alcoholics Home Inc,House of Prayer,,5884 Riverdale Drive,,,Jamestown,NC,27282,(336)882-1026 Intake: (336)882-6475 Hotline: (336)882-1026,www.alcoholicshome.org,,SA/TX/HH/RL/MN/SF/
New River Behavioral Healthcare,Ashe County Family Services,,221 West Main Street,,,Jefferson,NC,28640,(336)246-3844 Intake: (336)246-4542 Hotline: (336)246-4542,,,MH-SA/TX/OP/AD/CO/MN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/SP/AH/
Chemical Dependency Training,Evaluation and Guidance Inc (CDTEG),,Kraft Building,Suite 110 Courthouse Square,,Kenansville,NC,28349,(910)296-9696 Intake: (800)852-0795 Hotline: (800)852-0795,,DWI/DUI Clients Only,SA/TX/OP/PH/DU/SF/PI/SS/PA/SP/
Duplin/Sampson Area MH/DD/SA Servs,Kenansville and Clinton Div/Outpatient,,117 Beasley Street,,,Kenansville,NC,28349,(910)296-1851 Intake: (910)592-5791 Hotlines: (910)296-1851 (910)592-5791,www.eastpointe.net,,MH-SA/TX/OP/AD/CO/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/SP/AH/
Fellowship Homes of Kinston Inc,,,704 Parrot Avenue,,,Kinston,NC,28501,(252)523-0361 Intake: (252)527-7086,,,TX/HH/RL/WN/SF/
Lenoir Area Mental Health Center,Mental Retardation Treatment Program,,2901 North Heritage Street,,,Kinston,NC,28501,(252)527-7086 Intake: (252)526-6555 Hotline: (252)527-7086,www.eastpointe.net,,MH-SA/TX/OP/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/AH/
Family Alt-MH/DD/SAS Counseling,,,416 East Fairley Street,,,Laurinburg,NC,28352,(910)739-6624,,,MH-SA/TX/OP/AD/DU/SF/MD/MC/SI/PI/MI/
Southeastern Regional MH/DD/SA Servs,Scotland Center/Substance Abuse Servs,,507 West Covington Street,,,Laurinburg,NC,28352,(910)276-7360 Hotline: (800)672-8255,www.srmhc.org,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/AH/
Bethel Colony of Mercy,,,1675 Bethel Colony Road,,,Lenoir,NC,28645,(828)754-3781 Intake: (828)754-9987 Hotlines: (828)754-3781 (828)754-9987,www.bethelcolony.org,,SA/TX/RS/RL/MN/SF/PA/
Clean on Green/Phoenix,,,130 North Main Street,,,Lenoir,NC,28645,(828)759-0070,www.arp-phoenix.com,,SA/TX/OP/AD/WN/DU/CJ/SF/SI/PI/
Universal Mental Health Services Inc,,,524 Mulberry Street,,,Lenoir,NC,28645,(828)754-4900,,,SA/TX/OP/AD/CO/WN/DU/CJ/SF/
Davidson Alcoholic Care Inc,,,1675 East Center Street,,,Lexington,NC,27292,(336)248-8914 Intake: (336)249-7561,,,SA/TX/RS/RL/OP/CO/WN/MN/DU/CJ/SF/SS/
Acts in Recovery Inc,,,326 East Main Street,,,Lincolnton,NC,28092,(704)735-3507,,,SA/TX/OP/DU/SF/
Associate Behavioral Services,,,325 East 4th Street,,,Lumberton,NC,28358,(910)735-0556,,DWI/DUI Clients Only,MH-SA/TX/OP/PH/CO/DU/SF/MD/MC/SI/PI/MI/SS/
Carolina Manor Recovery Alternatives,,,1100 Pine Run Drive,,,Lumberton,NC,28358,(910)738-1191 Intake: (910)738-1192,www.srmc.org,,SA/TX/OP/PH/DU/SF/SI/PI/MI/
Family Alt-Counseling Center,,,1407 East 5th Street,,,Lumberton,NC,28358,(910)739-6624,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/SS/SP/
Family Alt-Youth Family Counsel,,,1502 Godwin Avenue,,,Lumberton,NC,28358,(910)739-6624,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/
Grace Court,Transitions Housing Facility,,3750 Meadow View Road,,,Lumberton,NC,28358,(910)618-9912 Intake: (910)618-9869,,,SA/TX/OP/PW/SF/MD/PI/SS/
Palmer Prevention Inc,,,2501 Elizabethtown Road,,,Lumberton,NC,28358,(910)618-1135,,,SA/TX/OP/AD/CO/HV/GL/DU/CJ/SF/PA/SP/
Southeastern Regional MH/DD/SA Servs,Robeson Center/Non Hosp Detox/SA Servs,,450 Country Club Road,,,Lumberton,NC,28359,(910)738-1431 Intakes: (910)738-2431 (910)272-1228,www.srmhc.org/loch.htm,,MH-SA/TX/DT/HH/RS/OP/AD/CO/PW/WN/MN/SF/MD/MC/SI/PI/MI/SS/AH/
Smoky Mountain Counseling Center,,,2183 Airport Road,,,Marble,NC,28905,(828)837-7466 Intake: (800)849-6127 Hotline: (800)849-6127,www.smokymountaincenter.org,,MH-SA/TX/DT/OP/AD/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/
McDowell Council on Alcohol and Drug Abuse,,,39 North Garden Street,,,Marion,NC,28752,(828)652-8428,,,SA/TX/OP/WN/MN/DU/CJ/SF/MD/
Pavilion International,,,241 Pavilion Place,,,Mill Spring,NC,28756,(828)625-8210 Intakes: (800)392-4808x101 (828)625- 8210x143,www.pavillon.org/welcome.asp,,SA/TX/DT/RS/RL/CO/SE/WN/SF/PA/
Union Regional Medical Center,Behavorial Health Center/First Step,,1623 Sunset Drive,,,Monroe,NC,28110,(704)283-2043 Intake: (800)418-2065 Hotlines: (800)418-2065 (704)444-2400,www.unionregional.org,,SA/TX/DT/RS/RL/OP/PH/DU/SF/PI/
Addiction Recovery Program,Phoenix of Mooresville,,398 North Main Street,,,Mooresville,NC,28115,(704)799-0008,,,SA/TX/OP/CO/DU/SF/PI/
Counseling Center of Iredell,,,141 West Statesville Avenue,,,Mooresville,NC,28115,(704)664-4357 Intake: (704)872-7638 Hotline: (704)872-7638,,,MH-SA/TX/OP/AD/WN/MN/DU/SF/PI/MI/SS/
Carteret Counseling Services Inc,,,105 North 10th Street,,,Morehead City,NC,28557,(252)247-1109,,,SA/TX/OP/PH/CO/DU/CJ/SF/
Americas Addiction Treatment Inc,Un Nuevo Dia,,204 McDowell Street,,,Morganton,NC,28655,(704)806-0394 Intake: (828)275-5666,,,SA/TX/OP/DU/SF/SS/SP/
Clean on Green/Phoenix,,,311 North Green Street,,,Morganton,NC,28655,(828)438-1002,www.arp-phoenix.com,,SA/TX/OP/AD/WN/DU/CJ/SF/SI/PI/
Foothills Detox/Crisis Center,,,2130 U.S. 18 Highway 64,,,Morganton,NC,28655,(828)432-2846 Hotline: (800)942-1797,,,SA/DT/RS/SF/MD/PI/SS/SP/AH/
TLC Human Resources Inc,,,502 Church Street,,,Morganton,NC,28655,(828)438-4357,,,SA/TX/OP/DU/SF/
Universal Mental Health Services Inc,,,403 South King Street,,,Morganton,NC,28655,(828)438-0006,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/
Delphi Counseling Services,,,212 Moore Avenue,,,Mount Airy,NC,27030,(336)786-4500,,,SA/TX/OP/CO/MN/DU/CJ/SF/SI/
Autumn Halls of Unaka,,,14949 Joe Brown Highway,,,Murphy,NC,28906,(828)835-8103,,,MH/TX/OP/PH/SF/MD/MC/AH/
Murphy Counseling Services,,,281 Valley River Avenue,,,Murphy,NC,28906,(828)835-7372,,,MH-SA/TX/OP/AD/CO/SE/WN/MN/CJ/SF/MD/MC/SI/PI/MI/SS/
Assessment and Counseling Services Inc,,,249 Craven Street,,,New Bern,NC,28560,(252)636-2713,,,SA/TX/OP/DU/SF/AH/
New Bern Family Services,Substance Abuse Services,,403 George Street,,,New Bern,NC,28563,(252)638-7900x262 Hotlines: (252)638-7900 (252)726-0515,www.neusecenter.org,,MH-SA/TX/OP/AD/CO/PW/WN/MN/SF/MD/MC/SI/PI/MI/SS/AH/
New River Behavioral Healthcare,Avery Cares Center,,636 Cranberry Street,,,Newland,NC,28657,(828)733-9236 Intake: (828)733-5889 Hotline: (828)733-5889,,,SA/TX/OP/DU/CJ/SF/MD/PI/MI/SS/
Doris Lasley and Associates,Substance Abuse Services,,116 North College Avenue,,,Newton,NC,28658,(828)465-1007,,,SA/TX/OP/DU/SF/PI/
Synergy Recovery at the,William L Bundy,,118 Peace Street,,,North Wilkesboro,NC,28659,(336)667-7191 Intake: (866)667-7191,,,SA/DT/RS/SF/MD/
Robeson Health Care Corp/Our House,,,302 East 3rd Street,,,Pembroke,NC,28372,(910)521-1464,,,SA/TX/HH/RS/RL/CO/HV/PW/WN/SF/MD/MC/SI/PI/MI/SS/PA/
Hope Valley Inc,Womens Division Treatment Center,,152 Hope Valley Road,,,Pilot Mountain,NC,27041,(336)368-2427 Intake: (336)368-5092,www.hopevalleyinc.org,,SA/TX/RS/WN/SF/
Moore Regional Hospital,Pinehurst Treatment Center,,155 Memorial Drive,,,Pinehurst,NC,28374,(910)215-1000x1504 Intake: (910)215-3370,www.firsthealth.org,,SA/TX/DT/HI/OP/PH/CO/SE/DU/SF/MD/MC/SI/PI/MI/AH/
Chatham Counseling Center,,,40 Camp Drive,Suite 300,,Pittsboro,NC,27312,(919)542-4422 Hotline: (800)233-6834,www.opc-area.w1.com/index.html,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/AH/
Tideland Mental Health Center,Washington County Office,,716 Washington Street,,,Plymouth,NC,27962,(252)793-1154,,,MH-SA/TX/DT/OP/CO/WN/BC/DU/CJ/SF/MD/MC/SI/PI/MI/AH/
Pope Air Force Base,Substance Abuse Program,,43 MDOS/SGOH,829 Armistead Street,,Pope AFB,NC,28308,(910)394-4700,,,SA/TX/OP/SI/MI/
Sandhills Mental Health Center,Hoke County,,121 East Elwood Avenue,,,Raeford,NC,28376,(910)875-8156 Hotline: (910)875-8156,www.sandhillscenter.org,,MH-SA/TX/OP/AD/CO/WN/DU/SF/MD/MC/SI/PI/MI/SS/AH/
ARP Phoenix of Raleigh,,,3901 Barrett Drive,Suite 100,,Raleigh,NC,27609,(919)782-6554,www.arp-phoenix.com,,SA/TX/OP/AD/DU/CJ/SF/SI/PI/
Arbor Counseling,,,4010 Barrett Drive,Suite 101,,Raleigh,NC,27609,(919)788-8002,,DWI/DUI Clients Only,MH-SA/TX/OP/DU/SF/PI/
First Step Services LLC,,,211 Six Forks Road,Suite 117 Building B,,Raleigh,NC,27609,(919)833-8899,www.firststepgarner.com,,MH-SA/TX/OP/AD/DU/SF/PI/SP/
Holly Hill Hospital,,,3019 Falstaff Road,,,Raleigh,NC,27610,(919)250-7000 Intake: (800)447-1800 Hotlines: (800)447-1800 (919)250-7000,www.psysolutions.com/facilities/hollyhill,,MH/TX/DT/HI/OP/AD/CO/SF/MD/MC/SI/PI/MI/SS/AH/
One Journey Team,,,220 Swinburne Street,,,Raleigh,NC,27610,(919)250-3184 Intake: (919)250-3133 Hotline: (919)250-3133,,,MH-SA/TX/OP/PH/CO/HV/SE/WN/MN/CJ/SF/MD/MC/SI/MI/SS/SP/AH/
Pathways Counseling Center,,,2809 Highwoods Boulevard,Suite 103,,Raleigh,NC,27604,(919)872-7373x120 Intake: (919)872-7373,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/SS/SP/AH/
Raleigh Methadone Treatment Center,(RMTC),,5109 Oak Park Road,,,Raleigh,NC,27612,(919)781-5507 Intake: (800)440-6310,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/
Southlight Inc,Lifeplus,,2101 Old Garner Road,Suite 111,,Raleigh,NC,27610,(919)832-4453 Intake: (919)832-8832x208,www.southlight.org,,SA/TX/HH/RL/OP/CO/WN/MN/SF/MD/SS/PA/
Southlight Inc,Wakeview Clinic,,511 Newcombe Road,Suite 100,,Raleigh,NC,27610,(919)832-7351x202 Intakes: (919)832-7351x0 (919)832- 7351x204,www.southlight.org,Methadone Clients Only,SA/TX/MM/OP/CO/PW/WN/MN/SF/MD/MC/
Wake County Larry B Zieverink Sr,Alcoholism Treatment Center,,3000 Falstaff Road,,,Raleigh,NC,27610,(919)250-1500 Intake: (919)250-3133 Hotlines: (919)250-1500 (919)250-3133,www.wakegov.com/county/family/atc,,SA/TX/DT/HI/OP/PH/CO/PW/WN/MN/CJ/SF/MD/MC/PI/MI/AH/
106 North Franklin Street,,,,,,Reidsville,NC,27320,(336)342-9504,,,MH-SA/TX/HH/RS/RL/CO/HV/WN/CJ/SF/MC/MI/
108 North Main Street,,,,,,Reidsville,NC,27320,(336)342-4045,,,MH-SA/TX/DT/HH/RS/RL/AD/SF/MI/
First at Blue Ridge Inc,,,32 Knox Road,,,Ridgecrest,NC,28770,(828)669-0011,www.firstinc.org,,SA/TX/HH/RL/OP/MN/PA/
Partnership for a Drug Free,North Carolina Inc,,210 Smith Church Road,,,Roanoke Rapids,NC,27870,(252)533-2533,www.riverstone.halifaxnc.com,,SA/TX/OP/AD/MN/DU/SF/MD/PI/
Smoky Mountain Counseling Center,,,217 South Main Street,,,Robbinsville,NC,28771,(828)479-6466 Intake: (800)849-6127 Hotline: (800)849-6127,www.smokymountaincenter.org,,MH-SA/TX/OP/AD/CO/DU/CJ/SF/MD/MC/SI/PI/MI/
Recovery Associates,,,109 West Franklin Street,Suite 1-B,,Rockingham,NC,28379,(910)997-7604,,,SA/TX/OP/DU/SF/SP/
Samaritan Colony,,,136 Samaritan Drive,,,Rockingham,NC,28379,(910)895-3243,,,SA/TX/RS/MN/SF/PI/SS/
Sandhills Center MH/DD/SA,Richmond County,,Lawrence Street,,,Rockingham,NC,28380,(910)895-2462,www.sandhillscenter.org,,MH-SA/TX/OP/AD/CO/PW/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/SP/AH/
